longname,Population,Population (2010),Population Change (2010-2020),Population (2000),Population Change (2000-2020),PW Density (r=1km),PW Density (r=1km) (2010),PW Density (r=1km) Change (2010-2020),PW Density (r=1km) (2000),PW Density (r=1km) Change (2000-2020),AW Density,AW Density (2010),AW Density (2000),Area,Compactness,geoid
"Walker County, Alabama, USA",65342.0,67023.0,-0.025080942363069392,70713.0,-0.07595491635201448,133.18580186912772,137.11749143198793,-0.028673873200272072,143.23573509984595,-0.07016358888173184,31.336143048817547,32.142302279711345,33.91192010362455,2085.195995506079,0.43128588025516407,01127
"Clay County, Minnesota, USA",65271.0,58999.0,0.10630688655739928,51229.0,0.27410255909738623,991.3259320128375,951.6296246826208,0.041714030648694674,953.5972978337245,0.03956453553803128,23.938274705464583,21.63800568932152,18.788342064412145,2726.637604551345,0.3384835365569495,27027
"Liberty County, Georgia, USA",65256.0,63453.0,0.02841473216396388,61610.0,0.05917870475572148,569.3606583039074,678.9250991191095,-0.16137927579545905,735.0686906124571,-0.225432037066471,46.56519595361264,45.27861620149232,43.96349336002934,1401.390000914133,0.2700712431946253,13179
"Jefferson County, Ohio, USA",65249.0,69709.0,-0.06398026079846218,73894.0,-0.11699190732671123,452.93849372597236,462.0880722456386,-0.01980050788846694,503.98328990541603,-0.10128271552222175,61.316882747483604,65.50810862150124,69.44090689117922,1064.1278074867198,0.6142455115399628,39081
"Lincoln County, South Dakota, USA",65161.0,44828.0,0.4535781208173463,24131.0,1.7003025154365754,890.643586619336,646.234494742586,0.37820496099346307,408.13581219919416,1.1822235638186287,43.52603731837319,29.9440647152136,16.118948550968575,1497.0579454172887,0.4808401482244019,46083
"Chaves County, New Mexico, USA",65157.0,65645.0,-0.007433924899078376,61387.0,0.06141365435678564,774.4713047013516,792.7771619978215,-0.023090797987089556,760.3987927019598,0.018506752160122913,4.140713139554495,4.171725433123913,3.9011304617743567,15735.695230269039,0.3827023158059183,35005
"Pulaski County, Kentucky, USA",65034.0,63063.0,0.0312544598258884,56218.0,0.15681810096410403,228.90320563603973,212.7142168972679,0.07610675475720757,205.98004974924922,0.1112882335677466,37.0914732278995,35.96733364349458,32.063358272996496,1753.34097948643,0.5790203848594988,21199
"Coos County, Oregon, USA",64929.0,63043.0,0.02991608901860635,62764.0,0.034494296093301895,492.83626169344086,483.15281785890477,0.02004219674729073,471.97160518862677,0.044207440183769924,15.407817381251448,14.960264768689417,14.894057356756857,4214.029696315518,0.5178020181530327,41011
"Salem County, New Jersey, USA",64837.0,66053.0,-0.018409459070746217,64253.0,0.009089069771061274,474.48509192680143,474.1148481926226,0.0007809157118580519,470.30919053598126,0.00887905547000084,71.78533314377036,73.13164720985647,71.13874809887375,903.2067855720003,0.2922511695530738,34033
"Effingham County, Georgia, USA",64769.0,52250.0,0.23959808612440192,37535.0,0.7255628080458238,268.051846892921,246.19429286428823,0.08878172509336554,151.9714348073897,0.7638304674339155,51.7761330613985,41.76848418932006,30.00535988605031,1250.943169571856,0.3657244518258876,13103
"Carbon County, Pennsylvania, USA",64749.0,65249.0,-0.0076629526889300985,58802.0,0.10113601578177613,453.23447055816774,455.7050466186492,-0.005421436692029697,490.9737715769325,-0.07686622627019751,64.5270063780192,65.02529211508093,58.60039582140705,1003.4403211064882,0.4293206111700334,42025
"Columbia County, Pennsylvania, USA",64727.0,67299.0,-0.03821750694661139,64208.0,0.008083104909045602,700.5562474371916,804.6194725417864,-0.12933222306422681,725.5770392948544,-0.034483990675861366,50.941814376802135,52.96604455241873,50.533348023324294,1270.6064907942375,0.5819273285996374,42037
"Nacogdoches County, Texas, USA",64653.0,64524.0,0.0019992560907569276,59203.0,0.09205614580342213,393.13281643240487,419.86446897587535,-0.06366733676863341,411.74022247190516,-0.045192101776672926,25.445761967183664,25.394990876998108,23.300781800429593,2540.8160338597945,0.22633655790441115,48347
"Hamblen County, Tennessee, USA",64499.0,62544.0,0.03125799437196214,58128.0,0.1096029452243325,449.30093597114944,433.08648471561315,0.037439291752970616,404.8345662783861,0.10983837200844622,141.6743359896878,137.38010930617583,127.68020903283109,455.2624125564616,0.2503205339026244,47063
"Rutherford County, North Carolina, USA",64444.0,67799.0,-0.04948450567117509,62878.0,0.024905372308279525,145.17981831281477,157.07774795917055,-0.07574548146341151,155.4142729145872,-0.06585273289150922,43.86709786869016,46.15084986033338,42.80112003890975,1469.073705146938,0.4681361562249636,37161
"Isabella County, Michigan, USA",64394.0,70311.0,-0.08415468418881825,63351.0,0.016463828510994302,643.3353971736623,921.3893099437234,-0.30177679485671927,997.0156962283629,-0.3547389478346702,43.03701962024561,46.99158130445522,42.33994207476131,1496.2467328873204,0.7074601078954911,26073
"Lamar County, Mississippi, USA",64222.0,55657.0,0.15388899868839498,39068.0,0.6438517456742091,326.9500155469762,303.4015200765739,0.07761495547042427,219.0121932525154,0.49283932867614944,49.59181709780465,42.977978951333085,30.168059393619508,1295.012035419912,0.6662031775158536,28073
"San Benito County, California, USA",64209.0,55269.0,0.16175432882809532,53230.0,0.2062558707495773,1615.9836124416295,1390.2095326930435,0.16240291440904445,1381.249079616234,0.1699436664172215,17.82855997307582,15.346239330186227,14.78008141174642,3601.468660226434,0.3284168733912365,06069
"Warrick County, Indiana, USA",63898.0,59689.0,0.07051550536949856,52383.0,0.21982322509211003,553.0499970359859,550.2108530619315,0.005160101728736438,521.7085605293823,0.06007460654814858,63.08119928886712,58.92600244691836,51.71339419619904,1012.9484017479203,0.4600749449027126,18173
"Belknap County, New Hampshire, USA",63689.0,60073.0,0.06019343132522098,56275.0,0.13174589071523768,305.2438923398083,304.0260473020332,0.004005725984935996,309.3930067185712,-0.013410498261639685,52.32694140315225,49.356032453195446,46.235592134629094,1217.1359206590907,0.47059751167873387,33001
"Georgetown County, South Carolina, USA",63404.0,60148.0,0.05413313825896123,55766.0,0.13696517591363913,284.3256770765728,265.12807196285274,0.0724087984029463,244.24402857319484,0.16410492709903168,28.11427073964434,26.670512214499524,24.72746864656814,2255.224778446524,0.44039455209538525,45043
"Pope County, Arkansas, USA",63381.0,61754.0,0.026346471483628592,54469.0,0.1636160017624704,394.0000206561337,403.5876015235459,-0.023755885540633636,342.2864531556177,0.15108271748343144,29.461765388613568,28.705477348234364,25.319147677575177,2151.296745594736,0.6098059728324825,05115
"Lee County, North Carolina, USA",63285.0,57866.0,0.0936473922510628,49040.0,0.29047716150081565,337.2472496257887,311.9745480056426,0.08100885723436967,287.2008262047064,0.17425584766741237,94.2690271601838,86.19691120567583,73.04974467781328,671.3233593942248,0.5004437279463687,37105
"Darlington County, South Carolina, USA",62905.0,68621.0,-0.083298115737165,67332.0,-0.0657488267094398,205.07292408810216,219.59655906440693,-0.06613780761494101,231.26148797201358,-0.11324221820747202,42.894486259872245,46.792187292563284,45.91322707018072,1466.5054995389366,0.34493931106808645,45031
"Hall County, Nebraska, USA",62895.0,58607.0,0.07316532154862047,53534.0,0.17486083610415812,1066.5822094353211,1069.8397066953155,-0.003044846101344105,999.3100563514174,0.06731859912380067,43.976442703958725,40.97825546626773,37.43119299966176,1430.197536062603,0.7358506973772625,31079
"Garfield County, Oklahoma, USA",62846.0,60580.0,0.03740508418620007,57813.0,0.08705654437583242,788.7156216507773,796.0206516188146,-0.009176935238026197,766.5795053622551,0.028876478086981405,22.890022875081392,22.064691241645146,21.05688337327882,2745.563005461895,0.7128946938323324,40047
"Union County, Ohio, USA",62784.0,52300.0,0.20045889101338432,40909.0,0.5347234104964678,519.7100885394013,465.37831075819497,0.11674755038043987,337.1040662017917,0.5416903580993919,55.48536572123771,46.220129765875576,36.153332477862406,1131.5416089249754,0.6371462431205731,39159
"Knox County, Ohio, USA",62721.0,60921.0,0.029546461811198108,54500.0,0.15084403669724772,359.16756178085956,376.21754527602263,-0.04531947993720993,368.60997951038945,-0.02561628348226463,45.72665808419048,44.414370579980684,39.73314943301895,1371.6506437999485,0.5350595721438292,39083
"Laurel County, Kentucky, USA",62626.0,58876.0,0.06369318567837488,52722.0,0.18785326808542924,171.50183520792285,176.56921763339952,-0.0286991271377652,157.3821293365409,0.08971606834209754,54.49849693763011,51.23516599654952,45.8798223668402,1149.1326095042818,0.2706891122677543,21125
"Walla Walla County, Washington, USA",62584.0,58781.0,0.064697776492404,55180.0,0.13417905038057268,1010.2582632336846,1026.140130469168,-0.015477288884727682,1008.2668179487437,0.001975117349386157,18.59562976772712,17.465641591729003,16.395673823711853,3365.5219415378488,0.4183940757795238,53071
"Stanly County, North Carolina, USA",62504.0,60585.0,0.03167450689114467,58100.0,0.07580034423407918,202.28050901645216,188.5088413914049,0.07305581809000063,202.08190205927627,0.0009828042746629845,59.62092113111355,57.79043751965497,55.42006139955358,1048.3568320346178,0.4770184178182799,37167
"Athens County, Ohio, USA",62430.0,64755.0,-0.03590456335418114,62223.0,0.0033267441299840894,1124.3227487631875,1140.4490069135468,-0.014140271114797626,1023.4526001169127,0.09855869107641341,47.42120934618477,49.187256306458345,47.26397419746363,1316.4995338741346,0.4664842858306064,39009
"Barry County, Michigan, USA",62423.0,59173.0,0.054923698308350095,56755.0,0.09986785305259449,188.4485496657545,171.839941442477,0.09665161710286782,172.37878253143896,0.09322357948191624,41.76650537336165,39.59196806398169,37.974112305803,1494.5708155849902,0.7157357429314216,26015
"Eddy County, New Mexico, USA",62314.0,53829.0,0.15762878745657546,51658.0,0.20627976305702891,713.3219525607851,679.6083950119569,0.049607329450712716,657.0143916790131,0.08570217273000208,5.732158152142074,4.951637532041848,4.75193095970978,10870.949186339813,0.73222663562905,35015
"Haywood County, North Carolina, USA",62087.0,59038.0,0.051644703411362174,54033.0,0.1490570577239835,236.47306914293537,235.7084815023175,0.003243785016748937,236.1617469896643,0.0013182581736436057,43.23288927746438,41.109786544090426,37.624667101474266,1436.105729634025,0.42532829917477594,37087
"Reno County, Kansas, USA",61898.0,64511.0,-0.04050472012524996,64790.0,-0.04463651798116993,679.6291214716779,745.190700052224,-0.08797959847855247,735.3646871346438,-0.07579309509699209,18.788299579921485,19.581440340565365,19.66612701190851,3294.4971809023427,0.6530883124598935,20155
"Livingston County, New York, USA",61834.0,65393.0,-0.05442478552750294,64328.0,-0.03877005347593583,340.01866778140766,351.4025488232317,-0.032395556264307464,345.53122036659715,-0.015953848046902565,37.28748771424005,39.433655983719305,38.79143367211621,1658.3042674764506,0.3348970202296578,36051
"Garfield County, Colorado, USA",61685.0,56389.0,0.0939190267605384,43791.0,0.40862277636957367,584.0196945160044,566.7931313864092,0.030393034381799976,456.0052288029042,0.280730258398925,8.05872201733691,7.366835954212711,5.720993691516586,7654.439483989604,0.29077507113281625,08045
"Hood County, Texas, USA",61598.0,51182.0,0.20350904614903678,41100.0,0.4987347931873479,311.07258140398176,263.189879312878,0.18193215565930315,227.59582049799195,0.36677633501062606,54.43357088248986,45.229050048826196,36.31968186094245,1131.6178417355086,0.6807118086106075,48221
"Columbia County, New York, USA",61570.0,63096.0,-0.024185368327627743,63094.0,-0.024154436237994105,215.81443887520592,242.6732500424854,-0.11067891150993046,270.63598582084836,-0.20256562252564742,36.65344923632017,37.561897563989895,37.560706937086,1679.7873401499642,0.5951135952186438,36021
"Washington County, New York, USA",61309.0,63203.0,-0.02996693194943278,61061.0,0.00406151225823357,327.6982911373584,333.268839215304,-0.016714878267832363,328.4182907141934,-0.0021923248405843953,27.983901467683946,28.848399492114183,27.870704260683578,2190.8667764142956,0.3857286571678431,36115
"Cumberland County, Tennessee, USA",61145.0,56053.0,0.0908425954007814,46802.0,0.3064612623392163,180.67251440002693,158.01283111538814,0.14340407120540521,140.40864541666798,0.286762035655813,34.47351546739036,31.602648826455663,26.386940402400906,1773.680437605474,0.5153639686173962,47035
"Granville County, North Carolina, USA",60992.0,59916.0,0.01795847519861139,48537.0,0.2566083606320951,243.93655060248324,297.37491761223936,-0.17970031715800872,219.71366618042066,0.1102475091475268,43.81268503610653,43.039756634039854,34.865823281700926,1392.1082433029567,0.6240341260552761,37077
"Tipton County, Tennessee, USA",60970.0,61081.0,-0.0018172590494589152,50879.0,0.1983333005758761,246.50162439831362,234.7742272165222,0.04995180825779374,199.76937392134715,0.23393100533701333,50.26723226352836,50.358747152510674,41.94762195073084,1212.9173868249175,0.21173860925491328,47167
"St. Joseph County, Michigan, USA",60939.0,61295.0,-0.005807977812219593,62422.0,-0.0237576495466342,372.99492289237986,371.3329753988734,0.004475625930396515,387.94736638036267,-0.03854245390938598,45.16569901708502,45.429552852068895,46.26484294203189,1349.2318579404327,0.6395397668576431,26149
"Rutland County, Vermont, USA",60572.0,61642.0,-0.017358294669219038,63384.0,-0.04436450839328537,382.5323845753736,414.54575928391773,-0.07722518923808003,446.73228195314005,-0.14371000254801528,24.737884358915302,25.174877297303325,25.88631813718364,2448.5521526892585,0.3963244091159551,50021
"Pittsylvania County, Virginia, USA",60510.0,63463.0,-0.04653104958794888,61696.0,-0.01922328838174274,85.4092811007608,84.60556197898906,0.009499601479762412,84.0954432820781,0.015623174899925842,23.878061519519715,25.04335511838175,24.34607310375621,2534.1253078912873,0.3845994965015566,51143
"Pender County, North Carolina, USA",60203.0,52214.0,0.15300494120350863,41050.0,0.4665773447015834,213.15955710586712,157.6241001735327,0.35232846291394476,116.65361001528015,0.8272864172651486,26.349589893197653,22.85297222203914,17.966723670178624,2284.779392924892,0.4338990446947465,37141
"Crawford County, Arkansas, USA",60133.0,61948.0,-0.02929876670756118,53247.0,0.1293218397280598,349.43753133207673,348.8335064031697,0.0017315565099670803,311.9388343344821,0.12021169816062703,38.33516640887343,39.49224034551562,33.945298018946055,1568.6119464993646,0.3832484698879819,05033
"Herkimer County, New York, USA",60133.0,64519.0,-0.06797997489111735,64351.0,-0.06554676695000855,467.9760683670618,510.16291496215865,-0.08269289154078563,531.9759574716744,-0.12030598038449945,15.93654171696089,17.098926297317607,17.054402674540604,3773.277858395203,0.37596649689010364,36043
"Otter Tail County, Minnesota, USA",60081.0,57303.0,0.04847913721794671,57159.0,0.05112055844224007,239.88943698141014,244.0951888142283,-0.017229966117927018,265.80548378828826,-0.0975000456631663,10.428204678766441,9.946029738309171,9.92103578891182,5761.394396327386,0.6030518183343954,27111
"Bradford County, Pennsylvania, USA",59967.0,62622.0,-0.042397240586375395,62746.0,-0.044289675835909856,245.7489800720063,250.25521523537364,-0.01800655846124552,257.56009994953325,-0.045857723614182624,19.941033771386913,20.823910097750282,20.8651442463262,3007.2162099261745,0.6476897037156449,42015
"Washington County, Vermont, USA",59807.0,59534.0,0.004585614942721806,58040.0,0.030444521019986216,317.74024736545283,345.43031194455614,-0.08016107336737648,371.1585573995088,-0.14392315351241497,33.20725349103507,33.055672903427386,32.2261439734425,1801.0221777644465,0.46138401214751673,50023
"Washington County, Ohio, USA",59771.0,61778.0,-0.0324872932111755,63251.0,-0.05501889298192914,338.05836492374993,349.6596177478906,-0.03317870361714266,350.99423375934396,-0.036854932621096514,36.06421991440915,37.27518993947513,38.1639586723711,1657.3490329710144,0.32451651649851854,39167
"Mercer County, West Virginia, USA",59664.0,62266.0,-0.041788455979186075,62986.0,-0.05274187914774712,338.5168341224275,346.15503854756963,-0.022065847884783774,347.3663795860246,-0.025476113935216167,54.755691295776245,57.143635596386495,57.804404196094175,1089.640155901061,0.5670053403341657,54055
"Lincoln County, Missouri, USA",59574.0,52566.0,0.13331811437050564,38944.0,0.5297350041084634,262.48366242449674,242.01917040018148,0.08455731829208814,190.5427548322249,0.3775578224195229,35.9112399899602,31.68681373270635,23.47546463505909,1658.9235018522127,0.4688337356416657,29113
"Van Zandt County, Texas, USA",59541.0,52577.0,0.13245335412823098,48140.0,0.2368300789364354,133.1970848855459,130.39835683885295,0.02146290884747606,129.41919260177482,0.02919112851673958,26.74371696141973,23.615733808309653,21.622789918253737,2226.354701775126,0.48358560824326086,48467
"Lyon County, Nevada, USA",59235.0,51980.0,0.13957291265871488,34501.0,0.7169067563259036,537.3251756823563,479.31850977601573,0.1210190399979482,296.60186420144646,0.8116041756144022,11.288555123784755,9.905952483064599,6.574937795656248,5247.350024025047,0.29908722517768976,32019
"Russell County, Alabama, USA",59183.0,52956.0,0.11758818641891382,49715.0,0.1904455395755808,493.7045819821877,483.2806567276527,0.02156909263680561,473.86892318058227,0.04185895683656474,35.3060800532202,31.591314656207505,29.65787083868412,1676.2835157793745,0.4390316359606417,01113
"Blount County, Alabama, USA",59120.0,57319.0,0.0314206458591392,51018.0,0.15880669567603592,100.57436968672064,97.9666855432089,0.026618070510935166,86.55512023723851,0.16196903673701613,35.08291518760774,34.014168058837754,30.275036654962307,1685.1507260400876,0.34300067146125,01009
"Sampson County, North Carolina, USA",59036.0,63444.0,-0.06947859529663955,60173.0,-0.01889551792332109,104.98395020033846,110.70061150578964,-0.051640738273177486,118.04045481588027,-0.11061042280722633,24.047952469621006,25.843524230683567,24.51110244519454,2454.9283384761447,0.4164835774546108,37163
"Sandusky County, Ohio, USA",58896.0,60945.0,-0.03362047747969481,61792.0,-0.04686690833764889,547.3415130294215,577.8767000329223,-0.05284031524676646,625.0081582277894,-0.12426501026577258,55.244834058263734,57.16680948928422,57.96130104129708,1066.0906309879686,0.44637986082470027,39143
"Lowndes County, Mississippi, USA",58879.0,59779.0,-0.015055454256511483,61586.0,-0.043954794920923586,356.75168009578084,377.7921578650946,-0.055693262370012195,441.45946177434274,-0.1918812235626321,44.02452362398184,44.69746425241615,46.04857949195036,1337.413676588345,0.4274675031519172,28087
"Autauga County, Alabama, USA",58805.0,54571.0,0.07758699675651903,43671.0,0.3465457626342424,456.986187773695,429.8963563004103,0.06301479665101986,348.7388200111952,0.31039666808250627,37.56753361466201,34.86264564043398,27.899188172534725,1565.3143643438266,0.4382366755771651,01001
"Kenai Peninsula Borough, Alaska, USA",58792.0,55400.0,0.06122743682310469,49409.0,0.18990467323766924,159.69625181452147,154.786754690265,0.031717811605266724,150.64631090891334,0.060074095747887836,1.3827201287194848,1.3029441953167007,1.1620427752058278,42519.08884442605,0.02575972033930921,02122
"Pike County, Kentucky, USA",58754.0,65025.0,-0.0964398308342945,68736.0,-0.14522229981378026,143.24409714507004,132.43146116428682,0.08164703376163536,148.5672494160832,-0.035829917373679916,28.76431105916331,31.834416833272535,33.651218384495515,2042.600633790706,0.3131613018564733,21195
"Newton County, Missouri, USA",58648.0,58114.0,0.00918883573665554,52636.0,0.11421840565392508,284.79348557870816,279.03201055578336,0.020648079091172875,271.15226082247494,0.05030835706424077,36.13685854717289,35.80782631309516,32.432473170252905,1622.941294784691,0.6580892781724258,29145
"Carson City-County, Nevada, USA",58639.0,55274.0,0.06087853240221442,52457.0,0.11784890481727892,1359.1048348297215,1281.3238983023155,0.06070357122852512,1242.0374998496143,0.09425426768055051,144.10606799550405,135.83653886293234,128.91372651034558,406.9155505778527,0.3119419485004747,32510
"Huron County, Ohio, USA",58565.0,59626.0,-0.017794250830174756,59487.0,-0.015499184695815892,483.2110333678944,499.09796478198996,-0.03183128871510245,523.6463354166914,-0.07721872438316714,45.628488355677995,46.45512245702477,46.34682637777199,1283.5183042550257,0.6305094579564163,39077
"Pickaway County, Ohio, USA",58539.0,55698.0,0.0510072174943445,52727.0,0.11022815635253286,460.7406704923255,456.3734818021149,0.00956933052500235,487.2861142848171,-0.05447609323210855,44.61774125896469,42.45236428093776,40.18790282309966,1312.011732289075,0.5247238128645724,39129
"Pike County, Pennsylvania, USA",58535.0,57369.0,0.020324565531907476,46302.0,0.2642002505291348,194.53963170055397,192.91794049949002,0.008406119186557667,163.69542717267018,0.18842435039647457,39.86725887335272,39.073114791242375,31.535556852378537,1468.2474204195864,0.3482111844778884,42103
"Otsego County, New York, USA",58531.0,62259.0,-0.05987889301145216,61670.0,-0.050899951353980864,384.9091777356318,429.54365143652336,-0.10391138025581444,406.2042629047662,-0.05242457333375408,22.2491915968236,23.666303661762836,23.44240907854148,2630.7023221624,0.39934084393577146,36077
"Columbia County, Wisconsin, USA",58490.0,56830.0,0.029209924335738168,52466.0,0.11481721495825868,336.8624383095083,339.32770369267905,-0.007265146218074381,331.65715129978594,0.015694782968865666,28.376218421751815,27.570875242061135,25.45369594316346,2061.233076609124,0.3910431558456032,55021
"Genesee County, New York, USA",58388.0,60079.0,-0.028146274072471247,60370.0,-0.03283087626304456,483.2365210837928,460.6126098847347,0.049117003559063656,514.0912035196428,-0.06001791554612953,45.51085397614464,46.82891340742608,47.0557349890363,1282.9467016946146,0.5275620089007436,36037
"Lawrence County, Ohio, USA",58240.0,62450.0,-0.06741393114491594,62280.0,-0.06486833654463713,361.54854582965123,368.0104656022363,-0.01755906523476274,369.7506752859114,-0.022182865386027654,49.16265706381895,52.71648237698306,52.57297874200969,1184.6389816644285,0.4544200268663293,39087
"Anderson County, Texas, USA",57922.0,58458.0,-0.009168976016969449,55109.0,0.051044294035457,474.7847163078558,489.4884083175156,-0.030038897264594727,691.7928178814709,-0.31368943990799925,20.74602997767178,20.938010090030332,19.738492559640793,2791.955861547458,0.24243892501411407,48001
"Maverick County, Texas, USA",57887.0,54258.0,0.06688414611670168,47297.0,0.2239042645410914,1047.6903018768298,1076.4670293386841,-0.02673256744289974,1026.7025649906232,0.020441886094244206,17.301787506509008,16.21711932779667,14.136553003184765,3345.723670356179,0.4879530900801529,48323
"Coffee County, Tennessee, USA",57878.0,52793.0,0.09631958782414335,48014.0,0.20544007997667346,315.9791041421818,282.7997241445286,0.11732465474646796,283.3089516759184,0.11531634377594713,51.42459626319837,46.90657435507501,42.660433411334296,1125.492550369714,0.34928735870390903,47031
"Oxford County, Maine, USA",57793.0,57846.0,-0.000916225841026173,54755.0,0.05548351748698749,133.63149456931583,134.33749675551164,-0.005255436518075788,149.908190591975,-0.10857776321883311,10.253449511147728,10.262852601904237,9.714457252312458,5636.44458746946,0.2905158852093076,23017
"Windsor County, Vermont, USA",57753.0,56662.0,0.019254526843387104,57363.0,0.006798807593745097,151.9160263353033,152.11039735056272,-0.0012778285945271436,154.5296473536882,-0.016913395346090775,22.833121382143943,22.40178559996953,22.67893168915767,2529.351945948321,0.28647829857906804,50027
"Jefferson County, West Virginia, USA",57724.0,53502.0,0.07891293783409965,42179.0,0.36854832973754714,357.8019227774611,336.48803296979526,0.06334219264665217,282.8700019706431,0.26489878843566655,105.33389775757905,97.6296548719076,76.96761266573569,548.0097217407547,0.39364452044928233,54037
"Box Elder County, Utah, USA",57666.0,49975.0,0.15389694847423713,42745.0,0.34907006667446483,669.4304583838967,630.1076648315446,0.0624064675722756,634.9824554185781,0.05425032246380834,3.308244895547152,2.867019364182862,2.4522409749273923,17430.994929552395,0.5366515747691147,49003
"Acadia Parish, Louisiana, USA",57576.0,61773.0,-0.06794230489048614,58861.0,-0.021831093593381017,334.7457189704314,395.25557758874214,-0.15309046108204544,486.84373075741763,-0.3124164946118469,33.80561941339139,36.2698785609182,34.56010428462607,1703.1487959422648,0.3623869263916339,22001
"Gordon County, Georgia, USA",57544.0,55268.0,0.041181153651299124,44140.0,0.30367014046216584,250.0628836019055,252.70162149737405,-0.01044210907643888,189.482959541068,0.3197117260969717,61.95021016126344,59.49993422759467,47.51985048863771,928.8749763754864,0.4413428653529173,13129
"Putnam County, West Virginia, USA",57440.0,55479.0,0.035346707763297826,51575.0,0.11371788657295201,388.46416594523373,373.6522990370474,0.039640775518733684,355.0750637746716,0.09403392571591747,63.28606496228864,61.12548046731914,56.82414346152571,907.6247675412867,0.556857554294347,54079
"Iron County, Utah, USA",57289.0,46163.0,0.24101553191950265,33779.0,0.6959945528286805,721.2799619919231,693.491632865593,0.040070172168487794,710.511606842627,0.015155776549729482,6.702120509146146,5.400512996626116,3.951734690402131,8547.891659336732,0.47273546255229637,49021
"Colbert County, Alabama, USA",57227.0,54428.0,0.051425736753141764,54984.0,0.04079368543576313,384.58513936155975,339.1900392252554,0.13383382436580793,347.09908876445786,0.10799812448525327,35.440999495153335,33.70756322229377,34.051897115723534,1614.711797499559,0.38987312407874086,01033
"Scott County, Kentucky, USA",57155.0,47173.0,0.21160409556313994,33058.0,0.7289309698106359,686.6399753086732,618.4098395613947,0.11033158171556667,560.6858407400214,0.2246429736881018,77.30297621047109,63.80217473145924,44.71143010350369,739.3635122713174,0.4382013997075597,21209
"Vermilion Parish, Louisiana, USA",56992.0,57557.0,-0.009816355960178606,53636.0,0.06256991572824222,290.6365579507983,336.22816061394167,-0.13559721642558012,384.5480572091038,-0.24421264780240376,16.99850216228744,17.167019738819103,15.997537583809118,3352.7659940792537,0.31551549315600785,22113
"Waller County, Texas, USA",56794.0,43205.0,0.31452378196967945,32663.0,0.7387870067048342,438.7410926730921,277.9228707529665,0.5786433534038654,262.88797669075717,0.6689279524913234,42.34309028511807,32.21173391147879,24.352085748191914,1341.2814137460546,0.26060928839656483,48473
"Hawkins County, Tennessee, USA",56721.0,56833.0,-0.0019706860450794434,53563.0,0.05895860948789276,182.6635768862936,180.4968836160792,0.012004048085522702,181.31635448147406,0.007430231038299411,43.827076591978816,43.91361654328964,41.386959036268074,1294.1999423794791,0.3201277897305475,47073
"Chisago County, Minnesota, USA",56621.0,53887.0,0.05073579898676861,41101.0,0.37760638427288873,216.07475028784793,216.2865437682158,-0.0009792263387168587,197.57559922217501,0.09363074761509647,49.421888764480755,47.035504845403196,35.87518853621313,1145.6664529724167,0.46819751493874956,27025
"Carter County, Tennessee, USA",56380.0,57448.0,-0.0185907255256928,56766.0,-0.006799844977627453,309.3054708580404,305.3171933921778,0.013062734599226106,304.54373219475417,0.01563564821698946,62.62723710101611,63.8135778109112,63.05600818155871,900.2472823295801,0.4051637067801443,47019
"Hardin County, Texas, USA",56231.0,54635.0,0.029212043561819348,48073.0,0.16970024754019927,289.9673545071413,264.97826639026727,0.09430618011542657,207.90108314002455,0.3947371034707109,24.191836746434895,23.505201768445705,20.68208226621196,2324.3791114077626,0.38993536957614594,48199
"Cherokee County, South Carolina, USA",56216.0,55349.0,0.015664239642992645,52542.0,0.06992501237105554,231.74939808231454,236.92960369056487,-0.021863901882922962,256.6833183779735,-0.09713884195210158,54.63212030396019,53.78954793482092,51.061634855035514,1028.991730271999,0.4345703337878505,45021
"Marion County, West Virginia, USA",56205.0,56418.0,-0.003775390832712964,56598.0,-0.0069437082582423405,432.391747292569,441.91031233912764,-0.02153958570501514,457.9442693840948,-0.05579832263408884,69.66849257992979,69.93251515656043,70.15563282695253,806.7491906117633,0.3932924894452894,54049
"Pearl River County, Mississippi, USA",56145.0,55835.0,0.005552073072445598,48623.0,0.15470045040412972,174.03989461666305,169.23666405638954,0.02838173741520379,162.87632692980358,0.06854014881899159,26.47636224701747,26.33017519035035,22.9292040526624,2120.5707746472863,0.39075459053827877,28109
"Taney County, Missouri, USA",56066.0,51675.0,0.08497339138848573,39703.0,0.4121351031408206,255.21880129899662,233.0970638046567,0.09490354418569037,194.34058423164822,0.3132552951203613,33.22325075810237,30.6212585689177,23.52696330840328,1687.5531057516046,0.6798066662028458,29213
"Lafayette County, Mississippi, USA",55813.0,47351.0,0.17870794703385356,38744.0,0.44055853809622136,423.6758422838062,393.366699900322,0.07705060543041517,376.87148644573745,0.12419182008031202,31.718309540304986,26.90938804656588,22.018063620116756,1759.6461100512777,0.6163938223002354,28071
"Eagle County, Colorado, USA",55731.0,52197.0,0.06770504051957009,41659.0,0.33779015338822344,465.69856953014215,499.015183656761,-0.06676473024823851,430.235830093567,0.08242628102095252,12.71570296096246,11.909378038315435,9.505005645883532,4382.848527611539,0.5345824635263339,08037
"Campbell County, Virginia, USA",55696.0,54828.0,0.015831327059166848,51050.0,0.09100881488736533,262.26884062417196,242.66502912903294,0.08078548262805113,213.1557320505332,0.2304095137446054,42.4358045650712,41.77445943503526,38.89593189900325,1312.4765883629134,0.38459845077855764,51031
