longname,Commute Car %,Commute Bike %,Commute Walk %,Commute Transit %,Commute Work From Home %,Commute Time < 15 min %,Commute Time 15 - 29 min %,Commute Time 30 - 59 min %,Commute Time > 60 min %,Households With no Vehicle %,Households With 1+ Vehicles %,Households With 2+ Vehicles %,Traffic Fatalities Per Capita Per Year,Pedestrian/Cyclist Fatalities Per Capita Per Year,Total Traffic Fatalities In Last Decade,Total Pedestrian/Cyclist Fatalities In Last Decade
"Los Angeles CA HRR, USA",0.7971352674432872,0.008226829078597779,0.024377968405234235,0.04914514537154326,0.10855454108398124,0.16839270825800715,0.32840651150105094,0.3626106529164742,0.14059012732446766,0.08612285295507152,0.9138771470449285,0.5810605664006396,7.536963760080541e-05,2.9945173705355583e-05,7586.0,3014.0
"Houston TX HRR, USA",0.8692627173376893,0.003432463352075258,0.012419098347452523,0.017406855557941855,0.08442214747488563,0.18939448578199317,0.33481696110151843,0.37109406442739445,0.10469448868909396,0.05464845529683247,0.9453515447031676,0.6314448063863777,0.00011019977193937006,2.5901767157184635e-05,8458.0,1988.0
"Atlanta GA HRR, USA",0.8285259324297325,0.0025942517139227877,0.012460600850739082,0.021524045315764958,0.1241791074980499,0.18206523879548692,0.3373387402401257,0.3555171604423226,0.12507886052206463,0.054337254519774114,0.9456627454802259,0.6288415988382491,0.00011973149200323135,2.4722738135748577e-05,8543.0,1764.0
"Dallas TX HRR, USA",0.8428988948824028,0.0024112016611523785,0.013424581945483221,0.012408798264643656,0.11849514397042715,0.21322605716300988,0.3480035346730727,0.34671557241064244,0.09205483575327494,0.04801345260334869,0.9519865473966513,0.6326396036145413,0.0001076392340159374,2.095293969743955e-05,6216.0,1210.0
"New York NY HRR, USA",0.22280174889041174,0.019462136598045764,0.11342538233864301,0.5035608793428844,0.13140029442210513,0.09782814901592544,0.22554903372250498,0.4497225389973031,0.2269002782642665,0.5949144214303477,0.40508557856965227,0.10650924043239203,2.3717776306052997e-05,1.5687933544129093e-05,1276.0,844.0
"Boston MA HRR, USA",0.7012415046014597,0.009693259858589938,0.04953350198470291,0.10383170805482726,0.12519977353703676,0.2085925611357943,0.31083157315423554,0.348109722513236,0.1324661431967341,0.12859718246551627,0.8714028175344838,0.5171490971261312,4.403125683202382e-05,1.1275830553940013e-05,2300.0,589.0
"East Long Island NY HRR, USA",0.6437139107778851,0.0037489806522046174,0.03328916732335623,0.23158389861183312,0.08021164377399412,0.15115497778262363,0.2556473975584101,0.34976362320177296,0.24343400145719332,0.173865509828592,0.8261344901714079,0.4958797382686684,5.419368165667412e-05,2.1568113215380394e-05,2676.0,1065.0
"Philadelphia PA HRR, USA",0.7163671837083633,0.008316198314857652,0.03941445254741374,0.10102235440422258,0.1252199624893457,0.19712302882510904,0.32910417037880874,0.3593680845079531,0.11440471628812915,0.15051384017561856,0.8494861598243815,0.4852894314498514,6.161730650517324e-05,1.9190039369138826e-05,2710.0,844.0
"Orlando FL HRR, USA",0.8639401217890725,0.006257370325237631,0.010432402052854076,0.010043655340010197,0.09695050654261438,0.19067167583496877,0.3645385782514656,0.3588265233880725,0.08596322252549321,0.04689558936398627,0.9531044106360136,0.5797641670219255,0.00014218055950501553,3.8059238783299275e-05,6235.0,1669.0
"San Diego CA HRR, USA",0.8163737407502435,0.00891669869550469,0.02379336657138019,0.021500595303720487,0.11874717939499808,0.20955775602951315,0.40645097662465274,0.29737065465363094,0.08662061269220316,0.05200809950949332,0.9479919004905066,0.6567059160149871,8.628570115088857e-05,2.7658911815053568e-05,3416.0,1095.0
"Phoenix AZ HRR, USA",0.8334571685876854,0.007559034343738523,0.01818631908519014,0.01546625727010573,0.11380782659917453,0.2585967525206423,0.3724622116699234,0.29486035799004556,0.07408067781938879,0.05645707848724146,0.9435429215127586,0.6110317840781955,0.00015707572524121486,4.079232369892977e-05,5903.0,1533.0
"Minneapolis MN HRR, USA",0.8098966752830895,0.0073439830380667755,0.024083000566139344,0.028996095482137402,0.12166217085409421,0.28545833884181837,0.38561203486961876,0.27296573748018244,0.0559638888083804,0.06244221487685603,0.937557785123144,0.6383598733012797,6.933855795716146e-05,9.247037889239833e-06,2437.0,325.0
"Orange Co. CA HRR, USA",0.8284423682051452,0.007847595856071785,0.020567115821053493,0.014573050999712869,0.11848719589606743,0.20710942799826088,0.3664279576173927,0.32547568241057345,0.100986931973773,0.04405795910928384,0.9559420408907162,0.6951003516302104,6.398847178202748e-05,2.38455699134097e-05,2238.0,834.0
"St Louis MO HRR, USA",0.8645142080757212,0.0030998995741605166,0.01986477974132438,0.015056120111224702,0.09031866623151845,0.2557592254349245,0.3850188714232041,0.300003681954392,0.0592182211874792,0.06810395909660512,0.931896040903395,0.6014047723823635,0.00013846022897532438,2.020061866945258e-05,4750.0,693.0
