longname,PW Density (r=250m),PW Density (r=250m) (2010),PW Density (r=250m) Change (2010-2020),PW Density (r=250m) (2000),PW Density (r=250m) Change (2000-2020),PW Density (r=500m),PW Density (r=500m) (2010),PW Density (r=500m) Change (2010-2020),PW Density (r=500m) (2000),PW Density (r=500m) Change (2000-2020),PW Density (r=2km),PW Density (r=2km) (2010),PW Density (r=2km) Change (2010-2020),PW Density (r=2km) (2000),PW Density (r=2km) Change (2000-2020),PW Density (r=4km),PW Density (r=4km) (2010),PW Density (r=4km) Change (2010-2020),PW Density (r=4km) (2000),PW Density (r=4km) Change (2000-2020)
"AZ-03 in Maricopa County, USA",3894.049056828766,3691.3905890181663,0.05490030462056918,4166.775495385162,-0.06545263570318323,3131.174147649285,2902.49175426429,0.07878830079328164,3188.4167114888164,-0.01795328811107707,2329.4667258452882,2142.390095624013,0.08732145961811187,2327.5502874310664,0.0008233714324329449,1991.0225016769782,1834.146169420833,0.08553098704542281,1996.0919814159515,-0.0025397024717153656
"AZ-01 in Maricopa County, USA",2501.9167004597284,2381.898350516843,0.05038768758408303,2705.991282386421,-0.07541583125379425,1937.1142330189464,1793.9540620410587,0.07980146984087663,1960.263714325583,-0.01180937092160631,1441.5285542933511,1343.7638928108152,0.07275434472200096,1461.6352488177636,-0.013756301061209104,1267.8880999036191,1177.5333616509718,0.07673221090395663,1276.3074436791962,-0.006596642382110339
"AZ-04 in Maricopa County, USA",3296.6545219987347,3135.3916181702243,0.051433097828660214,3400.8866051974933,-0.030648502963745744,2630.2145142739682,2448.5442088388245,0.07419523191753905,2469.5535888041586,0.06505666700175033,1962.805563898468,1814.39175424995,0.08179810633556958,1853.6813222674189,0.058868933036218284,1747.3464940547387,1615.1058249904345,0.08187740209845844,1640.6621909398777,0.06502514881125243
"AZ-08 in Maricopa County, USA",2666.35756095168,2505.2884675078,0.0642916356870105,2727.713237640456,-0.02249344830025102,2037.9494585864275,1886.8074226707588,0.0801046434838212,2088.2197186859084,-0.02407326185537385,1590.1749845454112,1471.3596810296344,0.0807520452324966,1621.948970081412,-0.019590003213483267,1493.1659168362917,1386.5787071644982,0.07687065229045699,1529.8747794850399,-0.023994684493788776
"OH-03 in Franklin County, USA",3446.6551194609115,2944.637753390639,0.17048527123318263,3189.295670952922,0.08069475992832408,2568.0094531469917,2292.7929981059233,0.12003545687221866,2358.953467063348,0.0886223441888817,1826.2164721591646,1618.6459369302706,0.12823714593356178,1661.2494074767596,0.09930300889194615,1597.861869337828,1417.5367007341047,0.12721022920276964,1447.078715721385,0.10419830792775914
"OH-11 in Cuyahoga County, USA",3097.2199169993346,3284.0886013109384,-0.05690123105601043,3828.060173115651,-0.19091660607870933,2527.62235978714,2597.5512253718853,-0.02692107277874138,3065.9873487724462,-0.17559269747178044,1825.0668788499852,1915.159724087728,-0.047041948566800496,2300.3905993899953,-0.20662739652390066,1570.891097010937,1642.0220539473971,-0.04331912398220369,1951.1537415762862,-0.1948911746227362
"NY-08 in Kings County, USA",19298.11861023571,17669.785580091586,0.0921535251666412,17679.427302266504,0.09155790401432796,17734.682312135235,16051.001429484859,0.10489569077961342,15728.837487469558,0.12752657825243865,14908.980886299769,13414.362472039822,0.11141926553537294,12944.897441899378,0.15172645849191096,12815.921498073012,11629.82641692802,0.1019873417386995,11390.987279015519,0.1250931270621738
"NY-09 in Kings County, USA",22170.299320800066,21143.597095890018,0.048558540926303545,22009.035695458308,0.0073271554271247,21649.948604475398,20708.17597065634,0.045478299737917935,21560.984152418503,0.004126177702649781,19490.892364249466,18438.571138112475,0.057071733935057836,18869.503552345777,0.032930851104794476,17789.252892809815,16648.165777869093,0.06854131140726641,16781.975386460625,0.06002139099559412
"NY-06 in Queens County, USA",23396.60392533232,22928.5344456008,0.020414278149440523,23568.326548220575,-0.0072861610491059174,20083.794918255568,19545.291781498327,0.0275515527103561,19961.103825113336,0.006146508440473736,14330.821632767827,13641.965250598181,0.05049539194064732,13629.048025179645,0.05149102169804204,11658.41517244594,10947.854576824053,0.06490409519378361,10875.151667002785,0.07202322592150338
"NY-12 in New York County, USA",48495.27396802904,46016.72534714436,0.0538619078647344,45450.941640002646,0.06698062170282941,40985.48304121209,38373.11519541638,0.06807807582189081,37927.35741283811,0.08063112847769424,22760.629558438297,20906.089110001347,0.08870814807489504,20373.767509006957,0.11715369032144603,19427.04211157109,17479.244151105755,0.11143490780418637,16856.074735803373,0.1525246782577926
