longname,No internet access %,Uninsured %,Public Insurance %,Private Insurance %
"New York-Newark CSA, NY-NJ-CT-PA, USA",0.0951425150321441,0.08793371591465533,0.2068712331334817,0.7051950509518629
"Los Angeles-Long Beach CSA, CA, USA",0.07660342751049742,0.11464539862942562,0.2293510371585472,0.6560035642120272
"Chicago-Naperville CSA, IL-IN-WI, USA",0.09208842082210127,0.1029494774415771,0.15144745540829954,0.7456030671501234
"Washington-Baltimore-Arlington CSA, DC-MD-VA-WV-PA, USA",0.06837159587314288,0.08344034954645986,0.13455118130243707,0.782008469151103
"San Jose-San Francisco-Oakland CSA, CA, USA",0.05678711798529915,0.05922152859341014,0.1660789267869675,0.7746995446196223
"Boston-Worcester-Providence CSA, MA-RI-NH-CT, USA",0.0785903383158279,0.04377307952267836,0.19749537403245346,0.7587315464448682
"Dallas-Fort Worth CSA, TX-OK, USA",0.08044505864181932,0.20876281984235534,0.08105404703770783,0.7101831331199367
"Philadelphia-Reading-Camden CSA, PA-NJ-DE-MD, USA",0.09135367617797296,0.07335423640464014,0.18693219910358944,0.7397135644917704
"Houston-The Woodlands CSA, TX, USA",0.08905870369291774,0.2368482884346081,0.09313060641648434,0.6700211051489076
"Miami-Fort Lauderdale-Port St. Lucie CSA, FL, USA",0.10348485502227257,0.19855383010424152,0.11671445201601917,0.6847317178797393
"Atlanta--Athens-Clarke County--Sandy Springs CSA, GA, USA",0.07883480710880662,0.16415370623498884,0.09992057537587579,0.7359257183891355
"Detroit-Warren-Ann Arbor CSA, MI, USA",0.09721589078202417,0.0676175811946324,0.2276649168429373,0.7047175019624302
"Seattle-Tacoma CSA, WA, USA",0.051597066636382756,0.07582095733155926,0.15443480626128522,0.7697442364071555
"Minneapolis-St. Paul CSA, MN-WI, USA",0.0672492430438237,0.05650822920279558,0.15028141916989038,0.793210351627314
"Denver-Aurora CSA, CO, USA",0.05482093762401294,0.09688341012939847,0.1384574342075813,0.7646591556630201
"Cleveland-Akron-Canton CSA, OH, USA",0.11802287763713601,0.07706954928753877,0.2103173130021307,0.7126131377103304
