longname,Fair or poor self-rated health status %,Physical health not good for two weeks in last year %,Arthritis %,Current asthma %,High blood pressure %,Cancer (excluding skin cancer) %,Chronic kidney disease %,COPD %,Coronary heart disease %,Diagnosed diabetes %,Obesity %,Stroke %,Disability %,Hearing disability %,Vision disability %,Cognitive disability %,Mobility disability %,Self-care disability %,Independent living disability %,Binge drinking among adults %,Smoking %,No leisure-time physical activity %,Sleeping less than 7 hours %,Attended doctor in last year %,Attended dentist in last year %,Cholesterol screening in last year %
"Houston TX HSA, Houston TX HRR, USA",0.19660380347935835,0.11216674564949217,0.18090876599499772,0.09719458217465383,0.3057364904471025,0.047959995419520805,0.027645532755368973,0.057242661708537326,0.04575377708991441,0.11168769113967071,0.36543931500532656,0.027832819089288717,0.28177241550028237,0.05374946195544012,0.06668472382326317,0.15199465838955234,0.12516153158915821,0.04522336333501037,0.08592771233910687,0.18468331542791874,0.16262587552995256,0.2727688069597191,0.34226695711743466,0.6978202569106567,0.517949063199969,0.8167388487058087
"Chicago IL HSA, Chicago IL HRR, USA",0.18040290659036168,0.11041905409167065,0.17817082224657244,0.0992660259963033,0.2838641135150147,0.04825923375356395,0.02926898525137348,0.05490388439845604,0.0474850299311098,0.11273378641701845,0.3341945750334174,0.03112882640458032,0.3082856303087894,0.05683944135283087,0.06583013524798789,0.15558049700438129,0.15389702845649797,0.046793512711003814,0.09376070360051042,0.17439381214749153,0.14864394995347868,0.29044958457576303,0.3523090194583592,0.7534182992308451,0.5851731244467044,0.7975157063716687
"Brooklyn NY HSA, New York NY HRR, USA",0.17690799763686782,0.10795352304662215,0.19428464950565796,0.10879184132715701,0.2843229691148506,0.05206799458777467,0.03069907920309107,0.057873549565678896,0.05075840420831585,0.11410493787102492,0.27039270671013343,0.03147447979017338,0.28432137058953155,0.049919681033093695,0.06737107040978262,0.13434766694378925,0.14663168356505385,0.047721951004717225,0.09494029464929706,0.1634593016721304,0.14404501102711575,0.28420618788551266,0.36777374903759064,0.7624741209590388,0.5784450967109066,0.862805326078043
"Dallas TX HSA, Dallas TX HRR, USA",0.1901016052851399,0.11286402019880398,0.18972737540921952,0.10104142857455498,0.3071678560522322,0.0493665255018583,0.02766688435969574,0.058094000457700176,0.04629568498003609,0.10580728719861038,0.3492613555926945,0.0283668800445244,0.2874517255310107,0.05420827725844142,0.06358182289677329,0.15177939423396067,0.12684143884726212,0.04406782013345535,0.0872363263161534,0.1866756295295018,0.16318037931681417,0.26997173082626463,0.3471712962192323,0.6973328022623136,0.547233878200108,0.8288159636951288
"Phoenix AZ HSA, Phoenix AZ HRR, USA",0.1731338344812959,0.11496871914005403,0.199854773468627,0.10527649812702394,0.2663273122821594,0.0537764661336359,0.028733245813641672,0.05648272823624196,0.048297160430606466,0.09670391127634906,0.3264534538802885,0.026159536237425462,0.2961318685522648,0.056830736385072765,0.05842663990522598,0.15996396641739002,0.12380650726945361,0.04030288570152843,0.08049697844509895,0.17887719668263058,0.1634872868613634,0.24490572424760806,0.33169097049050944,0.6641387864708836,0.5774038173566427,0.804208095532856
"San Antonio TX HSA, San Antonio TX HRR, USA",0.2133080206373974,0.12401560511606956,0.22583707390228794,0.09615908134853612,0.3110022822508463,0.05263728210045489,0.030895077568313743,0.06007627634792841,0.05342488997637823,0.12297290280389109,0.3849654359604497,0.02885226308734089,0.31331563937970996,0.06334207376015387,0.06859024497122788,0.15207592424419233,0.14683058793894907,0.04662315810821392,0.08686786674940114,0.17802763099598284,0.14073768222344507,0.2591303794636951,0.3596133602790328,0.686041126006723,0.536387525366206,0.8195689834251204
"Las Vegas NV HSA, Las Vegas NV HRR, USA",0.19857201167754954,0.1361816485694011,0.22260868199848297,0.09914936123743961,0.31189798555865794,0.056253078003561545,0.0296308477449528,0.0700651842610266,0.05393571805636578,0.10781255244275689,0.31977018473349944,0.029671312772338115,0.30994586592984147,0.0645669018612602,0.06103093456635795,0.15768117360941986,0.1454800854288527,0.04289259581083149,0.08531029558354714,0.1349085455140968,0.1795899784509556,0.25261313745704106,0.3645761467068626,0.6855615938193411,0.5839595633920592,0.8084847511913121
"New York NY HSA, New York NY HRR, USA",0.1375992064277405,0.08990268863909037,0.17541812213570127,0.10337078668084242,0.2375571744441269,0.054398764909712204,0.026411673444494375,0.04506821704913921,0.04296502520509423,0.08746208453521949,0.2086470615476497,0.02382166509358613,0.246747544807234,0.04798410135031049,0.052219240506813175,0.1119849380852022,0.11508864967304074,0.03452940135538245,0.06993195299133215,0.2000390000175948,0.11513848653574872,0.2161601052020994,0.3179807420733125,0.736122955880177,0.6716876547373202,0.8684551527297238
"Miami FL HSA, Miami FL HRR, USA",0.17895230729346825,0.12323489349511302,0.26826403942411287,0.10427776663481074,0.33952163909326233,0.06957067636566852,0.03160970520185664,0.07570033914847694,0.06344030106626174,0.11329064190900305,0.3592584343269346,0.03319856531070233,0.3082986938889594,0.07226797181784214,0.05478410305238209,0.14369272355477605,0.14800279890634677,0.04237865245257555,0.0850159777537786,0.16555453666054942,0.17630184278568353,0.26107542037801895,0.3674719462846992,0.7343522688377638,0.5695860776337845,0.8355309634740169
"Los Angeles CA HSA, Los Angeles CA HRR, USA",0.2167246055540572,0.12416137913956622,0.16502076127211038,0.1003032093968064,0.26690195281573836,0.04270527022787825,0.02952600345929768,0.0496197186292063,0.043848878953211434,0.12066528565320997,0.3055749430044974,0.028534364048660908,0.29767607644845534,0.05563924954158606,0.0772612655329524,0.15807845377462085,0.13170813389004163,0.050602683233827,0.09245363180898757,0.1513564240148138,0.12726653063950452,0.24680005340464237,0.34372473896590244,0.6155627281010232,0.5429386385270749,0.8199301640941407
