longname,Not Cohabiting With Partner %,Cohabiting With Partner (Gay) %,Cohabiting With Partner (Straight) %,Living With Parents %,Other Living Situation %,Never Married %,Married (not divorced) %,Divorced %
"New York NY Media Market, USA",0.17326259577008343,0.006835391787494151,0.37157702294260714,0.33317458478401557,0.11515040471579985,0.3770369877092271,0.5403934985973362,0.08256951369343665
"Los Angeles CA Media Market, USA",0.14302322960861985,0.0063889668548990945,0.35505805459316964,0.35824820611672686,0.1372815428265845,0.392480948925678,0.5206893493350186,0.08682970173930335
"Chicago IL Media Market, USA",0.17678174424764853,0.006168745126971814,0.394368685979222,0.3340531264179854,0.0886276982281721,0.370937377849002,0.5391694067407383,0.08989321541025971
"Philadelphia PA Media Market, USA",0.18039461948973293,0.006213243403571186,0.3973518817600969,0.32192755855046684,0.09411269679613221,0.36683045266615255,0.5396295906635985,0.09353995667024897
"Dallas-Ft.Worth TX Media Market, USA",0.1539896243834587,0.006177113003824662,0.4013486985869061,0.3498656610092785,0.08861890301653198,0.32144271520774087,0.5742304471665816,0.1043268376256776
"San Francisco-Oakland-San Jose CA Media Market, USA",0.15211557718583374,0.009946203225542818,0.40055346926180807,0.3002329925049898,0.1371517578218257,0.35575416732196524,0.5562573062111633,0.08798852646687137
"Houston TX Media Market, USA",0.15057214599124247,0.005554723355493807,0.39139000586449757,0.3638104336669139,0.08867269112185232,0.33683134722717273,0.5674654485801445,0.09570320419268276
"Atlanta GA Media Market, USA",0.16849612653418658,0.006971202632419725,0.3894181897579413,0.3378371375662335,0.09727734350921885,0.3488132412065858,0.5439999604546738,0.10718679833874034
"Washington DC (Hagerstown MD) Media Market, USA",0.16608525575566882,0.007551832446555288,0.39981071704951665,0.31926445968968575,0.10728773505857349,0.3549825059770522,0.5539978252295338,0.09101966879341396
"Boston MA (Manchester NH) Media Market, USA",0.17155378220921144,0.008735060713858716,0.42285830824843507,0.28931010637857874,0.10754274244991606,0.35752709547911304,0.5469637130253715,0.09550919149551548
"Phoenix (Prescott) AZ Media Market, USA",0.16549696221573665,0.007482992385832108,0.41387753714237474,0.3123864939119756,0.10075601434408091,0.33025216693408993,0.5498222677128729,0.11992556535303711
"Seattle-Tacoma WA Media Market, USA",0.1629912927799482,0.009561772580768334,0.44533442950523194,0.28379667526985464,0.09831582986419675,0.31858194146268104,0.5690114999632396,0.11240655857407941
"Tampa-St.Petersburg (Sarasota) FL Media Market, USA",0.18316772114256552,0.008929042730585156,0.42266982856261215,0.28642680578347574,0.09880660178076153,0.2941281474507755,0.5729064056982908,0.1329654468509337
"Detroit MI Media Market, USA",0.19279837011197706,0.004999039772089221,0.39997977999058243,0.3238754473149462,0.07834736281040516,0.358292329324014,0.5302702614822145,0.11143740919377158
"Minneapolis-St. Paul MN Media Market, USA",0.16414078605373092,0.006440184672690907,0.44621588721300937,0.30361460591743,0.07958853614313875,0.32675984110551065,0.5698803533086758,0.10335980558581351
"Miami-Ft. Lauderdale FL Media Market, USA",0.1782667502121699,0.008992268857180283,0.35776698553603753,0.331567215480203,0.1234067799144093,0.3494302687250092,0.5206843632038796,0.1298853680711111
"Denver CO Media Market, USA",0.17034971162266327,0.008194292839271273,0.4344780690095686,0.29001401317612696,0.09696391335236991,0.3310845412655418,0.555170265052716,0.11374519368174225
"Sacramento-Stockton-Modesto CA Media Market, USA",0.145209251460206,0.006440961748734793,0.39147643027958634,0.34475971377865167,0.11211364273282114,0.33732467645683967,0.558480939119794,0.10419438442336625
"Orlando-Daytona Beach-Melbourne FL Media Market, USA",0.16377417618763912,0.00805649551917923,0.4129381251565419,0.30398707555493615,0.11124412758170378,0.31427448911402184,0.5610611939780296,0.12466431690794863
"Cleveland-Akron (Canton) OH Media Market, USA",0.20380898272346515,0.005991431736991298,0.41481649768997847,0.3016650854633332,0.07371800238623187,0.33669029733068656,0.5419400656460629,0.12136963702325047
"Portland OR Media Market, USA",0.1649920262570963,0.009217923015378849,0.4348772736568802,0.2925120328257033,0.09840074424494123,0.3169169088620525,0.5590626910598046,0.12402040007814301
"Salt Lake City UT Media Market, USA",0.11178994046835132,0.005627369602057868,0.41487173908007763,0.37804311227848375,0.08966783857102933,0.3058347960831924,0.6032036252220255,0.09096157869478207
"Charlotte NC Media Market, USA",0.17280514912138478,0.005225833188623171,0.4150464108954434,0.3232816430948736,0.08364096369967502,0.32535657694755565,0.5689998057461841,0.10564361730626023
"Raleigh-Durham (Fayetteville) NC Media Market, USA",0.17584630372988044,0.00563624478838511,0.4084439525959464,0.3154235709631556,0.0946499279226323,0.3353472140926219,0.5615247059096807,0.10312807999769735
"San Diego CA Media Market, USA",0.14838853955510192,0.008722965091013609,0.3862036607263939,0.32105463452238864,0.13563020010510193,0.36241177713619876,0.5395443260723339,0.09804389679146727
"St. Louis MO Media Market, USA",0.18633149361579626,0.005279406905989353,0.42389605226018684,0.30894314025624287,0.07554990696178467,0.31785614949672136,0.5655216978609207,0.11662215264235784
"Indianapolis IN Media Market, USA",0.17760329856334936,0.006260538605683885,0.42146849503046996,0.3093891896965238,0.08527847810397299,0.3248447996475313,0.5534820635707369,0.12167313678173165
"Nashville TN Media Market, USA",0.16884803776084228,0.005807115042357905,0.416893292934661,0.31459727398527243,0.09385428027686647,0.30573823223091356,0.5748630679041666,0.11939869986491987
"Baltimore MD Media Market, USA",0.18334975305973944,0.007029925917918186,0.393672693998506,0.320869730053811,0.09507789697002535,0.3560189656230441,0.5431718191798116,0.10080921519714434
"San Antonio TX Media Market, USA",0.1638931019060656,0.006066042074427596,0.38240798612391763,0.3583244008000474,0.08930846909554178,0.3354891259935124,0.5539951892158852,0.11051568479060252
"Pittsburgh PA Media Market, USA",0.2013374342081999,0.00533450084484097,0.44121044310883856,0.2720982178221721,0.08001940401594826,0.3272911079281949,0.5705619060856465,0.10214698598615865
