longname,Population (2010),Population Change (2010-2020),PW Density (r=1km) (2010),PW Density (r=1km) Change (2010-2020),AW Density (2010),White % (2010),Hispanic % (2010),Black % (2010),Asian % (2010),Native % (2010),Hawaiian / PI % (2010),Other / Mixed % (2010),Racial Homogeneity (2010) %,Racial Homogeneity Change (2010-2020) %,Segregation (2010) %,Segregation Change (2010-2020) %,Mean Local Segregation (2010) %,Mean Local Segregation Change (2010-2020) %,Housing Units per Adult (2010),Vacancy % (2010),PW Density (r=250m) (2010),PW Density (r=250m) Change (2010-2020),PW Density (r=500m) (2010),PW Density (r=500m) Change (2010-2020),PW Density (r=2km) (2010),PW Density (r=2km) Change (2010-2020),PW Density (r=4km) (2010),PW Density (r=4km) Change (2010-2020)
"New York-Newark-Jersey City MSA, NY-NJ-PA, USA",19566310.0,0.06494842410244957,9085.07618875453,0.0798388479608627,836.8117374614519,0.49620950501142014,0.22619875694497327,0.15870887254673977,0.09607514140377005,0.0016738465249707278,0.00025651234187744137,0.020877365226248588,0.5732197243939301,-0.06855210347486917,0.36096132876878934,-0.06127951783737712,0.17747284457134765,-0.022401450500500325,0.5151388495901988,0.07974638088132116,12456.986327795417,0.06021156696350957,10711.404788890546,0.07058062633971307,7588.995101190062,0.08727292272529857,6427.642474103189,0.09646882370984718
"Los Angeles-Long Beach-Anaheim MSA, CA, USA",12828367.0,0.02900291206199511,4240.56881808461,0.001277746673946428,1010.8332190298541,0.3162077449140643,0.44439233769972436,0.06696705823897929,0.14484462441712184,0.0019566792873948803,0.002402488173280356,0.023229067269434998,0.5348304063157383,-0.03620984347789441,0.3122182620851191,-0.042011197669176714,0.14409288234769002,-0.0210440510084534,0.4635807292956714,0.05747081912163168,5924.167207641485,-0.007128977135129228,4882.334562112359,-0.006416008696435955,3758.867887601336,0.002241085395198815,3274.2287233995885,0.006698067896269519
"Chicago-Naperville-Elgin MSA, IL-IN-WI, USA",9460085.0,0.016536743591627347,3045.330782803206,0.03028467417039333,499.9900793050724,0.5500844865558819,0.20687076278912928,0.17056474651126285,0.055671381388222196,0.001350622113860499,0.00020877190849765093,0.015249228733145633,0.6411866890173356,-0.06676955997684397,0.4233748653605918,-0.06591757138735915,0.17823702469895722,-0.018956327484527857,0.5354044358459138,0.08355054958965379,4399.45962043521,0.022929468274288718,3614.164646040632,0.030162580915273886,2598.7437118801026,0.02521833159495148,2261.187149215723,0.0208332589218618
"Dallas-Fort Worth-Arlington MSA, TX, USA",6426212.0,0.19949201800376334,1565.0239552216087,0.05453417948482595,257.48893473130295,0.5055088440904222,0.273681914010929,0.14652473338881444,0.052615911208656045,0.003895296326980809,0.0008502676226679108,0.016923033351529643,0.5487686902003261,-0.07163275617211079,0.3005091491772984,-0.05007513329294422,0.13138556678030203,-0.012894687947757527,0.5445354018964367,0.08175103043110903,2784.6580301188524,0.04512181166013386,1947.2315903177603,0.043890971611178504,1305.3963596077642,0.06858462955434641,1108.7354349008167,0.08909085458570155
"Houston-The Woodlands-Sugar Land MSA, TX, USA",5920416.0,0.2029865806727095,1670.8218494689822,0.051523877558537615,265.80334878900146,0.39528776356256046,0.35411903487863017,0.16826875003378142,0.06494070686924702,0.0023349710560879506,0.0004910127936955781,0.014557760805997416,0.5307334751577335,-0.06038389999955007,0.31551010600342305,-0.062318599326141366,0.1504876961021774,-0.026182150029418524,0.5375666087928765,0.1002858542496664,3398.6178957949155,0.00713131862595207,2132.0736591544583,0.02972814905542627,1411.5605916613372,0.06746528335373085,1224.9407148256687,0.08224209960042203
"Washington-Arlington-Alexandria MSA, DC-VA-MD-WV, USA",5636169.0,0.13042937498857823,2210.9902057182235,0.12382905861184032,339.76907195466555,0.48815676038103184,0.13753650751068677,0.25141208505280804,0.09129445905543286,0.002205043887080036,0.0005723746040972157,0.028822769508863203,0.5286798689166805,-0.06585509973352288,0.29713893603028957,-0.043879842831970384,0.11490415121965239,-0.00710174685682087,0.5205883319538864,0.06246029240905031,4160.2101275220875,0.09512363374026529,2775.111191227309,0.11092883429156263,1853.9323858935777,0.11811196416645314,1571.1565442500994,0.11819980402634284
"Philadelphia-Camden-Wilmington MSA, PA-NJ-DE-MD, USA",5965315.0,0.046893751629209855,2713.641942865949,0.056368127322100475,485.2148532824155,0.6497267956511936,0.07848135429562396,0.2018833875495259,0.04922724114317517,0.0015994126043637259,0.0002620146630982605,0.0188197940930194,0.6780313456437747,-0.08901302334462258,0.39047714042817905,-0.08077936344183034,0.1574226413584863,-0.015394480592074433,0.531755683372023,0.07078440360372212,4088.8043641160775,0.027032031427309353,3184.778419011343,0.049714298122279135,2318.824115947367,0.059226798907424986,1954.697889566263,0.057253244657685935
"Miami-Fort Lauderdale-West Palm Beach MSA, FL, USA",5564012.0,0.103091977515505,2504.026617885499,0.08608110017603181,392.658787461279,0.3482159995341491,0.41566714809385746,0.1970757791320364,0.02194046310468058,0.0013621465949390475,0.0003129037104880435,0.015425559829849396,0.5877204198787406,-0.04052605652044017,0.38137051673753297,-0.05937622397807846,0.14035045495036444,-0.025414036650965532,0.5648665089060988,0.1480549888818207,4251.128969008479,0.0885081601751505,2978.9156291054765,0.0871941376594336,2155.01272036602,0.0771093848558666,1840.1721572921517,0.07538118885032055
"Atlanta-Sandy Springs-Roswell MSA, GA, USA",5286728.0,0.15194766971177637,903.5427758874587,0.1395775567541013,231.014094713661,0.5077944240747775,0.10363574596612499,0.3185671742522029,0.04778305220166424,0.002038879246293738,0.00039249229391033545,0.01978823196502638,0.6128116536699075,-0.0686872578781561,0.38276571167178874,-0.05466744651327843,0.12924600978739723,-0.014767402515434166,0.5586871326014806,0.10462256733346445,2950.7449507294677,-0.0514514206625057,1252.439929689212,0.061896186926973115,786.0324626730705,0.15212343522221208,714.532252754311,0.15143540146094703
"Boston-Cambridge-Newton MSA, MA-NH, USA",4551051.0,0.08545960043075765,2607.82932093755,0.107255606182219,478.74034472854635,0.7486791512553913,0.0901989452546236,0.06625458602858988,0.06433217294203031,0.0013930848061250029,0.0002300567495288451,0.02891200296371102,0.6916634824916413,-0.09546541281991616,0.269801951755915,-0.03608905426098735,0.0855434539130795,0.002989054398268326,0.5271099195169447,0.06424824733278212,4020.2802389113763,0.0840824808565962,3105.222813874544,0.10068051047729015,2206.1924529563557,0.11334902074466996,1835.1409240892524,0.11377806481575005
"Phoenix-Mesa-Scottsdale MSA, AZ, USA",4192887.0,0.1557268297476178,1725.5910398768233,0.07678773338084458,110.89430938688486,0.5868369455222618,0.29471769689953486,0.04614887069458347,0.03205786371061276,0.01828382210157345,0.0019585550481088566,0.01999624602332474,0.5803250505043319,-0.06451767504586126,0.257176556163719,-0.046471099885629336,0.08202591789508351,-0.011456199392031713,0.5821375115627976,0.14415305742938525,2859.2562348182955,0.023165175952836427,2068.5341484938085,0.06514082065554146,1474.596592961008,0.08256803694018752,1279.6918251559628,0.08417307431309058
"San Francisco-Oakland-Hayward MSA, CA, USA",4335401.0,0.0952963751219322,4071.7593315287254,0.07640206412957445,653.1818197654237,0.4244998328874307,0.21654236828381043,0.08070649058760654,0.22941753254197247,0.002458134783841218,0.006864647583925916,0.03951099333141271,0.4412720201779826,-0.037552115094031835,0.2155345698203976,-0.027510344507885143,0.10833009200034352,-0.016224632284922727,0.509705375814443,0.06501103118608233,5756.375732127945,0.07466798806706959,4771.357358131031,0.07196642271831757,3406.3620455637247,0.09073369416412161,2607.297327256362,0.09432778284794863
"Riverside-San Bernardino-Ontario MSA, CA, USA",4224851.0,0.08876005331312276,1789.7825359931471,0.04284690916748189,59.51595035110303,0.36608770344800323,0.47253784808032284,0.07136890744786029,0.05914977829987377,0.004604659430592937,0.002767908264693832,0.023483195028653082,0.49571207558482555,-0.016067264388652136,0.2038832776342104,-0.023104924125712745,0.08453516406970658,-0.010330374380311855,0.49680863610013437,0.13212760394551282,3083.4244639078347,-0.0008039072713884011,2200.216331401136,0.026621355831479853,1457.4193732974315,0.052340745916253054,1175.0904751039484,0.0584146779047635
"Detroit-Warren-Dearborn MSA, MI, USA",4296250.0,0.0222961885365144,1447.5377981749575,0.005176395046303686,412.47751150473954,0.6787649694501018,0.03911899912714577,0.22640418970032006,0.03271643875472796,0.0029097468722723307,0.00018457957521093976,0.019901076520221123,0.7526161072223315,-0.08117101353576317,0.48986898872086826,-0.09851520521234874,0.14297678266195982,-0.007118164701264196,0.579554870405483,0.10763200153634196,2150.5919935103643,0.020616887614630115,1666.4504172735815,0.010973781976996862,1288.4869609939446,-0.008102022432534365,1169.7800613110046,-0.01675863101927763
"Seattle-Tacoma-Bellevue MSA, WA, USA",3439663.0,0.16830660445514575,1769.9292597482843,0.23658559647924876,221.28418138424527,0.6803384517611173,0.08997276768101992,0.053802073051923985,0.11318172739596874,0.008873252990191191,0.007929555889632211,0.04590217123014667,0.5544122598785554,-0.1000298296437317,0.12852497562186016,-0.01011059002119051,0.050264336407252246,0.002363524184393201,0.5508889797410211,0.07153576343574128,2930.93468991628,0.21597878936030276,2119.192145060339,0.23054150620866568,1493.1789277543746,0.22934633381539785,1209.7938987538078,0.20533662912123632
"Minneapolis-St. Paul-Bloomington MSA, MN-WI, USA",3348859.0,0.10637593281771493,1299.4978309928097,0.09720124575709514,159.24425787063348,0.7886939999564031,0.053511360137885766,0.07140282705243786,0.055948906776905206,0.0062012165934725826,0.0003589282200295683,0.023882761262865947,0.7063086913985276,-0.0869537858137378,0.19803362458492565,-0.017785015957173494,0.05723496142126658,0.007309699656425223,0.5518999226357826,0.06237667692329891,2206.605273904,0.08687770834356574,1549.688766882737,0.0976743240086743,1136.9541319966556,0.10243027943210369,992.0756592305625,0.10820572404211756
"San Diego-Carlsbad MSA, CA, USA",3095229.0,0.06568140838690772,2611.8156400232515,0.02933836595145907,280.56315105028756,0.4846071163070648,0.32028131036508123,0.047362893020193336,0.10598828067325551,0.004554751845501577,0.004362843589278855,0.032842804199624646,0.5060383071609483,-0.04859534291946632,0.2377264119958507,-0.03665467783963053,0.09689713755003979,-0.014293405474837567,0.49091484972799165,0.06629684740101306,4582.196306416103,0.028985840844646747,3182.372192022253,0.01638154206588204,2173.715561997119,0.0324408078420982,1748.9950291658035,0.04234994789403916
"Tampa-St. Petersburg-Clearwater MSA, FL, USA",2783180.0,0.14079075014911002,1240.285425031011,0.08227239477840448,400.8964594588215,0.6752635474529136,0.16247781314898785,0.11151165213892023,0.028564447861798375,0.0024191751880941943,0.0006147644061828555,0.019148599803102927,0.6189440567806002,-0.09477282811017307,0.2442111744600791,-0.053435440008374996,0.08676402288374169,-0.010283640015802994,0.6162865712906221,0.14833317797732395,2528.0612488330516,0.11955366423385735,1539.8145765149754,0.08572239865238697,1070.3280890725823,0.0840197850645435,926.8463402730725,0.08353436129132359
"Denver-Aurora-Lakewood MSA, CO, USA",2543482.0,0.16526635533493061,1872.719476458223,0.09443983486961113,116.87356841754047,0.6580384685246445,0.22454690066609476,0.053208161095694796,0.03615280155314644,0.00487795864094969,0.0010422719720446223,0.022133437547425146,0.6030742138803958,-0.06684336561524251,0.2248648085291674,-0.04767047982676961,0.08227270641861507,-0.01189763623744973,0.5643520271887766,0.06744721592855134,2884.7276125181897,0.08161540264045664,2195.646418455636,0.08992071472675772,1635.4786424676263,0.10192758431505224,1420.9967450955662,0.10763782979307811
"Baltimore-Columbia-Towson MSA, MD, USA",2710498.0,0.04943445816967952,1921.6045976926512,-0.031787938194301354,386.21399836172014,0.5999665006209192,0.045657292497541045,0.28394818959467966,0.04506662613290989,0.002502123226063993,0.00043313073833664513,0.022426137189549666,0.6649191920324949,-0.09998639996377012,0.3962786251825554,-0.08588179170398269,0.15634582301565433,-0.016683943650862704,0.5420335636155117,0.0819240946669,3645.0070899685966,-0.006541924930368209,2390.1214695797034,-0.028531299022264,1623.7246945103138,-0.02901988748219601,1376.8328048016454,-0.033844242176957876
"St. Louis MSA, MO-IL, USA",2787701.0,0.011677005532515862,1164.43719892816,-0.023460041944627447,133.17581639915286,0.7493576247954856,0.025743076463365332,0.18403300784409807,0.02139110327829276,0.0020274771218290626,0.000332173357185724,0.017115537139743467,0.7793944246319938,-0.08270392177337982,0.4530193705461788,-0.09961004013333058,0.09021079363584314,-0.013166496554701382,0.5759599984926422,0.09245966155700788,2090.4225895479876,-0.03441237141521539,1403.432675462869,-0.02865868963590821,1004.8409615910368,-0.02163124065391417,846.8918396613666,-0.018582378215561548
"Orlando-Kissimmee-Sanford MSA, FL, USA",2134416.0,0.2525093515041117,1160.7510878331425,0.13724335983196503,205.44497937636348,0.532636561944813,0.2524606262321872,0.14978101738367777,0.03896475663600723,0.0023449037113664815,0.0007753877407215838,0.023036746351226753,0.5283762238676989,-0.06861738163360404,0.2492624643421465,-0.04041750678881184,0.11023878872315525,-0.017356688666847767,0.5713736979564874,0.14527445094823563,3154.4193083592927,0.039510733174377845,1628.2506149607057,0.06866468796572306,975.4651006734402,0.14050522160496406,848.0465266521703,0.1258763581626802
"Charlotte-Concord-Gastonia MSA, NC-SC, USA",2216879.0,0.190078484211362,692.9263298903593,0.19273891355392467,165.35085474903337,0.6449887431835477,0.09136357915790623,0.21522239147919214,0.026980723801344142,0.003512595861118266,0.0003901881879886092,0.01754177832890293,0.6393874200238623,-0.0890383523009054,0.3175783299499311,-0.06458511138177925,0.1252553074614325,-0.011557614663602667,0.5673769702526265,0.09298679479999829,1898.5397341348598,0.11562343771924705,927.5835320127846,0.17124664618229318,594.1271624437014,0.19716992156636517,522.4894242490578,0.19816393073458904
"San Antonio-New Braunfels MSA, TX, USA",2142504.0,0.1939968373454612,1419.273281851007,0.009757530495937508,112.22864229730415,0.3611675870850183,0.5405581506498938,0.060709338232274014,0.020034501685877833,0.0024569382367547504,0.0009600915564218316,0.014113392553759525,0.5746018690773154,-0.0497101741479522,0.25756455070010403,-0.06106241938541182,0.07181575652714788,-0.01647868975052743,0.5339956450040079,0.0880993669456472,2981.7487332296064,0.05971687807483643,1781.0393300540716,0.00932252485833503,1222.321857387728,0.012019828498917473,1077.0286048954786,0.020547742221964167
"Portland-Vancouver-Hillsboro MSA, OR-WA, USA",2226010.0,0.1288624040323269,1753.9341378075396,0.11628455268790608,125.93860100621882,0.7628568604813096,0.10864461525330076,0.02721865580118688,0.05645661969173544,0.006921801788850904,0.004407886757022655,0.03349356022659377,0.6440769669716246,-0.09634881265040673,0.11262451343804036,-0.016739457136937405,0.03728720581812159,0.00037065557533879495,0.5438665581179872,0.06073440212661867,2657.209292942682,0.10614927082402029,2028.5403092723127,0.11659783048133666,1512.2812238508898,0.11806945484322563,1274.7537132695413,0.12145297886631291
