longname,Housing Units per Adult,Housing Units per Adult (2010),Housing Units per Adult (2000),Vacancy %,Vacancy % (2010),Vacancy % (2000),Rent/Income < 20%,Rent/Income 20%-40%,Rent/Income > 40%,1BR Rent < $750 %,1BR Rent $750 - $1500 %,1BR Rent > $1500 %,2BR Rent < $750 %,2BR Rent $750 - $1500 %,2BR Rent > $1500 %,% units built pre-1970,% units built in 1970s,% units built in 1980s,% units built in 1990s,% units built in 2000s,% units built in 2010s+,Renter %
"Creek OTSA, USA",0.5754382520450153,0.5879314569768256,0.5841435679833934,0.09897335074712435,0.10449334170891672,0.08318036620656769,0.31097011345326836,0.4084549829664297,0.2805749035803019,0.5352745720985627,0.4306794189293791,0.03404600897205825,0.24574241026940213,0.6991835998679738,0.055073989862624045,0.31586374727779665,0.2019610014983586,0.1495161006368564,0.11747917059646819,0.12824379801485125,0.08693618197566907,0.3572564756701895
"Cherokee OTSA, USA",0.5882258900460784,0.6059533554838606,0.6091951615123565,0.1411907559046834,0.14779986667196446,0.13604499791221478,0.3151791259284993,0.38033187825253595,0.3044889958189649,0.698894333375684,0.2663064331986283,0.03479923342568779,0.46808478911102064,0.522463392837083,0.009451818051896488,0.31869741369459686,0.1698136432765235,0.13939119447601458,0.1421555801061574,0.14713643832632203,0.08280573012038558,0.29822306394001774
"Lumbee SDTSA, USA",0.5661592672720913,0.5730039758936415,0.567080477108639,0.0928781943325767,0.09429434187349134,0.09138493221211601,0.2633565559034667,0.3941961977784873,0.34244724631804596,0.5396447115370011,0.45026964127835756,0.010085647184641222,0.366545891664705,0.6140615369664485,0.019392571368846454,0.21644131935069208,0.17613771969668082,0.1591501680590796,0.2023324686837696,0.15512163316888983,0.09081669104088803,0.42166662233838853
"Chickasaw OTSA, USA",0.5918035947642408,0.6045278319924403,0.6141420536170834,0.14007703223190757,0.13938132281509075,0.14064593889510035,0.37224122970261814,0.366197456467423,0.2615613138299588,0.759162042236847,0.20925869029613123,0.031579267467021756,0.5458951711704416,0.44313802342866815,0.01096680540089012,0.3327253980420639,0.19511241807282684,0.1434388716850883,0.11219055810777533,0.13488254352028226,0.08165021057196335,0.2783761109286843
"Choctaw OTSA, USA",0.6026434810629164,0.6050025180459963,0.6066821274147534,0.15813846903018208,0.15107288198298188,0.1471755665486968,0.3107347104057086,0.38675485375868707,0.30251043583560433,0.8808716806251534,0.10052514935479233,0.018603170020054263,0.6454948645980972,0.3438821975329463,0.01062293786895639,0.275846730964398,0.20573112973508123,0.16029897536048693,0.14678780552969362,0.1382356190396189,0.07309973937072126,0.2984549002652584
"Kiowa-Comanche-Apache-Fort Sill Apache OTSA, USA",0.5924736149603874,0.5718990564322227,0.5743265358398201,0.16843659559388105,0.13116646057822529,0.13639010369562793,0.3383382455494966,0.40240875179939806,0.25925300265110524,0.8514712351429117,0.14247328827917358,0.006055476577914713,0.5416037133739318,0.4468084172390984,0.011587869386969818,0.4239238714483248,0.1856033512733406,0.12720284583746985,0.10291612389862671,0.0946543064214281,0.06569950112080997,0.40238179826608755
"Cheyenne and Arapaho OTSA, USA",0.5670632832938158,0.5610571943687905,0.5684114811192891,0.1280565299171369,0.10992602316391134,0.11305122091092934,0.333804253492475,0.38685551613884567,0.2793402303686793,0.8138817779647383,0.1490249101811274,0.03709331185413446,0.4195443316674251,0.5775501731837389,0.0029054951488359996,0.3229911430048645,0.17968364276247412,0.1520797540890854,0.09729773142836746,0.13367117157992597,0.11427655713528266,0.2679238494953202
"United Houma Nation SDTSA, USA",0.5592038035764973,0.5327564805727152,0.5347309699478136,0.1002880600992348,0.07585711770044566,0.07437321218239946,0.3043588342351495,0.3740342400913214,0.32160692567352916,0.5377492068255738,0.4494537868924033,0.012797006282022905,0.2988620928331728,0.6863654263494279,0.014772480817399304,0.32020783475009573,0.19646353374619469,0.1265976344641708,0.12035082759515692,0.14335289335092077,0.09302727609346104,0.2795528027294014
"Citizen Potawatomi Nation-Absentee Shawnee OTSA, USA",0.5133260126640736,0.5208746401406952,0.523681631302267,0.08006957356204643,0.08294802038753521,0.08196004083418404,0.36909397680873873,0.3751606867542586,0.2557453364370027,0.7504922206724517,0.21749779462299138,0.032009984704556856,0.4990753520010437,0.5009156465580455,9.00144091073155e-06,0.19991714293373883,0.16247879170288307,0.1830984211632614,0.15245724846914435,0.17110371307372174,0.1309446826572505,0.16455060410360367
"Cher-O-Creek SDTSA, USA",0.6053166939940487,0.5934909326424871,0.6039469081938845,0.10150234506282763,0.09434168167185028,0.09211448776175817,0.31886747286722367,0.36846292122061103,0.3126696059121653,0.8212610609977677,0.17294802701817308,0.0057909119840591685,0.560132242083827,0.427075265590758,0.012792492325415118,0.29579933482996973,0.1952693409264783,0.13915349475457772,0.14948559710415857,0.13852767891076892,0.08176455347404658,0.38078623039358256
"Knik ANVSA, USA",0.6568339742292384,0.6576292289198008,0.6926149103139013,0.2517139555783798,0.22679941243675533,0.24860900354071827,0.2513262286811392,0.39363579370632873,0.35503797761253214,0.31719512622040896,0.6391955824661951,0.04360929131339589,0.08150432821543586,0.7876638061040327,0.1308318656805314,0.058628593309743494,0.12595373843362248,0.23147818854335508,0.16881632526737317,0.3043306274020266,0.11079252704387917,0.2395535066102617
"Coharie SDTSA, USA",0.5680565243806395,0.5812086209325257,0.5909383829871611,0.09851455733808676,0.11694134755210858,0.13199396023823504,0.29723565088643505,0.3872278431663806,0.3155365059471844,0.8269831341457047,0.15168600427905346,0.021330861575241965,0.5103489515397752,0.48158090432833345,0.00807014413189139,0.28707469968576266,0.17831953344872156,0.12444178653314626,0.17782689326200676,0.13215744009740724,0.10017964697295552,0.3659892943151365
"Sac and Fox OTSA, USA",0.5782238169993272,0.6053082985628188,0.5967082173544718,0.12318194158941939,0.12901619882816986,0.11446882732324666,0.3756509453702387,0.4074050376824991,0.21694401694726226,0.9488248899187068,0.051175110081293114,0.0,0.5794617115522398,0.4146163879238227,0.005921900523937533,0.41948802280847797,0.19898219742776938,0.10994214357583074,0.09941853715776452,0.10926175070458453,0.06290734832557282,0.3227701804653357
"Echota Cherokee SDTSA, USA",0.5412768053006223,0.5497134066152205,0.5461172741679873,0.07208138621231545,0.07872167554391983,0.07566084524877328,0.43304375738427625,0.3739408664423343,0.19301537617338932,0.8309923017545998,0.16900769824540027,0.0,0.8375676257651979,0.16243237423480203,0.0,0.16700182065305777,0.10780135694836637,0.16100157832202164,0.21821998783705923,0.20148576753881597,0.14448948870067888,0.16464668444364333
"Samish TDSA, USA",0.7412053056516724,0.7944952920260749,0.716568769547639,0.2669908578097646,0.2979860765788165,0.22893490179379358,0.2920447908812996,0.3971779794399245,0.3107772296787759,0.3611358380655843,0.5656986139589316,0.07316554797548416,0.10208564556887079,0.5268421548453844,0.3710721995857447,0.23056841446553702,0.15206119658723014,0.1449643917832463,0.20167640714306512,0.19425850983496412,0.07647108018595736,0.26724696836746603
