longname,Housing Units per Adult,Housing Units per Adult (2010),Housing Units per Adult (2000),Vacancy %,Vacancy % (2010),Vacancy % (2000),Rent/Income < 20%,Rent/Income 20%-40%,Rent/Income > 40%,1BR Rent < $750 %,1BR Rent $750 - $1500 %,1BR Rent > $1500 %,2BR Rent < $750 %,2BR Rent $750 - $1500 %,2BR Rent > $1500 %,% units built pre-1970,% units built in 1970s,% units built in 1980s,% units built in 1990s,% units built in 2000s,% units built in 2010s+,Renter %
"Tulsa Non-Community, Cherokee OTSA, USA",0.568186378330175,0.6116819696314572,0.5961254128148793,0.09750451228125245,0.13642695274330027,0.09274240281866437,0.28698532865344867,0.371965369332422,0.34104930201412925,0.5606070657864825,0.37112822436898757,0.06826470984453006,0.32671429208222674,0.6640238472004213,0.009261860717351966,0.49926537563622575,0.0987409736789688,0.08287952346105593,0.10531727335480764,0.12436744855092198,0.08942940531801993,0.4045367995371309
"Cheyenne and Arapaho District 2, Cheyenne and Arapaho OTSA, USA",0.5369691395617644,0.5428136330674401,0.5421666241170964,0.07862697898342746,0.07510620674913833,0.07044420028253022,0.3475232658247977,0.3895007858510382,0.26297594832416404,0.6618099344232159,0.263848226564521,0.07434183901226322,0.3121036171513816,0.681617375166283,0.006279007682335406,0.24535993131431402,0.18584394225180922,0.14448960101520372,0.11501829043195815,0.16354036710986078,0.14574786787685412,0.2400699544571949
"Rogers Non-Community, Cherokee OTSA, USA",0.5213454667603139,0.5462437742114001,0.5469630557294928,0.0671254942158442,0.08899512442221237,0.06447788044811513,0.35084271537625156,0.40380451048373645,0.24535277414001194,0.5662212095526437,0.4269284729524647,0.006850317494891594,0.26265529994653664,0.7321769059450901,0.005167794108373187,0.17345644927801762,0.16984075931202897,0.13611683685272016,0.15569181582900635,0.22436665459709454,0.14052748413113234,0.2240791321153577
"Washington Non-Community, Cherokee OTSA, USA",0.5894650287793088,0.5991594700561208,0.6051779054256391,0.10998858688760198,0.1002951114152517,0.09226270805218173,0.312684947721444,0.38765042414677403,0.29966462813178185,0.6638888888888892,0.2694444444444442,0.06666666666666655,0.6647361647361645,0.31981981981982016,0.015444015444015422,0.49171060957603774,0.1697954018139635,0.13060535751951075,0.07395064332419356,0.08879983125922826,0.045138156507066124,0.28127759788048246
"Mayes Non-Community, Cherokee OTSA, USA",0.6159626846333247,0.6247076181222786,0.6200266290726817,0.16761824628883948,0.1625,0.14722415208741238,0.3634715266332355,0.3520669017766971,0.2844615715900674,0.7513410443725198,0.24427317721377087,0.004385778413709286,0.5498803333662983,0.44846181192784135,0.0016578547058605203,0.30803742505904724,0.19924469049550986,0.1437542151330237,0.13242009178461336,0.15418897428198655,0.06235460324581943,0.2696830518580501
"County District 4, Choctaw OTSA, USA",0.569383470127887,0.560207651506602,0.5643273644596998,0.11297351659403285,0.10260542573193661,0.09914993404660706,0.34050508843963356,0.3735353342090734,0.28595957735129296,0.7999103329001553,0.20008966709984463,0.0,0.7501275283233434,0.23699432098856707,0.012878150688089562,0.24862055844835723,0.18487925050837734,0.17243399509452312,0.1543711561054524,0.15603078055672892,0.08366425928656107,0.282647728085745
"Cheyenne and Arapaho District 3, Cheyenne and Arapaho OTSA, USA",0.593990299302023,0.576646397202019,0.5885923339153571,0.1560778065458408,0.11227513956854367,0.12346376606865377,0.26285399066530546,0.3717491799909835,0.3653968293437111,0.9764802247714142,0.02351977522858586,0.0,0.5585937574209777,0.4414062425790223,0.0,0.3878168428699473,0.18560898428385814,0.18126537728852848,0.08111513957985492,0.10220506580791165,0.061988590169899584,0.31528096876894113
"Cheyenne and Arapaho District 4, Cheyenne and Arapaho OTSA, USA",0.6046217802412781,0.5977680542732127,0.6090996756377662,0.20990899898887766,0.15808206299106842,0.17105641911341393,0.3501114965791884,0.4151980531543967,0.2346904502664148,0.9459818419806413,0.05401815801935882,0.0,0.4295159665249673,0.5698233956880057,0.0006606377870270112,0.4171997325214912,0.15149460568783416,0.1504028742464938,0.07301187757670762,0.11067659110835333,0.09721431885911995,0.309290209617028
"County District 9, Choctaw OTSA, USA",0.5620646766169154,0.5829723813515905,0.5826173715425974,0.09212952718152984,0.11696093313094191,0.10255922367044049,0.3078357932062865,0.39364568186662957,0.298518524927084,0.7944773957822198,0.17307994900526483,0.03244265521251543,0.41144898914988676,0.5658432089917859,0.022707801858327367,0.22984431411628392,0.1793608824516833,0.15036990472375583,0.15251125984209438,0.1585274153368117,0.12938622352937082,0.44246437515882814
"County District 11, Choctaw OTSA, USA",0.5797349294570329,0.5616935988976576,0.5637671680837149,0.13805309734513274,0.11708296164139162,0.11337973704563031,0.2764170994332203,0.35706168145931116,0.3665212191074686,0.8509446355225533,0.1490553644774468,0.0,0.5414161504020095,0.4555674238716255,0.003016425726365033,0.42599251194895427,0.19342842196831717,0.1181232548298483,0.1084643933720987,0.11257226197228139,0.04141915590850031,0.3284673107576224
"Sequoyah Non-Community, Cherokee OTSA, USA",0.6068491952414276,0.5938767828014555,0.6049877840778132,0.14926126126126127,0.12402281850834566,0.12976226760134105,0.27077367760591936,0.4708473731279257,0.258378949266155,0.9837864367570963,0.016213563242903708,0.0,0.5964065492354325,0.4035934507645675,0.0,0.23702355460688093,0.21870223957596946,0.19614439228917493,0.174695014950463,0.12447558431399758,0.048959214263514045,0.31362797121807473
"Delaware Non-Community, Cherokee OTSA, USA",0.7112428068367259,0.7328157213668465,0.7578657314629259,0.28118584711991307,0.2735544115886508,0.3001917101870827,0.3318162754516443,0.36806191932717497,0.30012180522118076,0.9669486858608495,0.033051314139150564,0.0,0.43508730345993724,0.5647877314636112,0.00012496507645140867,0.19827910239157984,0.1882809160046266,0.1892318888815549,0.19919166395726218,0.14998148603749076,0.07503494272748579,0.27277810061085955
"Cherokee Non-Community, Cherokee OTSA, USA",0.6254736748250189,0.6147852871897083,0.6405151623993022,0.20121168923734853,0.18331859711170057,0.19234158455499478,0.2990398874544585,0.38703102671990214,0.31392908582563933,0.8383997613260054,0.1559091040925955,0.005691134581398984,0.4852805717289919,0.5054518895438473,0.009267538727160778,0.22362921125024593,0.19594957068225233,0.16668423383046604,0.1808982380036236,0.143863129271401,0.08897561696201106,0.42320387783800245
