longname,Fair or poor self-rated health status %,Physical health not good for two weeks in last year %,Arthritis %,Current asthma %,High blood pressure %,Cancer (excluding skin cancer) %,Chronic kidney disease %,COPD %,Coronary heart disease %,Diagnosed diabetes %,Obesity %,Stroke %,Disability %,Hearing disability %,Vision disability %,Cognitive disability %,Mobility disability %,Self-care disability %,Independent living disability %,Binge drinking among adults %,Smoking %,No leisure-time physical activity %,Sleeping less than 7 hours %,Attended doctor in last year %,Attended dentist in last year %,Cholesterol screening in last year %
"Tulsa Non-Community, Cherokee OTSA, USA",0.2556075488974236,0.14916157133046748,0.24156258107180095,0.12583550372612362,0.38924848030114134,0.05959775669557692,0.03457200447643501,0.08924435994607935,0.06991389220947698,0.14575778925146812,0.4147211638731336,0.040322328763639094,0.3946911514103318,0.08141493501538774,0.08637848767708589,0.19174062110537368,0.20500375155784994,0.0637114988427399,0.12165593763511985,0.1271712872294427,0.22472304601063153,0.3505734287967029,0.35854609965155076,0.7212879161685768,0.4906347381539807,0.7775609024086281
"Cheyenne and Arapaho District 2, Cheyenne and Arapaho OTSA, USA",0.1658330819434366,0.11488072516316276,0.24267883973894072,0.11237036983321262,0.3339913125453236,0.06694242204496073,0.027984510514865883,0.0701636548223349,0.05909563451776639,0.10211751994198628,0.3794689920232022,0.029361000725163042,0.3161197679477888,0.07776670050761463,0.046646584481508185,0.1428010877447408,0.14320365482233277,0.03603679477882503,0.07713073241479358,0.14563894126178395,0.17832678752719308,0.2520996954314694,0.3383112110224779,0.7312510369833224,0.6277540391588003,0.8256365482233506
"Rogers Non-Community, Cherokee OTSA, USA",0.1741331799944658,0.12144393331488634,0.2684110576923077,0.11017928541781996,0.3576680617044816,0.06992210846707263,0.029461745987825128,0.07213074156059764,0.06236745987825119,0.10709181308799143,0.43240650940785885,0.031174408550082956,0.3337344701162157,0.0822655817653568,0.04718734435528514,0.14120643677365782,0.15263082802988337,0.036806481737686775,0.07946778154399593,0.14934017017155518,0.18101637728278933,0.2674815474543448,0.344206609712228,0.737608674598784,0.6136067030990576,0.8352305789983412
"Washington Non-Community, Cherokee OTSA, USA",0.20333264997565548,0.13295733285498265,0.3009194065038535,0.11369018271275935,0.4004648540604267,0.08019409066448019,0.034078082156676764,0.08528006560233697,0.07419588447838418,0.1269471337416398,0.4123659380365465,0.03702929041847095,0.38129749122312545,0.09663190938677184,0.0574004817671631,0.1542182046485409,0.18555877303128995,0.04421825590036639,0.09130018194398175,0.12845872946723796,0.18793447454065584,0.31263898213873803,0.33043630679343067,0.7448295108013205,0.5998223611716165,0.8316360351587545
"Mayes Non-Community, Cherokee OTSA, USA",0.23546226924322466,0.15454913814818855,0.29409849220914647,0.12061301234301304,0.421132246572382,0.07523512900788071,0.0362750368850983,0.10120529705998746,0.08177955306056352,0.14009442585195667,0.42519953938608923,0.041011623304185084,0.4222825218611672,0.1058385692180362,0.06908319838785153,0.1793838929072649,0.21022008708481743,0.05401709309439001,0.10872730216992331,0.12942999028392518,0.23397851667926162,0.34701853251286463,0.35871719025513515,0.7376722084277954,0.5450180647018635,0.8075201698513826
"County District 4, Choctaw OTSA, USA",0.2430250912237145,0.15768701801903506,0.2944845201820705,0.11798536658766828,0.40763454087198503,0.07190524019109937,0.03521953880299449,0.1020118872963922,0.08036771620960767,0.1398884625512547,0.42549392468871144,0.03974867396456385,0.4114031900086516,0.10067396456381886,0.07062521160139958,0.18487033066245398,0.20627284354662678,0.05500489034345254,0.11078753338599914,0.1332757777526994,0.23664522439152869,0.34416250987473174,0.35481996012489136,0.7301397509686626,0.5195863521799658,0.7973410826468056
"Cheyenne and Arapaho District 3, Cheyenne and Arapaho OTSA, USA",0.203059377608205,0.12941266245379845,0.25126171455824486,0.11422697826000713,0.35570001192321704,0.06689157823615904,0.030987083184293027,0.0807371726084026,0.06822817058145483,0.11835968363737513,0.4201796430984499,0.03340590596558159,0.3820284567386082,0.089551885855093,0.06262700210643508,0.17451138666984473,0.1682716108262776,0.04503716068518691,0.09873474822145313,0.1394838837884036,0.183178967449624,0.3142817455586014,0.317768451174437,0.7493486347919419,0.5692866340765479,0.7838828345455199
"Cheyenne and Arapaho District 4, Cheyenne and Arapaho OTSA, USA",0.20637838705792508,0.13390128858737232,0.27024021516599145,0.10973866966400583,0.3820435550560034,0.06812901930873909,0.031327726707077286,0.08462751394966232,0.06916627192806382,0.11723001886716847,0.4193459515876537,0.033957047087631274,0.376610894785439,0.09090152944482437,0.05842322668700523,0.1643735297659666,0.174377945485931,0.04477491871060995,0.09258877604271307,0.14346638031391737,0.20272951708081277,0.31042238368591774,0.3366824695917485,0.7229238489020906,0.5424481152904279,0.801356549315557
"County District 9, Choctaw OTSA, USA",0.22082227190163442,0.14464687252573252,0.27665832984025,0.12062167574868443,0.37831540217036985,0.0682540170462486,0.0328243677518513,0.09001229565460375,0.07315923804201029,0.12784700293419013,0.416971729309302,0.0362813562479624,0.41596232127055055,0.09613851241209098,0.06558255321130824,0.18204415257789586,0.18720902612826568,0.048578734106469124,0.1044575473895022,0.13959363793023152,0.21155390992501544,0.30386204648130066,0.34855945228447605,0.7338182664989985,0.5380945461319929,0.7844116715569843
"County District 11, Choctaw OTSA, USA",0.22500192074825628,0.14668103052319478,0.30074015616518546,0.11690805461605898,0.40340899411248904,0.0733245646999874,0.034933107854190175,0.09270942419307708,0.07787694684537966,0.13230790429663047,0.4130071819282637,0.03930326944757603,0.4075188943170903,0.10023641905716317,0.06686888805378094,0.17362244770136562,0.19222568792016365,0.05099837153952149,0.10313971355797712,0.140921124055284,0.2193485322977991,0.3333277798655482,0.348361058916865,0.7411104012693642,0.5506839951563748,0.8029154453213098
