longname,No internet access %,Uninsured %,Public Insurance %,Private Insurance %
"New York NY Media Market, USA",0.09429045083430893,0.08921802532350503,0.20823010045043014,0.7025518742260648
"Los Angeles CA Media Market, USA",0.07657907180713006,0.11444825189899502,0.2269145570465968,0.6586371910544082
"Chicago IL Media Market, USA",0.09204377544632751,0.10339975754100593,0.1511009484077369,0.7454992940512573
"Philadelphia PA Media Market, USA",0.09355528574085446,0.07481785252989841,0.18446142960449402,0.7407207178656077
"Dallas-Ft.Worth TX Media Market, USA",0.08314981576757537,0.20900682761636055,0.08223790790580159,0.7087552644778379
"San Francisco-Oakland-San Jose CA Media Market, USA",0.05504498855831753,0.05659367229642088,0.1572743804381822,0.7861319472653968
"Houston TX Media Market, USA",0.09092588543848894,0.23658194785980274,0.09430171611130649,0.6691163360288909
"Atlanta GA Media Market, USA",0.08393925413985634,0.16623562177011963,0.10356571747337222,0.7301986607565081
"Washington DC (Hagerstown MD) Media Market, USA",0.06357176842151459,0.09265352540402526,0.11829116630499183,0.7890553082909829
"Boston MA (Manchester NH) Media Market, USA",0.07221867398683635,0.04255011310152527,0.18652253262963325,0.7709273542688414
"Phoenix (Prescott) AZ Media Market, USA",0.08802530607688151,0.13919561632597188,0.1814517024835353,0.6793526811904929
"Seattle-Tacoma WA Media Market, USA",0.055707989408165605,0.07867851272105957,0.16192404716484216,0.7593974401140982
"Tampa-St.Petersburg (Sarasota) FL Media Market, USA",0.09158584313989838,0.17323011567228327,0.1518517623142684,0.6749181220134484
"Detroit MI Media Market, USA",0.0945760619046552,0.06688856532952775,0.220663512920702,0.7124479217497702
"Minneapolis-St. Paul MN Media Market, USA",0.07960354312921232,0.05985855393040041,0.1605661081201142,0.7795753379494853
"Miami-Ft. Lauderdale FL Media Market, USA",0.10977331451407345,0.2015079604150896,0.11432218308288529,0.684169856502025
"Denver CO Media Market, USA",0.061442408779677014,0.1021448174787657,0.14044866151992988,0.7574065210013045
