longname,PW Mean % of parkland within 1km,Within 10km of Hospital %,Mean distance to nearest Hospital,Within 2km of Public School %,Mean distance to nearest Public School,Within 30km of Airport %,Mean distance to nearest Airport,Within 10km of Active Superfund Site %,Mean distance to nearest Active Superfund Site,Within 0.5mi of a grocery store %,Within 1mi of a grocery store %,Within 10mi of a grocery store %,Within 20mi of a grocery store %,geoid
"New York County, New York, USA",0.11483863732257094,1.0,0.8418092686749521,1.0,0.2389760349435218,1.0,9.219201908253726,0.9949274891838771,4.580941375234684,0.9997006039771184,0.9999987388633754,1.0,1.0,36061
"Alameda County, California, USA",0.03503670334400817,0.9960565868493056,2.8599943318840197,0.9882113702736552,0.6028353351059009,0.8998008082986437,16.24912243148155,0.41868062692779345,12.681426239223272,0.5618378427749868,0.911305355534995,0.9999200207670565,1.0,06001
"Middlesex County, Massachusetts, USA",0.025173498148118763,0.9771611799495343,3.400208856704403,0.9140613798267404,0.9057579179171368,0.6618031105354037,22.413768511772425,0.6535874343291246,7.73129227354579,0.37662710454242776,0.7142724492803036,1.0,1.0,25017
"Philadelphia County, Pennsylvania, USA",0.06485937752562337,1.0,1.5516466463193996,0.9976568519160331,0.4495563190364227,1.0,10.129284653392764,0.9359078249551817,6.043147710834612,0.7557432132838173,0.98923757350716,1.0,1.0,42101
"Sacramento County, California, USA",0.02504947422456474,0.9248183816965342,4.88319103116552,0.9736791467803957,0.7525056082215349,0.980809498724019,14.229016819525762,0.7318244477320976,8.329479532969867,0.418402611754621,0.812393150523185,0.9987971913693677,1.0,06067
"Suffolk County, New York, USA",0.02312203320388881,0.8447468353600749,6.36302131796352,0.8962934027891564,1.1086916410434453,0.8914643529872864,19.65565364819667,0.8060017066837247,7.2306966827820816,0.2847818528475836,0.6965670271107676,1.0,1.0,36103
"Palm Beach County, Florida, USA",0.020108419781236033,0.9686434243337482,4.218229894530148,0.8390366916835713,1.2582764792533263,0.8394414656032639,18.160488792262623,0.21049383088357992,17.134125221905336,0.3564450874963281,0.7969734946114168,0.9999753937489544,1.0,12099
"Bronx County, New York, USA",0.10198959540843662,1.0,1.2825768322255922,0.9998268451180509,0.2657257135606173,1.0,8.512056455754898,0.46888916050439,10.13081662976989,0.9760539571864264,0.9944490797778125,1.0,1.0,36005
"Hillsborough County, Florida, USA",0.013243714762018407,0.9667721974384803,4.533466188515382,0.8808872808009375,1.1915699201578347,0.825518574101104,19.06303481881117,0.7174173742025232,8.066019736670507,0.29630697215903834,0.6605651551759645,0.9999123831046998,1.0,12057
"Orange County, Florida, USA",0.022060454222320173,0.9561251493103052,4.733117790032605,0.9064946835740482,1.088059451222225,0.9258994284947003,18.06911553875998,0.4608156608676922,11.537790732146952,0.31090331120862325,0.7346186958349258,0.9999531559187075,1.0,12095
"Nassau County, New York, USA",0.037758115013917744,1.0,2.975378056698624,0.9904032718007801,0.6389493818165086,0.9739052679546373,17.759056214020585,0.9758992723281201,4.1633552361782,0.5713802184769436,0.9444588246823244,1.0,1.0,36059
"Franklin County, Ohio, USA",0.04205062687020689,0.982175649471562,4.009276196101259,0.8937579269485658,0.9905575642552588,0.999793021188134,12.952344959003584,0.0,67.30888331823105,0.31600771713289744,0.7370464071187981,1.0,1.0,39049
"Travis County, Texas, USA",0.04246214866406775,0.9053750306156932,4.590662560903762,0.8862630872399991,1.1404626659977046,0.8659334918632013,19.551219048900236,0.0,87.65370895613752,0.28261870886980334,0.6515893017856453,0.9999284233635862,1.0,48453
"Hennepin County, Minnesota, USA",0.07207294970472589,0.8940662393245759,5.265331514463705,0.9249519142610793,0.9030552882950633,0.8755903914354715,17.539358181473276,0.7956108351897875,6.851309327257136,0.36282262944122445,0.7186995704956534,1.0,1.0,27053
"Oakland County, Michigan, USA",0.03962778008485898,0.8645153190337376,5.636770027470161,0.8915587396372396,1.126532915040291,0.20616213968196673,37.32145970645761,0.19950250903369834,15.526448810961181,0.25737093948199774,0.6449801068917335,1.0,1.0,26125
"Cuyahoga County, Ohio, USA",0.03281879159792263,0.986494085379019,3.418217981255655,0.9440624038582452,0.8552364905891019,0.8571395806262057,17.9163724798491,0.0,41.52461816489492,0.4183397694221178,0.8269469375745404,1.0,1.0,39035
"Allegheny County, Pennsylvania, USA",0.03374480245942406,0.9942563385777661,3.5983414147814914,0.8922289852198472,1.0616709570052365,0.7196824554052628,24.439806204861895,0.1625480970673183,17.100689994549267,0.30090501534603586,0.7050269488465228,1.0,1.0,42003
"Salt Lake County, Utah, USA",0.03263640232835502,0.9985108476103534,3.101268755125561,0.9872025702854617,0.7022840384937862,0.896441896058007,18.577919111844377,0.7957195094993579,6.68830962981347,0.38972926919422235,0.8746328230694453,1.0,1.0,49035
"Contra Costa County, California, USA",0.024076901426422322,0.9607319290541699,4.642673235936377,0.9716894233078321,0.7750385367688414,0.46658547463034755,33.741561393153354,0.3048783834779924,14.601505279727666,0.37955943018730476,0.7552776256832849,1.0,1.0,06013
"Fairfax County, Virginia, USA",0.042714589168436186,0.960293497585339,5.061436490311829,0.9615879818998231,0.8806282008780353,1.0,13.9459290647833,0.031216284943034866,18.351945177033222,0.39550733497363555,0.8090728069119809,1.0,1.0,51059
"Wake County, North Carolina, USA",0.03618855462440186,0.7039339123967381,7.938939771184423,0.8132741874075845,1.3947789650259372,0.8947415022002638,19.21783416106791,0.4148289815036169,13.190404758326371,0.28366113764487033,0.6803552726898564,1.0,1.0,37183
"Mecklenburg County, North Carolina, USA",0.02803242374036757,0.9188879784702936,5.63525915440916,0.8801101227989335,1.185862680198367,1.0,13.970684200805442,0.09087999627067044,16.390754006808677,0.31013675551486974,0.7630760727986319,1.0,1.0,37119
"Fulton County, Georgia, USA",0.016809346129258725,0.9240389446765109,4.638034291755168,0.8784441253009156,1.1936339580387514,0.6484929842586412,25.57690963093957,0.0,85.77938964706419,0.3144318494634395,0.7048642413605277,1.0,1.0,13121
"Collin County, Texas, USA",0.03480130052759827,0.8827391644182568,4.640142868904104,0.9328783904642372,0.984434502556848,0.3691153039674726,34.3484591266478,0.0,39.90129969601537,0.29895624283038225,0.7337735070404188,0.9999295896857336,1.0,48085
"Montgomery County, Maryland, USA",0.04728542129434169,0.983903950951113,4.355414913507793,0.9613086607590074,0.8397398917748397,0.7312912616605971,25.48994198949609,0.08537797846579119,17.76912664121335,0.39728124037429813,0.77867242177252,1.0,1.0,24031
"Pima County, Arizona, USA",0.016370679413847,0.817498584001081,6.763400173393414,0.8489744909352109,1.3092073138939357,0.8456872650184535,19.792579100706,0.14496091267958747,20.323896494728203,0.295010513451916,0.6416831279778537,0.9735196184123743,0.99687590866921,04019
"Honolulu County, Hawaii, USA",0.027631180614757753,0.9107289002431604,4.091851519021916,0.958628256050204,0.7176337503181035,0.9535739856743147,14.252625427398486,0.4055205002270088,13.262856356742306,0.43729695846791805,0.7285222266494495,1.0,1.0,15003
"Fresno County, California, USA",0.011031314441526614,0.8245106845360253,6.816540344551924,0.9236804692193755,0.9988410247348716,0.8497472869784881,15.969522424848956,0.6875439942735566,10.949540053071942,0.4006912599417539,0.7674540631796338,0.9927470958759916,0.999617677984632,06019
"Westchester County, New York, USA",0.03818346759140242,0.995013126756581,2.917034947356284,0.9393520947555696,0.7699087667085327,0.9862291014767477,15.531473969510545,0.005872941757422317,18.944331998310055,0.5463887104684895,0.8174101663500107,1.0,1.0,36119
"St. Louis County, Missouri, USA",0.029188267771394466,0.9633698393621883,4.116966791129963,0.9648046567341326,0.8895240257852316,0.9376257705546799,16.510919523273948,0.6608344642933599,8.443174686363289,0.29893452615669314,0.7283107988117308,1.0,1.0,29189
"Duval County, Florida, USA",0.01623872729941384,0.8874862115455325,5.891158939738248,0.808171203880257,1.346785456417171,0.6940309303414313,24.495264556804084,0.6039634397497282,9.69160417196682,0.2598163303784651,0.6613227341812657,1.0,1.0,12031
"Marion County, Indiana, USA",0.01977093916609149,0.9828203556477006,4.03152430881533,0.9637240164019144,0.9348067076049712,0.9395192196503694,18.21998969396624,0.6120273883727332,9.009282481088572,0.2611055855208093,0.6591227152403876,1.0,1.0,18097
"Capitol Planning Region, Connecticut, USA",0.028084952666381304,0.8223052409346673,5.698363808415057,0.8382606771636283,1.2055744291402912,0.7529959978242587,23.233848952706445,0.218435617417813,15.29521876990351,0.28739510274831725,0.5972261659404334,1.0,1.0,09110
"Prince George's County, Maryland, USA",0.02313622737038656,0.8785092240392638,5.194565087731727,0.9120079487097305,0.940918992247266,0.9996495040844664,13.44722713389825,0.7431950545956838,8.287068673153101,0.36723192754080514,0.7319593611284293,1.0,1.0,24033
"Pinellas County, Florida, USA",0.02130098781048607,0.9999322295437484,3.4347704821128664,0.8818323046125616,1.1956184149181934,0.999028275919593,13.408512867342198,0.06852010175994662,22.502433876324858,0.3529752422157497,0.8175149262659802,1.0,1.0,12103
"Gwinnett County, Georgia, USA",0.012117409799644596,0.7855542007416301,7.16507436609386,0.8315231417194574,1.3522838530052437,0.0,48.615149499480225,0.0,112.80022333951594,0.22689434573874556,0.6114347117891572,1.0,1.0,13135
"Bergen County, New Jersey, USA",0.015857602683420666,1.0,3.0284476917274787,0.9929875739223967,0.5667701554544158,0.8482953380236301,21.59970847641827,0.8574966622442275,5.486526191876558,0.5197318351581287,0.8930726722286588,1.0,1.0,34003
"Erie County, New York, USA",0.03002356769191258,0.8832175688194535,4.655123400842176,0.8627373102670618,1.176492087067544,0.9367493995196157,13.227482978838252,0.023722643035894685,24.539173748549548,0.3228798957739324,0.6807336344389644,1.0,1.0,36029
"Milwaukee County, Wisconsin, USA",0.07383505398116826,1.0,2.8851895316071086,0.9808877534727767,0.6101761048656724,1.0,12.795393824137081,0.24926073766565543,12.625193012693089,0.4885371711980915,0.9139560504145227,1.0,1.0,55079
"DuPage County, Illinois, USA",0.04389990349068657,0.9992989429474626,4.357474316988763,0.9793681267734117,0.7614356700674478,0.8636840655306112,20.513680180321415,0.48955114125442045,10.862182094988746,0.29937735429800105,0.7708097104371219,1.0,1.0,17043
"Shelby County, Tennessee, USA",0.02157982787920448,0.9553823418059164,4.652302036913837,0.8958218606412087,1.0555043046184855,0.9459248997573526,16.611854754932573,0.43480355882909705,10.903717247779007,0.22858395964293154,0.6383980729837311,1.0,1.0,47157
"Pierce County, Washington, USA",0.0217698220239036,0.8230065532620827,6.25742984520435,0.9003233203194553,1.0968164799276352,0.3806353059708947,33.2334866581648,0.7550495728871267,7.665278953848734,0.24155551244613704,0.5797463529217303,0.9988234321143603,0.9998983759329452,53053
"Kern County, California, USA",0.017834629535442136,0.7804396003233488,8.250871435075599,0.8878639735601908,1.1752905047579847,0.6884061876192623,27.68596113806369,0.031007385329425288,32.00068516172958,0.37145618362647537,0.705104567935983,0.9630758151796661,0.996515857802463,06029
