longname,Citizen by Birth %,Citizen by Naturalization %,Non-citizen %,Born outside US %,Born in us outside state %,Born in state of residence %,Only English at Home %,Spanish at Home %,Other at Home %
"New York City Department Of Education, New York, USA",0.637197399889808,0.21074559199143317,0.15205700811875894,0.36280260011019205,0.14938743035939442,0.4878099695304135,0.5214351721454478,0.23474273676047228,0.24382209109408
"Los Angeles Unified School District, California, USA",0.6359220989999284,0.17709487598856152,0.18698302501151018,0.36407790100007176,0.15575155655734688,0.48017054244258145,0.4015618819296438,0.4456220045811256,0.15281611348923063
"Puerto Rico Department of Education, Puerto Rico, USA",0.9723756378425936,0.013653164330194811,0.013971197827211675,0.02762436215740648,0.05332411951586646,0.9190515183267272,0.05146438986309093,0.9469813786598084,0.0015542314771007093
"Chicago Public School District 299, Illinois, USA",0.798248347780058,0.09621027141520846,0.1055413808047335,0.20175165221994198,0.20293317929488586,0.5953151684851721,0.6480928977253422,0.23530606894458897,0.11660103333006899
"Dade County School District, Florida, USA",0.4600122342489215,0.32552533926866745,0.21446242648241104,0.5399877657510785,0.13179178220029034,0.32822045204863115,0.2486723788762305,0.6649664827880178,0.0863611383357518
"Clark County School District, Nevada, USA",0.7798343184021492,0.11537921974661464,0.10478646185123616,0.2201656815978508,0.526767622214045,0.2530666961881041,0.6627864195486576,0.22819985579109464,0.10901372466024774
"Broward County School District, Florida, USA",0.6517558854742005,0.21402640716114488,0.13421770736465463,0.3482441145257995,0.29891587246859863,0.3528400130056018,0.5814633248176022,0.27295493676768273,0.145581738414715
"Philadelphia City School District, Pennsylvania, USA",0.8566597754404424,0.07467933117651236,0.06866089338304524,0.1433402245595576,0.21348504671434396,0.6431747287260986,0.762746951109028,0.10998366048388396,0.127269388407088
"Palm Beach County School District, Florida, USA",0.7365289593197019,0.14808001171996574,0.11539102896033238,0.2634710406802981,0.4288798588743297,0.3076491004453722,0.6686743433283497,0.1947403705812807,0.13658528609036963
"Houston Independent School District, Texas, USA",0.7233393178213413,0.08974359483749209,0.18691708734116655,0.27666068217865863,0.1871162265144651,0.5362230913068763,0.5289816667437104,0.378497858954741,0.09252047430154856
"Hillsborough County School District, Florida, USA",0.8173310081096876,0.09715487129943698,0.08551412059087533,0.18266899189031235,0.42380502768201106,0.3935259804276765,0.6976751249050018,0.2319400052734428,0.07038486982155527
"Hawaii Department of Education, Hawaii, USA",0.8177822666501524,0.10830926823998863,0.07390846510985902,0.18221773334984762,0.28899429316237774,0.5287879734877746,0.7409851447598437,0.023009345313013983,0.23600550992714237
"Orange County School District, Florida, USA",0.7767614289594872,0.1129530217050404,0.11028554933547242,0.2232385710405128,0.4293297133442415,0.34743171561524566,0.6251449239309551,0.26318261244513996,0.11167246362390487
"Fairfax County Public Schools, Virginia, USA",0.6935301915002193,0.18084403388949566,0.12562577461028507,0.3064698084997807,0.4092068685082435,0.2843233229919758,0.6128841246539186,0.13410926827670233,0.25300660706937894
"Wake County Schools, North Carolina, USA",0.8652095503300886,0.06179176067924481,0.07299868899066658,0.13479044966991138,0.43421815231250727,0.43099139801758135,0.8251273425778152,0.0791846252353329,0.09568803218685194
"Charlotte-Mecklenburg Schools, North Carolina, USA",0.8404890534285694,0.06059306947239924,0.09891787709903141,0.15951094657143064,0.4347819768497998,0.40570707657876953,0.7959851568343647,0.11607782947844923,0.08793701368718611
"Dallas Independent School District, Texas, USA",0.7684960020059007,0.05915944754819812,0.17234455044590127,0.23150399799409938,0.20187469787304732,0.5666213041328533,0.5588373112093935,0.4013757111000129,0.03978697769059355
"San Diego City Unified School District, California, USA",0.7660973164272951,0.1276742829992282,0.10622840057347682,0.23390268357270497,0.29552365983459933,0.4705736565926956,0.6357176043577047,0.20083031731227324,0.16345207833002193
"Montgomery County Public Schools, Maryland, USA",0.6775822386326678,0.18400589287100153,0.1384118684963308,0.3224177613673323,0.4184153529558838,0.259166885676784,0.5845967030739792,0.17103517775405197,0.24436811917196888
"Duval County School District, Florida, USA",0.8828793992861952,0.06659463146366819,0.050525969250136596,0.1171206007138048,0.40145515065038767,0.4814242486358075,0.8470100179100748,0.0723838660014336,0.08060611608849161
"Prince George's County Public Schools, Maryland, USA",0.7660631447940888,0.1037256451725733,0.13021121003333797,0.23393685520591126,0.5094036441013315,0.2566595006927572,0.7175818131715497,0.17409557300179285,0.10832261382665749
"Pinellas County School District, Florida, USA",0.8780003675421453,0.07724697030281609,0.044752662155038585,0.12199963245785465,0.543424008957207,0.3345763585849383,0.8514975234025766,0.06763151569044365,0.08087096090697979
"Gwinnett County School District, Georgia, USA",0.7414934177106584,0.12661441622982852,0.13189216605951315,0.2585065822893417,0.36383022255477526,0.377663195155883,0.6459136185099055,0.18865643456078054,0.1654299469293139
"San Francisco Unified School District, California, USA",0.6588315934507118,0.21366809312203913,0.12750031342724893,0.3411684065492881,0.2576237061254232,0.40120788732528867,0.5733026301084466,0.10837572460348834,0.318321645288065
"Baltimore County Public Schools, Maryland, USA",0.8767855864214182,0.07169891664765711,0.0515154969309246,0.12321441357858172,0.2315004524053049,0.6452851340161134,0.8508667166716651,0.04210142772234818,0.10703185560598662
"Jefferson County School District, Kentucky, USA",0.9149564703009951,0.03785020685627913,0.04719332284272579,0.0850435296990049,0.25028700196517756,0.6646694683358175,0.8963196463180704,0.04720291289883898,0.05647744078309064
"Lee County School District, Florida, USA",0.828604498182545,0.08971535165880348,0.08168015015865146,0.17139550181745494,0.5689180842621278,0.2596864139204173,0.7627803123270759,0.18238305101966565,0.054836636653258344
"Seattle Public Schools, Washington, USA",0.8068507175205331,0.0889754773401437,0.10417380513932327,0.19314928247946697,0.44640670943276645,0.36044400808776655,0.7782615582571167,0.04168248458888399,0.1800559571539993
"Austin Independent School District, Texas, USA",0.834819277314965,0.054670310472067545,0.11051041221296744,0.16518072268503498,0.3191419086116452,0.5156773687033198,0.7167719761947788,0.2171930352581045,0.06603498854711672
"Shelby County School District, Tennessee, USA",0.9366689533345973,0.022508613810973566,0.04082243285442916,0.06333104666540272,0.285028864477997,0.6516400888566003,0.9041195421888112,0.06217346013895433,0.03370699767223441
"Polk County School District, Florida, USA",0.8960916948515596,0.050658488841025986,0.053249816307414446,0.10390830514844043,0.47032593514950616,0.42576575970205344,0.758416038877802,0.1979148388171298,0.04366912230506821
"Phoenix Union High School District, Arizona, USA",0.764679433742718,0.07288281093985335,0.16243775531742863,0.23532056625728195,0.2940696523843263,0.47060978135839165,0.511187862461043,0.4424538557440434,0.0463582817949136
"Metropolitan Nashville Public School District, Tennessee, USA",0.8658147927250683,0.053425500813708345,0.0807597064612234,0.13418520727493174,0.39121116298223907,0.47460362974282916,0.8254474977041419,0.08571025788376586,0.0888422444120921
"Denver County School District 1, Colorado, USA",0.8576357135911697,0.06399620054890327,0.07836808585992698,0.14236428640883025,0.4694642392098359,0.38817147438133387,0.7549321106512299,0.1790277823304231,0.06604010701834707
"DeKalb County School District, Georgia, USA",0.8309613609273998,0.07670117062216351,0.0923374684504368,0.16903863907260028,0.37441282444879,0.45654853647860966,0.8007928103134246,0.0773265869550755,0.12188060273149988
"Cobb County School District, Georgia, USA",0.843732081887549,0.07772866609443531,0.07853925201801581,0.1562679181124511,0.4559939008735786,0.3877381810139703,0.7984171465352802,0.10547821578253863,0.09610463768218126
"District of Columbia Public Schools, District of Columbia, USA",0.8650494655956309,0.06296718119912141,0.07198335320524778,0.13495053440436916,0.5045981048661843,0.3604513607294465,0.8268626437738239,0.0904920379984982,0.08264531822767798
"Albuquerque Public Schools, New Mexico, USA",0.8988368380276404,0.04835886397731294,0.052804297995046726,0.10116316197235967,0.3599881584609537,0.5388486795666867,0.7258980637468567,0.2166818644648251,0.057420071788318115
"Boston School District, Massachusetts, USA",0.7188204272055406,0.1438093422150962,0.13737023057936337,0.28117957279445954,0.28695173775374117,0.4318686894517994,0.6341398827499056,0.16393546098148537,0.20192465626860906
"Northside Independent School District (Bexar County), Texas, USA",0.8743125017494,0.06273357168047854,0.06295392657012147,0.1256874982506,0.2653379443237569,0.6089745574256432,0.6469387130988147,0.2938239836096318,0.05923730329155359
"Kern High School District, California, USA",0.8036575591988014,0.07888366315414136,0.11745877764705716,0.19634244080119856,0.11465116976550857,0.689006389433293,0.5501018781542693,0.3966815422601358,0.053216579585594816
"Detroit Public Schools Community District, Michigan, USA",0.9434174785437829,0.022001433442270207,0.03458108801394711,0.05658252145621732,0.17708113927156624,0.7663363392722164,0.8920744796388128,0.06424830708697475,0.043677213274212486
"Cypress-Fairbanks Independent School District, Texas, USA",0.7568348995971194,0.12837910675222658,0.11478599365065395,0.24316510040288056,0.25132137382660596,0.5055135257705134,0.6055753372144734,0.2743683399026141,0.12005632288291228
"Fulton County School District, Georgia, USA",0.8288446464945523,0.08229370591337597,0.0888616475920719,0.17115535350544783,0.42754329161079213,0.4013013548837601,0.7932533780857112,0.07737183642440515,0.12937478548988374
"Brevard County School District, Florida, USA",0.9121669356836161,0.058627963688529905,0.029205100627853975,0.08783306431638388,0.58590727974826,0.32625965593535616,0.8895226716177193,0.0644182571226535,0.04605907125962721
"Jefferson County School District R-1, Colorado, USA",0.9372429244858896,0.034515846013589056,0.02824122950052133,0.06275707551411039,0.4811417074434912,0.4561012170423984,0.8979899573543079,0.05779896393864297,0.044211078707049274
"Anne Arundel County Public Schools, Maryland, USA",0.9113579813932144,0.051039530903076384,0.03760248770370922,0.08864201860678561,0.4025293041576411,0.5088286772355733,0.8797486845510967,0.05754983989102807,0.06270147555787521
"Baltimore City Public Schools, Maryland, USA",0.9187085438584213,0.03677567101108065,0.04451578513049804,0.08129145614157869,0.26473292676553045,0.6539756170928909,0.896964079931099,0.04141999041268475,0.06161592965621634
"Milwaukee School District, Wisconsin, USA",0.8987687510343582,0.03872665603474726,0.06250459293089457,0.10123124896564181,0.23452468235137308,0.6642440686829851,0.7897865371289758,0.15157515272796912,0.05863831014305504
"Columbus City School District, Ohio, USA",0.8789926995466527,0.05329728137006597,0.06771001908328134,0.12100730045334729,0.23158166336722483,0.6474110361794277,0.8550850366376905,0.04458218658406381,0.10033277677824552
"Pasco County School District, Florida, USA",0.8934576012168206,0.06601236024361444,0.040530038539564946,0.10654239878317938,0.5503593529826233,0.3430982482341974,0.8393842782916914,0.10123728676259432,0.05937843494571426
"Volusia County School District, Florida, USA",0.9196075680186886,0.051422875708613425,0.02896955627269795,0.08039243198131138,0.5659012760963805,0.35370629192230807,0.8528394674899887,0.10646188059792742,0.04069865191208388
"East Side Union High School District, California, USA",0.5445246103984782,0.27960449268267057,0.17587089691885116,0.45547538960152173,0.0923207821339333,0.45220382826454497,0.3369138611708035,0.2644859732949136,0.3986001655342828
"Greenville County School District, South Carolina, USA",0.9141291980554017,0.03481994529825567,0.05105085664634258,0.08587080194459826,0.4022927420496057,0.511836456005796,0.879018909714247,0.07956587762966363,0.041415212656089266
"Guilford County Schools, North Carolina, USA",0.8919513469616075,0.050652671415290076,0.057395981623102416,0.1080486530383925,0.3422372316999984,0.5497141152616091,0.8604028631819556,0.06146102812269509,0.07813610869534933
"Fort Worth Independent School District, Texas, USA",0.813951734846159,0.055614493509202,0.13043377164463904,0.186048265153841,0.21300453150889784,0.6009472033372611,0.6249892314583849,0.3325866401727895,0.04242412836882565
"Portland School District 1J, Oregon, USA",0.8974146241684859,0.05957468122476403,0.04301069460675002,0.10258537583151404,0.5285224920531448,0.368892132115341,0.8586007625709495,0.05030574505078912,0.09109349237826135
"Long Beach Unified School District, California, USA",0.7558775179908972,0.12665555941653206,0.11746692259257088,0.24412248200910297,0.1580459769556615,0.5978315410352356,0.5527075816850858,0.32931039788920635,0.1179820204257078
"Mesa Unified District, Arizona, USA",0.8831291172856979,0.041368985468428425,0.07550189724587379,0.11687088271430222,0.4846106220574096,0.3985184952282882,0.7912576672447221,0.17367821305870645,0.03506411969657146
"Atlanta City School District, Georgia, USA",0.9168993011164276,0.037733951227504024,0.04536674765606843,0.08310069888357247,0.42925410074461035,0.48764520037181713,0.8945353285933458,0.03806681996181389,0.06739785144484019
"Sweetwater Union High School District, California, USA",0.6870346805558509,0.1832920211372649,0.12967329830688412,0.312965319444149,0.15891372270752482,0.5281209578483261,0.3902794600907797,0.5121856773306862,0.09753486257853415
"Washoe County School District, Nevada, USA",0.8590643616156479,0.06955590110013798,0.07137973728421412,0.1409356383843521,0.5290333876662817,0.33003097394936615,0.7740939745715865,0.16110558319513543,0.06480044223327805
"Grossmont Union High School District, California, USA",0.8272445806537594,0.10697956833503901,0.06577585101120169,0.1727554193462407,0.23966360021182945,0.5875809804419299,0.7075753712571103,0.17047585457495884,0.12194877416793078
"Tucson Unified District, Arizona, USA",0.8794138444581228,0.06533560150167225,0.055250554040205,0.12058615554187727,0.4235056807904532,0.45590816366766956,0.7084462433835275,0.24216144240981582,0.049392314206656684
"Knox County School District, Tennessee, USA",0.9463518059669862,0.022700533913738278,0.030947660119275577,0.05364819403301385,0.36684760857091836,0.5795041973960677,0.9351560201627381,0.029502846370719354,0.03534113346654242
"Prince William County Public Schools, Virginia, USA",0.7413087755456176,0.1454022722984906,0.11328895215589176,0.25869122445438236,0.381990416590631,0.35931835895498665,0.6455656326769623,0.20127983519317913,0.1531545321298586
"Seminole County School District, Florida, USA",0.85273930104283,0.09134926034806647,0.05591143860910348,0.14726069895716995,0.4829432883594148,0.3697960126834153,0.7625951701501291,0.16263352019581082,0.07477130965406002
"Virginia Beach City Public Schools, Virginia, USA",0.9073872372657599,0.0589025348990152,0.03371022783522489,0.0926127627342401,0.48569511904316476,0.4216921182225952,0.8783819195746366,0.04820832089013613,0.07340975953522723
"Fort Bend Independent School District, Texas, USA",0.6791581761986464,0.1912809839720535,0.12956083982930003,0.32084182380135357,0.20910836724249024,0.47004980895615617,0.5614042196729737,0.16141197247925848,0.27718380784776775
"Jefferson Parish School District, Louisiana, USA",0.8692083961924758,0.05278092689077129,0.07801067691675288,0.13079160380752416,0.15578880059985875,0.7134195955926171,0.8136090160817993,0.12007436829619068,0.06631661562200988
"Oakland Unified School District, California, USA",0.7339925417292031,0.1287300416539846,0.13727741661681214,0.26600745827079675,0.22565257033088731,0.5083399713983159,0.6051141378528404,0.2140862031039824,0.1807996590431772
"Sarasota County School District, Florida, USA",0.8824580282110049,0.07512065142452531,0.042421320364469786,0.1175419717889951,0.6481776510704902,0.23428037714051467,0.8692176698457724,0.0699379133681636,0.06084441678606404
"North East Independent School District, Texas, USA",0.8755648111338272,0.05846648167482346,0.06596870719134922,0.12443518886617268,0.30163049267629516,0.5739343184575321,0.7005917818860627,0.25206348610739276,0.047344732006544585
"Minneapolis Public School District, Minnesota, USA",0.851878774191879,0.07859728858056275,0.06952393722755834,0.1481212258081211,0.3282850025053459,0.523593771686533,0.7861164871097046,0.0741821040587468,0.1397014088315486
"Chaffey Joint Union High School District, California, USA",0.7537607133028433,0.13476985734761318,0.11146942934954351,0.24623928669715672,0.11882797794430973,0.6349327353585336,0.5515633373077622,0.3406896357539648,0.10774702693827311
"Loudoun County Public Schools, Virginia, USA",0.7450910218778737,0.15219756967418246,0.10271140844794378,0.2549089781221262,0.4054464173255943,0.3396446045522795,0.6758265305858608,0.10590293907815754,0.21827053033598162
"Granite School District, Utah, USA",0.8276133499548163,0.0679187579220323,0.10446789212315132,0.1723866500451836,0.2472175948424975,0.5803957551123189,0.7042376600934405,0.20758969869584126,0.0881726412107182
"Antelope Valley Union Joint High School District, California, USA",0.8264712033444798,0.09696116879942865,0.07656762785609166,0.1735287966555203,0.12801289207947747,0.6984583112650022,0.6126999225320342,0.3440464619600849,0.043253615507880885
