longname,PW Mean % of parkland within 1km,Within 10km of Hospital %,Mean distance to nearest Hospital,Within 2km of Public School %,Mean distance to nearest Public School,Within 30km of Airport %,Mean distance to nearest Airport,Within 10km of Active Superfund Site %,Mean distance to nearest Active Superfund Site
"Los Angeles County, California, USA",0.0179799771598665,0.9861155678670803,2.7626477577742596,0.9892136404305713,0.5735964019547227,0.9045155074461236,17.108959506412003,0.5988369165651326,10.974354388554877
"Cook County, Illinois, USA",0.04488096976979537,0.9987659197396523,2.679975785729013,0.9923869308093978,0.5286440738961937,0.9765027932727836,14.143148785241195,0.11835811954839641,21.883068379886705
"Harris County, Texas, USA",0.0204435738949041,0.9711870214138977,4.019976004063092,0.9646015117756462,0.8486095944594946,0.7945372144917568,21.04521276680547,0.5868987757961173,10.111551834783565
"Maricopa County, Arizona, USA",0.02212425950506723,0.9206618689477586,4.6957503998378645,0.9339510963850162,0.9393990051307215,0.7843347457444997,21.2602001477348,0.241333646113298,16.168002991316833
"San Diego County, California, USA",0.02570697871827082,0.9474072807300015,4.957655663891779,0.9459942886009134,0.8479037426373062,0.6717570769377247,25.017800702763864,0.029730749195109957,53.070039219134635
"Orange County, California, USA",0.027520324320080027,0.9844866259525598,3.111966473787654,0.980855749473603,0.683001792796018,0.9778334190654125,14.938439161857731,0.3380179977735813,13.044101036503147
"Kings County, New York, USA",0.04467932149425793,1.0,1.55116796767886,0.9999923247689938,0.28389087864579415,1.0,13.425758167518833,0.9325321610453519,5.478396815480843
"Miami-Dade County, Florida, USA",0.022581348354720414,0.9967716270444357,3.0729015520614706,0.9773965763697168,0.7580712916549596,0.9249469928557439,14.74741244682097,0.7001541251905277,8.324945319932429
"Dallas County, Texas, USA",0.03152729981832608,0.9752339643678553,3.918658805918758,0.9762995692813461,0.7233430245038062,0.9461129143280433,16.5231633479007,0.1740800500776916,17.563486183938892
"Riverside County, California, USA",0.018273505425080685,0.9018437381755324,5.438508346137271,0.8882219515876577,1.1833276160613089,0.575866610701828,31.03466179322946,0.24858933456290566,32.15717870604748
"Queens County, New York, USA",0.0535319752283322,1.0,1.9577164803774574,0.9981421556481961,0.3642854016741408,1.0,6.058814044180914,0.9556898509899912,6.534706204939099
"King County, Washington, USA",0.04733270945920566,0.954093025633072,3.920502881337516,0.9636494698550561,0.8080626057657637,0.9669227800180474,14.617588752240865,0.5942073557610964,9.72861553376397
"Clark County, Nevada, USA",0.0183651343019723,0.9911293992701706,3.617261570560336,0.9695505682949298,0.8381731899401329,0.9724528473454189,14.915609141194391,0.0,214.30295775465288
"San Bernardino County, California, USA",0.013822607838151766,0.8861730595227291,5.199147496895563,0.9181272557426613,0.952040887829624,0.739906969666134,20.411844427184924,0.45055677939764965,15.918508786861766
"Tarrant County, Texas, USA",0.03182797038454371,0.9722084296706213,4.185064076952132,0.9603636811583216,0.8415434248043298,0.5696423833529166,27.668171934570957,0.1303893605730963,19.694588047663974
"Bexar County, Texas, USA",0.02796379911717882,0.940802305240291,4.3900349432919645,0.9285305835015067,0.9329566528769849,0.9566856696369694,16.314842690949998,0.2771548795994695,16.15975964749471
"Broward County, Florida, USA",0.025054203849888428,1.0,2.6783712801219344,0.9383426550948248,0.9414046196256974,0.9915823850851816,15.889288672442536,0.7021572484731597,7.699305454422181
"Santa Clara County, California, USA",0.026955180406718085,0.9619700468028388,4.070388921807707,0.9832758475558776,0.6655984134857044,0.9345793089415989,12.642752541612415,0.9009187568199271,5.7836285797609674
"Wayne County, Michigan, USA",0.03824750821145157,0.9658857435013362,4.266552827577904,0.9785549529678668,0.7322672559971151,1.0,16.19253656704263,0.05787257862988769,29.319758925863287
"New York County, New York, USA",0.11483863732257085,1.0,0.8418092686749526,1.0,0.23897603494352154,1.0,9.219201908253732,0.9949274891838771,4.580941375234681
"Alameda County, California, USA",0.03503670334400817,0.9960565868493056,2.859994331884015,0.9882113702736552,0.6028353351059024,0.8998008082986437,16.249122431481577,0.41868062692779345,12.68142623922332
"Middlesex County, Massachusetts, USA",0.025173498148118947,0.9771611799495343,3.4002088567044066,0.9140613798267404,0.9057579179171379,0.6618031105354037,22.413768511772442,0.6535874343291246,7.73129227354578
"Philadelphia County, Pennsylvania, USA",0.06485937752562355,1.0,1.551646646319391,0.9976568519160331,0.4495563190364213,1.0,10.129284653392784,0.9359078249551817,6.043147710834605
"Sacramento County, California, USA",0.0250494742245648,0.9248183816965342,4.8831910311655315,0.9736791467803957,0.7525056082215339,0.980809498724019,14.22901681952578,0.7318244477320976,8.329479532969842
"Suffolk County, New York, USA",0.023122033203888812,0.8447468353600749,6.363021317963514,0.8962934027891564,1.1086916410434464,0.8914643529872864,19.65565364819658,0.8060017066837247,7.230696682782138
"Palm Beach County, Florida, USA",0.02010841978123603,0.9686434243337482,4.21822989453014,0.8390366916835713,1.258276479253322,0.8394414656032639,18.160488792262626,0.21049383088357992,17.134125221905304
"Bronx County, New York, USA",0.1019895954084368,1.0,1.2825768322255924,0.9998268451180509,0.26572571356061764,1.0,8.512056455754909,0.46888916050439,10.130816629769903
"Hillsborough County, Florida, USA",0.013243714762018419,0.9667721974384803,4.53346618851538,0.8808872808009375,1.191569920157837,0.825518574101104,19.063034818811104,0.7174173742025232,8.066019736670517
"Orange County, Florida, USA",0.022060454222320156,0.9561251493103052,4.733117790032621,0.9064946835740482,1.088059451222231,0.9258994284947003,18.06911553875987,0.4608156608676922,11.537790732147057
"Nassau County, New York, USA",0.03775811501391783,1.0,2.975378056698619,0.9904032718007801,0.6389493818165131,0.9739052679546373,17.75905621402055,0.9758992723281201,4.163355236178214
"Franklin County, Ohio, USA",0.042050626870207004,0.982175649471562,4.0092761961012675,0.8937579269485658,0.9905575642552567,0.999793021188134,12.952344959003591,0.0,67.308883318231
"Travis County, Texas, USA",0.042462148664067556,0.9053750306156932,4.590662560903764,0.8862630872399991,1.1404626659976986,0.8659334918632013,19.551219048900226,0.0,87.65370895613755
"Hennepin County, Minnesota, USA",0.0720729497047261,0.8940662393245759,5.265331514463701,0.9249519142610793,0.9030552882950621,0.8755903914354715,17.539358181473315,0.7956108351897875,6.851309327257102
"Oakland County, Michigan, USA",0.03962778008485915,0.8645153190337376,5.636770027470144,0.8915587396372396,1.1265329150402914,0.20616213968196673,37.321459706457645,0.19950250903369834,15.526448810961105
"Cuyahoga County, Ohio, USA",0.03281879159792277,0.986494085379019,3.4182179812556712,0.9440624038582452,0.8552364905890979,0.8571395806262057,17.916372479849077,0.0,41.52461816489491
"Allegheny County, Pennsylvania, USA",0.03374480245942408,0.9942563385777661,3.5983414147814825,0.8922289852198472,1.061670957005239,0.7196824554052628,24.439806204861952,0.1625480970673183,17.100689994549363
"Salt Lake County, Utah, USA",0.032636402328354935,0.9985108476103534,3.10126875512556,0.9872025702854617,0.7022840384937845,0.896441896058007,18.577919111844388,0.7957195094993579,6.688309629813506
