longname,Architecture and engineering occupations %,Computer and mathematical occupations %,"Life, physical, and social science occupations %","Arts, design, entertainment, sports, and media occupations %",Community and social service occupations %,"Educational instruction, and library occupations %",Legal occupations %,Health diagnosing and treating practitioners and other technical occupations %,Health technologists and technicians %,Business and financial operations occupations %,Management occupations %,Construction and extraction occupations %,"Farming, fishing, and forestry occupations %","Installation, maintenance, and repair occupations %",Material moving occupations %,Production occupations %,Transportation occupations %,Office and administrative support occupations %,Sales and related occupations %,Building and grounds cleaning and maintenance occupations %,Food preparation and serving related occupations %,Healthcare support occupations %,Personal care and service occupations %,"Firefighting and prevention, and other protective service workers including supervisors %",Law enforcement workers including supervisors %
"Navajo Nation Reservation and Off-Reservation Trust Land, USA",0.005053816069574552,0.013338162430321274,0.007406113106856735,0.008247125870430723,0.025766141691800828,0.07465855772490321,0.0025363548582375724,0.0272204039637999,0.02723374577866257,0.020444090652650192,0.06143074349829748,0.09199542702596046,0.007817833959178757,0.03502228945641242,0.0303279729738371,0.054681928173329425,0.0541055192661744,0.11272208648964732,0.06608181403668525,0.06133506866077268,0.06068446933748745,0.09917565408561775,0.020986751300818764,0.022889374400566185,0.008838555187976936
"Oneida Indian Nation Reservation, USA",0.018870966266194576,0.030107814242754247,0.009119003863560772,0.00941871059386919,0.025971520981285495,0.05950725366596738,0.005669480890459934,0.04759507418150389,0.02310256756199201,0.044669449219922136,0.09446905293317036,0.05114524269374856,0.008850971596260313,0.04514965698198531,0.033727528983884536,0.06384781805397126,0.034803742328619505,0.12026137695747406,0.08003908736831035,0.038283202505364905,0.05451014227278785,0.028946596162483615,0.04328153103641122,0.015008361989886755,0.013643846668131865
"Puyallup Reservation and Off-Reservation Trust Land, USA",0.015569462927282413,0.025764826844308097,0.007071763725638534,0.01439792779590281,0.017217517296935356,0.04054141492335786,0.010453594282875999,0.036253678052807055,0.015130329368181723,0.06462954538136403,0.10623104501490457,0.06655864381369835,0.0033734098565901312,0.034051898674168045,0.06248103867299125,0.044694478178685985,0.053286273650646976,0.12146154299035984,0.09585673922855223,0.02330678151679234,0.05398474478101982,0.03270721926017292,0.02739933696309767,0.01787395860684501,0.009702828192820935
"Osage Reservation, USA",0.013153087321885276,0.017902813299232736,0.006419959288063051,0.007150686361501122,0.018842319536510256,0.05684012735528994,0.003810219740069941,0.022443760112740747,0.021817422621222403,0.05543086799937366,0.09927449240565792,0.05720549089200898,0.008090192598778643,0.0425387546322877,0.04603580562659847,0.07009760425909495,0.04467874106164205,0.13184404196461194,0.09337648102719348,0.028132992327365727,0.05610940028185187,0.043843624406284254,0.02912469335560311,0.018215982044991908,0.007620439480139882
"Yakama Nation Reservation and Off-Reservation Trust Land, USA",0.004421547725407957,0.01043509889623097,0.01854141317310753,0.008931494745195626,0.018665817941869736,0.05321331054563928,0.002465396961294494,0.005995559445076542,0.006814581656421705,0.014607235416296958,0.06077599141514816,0.052594402674039566,0.19260461397472467,0.033404971979836245,0.0909260296104488,0.07583532095844449,0.03630422157699699,0.0749869461663289,0.06356625970956639,0.04709181310566691,0.039542778692870914,0.03810369279256586,0.02784789345275237,0.019925463539864505,0.0023981438442046
"Flathead Reservation, USA",0.012580049107242277,0.009051498747893834,0.010048697762492308,0.011276019626613506,0.040653440336600365,0.07370548314184501,0.009511744446939283,0.03811921544950464,0.020858405322885985,0.02546309729072051,0.11396548763893878,0.06311472354407388,0.014267616670408925,0.025534377105019435,0.02491656550068163,0.03573840579542407,0.042951476006999,0.10430160508891578,0.09717258599095425,0.05208127878381471,0.06333718361400792,0.05367489747639924,0.025160098214484554,0.02539022106400728,0.007125826273132915
"Oneida (WI) Reservation and Off-Reservation Trust Land, USA",0.016837667056181862,0.047728201603099644,0.007018114113135703,0.013774640142762907,0.014451230183209646,0.04921080704848824,0.017004389282434147,0.061325408009709745,0.013352996258664731,0.07559353209985888,0.1239592469251587,0.035194475464526136,0.0019405461149673538,0.027688233294815113,0.023113035852148165,0.07333473542950852,0.025931519844249903,0.09989721079251761,0.11442102477361948,0.025569334466048692,0.046220963379980565,0.032303517602038874,0.03575265400276089,0.013476381473948456,0.004900134786166046
"Agua Caliente Indian Reservation and Off-Reservation Trust Land, USA",0.018381956164691144,0.023398022440906822,0.009482100066859114,0.052737546205229816,0.016673127727895955,0.04968760808788621,0.0246538205634608,0.053813619940494876,0.018720945030877838,0.07665182787440022,0.1584284322092445,0.02057161451204488,0.004036897311657137,0.023672399871696077,0.019441073543765067,0.01598045127821477,0.02655594969682334,0.09593175474854146,0.11835913786645443,0.02828486930767905,0.06615714691482817,0.02721362502525781,0.03436681145319105,0.010707002306059483,0.006092259851839899
"Wind River Reservation and Off-Reservation Trust Land, USA",0.00838691520357373,0.002062571281319055,0.00759100541096142,0.012582145402172945,0.023992759515712055,0.07554953958720574,0.00273486365333926,0.032251132860119276,0.010740164714383353,0.021544394885412124,0.13361255802790614,0.07073120107999996,0.023801909716129884,0.036549877434355796,0.02380926715536271,0.05519516227125671,0.05489159768393997,0.09955739602280915,0.08497810896032967,0.047155366262602715,0.06208654112588953,0.04230454229541761,0.04509102238447131,0.011307648294093642,0.011492308771236375
"Isabella Reservation and Off-Reservation Trust Land, USA",0.005343199428226875,0.020735755691306004,0.004071396418851142,0.014457593624281501,0.024395540474494534,0.07727539256624673,0.0023688952664014996,0.04501039115256951,0.017109855701154704,0.0302698868445294,0.1129364593080059,0.06077771248714871,0.008136983713796616,0.032247806057171584,0.027193721725466267,0.08498088589615527,0.03899138942189589,0.10374502691238018,0.09181753851898716,0.04199916637678471,0.06285819087350945,0.036592162808737096,0.0348134224133346,0.011206298964582053,0.010665327353982377
"Uintah and Ouray Reservation and Off-Reservation Trust Land, USA",0.009600809138335864,0.006625660177079757,0.008071516244980547,0.00631943354581742,0.011179280371206066,0.06438991400803211,0.005995118199488604,0.02531372845158754,0.01417942376124302,0.032622666755971474,0.11983343172954435,0.10599682819603314,0.01730632870237113,0.049833965273428114,0.04122583063313804,0.055165240894350334,0.09977487874419719,0.10908815861466964,0.07248317322188788,0.045100247645120765,0.04844353145837822,0.020955133582185065,0.017177030643798597,0.005152324974211796,0.008166345032943487
"Pine Ridge Reservation, USA",8.967150994448077e-06,0.004722819085755913,0.0045128084094659396,0.0023614095428779566,0.03434777516913392,0.12002298460142896,0.0057961870597913485,0.013758120427761797,0.031557018436641784,0.017820777857306444,0.11899014814988843,0.0538949089358915,0.04145962262283069,0.026632438453510793,0.051309499961172234,0.01976718765216134,0.032202473965222154,0.09940104811647683,0.0676627138867273,0.08136667272248263,0.05023684935921636,0.04315656627702004,0.04165779665980799,0.026190178566464613,0.011163026929968524
"Nez Perce Reservation, USA",0.009879725085910653,0.004725085910652921,0.015607101947308133,0.01002290950744559,0.01761168384879725,0.0468213058419244,0.005297823596792669,0.0390893470790378,0.02104810996563574,0.026345933562428408,0.09149484536082474,0.06071019473081329,0.03450744558991982,0.03980526918671248,0.028923253150057275,0.07101947308132875,0.04639175257731959,0.13602520045819014,0.0700171821305842,0.044243986254295535,0.07016036655211913,0.0534077892325315,0.024054982817869417,0.017898052691867124,0.014891179839633447
