longname,Housing Units per Adult,Housing Units per Adult (2010),Housing Units per Adult (2000),Vacancy %,Vacancy % (2010),Vacancy % (2000),Rent/Income < 20%,Rent/Income 20%-40%,Rent/Income > 40%,1BR Rent < $750 %,1BR Rent $750 - $1500 %,1BR Rent > $1500 %,2BR Rent < $750 %,2BR Rent $750 - $1500 %,2BR Rent > $1500 %,% units built pre-1970,% units built in 1970s,% units built in 1980s,% units built in 1990s,% units built in 2000s,% units built in 2010s+,Renter %
"Los Angeles CA HRR, USA",0.4513240078977446,0.4645515802865647,0.47774448121613267,0.04830226389755303,0.059816422551819015,0.04275067864140786,0.20086552244630984,0.3931110153704393,0.4060234621832509,0.10118006099011098,0.4622790703273651,0.436540868682524,0.04026463032621871,0.28093463354695114,0.6788007361268301,0.5874666537378574,0.13840294974512984,0.11756464325173697,0.06523506008471588,0.054896550046514475,0.036434143134045346,0.5378685699067401
"Houston TX HRR, USA",0.5239010048939424,0.5431023356198047,0.5429352992018553,0.09294924852682422,0.1097500901022838,0.09045322884550779,0.25126812733349346,0.4080639182950343,0.3406679543714723,0.16852827260877062,0.7168297489438582,0.1146419784473712,0.09437256352388472,0.6754252059783004,0.23020223049781496,0.19334070455724184,0.15946372050364338,0.15494637331492314,0.14039810601090233,0.1976571050414143,0.15419399057187494,0.38211508675053346
"Atlanta GA HRR, USA",0.5255035390492305,0.5656824773163707,0.5340162952987234,0.07750781862324077,0.11840403406327712,0.06734295014397094,0.24885626745319198,0.40932817208006556,0.3418155604667424,0.18841138722820952,0.6214359631204821,0.19015264965130838,0.1318876496414161,0.6260870074968773,0.24202534286170657,0.16709333691443504,0.12438931540541952,0.17111373275804428,0.20944572302581965,0.2342917272985805,0.09366616459770108,0.3462396019434785
"Dallas TX HRR, USA",0.524588510467208,0.549827673534081,0.5442883469519781,0.07166178810852002,0.08852144024518,0.06784350804126027,0.2642032360722641,0.4307026304039501,0.3050941335237857,0.10119783330012196,0.745154802369556,0.153647364330322,0.07636263281475146,0.5824192012262353,0.34121816595901333,0.20366616407109842,0.1353404058905325,0.16862697564740606,0.1578481956015261,0.18418556286879095,0.150332695920646,0.4032372931956295
"New York NY HRR, USA",0.5440743136820111,0.556937111271669,0.5505025783434083,0.07844110226196054,0.08666097248877457,0.059539716309652435,0.28453882234367384,0.3774814525122861,0.3379797251440402,0.1413423664284528,0.2941076526708666,0.5645499809006806,0.15114211170021732,0.2870576098592228,0.5618002784405598,0.7308623925492235,0.06958236447067624,0.05384782752656219,0.03897327287911369,0.05913126712138314,0.04760287545304135,0.6847790238960996
"Boston MA HRR, USA",0.5289297980856696,0.547989168324262,0.5388177186978961,0.08713499477251004,0.0954213323805277,0.06882150084665263,0.25685942983811144,0.41190174465737617,0.3312388255045124,0.27977302101945745,0.28901039796314,0.4312165810174027,0.1135928349304181,0.283678367514559,0.6027287975550228,0.5825228309655388,0.11327702117025788,0.10456126502195556,0.07540655879345992,0.0710704943258211,0.05316182972296692,0.38513079657064325
"East Long Island NY HRR, USA",0.4507279963213601,0.46984312975076853,0.47280929489895795,0.06716182939738587,0.07354616816663102,0.05423228101259516,0.2249060597034417,0.3801131053217418,0.3949808349748165,0.11887926862283013,0.3486588416990238,0.532461889678146,0.05331325681866167,0.24507597211503468,0.7016107710663037,0.715610298891031,0.09978343358680825,0.06148835566174311,0.04968921680698077,0.04844643712411089,0.02498225792932602,0.3167478560054422
"Philadelphia PA HRR, USA",0.5291434869499824,0.5353228795751976,0.5404817045233986,0.07040849421982119,0.07459388807559415,0.06707829862860598,0.25982970501385877,0.38540049671568294,0.3547697982704582,0.18688702332589804,0.5990960385301248,0.2140169381439773,0.08507831700070022,0.5592648157515079,0.35565686724779194,0.6261588463958713,0.10579305413249651,0.08783643606264908,0.07746572510271167,0.06262979615274152,0.04011614215353004,0.3520070237082784
"Orlando FL HRR, USA",0.5446181358369067,0.5951357640365119,0.5782482870982305,0.11296780001063975,0.16535247142022386,0.11637233006211453,0.20340525502358572,0.41379762798220326,0.382797116994211,0.17876069377764284,0.7002197529900055,0.12101955323235174,0.09649597987855575,0.6371132148311257,0.2663908052903185,0.15189030604325193,0.13148911950260198,0.20925475074382482,0.18137956790974438,0.21434440316183948,0.11164185263873744,0.32244067527268494
"San Diego CA HRR, USA",0.46823113200685446,0.491179445941286,0.4959698318909175,0.05961471944856954,0.07351103342800962,0.04882042027651962,0.19033147137270406,0.41635303497357673,0.3933154936537191,0.1018152326470496,0.4103062207055783,0.487878546647372,0.0495219977123242,0.22515273498681876,0.7253252673008571,0.2699135378463742,0.2021513165679104,0.1880490756225813,0.1364592745433105,0.14767544539082111,0.05575135002900262,0.4384599911175076
"Phoenix AZ HRR, USA",0.5542244199981852,0.6000860190202133,0.5760406885356397,0.13405826421836253,0.1762825228900255,0.1325876839225375,0.2630604085974123,0.4211452313921328,0.31579436001045497,0.23508134748898363,0.6666924641219296,0.09822618838908677,0.13004886760586754,0.6504202644354139,0.2195308679587185,0.16647678063895838,0.16307818215825243,0.1624087930834068,0.18150761050127207,0.2433380649024341,0.08319056871567622,0.3571807646412555
"Minneapolis MN HRR, USA",0.5613279885956641,0.5819727864796307,0.5654344122271099,0.0901593253340025,0.10781662091137256,0.07783792545610949,0.28295478207260294,0.4296705480835359,0.2873746698438613,0.2790903625338305,0.5667070320028036,0.1542026054633659,0.1590408205390885,0.5851935999211464,0.25576557953976503,0.3752640429007712,0.1494094629713153,0.13341461702414806,0.13479820348767532,0.1369773476895684,0.07013632592652172,0.27985553793730694
"Orange Co. CA HRR, USA",0.44187210425726353,0.4551745182794026,0.4615955743915532,0.04761779603731231,0.052810424638960796,0.0331055955181198,0.19683672777540162,0.4142751162367408,0.38888815598785753,0.07261618812939277,0.25841335027128787,0.6689704615993194,0.02633683707592698,0.12148871201047154,0.8521744509136014,0.3452548663841628,0.22220526982066544,0.1466009711033778,0.12128752731138631,0.09681931803000639,0.0678320473504013,0.421081925491566
"St Louis MO HRR, USA",0.5726030383012265,0.5753785377583541,0.5712958681439477,0.09520749197642071,0.0990346031710231,0.082265300391016,0.3037117172891166,0.38869635875693,0.30759192395395346,0.5089344438434628,0.44169933097462544,0.04936622518191175,0.2522905085430316,0.6729393806977703,0.07477011075919832,0.44879951770857235,0.13830027008332763,0.11442821895905553,0.12495123250993358,0.11665658305038017,0.0568641776887306,0.30391774231620533
"San Bernardino CA HRR, USA",0.4370622781207965,0.4761259007863924,0.5151727399531857,0.06821266714277373,0.10794722804343684,0.10094473366180162,0.1957521983230385,0.4003304939951113,0.4039173076818502,0.1982515672386557,0.5488495871142639,0.2528988456470803,0.06423229029183274,0.5325949014519088,0.40317280825625845,0.25645979683868436,0.16481727694613835,0.21869892921026032,0.12518273406808814,0.1719095353125003,0.06293172762432869,0.3682090374367341
"Miami FL HRR, USA",0.4972150762930685,0.5176658360277612,0.5186175395421324,0.09841312972522356,0.1245091759725974,0.0936924727331141,0.14674434091048427,0.39822702144305827,0.45502863764645746,0.1614010967040913,0.5747854707658723,0.2638134325300364,0.04588460200042777,0.4343122376531511,0.5198031603464212,0.3250681137637268,0.1849394091104448,0.14750141287106106,0.1454222886192522,0.1281795115927293,0.06888926404278574,0.4538823018038054
"Denver CO HRR, USA",0.5588399483137558,0.5866623948380415,0.5689908107615259,0.09422575845424126,0.10240355612001906,0.0744374920238005,0.22672713715717963,0.44169223333413415,0.3315806295086863,0.11646940400237452,0.5347413703387588,0.34878922565886683,0.07020921070481045,0.3621334822182256,0.567657307076964,0.2718084863720977,0.176867762946224,0.13893856683985048,0.15074945158893902,0.15896041288497373,0.10267531936791507,0.3491706534950276
"Seattle WA HRR, USA",0.5356264250916096,0.5623560926630177,0.5569989217933821,0.0629708781493874,0.08260178387233784,0.05750471484912013,0.26193807220619064,0.42974668469875565,0.3083152430950537,0.11794209454543546,0.36758591911381144,0.5144719863407531,0.05315116755485833,0.2784571240005474,0.6683917084445942,0.3265571983802819,0.14066724070316,0.14046051636535542,0.14389778026397712,0.13993018535960416,0.10848707892762155,0.4010869156082921
"Nashville TN HRR, USA",0.5493942261140675,0.5667025329643234,0.5589934541022621,0.08268765407631727,0.09701796923746948,0.07883285254949034,0.27528673106073637,0.42446000513182974,0.3002532638074339,0.33539490600024524,0.5177522413616209,0.14685285263813386,0.24581873508295465,0.6109020011451868,0.14327926377185865,0.2356110071607558,0.1373085015491682,0.13469439462656782,0.177794255258076,0.1779945666820788,0.13659727472335317,0.33061939653258
"Columbus OH HRR, USA",0.5562914518167311,0.5721490512113663,0.5643910567549132,0.08029351268617602,0.09818830104304854,0.0760329169703091,0.3062998953345764,0.4068650214193641,0.2868350832460595,0.45821037712649176,0.5035617348789045,0.038227887994603776,0.23951918970224148,0.6593271808406527,0.10115362945710574,0.4116865631076414,0.13952203747792966,0.10765216385171379,0.14839749221130374,0.12713690262792185,0.06560484072348961,0.352070260257983
"San Antonio TX HRR, USA",0.5239334049063924,0.5320643077001348,0.5281130127780298,0.09669801419035225,0.09949713090182721,0.08632898629071936,0.24544763524539123,0.42295766209050656,0.3315947026641023,0.23563485612806379,0.7214218056477746,0.0429433382241617,0.1559401566197989,0.7030160845411589,0.14104375883904213,0.23120859658192472,0.12614108981508992,0.1466370347542331,0.14766554207477559,0.19213213184597994,0.15621560492799685,0.3647376157210174
"Fort Lauderdale FL HRR, USA",0.5775996300377111,0.6232304773711076,0.6121268620522777,0.13089940622208457,0.17100088714696185,0.13133431151608904,0.1696549209583362,0.39628415799690214,0.4340609210447616,0.09014214208989565,0.6094915820233086,0.30036627588679576,0.04079936362754871,0.45831065795138,0.5008899784210713,0.18387761915436,0.22809903668696796,0.2430717083828512,0.14987248768521733,0.1396251855488734,0.055453962541730274,0.32427801014860086
"Indianapolis IN HRR, USA",0.5636983593806303,0.5797684886378602,0.5709972142374704,0.0825122230383943,0.10388667815888257,0.07784792053726984,0.28645912068659746,0.40397755327946916,0.30956332603393344,0.43378711459381003,0.525181415582151,0.04103146982403895,0.2172454841161798,0.7058714600574229,0.07688305582639728,0.41276699955798113,0.1277579014582385,0.09876806751538922,0.15365712030605788,0.13076889860230326,0.07628101256002993,0.32435808624925777
"Portland OR HRR, USA",0.530979341762541,0.5563661140974222,0.5608014625245236,0.06953017383139261,0.08150075578197336,0.07472391750287113,0.240600680478862,0.4235868521545134,0.3358124673666247,0.1747492980759757,0.5724866478416366,0.2527640540823877,0.06955872754724736,0.5575897199767536,0.37285155247599916,0.32499131444835616,0.16875311920996158,0.11093896755693848,0.16939649598529044,0.13841610099474244,0.08750400180471107,0.36745007192814916
