longname,PW Mean PM2.5 Pollution,Utility gas heating %,Electricity heating %,"Bottled, tank, or LP gas heating %","Fuel oil, kerosene, etc. heating %",Other fuel heating %,No heating %
"Los Angeles CA HRR, USA",11.196741817350382,0.6466943694206524,0.2707494798332492,0.016036480324235502,0.0008931234798146418,0.008063284450325893,0.057563262491722354
"Houston TX HRR, USA",8.054470943727608,0.4203422807929904,0.5425369099379727,0.026081177465906408,0.0007610617631949114,0.004083936655572634,0.006194633384362856
"Atlanta GA HRR, USA",7.712490597399122,0.4882928839924089,0.4536323281158745,0.04415595250646202,0.0019263790424764824,0.008038698066889574,0.003953758275888607
"Dallas TX HRR, USA",7.923567210548702,0.3691277638163058,0.5948851021187547,0.026232228668785666,0.0006280000929248541,0.0046166133765163245,0.004510291926712778
"New York NY HRR, USA",7.642545128921978,0.6555893021247365,0.15666996391904894,0.024227198006876758,0.11880704059290952,0.019832692522313535,0.02487380283411466
"Boston MA HRR, USA",6.012752599280054,0.5660170957790843,0.16196798735636103,0.03815400381770396,0.2142251914174045,0.013791396781187591,0.005844324848258612
"East Long Island NY HRR, USA",7.086417264295307,0.6091276539623242,0.06839818741752124,0.026280628190728218,0.2777223490025856,0.010702845986786448,0.007768335440054347
"Philadelphia PA HRR, USA",7.362086190026726,0.6123967946344654,0.23082856279646907,0.027361396001718035,0.1140237813224498,0.009661660519043876,0.005727804725853804
"Orlando FL HRR, USA",7.06934128078893,0.053752107998310206,0.9164477409241046,0.00886151497501155,0.0011893780696060803,0.005908610290453305,0.013840647742514164
"San Diego CA HRR, USA",8.849667297947429,0.5676376134423922,0.33301032653466933,0.034971137642611054,0.0009217856690319,0.02321129429317488,0.040247842418120676
"Phoenix AZ HRR, USA",8.399202008591226,0.2949445332303575,0.6243247313669865,0.034006988567109424,0.001033161394641422,0.03444206862982031,0.011248516811084715
"Minneapolis MN HRR, USA",6.6333440957905445,0.6831601204068214,0.16849174166320258,0.10024367607470996,0.011443413264986596,0.02921406537920502,0.007446983211074351
"Orange Co. CA HRR, USA",10.926308331953255,0.6975592307504309,0.2444811153478182,0.015155821751350777,0.000523962145801824,0.008473998002289719,0.03380587200230832
"St Louis MO HRR, USA",7.947975595076473,0.5623190732342891,0.3521501023446927,0.060887500215445735,0.0020254269742644624,0.019065082413838558,0.0035528148174696133
"San Bernardino CA HRR, USA",10.341751175784713,0.7366440735276943,0.1949637079845495,0.028556434234478262,0.0006785617729569855,0.021507866712096334,0.017649355768224528
"Miami FL HRR, USA",7.011476942394818,0.02654740394512006,0.9204618918930321,0.004138772999276634,0.0013436048179314437,0.0016671948328750817,0.04584113151176478
"Denver CO HRR, USA",6.663035637041124,0.6796453513833882,0.26716546003440256,0.02986982086853747,0.0010566818821249515,0.0168817044704242,0.005380981361122782
