longname,Fair or poor self-rated health status %,Physical health not good for two weeks in last year %,Arthritis %,Current asthma %,High blood pressure %,Cancer (excluding skin cancer) %,Chronic kidney disease %,COPD %,Coronary heart disease %,Diagnosed diabetes %,Obesity %,Stroke %,Disability %,Hearing disability %,Vision disability %,Cognitive disability %,Mobility disability %,Self-care disability %,Independent living disability %,Binge drinking among adults %,Smoking %,No leisure-time physical activity %,Sleeping less than 7 hours %,Attended doctor in last year %,Attended dentist in last year %,Cholesterol screening in last year %
"Los Angeles CA HRR, USA",0.18568478008360217,0.11342267876351898,0.17203592365732218,0.0950302949474682,0.2636321713690124,0.04847620089769587,0.028464263780966042,0.04691583428776242,0.0431203739908911,0.11162030756521751,0.28604410650548967,0.026703726960681046,0.2687753755441209,0.05509084040676715,0.0610208327591186,0.13504624363492687,0.11865020859676315,0.04109730315619548,0.07726335266919106,0.1526082828357063,0.11269244957001837,0.21935351071355283,0.3315315630324707,0.6257683689175266,0.5939698825321191,0.8459553715374056
"Houston TX HRR, USA",0.19276056410782128,0.11440821775700666,0.19728603250997542,0.0973589137479785,0.313410918545918,0.05211446282800858,0.028204431402210156,0.061945799048684975,0.04913735208821622,0.11148697031335239,0.365839052332933,0.028579972170346055,0.287948067006142,0.057634562136744644,0.06290993329026934,0.14989401684410325,0.12877209993529268,0.04397585381277733,0.08508552800039912,0.18419463326898455,0.16454121465996563,0.2685436606641596,0.34404256535147865,0.7006777499528716,0.5255761876230753,0.8208062614576012
"Atlanta GA HRR, USA",0.1630795486817376,0.11014632051956474,0.22177231541463582,0.09997993452130571,0.33287542983672136,0.05497295546000416,0.028190266948605998,0.0570118680679269,0.04773540484538885,0.10479503589795144,0.3355520835726947,0.028517523637496656,0.27228649747940475,0.05080069428576676,0.0525371460011904,0.13782989760228004,0.1256809682539746,0.03775880886177977,0.07770919862521401,0.1589535299399604,0.15584201584374538,0.23702387769852265,0.36066741509166866,0.7467744581488365,0.5977138329057481,0.8573039781928611
"Dallas TX HRR, USA",0.17642174526516743,0.11076275423133518,0.20397415582933504,0.09870474547858374,0.30880382594004746,0.05366399454021327,0.027097300517308038,0.06073282405391436,0.04793031004064084,0.10104098393044722,0.34315956025610445,0.027439110020189884,0.280944558088329,0.05690040796069021,0.05530758155858336,0.14235914484388343,0.12312874480267137,0.03967565718803336,0.0809457053143228,0.18505336531830643,0.15878807206191003,0.25159898011457626,0.34402625805643994,0.6990666995500237,0.5613931472523639,0.8333237494267355
"New York NY HRR, USA",0.1555414977479244,0.09917749531700795,0.18929209567568211,0.10559241893057407,0.2648748076223587,0.054153798643848124,0.02839769607977369,0.052529449765058,0.04728393440681433,0.10201796358744597,0.2501841519393969,0.02750261185902731,0.26481191721691916,0.049516851374224694,0.058213229311657406,0.12244097560723935,0.12930556341213778,0.04031551946105551,0.08145571587589044,0.17813361840626235,0.13305941378426758,0.2514931628461206,0.3461476228274617,0.7523084108080801,0.6256822657175125,0.86559430986626
"Boston MA HRR, USA",0.12543796804547377,0.09447424558406065,0.23103436712794065,0.10945189475443788,0.2685938023608581,0.06844144615512297,0.0267859185545512,0.056787485364932,0.04987091433614925,0.0812994252270985,0.26605318079868046,0.02589863404531562,0.24945251535316756,0.057460538248068155,0.03973979288830081,0.12523104409483835,0.10830463642374137,0.030478931996481246,0.06542690350950557,0.1792032639055829,0.12406525368828315,0.20944785185050172,0.3050117340846387,0.732260840539618,0.7221550004405825,0.8746987415746516
"East Long Island NY HRR, USA",0.14704004740147683,0.09799483560769041,0.21207107916683282,0.09734948236554232,0.29539217404522045,0.062349564103588564,0.028261752333979286,0.053405819435579274,0.05168212865847449,0.10661959411844128,0.2855371540902901,0.027190916708727954,0.25481608225323155,0.05402814673410213,0.048318980812117725,0.11151495855950568,0.12107337181856871,0.03393854462571315,0.07103408907119085,0.15283734431576093,0.12736491377867595,0.2661350439579481,0.3479387205953807,0.780100124321658,0.6547055703000109,0.8847923505631112
"Philadelphia PA HRR, USA",0.16344983119857695,0.11115859134092343,0.2397294759829005,0.10829827989046666,0.3034471003661389,0.06531423044784368,0.029211849045273276,0.0596888252385895,0.05393298695468546,0.099230770574213,0.30922528901476787,0.030730646338969436,0.2789184225524156,0.05773366834897566,0.05255609775986158,0.13369819514503442,0.12845545557277377,0.038571864709321564,0.07980039663057756,0.17190840497950102,0.1596676888911914,0.24852186982067823,0.3540606489077032,0.7448116622036037,0.6577031507348561,0.851107100610194
"Orlando FL HRR, USA",0.17895230729345568,0.12323489349511582,0.26826403942409754,0.10427776663481345,0.33952163909327043,0.06957067636564061,0.031609705201868836,0.07570033914848444,0.06344030106625125,0.11329064190901117,0.35925843432687493,0.03319856531070342,0.30829869388896364,0.0722679718178392,0.05478410305238123,0.1436927235547719,0.14800279890634013,0.04237865245257582,0.08501597775377831,0.16555453666055733,0.17630184278569896,0.2610754203780586,0.34378407963290586,0.7343522688377031,0.562125671899716,0.835530963473964
"San Diego CA HRR, USA",0.15806569803378526,0.10746316188846204,0.19672001216522614,0.09558881492917067,0.24511840928232517,0.054612725930150825,0.026893055600258016,0.0495179696344716,0.046152683039768626,0.09694283723694848,0.25840756930630027,0.0255654356466321,0.2527882976156803,0.05554687132391448,0.05070735583992538,0.1309980813507939,0.1099204783680708,0.0353522025119175,0.07080852480613746,0.18509624953285003,0.11385700908300449,0.18533462986827381,0.3375242874981249,0.6410530849061624,0.6451499790861492,0.8394311469016571
"Phoenix AZ HRR, USA",0.17523662968592066,0.12030485275425086,0.22421769954424328,0.1057399425749718,0.2853894836997512,0.06287249868183775,0.031695433767073726,0.06439617873442886,0.05636129787961912,0.10265627257353864,0.32567040125719865,0.029871045397159582,0.2994803112280351,0.06565108781555046,0.05876348984603507,0.1545001779885209,0.1325696176385605,0.04182284612844835,0.08207544602130146,0.17119912872811405,0.16313152079794918,0.2409415650013479,0.329306295073773,0.6728698124749736,0.5821175574557925,0.8123409430737075
"Minneapolis MN HRR, USA",0.12428640437517954,0.08871654425246084,0.20975543766664717,0.09602631290205263,0.2739847514876912,0.06428601892032769,0.02595440089507181,0.04939810674366491,0.04897010909799989,0.08133839958330225,0.3258863768834805,0.025666441240161215,0.23756796874266817,0.060852186834250574,0.03591970180070634,0.11276634420343301,0.09765906253301437,0.029624342228434054,0.06131695238592392,0.20053883325059665,0.15114088191254302,0.20080239993572332,0.2742418396760657,0.6734854879307828,0.6798997870412964,0.8239188701155643
"Orange Co. CA HRR, USA",0.14918985640560592,0.09913332622541787,0.18069449489676961,0.08910993841117999,0.2522608949941546,0.05498300692134699,0.025706098623405976,0.04476749833198507,0.043332912733380836,0.09204863724198857,0.26453748175956915,0.023989240134229397,0.239477195680422,0.052888167183294685,0.04567558256394597,0.11921191021686423,0.10112778918265665,0.03109679047045818,0.06269137096710253,0.16444279832496633,0.10260296652222296,0.173613563856908,0.3130306944035111,0.6293028560989801,0.6616720682481564,0.8465251321202657
"St Louis MO HRR, USA",0.17233632662925294,0.1204803168895929,0.26438863041814464,0.10061210071862822,0.33681264204341405,0.06812974620533796,0.029405409496251957,0.07398948441777049,0.05917204581778242,0.10755646378390464,0.37549361333552034,0.03166756586902965,0.3181242959975133,0.07255728821846824,0.050217919725224,0.1498899943482587,0.14861177045470242,0.039455755407031716,0.08643079525028498,0.17581218326858716,0.18445367480365574,0.2634573812765258,0.3316680322314665,0.7700986882773772,0.6286179007109016,0.8203309359075485
