longname,Housing Units per Adult,Housing Units per Adult (2010),Housing Units per Adult (2000),Vacancy %,Vacancy % (2010),Vacancy % (2000),Rent/Income < 20%,Rent/Income 20%-40%,Rent/Income > 40%,1BR Rent < $750 %,1BR Rent $750 - $1500 %,1BR Rent > $1500 %,2BR Rent < $750 %,2BR Rent $750 - $1500 %,2BR Rent > $1500 %,% units built pre-1970,% units built in 1970s,% units built in 1980s,% units built in 1990s,% units built in 2000s,% units built in 2010s+,Renter %,geoid
"Broward County, Florida, USA",0.5564662705573861,0.5962437265840997,0.5973752222594054,0.12049730448508575,0.15191226972781463,0.11657136532002894,0.15562908816996032,0.4023489442817523,0.44202196754828743,0.0646384555718347,0.688198454422707,0.2471630900054583,0.024610028899086415,0.45040100605464967,0.524988965046264,0.24639371202329985,0.2660927640312754,0.18649652324949068,0.1538788137526095,0.09884498195832536,0.04829320498499933,0.3730217457786308,12011
"Santa Clara County, California, USA",0.4497847192853216,0.4672298763951126,0.4573726550024246,0.046459209224120016,0.04358961371162284,0.02288440552002321,0.30163430983783607,0.40317338774589767,0.2951923024162663,0.07818434652711789,0.12587919317873966,0.7959364602941424,0.0340632271690228,0.07780035389618281,0.8881364189347944,0.4052987092743003,0.21493637885533967,0.11915665035603892,0.09586903891894953,0.08875720703642086,0.07598201555895065,0.4386999881184876,06085
"Wayne County, Michigan, USA",0.5739046985287494,0.6043830849835402,0.5565660794302776,0.10213180183521543,0.1442712462114155,0.06929835611261573,0.24685390850199354,0.3792806309242098,0.3738654605737966,0.5453068067126274,0.4055801700395152,0.04911302324785743,0.22562497716839294,0.6847533577682268,0.08962166506338022,0.706754983251534,0.1043119891781084,0.050786238648927826,0.06253474818048797,0.0574629321223845,0.018149108618557373,0.3663769088283793,26163
"New York County, New York, USA",0.6252374765944027,0.626675161328275,0.6238646225050621,0.10519802521872716,0.0980810284893826,0.07450572007534033,0.3227561983023104,0.36911201934022064,0.30813178235746885,0.12445369314526322,0.23058697205127382,0.6449593348034629,0.18011697258310586,0.2848548245411251,0.535028202875769,0.7180276466398686,0.07656187639054554,0.06429199861524243,0.03729032940911865,0.06290503606323133,0.04092311288199349,0.753498702446387,36061
"Alameda County, California, USA",0.464701205816732,0.4976210120424242,0.4955263382644782,0.04874817302884082,0.06341136549117306,0.030308028458486305,0.25868755203389954,0.40972672344147765,0.3315857245246227,0.10748228256163274,0.27255701981236014,0.6199606976260071,0.04627553455147186,0.1539738038256922,0.7997506616228359,0.5213370500428454,0.1533165523138058,0.1203306153151797,0.08550155159623116,0.07141585949318613,0.04809837123875177,0.46120590177744586,06001
"Middlesex County, Massachusetts, USA",0.5010728935852458,0.5173872824158708,0.5074720518594985,0.04916615776313351,0.05098662169096858,0.026760150596298216,0.2809566874171362,0.423116433845804,0.29592687873705975,0.2254729253618087,0.26687083310748577,0.5076562415307055,0.06251124588532894,0.19455117010129233,0.7429375840133787,0.6049790321914381,0.10281187415948984,0.09295600967533214,0.07182296774430438,0.06702355034492427,0.060406565884511,0.38280570527040647,25017
"Philadelphia County, Pennsylvania, USA",0.5685407686388348,0.5666035911590527,0.5821294951595168,0.09453665635501074,0.10464178863827729,0.10619950256141489,0.2528382028680065,0.37078254980561265,0.3763792473263809,0.23655755928864933,0.5429065084589731,0.22053593225237744,0.12314072441172146,0.6118456476149566,0.265013627973322,0.7878221272654505,0.07377554831509825,0.03967733454752973,0.03200100897418478,0.02991199411298782,0.03681198678474895,0.476120707510312,42101
"Sacramento County, California, USA",0.4826621671243702,0.5264720786939905,0.5358591348655657,0.039322677768152105,0.07533082050682331,0.04447711895112025,0.2146410361184646,0.4093618419883785,0.37599712189315687,0.14581064367858504,0.6542558100898973,0.1999335462315177,0.05720222520284109,0.5350161613052176,0.40778161349194136,0.32109348505972385,0.18572837916068688,0.1683885465301491,0.13536681864425884,0.14425767909320433,0.04516509151197694,0.42218747987607286,06067
"Suffolk County, New York, USA",0.4763201628616746,0.497887523042601,0.4956915693513434,0.10660336418349652,0.11590836723863435,0.0977375670001615,0.200402265679401,0.3801441741748104,0.4194535601457886,0.14160674821602182,0.23878243877010988,0.6196108130138682,0.049256458213584924,0.16042651642077796,0.7903170253656372,0.5150191336067518,0.18292652186989128,0.10291047992155078,0.09165145268923312,0.07840831536083175,0.0290840965517415,0.18156521905340103,36103
"Palm Beach County, Florida, USA",0.5840997696554098,0.6319219976218787,0.6243209191705725,0.13895038932966172,0.1807610325331021,0.14735316124205014,0.1773041605260166,0.39300353820726897,0.4296923012667144,0.10941360894864088,0.525121555915721,0.36546483513563816,0.0547375692374605,0.4498995816970046,0.4953628490655349,0.15787968591944282,0.18793046294017407,0.26945824091555115,0.16629367584940133,0.1588869745346619,0.0595509598407687,0.3057308399828604,12099
"Bronx County, New York, USA",0.48707448830858463,0.5033622320736681,0.5245986491168784,0.0449337145447765,0.055540468994512183,0.055888516516222675,0.203864760992416,0.3613137646688725,0.4348214743387116,0.20828119086233232,0.5372500770395092,0.25446873209815857,0.18844322513635173,0.4057384129026413,0.4058183619610069,0.7445777067690437,0.07957084461707219,0.039624483170379275,0.043336241198668184,0.05445318560140531,0.038437538643431315,0.8015713879683635,36005
"Hillsborough County, Florida, USA",0.529243448613841,0.5730200866895856,0.5703052387766844,0.07121260396545659,0.11531638856937992,0.07992436980718534,0.2058463885610204,0.4276486377093974,0.36650497372958224,0.18673434421214657,0.6737937520194971,0.13947190376835622,0.06875858915570264,0.6564553376302906,0.2747860732140067,0.18582948730490106,0.13951649891545456,0.18685935963793782,0.16471736295102155,0.19782341009227752,0.12525388109840746,0.40199573865623556,12057
"Orange County, Florida, USA",0.50336620069224,0.5539118689120573,0.5389833493531382,0.07519740766128673,0.13042931557281584,0.06877196286009399,0.1896921427477408,0.41577066421606174,0.3945371930361975,0.10771047134683488,0.7413495595313775,0.15093996912178767,0.04713010204081655,0.5957142857142846,0.3571556122448989,0.16556029842186934,0.12075013029357128,0.18400878602459456,0.1869879552836067,0.21119641056991964,0.1314964194064383,0.4345349806013985,12095
"Nassau County, New York, USA",0.433830080586814,0.45549883918476325,0.45559689203616605,0.04456061372060776,0.04215727322441725,0.023344085575325024,0.2287559043208917,0.3800704222347307,0.39117367344437765,0.15233989476421209,0.2291372385536929,0.6185228666820951,0.052090999432991135,0.16630478736531243,0.7816042132016964,0.8141850865204016,0.05753145105862766,0.04714823574572791,0.02693244832069904,0.029108414254472314,0.025094364100071487,0.18345505444759203,36059
"Franklin County, Ohio, USA",0.5682236828589959,0.5954264468226971,0.5880922464334694,0.06977276679113792,0.09421779359430604,0.06813224621906386,0.2927977095070559,0.423002325757132,0.28419996473581216,0.29424197037776656,0.6567814944250291,0.04897653519720432,0.11447585906916002,0.7508655937364082,0.13465854719443185,0.3908648894221938,0.14685329236446118,0.1258093490873895,0.14589611893920224,0.1134961452961519,0.07708020489060145,0.46387604750618716,39049
"Travis County, Texas, USA",0.553325659868764,0.5660363311494937,0.5421187486671794,0.07378255844963996,0.08295273644251135,0.04480205027341946,0.26159048950083696,0.4317468122918715,0.3066626982072916,0.05168087739415762,0.6977372585973955,0.2505818640084468,0.03696240565644044,0.44465774004698055,0.5183798542965788,0.14268521918709723,0.1292816655092548,0.17091757896152882,0.16044270085333315,0.19724293645628455,0.1994298990325014,0.4669280298389629,48453
"Hennepin County, Minnesota, USA",0.5509178809089296,0.5716712939998788,0.5523431038261152,0.0489922826538746,0.06574716434435401,0.027030774383051157,0.27435180382741886,0.43420187253701453,0.2914463236355666,0.16589088334404123,0.6305741670709479,0.20353494958501078,0.08030234315948612,0.5352229780801193,0.3844746787603946,0.4819846834371032,0.14055145441923175,0.1355810225822982,0.08983305891461053,0.08178404882108983,0.07026573182566637,0.3691149279503679,27053
"Oakland County, Michigan, USA",0.5470509699516776,0.5728323825047541,0.5506270455654604,0.05474925232060204,0.08243020474287156,0.04230903709485941,0.33123120973514636,0.3770150322118824,0.29175375805297127,0.2696097662289713,0.6405972353633487,0.08979299840768004,0.06996126881404136,0.6777794120050334,0.25225931918092515,0.4167974882260584,0.17985758879853345,0.12795798724535098,0.1433629056525792,0.0864292421534258,0.04559478792405216,0.28266905972985823,26125
"Cuyahoga County, Ohio, USA",0.6102352523563905,0.6280075187969925,0.5896730243668278,0.09705691672502571,0.12322786623025107,0.07350890279894917,0.27921900358609714,0.39692527074626294,0.32385572566764004,0.5484664266135009,0.3938727617808924,0.0576608116056067,0.2529924110820485,0.665012750168801,0.08199483874915049,0.7161588331296452,0.10055006428503366,0.05849220094998147,0.06225306875567234,0.03947196379361556,0.023073869086051822,0.41750236015976583,39035
"Allegheny County, Pennsylvania, USA",0.58999452068759,0.5998060495429329,0.5831181058919012,0.08476308037872583,0.09316844025229865,0.07928111689135335,0.31111912007624454,0.3895105312848519,0.2993703486389035,0.4191125246100259,0.5074208693018325,0.07346660608814153,0.19440892553366018,0.654258094282074,0.15133298018426583,0.6752609168987256,0.10860383730882558,0.07112623823212648,0.05828219137857576,0.04815016794208712,0.038576648239659644,0.3501295600802209,42003
"Salt Lake County, Utah, USA",0.48950788380319926,0.4981496324612423,0.49762965666032866,0.0538097639795642,0.05766041306243244,0.0507524419386275,0.27286184342845216,0.42866107271864357,0.2984770838529043,0.18516733439768693,0.7065397475675506,0.10829291803476244,0.05558392744060645,0.7056973014932693,0.23871877106612427,0.2831208044132589,0.178106514494061,0.12182037429143755,0.1471932889602072,0.14301550527445214,0.12674351256658314,0.326331885160567,49035
"Contra Costa County, California, USA",0.4687265633394963,0.5073000800199859,0.508654440700045,0.038008219909765335,0.06162241615066757,0.029375015865046976,0.2237466117545998,0.4070955140698208,0.3691578741755794,0.11112600536193035,0.2637399463806968,0.6251340482573728,0.05133420647723689,0.18224589648985454,0.7664198970329086,0.36693766954780127,0.1846441252619459,0.1567505564191402,0.1279021422097434,0.11874524430998333,0.04502026225138582,0.3300943022625293,06013
"Fairfax County, Virginia, USA",0.4842406584436786,0.49805807106202327,0.49675251526297093,0.037678601111113715,0.040009805724091435,0.024149118511263466,0.26871327874164525,0.4290658414145376,0.3022208798438171,0.05715926086594885,0.19753218404762832,0.7453085550864228,0.02966001079330817,0.07676200755531574,0.8935779816513761,0.2480679498679508,0.20145656090509284,0.2291295162994776,0.1554864920141747,0.10996378228113823,0.05589569863216575,0.3146719293975645,51059
"Wake County, North Carolina, USA",0.5377854824963754,0.5574272105454294,0.5499849001067626,0.05518249311407927,0.06948082540280788,0.06414440611900821,0.2886241326323197,0.416660350185704,0.29471551718197625,0.10241081111142024,0.7952339904902257,0.10235519839835407,0.08031245384577529,0.6973759784695668,0.222311567684658,0.11650376535172614,0.087566421508252,0.15249234613083684,0.2132196396523201,0.24336664672555242,0.18685118063131237,0.3570321975439669,37183
"Mecklenburg County, North Carolina, USA",0.5569070666550391,0.5805003431498975,0.5616293280585395,0.06295385360598303,0.09081279446573844,0.06596454789859701,0.27742212013474005,0.4269228867067083,0.29565499315855165,0.10856157983263097,0.7309633075150026,0.16047511265236653,0.07159960367699693,0.6693042329498546,0.25909616337314845,0.17468005403815987,0.1045774752928844,0.14321390672877418,0.19939569314167102,0.22988591470664535,0.1482469560918652,0.43574967513235763,37119
"Fulton County, Georgia, USA",0.5830971651556232,0.6231330773960594,0.5650546770615782,0.09195876956461892,0.1382435832568277,0.07815746278079409,0.2490657290224164,0.41795714791089317,0.33297712306669036,0.17941693524758281,0.4960591854673315,0.3245238792850856,0.08469336965918321,0.5089592120084871,0.40634741833232957,0.25575510163290655,0.10088121490104683,0.13728009280833028,0.16464004585631756,0.22023145201400468,0.12121209278739407,0.46922511790693805,13121
"Collin County, Texas, USA",0.5127720875967328,0.5394580149933642,0.556030644166876,0.05492656134593745,0.0567536927634138,0.0659336146446135,0.28070023165713515,0.43702688410155777,0.28227288424130714,0.022311007362183548,0.7902451068414428,0.1874438857963736,0.01946341338653159,0.37277168214020723,0.6077649044732611,0.048475616644351,0.07743008191778723,0.15172714616955826,0.2269847492797497,0.2659068879949009,0.22947551799365287,0.3544784669903624,48085
"Montgomery County, Maryland, USA",0.4937223119470782,0.509009167650979,0.5134811163073391,0.043247132476022576,0.04973188743263921,0.02991744232620145,0.23046510214921112,0.42679143914632917,0.34274345870445977,0.07475471506278279,0.32372528087031716,0.6015200040669001,0.028372093023255815,0.13472194135490378,0.8369059656218404,0.3518069676263641,0.15085938881487387,0.1984773298334166,0.12029031120189868,0.1028315592640808,0.07573444325936589,0.3458433589729361,24031
"Pima County, Arizona, USA",0.5633581655708917,0.5835297047342396,0.5763466226311237,0.09151471307900168,0.11775254577399247,0.0931044833137774,0.2518797262974606,0.39837965794377683,0.34974061575876253,0.46473019246664377,0.4889125044279128,0.046357303105443386,0.1509801050187234,0.7773686742955168,0.07165122068575977,0.21355719609324741,0.19108886943455713,0.17680991286219117,0.17298706524740357,0.18141402552703223,0.06414293083556842,0.35845291904101295,04019
"Honolulu County, Hawaii, USA",0.4574712700516249,0.45303947066988287,0.4733426562514067,0.09199468185724245,0.07564242519788095,0.09319951943651078,0.20292196372603213,0.4031383527596334,0.39393968351433456,0.1301411933118901,0.44526801127317267,0.4245907954149373,0.05630834846104942,0.23364949265404916,0.7100421588849014,0.3497656474207108,0.24286096893990602,0.1245043773875939,0.11772611684378562,0.09729564975044035,0.06784723965756317,0.4156977288795815,15003
"Fresno County, California, USA",0.46290491547357393,0.4815673037309535,0.4976041017777565,0.055544708520444686,0.07965054891933494,0.06383404260047335,0.2268051184608981,0.3905275814975367,0.38266730004156524,0.37649155815220015,0.5581522008219049,0.06535624102589498,0.16756053009987948,0.7177529050561584,0.11468656484396218,0.3266569393389186,0.17634298042548519,0.13417471746669446,0.14781774038732973,0.1438535076327835,0.07115411474878847,0.45921232996523953,06019
"Westchester County, New York, USA",0.4971204944620961,0.5140630026958364,0.5043406324488443,0.055704956807897985,0.06330237363668981,0.03490998405505443,0.24159444107166578,0.39099374199774867,0.3674118169305855,0.1425514464805159,0.37045125923293415,0.48699729428655003,0.05877924689691975,0.2298923365375985,0.7113284165654816,0.7016577586456297,0.09187173434654822,0.07462303283481202,0.05166032767076878,0.05095420157558011,0.02923294492666106,0.38385487604244867,36119
"St. Louis County, Missouri, USA",0.5668520019782696,0.5723075153063426,0.5572328218672152,0.07551005264116535,0.07519200632330164,0.04573446347686723,0.2906470441279271,0.3884706283555194,0.3208823275165536,0.3503439439342472,0.5765433588317357,0.07311269723401716,0.1110820987155403,0.7764149054905527,0.11250299579390705,0.5366841095253098,0.1637432398454549,0.1174316613259448,0.09287498909004668,0.060721715721478525,0.028544284491765267,0.3118567892073659,29189
"Duval County, Florida, USA",0.5565431706967506,0.5875542867003828,0.5743838895193667,0.08106890097812441,0.11792212208808026,0.07857014953458234,0.22919156700894822,0.4362962193301948,0.3345122136608569,0.21131620842995286,0.7330431092383508,0.055640682331696376,0.12106754321717647,0.6679782141392365,0.21095424264358706,0.30055214164719224,0.12747556064521748,0.15876563366133056,0.1462942939365209,0.17746101222592006,0.08945135788381865,0.4278387190889519,12031
"Marion County, Indiana, USA",0.5885779629923954,0.616585018496413,0.6058289820809294,0.08910145657173588,0.12263542897122141,0.08988851157525857,0.24362356008503927,0.4163219805188879,0.3400544593960729,0.3601071784646062,0.5930957128614156,0.04679710867397802,0.14676941648769698,0.7779649359217301,0.07526564759057283,0.484677723679003,0.12741718745685635,0.11394490515329203,0.13033944168837253,0.09396312897495603,0.0496576130475201,0.44940854760715493,18097
"Capitol Planning Region, Connecticut, USA",0.5318514370266855,0.5302220838659681,0.5370181246521661,0.06153489472896149,0.06196191494571056,0.049634876627296376,0.2586933869433136,0.38484708916899135,0.3564595238876951,0.2741400009354881,0.6131555560175244,0.11270444304698761,0.08974219091042454,0.6190113407428407,0.29124646834673495,0.5680825830705378,0.1323766912903246,0.1264252541816509,0.07477406374087867,0.06367102652000302,0.03467038119660494,0.34695146673532046,09110
"Prince George's County, Maryland, USA",0.4761014167071182,0.4980689695035601,0.5150376260092238,0.04928380135349876,0.07146020199058761,0.05185126378152011,0.21867277783667857,0.43304761982433215,0.3482796023389893,0.09357277882797714,0.6331352957061848,0.27329192546583814,0.02272727272727273,0.3109032846715327,0.6663694426011946,0.4071914643839122,0.14559583891524186,0.13222453456008948,0.14546103055375312,0.1044933311988677,0.06503380038813573,0.37814124719147707,24033
"Pinellas County, Florida, USA",0.6372717958846111,0.6671195760343716,0.6467781232300429,0.14240721478752522,0.17284375422656792,0.13759994675053458,0.18866796909738906,0.43610597362824033,0.3752260572743707,0.18813793562399989,0.6721083034106407,0.13975376096535955,0.0555624321625812,0.6576569586613562,0.2867806091760627,0.3444072351405688,0.26120218362727027,0.19713609873918636,0.09794080912552539,0.0634328967010531,0.035880776666396,0.31350612252409193,12103
"Gwinnett County, Georgia, USA",0.4659222884977505,0.5106067536236456,0.4962789728828965,0.04193060471307136,0.07839281178998236,0.03499952303729848,0.20413488852405398,0.4135006680152669,0.3823644434606792,0.03512178882538978,0.9002940686900073,0.06458414248460291,0.0320530765354683,0.6842841946139636,0.2836627288505679,0.04644664235195093,0.10175466983547236,0.2257554207475539,0.2823553505399821,0.25107061326048324,0.09261730326455749,0.3311656085490439,13135
"Bergen County, New Jersey, USA",0.4864479088600354,0.5028728168447252,0.49892080309868997,0.04550848980080679,0.0472236254349171,0.026427621278649543,0.27891554347545566,0.3858817660264396,0.33520269049810475,0.11255535872453501,0.4912090345438461,0.39623560673161873,0.04160798262156554,0.2690792771717094,0.6893127402067251,0.6692477482775331,0.09175922912182118,0.08168836106332139,0.05850785948923532,0.05611732752749482,0.04267947452059434,0.35096106965245555,34003
"Erie County, New York, USA",0.5756127643940587,0.5830264298093587,0.5777078426877306,0.07903603032693088,0.08734621934807722,0.0839664730569886,0.2844146771156062,0.36797582163902604,0.3476095012453679,0.5039765163668632,0.4449261016486331,0.051097381984503594,0.2812313524518238,0.6395099863105053,0.07925866123767086,0.6847725098744576,0.09868508373265981,0.06672296137633701,0.06698612770203206,0.04451172348770907,0.03832159382680458,0.34818043784609864,36029
"Milwaukee County, Wisconsin, USA",0.58877869006059,0.5876127069633011,0.5778209807623144,0.07209694340645739,0.08232476800405739,0.055790805103387596,0.2780362121734449,0.38379888103813353,0.33816490678842165,0.42852107250356686,0.5012988179075485,0.0701801095888847,0.15520420658205247,0.735019935120717,0.10977585829723045,0.7069789780543065,0.10272502889285019,0.05557731762619593,0.055965449841523726,0.048542111473235304,0.030211114111888284,0.5072393460625366,55079
"DuPage County, Illinois, USA",0.5038014283485635,0.5164766472658816,0.5066461334058037,0.04582648251671599,0.05328469612980405,0.029701524561048003,0.2984536721064074,0.4158867452782385,0.2856595826153541,0.09759447976232323,0.6715330798964954,0.23087244034118137,0.03369450317124743,0.4847780126849888,0.4815274841437638,0.3171544141675154,0.23426708809661878,0.17296385899488304,0.15675107165316096,0.08160216609868795,0.037261400989133865,0.26785554931848,17043
"Shelby County, Tennessee, USA",0.5666930571351282,0.5821040207818984,0.5631963107555379,0.08881063478297815,0.11709851076675387,0.06741201558289849,0.22146154635297344,0.4008343877167177,0.3777040659303088,0.3613511638175734,0.6041443259950804,0.03450451018734626,0.18846497607823173,0.7191251467727523,0.09240987714901591,0.39416016492704625,0.16935471794180604,0.13511388651781264,0.14142843593852195,0.10858279547349114,0.051359999201321734,0.4443304316449431,47157
"Pierce County, Washington, USA",0.5067254458841625,0.544479938088067,0.5427653187079519,0.054597405343445614,0.07748844764676564,0.0583128612716763,0.2294747383770114,0.44620571953538907,0.3243195420875996,0.1359512675744292,0.6891327945839897,0.17491593784158097,0.04845227135617515,0.52703764449281,0.4245100841510148,0.2949419182865608,0.14286039426029207,0.13697076000718617,0.17195771312110758,0.1599070337389001,0.09336218058595318,0.3562851436132902,53053
"Kern County, California, USA",0.4614991584054353,0.48448638032618907,0.5130898075394094,0.06461265322813912,0.10250942046099454,0.09684847487999446,0.22520336121556267,0.40257846673317516,0.3722181720512623,0.5003337783711623,0.4412550066755667,0.05841121495327108,0.1849148418491477,0.7308515815085169,0.08423357664233536,0.29180147426703573,0.1606584169974317,0.16752276441746375,0.140865881725094,0.17566125212634578,0.06349021046662906,0.40730601918421516,06029
