longname,Housing Units per Adult,Housing Units per Adult (2010),Housing Units per Adult (2000),Vacancy %,Vacancy % (2010),Vacancy % (2000),Rent/Income < 20%,Rent/Income 20%-40%,Rent/Income > 40%,1BR Rent < $750 %,1BR Rent $750 - $1500 %,1BR Rent > $1500 %,2BR Rent < $750 %,2BR Rent $750 - $1500 %,2BR Rent > $1500 %,% units built pre-1970,% units built in 1970s,% units built in 1980s,% units built in 1990s,% units built in 2000s,% units built in 2010s+,Renter %,geoid
"Monterey County, California, USA",0.4380191010893113,0.456522883905239,0.45145511244919884,0.08219321221578244,0.092625568636498,0.06674264768168062,0.20402498396523194,0.41953607569882434,0.37643894033594366,0.11246873564490747,0.4513942665982663,0.43613699775682624,0.051476670405930285,0.33311876088665765,0.6154045687074121,0.4242117185754647,0.18496128629927105,0.1381337152463267,0.1260635316898774,0.08984458365809765,0.036785164530962325,0.48312265077638333,06053
"Sarasota County, Florida, USA",0.6757872585882755,0.7138902703362078,0.6676283224719923,0.20905484118265377,0.22999474237644585,0.1777457281361732,0.22981438785253439,0.38848133398542034,0.38170427816204533,0.1371531694112339,0.5678998420933905,0.2949469884953755,0.06507559286039342,0.5587298376902462,0.3761945694493604,0.1795620203834518,0.2097723500308721,0.19406778981468892,0.14433200490742415,0.18197162995453417,0.09029420490902872,0.241173042908784,12115
"Lucas County, Ohio, USA",0.5976480495474377,0.6034127149712378,0.5846486325359564,0.09117345791590677,0.11004638159357079,0.06802457491013843,0.30098023906904436,0.386877908109762,0.31214185282119367,0.7539929502855198,0.23684850323842335,0.009158546476056805,0.3708314749774763,0.5929554619874392,0.03621306303508449,0.5955938910571352,0.1410293054944988,0.08655595285649845,0.07821132939736573,0.06574256211547148,0.03286695907903036,0.38840427684849127,39095
"Berks County, Pennsylvania, USA",0.511574726216665,0.525888428565045,0.533033752533481,0.0541797751492463,0.06316913888956326,0.057275088233335554,0.29198015047222664,0.38171465160419715,0.3263051979235762,0.4621905161561056,0.49106168694922375,0.04674779689467057,0.17487765089722618,0.7338988580750413,0.09122349102773251,0.5169201107434044,0.12800738289355312,0.10565884683434881,0.11664501566513681,0.09909300917571352,0.033675634687843396,0.29052572392465564,42011
"Pinal County, Arizona, USA",0.5300658712976185,0.5746622233491506,0.6012358332219301,0.1509142102335929,0.2083682641335796,0.2419892778615016,0.2561066986362964,0.4485613667016321,0.29533193466207147,0.5687612208258528,0.38958707360861766,0.04165170556552957,0.3035326086956528,0.6362771739130427,0.060190217391304465,0.07713109849515974,0.07546779242342165,0.08919014349028524,0.15247586202481342,0.46096631542837574,0.14476878813794422,0.21908020391057648,04021
"Hillsborough County, New Hampshire, USA",0.5189733462620911,0.5412522095321336,0.5340454605457977,0.043782398177157504,0.06327352044443908,0.03619576981147202,0.261025802508011,0.4425880304517746,0.2963861670402143,0.2126509054325959,0.6439889336016091,0.143360160965795,0.06345969789022518,0.5486246931047404,0.38791560900503436,0.3909753748796275,0.15626862933920263,0.20403425505571526,0.1086806988581652,0.09654583390654324,0.043495207960746386,0.3371080824395528,33011
"Clackamas County, Oregon, USA",0.5136003433331117,0.5458286256294375,0.5474141726232881,0.055685342215056166,0.06856456517850297,0.06273669742210004,0.21373871299577085,0.41122413990170237,0.3750371471025267,0.14224533496482133,0.6098705006627915,0.2478841643723872,0.05348591016786825,0.5313303422896601,0.41518374754247145,0.25667325437323446,0.2020948142357536,0.1370514175594555,0.18518406316553038,0.13370426612932867,0.0852921845366973,0.28582978696734057,41005
"Loudoun County, Virginia, USA",0.4692104194120503,0.5043688357917161,0.521889962200756,0.03260410507644227,0.04389958495602728,0.03585971576185801,0.28515476522034605,0.4228579469384731,0.2919872878411809,0.053241501640442335,0.2747446305748683,0.6720138677846894,0.028075253256150554,0.16372407139411488,0.8082006753497346,0.08775658977777885,0.06227096997485418,0.10890930325787532,0.23093916486955002,0.2991373973312984,0.21098657478864322,0.224440479914138,51107
"Cameron County, Texas, USA",0.5137343278422614,0.5200051512252557,0.5376827136239929,0.14419829449138835,0.15440786261648518,0.18488380862992232,0.2658641774361367,0.3799023403208263,0.354233482243037,0.7165877299687868,0.2679525267558179,0.015459743275395309,0.4729876335822781,0.517834037499467,0.009178328918254755,0.15732199974916047,0.16020800818400904,0.1791404214954923,0.17003482154016558,0.22168500242685163,0.11160974660432085,0.34829658168642647,48061
"Richland County, South Carolina, USA",0.5568109294890391,0.5438809769962047,0.5337148452284958,0.09169431572020072,0.10099934367763427,0.07421625079974409,0.22852015870141323,0.3741007194244611,0.39737912187412555,0.2732004163664029,0.6989350628553123,0.027864520778284847,0.2000173814800332,0.7258940598791985,0.07408855864076827,0.26232743804402014,0.1419526528801906,0.12573044297832192,0.16154016743360874,0.1939845872373462,0.11446471142651234,0.4093839519194159,45079
"Mobile County, Alabama, USA",0.5760680655980008,0.5747196276784848,0.5688088266233475,0.11049081055223661,0.10904039949613101,0.08944888764923813,0.25921180074637257,0.3765256207162941,0.3642625785373334,0.5633560546036273,0.4240938204999489,0.012550124896423688,0.29242246180573284,0.6846865259823209,0.022891012211946202,0.3199027012316162,0.19847556773087213,0.1580070306570452,0.1358802866025315,0.12758353140719594,0.06015088237073893,0.36463766005223114,01097
"Charleston County, South Carolina, USA",0.6152417490591702,0.6111907764366781,0.5942516699460382,0.1401315561195406,0.14930203494541253,0.12201308805661544,0.21929244125598502,0.40274303296375125,0.3779645257802637,0.13711387038158665,0.6895820714718353,0.17330405814657804,0.0936533373085379,0.5621808966571017,0.3441657660343604,0.25588278723193064,0.12875520281249525,0.1442140192967126,0.15450969606910903,0.16591954769843256,0.15071874689132,0.3743942165176285,45019
"Waukesha County, Wisconsin, USA",0.5410207012724981,0.5430811163161432,0.5274802154485,0.04435111444155935,0.05057961640836837,0.035717851081732484,0.32761600502775706,0.3737561537655811,0.2986278412066617,0.24905971929180834,0.6294835336207685,0.12145674708742321,0.04310255075481518,0.7288912024986989,0.22800624674648595,0.32201327045276285,0.16878283968965432,0.11800638947725672,0.1983722046037005,0.1273858144243033,0.0654394813523223,0.23901401843536926,55133
"Genesee County, Michigan, USA",0.5793408861412622,0.6017806403914652,0.5799898906931193,0.08713849381758178,0.11917540800124939,0.0749768505909908,0.2585049189104774,0.3739710442367335,0.36752403685278917,0.6819168173598554,0.27359855334538874,0.04448462929475597,0.322227979274612,0.6448186528497404,0.03295336787564765,0.5263226535669255,0.16464700256488313,0.07027344259444454,0.11908772768769282,0.09673738208059807,0.022931791505455816,0.29504866438252375,26049
"St. Charles County, Missouri, USA",0.518567882633597,0.5265315273236805,0.5228903712153148,0.03893193275224118,0.04711417683251368,0.03575730558743467,0.3407240985599068,0.4228205222643723,0.23645537917572093,0.26863029132464195,0.6507323354257202,0.08063737324963792,0.11447260834014739,0.7678659035159441,0.11766148814390856,0.13966501450601188,0.12735213579883334,0.16806296173295213,0.2103904404438901,0.2254290709259406,0.129100376592372,0.1884320075213492,29183
"Placer County, California, USA",0.5497657425179725,0.5774586382225733,0.5846660935934429,0.11665437054507642,0.12786706297017203,0.1255056937368894,0.20534856410803895,0.4472883527276604,0.3473630831643007,0.15722203370659438,0.4611469290804209,0.3816310372129848,0.034366197183098614,0.3552816901408459,0.6103521126760554,0.15651346844836855,0.13881778257908456,0.15813390949014816,0.19396561846833077,0.26127263333411677,0.09129658767995107,0.26622760730459344,06061
"Orange County, New York, USA",0.49070340090142767,0.5044879994396912,0.5061806381292112,0.07578862796097202,0.07988630468299028,0.06373520607499124,0.20639377624359206,0.39122594605734307,0.40238027769906487,0.16698919529108205,0.6938397032736656,0.1391711014352523,0.0456075910621366,0.4778083868992967,0.47658402203856665,0.46166073985761874,0.12610742255750437,0.1255729819729083,0.11012216763619649,0.11893358547966058,0.05760310249611141,0.3111529199277548,36071
"Manatee County, Florida, USA",0.6322110748148534,0.6724069382186708,0.6589993837510928,0.18450273848552792,0.21319258460575286,0.18486542127887842,0.20593948747971,0.41475292051411633,0.37930759200617364,0.21594333936106083,0.6445147679324893,0.13954189270644993,0.0693470374848853,0.6660822249093098,0.26457073760580485,0.17705346144370465,0.17618625277161884,0.17380635624537985,0.14107415619610775,0.18800197092880072,0.1438778024143881,0.25405429621001674,12081
"Pulaski County, Arkansas, USA",0.614920956915543,0.6036894908020857,0.5957886869524035,0.10429383398295915,0.09486046577919671,0.08122962272938984,0.27484982611444714,0.4052481821055965,0.3199019917799564,0.4508020714917267,0.5248831628141972,0.024314765694076076,0.262398522565503,0.692278096264092,0.045323381170405054,0.3242810573199277,0.19197869721193417,0.13996861642829564,0.12669135789423644,0.12170908380047621,0.09537118734512981,0.415696703643661,05119
"Butler County, Ohio, USA",0.5140028487170742,0.5380145612392296,0.5264620452406452,0.05579949131263457,0.08282007865782497,0.05158928915430553,0.31744449704731764,0.3646624971968209,0.31789300575586144,0.44676304211187934,0.5076052796983029,0.04563167818981767,0.18777845003025165,0.746328584786315,0.0658929651834332,0.36485112374198203,0.17441466339886377,0.11644808885644274,0.15316525003910963,0.1393987589299679,0.05172211503363396,0.30409221659982755,39017
"Osceola County, Florida, USA",0.5191561232438822,0.6215394237122294,0.5709035439916538,0.15559493703634236,0.26477700597247467,0.15416776265695734,0.1534818703106724,0.4050437908310282,0.4414743388582993,0.1121906507791018,0.7904674610449131,0.09734188817598528,0.07176998308699171,0.6807853518641078,0.24744466504890056,0.05000431701501662,0.06721924458878742,0.1688617027635532,0.22034708800733152,0.3151487377712256,0.1784189098540856,0.3399542467046726,12097
"Madison County, Alabama, USA",0.5582209684260364,0.5726600840517156,0.584003923987315,0.07088037978784184,0.0787355260548112,0.0856437207909924,0.31961509992598164,0.3990271756370929,0.2813577244369255,0.4622717870312083,0.5063404982462447,0.03138771472254694,0.24433427762039733,0.70380257136631,0.051863151013292766,0.24391304606842623,0.10265163023728265,0.1645488177577615,0.16999982127857285,0.18263542616124287,0.1362512584967139,0.32597805572438326,01089
"Mercer County, New Jersey, USA",0.4937834786261947,0.504833823005541,0.5002009593461121,0.0736562927905771,0.06973283402733141,0.05592310291743326,0.25782937365010855,0.3974082073434125,0.3447624190064791,0.23633791950623667,0.6172688697441167,0.14639321074964667,0.09890350877192991,0.42044956140350875,0.4806469298245612,0.5712662044620351,0.11181162375562431,0.11771509563891876,0.08277563463994174,0.07615679300408519,0.04027464849939499,0.3698382367956588,34021
"Allen County, Indiana, USA",0.5654293304735675,0.5865382020349229,0.5786292507649085,0.0661173819068556,0.09386647034463719,0.0725225484828401,0.31920916958202883,0.3982001473025217,0.28259068311544944,0.5941283532483972,0.3831605602595557,0.022711086492047165,0.3078718946423228,0.6593235558216101,0.0328045495360671,0.4239523334180698,0.15747084389938348,0.10461475506395414,0.1413071109264851,0.1129973277449515,0.05965762894715595,0.3065221601191318,18003
"Orleans Parish, Louisiana, USA",0.6329181308704228,0.6977687776685612,0.6049664195279031,0.14809310773644588,0.2471481681548092,0.12410433455547078,0.20236788673654132,0.34216374910827063,0.45546836415518804,0.292212577792337,0.6118981329839485,0.09588928922371455,0.13249054349990053,0.6515694472095028,0.2159400092905966,0.6376696177395322,0.1392158282310115,0.0760539053450273,0.03298237630316071,0.06927953830878754,0.044798734072480785,0.5195739082676616,22071
"Lake County, Florida, USA",0.5681338095786765,0.6144104710706925,0.6122853958965252,0.11647231141907498,0.16108037072900816,0.139507722853222,0.19808601406664453,0.4743168453822211,0.3275971405511344,0.27282459091604166,0.6476525462608969,0.07952286282306151,0.17582763230321638,0.5815050719509317,0.24266729574585186,0.13809348291828982,0.11455573728950239,0.15779561842014347,0.19989518302656187,0.24966596788684153,0.1399940104586608,0.24656251045465102,12069
"Lane County, Oregon, USA",0.5301345872264951,0.5529490188847836,0.5574143571012864,0.05791738123175979,0.06399651161299424,0.06065799232414295,0.21481690047534685,0.40937774318035014,0.37580535634430295,0.37028336514462007,0.5483776244310666,0.08133901042431345,0.12243425272610628,0.7449887748556769,0.13257697241821673,0.35833267784426776,0.21710402914001944,0.0939971319832275,0.15239213171094743,0.11654797272358684,0.06162605659795122,0.40593448400908394,41039
"Forsyth County, North Carolina, USA",0.5721981599053051,0.5911508694947393,0.5713328609160601,0.07954371819132806,0.09980613975792978,0.06901347044320164,0.2810595181732126,0.37798894395562205,0.3409515378711654,0.5289431833434343,0.4455962922138929,0.02546052444267285,0.289802571396274,0.6633932455648681,0.046804183038857854,0.3104588998926077,0.16807701983199133,0.14508593027612873,0.15229787556566007,0.14509168609578302,0.07898858833782908,0.3789579017060921,37067
"Marion County, Florida, USA",0.5746975097046605,0.6124614883557259,0.6016325688141024,0.11525743177662912,0.15814920081904588,0.12800803777098888,0.24648041204932042,0.4186046511627915,0.33491493678788803,0.4169034090909095,0.5059185606060601,0.07717803030303037,0.24457621206836289,0.7081269619811665,0.047296825950470564,0.12075037324914818,0.1436353897176984,0.2202625850495188,0.19484745221841124,0.26113764060950717,0.059366559155716196,0.23850079533404264,12083
"Collier County, Florida, USA",0.7290258303290021,0.7613880433271011,0.7166382765282254,0.30842177651433855,0.3243091035469485,0.2867230757503309,0.20432852700519957,0.394751132523898,0.4009203404709024,0.15558650981835104,0.5420046699688804,0.3024088202127686,0.0613069899066559,0.5517794637848177,0.3869135463085263,0.055387108451342766,0.11739156893768293,0.2099090867886184,0.2541914284485371,0.24149043426715797,0.1216303731066607,0.2626077857614462,12021
"Stark County, Ohio, USA",0.5651935069294911,0.5697548342541436,0.5523347679660474,0.06831858407079645,0.0843146405173302,0.055029563178551406,0.33046598080747136,0.38670355321171995,0.28283046598080874,0.7908274956217164,0.18027583187390522,0.02889667250437833,0.4018687040731914,0.5840673512093041,0.014063944717504467,0.5658322438257917,0.15443019755070675,0.08227081359225627,0.09397752215998342,0.07373067373547149,0.029758549135790482,0.31986194034683424,39151
"Lehigh County, Pennsylvania, USA",0.5130285851302516,0.5343212763804406,0.5427656931078776,0.045803259643055066,0.06020369513067632,0.053919628793345595,0.22883701278124088,0.41333051653110914,0.35783247068764995,0.2605294825511443,0.681842492311805,0.05762802513705054,0.07775621361046839,0.6874726100294223,0.23477117636010944,0.5292130312374289,0.13222281807212843,0.10389462394422963,0.08805469902131673,0.10522187960852689,0.04139294811636943,0.3529677305589843,42077
"Washtenaw County, Michigan, USA",0.5160709761690899,0.540694478041915,0.5208042701514664,0.057551434163633,0.07001667547891162,0.04358277751491934,0.2553353375644881,0.3585161266377162,0.3861485357977957,0.15788499506416598,0.6961377097729513,0.14597729516288274,0.09102990033222601,0.5678405315614623,0.34112956810631173,0.38145414200234745,0.15972859094319783,0.11175101169136822,0.17031687905237688,0.12771360957371095,0.04903576673699868,0.38602391629297533,26161
"Brazoria County, Texas, USA",0.5123057745825603,0.522081677225963,0.523799870256244,0.09851464139199322,0.09734430838541402,0.0938706003339489,0.3003821621732563,0.40161985960447066,0.297997978222273,0.12072649572649588,0.7794396961063627,0.09983380816714155,0.13042548350785937,0.6328041453390927,0.23677037115304791,0.16880667674273317,0.1349791994550069,0.144787121646813,0.16443081077607366,0.21655077480122825,0.17044541657814496,0.26416740414269874,48039
"Bell County, Texas, USA",0.5422485789765692,0.5644440242568307,0.5478781862658205,0.0807358720693861,0.09043198060234814,0.07780078512574953,0.25384141511924607,0.4357828038370156,0.3103757810437383,0.5306550059214722,0.44811879384166897,0.021226200236858915,0.2476055895745012,0.7244988747579425,0.027895535667556322,0.15263561748948384,0.16028829421356183,0.1455584330168125,0.15243008454255233,0.2099793096833423,0.17910826105424726,0.45885147301076384,48027
"Hamilton County, Tennessee, USA",0.5605375898286346,0.5723814865909677,0.5694287611386715,0.08317821525868764,0.09496503866935056,0.07574902333595758,0.29185537454171095,0.3904086012352271,0.3177360242230619,0.37481797751880297,0.5852449691244412,0.03993705335675585,0.27844911422005825,0.6530291762532553,0.0685217095266865,0.3671995004048196,0.15217574055312147,0.12759469451941247,0.12244627483383139,0.13385137240533246,0.09673241728348282,0.36633482455555794,47065
"Chesterfield County, Virginia, USA",0.500774499644344,0.5242728416296563,0.5237993092944937,0.03755831308448277,0.0559200861815689,0.03996887669437733,0.25970998594494565,0.4489732953961125,0.2913167186589419,0.18538647342995154,0.7282608695652176,0.08635265700483079,0.06341236634123655,0.7080427708042771,0.2285448628544863,0.13093036008042408,0.16801316029976232,0.22960336318771707,0.1682398099067809,0.1892012429172,0.11401206360811562,0.23378759040730818,51041
"Anoka County, Minnesota, USA",0.5004859403671388,0.5174194180864579,0.5100935964543793,0.029961379890008768,0.0429774770863102,0.015212080834998889,0.26797095603065724,0.43775716014522037,0.29427188382412234,0.18861945439515077,0.7554422705979602,0.055938275006889075,0.06407905460472713,0.7257538712306433,0.21016707416462968,0.2640466687135408,0.15667353831308348,0.16775589572642036,0.18573183034343613,0.15163676769448978,0.07415529920902947,0.19506785657707093,27003
"Davis County, Utah, USA",0.4676277680368855,0.48482603637376076,0.47777713279541806,0.03180113873073184,0.04074244987950572,0.038730493007181815,0.29869469401593457,0.44677063909137066,0.25453466689269477,0.19078575466365189,0.7252685132843414,0.08394573205200676,0.11313088109495295,0.7474337040205301,0.13943541488451688,0.18073602588222873,0.1542647653543863,0.13834332635872917,0.17500395618307463,0.21467128514409295,0.13698064107748836,0.2250520932856535,49011
"Larimer County, Colorado, USA",0.5466676804927194,0.5595250729073366,0.5469570614220373,0.08814622334338587,0.08735367084190002,0.07350795724352312,0.18525972375222413,0.4308321328700969,0.38390814337767887,0.17018766756032216,0.5996782841823051,0.23013404825737277,0.04992513810728477,0.576591460581341,0.3734834013113742,0.17238992501442044,0.17930526180862602,0.12432224572197648,0.19064282509773764,0.18054220342241917,0.15279753893482048,0.3448418384216911,08069
"Douglas County, Colorado, USA",0.5098456425794907,0.5381324545358347,0.5263573560342176,0.042500479273274244,0.04472161357379628,0.037763563136697466,0.21588571855951544,0.48442466624284836,0.29968961519763626,0.021348045094746936,0.34324778124250366,0.6354041736627494,0.018845826235093687,0.19165247018739345,0.7895017035775129,0.02589817309216039,0.05347157766056195,0.11617202061591166,0.31726771255442593,0.30552600004527664,0.1816645160316633,0.21608649088109055,08035
"Westmoreland County, Pennsylvania, USA",0.5786322277663634,0.5740533112741244,0.5573372408011694,0.08888278858261373,0.08512120616659818,0.06914619214250642,0.3322654292431454,0.3847707548943653,0.2829638158624893,0.805490382388481,0.18320788740374475,0.011301730207774219,0.43243226247907424,0.543272517549846,0.024295219971079796,0.5796118422116614,0.14162409952263244,0.08501231928200786,0.09164001954290972,0.06976783824131169,0.032343881199476975,0.22105352117344007,42129
"Nueces County, Texas, USA",0.559705223396967,0.5593233121504527,0.5476191537244591,0.13552997221119492,0.11599437947087544,0.10243076747800754,0.2500891942643123,0.4175598473172576,0.3323509584184302,0.26958705209744044,0.6856058402761175,0.04480710762644213,0.14389125821393325,0.7364013134003953,0.1197074283856714,0.3490097508616962,0.1467931099141703,0.1708803057852702,0.10796148922155659,0.1197744383931219,0.10558090582418489,0.4108589305145652,48355
"Horry County, South Carolina, USA",0.699798677615295,0.8518904290490428,0.7846667916211553,0.2605135985891556,0.387413007286919,0.3261123832430028,0.23586501931488044,0.4198512275324826,0.34428375315263693,0.3359497645211929,0.6475667189952906,0.016483516483516467,0.2065200557534463,0.7381136750813063,0.05536626916524721,0.08068093683154932,0.09517011070657577,0.22228754069368004,0.1999387433494555,0.25339999110790623,0.14852267731083305,0.25783565734831865,45051
"Galveston County, Texas, USA",0.5835288131661747,0.6072370362174523,0.6078391784305273,0.14900751416920985,0.17356909130939818,0.14924770180982477,0.27446909189303814,0.38267252704679594,0.3428583810601659,0.2115089805497163,0.7362191592749492,0.05227186017533447,0.09695607198630884,0.6727379324234691,0.23030599559022202,0.2423150152602261,0.1547541311757579,0.14862137478123635,0.1278262609503832,0.1938332609166944,0.13264995691570217,0.32120148358685224,48167
"Hamilton County, Indiana, USA",0.5332135310728885,0.5567575183555896,0.5488895389748496,0.048730806550771444,0.06426911108611705,0.05027152384656382,0.33805539932508555,0.44294853768278925,0.2189960629921251,0.09753566796368336,0.8219195849546046,0.08054474708171197,0.04956597222222215,0.7473958333333335,0.20303819444444443,0.10979902521210695,0.08878392201696844,0.0961023527288044,0.21944009868223135,0.2719778566700766,0.21389674468981232,0.23442878508518544,18057
"Marion County, Oregon, USA",0.48913763311537556,0.5209246780570034,0.5224229769051555,0.04628959592894325,0.06516647493565286,0.059528876223608,0.2289175337785372,0.42863798726510355,0.34244447895635927,0.2879766110366675,0.6678036301620167,0.04421975880131574,0.07690965405924195,0.8440867251232386,0.07900362081751938,0.31835012486007114,0.23395411098846802,0.09637318678910045,0.17212684843787904,0.11844093218415122,0.06075479674033009,0.3881055377604614,41047
"Somerset County, New Jersey, USA",0.48608590441621297,0.5073681867459202,0.5056322830273013,0.047232382715862005,0.04332742960206685,0.026903467180984526,0.24111223409294355,0.44229882042063073,0.31658894548642574,0.08844392938620887,0.45997183347451237,0.45158423713927887,0.02810170440837912,0.21616126838340063,0.7557370272082202,0.38517973095557495,0.09958989682359748,0.19652044876341007,0.1728268129556627,0.09234317425145933,0.053539936250295475,0.24474025067624525,34035
"San Juan Municipio, Puerto Rico, USA",0.6704669686084648,0.6453478972249708,0.5573174346578494,0.1855734140849445,0.17210728583668622,0.10217353160503576,0.22354188532132305,0.36691381121205496,0.409544303466622,0.8550946731910818,0.13912250368846893,0.005782823120449279,0.7819824199164123,0.1965489825928451,0.0214685974907427,0.5978123746876838,0.1755899123719385,0.09380105077177066,0.07174240349308607,0.052051488647325374,0.009002770028195476,0.45611433145699337,72127
"Rutherford County, Tennessee, USA",0.5134339805749258,0.5308838092094404,0.5271969651711572,0.05143057482127342,0.06510123188124199,0.05885435848041021,0.2530953285225979,0.4665653880238005,0.28033928345360154,0.23482276246095327,0.7043324731766945,0.06084476436235229,0.09004651162790707,0.8035348837209301,0.10641860465116289,0.11521119055991892,0.09715156488102226,0.1328410112140037,0.2055327628648452,0.25933653733442735,0.18992693314578254,0.3486696649993699,47149
"Rockland County, New York, USA",0.4511932397000618,0.4642767901763404,0.4599673558742475,0.047377577081097084,0.04617011052378664,0.024144720908928177,0.20417268496228577,0.3706307173808372,0.42519659765687695,0.19172314643664018,0.39597453275826666,0.4123023208050932,0.07387057387057398,0.2904965404965408,0.6356328856328852,0.5021678782645833,0.1818325302435266,0.10511656407542548,0.0893797175723476,0.07597322415025669,0.045530085693860425,0.31912373606366456,36087
"Cumberland County, North Carolina, USA",0.5585525049021342,0.5788319295395271,0.5419649113165813,0.09280221751640977,0.09566932332715333,0.09283106874873251,0.24560274560274553,0.40252752752752885,0.35186972686972573,0.46595479129108314,0.5237831091388157,0.010262099570101244,0.261308411214953,0.7164953271028038,0.022196261682243056,0.21132906774428883,0.18871723634730886,0.15552562159735034,0.19076584161194357,0.16111017567491756,0.0925520570241907,0.48294955176656734,37051
"Henrico County, Virginia, USA",0.5434675996184783,0.5708289611752361,0.5696379957697018,0.04622063692819281,0.061392538572806174,0.039423307542661205,0.24983382870445603,0.4207509808940985,0.3294151904014454,0.08198411879962883,0.8162318242755491,0.10178405692482217,0.05822618498304812,0.7421474128422771,0.19962640217467476,0.28914654208033924,0.14925823358510645,0.17003324046377732,0.18003027868323618,0.14277184937359005,0.06875985581395076,0.3557953456577713,51087
"Howard County, Maryland, USA",0.4905788098878695,0.514341802364173,0.5205491744436468,0.03588415772471226,0.04126051420046313,0.029865540424064817,0.26118126808734543,0.4405748487240198,0.2982438831886348,0.08771722425818657,0.3609173661189264,0.5513654096228869,0.034457478005865114,0.13533724340175954,0.8302052785923754,0.1372823383084579,0.17637143231212327,0.23266889238020413,0.1975729903116002,0.12908320240900747,0.12702114427860706,0.2706608944652949,24027
"Boulder County, Colorado, USA",0.5236934187016081,0.5473765492012959,0.5332953408073252,0.05844262003767282,0.05980817880194501,0.04331935452006573,0.21162785761287256,0.3761754155080554,0.41219672687907205,0.10825948837986961,0.5033439224210001,0.38839658919913034,0.041222346013051005,0.2849488036500604,0.6738288503368886,0.23134628361401874,0.19733385019597707,0.1641900331653523,0.1939168138289474,0.1169329945011557,0.09628002469454873,0.3734216141107513,08013
"St. Lucie County, Florida, USA",0.5604741014859275,0.6346970048757836,0.6116772609558403,0.12751319171965905,0.2075693946532828,0.15652938912409964,0.1760857713974201,0.44666545520625106,0.37724877339632884,0.3054854981084486,0.6185372005044139,0.07597730138713754,0.12822869749057822,0.6490486257928118,0.22272267671661003,0.10545808032749865,0.12252442205138371,0.23663547307242078,0.1717518842802079,0.2824743114932539,0.08115582877523494,0.2414761101926566,12111
"Weld County, Colorado, USA",0.49564145825062855,0.5270523615313775,0.5090334758657884,0.04950858515910494,0.07070423414147087,0.043484183441804145,0.23530769377148955,0.41621390547595893,0.3484784007525515,0.40871418422922057,0.5155103007340758,0.07577551503670385,0.0999712807398357,0.6772526590618958,0.22277606019826854,0.19162489667029603,0.14629907205543422,0.07165993835080428,0.15448144241370698,0.2665654902460854,0.16936916026367302,0.2520918744715256,08123
"Spartanburg County, South Carolina, USA",0.5434416862421434,0.5697630040585322,0.5600812957026421,0.08150792955401735,0.10759943471903412,0.0858647263476862,0.27533053298962773,0.39666670390949144,0.32800276310088083,0.514155470249521,0.4448176583493274,0.04102687140115158,0.3252721985169496,0.6531159092035772,0.021611892279473324,0.2701309975316373,0.14517900960357427,0.12658115848611529,0.17081069451346217,0.16309273064459015,0.12420540922062077,0.2767920700520603,45083
"Greater Bridgeport Planning Region, Connecticut, USA",0.49833201458443505,0.5125259388178592,0.5182651126403861,0.06302510951001747,0.07076388095276966,0.049386822221085126,0.191279887482419,0.3839401989894261,0.4247799135281548,0.33662342545591295,0.5084602368866322,0.15491633765745474,0.13366336633663364,0.4940733509970713,0.37226328266629505,0.6819058486957352,0.1151336408492585,0.09182886256609736,0.05225092013693585,0.037086741991996054,0.021793985759976892,0.35089466664357083,09120
"Luzerne County, Pennsylvania, USA",0.5739155283762931,0.5799228492671461,0.5732880162126361,0.10700604805247399,0.1117342507624671,0.09604715192938279,0.3432515019680961,0.36363165527242625,0.2931168427594776,0.726166733147188,0.2557838053450337,0.01804946150777826,0.3603660962992442,0.600477516912057,0.03915638678869876,0.6127388788883208,0.1537061515672846,0.07733133174357466,0.07544487767939585,0.0607517917992388,0.02002696832218515,0.32441697832101857,42079
"Durham County, North Carolina, USA",0.5568971163292431,0.5797732207478891,0.5544658005438445,0.06852252838098664,0.09003978095507581,0.06717106090455631,0.22943412088200785,0.46704730546263434,0.3035185736553577,0.2103251675960152,0.6762734164526033,0.11340141595138148,0.11344642118328525,0.6891187422424493,0.19743483657426547,0.23149769050682334,0.11487004267465326,0.14690766948586503,0.1691237986768747,0.1766604095923061,0.16094038906347774,0.4469200524246393,37063
"Lancaster County, Nebraska, USA",0.5446149514289736,0.5505316483376309,0.5440894585376809,0.056065999970456595,0.06183127146344491,0.04786268994845114,0.29309752400202194,0.41604850934815524,0.2908539666498227,0.47498201321211353,0.48243835437242427,0.042579632415462206,0.22792880093844042,0.7109195695414903,0.061151629520069396,0.3564903810332758,0.1558630247217125,0.1018448149969451,0.14379274889355784,0.13670704993517832,0.10530198041933045,0.40374095089023687,31109
"Fayette County, Kentucky, USA",0.5742015591600654,0.5795042243856414,0.5666824406402607,0.07942134508526538,0.0894000281225254,0.06775254394875944,0.26336517368248286,0.41300329918988504,0.323631527127632,0.4050025920165885,0.5671980300673928,0.02779937791601869,0.1917368087609742,0.7699339306724586,0.03832926056656716,0.3235395473216996,0.15239985664268133,0.13174399691230418,0.164723072257602,0.14185482314669312,0.08573870371901986,0.45871607476774795,21067
