longname,"Agriculture, forestry, fishing and hunting %","Mining, quarrying, and oil and gas extraction %",Accommodation and food services %,"Arts, entertainment, and recreation %",Construction %,Educational services %,Health care and social assistance %,Finance and insurance %,Real estate and rental and leasing %,Information %,Manufacturing %,"Other services, except public administration %",Administrative and support and waste management services %,Management of companies and enterprises %,"Professional, scientific, and technical services %",Public administration %,Retail trade %,Transportation and warehousing %,Utilities %,Wholesale trade %
"California, USA",0.01993174004416836,0.0012144276236426958,0.07250875170268187,0.025751852976229755,0.06615826629352874,0.08666443521364936,0.12697448172855744,0.03761398451096449,0.021698360027563642,0.02889220760445759,0.08978136887938966,0.04964843075217825,0.04584654690028383,0.0013121793745395995,0.09272945510629768,0.0462870271455753,0.10278135581578761,0.0498177861146641,0.0075403724812749835,0.02684696970456496
"Texas, USA",0.007864455367423076,0.01963626654455275,0.07304808279082628,0.014675985384760941,0.08693694389347807,0.09586535985425229,0.12080673347029267,0.04787851618848477,0.020436610795301884,0.01641240994085675,0.08520463859799332,0.049886079234075606,0.044408111579883766,0.0018796987296868853,0.07310690610231353,0.041339539414379435,0.1110652922103035,0.053366503544611116,0.00913152677434242,0.027050339582180855
"Florida, USA",0.007638557646153851,0.000721004663544244,0.08558673728323338,0.029167046564113213,0.08045286944740886,0.07571661765419878,0.1354447854565359,0.04988531164584688,0.028263010419560017,0.01683945620204397,0.05141427637929827,0.052064235822732965,0.05877482108505055,0.001299701756901441,0.07508542461787637,0.043193701840158784,0.12288789100641768,0.05232915664663004,0.007590429261579267,0.025644964600715487
"New York, USA",0.004875430080119701,0.0006059192723864013,0.0632320005634341,0.024264389550173203,0.057684908786845936,0.11421922949465858,0.1722952553077269,0.057802079105603525,0.02287287720002977,0.027967625681439772,0.058821089762710124,0.046867731693175374,0.037123757490572395,0.0011268982781298695,0.08647112566714588,0.04739255088394303,0.09835104143041389,0.05014563153670146,0.006432659235853416,0.021447798978936863
"Pennsylvania, USA",0.008585372546923325,0.003703029504296048,0.06013875092240865,0.018129914710282732,0.05997688016867482,0.09517045003620848,0.16710658276969748,0.05084433028829199,0.015026599897515366,0.015980593823361224,0.11656891762188022,0.04687837171101114,0.03675337055260002,0.0015162320324316246,0.06980199211861626,0.04004438539187129,0.10935718766694161,0.04964242581640887,0.008961136002445256,0.025813476418133616
"Illinois, USA",0.008529919446131913,0.0016004758769385145,0.06660252024261408,0.019768230749442683,0.05441312247783924,0.09496465912935181,0.1390914686453946,0.056690094347973334,0.01709794379862452,0.017352972188505896,0.11733596707077545,0.04605281284109019,0.04027692873760004,0.0018436946591837565,0.08094810080364874,0.03750965582023692,0.1037537699585806,0.06043016495154421,0.00694985007504539,0.028787648179478067
"Ohio, USA",0.007216190173882896,0.002211449544000338,0.07058824535016399,0.016821479468241942,0.057458444763454616,0.08484540024380356,0.15669009760139554,0.050508800695481866,0.014908046045216623,0.014666645102771417,0.15021834361489916,0.04307750292411197,0.03751861341016174,0.0015730178073054284,0.05989307253981537,0.03913467195716689,0.11173077138948379,0.047534046110388604,0.008151103830795807,0.025254057427458315
"Georgia, USA",0.009177360356747004,0.0011585823009785776,0.0736567990639268,0.016158072214156608,0.06720325535095058,0.09263392607167734,0.11742942740622046,0.042893042276889747,0.02020260991810081,0.022619864857034763,0.10399911800298021,0.04626523722184475,0.04867518847841223,0.0016626278049720286,0.07954525927655033,0.047689295813446116,0.11220920759940549,0.0608742535422124,0.008683267839949944,0.02726360460354386
"North Carolina, USA",0.010112280874222605,0.0013202073315402474,0.07283859724412964,0.01760595710824982,0.07213964144905292,0.0896283872502443,0.13739342909057595,0.04947625678944007,0.018770225331496453,0.016572624596415456,0.12069665398652918,0.04891560892982915,0.041819528829565855,0.0011056127620626003,0.07217827422219789,0.041135635129146614,0.11433647701187882,0.041273274405387014,0.008297748637986425,0.024383579020048913
"Michigan, USA",0.009722984701510184,0.001188428630758697,0.07170597170114024,0.017883530775862123,0.05611061363269401,0.08513716560909983,0.1478396262511033,0.04143093655047283,0.015235552805654822,0.01271238249953095,0.18684667812681616,0.045293661012080495,0.03740038939853212,0.0013977614321423833,0.05907200311091257,0.03445363779003829,0.10791079557942906,0.03774622378773304,0.00782881105565907,0.023082845548829656
"New Jersey, USA",0.0027736046356124323,0.000485542620127063,0.05430024511148752,0.02042144446296139,0.06045018241011861,0.10310121520448437,0.13774668054643704,0.06669490761706245,0.0190258396180936,0.026079550826084152,0.08126448508865362,0.04250834709843869,0.03958342439823161,0.0015964822661171626,0.0969343333391725,0.043975313094820105,0.10713206457117029,0.05684674063697939,0.0074811154878492835,0.031598480966098956
"Virginia, USA",0.006744540064649055,0.001627908315069068,0.06635145541223544,0.018499005313252683,0.06523250663152366,0.09814692103181923,0.12361059123054105,0.04523817748641124,0.01887053083705472,0.018377308436319597,0.0702892001473954,0.05240473287383744,0.04167907280414205,0.0011633624486567025,0.1196475638674988,0.0894322693857597,0.09879073472254628,0.03908309139198116,0.0075136256344520164,0.017297401964854825
"Washington, USA",0.023092195067869522,0.000997196348038341,0.06575729374364861,0.021622902934189017,0.07140383640756055,0.08339755499530037,0.13186902971824832,0.031574772015367625,0.02112195010391409,0.022121745952891615,0.0940603347716123,0.04465306041181349,0.03802788413005019,0.0017129325663350363,0.1003424648573916,0.04967302845724648,0.11597504780891704,0.048480235362813436,0.00779629188446582,0.026320242462326657
"Arizona, USA",0.007960069466073,0.0045129277159166505,0.07700288030058777,0.02325574876603039,0.07307205485527486,0.09031336972744283,0.13029435874691975,0.06304301514649419,0.02381231203920797,0.017511031601083353,0.07206824767595123,0.04560081425798623,0.0551701520130959,0.0016787219039883193,0.06812184967123212,0.04832694650763554,0.11961563185971241,0.04672141563285635,0.009439774060850087,0.02247867805166103
"Massachusetts, USA",0.0037745630490879927,0.0004467728236694988,0.05945964005233934,0.019528175274581946,0.05887469407455959,0.11775673617767593,0.1634393546089685,0.05621357451656534,0.016947574304485565,0.021689106976658625,0.08922516311193611,0.043232198996677317,0.03692209998431329,0.001494301796531544,0.10997539775224063,0.039023272772653037,0.10014842551886147,0.03402766850805074,0.007097532103895482,0.020723747596247753
