longname,PW Density (r=250m),PW Density (r=250m) (2010),PW Density (r=250m) Change (2010-2020),PW Density (r=250m) (2000),PW Density (r=250m) Change (2000-2020),PW Density (r=500m),PW Density (r=500m) (2010),PW Density (r=500m) Change (2010-2020),PW Density (r=500m) (2000),PW Density (r=500m) Change (2000-2020),PW Density (r=2km),PW Density (r=2km) (2010),PW Density (r=2km) Change (2010-2020),PW Density (r=2km) (2000),PW Density (r=2km) Change (2000-2020),PW Density (r=4km),PW Density (r=4km) (2010),PW Density (r=4km) Change (2010-2020),PW Density (r=4km) (2000),PW Density (r=4km) Change (2000-2020),geoid
"Clinton County, Indiana, USA",1199.6419257651055,1236.0231176764214,-0.029434070763747756,1255.0868016930701,-0.0441761285778572,918.1736228564112,924.4212693541314,-0.006758440880622832,954.3526666629564,-0.03790951193446226,480.81914317949696,470.53414982105903,0.021858123076399966,485.7808865319644,-0.010213953430506127,194.93374573768347,188.05487647780242,0.03657905282074942,190.37808257989587,0.023929556890435216,18023
"Lee County, Georgia, USA",1450.6344515261299,1373.9121271678262,0.05584223535202256,1597.762420232734,-0.09208375841332728,504.20228381447714,488.9351886784313,0.03122519198773988,499.17135976036116,0.010078551094219824,193.171073936439,179.9576240652389,0.07342534077028003,157.8737062635957,0.22357977467070192,148.78597251395,140.02525627103807,0.06256525769861362,110.11593456597942,0.3511756777108421,13177
"Jefferson County, Indiana, USA",974.6654668793534,907.1669204994798,0.07440587267303501,1021.0945022567017,-0.04546987107925504,520.2979104925274,502.4933232103203,0.0354324852884761,536.0740876025088,-0.02942909846759691,213.5166577515992,205.03915171379415,0.04134579160588054,208.57306243862087,0.023701983636708373,134.74175142638336,128.94443380489344,0.04495981292423897,124.97365876250605,0.07816121221544875,18077
"Lawrence County, Alabama, USA",319.3777396743087,397.845329219184,-0.19723139567549208,439.62210714501936,-0.2735175631898905,114.12673592988888,131.31022985180144,-0.1308618067404656,142.01506742295496,-0.19637586348501973,54.74354018211951,56.64939650102735,-0.03364301186991946,56.13020037830435,-0.024704351433614668,40.869367543568494,41.419974870476004,-0.013293280081151883,40.20463112632255,0.016533827039908543,01079
"Hot Spring County, Arkansas, USA",1133.5297132763492,808.6152865699786,0.40181583517250524,563.935578350914,1.0100340478447345,436.3065517296995,379.881021616596,0.14853474351780677,311.50200451906335,0.4006540741313218,148.2885381944933,154.50272242220143,-0.04022054841679073,156.46294911360118,-0.05224502647698905,89.66399855617627,89.00451273569539,0.007409577337266786,86.14303051454789,0.0408735102607489,05059
"Gibson County, Indiana, USA",729.8611280048203,702.8317250385559,0.03845785840811566,724.8144507990955,0.006962716044307499,481.38209184399346,489.6681365535656,-0.016921755962909613,511.87034743012157,-0.05956245705420597,194.54509204067264,199.92206396118826,-0.026895340183960236,197.7255926292595,-0.016085427011719073,85.49727270405636,87.40903260201455,-0.021871422678508518,84.21261257333735,0.015254961121177017,18051
"Pike County, Alabama, USA",929.5451755948689,1084.8533453321904,-0.14316052064140064,717.1788342896529,0.2961135091438656,502.05309875457743,528.1060077371084,-0.04933272600735134,352.89232088803084,0.4226807131739027,236.51694301832532,238.7176959863838,-0.009219060861679939,174.13407215655022,0.35824620701278714,137.438158533014,146.17742223141667,-0.05978531817702573,99.48199599198705,0.38153800758163503,01109
"Transylvania County, North Carolina, USA",755.2451222560211,741.6255191138243,0.01836452871588204,782.2726107377831,-0.03454996136995215,332.9628715792228,334.59519328429053,-0.004878497174586808,317.3237952171192,0.0492842850042274,158.72403154184173,157.00407634389353,0.010954844218062818,140.57188451267618,0.12913070840654955,105.37688237930408,102.7891564378229,0.025175086858957692,93.0409387148152,0.13258619092720514,37175
"Lafayette County, Missouri, USA",701.7486154392877,703.3745839030231,-0.0023116679233885344,749.9243396257705,-0.06424077955720645,471.4931026564142,469.7123753579518,0.0037911015163382073,468.864861021843,0.0056055419227689285,185.0536222851,180.11085170625492,0.027442936014240343,168.3842155920508,0.09899625469310411,68.8488498119556,66.87032473990436,0.029587490112345318,63.340403129047296,0.08696576609538796,29107
"Jasper County, Texas, USA",586.3603979310129,640.4608126833263,-0.0844710772008827,681.0631420553736,-0.1390513423447909,212.21320535484992,232.3438968930245,-0.08664179178953482,250.221395329256,-0.15189824165272792,83.67082520624979,91.81699698169938,-0.08872182758354918,96.81086212050727,-0.13572895258283263,50.29770578020022,55.021451587956925,-0.08585280234210757,58.90737250288387,-0.14615601336254055,48241
"Greenbrier County, West Virginia, USA",629.1938479924705,633.86271352477,-0.007365736195992608,789.1180448358613,-0.20266194378643998,270.0384433911646,285.17537013522656,-0.053079362137355035,307.61080103601597,-0.12214251748738915,85.89596670548735,88.83993261557649,-0.03313786743657392,83.28311905173946,0.03137307636286611,50.52515427210321,51.567821483668766,-0.02021933798184134,48.589247570625005,0.03984228606677519,54025
"Jefferson County, Washington, USA",909.0900956843185,881.1071688127026,0.03175882328743622,819.1813863723235,0.10975433622844907,463.77582183213053,441.6327333420467,0.050139146893656276,412.27533880678425,0.12491769013979842,200.34132679557712,182.18230749294662,0.09967498794213892,164.13308973355697,0.22060290902217372,107.59070365309454,96.41714912381963,0.11588762612059549,86.72982147525404,0.24052721224374446,53031
"Jasper County, Indiana, USA",656.5868666850174,706.6840778485796,-0.0708905333145152,743.554094284814,-0.11696153416174228,369.93882529163494,381.69807013891386,-0.0308077136544057,404.22272358679623,-0.08481437656683277,149.5032991155061,153.10611395926233,-0.023531489047621174,143.70187380625518,0.0403712572118068,75.2147668478822,74.7077928530794,0.006786092527185519,66.77783799566163,0.1263432465838247,18073
"Morgan County, Illinois, USA",1046.395644114073,1155.4739668320983,-0.09440136761979975,1212.6078052875225,-0.1370700076716385,698.1036067428811,789.4497089889722,-0.1157085767541491,850.983711829709,-0.17965103557401682,404.3457894056993,463.8009473656089,-0.12819110934898936,503.0525440661749,-0.19621559581555573,230.9143596118082,255.90100619283282,-0.09764184577764443,273.5823170772541,-0.1559602167321265,17137
"Weakley County, Tennessee, USA",569.4681699048147,660.090047930792,-0.13728714485251373,904.7320937198798,-0.37056707299571984,359.1377970255927,423.90852969216894,-0.15279412450985833,415.21175298579294,-0.13504905763618616,163.36195310477663,185.19114845005188,-0.11787385913405483,170.87115965499623,-0.04394660026526036,90.96437295706401,97.86719201915184,-0.07053251370221189,88.1522063606255,0.0319012616080658,47183
"Rhea County, Tennessee, USA",650.7655528014935,669.2133598682918,-0.027566405832706368,660.4685594911198,-0.01469109551119626,268.8673645137139,278.54863767174345,-0.034756131779895824,283.7102896841601,-0.05231719014128842,116.28754450720679,123.81139622404277,-0.06076865253357777,111.68449049112618,0.041214800692906756,84.84137603016941,86.08101239074249,-0.014400810656664494,77.15261973764805,0.09965645131255978,47143
"Camuy Municipio, Puerto Rico, USA",1823.8023377776492,2177.1679947567204,-0.16230518629250598,1994.6238834953658,-0.08564098080404516,755.7547134947033,882.9260992046906,-0.14403400898958457,899.4876973097707,-0.15979427427962678,446.0347833709239,482.81338094156087,-0.07617559707834322,477.70481994824127,-0.0662962466670292,353.1712022323228,381.48151458196907,-0.07421149195307397,368.3876539063594,-0.04130554190044726,72027
"Lassen County, California, USA",4172.829156437107,4292.511683237892,-0.027881700885787036,5841.307167869631,-0.2856343560581887,1297.6982313113342,1345.3178926011606,-0.03539658659988098,1730.646071075375,-0.25016544225880866,313.66564720485286,336.57025571958957,-0.06805297891153957,256.51124927099875,0.2228143915570412,109.34545554712915,115.73422834817171,-0.05520210306170403,88.42779291276918,0.23655077148645437,06035
"Jackson County, Ohio, USA",577.3790593031604,612.396758875666,-0.057181392724541244,693.6145320109691,-0.1675793504078005,361.2706955381906,384.90324598593656,-0.061398677964408385,413.7569013577692,-0.1268527622073296,166.04118116403058,172.14210380849826,-0.03544119950604727,184.739437851459,-0.10121421232461954,79.87906743359446,81.8716068206058,-0.024337367548890675,85.51102025085288,-0.06586230407188072,39079
"Logan County, West Virginia, USA",694.5200151901836,851.458292078686,-0.18431704564807883,1290.889148583566,-0.4619832260947822,233.59005865852848,286.7865377979716,-0.18549154903818288,379.8651981502447,-0.38507117841803795,68.76648584122144,78.3792711802995,-0.12264448487872923,69.58353435950704,-0.011741980711475187,52.86049491524844,60.01634802216727,-0.11923173173209059,56.30192983385591,-0.06112463513707198,54045
"Dorchester County, Maryland, USA",956.0071955932841,928.0088558105512,0.030170336853389566,965.0332105769432,-0.00935306151615544,664.4981101361099,641.6246813660988,0.035649234567022396,700.2879414739239,-0.051107307748989264,326.47604633549554,306.7967118552977,0.06414454171034173,294.66810480459657,0.10794497610113518,143.96994838810065,134.11864369471195,0.07345216460593477,119.3426332818939,0.2063580669284854,24019
"Hale County, Texas, USA",1167.364833723093,1673.9660409623116,-0.3026352953659617,1459.2937864630212,-0.20004810234099205,909.1617433660039,1062.3107215942885,-0.14416589714772207,986.2357254515371,-0.07814965539830322,471.57659799193925,519.4382960489685,-0.09214125801097502,507.99573220380034,-0.0716918113738213,253.6385257817428,281.05663393092686,-0.09755367722763805,278.70966642321815,-0.08995432760988292,48189
"Evangeline Parish, Louisiana, USA",634.356042981029,701.7505609011788,-0.09603771151048698,867.2100152314418,-0.2685093208803275,336.2100598525732,413.512117020474,-0.18694024669674533,497.4297240831086,-0.3241054091162423,144.91855311145252,178.1219187217078,-0.18640808412877694,208.21318542625153,-0.30398954890980123,73.07846369605447,83.00164209661347,-0.11955400097998627,95.51377089257026,-0.23489081194113937,22039
"Chester County, South Carolina, USA",559.1815435434331,567.6641307544877,-0.014942968476412792,690.2611734996556,-0.18989859923837635,261.2909595871362,278.1663030832618,-0.06066638305601832,357.31030324955805,-0.26872816929479526,140.16829655282234,148.66272070360145,-0.05713889878091897,187.72645781652542,-0.2533375519724773,82.1681033924365,86.79420512367597,-0.05329966124636514,103.06673909597494,-0.20276799175801793,45023
"Jefferson Davis Parish, Louisiana, USA",678.5715348555045,723.932554983195,-0.06265917980265921,797.5481779524374,-0.14917800126179737,389.14792045526866,427.8817525083938,-0.09052461766844166,495.9484925033968,-0.21534609674692506,192.8339747539763,211.2062715285372,-0.08698745847648057,242.66146590823723,-0.20533746867375835,89.93342028533783,96.87683405421306,-0.07167259166406739,104.55002445312557,-0.1398048852139773,22053
"Juneau City and Borough, Alaska, USA",2150.890374035195,2059.7847874420936,0.044230633777152514,2390.6430803558537,-0.10028795527476694,985.12439856732,1033.4828987522862,-0.04679177589038871,1160.8257874357234,-0.15135896425641068,370.77688278400865,380.3685062346063,-0.025216660405321913,385.82982887557466,-0.03901446950183938,201.22754414506153,191.9776402342057,0.048182194028280015,185.56949796827223,0.0843783399115863,02110
"Henry County, Tennessee, USA",501.0229851960433,476.85476487691597,0.05068256018237658,464.2745193684275,0.07915245031669262,235.3980288226731,231.12398490507047,0.018492429158133906,226.2873717675668,0.04026144713220844,136.61864914147478,133.20126146533042,0.0256558206622828,130.37803470862238,0.04786553537794416,89.79198107371958,88.00732394426247,0.020278506940938124,84.9087292640664,0.057511775903114286,47079
"Lyon County, Kansas, USA",1201.369150937493,1226.5403381811175,-0.020522103073227695,1434.2806255948249,-0.16238905448558144,996.1076158267396,1039.335009553588,-0.04159139577662768,1203.9554362959284,-0.17263746996205306,631.4344910665654,644.0158948439487,-0.01953585909619797,737.2817838469018,-0.14356423161312745,318.741429947667,325.79170029867066,-0.021640423450138016,363.06618499652876,-0.12208450381928455,20111
"Franklin County, Alabama, USA",518.2534167140062,525.0733216949377,-0.012988481225663526,513.8716996412979,0.008526869792142455,299.1295373393213,276.12667774567245,0.08330545886202174,263.2006304240043,0.13650767803039507,162.24471876441987,143.53800988179256,0.13032582030385395,129.0748933261931,0.25698123456434924,92.21526513256556,84.45363796673406,0.09190400026211744,74.95618886705049,0.23025552027635018,01059
"Claiborne County, Tennessee, USA",731.787186570563,704.7068034643112,0.0384278723763212,702.987532877974,0.040967516983815566,247.74679405732286,230.68612016104638,0.07395622191905651,224.2139873227496,0.10495690753092249,84.25155217305982,83.71334591878207,0.006429157123882208,79.26786028223971,0.06287153296525563,64.7858659130291,64.68978106480222,0.0014853172579240648,58.45807830851244,0.10824487885355666,47025
"Fajardo Municipio, Puerto Rico, USA",2208.539686275006,2458.5395008867395,-0.1016863119431534,3116.7628715085757,-0.2913995137506151,1585.2280233119232,1795.258927872493,-0.11699198444286309,2171.627278896017,-0.2700275785272874,811.1978364278502,933.509111907433,-0.13102311902415703,1103.923436537954,-0.26516838978265467,458.30951011246015,531.7455764559941,-0.1381037654003151,601.252881567819,-0.2377425137366854,72053
"San Germán Municipio, Puerto Rico, USA",1453.444625654021,1690.9942399845766,-0.14047925694455488,2088.8459878732187,-0.30418775051297037,812.5778599291966,924.0076354290264,-0.12059399860704809,1082.6845234354557,-0.24947864097030434,404.85171161662026,463.5845209644482,-0.1266927748701344,499.2790682744724,-0.18912740921464366,338.0874576353285,373.1032738477056,-0.09385019823404166,383.750723823778,-0.11899200015429415,72125
"Marshall County, Kentucky, USA",428.0499517085668,504.3832704061502,-0.15133990989851157,556.6604134886392,-0.2310393530124756,190.9636915426054,208.592330889291,-0.0845124040348438,216.77662966321677,-0.1190762037435227,86.7087707520283,84.39347745111051,0.027434505258526004,81.82262872332586,0.05971626804150212,53.79815181978667,53.086541074060946,0.013404729924538773,50.43849831599625,0.06660891215956218,21157
"Malheur County, Oregon, USA",2207.658395452111,2277.870720670421,-0.030823665531661618,2209.495238162639,-0.0008313404250897423,985.5228571692128,993.2916873906121,-0.00782129793294465,969.3977513568382,0.01663414815002899,337.23785825867265,328.5449879402058,0.02645869100900407,318.9564644709021,0.057316266714005755,154.89107990622412,146.97274925111597,0.05387618245868818,143.10738515434412,0.08234162576006165,41045
"Polk County, Missouri, USA",590.870888732722,578.475616298164,0.02142747608599136,595.1334467629575,-0.007162356700703573,338.2771535884544,331.97783892773424,0.018975105931969733,353.947291215287,-0.04427251745034921,187.13613325132823,177.15015501904765,0.05637013544361205,171.2157208354654,0.09298452465800155,94.3682571220094,88.95321425864951,0.06087517925563152,81.84084063147783,0.15307047671884785,29167
"Montgomery County, Kansas, USA",703.9268557646136,823.0094640297806,-0.14469166330371383,851.5678391002758,-0.17337548056259655,542.0274477860374,630.9021295787596,-0.1408692055803679,667.9872219946938,-0.18856614327520307,257.31079719492044,297.68395116650936,-0.1356242209678486,315.6687623226341,-0.18487089029122247,117.52784603227461,135.7825712661573,-0.13444085690570903,143.20673985604986,-0.17931344467158075,20125
"Gilmer County, Georgia, USA",693.3741945840412,627.0230078273248,0.10581938131206309,641.7325238070077,0.08047226665507763,208.9199304538644,180.6609650800337,0.1564198738853844,190.48539060374915,0.09677665983562528,70.44514882837298,58.82817687261169,0.1974729215375317,56.022533171210966,0.257443118701629,58.821644339907934,50.475303728090694,0.16535493588664243,44.86004167468965,0.3112258068430534,13123
"Amherst County, Virginia, USA",921.929544268045,938.1650230324515,-0.01730556817384663,1619.8706570635795,-0.43086224801474415,295.6449045962145,291.7913431621625,0.013206565322640066,445.7266598320946,-0.3367125387842315,128.08058735218714,130.51765480983372,-0.01867232031710517,128.93613620971269,-0.006635446684504418,116.86619692801906,118.59328788199937,-0.014563142525391221,124.41150147928197,-0.06064796631780389,51009
"Huron County, Michigan, USA",373.29939206645133,367.6335046186999,0.015411782050789883,412.07866758758314,-0.09410648638561148,225.85231786730043,225.32592514252366,0.002336139192344665,241.03649667716627,-0.06299535140606888,71.15918812423294,72.29586450395597,-0.015722564319855803,77.77446202406537,-0.08505714765067098,29.571702306026527,30.424801811409175,-0.02803960764216841,33.0101254794198,-0.10416268110028726,26063
"Coos County, New Hampshire, USA",738.5989791272095,813.4587435407786,-0.09202650411958649,913.4759076064805,-0.19144120498753955,400.8446630238538,450.24373433373637,-0.10971628818551478,500.9904399281292,-0.19989558467152,152.1091250534683,162.63174794461534,-0.06470214471734362,183.79666918055236,-0.17240543187404478,67.13539911129185,69.38585741221453,-0.032433962551661456,75.65556888673281,-0.1126178799632962,33007
"Titus County, Texas, USA",844.1478350029986,941.8034857969323,-0.10369005027763273,800.7482196972057,0.054198828343575894,497.12488331293775,542.728653219944,-0.08402683299738196,479.3577531212144,0.03706444732777822,262.54780472889905,265.63845016534975,-0.011634781917026287,255.4311292253423,0.027861425994317263,151.1000212425328,153.79212009525244,-0.017504790564381832,144.7448513130359,0.04390601718711733,48449
"Adams County, Nebraska, USA",1301.465517058204,1386.1153724732635,-0.06106984822195413,1406.785046848922,-0.07486540323031221,1051.1482954625337,1101.6592711084409,-0.04584990747192208,1166.3584605148455,-0.09877766480251413,627.4982305119086,658.7384883990662,-0.04742437012156515,701.1349715343396,-0.10502505795893607,329.39854462879396,338.4105988295051,-0.02663053176195437,348.9576749784971,-0.05605015092706696,31001
"Delta County, Colorado, USA",691.7293804813104,666.7049517885395,0.03753448752051265,684.596119084484,0.010419663795882635,356.7819152971708,358.3000235079092,-0.004236974912464288,368.45102373977585,-0.031670717926533726,153.0478287595206,151.39801130133228,0.010897220141846112,139.83423974592128,0.09449466051811345,78.9338878520095,77.82477207895677,0.014251449036400483,68.35727320440455,0.15472552007711535,08029
"Polk County, Minnesota, USA",830.9029340555895,825.7461296642946,0.006245023992290983,820.6853433427889,0.012450070901939938,603.6872307114304,596.9032405586609,0.0113653096378237,579.109276504227,0.04244096097988175,279.0993499305258,271.86089126530936,0.026625597494096476,272.15250719373756,0.02552555112726923,194.8168922696003,184.4244128454808,0.05635088795335786,174.50217348193388,0.11641527656828629,27119
"Pontotoc County, Mississippi, USA",413.9361208265762,446.8131077537537,-0.07358107082502277,327.21351130519525,0.2650337058988188,133.37008662538682,140.45489340689738,-0.050441865068993376,115.58881725373112,0.15383209028451003,59.04176548198514,59.62710430446325,-0.009816656859425923,57.7981067193471,0.021517292403312186,45.41279650805086,45.2242593340654,0.004168938900530374,42.52839850917899,0.06782286895306729,28115
"Clarendon County, South Carolina, USA",632.2967103839433,803.3948926632872,-0.21296896935969611,664.3712391193178,-0.04827802115258953,216.8713201016463,263.86306707720286,-0.17809141497550848,242.5016769144824,-0.10569146217440217,78.31575826547335,83.22870557438831,-0.059029481174903795,82.39419134127883,-0.049499036393384876,45.48212199549499,50.04734783841596,-0.09121813722597973,44.321604633575795,0.026184010518428936,45027
"Lake County, Montana, USA",534.8080475332907,545.1759616192637,-0.019017555460770035,547.2325241089068,-0.02270419982044671,268.6064323583542,277.52852761747897,-0.03214838970148038,278.77412407918195,-0.036472867610696014,97.49981900182247,97.28489017457755,0.0022092724456925323,87.4981157757455,0.1143076412263662,44.08642915183931,41.283275072752694,0.06790047723071085,37.809625619763246,0.16601072952161566,30047
"Washington County, Maine, USA",497.88014885053843,515.1188936097162,-0.03346556488809137,541.0230699611536,-0.07974321892357183,183.8146947684378,195.74936609671624,-0.060969144198309934,211.08947506680082,-0.1292095699689988,34.49278005542273,38.82970405778337,-0.11169088479033382,40.542823589498724,-0.149226003480504,17.028413170230447,19.04169837361899,-0.10573033790818862,19.424729609518522,-0.1233642108518118,23029
"Stone County, Missouri, USA",464.28710310094203,372.71306093276814,0.24569582278387736,471.59801086957873,-0.015502414344700323,166.18581904528477,147.5868173058777,0.1260207522522837,162.27926269776,0.024073047181639023,54.29281543539024,56.790755899797055,-0.04398498355637741,51.27915841889441,0.058769627065201786,39.71428805817128,42.31414544059459,-0.06144180286172351,38.206135267186625,0.03947409965540093,29209
"Summit County, Colorado, USA",1256.8280999460867,1140.9135972570082,0.1015979676004922,1250.295279346548,0.005225022206716546,592.637679245829,596.0684073145349,-0.005755594536812205,547.0139443428654,0.08340506741152984,207.02080632036166,204.46319548741556,0.01250890570720594,170.96715559219686,0.21088056710823777,112.80826132903908,106.77419316614939,0.056512421063207585,90.18911960404226,0.250796790392253,08117
"Bee County, Texas, USA",3343.978729350555,3540.9000742029525,-0.055613358390726085,3485.611039879484,-0.04063342378380402,1174.184362455419,1574.2985356729869,-0.25415393850094997,1558.7701721739277,-0.24672387025609352,332.57934918828346,346.44913800216545,-0.040034127069455444,352.41127350393896,-0.05627494296215763,167.99702363813046,176.99559417020907,-0.05084064704698286,190.49290993903537,-0.11809303720597482,48025
"Kleberg County, Texas, USA",1503.0556728601184,1730.368163885512,-0.13136654717165355,1613.3877753649324,-0.06838535917371627,1012.110830097702,1129.4147854184714,-0.10386259931713741,1142.6503033008867,-0.11424271522624413,612.2184713128926,674.6419632305843,-0.09252832660863727,705.8509543197804,-0.13265191813351057,351.8369081201004,377.5870543912173,-0.06819658134899188,384.95248732011595,-0.08602510774914807,48273
"Williamsburg County, South Carolina, USA",626.9949251470558,567.7607525873905,0.10432945970591363,520.5901782761669,0.20439253622346007,219.95900518861262,207.67556735088544,0.05914724584319189,203.32937962332457,0.08178663406191013,76.47524797685742,79.94812183050676,-0.04343909242811206,83.54827127171083,-0.08465792513947941,44.114302663080906,48.911920809080605,-0.09808688897592857,51.602937479345734,-0.14512032031630334,45089
"Elk County, Pennsylvania, USA",866.162470687593,903.3890046809582,-0.04120764565483306,1127.6588611049333,-0.23189317216122776,471.24662151135664,481.7413374429228,-0.021784960342560628,577.0079602592988,-0.18329268577233246,207.5933828202867,206.63497625286013,0.0046381623518265,233.61087501968882,-0.11137106608247303,97.43719704204884,99.94269688541047,-0.02506936395997318,112.97402317212133,-0.13752565141812645,42047
"Bolivar County, Mississippi, USA",945.9405914747545,1024.076130508869,-0.07629856482963683,1151.9763019931072,-0.17885412239980744,601.9014043769151,634.1132300053747,-0.05079822357307785,793.0820267444386,-0.24106033918371622,291.49232193319153,305.05418583430253,-0.04445722934114219,341.98531497035486,-0.14764667027161776,156.22555215660682,155.873289471751,0.0022599297548003367,164.7575423624786,-0.05178512669909083,28011
"Wabash County, Indiana, USA",698.3483787615526,724.5058210594392,-0.03610384007631134,947.6721931463809,-0.2630907777899914,510.2447463589978,557.1855441418569,-0.08424625921541885,654.2722771700949,-0.22013393481083318,234.36358935653476,248.05406564813208,-0.05519150131978663,279.4982119845809,-0.1614844771548524,107.11112384510037,112.05792404741345,-0.04414502806798399,122.2818919603374,-0.12406389754059198,18169
"Muhlenberg County, Kentucky, USA",712.2339317869524,759.8957475094375,-0.06272151920667655,697.3734415817756,0.02130922877055711,292.39303102884674,301.6208641896643,-0.030594147343251926,309.0450580018539,-0.05388219789266861,121.03506741614747,122.41963120577664,-0.01130998170793244,122.47977618041593,-0.011795488278328997,69.6581357296088,68.9881464942923,0.009711657282630983,70.2505964802789,-0.008433533384110382,21177
"Sheridan County, Wyoming, USA",1024.16784933711,1038.4138712172373,-0.013719021167762298,1070.6878424856934,-0.04344869839988396,743.1602458691767,742.6615252270561,0.0006715315459059401,722.6112839966052,0.028437089660321588,419.32822206642265,414.1983506512905,0.012385059976858568,411.17443751593595,0.01983047535675339,224.0174551303368,218.03798855628852,0.027423966867611328,206.89555807977945,0.08275623319063768,56033
"Freeborn County, Minnesota, USA",918.6020057489575,909.0668816922162,0.010488913685857542,970.5327043152696,-0.05350741745786946,662.7465489171514,670.9511256244746,-0.012228277729897187,711.0751353325386,-0.06796551308573894,353.9633597805878,351.0045888953528,0.00842943647701736,370.00132017822926,-0.04334568425300757,200.93657036410863,194.54590710950728,0.03284912722941085,199.2777936125527,0.008323941777381489,27047
"Jefferson County, Idaho, USA",969.2236900697758,709.7654509298989,0.3655549009886968,642.6340095906396,0.5082047878032087,428.78220141400107,317.78663372038585,0.3492770177089261,278.08734829237085,0.541897551424005,181.3028467726602,135.32175515544006,0.3397908308564504,87.9022139633406,1.062551539922215,130.83232505886454,97.25816528415616,0.34520659192588915,56.02682107429494,1.3351730929972447,16051
"Caroline County, Virginia, USA",701.0528578027337,635.4989468892107,0.10315345325812356,601.1225578495993,0.16623947753785168,281.8726947380502,246.74811437532435,0.14234994440240564,188.5437815171051,0.49499862827604374,107.1533957964145,87.01164382119238,0.23148340946888807,49.013764530631704,1.186189875895939,70.80916303414868,57.152642515589825,0.2389481906253713,32.94829653138394,1.149099361379775,51033
"Clare County, Michigan, USA",419.9439138099192,408.9978404866416,0.02676315676936951,431.0110601185793,-0.02567717474724501,212.3595286348634,205.20013656376057,0.03488980168820818,218.2367698468069,-0.02693057277226508,85.40129887169348,83.92816896777273,0.01755227025727693,85.65495776207946,-0.0029614034845543524,48.10863572975838,47.55654723012754,0.011609095524939363,48.60176823377,-0.010146390181519685,26035
"McCurtain County, Oklahoma, USA",422.10994052314715,457.32816429943165,-0.07700864833075462,502.3301220555818,-0.15969614006853933,230.5241226666223,233.8650799907885,-0.01428583234528982,255.5966023151564,-0.09809394734292731,111.77581450310129,107.21337523776042,0.04255475825868772,110.43251540987991,0.012163981670032633,56.78587900040786,54.86697251007345,0.03497379940149059,54.276125935460435,0.04624046063884081,40089
"Obion County, Tennessee, USA",607.8783744969766,602.6488961160601,0.008677487695769986,686.2430480508739,-0.1141937594507884,373.2025588273755,372.70842143863223,0.001325801512173931,392.10776709582217,-0.04821431722322053,178.0952208263797,176.55314307951252,0.008734354540336185,186.24781980534243,-0.043772855905016554,93.70135232699778,90.76773583252121,0.03232003605212195,93.44456167596837,0.0027480534599740687,47131
"Greene County, Indiana, USA",542.5864665469618,598.4664286174191,-0.09337192430250686,668.6923374245979,-0.18858578724457997,319.1638242987372,348.8103174030608,-0.08499316569832478,389.7624827647702,-0.18113251425648566,122.49481383886715,128.50134833452162,-0.046742968641993884,141.88334853871802,-0.1366512342677056,57.00117649530879,59.37344195967295,-0.03995499310913167,62.97228161648903,-0.09482116524767507,18055
"Trempealeau County, Wisconsin, USA",565.4188593453338,510.2822073858999,0.10805129232682986,528.7745726353224,0.06930039492516148,310.08300367419304,305.36752286037773,0.015441985348164707,297.2677735566296,0.04311005516755796,85.7464770195051,76.80296665820485,0.11644745965479976,71.52016121225749,0.19891336325468773,37.29498904686142,32.416828596646596,0.150482347021431,29.310532493537544,0.2724091264832635,55121
"Vernon County, Wisconsin, USA",517.4295609621588,503.37761265405163,0.027915322324364934,499.0627041763861,0.0368027036123325,269.35976614671546,271.9811765096476,-0.00963820510144436,291.46915610471217,-0.07585499012476563,80.3459327983271,79.78598585182787,0.007018111520726364,81.96001639237055,-0.019693548941184705,34.59747879296239,33.58481838148016,0.0301523265655248,32.630530046207156,0.06027939919976465,55123
"Hardin County, Ohio, USA",966.3916350263435,1074.4213112225298,-0.10054684793367025,1037.83933489551,-0.06884273650734196,571.4225741890157,636.3071618349039,-0.10197054431822218,707.3023235009836,-0.19210985853884152,237.18974821459508,261.37268685824864,-0.09252282223646724,266.29720132392316,-0.1093043898494519,86.05484855828377,92.51963534803419,-0.06987475432033013,92.68760776154308,-0.07156036673557674,39065
"Boyle County, Kentucky, USA",1252.4444910875648,1346.9179117429671,-0.070140444218423,1430.372300069057,-0.12439265565538572,700.486539292661,655.9298709898717,0.06792901234326812,659.0595792653814,0.06285768590672171,326.8615972569584,299.29115858552404,0.09211912173328025,286.7774718249193,0.13977431761624184,199.14471504600738,188.46446288308272,0.056669846397250735,176.97999647463152,0.1252385524516211,21021
"Marshall County, West Virginia, USA",1332.7611106276972,1324.5807843639036,0.00617578509393976,1447.0055021775593,-0.07895228551511294,738.9585806952917,802.4342347770058,-0.07910387086033759,836.1414526606769,-0.11622778855914939,304.09708859154335,327.2301032309733,-0.07069341851810522,346.6117923885451,-0.12265798432311727,165.89318975250708,181.17985374060436,-0.08437286857501954,191.07088842980565,-0.1317715057704784,54051
"Yabucoa Municipio, Puerto Rico, USA",1924.7781848730078,1833.747983511756,0.0496416095230941,2104.1425153079704,-0.08524343248143061,798.4777774176731,875.6177207751283,-0.08809774120282553,1011.5242223784578,-0.21061922220689464,299.28349668168045,358.9035059860162,-0.16611709919227907,365.67953186780187,-0.18156891321476668,232.64561633387376,280.0864738503981,-0.1693793236936668,291.59287743437386,-0.20215603899229953,72151
