longname,Population,Population [StatCan],Population [GHS-POP],Population (2010),Population Change (2010-2020),Population (2000),Population Change (2000-2020),PW Density (r=1km),PW Density (1km) [StatCan],PW Density (r=1km) [GHS-POP],PW Density (r=1km) (2010),PW Density (r=1km) Change (2010-2020),PW Density (r=1km) (2000),PW Density (r=1km) Change (2000-2020),AW Density,Area-weighted Density [StatCan],AW Density [GHS-POP],AW Density (2010),AW Density (2000),Area,Compactness
"Ilfov, Romania",,,417811.8,,,,,,,1224.3623,,,,,,,295.85333134980425,,,1412.2261547428625,0.17621519642673986
"Cienfuegos, Cuba",,,417786.3,,,,,,,3089.5757,,,,,,,97.67958504148376,,,4277.109821080519,0.2862784672607292
"Baḩr al Ghazāl, Chad",,,417683.9,,,,,,,3745.98,,,,,,,7.664055661939078,,,54499.07003210909,0.6516515241411214
"Santarém, Portugal",,,417467.88,,,,,,,675.71625,,,,,,,61.98888072954025,,,6734.5606193702315,0.20548483166535475
"Cuanza-Norte, Angola",,,417041.78,,,,,,,3677.7231,,,,,,,17.301758242664192,,,24104.011592395378,0.3054492174197759
"Nong Khai, Thailand",,,417032.38,,,,,,,811.7653,,,,,,,126.68840116397146,,,3291.7960221176,0.1287852976944606
"La Rioja, Argentina",,,415920.88,,,,,,,2424.9038,,,,,,,4.4663242998814,,,93123.7516745133,0.39169426747413494
"Muramvya, Burundi",,,415633.06,,,,,,,969.20935,,,,,,,588.865753854128,,,705.819721693239,0.40785671340653357
"Luzern, Switzerland",,,415531.06,,,,,,,1831.4995,,,,,,,280.04922961686765,,,1483.778630880305,0.2880017844845781
"Arad, Romania",,,415455.6,,,,,,,1408.581,,,,,,,55.064323838925056,,,7544.9141074590625,0.30726477717591266
"Düzce, Turkey",,,415310.88,,,,,,,3828.2383,,,,,,,162.68492098276175,,,2552.8541458615377,0.32369641268019617
"El Tarf, Algeria",,,414934.62,,,,,,,1709.5566,,,,,,,144.33653402899557,,,2874.771988889828,0.2967007224263364
"Olt, Romania",,,413959.94,,,,,,,931.9317,,,,,,,73.75934352174517,,,5612.305068549851,0.25019771598859
"Zābul, Afghanistan",,,413780.62,,,,,,,1897.5232,,,,,,,24.385256446719556,,,16968.47543531428,0.24910809136877013
"Mukdahan, Thailand",,,413519.44,,,,,,,1012.44183,,,,,,,96.89381743513258,,,4267.758753305788,0.40362209054835546
"Khomas, Namibia",,,413135.53,,,,,,,5179.157,,,,,,,11.142682432143909,,,37076.84695905945,0.2080214560855265
"Yala, Thailand",,,412973.1,,,,,,,1698.9263,,,,,,,92.03310549438018,,,4487.223282661231,0.2647239573702495
"Assaba, Mauritania",,,412239.94,,,,,,,950.1833,,,,,,,11.351983374004181,,,36314.35352909531,0.2334611534386047
"Kvemo Kartli, Georgia",,,411597.44,,,,,,,1356.7374,,,,,,,66.02434840282388,,,6234.024984067785,0.26762930380913486
"Gabès, Tunisia",,,411072.12,,,,,,,2223.4854,,,,,,,55.26142144777202,,,7438.68171014217,0.6015602054784408
"Tharaka-Nithi, Kenya",,,410823.3,,,,,,,395.92487,,,,,,,183.70624921784145,,,2236.305592483356,0.3210128871457113
"Santa Elena, Ecuador",,,410104.62,,,,,,,2875.86,,,,,,,102.27486457659552,,,4009.828091171562,0.4055056235981614
"Amazonas, Peru",,,410098.28,,,,,,,913.2445,,,,,,,10.284374472734722,,,39875.86044608026,0.3006852323211609
"Aksaray, Turkey",,,409001.38,,,,,,,3275.6855,,,,,,,58.98900126865079,,,6933.519235853894,0.42226352531104466
"Apurímac, Peru",,,408655.66,,,,,,,1070.0884,,,,,,,19.603650063452825,,,20845.896296213665,0.40699157271011405
"Yamoussoukro, Ivory Coast",,,408578.0,,,,,,,3359.2415,,,,,,,198.6185441897314,,,2057.098956528972,0.5361007858327136
"Putumayo, Colombia",,,408574.44,,,,,,,2535.5315,,,,,,,16.224396752691224,,,25182.719809426977,0.16988901001101794
"Saïda, Algeria",,,408532.2,,,,,,,4073.4358,,,,,,,51.43411855916526,,,7942.824703607212,0.2584317137978016
"Burgas, Bulgaria",,,408396.3,,,,,,,2149.8901,,,,,,,52.5550342776466,,,7770.83143628934,0.21813954367032581
"Pohjois-Pohjanmaa, Finland",,,407692.03,,,,,,,1097.502,,,,,,,11.068718079144537,,,36832.813730992515,0.08707738441336617
"Kweneng, Botswana",,,405984.3,,,,,,,2029.2671,,,,,,,11.032879270936446,,,36797.67561396881,0.5437088596896329
"Al Ḩudūd ash Shamālīyah, Saudi Arabia",,,405417.44,,,,,,,3271.4036,,,,,,,3.225318790920132,,,125698.40805855376,0.24940748334617036
"Santa Cruz, Argentina",,,405026.88,,,,,,,2792.474,,,,,,,1.6524405368455544,,,245108.29041581173,0.23872622659625262
"Béqaa, Lebanon",,,403310.62,,,,,,,1695.0836,,,,,,,288.9271032563143,,,1395.89059127559,0.34615563780960473
"Jendouba, Tunisia",,,402964.5,,,,,,,1219.764,,,,,,,131.5887408047673,,,3062.302272485923,0.35360732714268023
"Australian Capital Territory, Australia",,,402877.2,,,,,,,1327.1503,,,,,,,162.9270337437806,,,2472.7461013840434,0.2567104082332921
"Nippes, Haiti",,,402651.56,,,,,,,1007.4969,,,,,,,300.0328400564333,,,1342.0249677477475,0.1938180286457914
"Uşak, Turkey",,,402512.97,,,,,,,4326.5474,,,,,,,74.79278417317364,,,5381.7085859249455,0.555044535903255
"Central, Fiji",,,401768.9,,,,,,,2134.3145,,,,,,,84.38115234898241,,,4761.35837287893,0.17059965877306005
"León, Nicaragua",,,399643.03,,,,,,,2776.3884,,,,,,,70.58599927272374,,,5661.788957692526,0.4329570396047296
"Tarapacá, Chile",,,399463.9,,,,,,,6780.1416,,,,,,,9.516905955986466,,,41974.136142295625,0.44170838046720606
"Csongrád, Hungary",,,399417.8,,,,,,,1718.5442,,,,,,,93.67258633168441,,,4263.977628264742,0.31854937221026963
"Masaka, Uganda",,,398581.3,,,,,,,1466.0059,,,,,,,172.992296563802,,,2304.0408181008083,0.4960948666682135
"Yasothon, Thailand",,,398069.0,,,,,,,436.75363,,,,,,,95.2643205663456,,,4178.573863052642,0.20303913226059045
"Lofa, Liberia",,,397464.72,,,,,,,2096.5078,,,,,,,38.528928535644326,,,10316.007578105704,0.3048451259828667
"Bolikhamxai, Laos",,,396488.4,,,,,,,465.08142,,,,,,,24.404406470049985,,,16246.590825168629,0.24401732392843548
"Gorgol, Mauritania",,,396381.7,,,,,,,1263.3068,,,,,,,29.628136488992606,,,13378.55614534728,0.3091442625039195
"Ansabā, Eritrea",,,395954.28,,,,,,,11855.041,,,,,,,17.844399648879605,,,22189.274452551323,0.34080873924638205
"Guadeloupe, France",,,395642.0,,,,,,,770.8804,,,,,,,194.18020688105608,,,2037.4991166960087,0.1479050282925208
"Ahuachapán, El Salvador",,,395567.28,,,,,,,2166.0938,,,,,,,319.6888726094944,,,1237.3507967954592,0.42892555484292555
"Siirt, Turkey",,,394891.25,,,,,,,5944.633,,,,,,,69.18738861905429,,,5707.561130457906,0.3294754874059198
"Giresun, Turkey",,,394597.38,,,,,,,3718.1604,,,,,,,56.233787793731906,,,7017.086888178352,0.37092960609292125
"Mwaro, Burundi",,,393546.1,,,,,,,569.7663,,,,,,,478.9595361602613,,,821.668771656565,0.2897948178600871
"Sevastopol, Ukraine",,,393485.44,,,,,,,2495.6584,,,,,,,377.87487322610554,,,1041.3114641379018,0.3050266051433103
"Guanacaste, Costa Rica",,,393451.3,,,,,,,969.0925,,,,,,,36.99568867446239,,,10635.058478357072,0.219503909596055
"Kastamonu, Turkey",,,393115.1,,,,,,,1730.1925,,,,,,,29.251800704462198,,,13439.004925602152,0.39285635948617353
"Pousaat [Poŭthĭsăt], Cambodia",,,392936.2,,,,,,,429.55966,,,,,,,31.294467856310373,,,12556.091041527852,0.3615683896209261
"Botoşani, Romania",,,391758.9,,,,,,,1777.4083,,,,,,,77.45800732882238,,,5057.694094645593,0.22224899385817104
"Manzini, Eswatini",,,391653.62,,,,,,,688.78534,,,,,,,95.06713197115658,,,4119.758499907496,0.3403974715726746
"Santa Rosa, Guatemala",,,391335.56,,,,,,,1127.1268,,,,,,,129.6352959606525,,,3018.742384934886,0.3485646958182197
"Mityana, Uganda",,,391256.5,,,,,,,690.81067,,,,,,,247.64744274809058,,,1579.893156409412,0.39429376294350743
"Yozgat, Turkey",,,390981.97,,,,,,,1638.6443,,,,,,,28.72916223461214,,,13609.236689782592,0.38467776460403497
"Coimbra, Portugal",,,390425.28,,,,,,,735.9978,,,,,,,96.91130895817102,,,4028.6864912588876,0.2549301018349274
"Laâyoune-Sakia El Hamra (EH-partial), Morocco",,,390391.3,,,,,,,5642.205,,,,,,,2.720890491386639,,,143479.24465752608,0.4607797434244078
"Zeeland, Netherlands",,,390306.16,,,,,,,1032.704,,,,,,,178.25288701962202,,,2189.6203914331845,0.06442780031634229
"Soroti, Uganda",,,390023.88,,,,,,,724.0889,,,,,,,277.24031790298415,,,1406.8079201109656,0.6037155068637341
"Jalapa, Guatemala",,,389490.25,,,,,,,1967.0459,,,,,,,196.3238793714134,,,1983.9168380691312,0.45297084352922845
"Kabarole, Uganda",,,388295.12,,,,,,,708.9548,,,,,,,284.7460550119113,,,1363.6540986801629,0.22345607883023821
"Sibiu, Romania",,,386111.7,,,,,,,2403.887,,,,,,,70.94776086454824,,,5442.196945963597,0.3412475174549015
"Jubbada Dhexe, Somalia",,,385786.5,,,,,,,7264.893,,,,,,,12.900299978232551,,,29905.234812443174,0.4652507738151199
"Kracheh [Krâchéh], Cambodia",,,383751.56,,,,,,,426.59283,,,,,,,32.01896234945811,,,11985.134256122908,0.35022583404088686
"Vorarlberg, Austria",,,383272.62,,,,,,,1347.9073,,,,,,,146.10264459508778,,,2623.310659859789,0.2899574321167834
"Ma'rib, Yemen",,,383185.62,,,,,,,1665.4823,,,,,,,21.917520630868392,,,17483.073539820267,0.2857481222772959
"Brakna, Mauritania",,,382340.06,,,,,,,868.00024,,,,,,,11.315241103526937,,,33789.82904578369,0.47792349544583135
"Plaines Wilhems, Mauritius",,,382138.4,,,,,,,4199.2637,,,,,,,1927.9982895192413,,,198.20474340010367,0.4085067809558587
"Serere, Uganda",,,381809.94,,,,,,,278.19083,,,,,,,195.0555257961579,,,1957.4423023473285,0.5883199520976307
"Muş, Turkey",,,381591.7,,,,,,,4832.4644,,,,,,,58.99224216786526,,,6468.506255689732,0.3829261324011768
"Tacna, Peru",,,380607.7,,,,,,,6037.2446,,,,,,,23.72443210301882,,,16042.857668722427,0.5488053140552698
"Cankuzo, Burundi",,,378510.84,,,,,,,435.75577,,,,,,,200.7880629259717,,,1885.126228293525,0.4315109110678074
"Hunedoara, Romania",,,377127.75,,,,,,,1583.1781,,,,,,,55.70688285899582,,,6769.859138494223,0.40859738924593414
"Jász-Nagykun-Szolnok, Hungary",,,376491.6,,,,,,,970.8357,,,,,,,67.37866675223303,,,5587.69729199966,0.23349810010412808
"Ouaka, Central African Republic",,,376416.6,,,,,,,1113.0238,,,,,,,7.626067555353856,,,49359.20000941218,0.32868009036202755
"Mayabeque, Cuba",,,374680.2,,,,,,,1898.4402,,,,,,,97.42273711575552,,,3845.9213792650207,0.28702185369018085
"Cojedes, Venezuela",,,372386.78,,,,,,,2761.5261,,,,,,,26.880837604379014,,,13853.243218482763,0.289706415423627
"Martinique, France",,,370391.0,,,,,,,1008.7745,,,,,,,268.8431214763016,,,1377.7216912453155,0.3165320615789123
"Ad Dākhilīyah, Oman",,,369473.8,,,,,,,654.4287,,,,,,,11.650653382103092,,,31712.71175808556,0.43897028822732975
"Jönköpings län, Sweden",,,369326.3,,,,,,,1241.714,,,,,,,33.29246802192215,,,11093.389419396875,0.19016141020887387
"La Guaira, Venezuela",,,368138.16,,,,,,,4024.4612,,,,,,,298.9786744590035,,,1231.319113030852,0.17202213197533062
"Innlandet, Norway",,,367854.22,,,,,,,622.66187,,,,,,,7.071628155206341,,,52018.3203466623,0.20071358844571213
"Ticino, Switzerland",,,367513.56,,,,,,,1731.2655,,,,,,,130.45209865607,,,2817.229973961016,0.3093374923597032
"Wallis, Switzerland",,,367341.47,,,,,,,1058.3772,,,,,,,70.40519403697789,,,5217.533646126543,0.22924046475050638
"Díli, East Timor",,,366886.62,,,,,,,6349.99,,,,,,,788.137448084811,,,465.5109662553676,0.20000490747276017
"Al Karak, Jordan",,,366859.03,,,,,,,2385.159,,,,,,,105.59271190519131,,,3474.28363786501,0.47895703868953354
"Rukungiri, Uganda",,,366078.62,,,,,,,449.4183,,,,,,,241.0842871016212,,,1518.4673767050258,0.26335994895756887
"Khan Yunis, State of Palestine",,,365712.8,,,,,,,7152.784,,,,,,,3191.4479077812384,,,114.59150300035799,0.6553376933629482
"La Pampa, Argentina",,,365383.72,,,,,,,1697.8959,,,,,,,2.5492931892571726,,,143327.46044658267,0.4752137973358228
"Teleorman, Romania",,,365273.8,,,,,,,993.057,,,,,,,63.41438123440293,,,5760.110015893923,0.4085423309730792
"Masindi, Uganda",,,365173.34,,,,,,,515.1128,,,,,,,92.68106993564133,,,3940.1071222373675,0.3114900654086264
"Usulután, El Salvador",,,365005.03,,,,,,,1473.6545,,,,,,,166.63638507413796,,,2190.4281654190117,0.30141304796524443
"La Paz, El Salvador",,,363274.47,,,,,,,1610.1666,,,,,,,287.60863517460245,,,1263.086097986808,0.5719089350069073
"Andaman and Nicobar Islands, India",,,362815.1,,,,,,,2883.0127,,,,,,,38.88639322140032,,,9330.129736751524,0.034983563077834165
"Kırklareli, Turkey",,,360791.62,,,,,,,3234.7368,,,,,,,54.62089142974284,,,6605.377824418612,0.33594716351523013
"Lempira, Honduras",,,360701.7,,,,,,,305.59503,,,,,,,84.28232554365394,,,4279.6836130628,0.313495402641225
"North Gaza, State of Palestine",,,360673.2,,,,,,,11321.746,,,,,,,5583.602489969559,,,64.59506889108188,0.538682590185673
"Taita/Taveta, Kenya",,,359988.62,,,,,,,726.95544,,,,,,,20.896480465972708,,,17227.23716973278,0.5893728549587801
"Retalhuleu, Guatemala",,,359310.88,,,,,,,1837.7461,,,,,,,178.72438707261807,,,2010.4188403455387,0.34389247544979085
"Sacatepéquez, Guatemala",,,357162.25,,,,,,,2868.812,,,,,,,665.8713554882347,,,536.3832624067738,0.4822692898201277
"Vaslui, Romania",,,356146.44,,,,,,,1134.3336,,,,,,,65.86826476390165,,,5406.950354265018,0.24186258867039018
"As Suwaydā', Syria",,,354997.97,,,,,,,1883.1542,,,,,,,52.30779913729231,,,6786.712012452228,0.7402588979198782
"Ranong, Thailand",,,353843.84,,,,,,,2013.054,,,,,,,98.2913150416025,,,3599.9502458608176,0.0882052642395849
"Baranya, Hungary",,,353162.56,,,,,,,1520.9875,,,,,,,77.92819309336939,,,4531.89723104268,0.29278282288869223
"Gafsa, Tunisia",,,352501.3,,,,,,,2328.3635,,,,,,,47.13883366291549,,,7477.938784414934,0.47513264634857644
"Amuria, Uganda",,,352445.62,,,,,,,158.43362,,,,,,,135.95097967160672,,,2592.4463792121396,0.3122650989703572
"Phalombe, Malawi",,,352331.7,,,,,,,468.8869,,,,,,,317.62418436850646,,,1109.2722306410585,0.6374940496171548
"Béchar, Algeria",,,351894.5,,,,,,,3327.3757,,,,,,,2.4998779630203813,,,140764.67139813377,0.4723849392793029
"Amasya, Turkey",,,351406.3,,,,,,,3069.181,,,,,,,60.079881825849824,,,5848.984748648503,0.30627163872787616
"Arauca, Colombia",,,350865.12,,,,,,,3450.6152,,,,,,,14.86667696137719,,,23600.776818621158,0.287035322194218
"Nevşehir, Turkey",,,349531.06,,,,,,,2142.3457,,,,,,,61.959597516801495,,,5641.273935086782,0.35611888135337777
"Colón, Honduras",,,349255.94,,,,,,,1279.4537,,,,,,,41.84989131848847,,,8345.44431291523,0.30618576690663635
"Vâlcea, Romania",,,347101.88,,,,,,,1219.7108,,,,,,,60.24416629890014,,,5761.584835913597,0.3727644118975227
"Western, Fiji",,,346890.0,,,,,,,742.75555,,,,,,,47.370744704521414,,,7322.874110672156,0.07436627836773536
"Tissemsilt, Algeria",,,346559.38,,,,,,,2749.5984,,,,,,,109.35697994688498,,,3169.064975718285,0.3121984820898353
"Kisoro, Uganda",,,346374.56,,,,,,,689.27893,,,,,,,465.34317478541624,,,744.3422000542369,0.4264899107949787
"Davao Occidental, Philippines",,,346228.12,,,,,,,768.3182,,,,,,,150.34594692914428,,,2302.8763466644828,0.2265306374817136
"El Bayadh, Algeria",,,345693.0,,,,,,,5825.692,,,,,,,4.937893286978697,,,70008.19578495104,0.6788842729639668
"Mubārak al Kabīr, Kuwait",,,342493.97,,,,,,,4734.569,,,,,,,2966.786556069661,,,115.44273990634807,0.5841255967200741
"Kyotera, Uganda",,,342195.44,,,,,,,463.79868,,,,,,,123.66071444538888,,,2767.212198592954,0.37110078967839777
"Krabi, Thailand",,,341707.72,,,,,,,396.50098,,,,,,,71.47349318239701,,,4780.901331882267,0.18716362999366534
"Kiryandongo, Uganda",,,341658.47,,,,,,,609.1246,,,,,,,94.20209715476275,,,3626.8669070997016,0.49840025311305575
"East New Britain, Papua New Guinea",,,340151.3,,,,,,,434.5373,,,,,,,20.978132100242824,,,16214.56623852906,0.17732953377188274
"Hodh el Gharbi, Mauritania",,,339981.0,,,,,,,565.173,,,,,,,6.702916359705475,,,50721.354967785795,0.511627029168679
"Uppsala län, Sweden",,,339734.75,,,,,,,1741.5045,,,,,,,44.8091018384319,,,7581.824586107104,0.18578524512267441
"Cordillera, Paraguay",,,339377.94,,,,,,,1015.13153,,,,,,,76.26144602406339,,,4450.190170704517,0.40263305732830684
"Satu Mare, Romania",,,339101.75,,,,,,,1231.6982,,,,,,,73.31156894539497,,,4625.487557803802,0.2705340813122029
"Betsiboka, Madagascar",,,339095.06,,,,,,,403.828,,,,,,,11.467136527549645,,,29571.032112971585,0.2549629573907306
"Leribe, Lesotho",,,338804.25,,,,,,,616.15094,,,,,,,121.69488625821207,,,2784.04672880934,0.10893168673133605
"Stînga Nistrului, unitatea teritorială din, Moldova",,,338524.75,,,,,,,1740.8522,,,,,,,100.48766853621153,,,3368.818830521577,0.048549750538037555
"Pallisa, Uganda",,,337820.7,,,,,,,688.39606,,,,,,,411.2214317730622,,,821.5055476155986,0.36721761345129794
"Basse-Kotto, Central African Republic",,,337283.8,,,,,,,576.64264,,,,,,,20.103137483822024,,,16777.670290094207,0.3504855923230781
"Guidimaka, Mauritania",,,336928.97,,,,,,,1237.0809,,,,,,,30.76837143711162,,,10950.497313082007,0.5305676187672044
"Sinuiju Special Administrative Region, North Korea",,,335976.56,,,,,,,14620.608,,,,,,,5480.2660893267,,,61.30661486571681,0.7506629733760601
"Gulu, Uganda",,,335096.0,,,,,,,2101.264,,,,,,,178.3428009549251,,,1878.9432385593918,0.4779116039727484
"Corse, France",,,333694.3,,,,,,,1224.4427,,,,,,,35.870470165889046,,,9302.758256492718,0.2803567528631494
"Ajaria, Georgia",,,333220.84,,,,,,,3827.9417,,,,,,,113.64192425487583,,,2932.1999423615275,0.40029334564701263
"Lobaye, Central African Republic",,,333067.88,,,,,,,1636.034,,,,,,,18.052638981276658,,,18449.816414400255,0.31304032783873054
"Viseu, Portugal",,,332647.78,,,,,,,410.08804,,,,,,,71.12822874795033,,,4676.733655617507,0.3156360720403439
"Naama, Algeria",,,332417.28,,,,,,,3946.2878,,,,,,,11.162993938778254,,,29778.505934258512,0.5480992661781972
"Bitlis, Turkey",,,332037.8,,,,,,,2419.2664,,,,,,,35.561498221192444,,,9337.002913508466,0.4375484973196762
"Hhohho, Eswatini",,,332019.94,,,,,,,484.6244,,,,,,,91.7367562461476,,,3619.2683400438286,0.4948840032875587
"Moûhîlî [Mohéli], Comoros",,,331775.1,,,,,,,14399.414,,,,,,,997.0211070781905,,,332.7663691316224,0.25243592198944276
"Veszprém, Hungary",,,331653.0,,,,,,,954.7332,,,,,,,71.63641590103519,,,4629.670480139242,0.3662281614111661
"Denguélé, Ivory Coast",,,330974.25,,,,,,,928.6617,,,,,,,15.747713904529563,,,21017.288731972763,0.25763083620382976
"Rize, Turkey",,,330275.5,,,,,,,4840.152,,,,,,,84.5550159348692,,,3906.0426675858434,0.43384033301450436
"Freiburg, Switzerland",,,330098.94,,,,,,,1202.5848,,,,,,,198.7832166845098,,,1660.5976249187188,0.11968266316913555
"Berea, Lesotho",,,329558.38,,,,,,,988.1521,,,,,,,165.28898805219382,,,1993.8314033112376,0.2523796458731538
"Békés, Hungary",,,328473.84,,,,,,,845.9379,,,,,,,58.34985016591326,,,5629.386242055638,0.2743228828992789
"Namutumba, Uganda",,,328298.5,,,,,,,522.1417,,,,,,,395.60472792655565,,,829.8649556608658,0.5035148676616278
"Hallands län, Sweden",,,327986.44,,,,,,,895.1175,,,,,,,54.90351181188756,,,5973.869916076757,0.12809595824152126
"Kumi, Uganda",,,327983.28,,,,,,,393.1515,,,,,,,304.0726664517607,,,1078.6345417930966,0.405583731950903
"Alba, Romania",,,327133.38,,,,,,,1072.7528,,,,,,,52.59455026994361,,,6219.9101108570185,0.2458546410473121
"Chiradzulu, Malawi",,,325460.16,,,,,,,488.43927,,,,,,,501.2256758547066,,,649.3285797759953,0.41692177804408864
"Niğde, Turkey",,,325229.25,,,,,,,2571.161,,,,,,,50.20217533580241,,,6478.389588190973,0.5135036142969645
"Gorj, Romania",,,324510.62,,,,,,,1166.5016,,,,,,,57.46657784203515,,,5646.945358257088,0.4227155677274493
"Milne Bay, Papua New Guinea",,,323240.16,,,,,,,867.0516,,,,,,,19.551557126999718,,,16532.70653331348,0.02944618949609367
"Atacama, Chile",,,322967.25,,,,,,,3924.0295,,,,,,,4.060612407673699,,,79536.58649854395,0.3121685413226653
"Zagrebačka županija, Croatia",,,322837.25,,,,,,,652.23254,,,,,,,105.31598976436021,,,3065.4153345786694,0.08709628557992004
"Raški okrug, Serbia",,,321992.8,,,,,,,2675.4807,,,,,,,87.386776575854,,,3684.685774174332,0.2700217637615348
"Baja Verapaz, Guatemala",,,321383.75,,,,,,,1703.9923,,,,,,,118.22409614603995,,,2718.428480121352,0.42435065525982574
"Brunei-Muara, Brunei",,,321348.3,,,,,,,1258.971,,,,,,,527.1392789093229,,,609.6079828558507,0.27283315471719094
"Ulster, Ireland",,,320995.38,,,,,,,236.98325,,,,,,,37.014691501497936,,,8672.107262788068,0.05222321154626442
"Nkhata Bay, Malawi",,,320421.0,,,,,,,319.91977,,,,,,,30.25994406726555,,,10588.948852242705,0.5097927278639398
"Vrancea, Romania",,,320133.34,,,,,,,1381.6681,,,,,,,65.39919308312194,,,4895.065652310306,0.27976029953203263
"Demerara-Mahaica, Guyana",,,319650.03,,,,,,,2095.471,,,,,,,147.48834981312967,,,2167.290037857242,0.37697877426809717
"Ladākh, India",,,319614.94,,,,,,,864.6066,,,,,,,4.982736764528663,,,64144.45566847713,0.21949561650100816
"Tyva, Respublika, Russia",,,319434.88,,,,,,,1957.7522,,,,,,,1.8943473896639724,,,168625.28844652022,0.16907993546770828
"Butaleja, Uganda",,,318559.5,,,,,,,645.26355,,,,,,,505.1914571791825,,,630.571826726303,0.3941056475850516
"Hakkâri, Turkey",,,318411.8,,,,,,,6474.5776,,,,,,,41.16687420458171,,,7734.660905213008,0.3851002692883073
"Kars, Turkey",,,317824.56,,,,,,,1927.1448,,,,,,,30.62868204996886,,,10376.697305534997,0.43679726948926856
"Xiangkhouang, Laos",,,317465.34,,,,,,,423.61014,,,,,,,23.476331645660967,,,13522.783224468369,0.2670743336329429
"Nana-Mambéré, Central African Republic",,,317087.5,,,,,,,1650.1832,,,,,,,11.76818906591125,,,26944.460037483845,0.39030760373639606
"Sembabule, Uganda",,,314223.5,,,,,,,267.34628,,,,,,,136.25455791524408,,,2306.1503762351927,0.37979524773905565
"Klaipėdos apskritis, Lithuania",,,314205.06,,,,,,,1600.066,,,,,,,63.55961456454002,,,4943.470231100101,0.1515548327165446
"Marsabit, Kenya",,,313811.5,,,,,,,724.9623,,,,,,,4.125772072962563,,,76061.2788225753,0.5563508775401653
"Zombo, Uganda",,,313614.66,,,,,,,799.0486,,,,,,,335.25949454138157,,,935.4385523935999,0.5060113701001352
"Kole, Uganda",,,312209.97,,,,,,,264.5859,,,,,,,290.2573500544786,,,1075.6315686455523,0.33576158260182637
"Nsanje, Malawi",,,311697.75,,,,,,,743.78564,,,,,,,166.02418342576007,,,1877.423779887945,0.2571831265583188
"Kayah, Myanmar",,,311374.56,,,,,,,2208.9138,,,,,,,26.580910788294435,,,11714.217205721992,0.392725326932195
"Romblon, Philippines",,,311143.53,,,,,,,529.21796,,,,,,,176.58290128609318,,,1762.0252526369843,0.09224975699839698
"Bolu, Turkey",,,311139.2,,,,,,,3290.215,,,,,,,38.40530478593965,,,8101.463827307249,0.35153310599806425
"Béja, Tunisia",,,310831.8,,,,,,,1906.7462,,,,,,,86.90010348783069,,,3576.8865631273757,0.3545875543674262
"Samburu, Kenya",,,310740.56,,,,,,,553.24817,,,,,,,14.67680343871348,,,21172.22348841639,0.3466055235760104
"Colón, Panama",,,310700.28,,,,,,,2059.498,,,,,,,59.48463288698757,,,5223.2024671025,0.11009880826700917
"West New Britain, Papua New Guinea",,,310229.25,,,,,,,574.92096,,,,,,,14.564315206162693,,,21300.641026275694,0.13485824663180226
"La Rioja, Spain",,,309943.97,,,,,,,5051.495,,,,,,,61.6073602339082,,,5030.956813816043,0.18726442597914786
"Kamchatskiy kray, Russia",,,308899.25,,,,,,,2410.823,,,,,,,0.6595445267411916,,,468352.381796375,0.053774204475146324
"Kaliro, Uganda",,,308612.47,,,,,,,500.21622,,,,,,,356.9477685049812,,,864.5871916851424,0.6118030892068523
"Nótio Aigaío, Greece",,,308112.2,,,,,,,871.59143,,,,,,,42.28420206038458,,,7286.697454051417,0.01578648859313821
"Catanduanes, Philippines",,,307940.28,,,,,,,838.45966,,,,,,,177.79207366333546,,,1732.0248023717377,0.3699947512390619
"Mpigi, Uganda",,,307863.94,,,,,,,493.68027,,,,,,,202.91119722211909,,,1517.2348382676644,0.31925472344003275
"Örebro län, Sweden",,,307846.0,,,,,,,1564.2263,,,,,,,31.81677250883289,,,9675.588556775725,0.3057190623078859
"Kalinga, Philippines",,,307524.25,,,,,,,1034.4146,,,,,,,108.28218120574434,,,2840.0263697651294,0.5257560299334012
"Blagoevgrad, Bulgaria",,,306882.7,,,,,,,1272.8888,,,,,,,47.282059448474264,,,6490.467866240601,0.3483391613688031
"Pasco, Peru",,,306683.56,,,,,,,1355.7742,,,,,,,12.693382743351593,,,24160.900896227326,0.3759979961657071
"Heves, Hungary",,,306240.9,,,,,,,1107.6564,,,,,,,84.08122887264136,,,3642.2030262410417,0.2533321288471082
"Western Bahr el-Ghazal, South Sudan",,,306218.34,,,,,,,2374.2798,,,,,,,3.350230581568377,,,91402.16958041347,0.3219900040285845
"Mayotte, France",,,305587.0,,,,,,,2861.373,,,,,,,513.0002370812774,,,595.6858845497652,0.16959519018284455
"Bay of Plenty, New Zealand",,,304918.2,,,,,,,863.1976,,,,,,,24.918926017957453,,,12236.409678341082,0.14881541588667296
"Brăila, Romania",,,304878.56,,,,,,,3292.634,,,,,,,63.153509682834354,,,4827.5790851710735,0.35319959652626404
"K'akheti, Georgia",,,304445.94,,,,,,,662.0741,,,,,,,27.678532395870665,,,10999.352608211988,0.20576749751631485
"Bougainville, Papua New Guinea",,,304410.97,,,,,,,580.4366,,,,,,,30.063984298146206,,,10125.43665973011,0.20457580888238527
"Ljubljana, Slovenia",,,303496.62,,,,,,,3639.975,,,,,,,1118.935758308444,,,271.2368630159897,0.23951090401073222
"Harghita, Romania",,,302995.1,,,,,,,918.74817,,,,,,,46.311613778245466,,,6542.529379365521,0.2798946360555625
"Šumadijski okrug, Serbia",,,302009.56,,,,,,,2271.949,,,,,,,129.1698340482613,,,2338.0812147452416,0.4457834888677621
