longname,White %,White % (2010),White % (2000),Hispanic %,Hispanic % (2010),Hispanic % (2000),Black %,Black % (2010),Black % (2000),Asian %,Asian % (2010),Asian % (2000),Native %,Native % (2010),Native % (2000),Hawaiian / PI %,Hawaiian / PI % (2010),Hawaiian / PI % (2000),Other / Mixed %,Other / Mixed % (2010),Other / Mixed % (2000),Racial Homogeneity (2000) %,Racial Homogeneity Change (2000-2020) %,Racial Homogeneity (2010) %,Racial Homogeneity Change (2010-2020) %,Racial Homogeneity %,Segregation (2000) %,Segregation Change (2000-2020) %,Segregation (2010) %,Segregation Change (2010-2020) %,Segregation %,Mean Local Segregation (2000) %,Mean Local Segregation Change (2000-2020) %,Mean Local Segregation (2010) %,Mean Local Segregation Change (2010-2020) %,Mean Local Segregation %
"Navajo Nation Reservation and Off-Reservation Trust Land, USA",0.015651678998292545,0.0186597790213804,0.024138806414940234,0.016620448297993435,0.020835126990959966,0.013151068972748646,0.001580304920137081,0.001142201176639403,0.0007505435922340813,0.0042625849186839265,0.002100731812311666,0.0005960199114800058,0.9469174971845142,0.9444281819486297,0.9546969680246354,0.0003087952142796595,0.00014349261013057828,0.0001821171951744462,0.01465869046609913,0.012690486439948342,0.0064844758887870994,0.9311581533949705,-0.01011777343522513,0.9133280893482195,0.007712290611525896,0.9210403799597454,0.21503864724811042,0.015047734136191954,0.19144464866397148,0.03864173272033089,0.23008638138430237,0.03343221141732392,0.0015766175408035432,0.03417275974248249,0.0008360692156449759,0.035008828958127465
"Oneida Indian Nation Reservation, USA",0.9139077060076964,0.9552128890692396,0.9708049535603716,0.019272970136437362,0.012669642454574147,0.0072136222910216714,0.008300734662723023,0.007274148218284563,0.005185758513931889,0.005979073243647235,0.0050498219036025065,0.0037461300309597524,0.008078109595140413,0.0075597036235478,0.005510835913312693,0.00025442864866583975,0.00016532155041555825,7.739938080495357e-05,0.04420697770568966,0.012068473180335753,0.0074613003095975235,0.9475844724842696,-0.09335672437301634,0.920678175317716,-0.06645042720646277,0.8542277481112532,0.08129820867541224,0.01998135029460449,0.08871024469337721,0.012569314276639515,0.10127955897001673,0.00827617301989194,0.011088374165740354,0.011287089963819283,0.00807745722181301,0.019364547185632294
"Puyallup Reservation and Off-Reservation Trust Land, USA",0.5043340633454184,0.6091454272863568,0.694952735048966,0.14376943887222335,0.11991861212251018,0.07137129109863673,0.07825238787566484,0.0698864853287642,0.057203956161454156,0.1275742127831864,0.10642535874919683,0.09547763116327672,0.022618105526620903,0.022788605697151423,0.02928239896964837,0.03167270920367337,0.01291497108588563,0.006026585016159996,0.09177908239321272,0.05892053973013493,0.04568540254185803,0.5858079435540274,-0.21384382702050297,0.4781897053478591,-0.10622558881433464,0.37196411653352446,0.16633606112901536,-0.07270088047279899,0.12178876610891866,-0.028153585452702287,0.09363518065621637,0.051708400394577685,0.007658441355115182,0.058627194899945806,0.000739646849747061,0.05936684174969287
"Osage Reservation, USA",0.5989567418918329,0.646886585776879,0.6611607444246911,0.040857304989305517,0.028774856757667677,0.021153543218489095,0.10467501855166092,0.11280333670374115,0.10741049125728559,0.0027936618796106333,0.0024856757667677787,0.0022278731687557667,0.13979222139770395,0.1412200876306033,0.1417512433332583,0.0004146841852547034,0.0002317155375800472,0.0003150527713391993,0.11251036710463136,0.06759774182676104,0.06598105182618089,0.6215833839775637,-0.066943350684322,0.6088205266626702,-0.05418049336942843,0.5546400332932417,0.28009446829938967,-0.02699279951649225,0.27976464657557765,-0.02666297779268023,0.2531016687828974,0.09003715943646155,-0.007573382563741279,0.08159424100834838,0.0008695358643718981,0.08246377687272027
"Yakama Nation Reservation and Off-Reservation Trust Land, USA",0.1356790279711429,0.17419375459456005,0.23629448007041368,0.5966333375522086,0.5762457250615272,0.5041808122720985,0.0029426654853815975,0.002301275290056573,0.0027348170501697473,0.015852423743829894,0.01163422507750823,0.012070916635231988,0.22095304391849133,0.21536101256112763,0.21853388658367912,0.0004429819010251867,0.0005113945089014607,0.000314346787375833,0.02749651942792052,0.01975261290631892,0.025870740601031058,0.5812351851789109,0.050073129756166734,0.631637292714422,-0.0003289777793443749,0.6313083149350777,0.3466675537508984,0.012705213436708052,0.3754408393821772,-0.016068072194570737,0.35937276718760647,0.18283106622198067,-0.0311439084634777,0.17034325647333354,-0.018656098714830566,0.15168715775850297
"Flathead Reservation, USA",0.6241369250218808,0.6459325081984555,0.6722069387131285,0.037667347401860674,0.03600267992524419,0.027166437414030263,0.002431197121462608,0.0029620226383158784,0.0008788017728870548,0.004570650588349703,0.0040551500405515,0.0025599877731927252,0.2378034944406626,0.23608025670862864,0.2580238422741862,0.0007455671172485332,0.0004936704397193131,0.0003056701818737582,0.09264481830853512,0.07447371204908496,0.03885832187070151,0.6496881597676541,-0.05586757925674646,0.6161370145445172,-0.0223164340336095,0.5938205805109077,0.26914147703511754,-0.01609316812111361,0.26173688153262564,-0.008688572618621715,0.2530483089140039,0.1084925220734174,0.013450240953812156,0.1188416316912922,0.0031011313359373682,0.12194276302722956
"Oneida (WI) Reservation and Off-Reservation Trust Land, USA",0.7050903725562523,0.7449001974117131,0.8058106841611996,0.05090372556252305,0.03632375520947576,0.02033739456419869,0.014533382515676872,0.011713094976968633,0.0030459231490159327,0.023275544079675397,0.01245887255977188,0.006466729147141519,0.15392843969015124,0.16648387804343057,0.1457825679475164,0.0005533013648100332,0.0003948234261899539,0.0003280224929709466,0.0517152342309111,0.027725378372450097,0.01822867853795689,0.7736315870027818,-0.15051122468139166,0.6949714187667837,-0.07185105644539358,0.6231203623213901,0.3095914450151421,-0.10673483569735887,0.26342443046491293,-0.06056782114712972,0.2028566093177832,0.05069006389635224,0.012241695352994443,0.06345921433683832,-0.0005274550874916351,0.06293175924934669
"Agua Caliente Indian Reservation and Off-Reservation Trust Land, USA",0.728202288667405,0.7626476397790946,0.8151424846340101,0.1633813215208564,0.1565283992421494,0.12693238964425405,0.026836471022517534,0.025234812754464465,0.018765133171912834,0.0357327427094869,0.030676825089692425,0.020720804619109703,0.007899593946105574,0.005966057967509171,0.005773887129819333,0.0015503875968992248,0.0017333817067763132,0.00041907245297075806,0.03639719453672942,0.017212883460313622,0.012246228347923263,0.7355412292591262,-0.1272850400576332,0.6639735473690611,-0.055717358167568065,0.608256189201493,0.18939975101239528,-0.07277741321167472,0.15425673881115812,-0.03763440101043755,0.11662233780072057,0.17224008988828127,0.0012465741207629555,0.18162145832406473,-0.00813479431502051,0.17348666400904422
"Wind River Reservation and Off-Reservation Trust Land, USA",0.5880663069218526,0.6274065685164213,0.6564301075268817,0.06805388407935091,0.06504341260853153,0.05131182795698925,0.0043091734927598125,0.0021140052850132126,0.0012473118279569893,0.003416281687953725,0.002491506228765572,0.001978494623655914,0.28320198765480026,0.27806719516798795,0.2695483870967742,0.00027174967972359176,0.00022650056625141563,0.0003010752688172043,0.052680616483559144,0.02465081162702907,0.01918279569892473,0.7745409022614069,-0.10318197755478031,0.7349288298984876,-0.06356990519186101,0.6713589247066266,0.5431283756735746,-0.12305418150350517,0.49444548084091966,-0.07437128667085019,0.42007419417006947,0.11226461273324113,0.00010993879967860498,0.11419448501018184,-0.0018199334772621006,0.11237455153291974
"Isabella Reservation and Off-Reservation Trust Land, USA",0.8185124354763023,0.8545854509595692,0.8943773395592945,0.04633974659784139,0.03474171281195479,0.022922857253116196,0.012787423744720788,0.012023060001517106,0.01115270327634778,0.008916001877053027,0.007737237351134036,0.007370817736271369,0.05752385421554826,0.06330122126981719,0.049589009377532516,0.0004692632566870014,0.0002654934385193052,0.00027013468143402927,0.05545127483184733,0.027345824167488434,0.01431713811600355,0.8379760454963266,-0.11291904956639065,0.7792330456369831,-0.05417604970704715,0.725056995929936,0.17404421490078506,-0.02676814546205178,0.16285337668253116,-0.015577307243797883,0.14727606943873328,0.02096008859637998,0.012086917419359394,0.025388868484718285,0.007658137531021087,0.03304700601573937
