longname,Population,Population (2010),Population Change (2010-2020),Population (2000),Population Change (2000-2020),PW Density (r=1km),PW Density (r=1km) (2010),PW Density (r=1km) Change (2010-2020),PW Density (r=1km) (2000),PW Density (r=1km) Change (2000-2020),AW Density,AW Density (2010),AW Density (2000),Area,Compactness
"9th Circuit, USA",66845641.0,61526164.0,0.08645877874004952,54327723.0,0.23041492094192867,2471.875519399751,2382.983061147772,0.03730301725651528,2427.7238573114737,0.01818644322141805,18.800615387804278,17.304490290563145,15.279898729943639,3555502.8184535876,0.009243740379144497
"11th Circuit, USA",37272718.0,33267484.0,0.12039485763335754,28613026.0,0.30264859089003726,1147.3306878030417,1043.5421096313655,0.09945796840756121,1044.6527475013074,0.0982890635642594,85.20628238025363,76.0502262213496,65.41002920982416,437440.96044070425,0.15773935970904235
"5th Circuit, USA",36763375.0,32645181.0,0.12615013529868313,28164606.0,0.3053040756188814,1240.2748717425936,1164.2184796964734,0.06532828105077758,1175.2234696007758,0.05535236814485656,39.38711702405979,34.97501424498194,30.174667925851107,933385.7813848862,0.09472013539255839
"6th Circuit, USA",33292317.0,32104145.0,0.03700992504238938,31020360.0,0.07324083279497723,888.2189317337223,867.3774943877133,0.024028104811182692,964.7822358196913,-0.07935811962885056,70.5773493259379,68.05850900901738,65.76096172388215,471713.90421947645,0.05815490458240049
"4th Circuit, USA",32158894.0,29787533.0,0.07960917743674846,26242926.0,0.22543095994707296,986.193234751164,914.8986541785863,0.07792620553867508,890.3427418008816,0.10765572453188889,79.71364704072555,73.8356515549311,65.04948026135101,403430.2179596686,0.047285012896881584
"7th Circuit, USA",25489417.0,25000022.0,0.019575782773311158,23862057.0,0.06819864691463942,1721.486591252834,1684.820833309898,0.021762407739762183,1842.764750199121,-0.065813153270477,66.20515637174465,64.93402206127571,61.978318885696126,385006.5221034429,0.2014938412322562
"2nd Circuit, USA",24449297.0,23576142.0,0.037035533633959276,22988396.0,0.06354949688529814,7807.958323436037,7121.7762514890255,0.09634984977287711,7065.711862259777,0.10504907016387621,148.34241036234775,143.04467450843197,139.4786145795584,164816.63564909768,0.12817096018872848
"3rd Circuit, USA",23281519.0,22391919.0,0.03972861816800963,21478589.0,0.08394080262907401,2284.0835300546023,2099.5895583249326,0.08787144658733222,2122.53525374702,0.0761109979315505,163.1488865754064,156.91487540553896,150.51457254832778,142701.05968047428,0.31058488363935016
"8th Circuit, USA",21690563.0,20568225.0,0.054566594832563334,19222525.0,0.12839301808685383,880.0994922930431,832.6950432697649,0.056928943442648476,853.0207158242642,0.03174457075478285,17.13638059154103,16.249690323503774,15.186535468462123,1265761.0447043313,0.2606194033579585
"10th Circuit, USA",18636944.0,17020355.0,0.09497974630963925,14986339.0,0.24359551722405318,1193.8767480026245,1109.9084257875738,0.07565337848072289,1092.4154152460162,0.0928779760341983,12.836573744148811,11.723115233328594,10.322145397245029,1451862.8079003654,0.3095804958370461
"1st Circuit, USA",14150710.0,13968641.0,0.013034124078355224,13713451.0,0.03188540944216011,1804.6391820123083,1718.8459627775358,0.049913268025563305,1769.926819404939,0.019612315168510717,99.60567185538574,98.32410329316954,96.52784208784657,142067.31139311986,0.04109169035220116
"DC Circuit, USA",689482.0,601718.0,0.1458556998461073,572044.0,0.20529539685758438,6569.571121790082,5649.898874921572,0.16277676242148237,5315.284420031396,0.23597734432267262,3896.921377446382,3400.883180988455,3233.1670622872507,176.92992319280802,0.5262571120407038
