longname,High School %,Undergrad %,Grad %,Undergrad STEM %,Undergrad Humanities %,Undergrad Business %,% of women with high school education - % of men with high school education,% of women with undergraduate education - % of men with undergraduate education,% of women with graduate education - % of men with graduate education
"Los Angeles CA HRR, USA",0.8033049574759122,0.3311458192191395,0.11595348476127512,0.14749585123290926,0.12141283990300783,0.06223712808322242,0.0014413893221387752,0.011526290674020556,0.004376938929108773
"Houston TX HRR, USA",0.8502193152829239,0.31747305551212524,0.11597307247910661,0.15441660229759677,0.08696942536284342,0.07608702785168502,0.024399549732484038,0.013999498828783818,0.0002040526580135843
"Atlanta GA HRR, USA",0.8980086145055532,0.3687687078455544,0.14227191324102806,0.15840729154378488,0.11942145092735192,0.09093996537441762,0.020275543425476217,0.016270732134368915,0.017047924910135348
"Dallas TX HRR, USA",0.8712207646440389,0.3638390312785997,0.1308161238205224,0.1604708506352841,0.10694722617083963,0.09642095447247596,0.01918211518610602,0.00041835123414835085,-0.005862937635301546
"New York NY HRR, USA",0.865402158796914,0.45976548156491326,0.20256275696853376,0.19580810857108527,0.18235350717047613,0.08160386582335191,-0.0024032655174097695,0.01261156581784717,0.017395400178638498
"Boston MA HRR, USA",0.9155099368171676,0.46850127871058334,0.21501829989650018,0.23514682927243452,0.14931164794040433,0.08404280149774454,0.0055614486102569805,0.009877734627349533,0.010145216199446139
"East Long Island NY HRR, USA",0.8744925933269757,0.36754225425182446,0.15737251941906702,0.16149033194258255,0.12521725712693868,0.08083466518230324,0.008481300887878906,0.026474826477016655,0.030057708636093777
"Philadelphia PA HRR, USA",0.915646056412453,0.4092144421986008,0.17498139335483817,0.18682846435879333,0.13709270939192258,0.0852932684478849,0.00626911097938021,0.0023026692760258483,0.008725196305568894
"Orlando FL HRR, USA",0.9005843327141977,0.2907115523797455,0.10303181103016297,0.12578436031710616,0.09496477429799587,0.06996241776464347,0.016008733275662657,0.008927760299921761,-0.004032857001411719
"San Diego CA HRR, USA",0.8722381085562237,0.3633080241497563,0.13980173798038517,0.1859687844863953,0.10859518441085027,0.06874405525251075,-0.008475095001365562,0.003631928281058183,-0.0006106457406619692
"Phoenix AZ HRR, USA",0.8661001749529417,0.2812892458072056,0.10786886360455585,0.1204904779768626,0.09657553598750872,0.06422323184283431,0.015569310820346738,0.00820861084549096,0.003593552739825992
"Minneapolis MN HRR, USA",0.9408654988520965,0.3757163953676242,0.1273843637706462,0.16283839734592773,0.13267985437663476,0.08019814364506175,0.008225798231863646,0.024504154268587597,0.01103517413629046
"Orange Co. CA HRR, USA",0.8693146702522598,0.4034051498284659,0.14716782711625997,0.19723514869137054,0.11984782807177986,0.08632217306531544,-0.0018474905170026146,-0.012490514938391761,-0.009869589616658597
"St Louis MO HRR, USA",0.9216560164749221,0.31700289024530653,0.1282217678258877,0.13273037370145996,0.11095953225544644,0.07331298428840018,0.012163025382065595,0.015211938371747058,0.012316706544716949
"San Bernardino CA HRR, USA",0.8167544237554422,0.20654440840815683,0.07249446654477879,0.09584166665365385,0.06793727291770012,0.04276546883680289,0.017368447153429223,0.02393684228559992,0.011143509156959802
"Miami FL HRR, USA",0.8466024214941872,0.31543833343921096,0.1196784396327365,0.13962846770469073,0.09041025660986397,0.08539960912465626,-0.002600887446386646,0.015539331982027116,0.00039510763536557136
"Denver CO HRR, USA",0.9221792502651457,0.4363443308338502,0.1601106963455254,0.20371287235198893,0.13862207178485247,0.09400938669700884,0.008977965528582543,0.014568935213960854,0.008493416472326376
"Seattle WA HRR, USA",0.9387853973344907,0.4744362666272287,0.18934955910191809,0.2572834655890939,0.14115997002715708,0.0759928310109777,0.0031372679274153104,0.005202195107102403,0.0032921306060980093
"Nashville TN HRR, USA",0.8997046945249703,0.30048779756376315,0.10755342970974956,0.12080562956984137,0.11278644857743976,0.06689571941648204,0.020092679157843074,0.020696330162634502,0.017859654860312407
"Columbus OH HRR, USA",0.9117571871193471,0.3009627547706191,0.11356584705955565,0.13042703056908517,0.10741086484778173,0.0631248593537522,0.011421579068584764,0.018147283616824716,0.011092781546296504
"San Antonio TX HRR, USA",0.8478122636271327,0.2720658611377717,0.09893729271032917,0.11844246470566766,0.08962844176721921,0.06399495466488486,0.007390964224946006,0.02046353229450798,0.0019134151125731746
"Fort Lauderdale FL HRR, USA",0.8977671625652252,0.3388530964012842,0.12861140682109293,0.14034368419383778,0.1118127223130933,0.08669668989435314,0.013224648935986849,-0.0028421540628523756,-0.006029577492079413
"Indianapolis IN HRR, USA",0.907110507361985,0.3061662343143522,0.11273115835610013,0.13136213533772,0.1098588725778788,0.06494522639875336,0.013178352394666804,0.017442851244098723,0.008218602055609828
"Portland OR HRR, USA",0.9233628512403159,0.3650402040804479,0.13731837809227465,0.17639581331005036,0.12820631216333594,0.060438078607061574,0.013910772601438137,0.012182015915670696,0.011703792048938594
"Camden NJ HRR, USA",0.9184295710686956,0.3520435532634166,0.12891872888981074,0.1482809353190997,0.1273994459324247,0.07636317201189213,0.011865940087220528,0.013991961762605865,0.009361543615698631
"Pittsburgh PA HRR, USA",0.9422866179919357,0.3264738840420962,0.12828995899015122,0.14500401806006333,0.11580831293689653,0.06566155304513632,0.0064799290624024675,-0.0035787454209705305,0.008884388924528197
"Washington DC HRR, USA",0.9255860718631295,0.46786815304907103,0.24193780209236898,0.2419576785475202,0.14892536209600143,0.07698511240554941,0.011508874879046949,0.018348368517395408,0.006723133621795302
"Sacramento CA HRR, USA",0.8925552876626469,0.32082137030503755,0.11592435856328372,0.15850842147158836,0.10540765171140734,0.05690529712204181,0.015119609579027693,0.014020016942643654,0.0026377697642582243
"Charlotte NC HRR, USA",0.8986836700400557,0.34398594681819566,0.11730559411563328,0.13998959526622606,0.11492457859287589,0.08907177295909373,0.025550879837198837,0.009862021632711881,0.005717283827622877
"Milwaukee WI HRR, USA",0.9169429348766363,0.333579216378828,0.11808056868659979,0.14330901437521948,0.11687080833375797,0.07339939366985046,0.012503027499342623,0.026633770480507857,0.008176877261829613
"Kansas City MO HRR, USA",0.9276263889685702,0.34947760020118196,0.13179009453221638,0.1414738284480746,0.12829192104406667,0.07971185070904073,0.011605732374674549,0.011129553439742645,0.00664748580528679
"Chicago IL HRR, USA",0.8678524520146111,0.41214913079406107,0.17404107457156048,0.1780412370931302,0.14861929775677868,0.08548859594415215,0.010481663898016746,0.019086247757396035,0.02543410491797854
"Baltimore MD HRR, USA",0.9156439145424551,0.38701023531564255,0.17631392238299104,0.19167451148174838,0.12551871760756092,0.06981700622633327,0.012078382706818491,0.01605392544855555,0.017114742965561952
"Arlington VA HRR, USA",0.928602311643731,0.5884177961509901,0.2853193176114105,0.3079983248286536,0.1691615323408096,0.11125793898152692,-0.0035492593632991953,-0.01917221337787034,-0.03155406082219642
"Fort Worth TX HRR, USA",0.8714923159054302,0.2922089490818129,0.09595609552351118,0.11766012024564461,0.10081815268548196,0.07373067615068629,0.016202817627578914,0.00998324729519856,0.0020595894244055946
"Las Vegas NV HRR, USA",0.8687534608525559,0.2406333399692804,0.0814386928535241,0.09923726959446753,0.0810668113329849,0.060329259041827954,0.004309414133403022,0.007103422084728139,0.0017902061099589056
"Birmingham AL HRR, USA",0.8790581745167884,0.24881949308093612,0.09540172574101571,0.0945082273923201,0.09442116988172777,0.05989009580688827,0.026972519404785622,0.026450637505177232,0.01566595584324254
"Raleigh NC HRR, USA",0.9091973712324143,0.37235558563793514,0.1375986273621522,0.17720682200366603,0.12032418153454934,0.07482458209971976,0.020316018168330507,0.024474677940310496,0.012413561710667542
"Salt Lake City UT HRR, USA",0.9246606409154986,0.32355622184591243,0.11338799006319515,0.14624076161293062,0.11689342869741559,0.06042203153556628,0.011254268404852108,-0.017804466808040986,-0.029829415162050205
"Austin TX HRR, USA",0.9112366817268986,0.45632023184725157,0.16640989798997577,0.20969641776055709,0.15581100370910272,0.09081281037759178,0.00703147073954169,0.006440836066371469,-0.0024042416214618556
