longname,Utility gas heating %,Electricity heating %,"Bottled, tank, or LP gas heating %","Fuel oil, kerosene, etc. heating %",Other fuel heating %,No heating %
"32566, USA",0.0628069747243688,0.8950465474262924,0.017941915408450148,0.0,0.013635582100600986,0.010568980340287635
"33844, USA",0.028678628337355638,0.9420507119557923,0.009066809520640517,0.0,0.012265174345449917,0.007938675840761699
"60540, USA",0.8684450843370637,0.10451244287943195,0.016842418401941096,0.0,0.004544342698144163,0.005655711683419173
"78108, USA",0.08425869859044582,0.8984500384001906,0.009263339729483733,0.0,0.006425368678016201,0.001602554601863516
"21044, USA",0.4174489717377595,0.5485196074030957,0.0057178942278995355,0.013839250597924591,0.006155245179363622,0.008319030853956877
"27215, USA",0.5079047690613232,0.44589829464104647,0.02716724159196825,0.006138650023757198,0.0074729705766035295,0.005418074105301352
"46350, USA",0.8354255797074234,0.09730836398166733,0.04332033688238077,0.0033751761941155554,0.015695368107707913,0.004875175126704977
"78628, USA",0.37987018835009273,0.5355142520471547,0.07582190491742616,0.0005707805840789246,0.006637372478805862,0.0015855016224414565
"85209, USA",0.32270398705236214,0.6535644075160191,0.01381247955676648,0.0011705491149802108,0.004192620747814457,0.0045559560120574175
"90057, USA",0.33971160683233165,0.41098428738937604,0.013023008662042512,0.001178622830802349,0.010222189958673139,0.22488028432677434
"34785, USA",0.0754320172118337,0.9084954317189624,0.006611890579162276,1.2488940423273039e-05,0.0037794091976776855,0.005668762351940697
"53209, USA",0.8076338990408992,0.1451733997932731,0.01739937732279436,0.015235335199234635,0.002776135403606424,0.011781853240192382
"29687, USA",0.3935622822168436,0.557607223799416,0.021518125271962812,0.008927963317169984,0.016093899878056723,0.0022905055165508906
"94566, USA",0.7226240259184569,0.2372403906597792,0.02050161624625243,0.0008287809935971969,0.01587257651226271,0.0029326096696516207
"94116, USA",0.7788443038579637,0.16448331989077206,0.02433834920559571,0.0,0.004598544982182068,0.02773548206348655
"92009, USA",0.6767254568551146,0.2824985679847931,0.013767051224628143,0.0008497264231671558,0.011111537139643222,0.01504766037265366
"12601, USA",0.43743115072041844,0.2367890598785318,0.03322693313270026,0.2555156901549331,0.01550308640298806,0.02153407971042845
"01970, USA",0.5686145069838864,0.20697631137767258,0.023826270197007764,0.1854997064876462,0.0028794883299215293,0.012203716623865624
"29414, USA",0.20549744384989294,0.781314041871545,0.0019619902210389123,0.0,0.008002901961176504,0.003223622096346658
"76513, USA",0.08528381486275562,0.8744413750542869,0.022804110547504156,0.0010853417315689709,0.013105172604878831,0.003280185199005537
"90027, USA",0.6118511770223761,0.3336438393125735,0.01078516064206759,0.0005242199411517863,0.006777848009972594,0.03641775507185856
"34609, USA",0.013415273325096866,0.962768603500838,0.00297158389316046,0.0007277348309780721,0.005700589509328231,0.014416214940598214
"75703, USA",0.4231836165207232,0.5573816703173209,0.008658063077062328,0.005786786292612552,0.00032930775947136875,0.004660556032809371
"28806, USA",0.21707125132061633,0.612936119477835,0.026371308152563996,0.09783097575090173,0.03908209920678621,0.006708246091296709
"85255, USA",0.5294289563780498,0.44855188123285306,0.012734498828873708,0.0,0.006567970476730454,0.002716693083493058
"30319, USA",0.599513170778598,0.3887706553177353,0.00897480218561264,0.0005388104405191709,0.0015184657869176635,0.0006840954906174872
"98034, USA",0.48978229139710283,0.4841783998970978,0.011771929492094012,0.008304612841403233,0.0031552961781227047,0.0028074701941797607
"87123, USA",0.7492935513129978,0.20471695168028312,0.019738487208171326,0.0002668642713115412,0.01408199902674141,0.01190214650049474
"46226, USA",0.6527246574674512,0.329496725158257,0.007392263924852027,0.0005791635288899178,0.00827210191053953,0.0015350880100102207
"10455, USA",0.4535737391395467,0.1397627799551586,0.029392062878673447,0.2837619886578213,0.032298939182198824,0.06121049018660105
"46360, USA",0.8622448838834132,0.11113925749980363,0.013699149159574335,0.0046535575923259236,0.005926247004592719,0.002336904860290159
"80537, USA",0.744598950318495,0.203199091149697,0.030999510520640955,0.0,0.01606597219819642,0.005136475812970711
"52404, USA",0.7746358425117548,0.19425557443174749,0.019930909846205297,0.00023735761879185128,0.004708654797412648,0.006231660794087867
"11003, USA",0.6493475955664235,0.04770326612346378,0.020871420362298183,0.25494159531311983,0.0011550136392794383,0.025981108995415253
"94010, USA",0.6964825895352663,0.26962427936587074,0.015905128743095867,0.0,0.0060139107513306755,0.011974091604436314
"84770, USA",0.4364188190586692,0.5345604088275587,0.01320843907436956,0.0,0.010732498565162688,0.005079834474239809
"48858, USA",0.5888812171302108,0.24244934046141184,0.11378953297388529,0.0057990635837237795,0.039634140937457284,0.009446704913311019
"38655, USA",0.3128850110036572,0.5763475526242879,0.09253359555018158,0.0,0.014824433947795465,0.003409406874077905
"00959, USA",0.0039198061478845575,0.18178443053487317,0.01021489630763496,0.0005641859981556964,0.00761181852886997,0.7959048624825817
"90501, USA",0.7617082102404451,0.18020804068310822,0.015730080859168487,0.0,0.0007203698223474265,0.04163329839493068
"33160, USA",0.032652293627813266,0.8940587359036462,0.0020907504821524874,0.00287298493010879,1.7279380092875642e-06,0.06832350711827005
"78634, USA",0.38743623699207785,0.5488540978281046,0.04796631446308051,0.0012733791452921206,0.0023711910118335024,0.012098780559611288
"77339, USA",0.5792036296342421,0.41126714529160285,0.003469233268564356,0.0,0.0,0.006059991805590581
"95403, USA",0.6997760301843154,0.22911591014899937,0.021512944371991954,0.0021520126887839422,0.030198943328489918,0.017244159277419336
"89506, USA",0.5867150231760394,0.26220836410154424,0.06786278926963696,0.022298261426027144,0.057017172166724125,0.003898389860028158
"99205, USA",0.6708146368345328,0.2714388385692245,0.015315269466786543,0.025887091958520434,0.009975956191251766,0.006568206979683841
"94605, USA",0.7312496044018374,0.20438495212723895,0.022842019405823286,0.0,0.009974686899087558,0.031548737166012815
"14075, USA",0.9037557944894166,0.07130900942810295,0.011934478832048902,0.0051026325983053985,0.005803574609555858,0.0020945100425704285
"97305, USA",0.35634705304832237,0.5826198615958033,0.016105375214202727,0.009485846736434097,0.027666325693055868,0.007775537712181801
"48038, USA",0.8952462718265313,0.08787342467439749,0.009073216455721103,0.0,0.0075631155732454125,0.00024397147010469077
"94066, USA",0.620436706974834,0.3343767949378636,0.01118585681282618,0.0,0.011186780151871129,0.022813861122605195
"34997, USA",0.018532526091107913,0.9529344146000724,0.004904427078378159,0.0,0.0032979615197426372,0.02033067071069872
"19139, USA",0.6517877885013492,0.2932586835602414,0.010677640882411956,0.03795930828829807,0.000906479390151037,0.005410099377548237
"13760, USA",0.7113662952988542,0.1864166446167371,0.03321151648045336,0.03920154119366152,0.020306313098816035,0.009497689311477864
"23608, USA",0.31809017340671514,0.6633696247354349,0.008357396831643068,0.008716275746252609,0.0,0.0014665292799541517
"48111, USA",0.8575406576348598,0.10389390598353597,0.016850995559787744,0.004035615075228342,0.012619309228145331,0.005059516518442803
"40299, USA",0.5427201973687936,0.4298434889083052,0.018428289938220637,0.0030293343024220187,0.005417284837661724,0.0005614046445966924
"43551, USA",0.7534194799018402,0.17539386302395393,0.05808820261557258,0.0009079261554394202,0.007863940580018124,0.004326587723175966
"40509, USA",0.3559921593788511,0.6265296106116515,0.012940044157109207,0.0015119753120132718,0.0027452706130632097,0.0002809399273116478
"97330, USA",0.41878820273704265,0.5316000406510478,0.010248704994064025,0.002129225878005491,0.023912540307917566,0.013321285431922346
"07307, USA",0.7807954006268883,0.15218269532039605,0.02252022215254615,0.030267557920174708,0.0022927618868999137,0.01194136209309454
"46237, USA",0.4675498391858237,0.5173225155471973,0.007519217133366073,0.0,0.0058542381780477245,0.0017541899555650643
"10305, USA",0.8255753468298999,0.08303954326352021,0.03646806227367547,0.04333763875113324,0.0035033847106004374,0.008076024171170813
"15108, USA",0.8133818719321217,0.16717812111471866,0.005491195047330456,0.006328989992386826,0.003180132300706796,0.004439689612735255
"88240, USA",0.4600286327381713,0.48445959367068736,0.03362133119301907,0.00578789065170916,0.01218367557092163,0.003918876175491697
"33010, USA",0.031470000749151246,0.9263394113060488,0.0059291343453256075,0.0,0.006695500221580303,0.029565953377894062
"01453, USA",0.3613825780920269,0.2176718751883855,0.021464262636319897,0.36347894672749276,0.026251649452351967,0.009750687903423007
"60047, USA",0.924080617566695,0.065294695322694,0.006203069755231301,0.0,0.0015160853759767768,0.0029055319794029566
"91606, USA",0.6483954743564065,0.26238136040359245,0.018432709263107576,0.0010567848839428172,0.0052290700415438705,0.06450460105140673
"32940, USA",0.24684586362590388,0.7380840146218929,0.00702829320234921,0.0005540791650262083,0.004342503860913948,0.0031452455239140446
"90032, USA",0.5436112378087975,0.3244580886456009,0.013505024972547255,0.0009679538849473344,0.003648441566339953,0.11380925312176707
"73071, USA",0.5480011077349713,0.4370977194880692,0.009111980600258484,0.0021799639943032483,0.0035533316697232012,5.589651267444225e-05
"55125, USA",0.8181580320238523,0.15272786192369803,0.017109218078039844,0.0010442134153963345,0.0035387232410653553,0.0074219513179479436
"30045, USA",0.6313908875346345,0.34622878089881004,0.015606930549840626,0.0015165899883525832,0.004687468369991825,0.0005693426583705133
"18042, USA",0.5402217402820283,0.23294801089102665,0.026160492536526705,0.17497809187796862,0.02026143325166615,0.005430231160783606
"28376, USA",0.0541614378680392,0.8488898351062042,0.07451094908702557,0.0064244498378358125,0.005728006153619109,0.010285321947276006
"29607, USA",0.3460210746438997,0.6258639744982585,0.011526119186583273,0.007932753757227807,0.004759733829489424,0.003896344084541343
"52001, USA",0.7888746199908598,0.15311417489069176,0.0319004104080221,0.008045357520690617,0.012127484144168827,0.005937953045566844
"22015, USA",0.4149823157514468,0.5524673712765321,0.0076247240555921475,0.0175066683172614,0.0022056250429957694,0.005213295556171818
"90241, USA",0.6512618294064011,0.24915964023061019,0.020280044655896393,0.0,0.0025274469979438235,0.07677103870914839
"93534, USA",0.7541656106115924,0.214159351677851,0.009727018586336336,0.0,0.015132605175054333,0.006815413949166
"59718, USA",0.5978134074206662,0.33114773799710867,0.03734227478225926,0.0003819456365475349,0.025427907256722705,0.007886726906695694
"34983, USA",0.012616072142514673,0.9611175169658733,0.005160480382803029,0.0021496781073786944,0.0010422681732745183,0.017913984228155794
"67212, USA",0.6959114070175004,0.2929959071974897,0.006634014080166436,0.0,0.0023924579879647683,0.0020662137168786627
"72758, USA",0.6672901922264051,0.30391247267213206,0.017358099338218965,0.0,0.008402073656181237,0.0030371621070627427
"92545, USA",0.8143280835676362,0.14429579136998172,0.02054139563679051,0.0,0.014861681739879897,0.005973047685711651
"92104, USA",0.5105411176138904,0.3893310592517275,0.006011429678785267,0.0011501544339016796,0.011088228597499515,0.0818780104241955
"53590, USA",0.7517865794207901,0.19130726943444887,0.03341978754441083,0.005575511402420272,0.009882721047829949,0.008028131150100115
"12065, USA",0.7211285227024848,0.15504763469623142,0.04793105165728694,0.0626391467570731,0.012406383220553983,0.000847260966369513
"32092, USA",0.08091370642996963,0.8724011609747896,0.0078093989191414855,0.0014753118957316468,0.009441183288662851,0.027959238491704706
"23451, USA",0.29889454602941495,0.6635825417522405,0.008215561198363823,0.018578323182596702,0.00504784185698455,0.005681185980399397
"33155, USA",0.03227426710339305,0.9272718025684863,0.005382409671259867,0.006148735604246957,0.000636501658465627,0.028286283394148137
"90242, USA",0.6473876771822427,0.24578821654135735,0.014061072349886189,0.0016788367425051962,0.020614583938839935,0.0704696132451688
"19403, USA",0.5250502480700705,0.25768196618108713,0.02564809991137184,0.17157190636218037,0.01583249539682276,0.004215284078467448
"30038, USA",0.5002883017173365,0.48635034038001557,0.008099890542019702,0.0006230685032322846,0.0,0.0046383988573958975
"48310, USA",0.9053983838890581,0.06873398670560617,0.015050257108558934,0.0005375091824485334,0.006786053428412733,0.003493809685915467
"39402, USA",0.15065122132582448,0.7942083082195845,0.046406060926477,0.0014029545043754313,0.00041631903587428467,0.006915135987864202
"85746, USA",0.5599239641797251,0.3845075410769638,0.04085444675964005,0.0008044121405974291,0.00884238322619392,0.0050672526168796675
"43017, USA",0.6761848747802693,0.30602132331520643,0.011484195256336252,0.001341465786439193,0.0011002201928499023,0.003867920668898824
"33418, USA",0.08737812192781816,0.889722243631376,0.005118061311336471,0.0009907228229857096,0.0017062448618087212,0.01508460544467473
"43224, USA",0.7313473031698141,0.25172838201937026,0.004342261987966671,0.004255641814315401,0.0016393456301077864,0.006687065378425892
"90065, USA",0.5698719578982621,0.30403887666725976,0.010938166595514569,0.0007237592666290342,0.005553087736495201,0.1088741518358393
"28214, USA",0.5420541761587555,0.42283868463741814,0.019878758324335853,0.00492427792052635,0.0054381287564298185,0.004865974202534218
"11367, USA",0.6778017668227081,0.10784894530505722,0.02436274686495755,0.16141310032221587,0.012938407939581977,0.01563503274547946
"50613, USA",0.6306715431236279,0.30123857448380364,0.04988293319657647,0.0020494876224611356,0.012174326294672692,0.003983135278858207
"53081, USA",0.8157726795060761,0.15075654913460781,0.015596042109978957,0.0027375693589150587,0.00955784608097986,0.005579313809442304
"07202, USA",0.8527289402930304,0.09932141219713123,0.01587009990436289,0.026209830561315275,0.0015150112184956043,0.004354705825664672
"19144, USA",0.6344847598921769,0.2862242313112589,0.008264908813451526,0.04277583211100206,0.009756319986570491,0.01849394788554029
"92040, USA",0.47281100602637693,0.3593779061785023,0.06551556527324415,0.0003761602640650373,0.07452368472371518,0.027395677534096392
"34758, USA",0.04301657242912851,0.9365174168005297,0.0017746866073215226,0.0,0.007805999127800057,0.010885325035220222
"30152, USA",0.7913191488250402,0.18689326470729953,0.01089009155363841,0.0013557852935327788,0.0026080672962670312,0.006933642324222104
"28115, USA",0.4562141343117685,0.4956832818993325,0.016567521540899192,0.014287097111889331,0.009875603852433608,0.007372361283676891
"80126, USA",0.8001174220655346,0.17211979470334463,0.011928809835731009,0.0,0.015257137100887712,0.0005768362945020629
"08902, USA",0.8222335877225283,0.14999755175582585,0.014440051958409148,0.009030564688856189,0.0032047527162255935,0.0010934911581547979
"46038, USA",0.5393023846606474,0.4515899705059539,0.0065054605952848355,0.0,0.0026021842381139374,0.0
"30076, USA",0.6894405489077438,0.29621700155054603,0.009729484689703747,0.0,0.0,0.004612964852006379
"94901, USA",0.646414294111591,0.3139059877762323,0.019767425222181688,0.0,0.005820217422640904,0.01409207546735419
"92374, USA",0.7676278772626722,0.17522017241977103,0.02796089736385402,0.002008802544607475,0.008981054835743244,0.018201195573351925
"27615, USA",0.4793153687503247,0.4963337814526044,0.01586703863154059,0.0014699757277598187,0.0029594787213395655,0.00405435671643107
"33009, USA",0.024324122894632497,0.8976063977636418,0.004420240850803353,0.0018376282188733043,0.0008939812956680936,0.07091762897638097
"21221, USA",0.4928362543812722,0.3653643903090067,0.01807936642924248,0.10391600625795883,0.01251647824683986,0.007287504375679997
"19401, USA",0.5178991448613767,0.36557979550473296,0.013018172822381064,0.09717132093880582,0.004556360487833373,0.0017752053848701448
"93292, USA",0.6532157300711644,0.26419122145299184,0.05309460150876227,1.0136700517235691e-05,0.026298855388290052,0.0031894548782740993
"12603, USA",0.3496110399461051,0.11944586305952443,0.03576888921076286,0.47075342645526713,0.01749433043012794,0.006926450898212359
"08844, USA",0.7894830964310053,0.12030195682909645,0.010042341115829167,0.06546761874382359,0.004615583415645074,0.01008940346460034
"80602, USA",0.795528832153099,0.15378245422626002,0.016567319523809677,0.0007191839105684431,0.029566562663231055,0.0038356475230316954
"17701, USA",0.5560529268073131,0.24837861183577292,0.03441459232661607,0.1113687065067372,0.0407073314004669,0.00907783112309388
"39401, USA",0.2374104884430547,0.7247406260320528,0.023072860847841357,0.00396199574786872,0.0025695335354646424,0.008244495393717716
"38128, USA",0.31043467727439117,0.6750481269420133,0.0034937983932178188,0.0022777195529874294,0.004383128893309625,0.004362548944080578
"95991, USA",0.6693796100361271,0.2676292109656604,0.01209697131095866,0.0008101412190997107,0.04260168110122706,0.007482385366926922
"30736, USA",0.1889476016162875,0.7569631409483415,0.038844033677458346,0.0005737311541133765,0.010245273753201197,0.0044262188505979905
"77007, USA",0.4371675714702865,0.5503972871398009,0.00491593114926182,0.0,0.002205139571578287,0.005314070669072671
"75078, USA",0.6604977030738008,0.31370011847787105,0.02534560785932042,0.0,0.00045377189981336873,2.7986891943967256e-06
"21042, USA",0.4990035374027139,0.4177379162004656,0.012160752150562854,0.05906510609684052,0.01056277868189146,0.0014699094675256342
"97202, USA",0.5351956457105354,0.41649842969859074,0.008916314421960406,0.028959876223862032,0.007322268440158548,0.003107465504892807
"55119, USA",0.6871621960453766,0.26911664716420514,0.023227107872808125,0.0045473117659134855,0.005730858663890968,0.010215878487805646
"60707, USA",0.8558924897515053,0.11110362431582489,0.01889282736334322,0.0,0.0047557143349199645,0.009355344234406529
"95765, USA",0.7009137641438732,0.25692591522648667,0.02045580114499718,0.0,0.019063762174601977,0.0026407573100411356
"37343, USA",0.4153136167569429,0.55804505903666,0.024694823942824122,0.0005411707947762752,0.0005425968047756856,0.0008627326640211197
"02895, USA",0.6570565948377931,0.11940563580393086,0.03498697608335308,0.17274449443523557,0.01136632725550557,0.0044399715841818635
"79705, USA",0.4910017406475482,0.4792802139606191,0.019693392887772755,0.0,0.0,0.010024652504060014
"33055, USA",0.03249266674923118,0.9404820397477422,0.00026084840073554804,0.0,0.0018259388051488363,0.024938506297142247
"85086, USA",0.5106753206586593,0.4501231114379935,0.01202200150708858,0.0012807338296675185,0.022916965183564692,0.0029818673830264413
"11217, USA",0.5918012557478098,0.2280987161529827,0.033193658402278475,0.07560127366854148,0.0375667005963817,0.0337383954320056
"30294, USA",0.6498395703982445,0.3155999946593486,0.03192127869158722,0.0,0.0020055731342678994,0.0006335831165518427
"95831, USA",0.4860147213459518,0.4762881177707674,0.012933753943217682,0.0,0.008990536277602533,0.015772870662460584
"52302, USA",0.7923308762934325,0.16341136072865245,0.026548340481323325,0.0011467413557623497,0.008558682084072827,0.00800399905675645
"21229, USA",0.6961701444558854,0.21047660269587878,0.010969174742235983,0.0681311674700969,0.0028232741484432683,0.011429636487459672
"63033, USA",0.8089528382847445,0.17660070981718862,0.010729025397029609,0.00020162509983577448,0.002612614232453147,0.0009031871687483313
"48212, USA",0.907423634403107,0.058816108935956186,0.021872194628865787,0.0,0.004320598547127,0.00756746348494403
"33908, USA",0.025004772001921638,0.9354469859856837,0.013541708814925798,0.002637666835324862,0.007999038686079235,0.015369827676064728
"99362, USA",0.446734156307161,0.48625669321846704,0.02285429286225951,0.012576491107015818,0.026175410498377554,0.005402956006719143
"54915, USA",0.752845439001053,0.1835466531040688,0.02689474375062262,0.011237909430255308,0.013563904109807859,0.011911350604192439
"44102, USA",0.7864231757546392,0.173781155975426,0.016558165690754082,0.000569323056556041,0.010581713351304355,0.012086466171320429
"50023, USA",0.6427081372503217,0.3379900505329278,0.014134953774093753,2.9881432529632116e-06,0.0009151188712199837,0.00424875142818377
"76065, USA",0.12025094697109887,0.8165599175298573,0.051704707361992404,0.0010224594060271835,0.001605998826581595,0.008855969904442549
"16801, USA",0.3619726252372129,0.49010969150111766,0.02449171287618116,0.10546209506240893,0.012281922062941573,0.005681953260137727
"32526, USA",0.1489467865454365,0.8254208175376255,0.00967221948111416,0.0,0.009323376423573677,0.006636800012250174
"11580, USA",0.6713783881638902,0.034177861597072264,0.02030595889910314,0.2662780777885262,0.001871360369382933,0.005988353182025383
"02128, USA",0.6376957163958641,0.26711964549483,0.024460856720827186,0.056661742983751845,0.0021861152141802067,0.01187592319054653
"64118, USA",0.6892683642562486,0.27685331975967503,0.021876386903960328,0.0,0.008437696118452812,0.003564232961663159
"80010, USA",0.6408527190634855,0.3374100781338928,0.005764354547526532,0.0,0.0056224449395119915,0.010350403315583297
"23323, USA",0.45169359627671035,0.502571571403232,0.023397047642307767,0.014002511438109665,0.0008750762184296125,0.007460197021210561
"95407, USA",0.6729403650873489,0.2500888141220886,0.026316812394540198,0.0,0.034882262827866724,0.015771745568155526
"76112, USA",0.24368949023949055,0.7412573270097889,0.00754771747866003,0.0,0.0011355628983600115,0.006369902373700652
"92058, USA",0.5659413752398689,0.3407274320529311,0.031644926510437585,0.0007975627357788882,0.01965397140734568,0.0412347320536379
"91360, USA",0.7821297547982597,0.1800522694906142,0.008003248482892796,0.0025584154986296654,0.007150443316682912,0.020105868412920776
"60188, USA",0.825005947052229,0.1462374905860681,0.007338772894654927,0.0018341778386611331,0.016706378441795247,0.00287723318659161
"11040, USA",0.7564828918911625,0.02539389486367728,0.01650817820453215,0.19728556860958274,0.0026723319671418575,0.0016571344639034586
"70810, USA",0.3920428209357003,0.6011357179444302,0.0006282754733848673,0.0,0.0035216153676089395,0.002671570278875748
"60089, USA",0.882972263113055,0.09366655596578889,0.012426320237201074,0.0015099604762133605,0.00503350728074404,0.0043913929269977555
"85353, USA",0.22658400564984238,0.7528497472799677,0.014596494885665931,0.0,0.0021231265288241354,0.0038466256556998818
"11413, USA",0.8366399194688441,0.055352984208911715,0.013234434252028136,0.08727119773772081,0.0017023275862277135,0.005799136746267605
"75050, USA",0.3181600943908484,0.6662997792758882,0.006543140903800748,0.0,0.0007164371711091415,0.008280548258353499
"32832, USA",0.05351496610514828,0.9120131788251918,0.0022103271559868114,0.0,0.010098131847691651,0.022163396065981326
"63017, USA",0.7513328549471663,0.23309314617698018,0.012048069389855691,0.0,0.003140550569909991,0.000385378916087856
"08360, USA",0.6731750582554793,0.13855451578110622,0.02299145524849835,0.14862501368305162,0.010313592317584525,0.006340364714279925
"94521, USA",0.6466540549392938,0.3162609085822489,0.014267438304352276,0.0,0.021264005683869856,0.0015535924902348938
"33172, USA",0.01354080473389418,0.929878360253931,0.0006924151922616465,0.003470530359260144,0.0019434970011856807,0.05047439245946738
"19082, USA",0.6876440140028383,0.21536162235920697,0.01323337207078188,0.06578019815855318,0.007109084026282292,0.010871709382337554
"85205, USA",0.08571194998109707,0.8927978038161122,0.010410610000938564,0.0005384413696350564,0.006901081006962334,0.003640113825254745
"29466, USA",0.26095104825805954,0.7226333008299312,0.013590708074704425,0.0,0.0017816016815526928,0.0010433411557522767
"20120, USA",0.7043592534601001,0.26942141251257745,0.015476935258024745,0.005151927934313361,0.005590470834984288,0.0
"60062, USA",0.8255582398267286,0.1648067691116725,0.005796324641586949,0.001619379284872701,7.579164503520707e-07,0.002218529218688818
"22801, USA",0.14336956400343376,0.7484136222096353,0.03900287789975819,0.057463530096477144,0.008310371146406812,0.0034400346442888777
"30120, USA",0.37124361993499383,0.5572939940534035,0.047241286357430134,0.006155765405100559,0.011590790998418187,0.006474543250653793
"43110, USA",0.6478303657230656,0.30663248711173974,0.03162697206254294,0.0072364182135404385,0.0053088491406695784,0.001364907748441749
"33428, USA",0.012540868705815904,0.9471684869754636,0.006269930112243968,0.0,0.0014566504301172858,0.032564063776359155
"79109, USA",0.6271485166688077,0.3494738572887637,0.009904689452081332,0.0,0.0018770518794695016,0.011595884710877701
"72756, USA",0.5520296125540953,0.3576255561879599,0.05834477687600257,0.0,0.0317788119246004,0.00022124245734187527
"92236, USA",0.2883222579323607,0.6724870735073498,0.0065712421284408,0.0,0.00449520781094427,0.02812421862090443
"92308, USA",0.796113388881976,0.09005376909568058,0.06294545152210973,0.0,0.045016868487462516,0.005870522012771154
"20170, USA",0.40207911375086197,0.573319836792776,0.014820452932064267,0.005186983361646428,0.0024019300520965194,0.002191683110554829
"30605, USA",0.25233603232795776,0.7289510889308708,0.010977674840039357,0.000287145032179323,0.004540593616555715,0.002907465252397235
"37363, USA",0.32755470282640275,0.6387587098473808,0.028261783223749677,0.0,0.003118654149806476,0.0023061499526603
"17050, USA",0.46783494291395455,0.3853583517200788,0.04204975341237554,0.08690419076016909,0.014136494742211564,0.003716266451210555
"85382, USA",0.3736462065104192,0.5977691181680068,0.008067202145148215,0.0009866362335792778,0.007760457844885794,0.01177037909796056
"58201, USA",0.41670328970987175,0.5339942985835358,0.023794982302549075,0.0031495930309934977,0.012761965103687972,0.009595871269361947
"84401, USA",0.8187609363891413,0.1537770853974493,0.012924200699450649,0.0,0.010398449848358086,0.004139327665600773
"30102, USA",0.6776060005372628,0.2992233132979777,0.017239986295721575,0.002047765272394638,0.001499970429147852,0.0023829641674953388
"95380, USA",0.6455643828207024,0.29882790990319885,0.022352724744371534,0.0,0.026313261218881834,0.006941721312845434
"01915, USA",0.4807680803972006,0.19674582760064585,0.038942393970209974,0.2691272357480411,0.012681701262188191,0.001734761021714422
"40216, USA",0.6085149757875614,0.35720660767374884,0.010150041402959692,0.007893144071927548,0.007967562972804581,0.008267668090997977
"33880, USA",0.03530036542790797,0.9458606834099726,0.004666845360419362,0.0,0.000655568952925492,0.013516536848774411
"94025, USA",0.7516516420520969,0.22124676025609386,0.015173507691961246,0.0032116691151686874,0.005125003907184076,0.0035914169774951816
"98125, USA",0.29902707146580576,0.6184209377216716,0.013548003069038663,0.051917706272453366,0.013482164279992341,0.0036041171910381597
"27560, USA",0.4403592814011773,0.5483698097548257,0.009105254858318751,0.0007298767389956125,0.0014327686978387382,3.0085488440112323e-06
"49684, USA",0.7559022230505228,0.14423082536215867,0.06431293743397182,0.00606030706282121,0.028112021996394846,0.0013816850941306149
"96822, USA",0.03127351260198334,0.4011909670911539,0.010390238854159099,0.0,0.02358304586879157,0.5335622355839121
"10475, USA",0.45993670052576335,0.2869420732339204,0.006216565036582437,0.08984336459313497,0.0188118663715712,0.1382494302390277
"89101, USA",0.16774166967016022,0.8000538655584524,0.006853250234275663,0.0,0.01088355541406225,0.014467659123049639
"77060, USA",0.15465208515467743,0.8303605518025504,0.006453995476102024,0.0,0.005328185738917311,0.0032051818277529357
"34952, USA",0.027683149945054428,0.9423339739113878,0.005738781162015322,0.0002836166911473261,0.0068300301450964634,0.01713044814529849
"11421, USA",0.8053249468745955,0.03885252821339322,0.030862520000542976,0.10734809479127008,0.007291240690638874,0.01032066942955942
"20109, USA",0.5183115501509407,0.4475885910083001,0.0303524198364937,0.001383395309626066,0.00036277275721599713,0.002001270937423453
"19131, USA",0.6576315322321941,0.2875457910836215,0.011608974853468923,0.028218895132189798,0.009757916020623933,0.005236890677901791
"00795, USA",0.0,0.0461731283059754,0.006191528120298843,0.0,0.00288907819587239,0.9447462653778533
"94121, USA",0.6819351921701152,0.25914961407782305,0.016569299212729482,0.00044584721263650083,0.010152330606967469,0.031747716719728494
"72762, USA",0.651085362686776,0.31980933769282543,0.009665791628614424,0.0,0.016241847076566073,0.0031976609152181367
"37221, USA",0.4966802362202785,0.4831473758959441,0.018829115376588008,0.0,0.0012383831287271884,0.0001048893784620582
"47909, USA",0.6335722224039859,0.2932934437230559,0.06662441403341535,0.001138135014479792,0.005132198476271409,0.0002395863487916112
"54935, USA",0.7439291376402251,0.19436572721266604,0.011882904859421978,0.011686055808622598,0.02671561199442169,0.011420562484642785
"77055, USA",0.4157685382388158,0.5643221091532943,0.006301253294107026,0.002308379919623366,0.0021971334213106834,0.009102585972848918
"79423, USA",0.47317119929141876,0.4928369551979211,0.023349349408701887,0.0,0.005988227892222781,0.004654268209735413
"28412, USA",0.0833609102669669,0.8844737211327676,0.008857224749592127,0.007741166222094216,7.690110518409658e-05,0.015490076523394987
"77057, USA",0.20033300519044736,0.7707696015863139,0.0048322225364072465,0.0,0.0005857239438069389,0.02347944674302458
"90275, USA",0.7180034456768986,0.24235491870470077,0.01351367455863484,0.0003004800701917106,0.013319298613774691,0.01250818237579947
"98036, USA",0.4475041681502501,0.5086393259676353,0.020950733844456147,0.010127134432635344,0.00668587519461687,0.006092762410406133
"93552, USA",0.8491138182654935,0.12158050654789501,0.018560596661388176,0.0,0.008724676416861381,0.002020402108362056
"26554, USA",0.672623605582674,0.27425507633307494,0.024193809424520304,0.007252759126760042,0.018922422636225518,0.002752326896745393
"39564, USA",0.1943717980782894,0.7853267271914633,0.008981726447688245,0.0,0.001243348995921893,0.010076399286637195
