longname,Commute Car %,Commute Bike %,Commute Walk %,Commute Transit %,Commute Work From Home %,Commute Time < 15 min %,Commute Time 15 - 29 min %,Commute Time 30 - 59 min %,Commute Time > 60 min %,Households With no Vehicle %,Households With 1+ Vehicles %,Households With 2+ Vehicles %,Traffic Fatalities Per Capita Per Year,Pedestrian/Cyclist Fatalities Per Capita Per Year,Total Traffic Fatalities In Last Decade,Total Pedestrian/Cyclist Fatalities In Last Decade
"New York-Newark CSA, NY-NJ-CT-PA, USA",0.5916088239788974,0.006746171366685876,0.050628401695580166,0.23574204924817313,0.10494924226828366,0.1726281467543028,0.2802794490838204,0.3473040163143667,0.19978838784751013,0.2637420046138421,0.7362579953861579,0.4118553129411956,4.842542701064525e-05,1.702274240021077e-05,11837.0,4161.0
"Los Angeles-Long Beach CSA, CA, USA",0.8240481431623905,0.007288858170899345,0.020360853340722938,0.03243008008425215,0.10477087589455805,0.1876651843549314,0.3409365842881483,0.33381392955461925,0.137584301802301,0.06718836300382085,0.9328116369961792,0.6313357872077019,8.666544483300329e-05,2.9714479785545126e-05,16158.0,5540.0
"Chicago-Naperville CSA, IL-IN-WI, USA",0.7520229427968784,0.006487047887816655,0.027443016803028686,0.09709783453072508,0.1068973199654575,0.19277006297186988,0.3084646023922161,0.36858212026995235,0.13018321436596156,0.11634751662860744,0.8836524833713926,0.5304704183426274,6.881334387983873e-05,1.5363072261922955e-05,6871.0,1534.0
"Washington-Baltimore-Arlington CSA, DC-MD-VA-WV-PA, USA",0.7383509759001344,0.006623869322437639,0.026483372304242987,0.0805135318113788,0.13757404727705316,0.16139185139605786,0.3134911195039415,0.375964596074298,0.14915243302570255,0.0981077690558164,0.9018922309441837,0.5752768463098952,6.902302000424465e-05,1.7503876968396676e-05,6885.0,1746.0
"San Jose-San Francisco-Oakland CSA, CA, USA",0.7076226388479093,0.016621707935639933,0.03291970360352888,0.08708101841123321,0.14500004844826536,0.19564597406956047,0.3290978452746917,0.3235323322116279,0.15172384844411985,0.08800624652775964,0.9119937534722404,0.6082230507316679,6.882106287154899e-05,2.201688396561582e-05,6111.0,1955.0
"Boston-Worcester-Providence CSA, MA-RI-NH-CT, USA",0.7569958689362836,0.007099804401305885,0.04026448265617957,0.07061131724401051,0.11500182446651736,0.2251030028576751,0.32624690046108357,0.32811341736088867,0.12053667932035261,0.10746139432507697,0.8925386056749229,0.5496616740372587,5.327054442520031e-05,1.1318070871444202e-05,4509.0,958.0
"Dallas-Fort Worth CSA, TX-OK, USA",0.8566550572465212,0.0023826693974096556,0.01237814184897064,0.009940790703099505,0.10906349980748685,0.20766626096842628,0.35198785101273994,0.35140619065677275,0.08893969736206102,0.04535613166346982,0.9546438683365301,0.6410622462904523,0.00010227620575234784,2.0925420283821675e-05,8353.0,1709.0
"Philadelphia-Reading-Camden CSA, PA-NJ-DE-MD, USA",0.7724188948540454,0.006233686755264012,0.03175513063272323,0.07012788793841096,0.10941134384242032,0.2168232639513455,0.3457781537919027,0.3328731256189078,0.10452545663784417,0.11995179723949666,0.8800482027605032,0.533852618107441,8.34859482484686e-05,2.2697445758186157e-05,6161.0,1675.0
"Houston-The Woodlands CSA, TX, USA",0.8673250602961472,0.00347832828152111,0.012090476562742007,0.01807091910811046,0.08600438255275704,0.1798430787655667,0.3360680675082004,0.37926876363199563,0.10482009009423739,0.05474995525756157,0.9452500447424385,0.6311851773812335,0.00010110820434313453,2.558077155920536e-05,7407.0,1874.0
"Miami-Fort Lauderdale-Port St. Lucie CSA, FL, USA",0.8496523839880414,0.006511141705478252,0.014344312267700766,0.024193866145299375,0.09135471143566397,0.1692871315839026,0.35813902137652054,0.37201926034278016,0.10055458669679675,0.0744891911866941,0.9255108088133058,0.53051107659944,0.00011909670541119281,3.7803826274714255e-05,8128.0,2580.0
"Atlanta--Athens-Clarke County--Sandy Springs CSA, GA, USA",0.8251000861776963,0.0026738422811055105,0.01228412070997758,0.022399897089852294,0.12657816753455436,0.17699308212610218,0.33360001549673446,0.3615036878628376,0.12790321451432565,0.05517499149429571,0.9448250085057043,0.6267038588014983,0.00011448240798793481,2.514071427349676e-05,7764.0,1705.0
"Detroit-Warren-Ann Arbor CSA, MI, USA",0.864285043246075,0.0033156427602518356,0.017595955453726258,0.01414327605330378,0.09304369717206516,0.2249247014011716,0.38257106683642356,0.3211678684703497,0.07133636329205512,0.07943741380805898,0.920562586191941,0.5682940629671769,8.621755988267629e-05,2.2176550040380494e-05,4677.0,1203.0
"Seattle-Tacoma CSA, WA, USA",0.7336342994539126,0.01027075959079791,0.035284986291822654,0.0706752505145362,0.14130810092442248,0.1953836976030609,0.34008911559279487,0.3453211952794235,0.11920599152472075,0.07365458836651213,0.9263454116334879,0.622835332813446,5.9174548362524564e-05,1.4778495189821897e-05,2931.0,732.0
"Minneapolis-St. Paul CSA, MN-WI, USA",0.8024122898477927,0.006990663963122582,0.0222583152959081,0.03405968821769926,0.12689146944993604,0.2459113441147635,0.40047359280035705,0.2986559711121265,0.05495909197275294,0.06603016544075126,0.9339698345592488,0.630138136490543,5.352276430901889e-05,9.14645120158729e-06,2171.0,371.0
