longname,Not Cohabiting With Partner %,Cohabiting With Partner (Gay) %,Cohabiting With Partner (Straight) %,Living With Parents %,Other Living Situation %,Never Married %,Married (not divorced) %,Divorced %,geoid
"Middlesex County, Massachusetts, USA",0.16385499420664074,0.008533883286487564,0.4329205604742123,0.28117956574151715,0.11351099629114234,0.3640095021111712,0.5577969004737802,0.0781935974150485,25017
"Philadelphia County, Pennsylvania, USA",0.2600446764661161,0.009216911498644113,0.2805316634003554,0.3241431603169505,0.12606358831793385,0.5047518949842089,0.4029202848690987,0.09232782014669247,42101
"Sacramento County, California, USA",0.16453520146433565,0.008437637385184962,0.3738391250102621,0.3333483906965858,0.11983964544363142,0.35675037100834234,0.5327370788867126,0.11051255010494501,06067
"Suffolk County, New York, USA",0.12529860704330775,0.005693015155947038,0.40759374212136684,0.3517421700796082,0.10967246559977027,0.33520749752396684,0.5778010043433566,0.08699149813267662,36103
"Palm Beach County, Florida, USA",0.18596804148975904,0.006617459913463996,0.4060887112290911,0.29073076281719296,0.11059502455049279,0.30936640819248545,0.5642864645431266,0.126347127264388,12099
"Bronx County, New York, USA",0.23616845192033667,0.00480426437268052,0.23300360312539314,0.38798209965779135,0.1380415809237983,0.4864084873907159,0.4195672929105779,0.09402421969870613,36005
"Hillsborough County, Florida, USA",0.18321602271746307,0.007901451731949866,0.3838185721008681,0.3141102611842923,0.11095369226542648,0.3502932903237959,0.5250912267518848,0.12461548292431923,12057
"Orange County, Florida, USA",0.15245799670768162,0.009498215892915288,0.3597832262017991,0.33009279059029856,0.14816777060730565,0.39164308778292417,0.49646707554101305,0.11188983667606282,12095
"Nassau County, New York, USA",0.11381234157669608,0.0038556047508336013,0.4203642928541383,0.35950547688155093,0.10246228393678099,0.3228148696876441,0.6091907218074848,0.06799440850487101,36059
"Franklin County, Ohio, USA",0.2139444487582956,0.009162620527741343,0.38071617039611844,0.2987276168203671,0.09744914349747757,0.3954851395655088,0.4938793220493471,0.11063553838514406,39049
"Travis County, Texas, USA",0.19621311016370976,0.013585792655752594,0.4052027338804782,0.2719020030840944,0.11309636021596511,0.38964342105010163,0.5062369102773426,0.10411966867255572,48453
"Hennepin County, Minnesota, USA",0.2000168466396865,0.012072900290722631,0.4121632738531482,0.27815770186643474,0.09758927735000794,0.3753185233268221,0.5223579709556966,0.10232350571748133,27053
"Oakland County, Michigan, USA",0.18274300835781498,0.005309819392240298,0.44744308689660184,0.30386884101438544,0.06063524433895752,0.31798384613562675,0.5755825576162383,0.10643359624813493,26125
"Cuyahoga County, Ohio, USA",0.2538194117717501,0.006688588385672667,0.35800937752910567,0.30134840950618563,0.08013421280728593,0.40305100131529614,0.47472995355463904,0.12221904513006487,39035
"Allegheny County, Pennsylvania, USA",0.22595729987881524,0.006586394988534566,0.41781614267770345,0.2691850080759225,0.08045515437902438,0.365136825997726,0.5377586754598028,0.09710449854247122,42003
"Salt Lake County, Utah, USA",0.13471816563271355,0.007905697539739411,0.4037684165849201,0.35259359890772685,0.10101412133490016,0.3287858790848918,0.5693270096840485,0.10188711123105976,49035
"Contra Costa County, California, USA",0.1353550527370656,0.007698443385726518,0.4190674264267475,0.3355225977354254,0.10235647971503507,0.3260674165937326,0.5808354218525749,0.0930971615536924,06013
"Fairfax County, Virginia, USA",0.13483467175539818,0.0055651242608257875,0.4374685504393811,0.32500770904456977,0.09712394449982509,0.31283377543840285,0.6110140677299192,0.07615215683167804,51059
"Wake County, North Carolina, USA",0.15933301164632885,0.0061461986570016764,0.4338371598811373,0.31159160486771603,0.08909202494781611,0.3333061370469295,0.5723290825165139,0.09436478043655648,37183
"Mecklenburg County, North Carolina, USA",0.20157513642341868,0.006299819070940181,0.3817730321239912,0.31882479672728975,0.0915272156543602,0.38701189883337955,0.5113133208890756,0.1016747802775449,37119
"Fulton County, Georgia, USA",0.24346123089482655,0.011647467711126144,0.33982661999039504,0.29292287273579953,0.11214180866785266,0.44492399854827186,0.4501931232711225,0.10488287818060561,13121
"Collin County, Texas, USA",0.1220617149014247,0.005200967323323975,0.46074288022270415,0.33870800594371,0.07328643160883723,0.2756390552378373,0.633524199859132,0.09083674490303073,48085
"Montgomery County, Maryland, USA",0.1482651962367581,0.0059564322666437255,0.42264598131810277,0.3248462613607152,0.09828612881778007,0.31615202795730607,0.5992165485129443,0.08463142352974966,24031
"Pima County, Arizona, USA",0.1951446433695349,0.008306740749113806,0.4080853049524514,0.29310776252266746,0.09535554840623245,0.34322025987603627,0.5278160238219696,0.12896371630199419,04019
"Honolulu County, Hawaii, USA",0.13895287381044732,0.006389885617874438,0.36659784317109917,0.3317234272468218,0.15633597015375728,0.3441884133399769,0.5692214122284853,0.08659017443153781,15003
"Fresno County, California, USA",0.14104470916612796,0.004258585455814196,0.34051936400338845,0.4004705178687133,0.1137068235059561,0.39001839956522105,0.518061039411737,0.0919205610230421,06019
"Westchester County, New York, USA",0.15721705142963258,0.005851719810186022,0.4087438554177997,0.33713915478155726,0.0910482185608245,0.33935744085092445,0.5795876782463193,0.08105488090275617,36119
"St. Louis County, Missouri, USA",0.2008011315612277,0.005825548709058763,0.41666300035346754,0.3121191804212345,0.06459113895501147,0.3255228366727462,0.5653216304758838,0.10915553285136992,29189
"Duval County, Florida, USA",0.2071800992524856,0.007401159787575995,0.3654905163090592,0.31719177342063365,0.10273645123024545,0.35754875274552844,0.5027973221849628,0.13965392506950886,12031
"Marion County, Indiana, USA",0.22578083259931278,0.009814943550666153,0.33975629730326123,0.327423670145284,0.09722425640147582,0.4143504744605555,0.46283131335275046,0.12281821218669416,18097
"Capitol Planning Region, Connecticut, USA",0.18638741438397877,0.007139993360450739,0.4081145459663829,0.2999512031701521,0.09840684311903543,0.36993495256219316,0.5255954793124041,0.10446956812540276,09110
"Prince George's County, Maryland, USA",0.19335704821736502,0.006233248796419189,0.3115371483878648,0.33701516130749837,0.1518573932908526,0.4262507554035451,0.47279390019672735,0.10095534439972756,24033
"Pinellas County, Florida, USA",0.2200213245627456,0.014767993362149784,0.4131062149161518,0.25473279370014157,0.09737167345881129,0.29622504832108826,0.5492640357883988,0.15451091589051302,12103
"Gwinnett County, Georgia, USA",0.12794225867331754,0.004834883124405072,0.3996282452690608,0.3726180731802041,0.09497653975301242,0.33627383764255486,0.5776760045872261,0.08605015777021893,13135
"Bergen County, New Jersey, USA",0.14254039176099348,0.0041595879867237315,0.4425155223777249,0.3292590917533317,0.08152540612122619,0.30367412748993927,0.6130740030723519,0.0832518694377087,34003
"Erie County, New York, USA",0.2208599421931834,0.0068694292498275725,0.40022111896726986,0.2905471641492453,0.08150234544047383,0.3724864847775927,0.518598842907274,0.10891467231513326,36029
"Milwaukee County, Wisconsin, USA",0.2408453447671776,0.00707448749771148,0.33623932697376147,0.31966876954560786,0.0961720712157415,0.45775230074363604,0.43656324766456284,0.10568445159180119,55079
"DuPage County, Illinois, USA",0.13944528066768375,0.0033958038484349635,0.46150387434241025,0.3286981824099087,0.06695685873156233,0.2989717298035269,0.6176605208955341,0.08336774930093904,17043
"Shelby County, Tennessee, USA",0.21875679363911138,0.005434911287180699,0.32059949762047607,0.3643596813527642,0.09084911610046749,0.41953697012666624,0.47466697571683597,0.1057960541564977,47157
"Pierce County, Washington, USA",0.14689309258697844,0.00818696993079919,0.4362377778158485,0.3143740827303834,0.09430807693599044,0.3098326055483509,0.5668865999494552,0.12328079450219394,53053
"Kern County, California, USA",0.12481821865879815,0.004383732267692544,0.3526464161056335,0.4032470536791895,0.11490457928868629,0.38046955500270346,0.5272940322587696,0.09223641273852694,06029
"Denton County, Texas, USA",0.13597859526717826,0.0073309290752146174,0.4471352909352082,0.3237090936032409,0.08584609111915797,0.2954394951079807,0.6045234814076105,0.10003702348440886,48121
"Macomb County, Michigan, USA",0.1862811005968455,0.004049490230604817,0.4235380032145664,0.3207321387337157,0.06539926722426764,0.3281074566315907,0.5586433792658941,0.11324916410251525,26099
"San Francisco County, California, USA",0.2319559970205377,0.0237476830292174,0.3466938693054708,0.2039187904980821,0.19368366014669208,0.46037630865525725,0.45963927742369065,0.07998441392105217,06075
"Hidalgo County, Texas, USA",0.12406012866230624,0.003137428856259323,0.3307515389689231,0.46591396098082816,0.07613694253168314,0.35655049645950954,0.5645555599509494,0.07889394358954097,48215
"El Paso County, Texas, USA",0.1584513384893402,0.004248766683905008,0.3486708077421454,0.40185593008593945,0.08677315699866996,0.3493059021174369,0.5466236255543115,0.10407047232825159,48141
"Essex County, New Jersey, USA",0.19427021542795048,0.005870705469237004,0.32707518247362516,0.3563051467284518,0.11647874990073556,0.4268985571732068,0.4885978756842428,0.08450356714255042,34013
"Middlesex County, New Jersey, USA",0.1351176682930248,0.004243278176927464,0.4229258124992715,0.32651699523737393,0.1111962457934022,0.33044216793377135,0.5970353600843056,0.0725224719819231,34023
"Worcester County, Massachusetts, USA",0.166113871843408,0.006442140938171782,0.42358243722997313,0.3058161328948321,0.09804541709361506,0.3441163785205465,0.547267145704306,0.10861647577514748,25027
"Montgomery County, Pennsylvania, USA",0.15273889691969592,0.005145200907285294,0.45813677443617945,0.3097791723959611,0.0741999553408783,0.30298920422227155,0.612446728539212,0.08456406723851637,42091
"Baltimore County, Maryland, USA",0.19016388653003874,0.007379876329316648,0.3809099576668678,0.3213670980538392,0.1001791814199377,0.3531925358679786,0.5423600123256566,0.10444745180636476,24005
"Ventura County, California, USA",0.1258249879252764,0.004011129218251785,0.3938685627146628,0.35758244887146634,0.11871287127034255,0.34846233616092465,0.5548476251201072,0.09669003871896822,06111
"Hamilton County, Ohio, USA",0.22813652801799691,0.005834613384293474,0.37456911670436305,0.3039877115107824,0.08747203038256404,0.3894689176079329,0.49876971935206676,0.11176136304000027,39061
"Snohomish County, Washington, USA",0.13761161214795412,0.007336495938101705,0.45636325292617924,0.31007818348043975,0.08861045550732513,0.292828099360874,0.5891084848354908,0.11806341580363511,53061
"Fort Bend County, Texas, USA",0.09570029398745368,0.003754508696250573,0.4473916207995817,0.3818439498225046,0.07130962669420948,0.28355991810613157,0.6456681569557774,0.07077192493809097,48157
"Multnomah County, Oregon, USA",0.2106796464966801,0.01689371335890517,0.39933538825077497,0.24770843584630417,0.12538281604733562,0.4003994163001165,0.47542387925819807,0.12417670444168548,41051
"Essex County, Massachusetts, USA",0.17054704814773003,0.008758902787050282,0.415409031243018,0.31724057217829793,0.08804444564390376,0.3403644103667016,0.557085164044731,0.10255042558856742,25009
"Suffolk County, Massachusetts, USA",0.24639840960956574,0.013979357251650627,0.2888343250936091,0.24506874305719228,0.20571916498798223,0.5332526999602683,0.3894489698748313,0.07729833016490058,25025
"Oklahoma County, Oklahoma, USA",0.20086150874025524,0.0077401768533058,0.3840806738328413,0.3269560951680158,0.08036154540558194,0.33154249873023856,0.5394851619248782,0.12897233934488334,40109
"Jefferson County, Kentucky, USA",0.22114833896897743,0.007723759015643589,0.37845906651171396,0.30133423196134507,0.09133460354232006,0.35125510579490027,0.5200269793504206,0.1287179148546789,21111
"San Joaquin County, California, USA",0.12177893353175974,0.005602756525098316,0.35924014073004296,0.39120903907929155,0.12216913013380742,0.36177284392319514,0.5489797453752071,0.08924741070159768,06077
"Cobb County, Georgia, USA",0.16632393442622992,0.007585573770491803,0.4136708196721308,0.31588459016393394,0.09653508196721355,0.3420792962980992,0.550692179106416,0.10722852459548472,13067
"DeKalb County, Georgia, USA",0.21408579025692118,0.012256883600958082,0.31374486564353554,0.3347653912638701,0.1251470692347151,0.4264575777506056,0.4564632204761403,0.11707920177325412,13089
"San Mateo County, California, USA",0.13430959420000377,0.00788639637039837,0.41831737804477814,0.3101165770083713,0.12937005437644847,0.32625523165773285,0.5909860391664686,0.08275872917579852,06081
"Lee County, Florida, USA",0.16570396478786026,0.008240193052897945,0.45333670410307564,0.26751601654536744,0.10520312151079865,0.2595705563435986,0.6120741968055289,0.12835524685087252,12071
"Monroe County, New York, USA",0.20634590024182667,0.007905430930430765,0.40321250540892284,0.28938555229482066,0.09315061112399897,0.37853876247972346,0.5180750400562039,0.10338619746407286,36055
"El Paso County, Colorado, USA",0.14995517035266184,0.0071589072635097695,0.4405841137012672,0.31370929357331007,0.08859251510925098,0.29829213941563787,0.5858122580790162,0.1158956025053459,08041
"Norfolk County, Massachusetts, USA",0.15763868407397794,0.007765942693645128,0.44548176080560997,0.3017014316169956,0.08741218080977133,0.3317491831935973,0.5881667811826133,0.08008403562378935,25021
"Polk County, Florida, USA",0.15129398105301906,0.006520385670295645,0.4009209869480119,0.3278814495728807,0.1133831967557926,0.31668158338214936,0.5601910942913925,0.12312732232645825,12105
"Hudson County, New Jersey, USA",0.20618471096332985,0.008636777868886059,0.37204447410521446,0.2904690823994036,0.12266495466316613,0.4052839244268898,0.5092101403076758,0.08550593526543443,34017
"Jackson County, Missouri, USA",0.2201116331500819,0.007775903671892192,0.3792750995823226,0.31088892908168336,0.08194843451401984,0.3576239471242819,0.5079870920625239,0.13438896081319418,29095
"Davidson County, Tennessee, USA",0.23291947919433556,0.010344417490555202,0.35336581622947294,0.2698699506922133,0.13350033639342299,0.41062888965274874,0.47383450301839686,0.11553660732885447,47037
"Denver County, Colorado, USA",0.24913763092316424,0.015553859113068686,0.37444914849506605,0.24804541061787683,0.11281395085082419,0.4340237448362011,0.4475022832617634,0.11847397190203553,08031
"Lake County, Illinois, USA",0.13001270847213006,0.004025282581555377,0.44339971223987984,0.3478160462655568,0.07474625044087799,0.31502884147612814,0.5958475224129539,0.08912363611091788,17097
"Will County, Illinois, USA",0.11854199364448358,0.003871321634168731,0.43980855912453143,0.3661127249595412,0.071665400637275,0.3190581420565224,0.5960129829862671,0.08492887495721031,17197
"District of Columbia, District of Columbia, USA",0.3042101851136293,0.02325979349786206,0.2762047333490931,0.24610248400223078,0.15022280403718472,0.5575987550459577,0.36051103570276005,0.08189020925128229,11001
"Bernalillo County, New Mexico, USA",0.21819655395684592,0.00986192417164134,0.37651925638483824,0.3095556651983435,0.08586660028833101,0.37011799181428495,0.4871672412767692,0.1427147669089457,35001
"Jefferson County, Alabama, USA",0.21279087493820006,0.00550749399935568,0.35429006935801705,0.3330216957984226,0.09438986590600465,0.3557275295450184,0.5149782874959361,0.12929418295904554,01073
"Tulsa County, Oklahoma, USA",0.19143432250215472,0.006851386680888397,0.3952356494033802,0.32660283084466996,0.07987581056890668,0.31312818738787285,0.5545267611878808,0.1323450514242464,40143
"Providence County, Rhode Island, USA",0.19603781832078415,0.0064499788652978415,0.36162370137570765,0.3179333572881556,0.11795514415005484,0.4147170870159042,0.47749944856406357,0.10778346442003234,44007
"Utah County, Utah, USA",0.07529328283957835,0.005031892821608459,0.39781879324041935,0.41906319175028756,0.10279283934810626,0.3310086981758581,0.6141923671159449,0.05479893470819692,49049
"Kent County, Michigan, USA",0.1610210120343584,0.005985116602896673,0.4348339893550433,0.31612408734605923,0.08203579466164232,0.3349254061981993,0.5601772987342345,0.10489729506756612,26081
"Arapahoe County, Colorado, USA",0.16644283669226234,0.007518397629445578,0.41850641071814804,0.3105568616586176,0.0969754933015264,0.32167999752024423,0.5588765726386163,0.11944342984113934,08005
"Bucks County, Pennsylvania, USA",0.14023582529213077,0.0060355809025045785,0.47511692388531707,0.31637964650441663,0.06223202341563087,0.28420816461442266,0.6286370742223184,0.08715476116325886,42017
"Monmouth County, New Jersey, USA",0.1494755293783841,0.006303116904856955,0.4595753854331813,0.32519250245399434,0.059453465829583406,0.307992077470221,0.606745635352802,0.0852622871769768,34025
"Ocean County, New Jersey, USA",0.15581006145676446,0.004778587057049672,0.43818847283860896,0.3461909965421128,0.055031882105463975,0.2800327425906563,0.6233144384628359,0.09665281894650787,34029
"Western Connecticut Planning Region, Connecticut, USA",0.14594198191824653,0.007113367378593378,0.44091850512126607,0.32579692136523514,0.08022922421665889,0.3136408941138003,0.5984012054267265,0.0879579004594731,09190
"Montgomery County, Texas, USA",0.1167222314510376,0.00596053611930286,0.4656224763527583,0.35454005680930367,0.05715469926759755,0.26111277993324145,0.6455757891486428,0.09331143091811576,48339
"Johnson County, Kansas, USA",0.15135486173767337,0.004511248376446325,0.4791871160068353,0.3135763789052035,0.051370394973841466,0.27986333326451773,0.6231012200912494,0.09703544664423287,20091
"Williamson County, Texas, USA",0.13312345059390687,0.007966080786266053,0.46182990034794674,0.32987922448158735,0.06720134379029295,0.27722880232607827,0.6212062256809344,0.10156497199298734,48491
"Brevard County, Florida, USA",0.18038376057435856,0.0086606280534532,0.43731350974861055,0.2903371660629722,0.08330493556060546,0.27277885941826335,0.5901380477639385,0.13708309281779812,12009
"Washington County, Oregon, USA",0.14782007105896688,0.009028944551559618,0.45386946390851085,0.29880446053312615,0.09047705994783647,0.31094786368312854,0.5785384842180787,0.11051365209879267,41067
"Anne Arundel County, Maryland, USA",0.15187166314588213,0.00729043633894992,0.4378001280627724,0.3146690546680169,0.08836871778437864,0.30752438304981233,0.5904621780905849,0.10201343885960269,24003
"Baltimore city-County, Maryland, USA",0.28398533779926516,0.009763243247180814,0.24931060799289856,0.3126731113707752,0.14426769958988028,0.5227987720189604,0.363248533702797,0.11395269427824253,24510
"Douglas County, Nebraska, USA",0.1883093658804619,0.005839960882628907,0.405341663628617,0.31687489525218254,0.08363411435610958,0.3513994445826992,0.5422762419258577,0.10632431349144307,31055
"Jefferson County, Colorado, USA",0.17029041567697414,0.007146849191285171,0.46760702050559305,0.27313843081402206,0.08181728381212558,0.3021733842723212,0.5789943680612833,0.1188322476663954,08059
"Bristol County, Massachusetts, USA",0.1829760622562547,0.009028864617835952,0.4159491859217813,0.3114354839635343,0.08061040324059356,0.3445744710444558,0.5432217031503033,0.11220382580524081,25005
"Delaware County, Pennsylvania, USA",0.17560942529866191,0.005148128892202805,0.3903223789377122,0.33633446618152923,0.09258560068989383,0.3737113891966274,0.5401500944886646,0.08613851631470802,42045
"Union County, New Jersey, USA",0.15164861249633044,0.004461736763601621,0.38636374029700415,0.3584383090954474,0.0990876013476165,0.3667231992147893,0.5530749714028438,0.08020182938236706,34039
"New Castle County, Delaware, USA",0.1843303578891354,0.007361856094786511,0.39189232596930823,0.31498881347424185,0.10142664657252808,0.37278390077142476,0.5213135088429218,0.10590259038565343,10003
"South Central Connecticut Planning Region, Connecticut, USA",0.19458745962871737,0.007799540685366871,0.37849519519134095,0.3078942247350389,0.11122357975953584,0.40088138883189545,0.49863148787482875,0.1004871232932757,09170
"Pasco County, Florida, USA",0.17158298473441286,0.005478909622392446,0.43931531439855726,0.29659052017158755,0.08703227107304996,0.2705073566695096,0.6008372350588286,0.12865540827166197,12101
"Dane County, Wisconsin, USA",0.20141536777598965,0.0084072341819779,0.43861638888588694,0.2522566312734716,0.09930437788267393,0.394058903622504,0.5129306980495543,0.09301039832794185,55025
"Volusia County, Florida, USA",0.19393093444949844,0.007963074657924944,0.43717826536171983,0.2691829010738307,0.09174482445702607,0.2812212358007639,0.5682043878551267,0.1505743763441093,12127
"Lancaster County, Pennsylvania, USA",0.14108051155355547,0.00648888242987938,0.46447827350675597,0.3172376834762386,0.07071464903357064,0.2879098175373879,0.6300339969981369,0.08205618546447525,42071
"Stanislaus County, California, USA",0.13066574680924428,0.0041829305931264955,0.37015667834643595,0.3962019571176989,0.09879268713349433,0.35355817368823583,0.5478348793453732,0.09860694696639104,06099
"Ramsey County, Minnesota, USA",0.1979278346199438,0.006935128336279111,0.3826079358982983,0.30715337555085037,0.1053757255946285,0.4011007084733226,0.4956636351056135,0.10323565642106398,27123
"Guilford County, North Carolina, USA",0.19972834953221769,0.006620524194702711,0.37440064046531885,0.3077534835160806,0.11149700229168019,0.3730144928415468,0.517037658840608,0.10994784831784514,37081
"Summit County, Ohio, USA",0.20904531723172234,0.006800267126924123,0.4197148549578493,0.29349183357474645,0.07094772710875785,0.33117170722977823,0.54441437007874,0.12441392269148169,39153
"Spokane County, Washington, USA",0.17663793541394912,0.006186533001428082,0.4294334467907371,0.2864075021120384,0.10133458268184721,0.3137817268830937,0.5444862256507913,0.14173204746611506,53063
"Montgomery County, Ohio, USA",0.22285763313785895,0.005808227763104916,0.3922885238073937,0.29439918229702916,0.08464643299461339,0.3522043652699803,0.5132417459250015,0.13455388880501817,39113
"Chester County, Pennsylvania, USA",0.1310710470487334,0.004897461745632911,0.4783338097889051,0.3133491566736384,0.07234852474309031,0.2959401265594925,0.6263864080089729,0.07767346543153449,42029
"Plymouth County, Massachusetts, USA",0.1469663772552513,0.006594161083827758,0.44352850387180826,0.32669248682041124,0.0762184709687015,0.3193164090054672,0.5874949832608302,0.09318860773370269,25023
"Greenville County, South Carolina, USA",0.17774668333243168,0.004402924181271829,0.4317029945975185,0.31192761501389077,0.07421978287488724,0.3105991375623921,0.5830908820561485,0.10630998038145945,45045
"Passaic County, New Jersey, USA",0.1513484181118737,0.003441756290253684,0.3703226024438924,0.3751685621013255,0.09971866105265478,0.3864048527473078,0.5287668998809815,0.08482824737171073,34031
"Sedgwick County, Kansas, USA",0.18357744102892148,0.005187648784649165,0.39954502398807223,0.3352719768976712,0.07641790930068584,0.3164164227745549,0.5538655474502501,0.12971802977519506,20173
"Camden County, New Jersey, USA",0.181997490377864,0.00679593395165715,0.3849315226192164,0.34880677828217455,0.07746827476908788,0.37363235405466705,0.5280840652684187,0.09828358067691428,34007
"Adams County, Colorado, USA",0.14114561352036278,0.008333540168429902,0.3963280417516633,0.3551586798572813,0.09903412470226279,0.3350146769896756,0.5514166572152353,0.1135686657950891,08001
"Kane County, Illinois, USA",0.12862480911909485,0.005791982230722948,0.43594113926979294,0.35383342845243826,0.07580864092795098,0.31466772731351533,0.5936501854110942,0.09168208727539046,17089
"Morris County, New Jersey, USA",0.13311760574411782,0.004091923675690501,0.46696124725462373,0.32606096710984855,0.0697682562157194,0.29677053628576805,0.6219305567942048,0.08129890692002703,34027
"Clark County, Washington, USA",0.14196949006433185,0.007468368197802994,0.4504868135365175,0.3181126055903998,0.08196272261094782,0.28854028995955094,0.5892581801433764,0.12220152989707271,53011
"Lake County, Indiana, USA",0.18800221807733072,0.0051298079346675275,0.3858809295760465,0.35231940313555266,0.06866764127640258,0.35834507358892037,0.5291483069052688,0.11250661950581074,18089
"Richmond County, New York, USA",0.1445735182261391,0.005473769002239303,0.3928725077391087,0.3656937735007262,0.09138643153178662,0.3411128724554751,0.5760327168960226,0.08285441064850231,36085
"Ada County, Idaho, USA",0.1554902049682031,0.0051025665332635455,0.445617274537038,0.2976490275035748,0.0961409264579206,0.2969403842284478,0.5816249863103026,0.12143462946124967,16001
"Polk County, Iowa, USA",0.18600407878561034,0.006586604646215461,0.42023764960490584,0.30675781545642916,0.08041385150683913,0.3315388193941902,0.5522356042592782,0.11622557634653162,19153
"Sonoma County, California, USA",0.1641341110763551,0.014981206079718893,0.42361692595644157,0.28472157816799565,0.11254617871948887,0.3231246602166907,0.5520682986990944,0.12480704108421502,06097
"Washoe County, Nevada, USA",0.17980315075517048,0.009308859883524622,0.4184734803796921,0.28333451448438707,0.10907999449722575,0.32453101609578633,0.539349916255144,0.1361190676490696,32031
"Prince William County, Virginia, USA",0.11017823007245287,0.0032309277948382505,0.4070780569559538,0.3695998155754591,0.10991296960129604,0.3148373951610798,0.6007520672138362,0.0844105376250839,51153
"Knox County, Tennessee, USA",0.1889848040906013,0.006156152065022897,0.4241343049987632,0.2874252169416352,0.09329952190397733,0.3259432910130577,0.5533022930253199,0.12075441596162247,47093
"Onondaga County, New York, USA",0.1959900636507864,0.008187585462927242,0.4019586154004986,0.29559796132071725,0.09826577416507055,0.3672305552999398,0.5221235544921936,0.11064589020786658,36067
"Tulare County, California, USA",0.11748857216257344,0.0027346130246560995,0.3552024526591341,0.43380983823744973,0.09076452391618665,0.3727262091930347,0.5380170689463303,0.08925672186063506,06107
"Seminole County, Florida, USA",0.16704751145743693,0.007082001446354381,0.43288359414782746,0.3070379261503438,0.08594896679803732,0.31095317747368867,0.5692901517834745,0.11975667074283668,12117
