longname,Not Cohabiting With Partner %,Cohabiting With Partner (Gay) %,Cohabiting With Partner (Straight) %,Living With Parents %,Other Living Situation %,Never Married %,Married (not divorced) %,Divorced %,geoid
"Putnam County, Tennessee, USA",0.19536444810335007,0.00569944905325818,0.41246279526312407,0.2757393451966315,0.11073396238363618,0.32468348609791126,0.5518224456638372,0.12349406823825149,47141
"Clinton County, New York, USA",0.17479243398464323,0.006717023534552718,0.4522129970659845,0.22990199138522968,0.13637555402958973,0.346638871353701,0.5487616894460995,0.10459943920019958,36019
"Hancock County, Indiana, USA",0.13237763305179623,0.004019538007530276,0.5157983107764319,0.30411112241782856,0.04369339574641303,0.23342367326358154,0.6579005420395825,0.108675784696836,18059
"Bedford County, Virginia, USA",0.13962592980816696,0.004748493994923145,0.5310483310811653,0.279491810110756,0.04508543500498847,0.21461166583834024,0.6903567824816645,0.09503155167999523,51019
"Clinton County, Michigan, USA",0.14621965904049625,0.0031941187654477413,0.48603840547563254,0.2963178908676092,0.06822992585081439,0.29394750274551107,0.6091011739957614,0.09695132325872759,26037
"Chelan County, Washington, USA",0.1598308452641772,0.002853212411473993,0.4283385132725327,0.3164773016762621,0.09250012737555405,0.2939957281860614,0.5754766236848349,0.13052764812910378,53007
"Lynchburg city-County, Virginia, USA",0.19946057513327387,0.006913755334101527,0.3270484849252272,0.26414090891823805,0.20243627568915934,0.4750411078761183,0.4370106654196019,0.08794822670427974,51680
"Wilson County, North Carolina, USA",0.2059002587387754,0.010248084825731807,0.38917355791182623,0.32772309877733213,0.06695499974633438,0.33040496100723515,0.5586144257571479,0.11098061323561685,37195
"Sullivan County, New York, USA",0.17745110571392053,0.007311772977118754,0.3744854914994242,0.31130001278282043,0.129451617026716,0.3539751552795035,0.5261490683229809,0.11987577639751554,36105
"Oconee County, South Carolina, USA",0.18309551917055938,0.0018990915156803353,0.4637376174100496,0.27967972078222025,0.07158805112149048,0.26572633192794154,0.6285166730548104,0.10575699501724797,45073
"James City County, Virginia, USA",0.13389422767679046,0.002521451635727428,0.4950793099455839,0.3079129841894688,0.06059202655242944,0.2644937010659736,0.6541354540000921,0.0813708449339343,51095
"Forrest County, Mississippi, USA",0.20894485677167107,0.001697902061921973,0.32303873017506335,0.32065909470949244,0.14565941628185114,0.4125052118413033,0.46544148304948846,0.12205330510920817,28035
"Augusta County, Virginia, USA",0.14652752508187353,0.007407599937620211,0.47616572230597304,0.2728076103342515,0.09709154234028172,0.2577859199162525,0.629508751943593,0.11270532814015452,51015
"Cole County, Missouri, USA",0.17516664083087863,0.006071410117294479,0.4152327804474763,0.2978607967756936,0.1056683718286569,0.31426759670259996,0.5552155992390614,0.13051680405833868,29051
"Clallam County, Washington, USA",0.1968764642693533,0.00761146238440559,0.47541909398991045,0.24878889034745022,0.07130408900888044,0.2515818917677558,0.5975554928136046,0.15086261541863955,53009
"Anderson County, Tennessee, USA",0.17697534003625384,0.004642489208820724,0.44922603445352954,0.2939634599585301,0.07519267634286586,0.2532850524185263,0.6140952862857952,0.13261966129567854,47001
"Ross County, Ohio, USA",0.16403082701897592,0.005802732983615047,0.42916909526584984,0.2879994818988411,0.11299786283271802,0.29965266317758144,0.557169126314301,0.14317821050811744,39141
"Cattaraugus County, New York, USA",0.192291253836889,0.004066778049759767,0.42297082021991605,0.28859877478597656,0.09207237310745864,0.31214808000380734,0.5660538962995854,0.12179802369660732,36009
"White County, Arkansas, USA",0.16826467726240635,0.0032176451508271167,0.4023613363606876,0.31618553357119716,0.10997080765488165,0.27139988755923267,0.5965303991647252,0.13206971327604203,05145
"Cheshire County, New Hampshire, USA",0.1593790337029175,0.007112638012645268,0.4585045768296032,0.24696273299570717,0.12804101845912688,0.3195165271644854,0.5463887328735589,0.13409473996195564,33005
"Walker County, Texas, USA",0.17301910961231806,0.0033984262672208734,0.27221394400439164,0.2544114187122578,0.29695710140381165,0.43248398152287243,0.42336462524214,0.14415139323498755,48471
"Chatham County, North Carolina, USA",0.1504329292660183,0.00825895830558146,0.49353936326095665,0.27210603436792297,0.07566271479952053,0.2357159895046511,0.6655959290768865,0.09868808141846237,37037
"Cayuga County, New York, USA",0.17990971243672133,0.006262721152340683,0.4325191795835283,0.27421585512238394,0.10709253170502565,0.33757397828417035,0.5462043897665312,0.11622163194929845,36011
"Valencia County, New Mexico, USA",0.15880619012527655,0.00534266764922623,0.34948415622697104,0.3841851773870935,0.10218180861143274,0.3317146302512797,0.5124498908190196,0.1558354789297007,35061
"Jackson County, Georgia, USA",0.10717913297850784,0.003277400831538892,0.456100434729614,0.3659312829263667,0.0675117485339727,0.24443834582597176,0.6468842729970327,0.10867738117699552,13157
"Grays Harbor County, Washington, USA",0.1716686514042574,0.004790130725075933,0.43646386662563386,0.2769846260888181,0.1100927251562146,0.2892313142047469,0.569429684732554,0.14133900106269906,53027
"Van Buren County, Michigan, USA",0.15923229649239007,0.004367968232958303,0.44878888153540625,0.31989410986101907,0.06771674387822636,0.25889282667191665,0.6186257137231738,0.12248145960490957,26159
"Erie County, Ohio, USA",0.1940338964537921,0.008400406571606248,0.45010294841199383,0.28905046660886224,0.058412281953745676,0.2925474073056476,0.5774965860791335,0.12995600661521894,39043
"Toa Baja Municipio, Puerto Rico, USA",0.1918632536861703,0.002750938838465829,0.34799910292006203,0.40075508959951767,0.05663161495578415,0.40136219050705774,0.4451963656763564,0.15344144381658595,72137
"Walton County, Florida, USA",0.15593008059246402,0.01208886952733609,0.4978218253103892,0.26257895883249854,0.07158026573731209,0.21103334705640225,0.6514615067929179,0.13750514615067988,12131
"Hancock County, Ohio, USA",0.189382344721116,0.010274291646149155,0.4404636739908704,0.2898228616297799,0.07005682801208447,0.3024257353061125,0.5696644426681461,0.12790982202574142,39063
"Raleigh County, West Virginia, USA",0.18928605656808423,0.0020019159048838293,0.42106416165514715,0.3006446006456336,0.08700326522625124,0.2579784535355784,0.6001094517531564,0.14191209471126517,54081
"Lea County, New Mexico, USA",0.13951857910726756,0.0037666854542705154,0.3729568480816021,0.38998941478905264,0.09376847256780727,0.33637685694825326,0.5631132301235213,0.1005099129282253,35025
"Wood County, Wisconsin, USA",0.1904678370464335,0.00523567274346552,0.4717772949923749,0.28421066835791536,0.04830852685981076,0.2794592280331973,0.5905842445000659,0.1299565274667368,55141
"Vermilion County, Illinois, USA",0.20362093578642554,0.004109241791522683,0.3823996371059188,0.3197870665617134,0.09008311875441964,0.32123644721283207,0.5347167863031489,0.14404676648401915,17183
"Somerset County, Pennsylvania, USA",0.1497760019372814,0.004681761310893162,0.47221213221939695,0.2680173817115329,0.10531272282089561,0.27655244225672093,0.6140824182759056,0.10936513946737356,42111
"Broomfield County, Colorado, USA",0.1595651365752829,0.008916133249739153,0.4831584268630435,0.29165958248663193,0.05670072082530252,0.29412704308725096,0.5967230672597529,0.10914988965299609,08014
"Lonoke County, Arkansas, USA",0.1490572171651498,0.0016525791070654534,0.4392067620286088,0.3323174035543993,0.07776603814477673,0.24774025350325019,0.6220091590484195,0.13025058744833035,05085
"Scioto County, Ohio, USA",0.1698435315625337,0.003952037853532634,0.4132164748897733,0.3123857404021934,0.10060221529196696,0.3081925855544463,0.5741526464950927,0.117654767950461,39145
"Putnam County, Florida, USA",0.20680273968857113,0.005550466868087553,0.3785254350827793,0.30649240570358327,0.10262895265697868,0.3087413928208202,0.5381550209239909,0.15310358625518888,12107
"Kauai County, Hawaii, USA",0.12366075721580405,0.005424348742986703,0.36613383162529356,0.35014548739412077,0.15463557502179504,0.3328952880401825,0.5588675694141682,0.10823714254564924,15007
"Grand Forks County, North Dakota, USA",0.23095443290789391,0.004213348654601163,0.37824379967442295,0.25187069944323703,0.134717719319845,0.4279790666956477,0.47079870922436434,0.10122222407998802,38035
"Mayagüez Municipio, Puerto Rico, USA",0.25056096863799326,0.002751910662752124,0.28482140869448547,0.34433259752679957,0.11753311447796957,0.4402930172437234,0.42270225913680254,0.13700472361947408,72097
"Lauderdale County, Mississippi, USA",0.2122945929822654,0.005043657465155378,0.34188405011117784,0.3411790227235751,0.09959867671782631,0.34065211896537245,0.5336254107338442,0.12572247030078343,28075
"Fauquier County, Virginia, USA",0.1240747901016348,0.00215422006186478,0.45318714096332363,0.3575038665488284,0.06307998232434842,0.2732967893500394,0.6274556535358008,0.09924755711415982,51061
"McKinley County, New Mexico, USA",0.15569051078880286,0.00427713651194035,0.25377676637512786,0.4938173443369052,0.09243824198722374,0.4976801899007335,0.4179074953244141,0.08441231477485237,35031
"Robertson County, Tennessee, USA",0.12654999948889256,0.004281602380461169,0.47657376303965615,0.3260575154040831,0.06653711968690697,0.24661919812981958,0.6310430045514813,0.12233779731869907,47147
"Christian County, Kentucky, USA",0.1676084944112083,0.006549041822678472,0.36431463033836675,0.3278251378200261,0.1337026956077203,0.3423680456490723,0.5299120605283594,0.12771989382256838,21047
"Tooele County, Utah, USA",0.08699186991869952,0.00468180543874404,0.4197925427530137,0.4108634707036722,0.07767031118587056,0.2881511161991984,0.6246708643388669,0.08717801946193468,49045
"Pottawatomie County, Oklahoma, USA",0.15731843884365088,0.004866516431405619,0.40596701276077934,0.3333010742282002,0.0985469577359639,0.27263820132013217,0.5851553905390534,0.14220640814081434,40125
"Riley County, Kansas, USA",0.18915456874466213,0.0022588909396435383,0.35125754111457047,0.19708823448389892,0.26024076471722507,0.5023568267812465,0.41884178798178795,0.07880138523696553,20161
"Morgan County, Indiana, USA",0.13534750819396615,0.004258060901476307,0.4793400005602711,0.3249152589853486,0.05613917135893771,0.246034059922139,0.6323895110531823,0.12157642902467879,18109
"Creek County, Oklahoma, USA",0.1571253071124055,0.0038127648384211686,0.4340755578564352,0.33619598099614223,0.06879038919659583,0.2403271872256373,0.6272555308267388,0.13241728194762376,40037
"DeKalb County, Alabama, USA",0.1430108729071764,0.004164686809961708,0.4253850238980334,0.35532604746065943,0.07211336892416893,0.2443323618213228,0.6385102706853526,0.11715736749332459,01049
"Surry County, North Carolina, USA",0.16983720376825,0.0057671579949327405,0.455325522473719,0.3060793124203864,0.06299080334271188,0.2517786963003113,0.6378743732213039,0.11034693047838473,37171
"Franklin County, Massachusetts, USA",0.20803263698389365,0.011619891678975855,0.4386579447140736,0.25724133080115363,0.08444819582190327,0.3213345326682483,0.5468640117752879,0.1318014555564639,25011
"Lewis and Clark County, Montana, USA",0.19590560136480023,0.002558999147000285,0.45894228035257245,0.2674154108615297,0.07517770827409734,0.2631077546637105,0.5826650269343358,0.1542272184019538,30049
"Boone County, Indiana, USA",0.11768496112487273,0.004410143329658211,0.508512435745071,0.32301436160311564,0.04637809819728231,0.24621025556832504,0.6651890767799483,0.08860066765172664,18011
"Portage County, Wisconsin, USA",0.1723834152718182,0.005257324732160617,0.4752621557873197,0.2503054931938958,0.09679161101480574,0.3622752974934592,0.5414802936956704,0.09624440881087036,55097
"Iberia Parish, Louisiana, USA",0.16770817775445318,0.0049753813624426775,0.41702673961936265,0.35108780140130497,0.05920189986243634,0.34964782378991954,0.550501285410099,0.09985089079998156,22045
"Greene County, Tennessee, USA",0.1780453622400829,0.003088979778623116,0.4264508194376914,0.2917655807567995,0.10064925778680313,0.2447454064682361,0.6069394535222714,0.14831514000949253,47059
"York County, Virginia, USA",0.13064171290955254,0.003280559469361266,0.4654777555334657,0.3227391668798195,0.07786080520780085,0.2520389803742941,0.6685609923601021,0.07940002726560379,51199
"Ward County, North Dakota, USA",0.17466923054845934,0.005338231495565819,0.4487558476595012,0.29380363344143834,0.07743305685503517,0.34088202389115324,0.5651232451550053,0.09399473095384131,38101
"Columbia County, Florida, USA",0.17921027936187126,0.008604634375225585,0.37586082437017243,0.3057965783584783,0.13052768353425248,0.31347026721534454,0.5424312534218746,0.1440984793627808,12023
"Troup County, Georgia, USA",0.17915173495675188,0.003626786408186167,0.36388756962134555,0.3618151202452406,0.0915187887684758,0.3423999422048837,0.5390658864325965,0.11853417136251987,13285
"Klamath County, Oregon, USA",0.18438584014281706,0.006908663405854961,0.43788734234168936,0.27951058796208905,0.09130756614754944,0.2746677549282276,0.5735552440603989,0.15177700101137354,41035
"Greenwood County, South Carolina, USA",0.21364908131183505,0.004643918197813608,0.35847587181631996,0.32782889613199095,0.09540223254204044,0.353174532581432,0.5375802750253493,0.10924519239321856,45047
"Blue Earth County, Minnesota, USA",0.1780833158596878,0.004608825121153735,0.41590109561363164,0.24012191918924566,0.1612848442162811,0.4435367436193551,0.47437180034126175,0.08209145603938325,27013
"Harrison County, Texas, USA",0.15678422692722058,0.006581821358884008,0.3868421819029043,0.3571366164778517,0.09265515333313946,0.2992933835000457,0.5736808295861253,0.127025786913829,48203
"Wise County, Texas, USA",0.12502025722998938,0.003182226674720442,0.43885263049339307,0.34452023513119295,0.08842465047070416,0.23270230759266516,0.651307389107866,0.11599030329946886,48497
"Franklin County, North Carolina, USA",0.1451670167756443,0.001213053640640255,0.46211426373561315,0.32668126275925347,0.06482440308884878,0.2779242829275339,0.6229499313633411,0.09912578570912504,37069
"Lake County, California, USA",0.17772956058392048,0.005756542531993089,0.41538620496243484,0.29556155810417833,0.10556613381747322,0.3031892911688076,0.5532117509657718,0.14359895786542057,06033
"Allegany County, Maryland, USA",0.19930405916953017,0.006260555587909854,0.3977345524430728,0.23755168598217918,0.15914914681730807,0.3509746936555679,0.5241081595540376,0.1249171467903945,24001
"Shiawassee County, Michigan, USA",0.1677345571309191,0.006539301790243819,0.47038986554843565,0.299766872424966,0.055569403105435254,0.2844786499797007,0.5863974157561209,0.12912393426417842,26155
"San Patricio County, Texas, USA",0.15744863487476624,0.0027074150278838063,0.3773594268422636,0.3902354856028825,0.07224903765220389,0.3234134089763615,0.5616352056604531,0.11495138536318522,48409
"Madison County, New York, USA",0.14487482838197036,0.0025706189933689715,0.4315134519323459,0.29343031577717416,0.12761078491514058,0.34004424014101564,0.5437735457781769,0.11618221408080746,36053
"McCracken County, Kentucky, USA",0.1866189868534298,0.010475710003857929,0.4193845149419828,0.3118823634151402,0.07163842478558935,0.2675612112814718,0.6050755683579147,0.1273632203606136,21145
"Catoosa County, Georgia, USA",0.15111203184421207,0.005267908669853066,0.4457005874606019,0.3397653117092585,0.05815416031607451,0.2515128455991594,0.6044135232090445,0.14407363119179625,13047
"Otero County, New Mexico, USA",0.16239709946803854,0.004844126125590649,0.37142262771553364,0.33877678385687493,0.1225593628339624,0.32532944520320395,0.537115647262929,0.13755490753386695,35035
"Trujillo Alto Municipio, Puerto Rico, USA",0.16627138683749984,0.0003137189919930798,0.3736953960679498,0.3956444834658314,0.06407501463672602,0.3806875169112963,0.49223110847284496,0.12708137461585864,72139
"Walker County, Georgia, USA",0.17739084091850812,0.005282044505327113,0.39625809911953996,0.32227401539193495,0.09879500006468997,0.26256111641609475,0.5937130549316212,0.14372582865228403,13295
"Oldham County, Kentucky, USA",0.08347882697600077,0.0011836770928890597,0.48092800284082504,0.35047199124078976,0.08393750184949543,0.2625729472549529,0.6504107348622831,0.08701631788276393,21185
"Carteret County, North Carolina, USA",0.18593853398693352,0.003158228830489178,0.5098750990286471,0.24285595230099313,0.05817218585293701,0.22359657299777136,0.6560708549530488,0.12033257204917977,37031
"Laurens County, South Carolina, USA",0.18000536129147549,0.003157204980044081,0.38985524513016007,0.3311788884255676,0.09580330017275278,0.32293035479632004,0.5718535552635428,0.10521608994013701,45059
"Butler County, Kansas, USA",0.12509643344608615,0.004005696991276464,0.47632188000712183,0.31894249599430285,0.07563349356121282,0.24635563050402803,0.6459621510211732,0.10768221847479888,20015
"Spalding County, Georgia, USA",0.19311471478672684,0.0035070891160336928,0.3851803003507089,0.34540331524834406,0.0727945804981864,0.3216763652641001,0.5476350343181142,0.1306886004177856,13255
"Jefferson County, Arkansas, USA",0.2028475490842967,0.0016129268757606422,0.30871420402058725,0.3346969896919313,0.15212833032742412,0.3737227322345711,0.4979510030242829,0.128326264741146,05069
"Jones County, Mississippi, USA",0.16911568260753398,0.0016326772939115977,0.37515955709917753,0.3649627452726575,0.08912933772671947,0.28958188611231106,0.5925501755439984,0.11786793834369064,28067
"Williamson County, Illinois, USA",0.19639963728798468,0.003954155579670303,0.43739501419631055,0.2756462665933308,0.08660492634270366,0.28386203882434385,0.5770659576792799,0.1390720034963762,17199
"Aroostook County, Maine, USA",0.19862647163753236,0.003805446545368069,0.4592995599952426,0.2660393625877033,0.07222915923415374,0.25934554882107663,0.6028973828959819,0.13775706828294146,23003
"Rice County, Minnesota, USA",0.13804925518377115,0.0036529680365296807,0.41125832771914117,0.28204206901714146,0.1649973800434166,0.36468719184836174,0.5342755925641874,0.10103721558745082,27131
"St. Francois County, Missouri, USA",0.15257265364459183,0.003275369223439742,0.3889054311576946,0.3060088137208196,0.14923773225345427,0.2953987730061358,0.5562251894622867,0.14837603753157746,29187
"Toa Alta Municipio, Puerto Rico, USA",0.15472915002514756,0.002307624034791869,0.3407295642140762,0.43884796307801544,0.06338569864796899,0.4336084412870877,0.46777058086084394,0.09862097785206847,72135
"Ionia County, Michigan, USA",0.1291989664082693,0.0035755062796706946,0.4225407126975539,0.33106483985337426,0.11361997476113195,0.3182996561804787,0.5522624060012126,0.12943793781830878,26067
"Grant County, Indiana, USA",0.18472500823328644,0.005149546420765848,0.41277207269243454,0.26720756863566936,0.1301458040178438,0.3260030094816804,0.529650646313385,0.14434634420493464,18053
"Montcalm County, Michigan, USA",0.14297757037483033,0.00517838326057505,0.42197802197802203,0.32232425109137475,0.10754177329519786,0.27504147465437734,0.5785069124423969,0.14645161290322573,26117
"Wayne County, Indiana, USA",0.18407220520213816,0.0027632606475641243,0.435153481107707,0.2893614465068783,0.0886496065357123,0.29689109639440797,0.5473509933774834,0.15575791022810873,18177
"Belmont County, Ohio, USA",0.17409842419905627,0.0048004532104894415,0.40398348167031806,0.2959583761945226,0.1211592647256138,0.30767604144639404,0.5627863537040956,0.1295376048495104,39013
"Muskogee County, Oklahoma, USA",0.19135479433620947,0.004844425173068584,0.3736487193672338,0.33268043240980244,0.09747162871368566,0.2913242180888086,0.563784769893362,0.1448910120178294,40101
"Chippewa County, Wisconsin, USA",0.15689846228577584,0.002519847594759933,0.47473321493085474,0.2837257312870959,0.08212274390151365,0.2707277688067268,0.6044137572619109,0.12485847393136221,55017
"Crow Wing County, Minnesota, USA",0.1680656962006095,0.009289758496637763,0.4906267551116442,0.27937582537682787,0.05264196481428062,0.26723644620013626,0.6215642478725567,0.11119930592730708,27035
"Apache County, Arizona, USA",0.16394626389662006,0.0012335835602425066,0.25586328283664045,0.4854753057632422,0.09348156394325483,0.48481861579791596,0.4321524516341013,0.08302893256798265,04001
"Marquette County, Michigan, USA",0.17714673094305497,0.0058150045194335755,0.4446218740584521,0.2600030129557091,0.1124133775233503,0.36927710843373496,0.5236888731396173,0.10703401842664777,26103
"Wilkes County, North Carolina, USA",0.1686590789176144,0.001989899751262534,0.4827315896585518,0.2921534634808172,0.054465968191753956,0.23679939407054704,0.653231623746664,0.10996898218278911,37193
"Harrison County, West Virginia, USA",0.18638696560131082,0.003624079064159403,0.4127339278418168,0.318383435860743,0.07887159163196987,0.28563119817762234,0.5818764633112479,0.13249233851112982,54033
"Starr County, Texas, USA",0.14180697901415304,0.0010065885797950222,0.2826988775012199,0.506863103953148,0.06762445095168394,0.3601798682654948,0.5568949501773363,0.08292518155716906,48427
"Tehama County, California, USA",0.1755145764786901,0.005141938939475093,0.3952559491927464,0.3363072920651921,0.08778024332389628,0.2657593944722657,0.5941549753430942,0.14008563018464013,06103
"Sauk County, Wisconsin, USA",0.16570887081983338,0.006480405942409981,0.4828513786146596,0.2895243626581889,0.055434981964908064,0.26691807297067993,0.6197982464410287,0.1132836805882914,55111
"Adams County, Illinois, USA",0.18203345578190167,0.00831840675187464,0.45259418925893186,0.2982786362670387,0.05877531194025307,0.27147095272071753,0.6109129144917204,0.11761613278756212,17001
"Warren County, New York, USA",0.20080704081442385,0.006485680918662813,0.48272939841777024,0.24861383410075033,0.061364045748392854,0.2666945335903051,0.6031195437739805,0.13018592263571438,36113
"Mason County, Washington, USA",0.15075499185762814,0.004221227694531419,0.46618759191050524,0.28110346209855575,0.09773272643877955,0.28157014306164263,0.5776741414480903,0.1407557154902672,53045
"Armstrong County, Pennsylvania, USA",0.1718738156957257,0.0033653190231479374,0.4928221686600887,0.28641593524034725,0.045522761380690294,0.2555555555555545,0.6516117414010453,0.09283270304340015,42005
"Kershaw County, South Carolina, USA",0.16959077653989266,0.007815220111267885,0.4193228832932642,0.3391729857145921,0.06409813434098316,0.3031769805783966,0.5991219293325176,0.09770109008908577,45055
"Marion County, Ohio, USA",0.16889262001068436,0.003052736014653128,0.3994810348775092,0.2998244676791575,0.12874914141799576,0.29924775809679083,0.5458015267175576,0.15495071518565154,39101
"Walker County, Alabama, USA",0.18041537564806676,0.0038347087155259744,0.391416388011166,0.3326533116544462,0.09168021597079497,0.2576900645306944,0.606569713844938,0.13574022162436764,01127
"Clay County, Minnesota, USA",0.17177330467652663,0.002772525974621704,0.42318942245508856,0.3005912301203628,0.10167351677340035,0.3630279128476848,0.5451052634702936,0.09186682368202141,27027
"Liberty County, Georgia, USA",0.17028320950041925,0.006124288867472877,0.3544626480554607,0.37822924114776046,0.09090061242888677,0.3308483396662812,0.5556955228812163,0.11345613745250259,13179
"Jefferson County, Ohio, USA",0.18861627552575352,0.0044498628466930834,0.4344102407802508,0.2902316366961292,0.08229198415117353,0.30516440444218573,0.5634572112941861,0.13137838426362808,39081
"Lincoln County, South Dakota, USA",0.13114987427450894,0.0018344851580662006,0.5177043632280616,0.3090000474435811,0.04031122989578223,0.2530285146300555,0.6723613095607874,0.07461017580915708,46083
"Chaves County, New Mexico, USA",0.175915956563202,0.006706247885070921,0.3565078290829667,0.34538714738364024,0.11548281908512022,0.3428169179327744,0.5074793218748161,0.14970376019240944,35005
"Pulaski County, Kentucky, USA",0.1841556314415063,0.006026237310134908,0.40613749092201523,0.3132252731121647,0.0904553672141788,0.24775116711579995,0.5945838235852282,0.15766500929897176,21199
"Coos County, Oregon, USA",0.20164347947198086,0.00569491945093549,0.44609170677355015,0.2583605441124133,0.08820935019112026,0.2674707602339184,0.5695906432748532,0.1629385964912283,41011
"Salem County, New Jersey, USA",0.1775389177168277,0.007629107981220659,0.40184086978008404,0.33795095132196656,0.07504015319990105,0.3390336947738332,0.5582658372953981,0.1027004679307686,34033
"Effingham County, Georgia, USA",0.14095006934812682,0.003152187618207033,0.41829529693607426,0.3707287857773297,0.06687366032026229,0.267286884417029,0.6156739811912227,0.11703913439174826,13103
"Carbon County, Pennsylvania, USA",0.17306148907272467,0.004475861217434253,0.46160019755525405,0.2963483146067415,0.06451413754784556,0.29372919181941365,0.5814948962792216,0.12477591190136476,42025
"Columbia County, Pennsylvania, USA",0.18102533339485974,0.0035377539876640103,0.4255456600987488,0.26153230892283136,0.12835894359589606,0.35685469346588805,0.5267632014984518,0.11638210503566011,42037
"Nacogdoches County, Texas, USA",0.18240720742957678,0.0014809786800777502,0.37971676282743455,0.2951158557279939,0.141279195334917,0.3752302025782686,0.5288136893799877,0.09595610804174362,48347
"Hamblen County, Tennessee, USA",0.17085254892184962,0.0040508537953384,0.4167705347127016,0.32621837217998195,0.08210769039012841,0.2697115477501497,0.607990880812999,0.12229757143685137,47063
"Rutherford County, North Carolina, USA",0.19302700024770952,0.005604409214763434,0.41107257864751073,0.30695751795887927,0.08333849393113708,0.2669699220200515,0.599368733754178,0.13366134422577058,37161
"Isabella County, Michigan, USA",0.18883623119942836,0.002834372095149567,0.3686817122045612,0.23708151105557504,0.20256617344528585,0.4826940899693434,0.4243601625436674,0.09294574748698933,26073
"Lamar County, Mississippi, USA",0.15370224807420205,0.0042131740292406855,0.47218990724728876,0.2961798459361729,0.07371482471309547,0.26750431043025047,0.6471788977189399,0.08531679185080963,28073
"San Benito County, California, USA",0.09941732855405877,0.004073962955360105,0.40168011495523426,0.40404869806881494,0.09077989546653194,0.3361278806233581,0.5702882127599829,0.09358390661665895,06069
"Warrick County, Indiana, USA",0.1261030279197809,0.005285096342902086,0.5078096736138418,0.31699567440031357,0.04380652772316155,0.22328868468187868,0.6678218207304725,0.10888949458764893,18173
"Belknap County, New Hampshire, USA",0.1622692528332102,0.012654388625426222,0.46951822094791096,0.2931900894534936,0.06236804813995901,0.26188879313847746,0.6110753407397842,0.1270358661217383,33001
"Georgetown County, South Carolina, USA",0.18181673863347733,0.005016510033020068,0.4470091440182879,0.3106426212852426,0.055514986029972055,0.28362556823453033,0.5998144540309862,0.11655997773448355,45043
"Pope County, Arkansas, USA",0.17069930733466115,0.0062624537432393965,0.3894107600341582,0.30927981781952874,0.1243476610684125,0.29319935754299387,0.579269009284287,0.12753163317271918,05115
"Lee County, North Carolina, USA",0.1691875678090496,0.004818431297466333,0.4156934073648603,0.33014231922905135,0.08015827429957233,0.30107956019396115,0.5668988086923558,0.13202163111368304,37105
"Darlington County, South Carolina, USA",0.2183563760187911,0.004224930241357024,0.35483108161367155,0.3574164866867404,0.06517112543943998,0.34808088986563374,0.5271721319376167,0.1247469781967496,45031
"Hall County, Nebraska, USA",0.1560304075635623,0.0028746646224607148,0.4428261147310593,0.3284943145521905,0.06977449853072724,0.3047708138447149,0.5855524373765723,0.10967674877871283,31079
"Garfield County, Oklahoma, USA",0.17480998914223733,0.0008941687424155345,0.4119243788720689,0.3266270677652168,0.08574439547806137,0.29969486489741864,0.5744369052876707,0.12586822981491072,40047
"Union County, Ohio, USA",0.10581359581667185,0.003302627531609707,0.48619857857501264,0.3248716993961379,0.07981349868056788,0.2744899200908607,0.6234738165740483,0.10203626333509105,39159
"Knox County, Ohio, USA",0.13541883684033437,0.003589801118607676,0.4598150611388,0.2931777752848602,0.1079985256173977,0.2923934970926782,0.6092124520390805,0.09839405086824117,39083
"Laurel County, Kentucky, USA",0.1531326258807922,0.003027212275026942,0.4362662921918504,0.32582073818378265,0.08175313146854771,0.2438948572833585,0.6253303524043075,0.13077479031233402,21125
"Walla Walla County, Washington, USA",0.1580073349633244,0.010101660018015676,0.40873118002831066,0.28987582035774095,0.13328400463260828,0.3363337035088746,0.5543670972392695,0.10929919925185584,53071
"Stanly County, North Carolina, USA",0.1569640213683461,0.0030250370084314864,0.4435862779172303,0.3176610671300765,0.07876359657591547,0.28290988564961206,0.6135112984428052,0.10357881590758274,37167
"Athens County, Ohio, USA",0.1833707246830515,0.0057202188210494515,0.33880121293234045,0.2025474033686644,0.2695604401948943,0.5074925309707946,0.40307187326928573,0.0894355957599196,39009
"Barry County, Michigan, USA",0.14756345341374538,0.002289805527784052,0.4803108975392651,0.31420324442867736,0.055632599090528055,0.23402372101256855,0.6365728447512836,0.12940343423614792,26015
"Eddy County, New Mexico, USA",0.16267840775173534,0.0057941600104753094,0.3993387455807248,0.36850202959277245,0.06368665706429211,0.2909977003734256,0.5842950273212509,0.1247072723053234,35015
"Haywood County, North Carolina, USA",0.19670815213671788,0.00771561818341807,0.45465558878029527,0.2790842373224118,0.06183640357715703,0.23947678092448393,0.6249225395690897,0.1356006795064264,37087
"Reno County, Kansas, USA",0.18214625187285624,0.003318780106652057,0.43865895506758346,0.2850284351790687,0.0908475777738395,0.27495704721843706,0.586784367162352,0.13825858561921098,20155
"Livingston County, New York, USA",0.1630122243104756,0.004047997686858467,0.44136025573064724,0.25002811109504797,0.14155141117697073,0.34549987814708566,0.5557242749751609,0.0987758468777535,36051
"Garfield County, Colorado, USA",0.13034742980349925,0.004834942258375389,0.4436059522059428,0.31394456150667177,0.10726711422551076,0.2673941853723183,0.6180733868963806,0.11453242773130119,08045
"Hood County, Texas, USA",0.13155764114935262,0.0013879479849969428,0.5350539482163219,0.2749128401711803,0.05708762247814811,0.1861746735354016,0.7069605846411886,0.10686474182340983,48221
