longname,PW Mean % of parkland within 1km,Within 10km of Hospital %,Mean distance to nearest Hospital,Within 2km of Public School %,Mean distance to nearest Public School,Within 30km of Airport %,Mean distance to nearest Airport,Within 10km of Active Superfund Site %,Mean distance to nearest Active Superfund Site,Within 0.5mi of a grocery store %,Within 1mi of a grocery store %,Within 10mi of a grocery store %,Within 20mi of a grocery store %
"Los Angeles CA HRR, USA",0.01792358282733097,0.9806059794371838,2.923705093246891,0.9875336075956221,0.5827687946931335,0.9016598111029829,17.40344593522408,0.5951258516962789,11.039764693613781,0.6207727186235299,0.9242527831095355,0.9973134422749644,0.9996555207378568
"Houston TX HRR, USA",0.015755364322087174,0.8708017769550362,5.623894157188937,0.8610595594719167,1.4232067107244022,0.600503677321309,30.99187196467543,0.3995996431080453,16.935357060036896,0.31463645762393555,0.6691481895726343,0.9880204642103055,0.9999951832743933
"Atlanta GA HRR, USA",0.01039497333601606,0.761873361277689,7.013327951835935,0.6987893146195473,1.939900019700489,0.32405034693121304,40.369752865965474,0.0,89.38935431889635,0.19202758445498624,0.4894780076420413,0.9976946295399063,1.0
"Dallas TX HRR, USA",0.02676722410651813,0.8641972443940497,5.375463419820691,0.8714433250687551,1.3042986345811944,0.5987245374162359,32.417091369264206,0.08881674074079204,31.350803172324195,0.3085279036638393,0.6674822375796008,0.9897733091206714,0.9999985649562179
"New York NY HRR, USA",0.07050072654630668,1.0,1.45742340020263,0.9995650501837291,0.3018226503239366,1.0,11.471802823201633,0.9376597952650322,5.4479961478621,0.9571509394131058,0.9987324995810032,1.0,1.0
"Boston MA HRR, USA",0.026233453752022476,0.9441945936508459,3.8473244712015013,0.8684776786415094,1.0244336524023672,0.7171738365506143,20.90540155665208,0.4789402327377372,11.096064431442905,0.37206758796534334,0.6793600277877727,0.9999896291614117,1.0
"East Long Island NY HRR, USA",0.04212253321412516,0.9524440317587936,3.627686615532946,0.9662656482736902,0.66411094673221,0.9594626805823188,13.547903218182881,0.9140130968064004,6.171978206587281,0.6252575502854751,0.8862694246315049,1.0,1.0
"Philadelphia PA HRR, USA",0.04155831867149999,0.9579988244964036,3.2655945972765807,0.9151788891377328,0.8869220245870971,0.8903646221165203,15.58681230162835,0.8409896057742919,6.508844186791829,0.45804681045584417,0.771508741478601,1.0,1.0
"Orlando FL HRR, USA",0.01563699559694311,0.8809224702065027,5.799500119027984,0.7564334137768971,1.7151576862708318,0.6327363270075337,30.290690653351863,0.34403613552555157,19.878762070867733,0.2342388625888545,0.5745569780834023,0.9926147633303488,0.9995556827447422
"San Diego CA HRR, USA",0.024240947622342315,0.9173986174585578,5.294783099399757,0.9405394018248819,0.9319597517527881,0.591307877535937,28.722651278437198,0.021943241892213094,55.165155163607515,0.4349355719584058,0.7840486094895398,0.992001156517709,0.9990042526181379
"Phoenix AZ HRR, USA",0.01841098999886693,0.7964377897106486,7.661820350472753,0.8537492748918325,1.4623640000614655,0.6601807847666084,31.47114596883691,0.1786693134223509,36.17927324431115,0.29268773460190134,0.6384656187904809,0.9626200069456099,0.9833628164479506
"Minneapolis MN HRR, USA",0.047639059249833506,0.7215412450610148,7.683566429620175,0.7619035696126971,2.0510816504946523,0.5349567907258754,37.443578872442984,0.4898022243536249,21.174062430507625,0.23313357375953325,0.5218050237793709,0.9716753491790595,0.9994999726694617
"Orange Co. CA HRR, USA",0.026835373068647125,0.9774067513842011,3.323261258302779,0.9740552193635177,0.7155777237270459,0.9673201324944496,15.632583308868654,0.31334765783036767,13.451899536145717,0.5370193901165874,0.8940253848784577,0.9999997495856225,1.0
"St Louis MO HRR, USA",0.022835309003150922,0.7961728426730345,6.605832233888028,0.7820665145450284,1.7430191527621601,0.5991057509674727,34.452232908101934,0.36979608160466954,16.999915928952362,0.22852792884019923,0.5413040704657984,0.9834612767660089,0.9999917122930274
