longname,PW Mean PM2.5 Pollution,Utility gas heating %,Electricity heating %,"Bottled, tank, or LP gas heating %","Fuel oil, kerosene, etc. heating %",Other fuel heating %,No heating %
"New York-Jersey City-Newark [Urban Area], NY-NJ, USA",7.279614832270574,0.6711102243970158,0.12693032855058226,0.021985641135158704,0.1523360777399881,0.012440454639576546,0.015197273537678545
"Los Angeles-Long Beach-Anaheim [Urban Area], CA, USA",11.467881089964335,0.6521306090532173,0.2698350125594742,0.014536823242571146,0.0007495611968640085,0.006672578022603052,0.05607541592527039
"Chicago [Urban Area], IL-IN, USA",8.488597098183703,0.8354234747464189,0.1361456476422661,0.01257735539689948,0.000985208463274598,0.00613893984623687,0.008729373904904155
"Miami-Fort Lauderdale [Urban Area], FL, USA",6.94115176550936,0.027925878385373217,0.9239548693648105,0.004291321979222432,0.0013373608083629771,0.0016727131259398416,0.04081785633629124
"Houston [Urban Area], TX, USA",8.253081825991483,0.4539629769832803,0.5249806067363681,0.011986394768337964,0.0006241122251125177,0.0023047031451375894,0.0061412061417634315
"Dallas-Fort Worth-Arlington [Urban Area], TX, USA",8.002771147499624,0.3576226315233404,0.6242223667690114,0.009999863068015289,0.00052240852242749,0.00279068310459435,0.004842047012611039
"Philadelphia [Urban Area], PA-NJ-DE-MD, USA",7.338749468824865,0.6138960049942462,0.2392486178047862,0.026373786443977292,0.10595949270705979,0.009157335909840886,0.005364762140089679
"Washington-Arlington [Urban Area], DC-VA-MD, USA",7.095385673449925,0.5409454756318401,0.4145049967505046,0.013084791004202243,0.01747805116525303,0.006701706249606432,0.007284979198593553
"Atlanta [Urban Area], GA, USA",7.965967349765588,0.5948336739176019,0.3827613704686917,0.01518525286993198,0.001208479621907613,0.002397568228548207,0.003613654893318571
"Boston [Urban Area], MA-NH, USA",6.105133494897695,0.5690552222970291,0.1787078170961404,0.033048410648128634,0.2017014078183862,0.011311505014865414,0.006175637125450084
"Phoenix-Mesa-Scottsdale [Urban Area], AZ, USA",9.308293787307083,0.2647580415914523,0.7073466656212508,0.009442202432918925,0.0006087518723629444,0.009151550407644359,0.008692788074370503
"Detroit [Urban Area], MI, USA",8.266091786121965,0.8742339085765377,0.10192753977771549,0.012112633592146139,0.001096932119228278,0.005605568562024729,0.005023417372347875
"Seattle-Tacoma [Urban Area], WA, USA",5.545949855281461,0.41452898032885904,0.532498262264198,0.013269124209798967,0.019884195477125312,0.013273912051993764,0.006545525668024815
"San Francisco-Oakland [Urban Area], CA, USA",8.126062472973866,0.6557738240866403,0.2857216590067161,0.01598416705788971,0.0007633275410218115,0.010166673319837075,0.03159034898789494
"San Diego [Urban Area], CA, USA",8.859803672279458,0.586946769495551,0.32901387887012173,0.01721954101751999,0.0008587031747469792,0.01986881315255483,0.04609229428950556
"Minneapolis-St. Paul [Urban Area], MN, USA",7.219696189188149,0.7832313984018111,0.1779920451128407,0.0160357062993383,0.002506034086974029,0.011134600340012296,0.009100215759023573
"Tampa-St. Petersburg [Urban Area], FL, USA",7.62367154441237,0.05326945102146581,0.9228221295546061,0.005729438568769219,0.0009907548661436,0.00425609296601471,0.012932133023000544
"Denver-Aurora [Urban Area], CO, USA",6.99222588529545,0.6947159893492219,0.2758854400212824,0.011789998144562816,0.0008049631384366102,0.010765404641346565,0.006038204705149851
"Riverside-San Bernardino [Urban Area], CA, USA",11.14365159463663,0.7414664736470639,0.21143001878531706,0.013690514152026836,0.0005885353199698633,0.011171400071195523,0.021653058024426863
"Baltimore [Urban Area], MD, USA",7.267591101946508,0.5252714164314877,0.3862392473162108,0.01804539547954955,0.05576738827320389,0.008302551075192552,0.0063740014243556095
