longname,Commute Car %,Commute Bike %,Commute Walk %,Commute Transit %,Commute Work From Home %,Commute Time < 15 min %,Commute Time 15 - 29 min %,Commute Time 30 - 59 min %,Commute Time > 60 min %,Households With no Vehicle %,Households With 1+ Vehicles %,Households With 2+ Vehicles %
"New York City Department Of Education, New York, USA",0.27891225036019773,0.014399717371016184,0.09505196785151318,0.49654551029753624,0.10654178863091195,0.0918595652398597,0.20635840733006744,0.4332354624003945,0.2685465650296783,0.5449393043294334,0.45506069567056673,0.1354479966981508
"Los Angeles Unified School District, California, USA",0.7589458680156006,0.009008917390959967,0.030308354297583613,0.07227039199020689,0.11578825436728976,0.15302965645669445,0.3249197950656371,0.386716269110128,0.1353342793675404,0.11251496657462338,0.8874850334253765,0.5141951153248744
"Puerto Rico Department of Education, Puerto Rico, USA",0.9042469621363789,0.0020704510377347685,0.025167926276742685,0.013321213710154767,0.041760241671653785,0.20376971116015435,0.36025895453165185,0.31713087245316673,0.11884046185502699,0.1466934158682985,0.8533065841317015,0.4369245412335324
"Chicago Public School District 299, Illinois, USA",0.5579764332690018,0.015460688750362732,0.05849639334632973,0.23391613998000588,0.12329229785117021,0.11277266329242781,0.28125709690591605,0.45561158317884226,0.15035865662281392,0.2639510391113549,0.7360489608886451,0.29078629691901514
"Dade County School District, Florida, USA",0.83864394215214,0.007154262451562419,0.018493348991229435,0.035868930213363064,0.08670613778287402,0.12874615907176176,0.3225448193774669,0.4216689612510531,0.1270400602997182,0.09692302338998578,0.9030769766100143,0.5229588442518991
"Clark County School District, Nevada, USA",0.8611523070777343,0.004969362306066784,0.013368104801230416,0.02673130207500076,0.07401042162531421,0.19520413636084194,0.4517742554359693,0.30815697480915544,0.044864633394033314,0.07751477405254957,0.9224852259474504,0.5563704832560737
"Broward County School District, Florida, USA",0.8552326158119234,0.005921509457603934,0.011121494839171134,0.021010864628091406,0.09099034661348342,0.1674749642181875,0.37624087649933263,0.3688788978053056,0.08740526147717431,0.0682668363223312,0.9317331636776689,0.5297939557439001
"Philadelphia City School District, Pennsylvania, USA",0.5668054562112786,0.0206718061726264,0.0763413704710747,0.21382001261631645,0.10749307824766315,0.13856663377182227,0.3164763701741649,0.40991812044769693,0.13503887560631603,0.28564640759547444,0.7143535924045257,0.2665612050004916
"Palm Beach County School District, Florida, USA",0.8492221359246326,0.005902162248691208,0.011921419127630183,0.014725761411538713,0.10386145481925925,0.21712184665462556,0.3999182925457661,0.3096811755287829,0.07327868527082548,0.05952481333427405,0.9404751866657259,0.5299103970099067
"Houston Independent School District, Texas, USA",0.8223448666423954,0.006552844200080738,0.02143707840734906,0.039372241074100686,0.09092280543119892,0.1823125749475882,0.3963613210898822,0.35340261095108966,0.0679234930114399,0.09476515873660701,0.905234841263393,0.49123880671840664
"Hillsborough County School District, Florida, USA",0.8331218395862986,0.006060587050033995,0.013411276197960087,0.010908224867388766,0.12587880703006604,0.1907714738594752,0.347969737123857,0.37884562343469796,0.0824131655819698,0.06044427332890752,0.9395557266710926,0.5610273765643679
"Hawaii Department of Education, Hawaii, USA",0.8081525374258448,0.013241091819083785,0.0441492207778131,0.04892392448616705,0.06956148469767955,0.2490693073596424,0.3393276154580742,0.3213485046328751,0.09025457254940832,0.07942848825744565,0.9205715117425544,0.5919427973972393
"Orange County School District, Florida, USA",0.8467524765399098,0.005990232884136808,0.012194706688573155,0.016871117770078346,0.10262707607964655,0.15211998463194942,0.3856795698210697,0.39377151250393294,0.06842893304304794,0.050806662009880245,0.9491933379901197,0.5932205886065829
"Fairfax County Public Schools, Virginia, USA",0.720167135331514,0.004617006885669898,0.016129176796244742,0.07302100368086567,0.1758830755096799,0.14780009664926694,0.3281695960498398,0.4051740202103759,0.11885628709051736,0.04408956818967383,0.9559104318103262,0.6518444569211187
"Wake County Schools, North Carolina, USA",0.7826301820544366,0.002265312893103496,0.011611672495541948,0.008520410279094842,0.1867388479562074,0.2086742574741266,0.42297469282301126,0.3162069192639226,0.05214413043893961,0.038813769708914495,0.9611862302910854,0.649740372953305
"Charlotte-Mecklenburg Schools, North Carolina, USA",0.776204402298055,0.0021440437461064583,0.017488059804803766,0.023165709143766873,0.1712327818924344,0.20897713226205192,0.42280259245648616,0.3114580897337387,0.05676218554772325,0.056435134378113795,0.9435648656218862,0.5587998953076715
"Dallas Independent School District, Texas, USA",0.8420177658659733,0.0024183843912327484,0.022696062718996084,0.03067470397721676,0.0917008409525573,0.2010712401815256,0.3765043054930611,0.3386593910447169,0.08376506328069651,0.09160730447296023,0.9083926955270398,0.4908117546040489
"San Diego City Unified School District, California, USA",0.7613073140784554,0.014251087966557895,0.038047334644726434,0.0361279970280003,0.13920114794484162,0.21896514057075647,0.47497406606230524,0.25254629108714405,0.053514502279794256,0.06877020743982802,0.931229792560172,0.5674412979414323
"Montgomery County Public Schools, Maryland, USA",0.6793899341644005,0.005538570971897147,0.01829691368107198,0.10995607836245076,0.17573593976287277,0.13322077577330144,0.295767105201217,0.4158114917204815,0.15520062730500003,0.07353551511012259,0.9264644848898773,0.5847819566589979
"Duval County School District, Florida, USA",0.8590178621482277,0.006232233604194283,0.01350673382935124,0.014304639305172551,0.09121676924005005,0.2056106941292841,0.43696972244953014,0.31575208026687795,0.041667503154307804,0.07369207258623141,0.9263079274137687,0.5304485951368544
"Prince George's County Public Schools, Maryland, USA",0.7512061232863145,0.0035026588272863792,0.016688663552743007,0.1116707460279283,0.10224004430368235,0.09899320548784057,0.26712248582788134,0.44938110954518645,0.18450319913909163,0.09380316925831293,0.906196830741687,0.5438307357587902
"Pinellas County School District, Florida, USA",0.8237818424270231,0.011262417486341887,0.014822477461831674,0.013143903701707238,0.12428568655554262,0.25693626103967815,0.41243646467364425,0.27537595014681643,0.055251324139861155,0.07370900642534299,0.9262909935746569,0.4852946974144839
"Gwinnett County School District, Georgia, USA",0.8563903616043546,0.0008458692518465826,0.0071235355406704046,0.007553183057839052,0.11977287747987495,0.14342885079985954,0.29577053827801486,0.40825946740639313,0.15254114351573256,0.030113854647849263,0.9698861453521508,0.6794077874838939
"San Francisco Unified School District, California, USA",0.3720797295934472,0.0415283534721677,0.11037480308046928,0.2776397912404659,0.18020707490527796,0.11718450140922694,0.3337535713187869,0.41183999356064044,0.1372219337113458,0.30577606382210515,0.6942239361778948,0.273850270629897
"Baltimore County Public Schools, Maryland, USA",0.8357359925561612,0.001784889466463184,0.01599526443518402,0.03976297582990692,0.09568442969654418,0.17685241535856677,0.36742031516583756,0.363637808444126,0.09208946103146982,0.07829837830113441,0.9217016216988656,0.5635963693378064
"Jefferson County School District, Kentucky, USA",0.852946799398499,0.0029945147061471705,0.017721250348343428,0.02342467879560669,0.09034697210877415,0.2317095059515432,0.5156200276838201,0.22035133991882905,0.03231912644580773,0.09235202835471108,0.907647971645289,0.5387600652959291
"Lee County School District, Florida, USA",0.8612262334031028,0.009617653631481121,0.01008508979426734,0.0055493351423764326,0.09571697424069418,0.20395406038029512,0.36321478568199533,0.3575164524593252,0.0753147014783844,0.052060370676870624,0.9479396293231294,0.5384995729517944
"Seattle Public Schools, Washington, USA",0.4703925562424361,0.03057210598529278,0.09730688119566869,0.17842268156446053,0.21427756739793974,0.17082737667837258,0.38239099711202834,0.38156237166586143,0.06521925454373746,0.18065838994987357,0.8193416100501265,0.3808590093760259
"Austin Independent School District, Texas, USA",0.7307672574256189,0.014963311882677221,0.0303219702041494,0.027751069918947505,0.18733957799097098,0.2352662211630428,0.43861127274614403,0.27495501417458984,0.05116749191622334,0.06815034904815326,0.9318496509518466,0.5147503317929734
"Shelby County School District, Tennessee, USA",0.9143823192265187,0.0019430618952070164,0.011947606520465136,0.008959036094109247,0.053198393511310255,0.21937964858625658,0.5037365912153724,0.2500580723486419,0.02682568784972921,0.09524446080607671,0.9047555391939234,0.4787714380549211
"Polk County School District, Florida, USA",0.8999320172223036,0.0050420560124768395,0.008864421013343286,0.0031858595822391663,0.07257161519081833,0.19166436099303266,0.3878274805155606,0.32583300694576695,0.09467515154563975,0.05257960802281399,0.947420391977186,0.5614034394773637
"Phoenix Union High School District, Arizona, USA",0.8280159997708576,0.010396852592681152,0.019000796365607787,0.03452774410084883,0.09371875414638584,0.195710567421927,0.4344226736496727,0.2987632752345926,0.07110348369380773,0.09456136805558443,0.9054386319444157,0.5432225622239545
"Metropolitan Nashville Public School District, Tennessee, USA",0.822401654646287,0.0030147361738300862,0.021203989160875247,0.01644660103064595,0.1275914737087321,0.2129949004453909,0.43562566999082725,0.30048160360928533,0.050897825954496406,0.0642507028437955,0.9357492971562045,0.5507346882610774
