longname,Commute Car %,Commute Bike %,Commute Walk %,Commute Transit %,Commute Work From Home %,Commute Time < 15 min %,Commute Time 15 - 29 min %,Commute Time 30 - 59 min %,Commute Time > 60 min %,Households With no Vehicle %,Households With 1+ Vehicles %,Households With 2+ Vehicles %,Traffic Fatalities Per Capita Per Year,Pedestrian/Cyclist Fatalities Per Capita Per Year,Total Traffic Fatalities In Last Decade,Total Pedestrian/Cyclist Fatalities In Last Decade
"Navajo Nation Reservation and Off-Reservation Trust Land, USA",0.8584051210044978,0.0007532292164225644,0.04673078365253033,0.009001779444981175,0.07272565165588271,0.3047277554063527,0.20284352571304085,0.3087160197380238,0.18371269914258248,0.13412707151797526,0.8658729284820248,0.4725169582396419,0.00040385570181280953,7.205221666525387e-05,667.0,119.0
"Oneida Indian Nation Reservation, USA",0.8883084559277354,0.0009327714503110662,0.03024205057197779,0.0019346370821266567,0.07323041787732817,0.2990921205973394,0.3566180394340203,0.29703508087024366,0.047254759098396534,0.058907312926382835,0.9410926870736172,0.6229078204658904,0.0001176732500079509,1.2721432433291987e-05,74.0,8.0
"Puyallup Reservation and Off-Reservation Trust Land, USA",0.8385304674514148,0.002437975155277442,0.01001737072907777,0.048907894118721845,0.09365618830723504,0.15333885440930858,0.3603012239531105,0.33735387368590625,0.14900604795167466,0.03658370635311962,0.9634162936468803,0.7144402117737086,0.0001564311610872886,4.7849531626700035e-05,85.0,26.0
"Osage Reservation, USA",0.9142750850340139,0.0032950680272108737,0.01270195578231284,0.0009034863945578203,0.06005527210884341,0.3037430736175523,0.30493045346601694,0.32969580459120146,0.06163066832522916,0.03928911079410349,0.9607108892058964,0.6866381359961952,0.00016150857741498972,8.73019337378323e-06,74.0,4.0
"Yakama Nation Reservation and Off-Reservation Trust Land, USA",0.9241476051308525,0.0009724328190163965,0.021685218652579732,0.0009654708862798944,0.04006512383963604,0.38565778511251836,0.3852324482106872,0.19136059038193004,0.037749176294864385,0.0593277950808679,0.9406722049191321,0.7406407158204893,0.0005062650297430704,8.543222376914314e-05,160.0,27.0
"Flathead Reservation, USA",0.8521454624912204,0.006689981890325081,0.04595755888920333,0.0005509396850855948,0.08371596901175167,0.4330230092013926,0.3206197746988876,0.18538923219715112,0.06096798390256864,0.04126960196110518,0.9587303980388948,0.7115657837175997,0.0003014684430613634,2.9174365457551295e-05,93.0,9.0
"Oneida (WI) Reservation and Off-Reservation Trust Land, USA",0.8623324586774577,0.0012533326151746662,0.005769649790238064,0.0023099465976932076,0.12042576517463004,0.35536797138102605,0.49396726484086567,0.12031250862430005,0.030352255153808287,0.018983128168280215,0.9810168718317198,0.7724498094306034,8.115086683880487e-05,1.1066027296200663e-05,22.0,3.0
"Agua Caliente Indian Reservation and Off-Reservation Trust Land, USA",0.7206265090347731,0.007002738364318719,0.021731782433610132,0.009979601555333721,0.22380893300927793,0.4130675421384381,0.34358885754326096,0.15754795783705852,0.08579564248124245,0.05002600191847764,0.9499739980815223,0.42444395036545185,0.00030638612033960874,9.228497600590625e-05,83.0,25.0
"Wind River Reservation and Off-Reservation Trust Land, USA",0.8541438721831944,0.0036848608688032853,0.0348056859399989,0.00628375924282152,0.09430717739860471,0.5500108618941185,0.2501727172823402,0.1602260228069529,0.039590398016588396,0.0617794371716155,0.9382205628283846,0.6724086870336881,0.00032998175395007574,3.493924453589037e-05,85.0,9.0
"Isabella Reservation and Off-Reservation Trust Land, USA",0.9021088189129363,0.0072403693914304,0.024206421610330455,0.011432458353050609,0.04828873158306688,0.49836335781260493,0.31772130823743494,0.12132150521736228,0.06259382873259793,0.06709433285895401,0.9329056671410461,0.5969825385791098,0.00021116846550915067,3.1284217112466766e-05,54.0,8.0
