longname,LICO-AT %,Household income < C$50k %,Household income C$50k - C$100k %,Household income > C$100k %,Individual income < C$50k %,Individual income C$50k - C$100k %,Individual income > C$100k %
"Sudbury Population Center, ON, Canada",0.05665621906293772,0.30700461796578177,0.341516756061726,0.35147862597249224,0.5913758609472943,0.30101496582166126,0.10760917323104423
"Saint-Jean-sur-Richelieu Population Center, QC, Canada",0.031262239866993335,0.3051980640143567,0.3518458119674446,0.34295612401819875,0.6011512157647537,0.32668553899226815,0.07216324524297812
"Peterborough Population Center, ON, Canada",0.059779107914987833,0.3068038639397501,0.36710717768276785,0.32608895837748203,0.6602921920388878,0.2628529021767725,0.07685490578433977
"Chilliwack Population Center, BC, Canada",0.03522207247226006,0.2712377027147756,0.3540276747439165,0.37473462254130796,0.6257815213457558,0.29643775007580153,0.07778072857844265
"Châteauguay Population Center, QC, Canada",0.027833055216729054,0.25963089243083076,0.35841094236085547,0.38195816520831366,0.6127568740175863,0.3220316378387153,0.06521148814369837
"Belleville Population Center, ON, Canada",0.046126627081173495,0.3091435134868758,0.38136700081787933,0.3094894856952448,0.6490763509697854,0.285889484278088,0.06503416475212649
"Sarnia Population Center, ON, Canada",0.04465038277787953,0.27328408579460434,0.34618329591552205,0.3805326182898736,0.5954182459993576,0.28515866382061017,0.11942309018003218
"Airdrie Population Center, AB, Canada",0.02485496103726362,0.1143256656051471,0.3068678165564732,0.5788065178383797,0.4968346533758196,0.34294909483078145,0.1602162517933989
"Drummondville Population Center, QC, Canada",0.04938489602026938,0.40415024499306584,0.35121098007074336,0.24463877493619085,0.674574452884467,0.27922038194450044,0.04620516517103251
"Welland - Pelham Population Center, ON, Canada",0.04146681557739048,0.2737522532181392,0.3683515629411329,0.35789618384072797,0.6377693701271319,0.28503751520877524,0.07719311466409295
"Fort McMurray Population Center, AB, Canada",0.019423734077608185,0.04828463918182292,0.1321979719408232,0.8195173888773539,0.36901601812321844,0.24359752830905568,0.3873864535677259
"Prince George Population Center, BC, Canada",0.03766771812795854,0.22667735727748178,0.3429160091111373,0.43040663361138093,0.5631462302116543,0.32551509167538145,0.11133867811296426
"Sault Ste. Marie Population Center, ON, Canada",0.05017022831627339,0.32127561376272074,0.3513515459852739,0.32737284025200536,0.6312931883387841,0.29372453622032185,0.07498227544089413
"Fredericton Population Center, NB, Canada",0.05967997434237031,0.2974679987243895,0.3742345165285692,0.32829748474704146,0.6226706448432401,0.29175983762375235,0.08556951753300764
"Medicine Hat Population Center, AB, Canada",0.03559021466329706,0.2725707636411666,0.3499849894727808,0.37744424688605255,0.5992818408634817,0.2947595204722861,0.1059586386642322
"Grande Prairie Population Center, AB, Canada",0.031191265017796063,0.16745395802247912,0.30789651219738173,0.5246495297801393,0.5060912415325626,0.3381447568411292,0.15576400162630813
"Granby Population Center, QC, Canada",0.037288853112822665,0.3847073567788574,0.36531070998534826,0.2499819332357943,0.6716475152559583,0.2840247419592142,0.04432774278482739
"Saint John Population Center, NB, Canada",0.06850932080246798,0.38517594047533843,0.36771425217715503,0.24710980734750645,0.6954574516443888,0.25237721019721826,0.052165338158392874
"Bowmanville - Newcastle Population Center, ON, Canada",0.018024649696217494,0.13253835235496297,0.3126208471735585,0.5548408004714784,0.5277847404012866,0.33589632668698466,0.1363189329117287
"Beloeil Population Center, QC, Canada",0.0162022700546788,0.19187657876801026,0.3325752634303525,0.4755481578016371,0.5042974835507439,0.3706072064843891,0.12509530996486706
"Charlottetown Population Center, PE, Canada",0.06980989610065555,0.31874433047301187,0.3587997334833417,0.32245593604364636,0.6457823210345419,0.2846822527142853,0.0695354262511728
"Vernon Population Center, BC, Canada",0.03411065817550333,0.2922912126246134,0.34935890976634837,0.3583498776090382,0.6282004163471383,0.28667181132167624,0.08512777233118544
"North Bay Population Center, ON, Canada",0.052882659443614796,0.3208793066833587,0.3574980377359473,0.32162265558069403,0.6294634336265105,0.2887780866786988,0.08175847969479069
"Saint-Hyacinthe Population Center, QC, Canada",0.05323774925618828,0.39570007100686266,0.36318568683036256,0.2411142421627748,0.6684479115398754,0.28211321160937064,0.049438876850754127
"Brandon Population Center, MB, Canada",0.05616542491861731,0.2839468064614487,0.3622607745968595,0.3537924189416918,0.6141508071464615,0.3123627387150254,0.07348645413851304
"Joliette Population Center, QC, Canada",0.046684472233303236,0.3955731741177508,0.35234632034481594,0.2520805055374332,0.6678392446159365,0.27868115214374,0.05347960324032369
"Courtenay Population Center, BC, Canada",0.03248215135788137,0.2624749359143442,0.3903719976946651,0.34715306639099075,0.6157619698889804,0.3041165705258572,0.0801214595851624
"Cornwall Population Center, ON, Canada",0.05997366933553064,0.39076143589732115,0.3763877218730115,0.23285084222966726,0.7084415857305023,0.25226090406432833,0.03929751020516923
"Victoriaville Population Center, QC, Canada",0.03992108158184431,0.3916226822027006,0.3489059262286478,0.25947139156865173,0.6697950522112217,0.2810915148216918,0.04911343296708637
"Woodstock Population Center, ON, Canada",0.029125818432293477,0.23986969227789123,0.3697231423595976,0.3904071653625112,0.6010659761529423,0.32574607807925204,0.07318794576780577
"St. Thomas Population Center, ON, Canada",0.03607576040722679,0.26765586506743844,0.38610894698737735,0.3462351879451842,0.6241296617878042,0.3122312088307442,0.06363912938145164
"Chatham Population Center, ON, Canada",0.04636188824153541,0.34418061410323136,0.3662486784692969,0.28957070742747165,0.6715450711883183,0.2630157266597602,0.06543920215192149
"Georgetown Population Center, ON, Canada",0.01941912072783156,0.11625496197359643,0.22252993823917636,0.6612150997872271,0.4927127674658974,0.3129088422876454,0.19437839024645723
"Salaberry-de-Valleyfield Population Center, QC, Canada",0.04561956321420469,0.38175675130485914,0.3616264153260435,0.2566168333690975,0.6674109766707369,0.28792565978337564,0.04466336354588741
"Spruce Grove Population Center, AB, Canada",0.024572177302205095,0.1566666959652368,0.3061878429945773,0.537145461040186,0.5034003356653325,0.33961507339884167,0.1569845909358259
"Shawinigan Population Center, QC, Canada",0.06721705635351109,0.49091838661979303,0.34071567525331947,0.16836593812688755,0.7359284597631129,0.23395301350609746,0.030118526730789602
"Rimouski Population Center, QC, Canada",0.049374164211461055,0.3890538244622289,0.34313370476797994,0.2678124707697911,0.6384974184185923,0.29705491890114943,0.06444766268025824
"Bradford Population Center, ON, Canada",0.01966134036470559,0.11730667784082777,0.2855728927917458,0.5971204293674264,0.5778145413068456,0.31122123589666134,0.11096422279649308
"Campbell River Population Center, BC, Canada",0.03175123614713148,0.2661148476285043,0.36544825654488666,0.36843689582660916,0.6210731007210523,0.2920956544334231,0.08683124484552456
"Penticton Population Center, BC, Canada",0.03374081675930621,0.3398115180945299,0.3626247681865661,0.29756371371890405,0.6537969956607301,0.2784904059788567,0.06771259836041309
"Prince Albert Population Center, SK, Canada",0.06157200886141976,0.2922639751803841,0.3614500017626822,0.34628602305693373,0.6197349377941597,0.29831160439808185,0.08195345780775848
"Stouffville Population Center, ON, Canada",0.01976450149065989,0.1184445097817904,0.24734470892392213,0.6342107812942874,0.5269872368748101,0.3142701652840146,0.15874259784117534
"Sorel Population Center, QC, Canada",0.04846482418457002,0.40437042585723315,0.3444219807077569,0.2512075934350099,0.6756020196413095,0.26070074205973226,0.06369723829895826
"Mission Population Center, BC, Canada",0.03200387184235483,0.1781980418564729,0.31634269461030623,0.5054592635332208,0.6006890323485096,0.31442212872753855,0.0848888389239518
"Leamington Population Center, ON, Canada",0.03549903116530615,0.25298895084470135,0.3729586219375448,0.3740524272177539,0.6418702920622141,0.28657692817972996,0.07155277975805599
"Orangeville Population Center, ON, Canada",0.02061345781955595,0.15153252244752055,0.29139327491568956,0.5570742026367899,0.53960489827472,0.3348820886963576,0.12551301302892257
"Leduc Population Center, AB, Canada",0.025330833587621303,0.15707834090780604,0.3264876048871064,0.5164340542050876,0.5147999247039896,0.3447794246273856,0.14042065066862489
"Orillia Population Center, ON, Canada",0.04570269848697551,0.31485429992892666,0.3734896943852169,0.3116560056858564,0.6625398611892704,0.272931907709623,0.06452823110110663
"Stratford Population Center, ON, Canada",0.03590930902827932,0.27498114388189937,0.3650494486516688,0.35996940746643186,0.5968380310079028,0.3210853743275225,0.08207659466457473
"Moose Jaw Population Center, SK, Canada",0.05108154332941709,0.30592164093619156,0.34604491604478854,0.34803344301901995,0.606771181457439,0.293137159734435,0.10009165880812597
"Cochrane Population Center, AB, Canada",0.02346298459634309,0.12816024215417451,0.2848619620874227,0.5869777957584028,0.48572222882587257,0.3228924657698292,0.19138530540429827
"Lloydminster Population Center, SK-AB, Canada",0.03289689034369889,0.19956709956709956,0.3225108225108224,0.477922077922078,0.541155476243587,0.32589783627035473,0.1329466874860584
"Cape Breton - Sydney Population Center, NS, Canada",0.08033475662457515,0.40132605254071635,0.34869757606298013,0.24997637139630352,0.7156126643020588,0.23608392700270903,0.048303408695232065
"Okotoks Population Center, AB, Canada",0.02406649366578592,0.11528207485746082,0.27344739670669344,0.6112705284358457,0.5123287384159576,0.29998579863222713,0.1876854629518152
"Innisfil Population Center, ON, Canada",0.022171577164352876,0.16550167802403387,0.3262063555681857,0.5082919664077804,0.590440694511872,0.31670176840946873,0.09285753707865922
"Timmins Population Center, ON, Canada",0.04453215969820507,0.310568563727814,0.31614007582934633,0.37329136044283967,0.5899696377212015,0.2901789213115049,0.11985144096729364
"Saint-Georges Population Center, QC, Canada",0.03330100770394936,0.3928117613977437,0.3529772204910392,0.25421101811121705,0.6503995730164389,0.3007871101321264,0.04881331685143473
"Parksville Population Center, BC, Canada",0.023542537451703968,0.288595530791678,0.3993955348658873,0.31200893434243476,0.6442478983981681,0.2825488383562453,0.07320326324558656
"Keswick - Elmhurst Beach Population Center, ON, Canada",0.022463433637201026,0.16972674375669855,0.3069318981142289,0.5233413581290726,0.5836788292296442,0.3178150591207506,0.0985061116496052
"Fort Saskatchewan Population Center, AB, Canada",0.01756386622030727,0.13426766708010932,0.286970799276565,0.5787615336433257,0.4750743969595159,0.32591056634441895,0.1990150366960652
"Bolton Population Center, ON, Canada",0.015441521526951283,0.10724453138335543,0.2281564351035255,0.6645990335131192,0.5321636085230844,0.3167426607884392,0.15109373068847637
"Midland Population Center, ON, Canada",0.03535623966753006,0.32016020255799577,0.3845284843229026,0.2953113131191016,0.6673606410284667,0.2713450785794601,0.061294280392073214
"Val-d'Or Population Center, QC, Canada",0.03174059938702465,0.3450132765258377,0.3112814702239677,0.34370525325019446,0.5823444658470404,0.30537981319198026,0.1122757209609794
"Quispamsis - Rothesay Population Center, NB, Canada",0.01769725653519915,0.15158346749165894,0.2997593983637606,0.5486571341445804,0.5060885829460647,0.32631456407741816,0.1675968529765171
"Whitehorse Population Center, YT, Canada",,0.15792527591112251,0.28035878062261654,0.561715943466261,0.4277105371131076,0.3964527654315084,0.1758366974553839
"Duncan Population Center, BC, Canada",0.03128793688258167,0.31526343295856385,0.3622980728188789,0.3224384942225572,0.6548130416516047,0.27996353776397953,0.06522342058441585
"Hudson Population Center, QC, Canada",0.014599014939277215,0.12285618307614841,0.2714471122830913,0.6056967046407603,0.5067717164904645,0.3236908151495098,0.16953746836002567
"Tsawwassen Population Center, BC, Canada",0.030674174272002433,0.18100490540645947,0.2798510086319822,0.5391440859615584,0.5083983622633358,0.302067377941618,0.18953425979504618
"Truro Population Center, NS, Canada",0.05310879218536182,0.3937866938872968,0.36053233221320974,0.24568097389949356,0.6887040741326328,0.2546180743546969,0.05667785151267026
"Alliston Population Center, ON, Canada",0.017728370587908743,0.16259052002238059,0.34290320521157697,0.4945062747660423,0.5586151582725047,0.34630868595278846,0.09507615577470678
"Fergus Population Center, ON, Canada",0.01590046483205888,0.17750504989115917,0.31848393546200565,0.5040110146468352,0.5278559984408302,0.35677322366465214,0.11537077789451773
"Rouyn-Noranda Population Center, QC, Canada",0.03601098857807229,0.38216543818065535,0.33919081998548045,0.2786437418338642,0.6132746422821139,0.2968765533636561,0.08984880435423004
"Ladner Population Center, BC, Canada",0.02530579110303519,0.17501816565667966,0.2954681737053642,0.5295136606379559,0.5370297038862284,0.3233751619872074,0.1395951341265642
"Collingwood Population Center, ON, Canada",0.028739402913898645,0.27182483409874664,0.3382865042104537,0.3898886616907997,0.5976574320660049,0.290431123668751,0.1119114442652442
"Lindsay Population Center, ON, Canada",0.03893743195241224,0.33314126245077724,0.3639079407262879,0.30295079682293496,0.6657790420092361,0.2690652914712961,0.06515566651946787
"Owen Sound Population Center, ON, Canada",0.041541271809751465,0.3639163457942077,0.3711497050055733,0.264933949200219,0.6758507444518396,0.26189848329298415,0.062250772255176334
"Brockville Population Center, ON, Canada",0.04161684779511119,0.36150663176814357,0.37520858149665487,0.26328478673520156,0.667145698917492,0.26777796887811006,0.06507633220439794
"Magog Population Center, QC, Canada",0.032566390504997975,0.41511194963092285,0.34630708861438125,0.2385809617546958,0.6855654477712965,0.2595631571725582,0.05487139505614526
"Squamish Population Center, BC, Canada",0.030978364132204717,0.1497349137227095,0.2874667074821067,0.5627983787951838,0.4910030525090083,0.3538014977896047,0.15519544970138702
"Wasaga Beach Population Center, ON, Canada",0.0241306870521428,0.2549472785900102,0.3983561839492765,0.3466965374607133,0.6604230716243132,0.26767259968502116,0.07190432869066558
"Port Alberni Population Center, BC, Canada",0.029456138306462085,0.35093656819140284,0.3781411960738711,0.2709222357347261,0.6826660305070779,0.266362808957392,0.05097116053553012
"Chestermere Population Center, AB, Canada",0.015869318653572214,0.05868302172771358,0.23553313871693818,0.7057838395553483,0.5139777717662418,0.3044505138332275,0.18157171440053052
"Sept-Îles Population Center, QC, Canada",0.023986769079854923,0.3067512736031321,0.3039727205121869,0.38927600588468103,0.5594057195467255,0.3038912968839145,0.13670298356936023
"Fort St. John Population Center, BC, Canada",0.029998250230415538,0.1774910424286783,0.2959045616663267,0.5266043959049949,0.48450631417574513,0.3365948615455336,0.17889882427872128
"Beaumont Population Center, AB, Canada",0.014367420210469427,0.07316984910353758,0.23992016451871395,0.6869099863777485,0.4551534928104419,0.33357752148178815,0.21126898570776997
"Varennes Population Center, QC, Canada",0.010289583407857135,0.14829591025128033,0.3179398109608195,0.5337642787879001,0.481578215845573,0.3809605426433814,0.13746124151104563
"Alma Population Center, QC, Canada",0.03708378078350668,0.3902517315091706,0.3415528061658141,0.2681954623250153,0.6581579371461943,0.27665074343621987,0.06519131941758596
"Cranbrook Population Center, BC, Canada",0.02143721246516399,0.26620366969315434,0.34592092488281523,0.3878754054240305,0.6024938197499574,0.29550440389428745,0.10200177635575507
"Cobourg Population Center, ON, Canada",0.028439163525214015,0.271054832988404,0.3756293809943654,0.3533157860172306,0.6155051206909284,0.2920024306642207,0.09249244864485083
"Yellowknife Population Center, NT, Canada",,0.0656879209979671,0.18085610025056864,0.7534559787514643,0.3625383124219215,0.3135384910664367,0.32392319651164175
"Les Coteaux Population Center, QC, Canada",0.014199387774260896,0.21434768634028442,0.3600831384352071,0.4255691752245085,0.552833003843929,0.36402533930017955,0.08314165685589138
"New Glasgow Population Center, NS, Canada",0.047430931798850655,0.3987296325104706,0.3506720581617778,0.2505983093277515,0.6984324643663342,0.24793453779478947,0.053632997838876324
"Corner Brook Population Center, NL, Canada",0.04828929330699663,0.3787502869200246,0.3414148434889193,0.279834869591056,0.6851092769011852,0.2580696651616278,0.05682105793718693
"Rivière-du-Loup Population Center, QC, Canada",0.03200409116990143,0.38448187463128425,0.3556620043087983,0.2598561210599175,0.6448095248636246,0.30116486421103283,0.05402561092534246
"Tillsonburg Population Center, ON, Canada",0.024315166302902945,0.3036896232283588,0.376264818685081,0.32004555808656027,0.6340933051262649,0.30093451121708276,0.06497218365665243
"Camrose Population Center, AB, Canada",0.028756157048100858,0.2888291922021386,0.3429616929242282,0.3682091148736332,0.5982510711898906,0.30513643895560416,0.09661248985450525
"Steinbach Population Center, MB, Canada",0.04104842669375478,0.3131233602129272,0.385720996583326,0.3011556432037469,0.686384751835805,0.26162087045011173,0.051994377714083384
"Buckingham Population Center, QC, Canada",0.028914827966777794,0.295532591150432,0.3860619270443094,0.3184054818052586,0.6098172664988499,0.34360614016842433,0.04657659333272571
"Stony Plain Population Center, AB, Canada",0.02583432077407501,0.21260067935748442,0.3252690208913142,0.46213029975120135,0.5486899607134871,0.31087748925441283,0.1404325500321001
"Valley East Population Center, ON, Canada",0.015358260699404776,0.11923101159960145,0.309619247183981,0.5711497412164176,0.4947952130739596,0.3463338118596867,0.15887097506635375
"Thetford Mines Population Center, QC, Canada",0.03666429182490324,0.4545938936351056,0.3543047417034653,0.1911013646614291,0.7103036234542952,0.25245216559054734,0.03724421095515752
"Glace Bay Population Center, NS, Canada",0.05170688651523553,0.4256310861923042,0.3471967434420942,0.22717217036560156,0.7484347370492088,0.215143874334648,0.036421388616143205
"Pembroke Population Center, ON, Canada",0.041942619223051474,0.3583199035429201,0.3727229155867073,0.2689571808703726,0.6508911367012358,0.2875881119766775,0.06152075132208672
"L'Assomption Population Center, QC, Canada",0.016408387226496974,0.23812078323713548,0.3533098667083932,0.40856935005447137,0.5684438239309463,0.346696527489065,0.08485964857998875
"Swift Current Population Center, SK, Canada",0.03207397330215153,0.282195287102625,0.33952770155806605,0.37827701133930897,0.578975286991933,0.32507849769879404,0.0959462153092729
"Sylvan Lake Population Center, AB, Canada",0.029578208000410177,0.20346200751309773,0.3370177910776843,0.4595202014092179,0.550423688348602,0.31022429852366795,0.13935201312773013
"Simcoe Population Center, ON, Canada",0.03314043347739519,0.31951999033149436,0.3679147210368027,0.31256528863170274,0.6448896770779983,0.29155822726164476,0.06355209566035694
"Salmon Arm Population Center, BC, Canada",0.022416179561716508,0.2972179621362689,0.3514222502214967,0.35135978764223436,0.6344278077484432,0.28838688590717404,0.07718530634438281
"Strathroy Population Center, ON, Canada",0.02202439827211468,0.25104145614646467,0.356709839748913,0.3922487041046223,0.6066776897940265,0.3203389505250294,0.07298335968094415
"Bathurst Population Center, NB, Canada",0.05244288165150556,0.43995657885669354,0.33086141878649594,0.2291820023568105,0.7306694026530087,0.22890494120373278,0.0404256561432584
"Yorkton Population Center, SK, Canada",0.030029116253779013,0.2978939936035805,0.33986678594952685,0.3622392204468926,0.5927591826535072,0.3158193276396317,0.09142148970686115
"Laurentides Population Center, QC, Canada",0.018779582352008172,0.25974588265315246,0.39605501874935645,0.34419909859749115,0.6276200995631798,0.3369165749578355,0.03546332547898468
"Port Colborne Population Center, ON, Canada",0.031437403625465044,0.3408157027166184,0.37654163324288903,0.28264266404049265,0.6757416284952886,0.2724159847033843,0.0518423868013271
"Fort Erie Population Center, ON, Canada",0.03501331431953005,0.2997668745818596,0.39474986677280544,0.30548325864533504,0.6865254540048703,0.2559920717434405,0.05748247425168915
"Winkler Population Center, MB, Canada",0.03496114479151602,0.28269136940127976,0.43808013306508176,0.2792284975336385,0.7278160394330894,0.2319065328019139,0.040277427764996605
"Amherstburg Population Center, ON, Canada",0.020719120918337938,0.1948963543300027,0.3448119761554763,0.460291669514521,0.5649643156987225,0.3276756907931848,0.1073599935080927
"Paris Population Center, ON, Canada",0.017915701079984477,0.1656504853415622,0.331345624763628,0.5030038898948098,0.5517038203642057,0.3303586260811066,0.11793755355468763
"Summerside Population Center, PE, Canada",0.040037213243367877,0.3764204621728031,0.3741192389289513,0.24946029889824564,0.7115683211459208,0.2499495300083793,0.03848214884569998
"Kentville Population Center, NS, Canada",0.04628398941600828,0.38321774923473395,0.37106165554575316,0.24572059521951295,0.7030195821094846,0.2499093376351341,0.047071080255381224
"Brooks Population Center, AB, Canada",0.026980688060987607,0.17912622926916075,0.3700924459214427,0.4507813248093967,0.5540540208279473,0.3754140852573874,0.07053189391466523
"Terrace Population Center, BC, Canada",0.02600412218895973,0.21915551563498922,0.32297184367358794,0.45787264069142286,0.555137199198586,0.3222055072137003,0.12265729358771381
"Angus - Borden CFB-BFC Population Center, ON, Canada",0.014348256150943173,0.10886773533535751,0.34745562949901587,0.5436766351656266,0.5257690482339042,0.39533856379694776,0.07889238796914792
"Petawawa Population Center, ON, Canada",0.010271118299700592,0.08369401481271198,0.39340754492830754,0.5228984402589805,0.42324647474279203,0.4796677353857391,0.09708578987146893
"New Hamburg Population Center, ON, Canada",0.009003205969809022,0.13302550568173382,0.28988729709303995,0.5770871972252264,0.49474808131469183,0.3594380183458001,0.14581390033950803
"High River Population Center, AB, Canada",0.022257749229439194,0.23019772983764775,0.3810834324771503,0.388718837685202,0.597243611163612,0.319361553750851,0.08339483508553704
"Carleton Place Population Center, ON, Canada",0.020359019766909986,0.18844391043785821,0.35354425175354254,0.4580118378085993,0.5241312906174849,0.3597278648782546,0.1161408445042604
"Strathmore Population Center, AB, Canada",0.030291266846017004,0.21254021000203357,0.33750894672138976,0.44995084327657664,0.5784026093951674,0.3023579540736023,0.1192394365312302
"North Battleford Population Center, SK, Canada",0.04133625270526542,0.30313351947217504,0.3621058512258912,0.3347606293019338,0.617514135420301,0.3126053933364978,0.06988047124320115
"Rockland Population Center, ON, Canada",0.014782240254178102,0.17202790341408639,0.3237404220753236,0.5042316745105899,0.5009765924799011,0.3834487367295796,0.11557467079051931
"Ingersoll Population Center, ON, Canada",0.022865644655941455,0.20440901489916152,0.3641156512827399,0.4314753338180986,0.5733418526000246,0.34604766745172205,0.08061047994825346
"Port-Alfred-Bagotville Population Center, QC, Canada",0.031421519386028905,0.32935141305018817,0.38337145913734316,0.28727712781246856,0.639395464431039,0.29848186720813163,0.062122668360829414
