longname,Population (2000),Population Change (2000-2020),PW Density (r=1km) (2000),PW Density (r=1km) Change (2000-2020),AW Density (2000),White % (2000),Hispanic % (2000),Black % (2000),Asian % (2000),Native % (2000),Hawaiian / PI % (2000),Other / Mixed % (2000),Racial Homogeneity (2000) %,Racial Homogeneity Change (2000-2020) %,Segregation (2000) %,Segregation Change (2000-2020) %,Mean Local Segregation (2000) %,Mean Local Segregation Change (2000-2020) %,Housing Units per Adult (2000),Vacancy % (2000),PW Density (r=250m) (2000),PW Density (r=250m) Change (2000-2020),PW Density (r=500m) (2000),PW Density (r=500m) Change (2000-2020),PW Density (r=2km) (2000),PW Density (r=2km) Change (2000-2020),PW Density (r=4km) (2000),PW Density (r=4km) Change (2000-2020)
"New Taipei [Taipei] 50MPC, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Riyadh 50MPC, Iran-Saudi Arabia-United Arab Emirates",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kaohsiung 50MPC, China-Russia-India",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Davao City 50MPC, Indonesia-Philippines-Malaysia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Baghdad 50MPC, Iran-Iraq",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khartoum 50MPC, Sudan-Ethiopia-Yemen",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Abidjan 50MPC, Ivory Coast-Burkina Faso-Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dalian 50MPC, China-North Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chennai 50MPC, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pune 50MPC, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Antananarivo 50MPC, Madagascar-Mozambique-Tanzania",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sapporo 50MPC, Japan-China-Russia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Naples 50MPC, Italy-Serbia-Croatia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lima 50MPC, Brazil-Peru-Chile",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Petersburg 50MPC, Ukraine-Russia-Bulgaria",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kolkata 50MPC, India-Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wenzhou 50MPC, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chattogram 50MPC, India-Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dublin 50MPC, United Kingdom-Algeria-Ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,
