longname,Population [StatCan],PW Density (1km) [StatCan],Area-weighted Density [StatCan],Area,Compactness
"Edmonton--Wetaskiwin (Riding), Alberta, Canada",209431.0,2117.119594274508,41.1933017781727,5084.1032633847335,0.18434928973612202
"Calgary Shepard (Riding), Alberta, Canada",163447.0,2762.6374991096545,863.2854222998167,189.33135644127128,0.32990580512346274
"Brampton West (Riding), Ontario, Canada",162353.0,4492.050855195544,2793.169172140117,58.125014989910426,0.6313385301156685
"Calgary Skyview (Riding), Alberta, Canada",159642.0,3997.3486984603483,1278.2622439176444,124.88986572170506,0.5416145611653611
"Banff--Airdrie (Riding), Alberta, Canada",155580.0,1578.561685799633,12.444049883637858,12502.360682800332,0.10990535496688356
"Simcoe--Grey (Riding), Ontario, Canada",151784.0,810.69563817303,79.3073229141268,1913.871183930269,0.3047398773461182
"Durham (Riding), Ontario, Canada",150235.0,1907.7921556864005,164.6559534446457,912.4176615363394,0.45641492471245565
"Oakville North--Burlington (Riding), Ontario, Canada",148936.0,3206.2726127531378,1701.3301905323833,87.54091406171702,0.39437433193846266
"King--Vaughan (Riding), Ontario, Canada",147695.0,2351.6920620699293,343.80426573642967,429.5903649817634,0.6472489998785211
"Niagara Falls (Riding), Ontario, Canada",146404.0,1288.885424456938,259.07258397453364,565.1080394303368,0.38988265400988126
"Calgary Rocky Ridge (Riding), Alberta, Canada",145326.0,2701.5250651566357,1585.4096923097798,91.66463451366623,0.23423400784939585
"Guelph (Riding), Ontario, Canada",143740.0,2298.351050128436,1628.167430659694,88.28330385024348,0.3562491719793418
"Dufferin--Caledon (Riding), Ontario, Canada",142838.0,1115.83397562199,65.13197787095733,2193.0548506142045,0.4690937396803671
"Etobicoke--Lakeshore (Riding), Ontario, Canada",141751.0,4559.100993479903,2981.0816332274353,47.55019064893397,0.4773392672579502
"Brantford--Brant (Riding), Ontario, Canada",140139.0,1676.3064504545384,166.90319123639358,839.6424236221699,0.481840857011043
"Orléans (Riding), Ontario, Canada",139309.0,2428.763786942805,658.5856452903306,211.52753783236057,0.4997184638747598
"London West (Riding), Ontario, Canada",139305.0,2610.254852123272,1783.9005653498093,78.09011483366135,0.3061067677620852
"Whitby (Riding), Ontario, Canada",138501.0,2432.211211339969,935.7092191255107,148.0171373425597,0.6425678801600229
"London North Centre (Riding), Ontario, Canada",138255.0,2711.9397800716406,2320.2702878982996,59.585730473336945,0.5790681617358394
"Milton (Riding), Ontario, Canada",136993.0,3578.4089999308894,305.14007087116534,448.9511967696975,0.3947801022057165
"North Okanagan--Shuswap (Riding), British Columbia, Canada",136520.0,703.2766371371976,8.063387783615386,16930.848876871012,0.29522443524470754
"Kelowna--Lake Country (Riding), British Columbia, Canada",136290.0,1361.5493922291607,81.02739071839633,1682.0238044399587,0.26104366584094485
"Markham--Stouffville (Riding), Ontario, Canada",135944.0,2682.305048929337,475.3664970090897,285.97724251778845,0.4481969745712712
"Spadina--Fort York (Riding), Ontario, Canada",135815.0,15042.6803959729,9251.40061720457,14.680479812692216,0.2889093619764258
"Kamloops--Thompson--Cariboo (Riding), British Columbia, Canada",135492.0,1006.1851971631637,3.471957452343936,39024.67177658778,0.2189016004388915
"Essex (Riding), Ontario, Canada",134598.0,773.6560426050866,96.34425832915083,1397.0526353543453,0.47478890596123396
"Edmonton West (Riding), Alberta, Canada",134194.0,2525.436119451873,1235.3378414026495,108.62939311211501,0.34473436591673484
"Nanaimo--Ladysmith (Riding), British Columbia, Canada",134064.0,1172.6524857795132,72.2358195938479,1855.9213525060882,0.11535396432602749
"Langley--Aldergrove (Riding), British Columbia, Canada",133168.0,1868.2705844344864,348.66596277663234,381.9357614936222,0.4369399060683207
"Mirabel (Riding), Quebec, Canada",132930.0,1093.299744309972,151.72181766943748,876.1429439872651,0.18299075810004983
"Nepean (Riding), Ontario, Canada",132769.0,2948.87468127352,764.0358984427878,173.77324844369463,0.4509436456319083
"Brampton South (Riding), Ontario, Canada",132752.0,3930.288723120006,2824.540514786745,46.99950285897134,0.4521916312468825
"Edmonton Manning (Riding), Alberta, Canada",132224.0,3098.7557069829895,811.9848316923916,162.84048031341933,0.33719756506309095
"Coquitlam--Port Coquitlam (Riding), British Columbia, Canada",132004.0,3394.619330736992,200.694422982339,657.7362641094231,0.39985291181117794
"Brampton East (Riding), Ontario, Canada",131677.0,3716.6178935810062,1542.0691567353124,85.38981499297417,0.5913420027379231
"Surrey Centre (Riding), British Columbia, Canada",131670.0,4299.423231764236,3001.0037473124403,43.87532008845958,0.5022290194861015
"Red Deer--Lacombe (Riding), Alberta, Canada",131575.0,1075.904112810883,20.30422295472045,6480.17903927767,0.254463330228036
"Carleton (Riding), Ontario, Canada",131375.0,1280.7179456703657,110.47323931569538,1189.2020258822538,0.3312354314624502
"Oshawa (Riding), Ontario, Canada",131067.0,2698.9074566678337,1937.497459851488,67.64757255993847,0.7209333941013054
"West Vancouver--Sunshine Coast--Sea to Sky Country (Riding), British Columbia, Canada",130977.0,909.695708657936,9.566824841245632,13690.749247892196,0.09820874497572386
"St. Albert--Edmonton (Riding), Alberta, Canada",130822.0,2310.8966390225537,1225.1104369619216,106.78384254436497,0.21905629419497497
"Cloverdale--Langley City (Riding), British Columbia, Canada",130665.0,3705.73112461397,2191.8435033794676,59.61420137821689,0.25779688648362525
"Windsor West (Riding), Ontario, Canada",130162.0,2384.160454926256,1587.9788428268303,81.96708702257831,0.478347346620478
"Calgary Centre (Riding), Alberta, Canada",130010.0,4973.43711597993,2600.785026874272,49.98875287906869,0.40023875385903107
"Pontiac (Riding), Quebec, Canada",129781.0,908.011733944676,4.292894825805837,30231.581547222806,0.18664067320257305
"Vaudreuil--Soulanges (Riding), Quebec, Canada",129315.0,1400.36055281038,273.76421106466177,472.35904027446605,0.20432303754870226
"Calgary Midnapore (Riding), Alberta, Canada",129110.0,2260.028657600413,1476.5076771186384,87.44282336002098,0.37577470498379634
"Esquimalt--Saanich--Sooke (Riding), British Columbia, Canada",128644.0,1699.1490496781714,306.05722012785515,420.3266302499222,0.08705080647881124
"Markham--Unionville (Riding), Ontario, Canada",128308.0,3165.7808595577035,1515.152875290393,84.6832039805941,0.665064075814064
"Wellington--Halton Hills (Riding), Ontario, Canada",127873.0,1039.577978617388,84.70409739425234,1509.6436174134465,0.2117887676072766
"Mississauga Centre (Riding), Ontario, Canada",127377.0,7115.7218304986845,5497.892704970732,23.16833136536776,0.403099744000788
"Waterloo (Riding), Ontario, Canada",127235.0,2326.5180418880327,1713.576380502136,74.25114015794021,0.2463059243713673
"Newmarket--Aurora (Riding), Ontario, Canada",127134.0,2428.4196867718383,2130.9740276187754,59.660042005328414,0.7226142628124839
"London--Fanshawe (Riding), Ontario, Canada",127068.0,2257.909626821921,1080.1526386931423,117.63892939588365,0.34181258890450555
"Vancouver Centre (Riding), British Columbia, Canada",126995.0,15290.472844738042,6787.559171313626,18.709965805782005,0.4746751024161917
"Ajax (Riding), Ontario, Canada",126666.0,3164.534011817894,1871.8417087900705,67.66918345989573,0.6108895804998737
"Elgin--Middlesex--London (Riding), Ontario, Canada",126428.0,945.4221157795112,48.97899481575773,2581.2697968910757,0.18425772615622968
