longname,Poverty %,Household Income < $50k %,Household Income $50k - $100k %,Household Income > $100k %,Individual Income < $50k %,Individual Income $50k - $100k %,Individual Income > $100k %
"Navajo Nation Reservation and Off-Reservation Trust Land, USA",0.3752194636728605,0.6685481848868994,0.2166308543469476,0.11482096076615304,0.8494150280859718,0.12568397951052687,0.02490099240350129
"Oneida Indian Nation Reservation, USA",0.08205088122525826,0.37503445842522404,0.3405568764651846,0.28440866510959134,0.6827851805151607,0.2453930360690244,0.07182178341581488
"Puyallup Reservation and Off-Reservation Trust Land, USA",0.10758035392183792,0.26007701339785233,0.31277666224080747,0.42714632436134015,0.5665388162815873,0.2951016703831685,0.13835951333524424
"Osage Reservation, USA",0.1347590942752631,0.4526866381359962,0.3166904422253923,0.2306229196386115,0.7181046852579699,0.21851020026202508,0.06338511448000499
"Yakama Nation Reservation and Off-Reservation Trust Land, USA",0.19179414255023639,0.4413119944663514,0.3451013074593152,0.21358669807433345,0.8257882224642359,0.1443109802082401,0.029900797327524056
"Flathead Reservation, USA",0.20185390246808285,0.49440092165130317,0.3074967050242598,0.19810237332443706,0.7663866339978247,0.1780202005662413,0.055593165435934
"Oneida (WI) Reservation and Off-Reservation Trust Land, USA",0.0811618267855766,0.2709761573252162,0.3002107734936931,0.42881306918109063,0.5998971041240565,0.25645055434554365,0.1436523415303998
"Agua Caliente Indian Reservation and Off-Reservation Trust Land, USA",0.12067988784180045,0.40302166417855567,0.2597926323060179,0.33718570351542637,0.5849782907474295,0.2271817588934427,0.1878399503591279
"Wind River Reservation and Off-Reservation Trust Land, USA",0.16222518275259898,0.4527397551688854,0.3441547635073162,0.20310548132379824,0.778948214740359,0.1694590893818455,0.05159269587779546
"Isabella Reservation and Off-Reservation Trust Land, USA",0.15885509502301887,0.45941108094499483,0.3130498273545525,0.22753909170045267,0.7305979211560182,0.20326477141101013,0.06613730743297182
"Uintah and Ouray Reservation and Off-Reservation Trust Land, USA",0.15599903494608394,0.392728436016744,0.3527512574352524,0.25452030654800356,0.7027162720155292,0.21789830207260427,0.07938542591186654
"Pine Ridge Reservation, USA",0.48185585298134176,0.6433619384149419,0.2359919232710752,0.12064613831398284,0.8599293620800981,0.1125035080565115,0.02756712986339038
"Nez Perce Reservation, USA",0.1321798171165745,0.500201640005377,0.34009947573598603,0.1596988842586369,0.7808336302101888,0.18225863911649448,0.03690773067331671
"Fort Apache Reservation, USA",0.38818153548953305,0.5931247023043743,0.26434297701136267,0.14253232068426297,0.852278486821723,0.13033891709015086,0.017382596088126118
"Gila River Indian Reservation, USA",0.4066356774156278,0.6778253762855002,0.16081625008513248,0.1613583736293673,0.8961550675795912,0.07143561117301306,0.03240932124739578
"Southern Ute Reservation, USA",0.11427410772447638,0.3871872140888515,0.3001908958099048,0.3126218901012438,0.6634218705047067,0.24137867691556927,0.09519945257972394
"Leech Lake Reservation and Off-Reservation Trust Land, USA",0.18619601668299363,0.4312983062681228,0.3497325735254077,0.2189691202064694,0.7469607888297576,0.20332449314640358,0.04971471802383878
"Santa Clara Pueblo and Off-Reservation Trust Land, USA",0.21700185905019437,0.5341819896275342,0.25624705327675623,0.20957095709570958,0.7375193000514668,0.17807514153371076,0.08440555841482245
