longname,Population (2010),Population Change (2010-2020),PW Density (r=1km) (2010),PW Density (r=1km) Change (2010-2020),AW Density (2010),White % (2010),Hispanic % (2010),Black % (2010),Asian % (2010),Native % (2010),Hawaiian / PI % (2010),Other / Mixed % (2010),Racial Homogeneity (2010) %,Racial Homogeneity Change (2010-2020) %,Segregation (2010) %,Segregation Change (2010-2020) %,Mean Local Segregation (2010) %,Mean Local Segregation Change (2010-2020) %,Housing Units per Adult (2010),Vacancy % (2010),PW Density (r=250m) (2010),PW Density (r=250m) Change (2010-2020),PW Density (r=500m) (2010),PW Density (r=500m) Change (2010-2020),PW Density (r=2km) (2010),PW Density (r=2km) Change (2010-2020),PW Density (r=4km) (2010),PW Density (r=4km) Change (2010-2020),geoid
"Clark County, Nevada, USA",1951269.0,0.1610193161475942,2450.099610870406,0.07068903845603106,93.47433703186674,0.4796647720022201,0.29142265879281637,0.09984323022607339,0.0846223662652356,0.0044750365018867205,0.006392762863551873,0.03357917334821596,0.43848425905697125,-0.06092636219958708,0.1577356502610937,-0.022270954634669743,0.07424078346101194,-0.009090264633155945,0.57411029698814,0.14809407387912443,3896.418229044738,0.03757992010732746,2888.765111652484,0.06131102379595343,2085.0391602780287,0.07530141390902675,1790.8633500254612,0.07174176444808146,32003
"San Bernardino County, California, USA",2035210.0,0.07195522820740857,1930.736326959432,0.03754147273502469,39.08396054154681,0.3329376329715361,0.4919123825059822,0.08387340864087735,0.06091656389266955,0.004187774234599869,0.0028719395050142245,0.02330029824932071,0.4877425842572267,-0.006533955666380098,0.19431339534372616,-0.01732894151425171,0.07496498469784048,-0.007992166843261012,0.48372508541449455,0.12232928903015648,3078.372568578718,0.01866731830596449,2322.2196631407833,0.03183486443856102,1615.3648441030548,0.04073140046357698,1357.200835058411,0.04379800117167193,06071
"Tarrant County, Texas, USA",1809464.0,0.1664448698620144,1549.5365814619724,0.08183664753087602,773.0575039935612,0.5180600443004116,0.26694866546115315,0.14510871727760266,0.04610149746002131,0.0038889969626364493,0.0016236852460176053,0.018268393292157237,0.5243179577204737,-0.07864355599640444,0.25316518471700816,-0.050179086657763106,0.13130886401445074,-0.014994178594185892,0.5488983408113415,0.08047453169373679,2621.9893723235514,0.08425743518019603,1879.860161538757,0.08733093473174447,1325.971438058536,0.086694486813654,1150.7400513155153,0.10052776340725779,48439
"Bexar County, Texas, USA",1714782.0,0.17177285509178425,1663.257475907682,0.011303036611448602,527.0781890536969,0.30273935695616117,0.5872221658496531,0.06908166752391849,0.02307057106967533,0.002221273607957163,0.0010531951000185447,0.014611769892616089,0.5651763150965723,-0.04508276121413102,0.2205931397001061,-0.0624303808472253,0.07026131825580954,-0.016565984757071515,0.5300942062100388,0.08064630579951053,3369.1022789958006,0.06005767929181092,2060.53229006182,0.007460730373749293,1445.2486633291905,0.014549117596393513,1289.4601298033822,0.022414392368782135,48029
"Broward County, Florida, USA",1748066.0,0.11230067972261917,2170.3778234314923,0.11228503692256349,550.9548204497094,0.43523356669599433,0.2507039207901761,0.2572425755091627,0.03185920897723541,0.0019415742883849923,0.0004359103145991055,0.02258324342444736,0.4849462512190763,-0.054244296772065936,0.2426333317305684,-0.036087589762808125,0.15541091119572442,-0.020632393512152375,0.5962437265840997,0.15191226972781463,3994.5395093255124,0.07836325477429532,2545.402285597536,0.09789611711426814,1940.8059614372676,0.11565939610871782,1756.492526190157,0.11437341742495105,12011
"Santa Clara County, California, USA",1781684.0,0.08684873411895712,3156.5631773272908,0.06247522029245705,529.0386831547456,0.3518777740609446,0.26896464243940005,0.023758983074439688,0.317386248066436,0.002268640230254074,0.003509039762382106,0.03223467236614349,0.44947166438961655,-0.021224929383358127,0.21525835230221796,-0.031557261081438415,0.12327260371366842,-0.01950021502851461,0.4672298763951126,0.04358961371162284,4455.927513182069,0.04650914475099004,3626.537791319284,0.056555718124234475,2790.2456552715253,0.06818401036272355,2439.6566940019316,0.06508861259428679,06085
"Wayne County, Michigan, USA",1820559.0,-0.014829511155639559,1920.6089955890375,-0.002739461501745734,1112.6106281897214,0.4955373596790876,0.05232458821713551,0.40251428270108247,0.02504175915199672,0.0030952031766067457,0.0001669816798027419,0.021319825394288238,0.7449701712944838,-0.07776165749891994,0.5667475950521812,-0.09944320271785673,0.20747375733473547,-0.011076292220759454,0.6043830849835402,0.1442712462114155,2505.723999173561,0.007434008804453423,2168.6885462840664,0.0075763694227744096,1711.3871175315821,-0.022142665424224318,1542.6979778730356,-0.03807899843644585,26163
"New York County, New York, USA",1585871.0,0.06832775175282227,27602.778224586873,0.05457591996514149,19302.32634222383,0.4801733558404183,0.2544822372059266,0.12948026667995063,0.11200406590447773,0.0013519384615772658,0.00033609291045740795,0.02217204299719208,0.5346791191060957,-0.07488358822368119,0.31057140351227497,-0.09192682306371744,0.2181444543544546,-0.04256178845143707,0.626675161328275,0.0980810284893826,41719.37685417149,0.035101916507220984,34988.80462404039,0.0445007974113409,20872.607480051603,0.06454554413477938,16704.45474682421,0.09744311910492995,36061
"Alameda County, California, USA",1510231.0,0.11393488810652146,3581.175559899248,0.08832044392469264,777.1272738068126,0.3406915895647752,0.22505696148470003,0.12191777284402187,0.2585862692528494,0.0027737478571158982,0.007900115942527998,0.043073543054009615,0.3942062460417635,-0.010876245047249156,0.19187826377345765,-0.013395347554604392,0.11174688279683362,-0.01709696304353639,0.4976210120424242,0.06341136549117306,5058.280951337569,0.07890059503095466,4146.645193210889,0.08056526013528979,3056.618214600608,0.09638760668221243,2417.829591331789,0.10168871796791026,06001
"Middlesex County, Massachusetts, USA",1503085.0,0.08576826992485455,2608.6084830186264,0.08155477126775551,685.0713928253936,0.7652601150300882,0.06543209465865205,0.043732057734592523,0.09269269535655003,0.0010498408273650526,0.00022021376036618023,0.03161298263238606,0.6559151563259548,-0.11409247102449094,0.13699335187438197,-0.007725315098950969,0.06788938819457566,0.006934770604063431,0.5173872824158708,0.05098662169096858,3637.6258413114497,0.06890029584970205,2969.515590382427,0.07253252806743869,2299.494434516779,0.0925059167482382,1989.9888845469616,0.1009409255789995,25017
"Philadelphia County, Pennsylvania, USA",1526018.0,0.05126676094253148,6701.742016680211,0.07391713480699598,4127.826659050454,0.36866537616201117,0.12294153804214629,0.42220602902455934,0.06259493662591135,0.0022922403274404364,0.0002994722211664607,0.021000407596764914,0.6171750977172817,-0.08475717557144202,0.4255341414257187,-0.08873727564724926,0.2677113089192425,-0.037601038619060084,0.5666035911590527,0.10464178863827729,8944.231305122446,0.04873438138335867,7650.580099773216,0.07026966099002578,5765.639808448075,0.07593248983390183,4738.680557472968,0.07248047807776037,42101
"Sacramento County, California, USA",1418788.0,0.11718946029991796,2128.725109188141,0.08732405509994086,550.9045313270727,0.4843331068489443,0.21581518873855712,0.09863982497737506,0.14022109011353354,0.005550512127252274,0.009232528045063816,0.046207749149273884,0.41224109957914434,-0.05233166564198655,0.14482125053534006,-0.019292810830818047,0.06771648819441568,-0.006091379179067755,0.5264720786939905,0.07533082050682331,3211.8731558795316,0.03469976604524553,2494.922028962747,0.07790040426016531,1851.130635334038,0.09549152015713092,1572.2511407044265,0.1033886042387042,06067
"Suffolk County, New York, USA",1493032.0,0.02192451333929882,1401.8607249039867,0.006052778933725887,501.19645499843506,0.7155780987949354,0.16494689999946419,0.06839706047827508,0.03368514539541014,0.0019463748935052965,0.00018418895241361204,0.015262231485996283,0.6687876069742447,-0.0856167329768921,0.27136268986758416,-0.03929180994144568,0.10693473230179962,0.001950632755923845,0.497887523042601,0.11590836723863435,2111.447936236301,0.02698344007293638,1603.0641288940415,0.00951664363036146,1253.6466839361183,0.005124891514365585,1094.4095962414117,0.0015017571151788231,36103
"Palm Beach County, Florida, USA",1320134.0,0.13033298134886306,1463.8060760553205,0.1291221148446508,228.93360558926494,0.6011291278006626,0.18999813655280448,0.16756556531382422,0.023140832673046827,0.0016445300249823124,0.00038708191744171424,0.016134725717237796,0.5959344794608568,-0.07142453363526935,0.2961394891188288,-0.03888921222554331,0.13017717625370076,-0.005231086717121761,0.6319219976218787,0.1807610325331021,2930.9938865610347,0.0921575550372737,1780.928105235447,0.12178177300611343,1265.277850516658,0.1334834611290191,1094.2453889550245,0.1386417543320715,12099
"Bronx County, New York, USA",1385074.0,0.06324283034697063,19506.484510283844,0.06444244955571293,11247.108066775441,0.10916889639109535,0.5352710396700826,0.3008409658978509,0.03417506934647535,0.002498061475415754,0.00028734926798134973,0.01775861795109864,0.5080460104605955,-0.021684973111281702,0.19263058318776813,-0.03761167910542476,0.18791086569366874,-0.027693303379237172,0.5033622320736681,0.055540468994512183,26190.070753951994,0.03211603730335163,22741.76266414304,0.05326258398984663,17237.64801611466,0.06439329310039299,14391.315436307905,0.05690653184740426,36005
"Hillsborough County, Florida, USA",1228728.0,0.1876428306346075,1293.9371455716598,0.11914868705216829,438.4573443249038,0.5372466485666478,0.24952959483303058,0.155655279280687,0.033624203241075325,0.0023992291214980045,0.0005713225384299861,0.0209737224186313,0.5141761607364083,-0.07190934869467558,0.2207290111595479,-0.04437039518136149,0.12099353443391184,-0.01660085066958214,0.5730200866895856,0.11531638856937992,2826.668374681857,0.12205745183789472,1644.7681565411294,0.10571871919901912,1108.51867287549,0.12434097929487872,955.0374468307281,0.12741915127439404,12057
"Orange County, Florida, USA",1145956.0,0.24778612791416074,1403.9492920337925,0.13848698406161017,440.86217322206085,0.4596633727647484,0.26898414947868854,0.19477187605806856,0.048466956846510686,0.002137080306748252,0.0009057939397324156,0.025070770605503175,0.4863257141034482,-0.05623750579105208,0.2396181738406238,-0.03964816541574076,0.13460417746534623,-0.020950345638138662,0.5539118689120573,0.13042931557281584,3712.1653825349467,-0.012580511394011928,1955.74677780937,0.04208943140776377,1187.59936559655,0.14002721482181726,1052.110344109261,0.11821935679839517,12095
"Nassau County, New York, USA",1339240.0,0.04214629192676443,2838.286895115482,0.051917432221119296,1643.7379365943189,0.6548131776231295,0.14583271108987186,0.10558376392580866,0.07584450882590126,0.001028941787879693,0.00014709835429049312,0.016749798393118485,0.6161208465625249,-0.09131582643447145,0.2796659561880452,-0.03559157312870917,0.18182217946232637,-0.01204097363987816,0.45549883918476325,0.04215727322441725,3584.523323972885,0.05372547735877751,3138.6440174408426,0.04795693929908887,2571.803172559381,0.04944606574784138,2320.8953656767167,0.04717781007414665,36059
"Franklin County, Ohio, USA",1163408.0,0.13786994760221694,1730.8938750315672,0.11007267373495791,826.289823378913,0.6730588065407836,0.04789205506580666,0.20990056798646733,0.03844137224430295,0.0019597596028220537,0.00058105153136303,0.028166387028454334,0.6427665969834607,-0.0928287774861245,0.28341343350301973,-0.05213934733532116,0.12343819003310008,-0.007008122864710031,0.5954264468226971,0.09421779359430604,2769.04026923607,0.14462395426965405,2091.4441313827333,0.10684784170969833,1442.0027937047407,0.1192636150566055,1232.2775490779115,0.12610224421293245,39049
"Travis County, Texas, USA",1023973.0,0.25998244094326706,1611.6955206419993,0.07938774050939575,385.70380399752645,0.5054439911989866,0.3346494487647623,0.08079802885427644,0.0570132220283152,0.0025479187439512566,0.0005214981254388543,0.01902589228426921,0.5345286671249003,-0.06520753266666374,0.2521570813799988,-0.06307641859780788,0.12108366973948653,-0.02921403417693358,0.5660363311494937,0.08295273644251135,3232.5521431324128,0.07110017782011929,2025.866224890486,0.08915250116325518,1350.55523014958,0.08972409276419324,1156.242243613346,0.1128706365574745,48453
"Hennepin County, Minnesota, USA",1152428.0,0.11205645819088048,1861.198699340198,0.12202890967910762,733.3195283055422,0.7173315816693103,0.06740204160259904,0.11648450055014282,0.06207329221435092,0.007677703075593443,0.00037399299565786325,0.028656887892345554,0.6326464727110332,-0.07200652160703158,0.20560742875727075,-0.022863961606040956,0.08022965380715245,0.0021157983194788066,0.5716712939998788,0.06574716434435401,2910.455724687226,0.11485024810117145,2158.258745985697,0.12806185951309468,1676.4967379420636,0.12326842244442109,1499.6160719692525,0.12074699703282601,27053
"Oakland County, Michigan, USA",1202355.0,0.059915748676555594,1082.294322157806,0.04164548302050596,511.7375810199658,0.7513513063945341,0.03486491094560259,0.1349875868607857,0.056203866578506345,0.0023886456163113223,0.0001763206374157383,0.020027362966844233,0.7122547373074762,-0.07734675615095166,0.30220828259527716,-0.039094951353983554,0.12631202026456728,-0.0021268357172318647,0.5728323825047541,0.08243020474287156,1923.3248586957898,0.06750007889606854,1271.6238593427242,0.04580749475542195,976.8050361307462,0.028385617886954425,914.8040520958406,0.02433123131814664,26125
"Cuyahoga County, Ohio, USA",1279732.0,-0.011973600722651304,1851.444220171006,-0.032567549108825825,1076.9263687409953,0.6138988475712103,0.04787252330956794,0.29299103249742914,0.025477990704303715,0.0015768926619010855,0.00016956675303891753,0.018013146502548972,0.7152120268263455,-0.07492887864246633,0.4667084794471313,-0.0799552206443846,0.15519374310952438,-0.014505353617677408,0.6280075187969925,0.12322786623025107,2966.3207964071803,-0.057394021261708464,2165.588057713545,-0.027700334031459013,1606.9152866744137,-0.03847235489999922,1398.2951547405987,-0.03428582895392917,39035
"Allegheny County, Pennsylvania, USA",1223361.0,0.02226243929633199,1560.0067852463126,-0.010866545478574538,634.61731662967,0.8061569724717398,0.01558820331856255,0.13078886771770556,0.02774651145491805,0.0011656412130188881,0.0002051724715762559,0.01834863135247895,0.775739897497105,-0.09308685201111111,0.32431670145797403,-0.08757858017880413,0.10085705112719026,-0.010495845632795861,0.5998060495429329,0.09316844025229865,2688.688011359286,-0.0021626002793706596,1922.451999353037,-0.01798323131832683,1342.0775811550977,-0.006980167682556981,1200.1428624335363,-0.006655303071574047,42003
"Salt Lake County, Utah, USA",1029629.0,0.15113113558378793,1961.3898631493662,0.06567177352260872,493.43721218285896,0.7399364237021296,0.1709499246816086,0.014201231705789172,0.032491314832818426,0.00637608303573423,0.014998606294111762,0.021046415747808193,0.6402975607619679,-0.07864362084407683,0.14624291923814683,-0.021205153853742803,0.04734233287420464,0.00042798558028586675,0.4981496324612423,0.05766041306243244,2761.92810893733,0.09099068235052259,2232.820958549238,0.06670790130721976,1735.6240607728882,0.07813750669296404,1499.3484610553928,0.08980609755827848,49035
"Contra Costa County, California, USA",1049063.0,0.11142991412336532,1966.742966201249,0.09470011409359118,532.735704889713,0.4775280416905372,0.24360882044262355,0.0892281969719645,0.1419171203254714,0.0028444430887372826,0.004177060862884307,0.04069631661778177,0.45328786234299423,-0.05228704392511191,0.19939315540797806,-0.020502848697020654,0.0914452929793021,-0.00622416378114872,0.5073000800199859,0.06162241615066757,3158.8972089280437,0.1131805680080425,2325.4397232689066,0.09013028714971838,1639.455704840167,0.10007391869863824,1246.7223186944618,0.10344350257083336,06013
"Fairfax County, Virginia, USA",1081664.0,0.0634217280042601,1932.6668885765089,0.059591148754042755,1038.8446167144182,0.5460022705757056,0.15575631619430802,0.08881408644458907,0.17447469824270753,0.0017038562806934502,0.0007201866753446542,0.03252858558665168,0.45499829458482066,-0.05675281443544916,0.14646763929982806,-0.012653307173912332,0.09148188134603046,-0.00045322347071413693,0.49805807106202327,0.040009805724091435,3977.6173540819905,0.04535471541243193,2400.381496508528,0.0738795881705037,1690.2124118902354,0.0665557165163292,1497.970191818782,0.06963268956841533,51059
"Wake County, North Carolina, USA",900988.0,0.25352390930844804,975.4498627451271,0.10772497893979455,405.88785029806223,0.6221337021136797,0.0975839855802741,0.20287062646783308,0.05359893805466887,0.002815797768671725,0.00035183598449701884,0.02064511403037554,0.5866163801512092,-0.07379827453965959,0.26048405654794027,-0.04774923667479128,0.12178845229539188,-0.018133477373523027,0.5574272105454294,0.06948082540280788,2264.0875402943893,0.0598548643649825,1255.014118653618,0.09241110850660296,809.5444624615666,0.13330228972912123,697.7841828939412,0.15531159518169388,37183
"Mecklenburg County, North Carolina, USA",919619.0,0.2129827678636479,1073.0020812937541,0.1825057134694348,650.0064908697665,0.5060476131963346,0.12172867241759902,0.3023404257632781,0.04565695141139972,0.0030914976745804513,0.0005632767483055483,0.02057156278850263,0.5578323399915156,-0.07208352540899343,0.30394968168182956,-0.05326051322894648,0.15465305312008842,-0.01488116593255534,0.5805003431498975,0.09081279446573844,2596.2767630918756,0.0778552881868418,1363.845143951414,0.1523164133226648,939.9764947295923,0.1795188606600081,852.6151471135246,0.1731118733025418,37119
"Fulton County, Georgia, USA",920675.0,0.15865424824177912,1334.8400566700593,0.23022334093203348,665.2392047406397,0.4085089743937872,0.07882151682189698,0.43496021940424145,0.05572541885030005,0.0017226491432916068,0.0003117278084014446,0.0199494935780813,0.6637483180170253,-0.06932963858868069,0.4698537969373326,-0.07965712576074124,0.15488957883802945,-0.02717029231550175,0.6231330773960594,0.1382435832568277,3391.0013610833703,0.03256602359153759,1738.2008747212178,0.16153648921095992,1170.8170401626319,0.21248621641055296,1061.088166590812,0.19509637838802651,13121
"Collin County, Texas, USA",782232.0,0.3607932173575103,1438.4181278077788,0.09464831474172417,340.91566169865774,0.6307872856134753,0.14746136696018572,0.08270947749516767,0.11155641804477444,0.004190572617842277,0.0004947381339551437,0.022800141134599456,0.5209397953748445,-0.09418535092835667,0.1454782941902356,0.0006297144277100652,0.07956882971015636,0.011968267130195692,0.5394580149933642,0.0567536927634138,2572.9568635954233,0.0838100741034411,1793.7283601749036,0.08688180154536707,1214.298618660279,0.11436910184226513,1062.1990735690824,0.15682784265158756,48085
"Montgomery County, Maryland, USA",971782.0,0.09296529468543356,2136.5468659549183,0.11876198798763299,740.1434628047882,0.4926670796536672,0.17020072403069825,0.16638916958741776,0.13858766678123283,0.0016258790551790423,0.0004393989598490196,0.03009008193195593,0.44128627947179266,-0.05303653588588192,0.17938210278987607,-0.012253360212192338,0.12092739560024558,-0.008299922362118295,0.509009167650979,0.04973188743263921,3776.503040695005,0.11116248599206859,2605.4781564908467,0.11174735738381315,1840.8893162702734,0.10363579556922176,1620.415212217567,0.10247017540929705,24031
"Pima County, Arizona, USA",980263.0,0.06444188957453255,1307.1106562400298,0.002345108197981676,41.18301540043521,0.5526068004198873,0.3456235724494345,0.03170067624708879,0.025087144980479727,0.024032326018629695,0.0013628995483865045,0.019586580336093475,0.5785755915296442,-0.050997536085170325,0.2639708905868407,-0.04664193296512756,0.07939743497480717,-0.009846701090706428,0.5835297047342396,0.11775254577399247,2501.3811051549687,-0.01028943605628836,1614.63723038384,0.00659866332586027,1087.674882268614,-0.005215358575983644,919.1118569592178,-0.012004543897897658,04019
"Honolulu County, Hawaii, USA",952427.0,0.06609640423885506,3357.763615699205,0.03687443767170822,595.9658416664629,0.1904376923375755,0.08124717169924835,0.01881929008732428,0.43038049110325516,0.0017796639532478605,0.09042057816504571,0.18691511265430316,0.36942757245427116,-0.009780044029355006,0.13431628882158067,-0.00625471258404936,0.07474485535809781,-0.002190187740059246,0.45303947066988287,0.07564242519788095,6339.88952773714,0.003914188558505235,4416.965095201841,0.019997203767692522,2475.5277150925863,0.05247543541486662,1587.9150104099836,0.05287330272308489,15003
"Fresno County, California, USA",930450.0,0.08404965339351926,1827.7498938780602,0.04185656724118082,59.764983424449156,0.3272846472137138,0.5030576602719115,0.04836906873018432,0.09334837981621796,0.006425922940512655,0.0011456821967865012,0.02036863883067333,0.5148784834679292,-0.021420691387661617,0.22779579137979084,-0.038430601835102884,0.0868964587282115,-0.017455379461475684,0.4815673037309535,0.07965054891933494,2956.3587873000993,0.010834035921738792,2202.8050454576883,0.03531463722762936,1519.908257343603,0.04629038193485128,1240.4670423757939,0.05001046816121699,06019
"Westchester County, New York, USA",949112.0,0.058291329158202614,3253.5480087931705,0.07984319606132488,768.497473647621,0.573759472011733,0.2181323173661275,0.13337203617697385,0.05386403290654844,0.0012021763501040973,0.00022968838240376268,0.01944027680610929,0.5733269503283963,-0.06690250907077033,0.29179238825288506,-0.039485549028549005,0.15475367995702244,-0.014301127311363765,0.5140630026958364,0.06330237363668981,4908.784264995808,0.05707940026861675,3926.0897416190214,0.06692275037223083,2541.270550311251,0.08363849994109802,1975.4649088219292,0.08123164138426962,36119
"St. Louis County, Missouri, USA",999076.0,0.005237839763941882,1371.2269023410238,-0.006737390341022731,737.0123860860226,0.688725382253202,0.025049145410359172,0.23202038683743778,0.03449987788716774,0.0016355112123602209,0.00027325248529641387,0.017796443914176698,0.7338674489850064,-0.07864043542365018,0.43340557963913423,-0.06284808481717807,0.11093777275074093,-0.0206086516254156,0.5723075153063426,0.07519200632330164,2291.861756338504,-0.03475730156602604,1568.8730990617457,-0.011281223859697476,1237.146635137422,-0.005086621318472468,1099.2293532491742,-0.008295740248759698,29189
