longname,White %,White % (2010),White % (2000),Hispanic %,Hispanic % (2010),Hispanic % (2000),Black %,Black % (2010),Black % (2000),Asian %,Asian % (2010),Asian % (2000),Native %,Native % (2010),Native % (2000),Hawaiian / PI %,Hawaiian / PI % (2010),Hawaiian / PI % (2000),Other / Mixed %,Other / Mixed % (2010),Other / Mixed % (2000),Racial Homogeneity (2000) %,Racial Homogeneity Change (2000-2020) %,Racial Homogeneity (2010) %,Racial Homogeneity Change (2010-2020) %,Racial Homogeneity %,Segregation (2000) %,Segregation Change (2000-2020) %,Segregation (2010) %,Segregation Change (2010-2020) %,Segregation %,Mean Local Segregation (2000) %,Mean Local Segregation Change (2000-2020) %,Mean Local Segregation (2010) %,Mean Local Segregation Change (2010-2020) %,Mean Local Segregation %
"9th Circuit, USA",0.4487693969454194,0.502941447804222,0.5621146316034633,0.3109124497736509,0.2957377450022725,0.25041850180247754,0.047356461134092497,0.04810935393274315,0.050626638631624594,0.11993784306743352,0.10283046412579858,0.08796450018713282,0.011536922803986575,0.012304683906508457,0.013385210346474488,0.0063093867257552365,0.005600056587308125,0.004774615715074235,0.05517753954966188,0.032476248641147204,0.030715901713753033,0.5908311188537028,-0.085437434994872,0.5555859360130424,-0.050192252154211636,0.5053936838588308,0.3291990760602203,-0.054231045303274605,0.31154041060974413,-0.03657237985279843,0.2749680307569457,0.0908881624356531,-0.014703845612278249,0.08667728371527637,-0.010492966891901517,0.07618431682337486
"11th Circuit, USA",0.5267354261634475,0.5862193546106462,0.6539148288615122,0.190067652163172,0.15820003099723443,0.11161056506222027,0.20640547330087383,0.21060570736278103,0.20080763216026154,0.03169057861570492,0.024343169444373973,0.016222471541458075,0.002298195693697465,0.0028391086022615955,0.0028534556254203943,0.0005428635496880051,0.0005065607005326884,0.00039226889179774273,0.04225981051341627,0.01728606828217006,0.014198777857329734,0.7166866703455078,-0.14008641740466532,0.647332356294435,-0.07073210335359248,0.5766002529408425,0.4544037522545977,-0.11479608555287218,0.39836671852379757,-0.05875905182207203,0.33960766670172554,0.1318484894382374,-0.027470075197352672,0.12157874870952062,-0.01720033446863589,0.10437841424088473
"5th Circuit, USA",0.43031114526345854,0.4856470546142783,0.5487420985047687,0.3228508263999157,0.29818973893880385,0.24203111522312792,0.16255659334867922,0.16611146986748213,0.1717072839577447,0.045674179805308954,0.031956079520588355,0.022263332922178993,0.0034117651058968336,0.003752896943656094,0.0036999629961093723,0.000832350131074745,0.0006252683971946732,0.0004403399074711004,0.03436313994566603,0.0137174917179966,0.011115866488599201,0.6748747912841648,-0.11909769778516688,0.6233945573577473,-0.06761746385874934,0.555777093498998,0.46724976659390066,-0.11963578419547222,0.41742729894027136,-0.06981331654184292,0.34761398239842844,0.14505057491733356,-0.03745238466374713,0.12776309077678802,-0.020164900523201593,0.10759819025358643
"6th Circuit, USA",0.7453310023450755,0.7934873830154954,0.8206410886269534,0.05324760064011165,0.037811628373843935,0.023363752064772942,0.12787196517442748,0.129432850493293,0.12619231369332914,0.02514186681569805,0.017626415529832674,0.012649434113595072,0.0027016143093915633,0.003130904124685457,0.0031321042051091607,0.00042508306045505934,0.000324288343452224,0.00024390432606197993,0.04528086765484061,0.018186530119397356,0.013777402970178296,0.8333285495067602,-0.1259753452022785,0.7845147585539495,-0.0771615542494678,0.7073532043044817,0.4619425263080142,-0.15423006241085496,0.38710632699979675,-0.07939386310263752,0.3077124638971592,0.08737482476880118,-0.010516387359314497,0.0801491316885028,-0.0032906942790161126,0.07685843740948668
"4th Circuit, USA",0.5926986792518424,0.6464640089530073,0.6958052619589752,0.09778688284491376,0.07253071276496781,0.0397728515486421,0.2118981455021432,0.22022327260199762,0.22099936569573073,0.045801481854444374,0.034583495048079345,0.023866927033974795,0.004720125014249558,0.005486288508685832,0.00546634929352009,0.0005989633847482441,0.0005113548678233944,0.00038345571679011706,0.04649572214765844,0.02020086725543871,0.01370578875236702,0.7255420703233086,-0.14232008744011826,0.6601535017707302,-0.0769315188875398,0.5832219828831904,0.4094666775684727,-0.11573703931243862,0.3549125669957613,-0.061182928739727194,0.2937296382560341,0.12502051870457193,-0.02211355168375098,0.11612142749107138,-0.013214460470250433,0.10290696702082094
"7th Circuit, USA",0.6758234996116231,0.7276641196555746,0.7679216003884326,0.13098428261423162,0.11013066308501648,0.08120201037152833,0.10904250968156706,0.11063478264139127,0.11154524524017355,0.04267527970529887,0.03239501149238989,0.023726621724187484,0.0030553856920305395,0.003260877130428125,0.003179315178067004,0.00029863374278038605,0.00025579977489619807,0.00025291197653245064,0.03812040895246839,0.015658746220303325,0.012172295121078622,0.7948995078870064,-0.1296332933064137,0.7392572870064954,-0.07399107242590275,0.6652662145805927,0.47503437644786606,-0.12999469320425922,0.41400315642531427,-0.06896347318170742,0.34503968324360684,0.10761286660135436,-0.009492125091407053,0.10525467562543356,-0.007133934115486254,0.0981207415099473
"2nd Circuit, USA",0.5501478426966632,0.6124489324843734,0.6517653515277881,0.18759782745491618,0.1656367695783305,0.13890969165486797,0.12796061171002177,0.13254361124903302,0.13533136457193445,0.08581911373566282,0.06566523903698918,0.04883420313448576,0.0025887860906593754,0.0026643035998001707,0.0027004493919453973,0.0002961639346930916,0.0002722243529072738,0.0002743123095669659,0.04558965437738353,0.02076891969856646,0.022184627409411253,0.6946269364369195,-0.12644253762323154,0.6488908834161476,-0.08070648460245966,0.568184398813688,0.42903225609373385,-0.10751258863538005,0.38973193684442003,-0.06821226938606623,0.3215196674583538,0.14363590023442857,-0.016357787899850873,0.14031537743368017,-0.013037265099102469,0.1272781123345777
"3rd Circuit, USA",0.6421206880874053,0.7098996294154154,0.7657501151495566,0.1355786536093285,0.10486006134623835,0.07209733376806084,0.11752132667975831,0.11786689653530812,0.11392941128488468,0.06408482195684913,0.04887562338895563,0.03312219438623273,0.0012350998231687547,0.001427300625730202,0.001329929074949942,0.00023237315400253739,0.00021954348798778703,0.00023744576517572918,0.03922703668948749,0.01685094520036447,0.013533570571139472,0.7719197103726528,-0.14398631353522084,0.708326122330811,-0.08039272549337906,0.627933396837432,0.4215401900653608,-0.09794813235045136,0.37767363549619104,-0.05408157778128159,0.32359205771490945,0.1115231524321344,-0.004637776123179949,0.11163921189800396,-0.004753835589049515,0.10688537630895445
"8th Circuit, USA",0.7628188350851013,0.8225178886364769,0.8626399497464563,0.06585380010652558,0.048779707534315674,0.02832234578964002,0.08311573102090526,0.0772519748301081,0.07011118466486582,0.029256317597657563,0.021624228634216126,0.014978261180568109,0.010934063813834615,0.011089046332388915,0.010674248050139095,0.0015895852956882678,0.000802111023192327,0.00042236906962014615,0.046431667080287405,0.01793504300930197,0.012851641498710497,0.8425178531030754,-0.14347420159616686,0.7860017556614568,-0.0869581041545483,0.6990436515069085,0.3691672743191929,-0.11429692273453701,0.31904893808746415,-0.06417858650280828,0.2548703515846559,0.05202741835773085,0.004367848636013513,0.05435164524427217,0.002043621749472195,0.056395266993744364
"10th Circuit, USA",0.6437966439132939,0.6971720625098595,0.7439980504911841,0.19749461070441593,0.17818135990700545,0.14024619355000578,0.040143974248138536,0.04049933153568183,0.041245964074347975,0.02623895849019024,0.020648511737857405,0.016225443719109785,0.03201490544801766,0.03391721265508269,0.03441954702879736,0.003115263961731065,0.0021818581339813417,0.0015454741815195826,0.05719564323421265,0.027399663520531737,0.022319326955035516,0.7022642261457867,-0.1218352778243208,0.6506959353351793,-0.07026698701371348,0.5804289483214659,0.2963892779005982,-0.07325685920314029,0.2697326720967826,-0.046600253399324665,0.22313241869745792,0.05898748943140042,-0.0033066010982523014,0.06045818922701783,-0.004777300893869713,0.05568088833314812
