longname,Housing Units per Adult,Vacancy %,Renter %,Rent/Income < 20%,Rent/Income 20%-40%,Rent/Income > 40%,1BR Rent < $750 %,1BR Rent $750 - $1500 %,1BR Rent > $1500 %,2BR Rent < $750 %,2BR Rent $750 - $1500 %,2BR Rent > $1500 %,% units built pre-1970,% units built in 1970s,% units built in 1980s,% units built in 1990s,% units built in 2000s,% units built in 2010s+
"Puerto Rico, USA",0.5861669593014356,0.1607048694308163,0.3197181252412844,0.23709892966353466,0.38989320474000827,0.37300786559645704,0.9145284790577991,0.07843805275814147,0.007033468184059441,0.8848048592451245,0.1023335760717294,0.012861564683146098,0.3165986621354621,0.22831389967017363,0.16701348328721208,0.15137980425946826,0.12168981766331553,0.015004332984368549
"Utah, USA",0.49324476958552116,0.07860067729424265,0.2946613508814871,0.28613302956212494,0.42468812513891974,0.2891788452989553,0.2695693762953253,0.6490709085433901,0.08135971516128461,0.13920986023990317,0.6967737793918052,0.1640163603682917,0.23238246300586296,0.15289821958823457,0.1191310898957089,0.16656933302045418,0.19067749510832263,0.13834139938141674
"Iowa, USA",0.5716833129056207,0.08724672177787551,0.28444705002692233,0.3184661547068097,0.38932782083997713,0.2922060244532131,0.6241978685815239,0.33156664956972703,0.04423548184874907,0.3065025777482122,0.6438341925827374,0.04966322966905039,0.49834837609267285,0.14153365077108948,0.07194513538483406,0.10377727240423566,0.10824319522422003,0.07615237012294791
"Nevada, USA",0.5304563080164055,0.08049046840873512,0.4223322098135903,0.2460423337868102,0.4048259022467984,0.34913176396639145,0.20730117340286833,0.7225209305332572,0.07017789606387449,0.08138993860574904,0.7252749123344568,0.19333514905979415,0.10584814755897996,0.1284463057492373,0.14773301791252114,0.2561625971186876,0.2650401074782768,0.09676982418229726
"Arkansas, USA",0.5884886498343394,0.1208793470009267,0.3393848385211732,0.3128701775280413,0.4011287037995836,0.2860011186723751,0.6942538525844256,0.28516222653354156,0.02058392088203284,0.4669088023448552,0.5137931594345093,0.019298038220635538,0.24361647578682732,0.1765297085255829,0.14898556565316787,0.17439426142661457,0.15927163275867848,0.0972023558491288
"Mississippi, USA",0.5781405466356258,0.12198728610813643,0.3107815427281052,0.2625988934691776,0.3935205156892408,0.34388059084158157,0.6153246016661121,0.3654108245898795,0.01926457374400837,0.43933599263738504,0.5410111114111741,0.019652895951441002,0.2600873331166293,0.17682936683949124,0.1420682028937831,0.17049695823355657,0.167549963293177,0.0829681756233629
"Kansas, USA",0.5663723761010103,0.09619894457807279,0.3340206257929454,0.31261459996502056,0.4050308326798197,0.28235456735515974,0.5270429674269764,0.42905527720355513,0.043901755369468484,0.2939983153165801,0.6372946792081988,0.06870700547522111,0.4367518411682871,0.14522553820276823,0.11615119194523262,0.12680127958248513,0.1105133263642723,0.06455682273695462
"New Mexico, USA",0.5717475834188027,0.1170818535719164,0.3181585664923094,0.2789695579391159,0.3893696358821289,0.3316608061787552,0.5160632534335579,0.45270986185801965,0.031226884708422463,0.3305285525865859,0.6071760050803576,0.06229544233305652,0.27380181502607753,0.17430395019399464,0.16881214682786483,0.17281045277507823,0.14866379986281159,0.06160783531417319
"Nebraska, USA",0.5654073125144381,0.08269940679093185,0.3323714308440792,0.3262785028693312,0.40067797470925803,0.2730435224214108,0.4720905584832337,0.48706097094238526,0.04084847057438102,0.2609672346843811,0.6705925141469572,0.06844025116866168,0.44474204390569955,0.15704886525008266,0.09497598721220929,0.11334297492156298,0.11335486832809627,0.07653526038234923
"Idaho, USA",0.54303254867771,0.09761047857324431,0.2831604273924404,0.2929211119721716,0.42137708815252034,0.2857017998753081,0.5505794673686369,0.4028922088133739,0.04652832381798913,0.2949461010779784,0.6510989780204396,0.053954920901581965,0.24638716153851337,0.16715331909532505,0.10181972525584623,0.1760653241617204,0.19345680426331782,0.11511766568527713
"West Virginia, USA",0.5953228560880407,0.1304013467318775,0.26064275057499325,0.29001920453310515,0.37413706309338624,0.3358437323735085,0.7441557900483887,0.24651069386167399,0.009333516089937254,0.4478610594159329,0.5387314745063959,0.013407466077671112,0.422893345845334,0.1609341182590057,0.12148693300946739,0.13457519482281474,0.11141216492756169,0.04869824313581645
"Hawaii, USA",0.4849972330163932,0.12554373058105067,0.39001733842998476,0.21905810131781228,0.39757254778955337,0.3833693508926344,0.16124731319213734,0.45585030554291667,0.3829023812649461,0.06304560784986704,0.2832683931921364,0.6536859989579965,0.2920759182961127,0.2343696055898746,0.15025305098447775,0.13642145315670046,0.12379158634371325,0.0630883856291211
"New Hampshire, USA",0.5685452780078247,0.12754442142274125,0.28374081194225803,0.2657597785031143,0.438784018937338,0.29545620255954774,0.27041663067470456,0.6284380273238631,0.10114534200143233,0.08609384445083713,0.5758294346266669,0.33807672092249597,0.38636695912937574,0.14927937337496155,0.19343203273300327,0.10471716320827378,0.11530924647274154,0.05089522508164389
"Maine, USA",0.6602138292591294,0.2068217329303157,0.26625661643972665,0.25941709097803856,0.4575453759067627,0.28303753311519875,0.5128625445479873,0.4413752154200974,0.04576224003191534,0.23200287076919668,0.6188457646384987,0.14915136459230463,0.42444449991265415,0.13762085535153135,0.14108330467080263,0.11751852384231651,0.12458037332165446,0.05475244290104098
"Rhode Island, USA",0.5439859266672076,0.08640231030418039,0.3770480739440768,0.26847457607724895,0.4249814987849917,0.3065439251377593,0.42493950007695763,0.4830533742670822,0.09200712565596005,0.14491238740041276,0.6197149018641217,0.23537271073546565,0.6087067845130014,0.12101300177590486,0.11255096617204247,0.07486936323708025,0.057998312336013456,0.024861571965957698
"Montana, USA",0.5986369031304882,0.12701531689967874,0.3094292764175302,0.3112948109346865,0.3923964642330987,0.29630872483221476,0.5599424440233032,0.39896118481083737,0.04109637116585948,0.29572656603463165,0.6451898161477398,0.05908361781762843,0.3501081839341493,0.16846843155732188,0.11127824829822477,0.13701412341748073,0.14244770784679828,0.0906833049460251
"Delaware, USA",0.571807305501272,0.13786483620737763,0.2851668925323536,0.26283909815184753,0.40353265962132934,0.3336282422268231,0.2426027857950317,0.6821607431688321,0.07523647103613611,0.11286354287424955,0.7156518664868927,0.17148459063885785,0.32558995033360144,0.11570462439274812,0.12388575464790988,0.1448318070488563,0.18180720732062658,0.10818065625625771
"South Dakota, USA",0.5780711388035951,0.10682206489401024,0.31552523432597124,0.3517756408969546,0.4022644691144882,0.2459598899885572,0.6527977044476327,0.3212577714012434,0.025944524151123863,0.35841435026701357,0.6125564836368615,0.02902916609612488,0.37525168620185423,0.1559089157524301,0.0955374026749554,0.12680391061024812,0.13792786654315223,0.1085702182173599
"North Dakota, USA",0.6064645353070051,0.1269659937707802,0.3703099905554259,0.37153508798920376,0.3640065058765844,0.26445840613421195,0.5486900568298642,0.4214175399529463,0.029892403217189643,0.3366339704392712,0.6187632916698652,0.0446027378908636,0.3323999806383348,0.1720010827780869,0.11036611394401526,0.0994783223601644,0.11304688543358099,0.1727076148458176
"Alaska, USA",0.5819629396302652,0.166187623260357,0.3430208387330589,0.2868526849950777,0.42102273081834823,0.292124584186574,0.27758924372492993,0.6611978949075201,0.06121286136754991,0.08211420682155877,0.6355421559693919,0.28234363720904937,0.15278072171072968,0.2264913511506401,0.2567210826178753,0.14039480539086385,0.16149865002712305,0.062113389102768014
"District of Columbia, USA",0.6091610459930205,0.10822814799591247,0.5849552303746636,0.28171422368096083,0.42283942304122796,0.29544635327781127,0.13254475703324808,0.30751918158567776,0.5599360613810742,0.13021791569565394,0.2988266077926326,0.5709554765117135,0.6696630678869279,0.06787544705525764,0.04677619819316454,0.03145967298025431,0.0794468137464159,0.10477880013797966
"Vermont, USA",0.6347631931693161,0.18512132553934144,0.27944836136948026,0.23994239513910837,0.4323261891226982,0.3277314157381936,0.37239959278409585,0.5335128605600642,0.09408754665583986,0.12122431304722614,0.613751755474198,0.2650239314785758,0.42893450464409594,0.15487391347914056,0.15235596322577458,0.1067505392106817,0.1055239465894496,0.05156113285085764
"Wyoming, USA",0.6096407054019944,0.1326633389950828,0.28308324626170045,0.32408953088270365,0.393247708922427,0.28266276019486936,0.6254658385093168,0.33501552795031053,0.03951863354037267,0.3448548045365793,0.5905030950105936,0.06464210045282705,0.31757646660633215,0.1921653459299973,0.14608671979044802,0.11616596399061137,0.14437233737280092,0.08363316630981024
