longname,Architecture and engineering occupations %,Computer and mathematical occupations %,"Life, physical, and social science occupations %","Arts, design, entertainment, sports, and media occupations %",Community and social service occupations %,"Educational instruction, and library occupations %",Legal occupations %,Health diagnosing and treating practitioners and other technical occupations %,Health technologists and technicians %,Business and financial operations occupations %,Management occupations %,Construction and extraction occupations %,"Farming, fishing, and forestry occupations %","Installation, maintenance, and repair occupations %",Material moving occupations %,Production occupations %,Transportation occupations %,Office and administrative support occupations %,Sales and related occupations %,Building and grounds cleaning and maintenance occupations %,Food preparation and serving related occupations %,Healthcare support occupations %,Personal care and service occupations %,"Firefighting and prevention, and other protective service workers including supervisors %",Law enforcement workers including supervisors %
"Central District of California, CA, USA",0.020101931400456862,0.026720934245474875,0.00868204105424139,0.03557239487490881,0.017387079360353205,0.05411188762315451,0.012547786180283108,0.0348977852682644,0.016993743195399605,0.054917296209608085,0.10419532835414604,0.05031915804073381,0.00696738965516646,0.026756619634038154,0.0421059621118974,0.05215610118930467,0.03793902438587473,0.1141546239496776,0.10153034537827693,0.04047867240724281,0.055609846714654326,0.03683586175739074,0.02851808705948321,0.01302829370369543,0.007471806246272811
"Middle District of Florida, FL, USA",0.016387949187036437,0.029921998980832924,0.005965252675314684,0.019224870133296674,0.01399414111238379,0.050524189814201766,0.01124514450495346,0.04382165240507492,0.022170722278051936,0.054916652593405155,0.10593092264008283,0.053929024592484345,0.004819374522999478,0.032982307684070275,0.03335238955105668,0.03491642908351524,0.04005714130719306,0.12453287241882169,0.11641987432516042,0.042191719206103664,0.06442381475633221,0.028487482586632574,0.027825140217147718,0.013020494085733188,0.008938439338114834
"Southern District of Texas, TX, USA",0.025410318105394573,0.024949390576292273,0.010413245512004581,0.014543857041735674,0.013723700539320224,0.06566718426277278,0.010308776126052879,0.03734010016949006,0.018544610981770966,0.05343905144427147,0.10127066835277354,0.07369651496224185,0.003719795605686559,0.034611428518616774,0.0357250067970599,0.050644095872198064,0.043114215484511734,0.10456470716578314,0.10460409843633225,0.040841591560122216,0.05384177627752376,0.03241914707553354,0.023971653896592195,0.011460891233665144,0.011174174002254136
"Northern District of Illinois, IL, USA",0.018400778967925618,0.03720787252437594,0.009321307317720734,0.02107482005778703,0.016638688094508615,0.06084194560246402,0.015222107590925809,0.043204510977462786,0.016533193728880135,0.06980063981231595,0.11431654310478548,0.03882135103671473,0.001563545660251814,0.025055929043541002,0.04137859775250259,0.057506166787479544,0.04237592051434202,0.1100505960278857,0.10048291064725631,0.031518663500645826,0.04883586911498777,0.030768384638020462,0.027027320361532433,0.012831698901293898,0.0092206382343941
"District of New Jersey, NJ, USA",0.01812387559510717,0.043490646161933204,0.012219818638898592,0.020972553726201246,0.01811887302805004,0.07219147071971442,0.015000179253816899,0.043373217275150096,0.018518800914879053,0.06920585256025619,0.11991169637251894,0.04330850424086144,0.0015082116485409356,0.025318664341600027,0.03587526831119089,0.03818274992208475,0.0406204855778221,0.11292909411673194,0.09864429338629672,0.03169317250838892,0.04090291903537741,0.0282073515849326,0.027474425425627193,0.013124339653955553,0.01108353600006365
"Eastern District of New York, NY, USA",0.013260939101333122,0.03045763704897189,0.008294980655838217,0.03767036803983872,0.01959205616029194,0.07521710187105599,0.018505058466403677,0.04634956479066284,0.018739068685355555,0.05989463940375887,0.1003823336278708,0.04991973599155082,0.0009224847764199872,0.021618878440166706,0.021910524956640344,0.025529053123800934,0.04572798845738032,0.11421806297396325,0.0910211482845494,0.03745013468183826,0.04698469497454417,0.051984866554716,0.032817196164414274,0.017308741167159535,0.014222741601474336
"Northern District of California, CA, USA",0.03777143435258001,0.07772160986778147,0.019316477489559974,0.029383129762273162,0.015470601016270716,0.056423828717875955,0.014847266150744987,0.03732495963163824,0.013213362591592634,0.07046247775378857,0.13677964602484668,0.03967245110254494,0.01063248893052714,0.01949824356435285,0.02438534294150193,0.034557068691657165,0.02706571482826538,0.09178647956921535,0.08732242269134098,0.0336251898737676,0.048173055129706155,0.03230123191670419,0.025808784633677185,0.010846485932371898,0.005610246835414767
"Eastern District of California, CA, USA",0.01619058558330609,0.024708301824111923,0.01062464553096718,0.015423040265112119,0.018597806760859002,0.05833859054192325,0.008604069436744641,0.03540375215852718,0.019111751822597268,0.04469100915481415,0.09249954797709427,0.05448117210145355,0.04157918412383724,0.03317889402025225,0.046203205158173555,0.047024393915427176,0.041220947135048126,0.11174068780470225,0.09340362317566785,0.03803270266767021,0.05498858600035815,0.04114901667890689,0.026634328265650452,0.013667995271314154,0.012502162625481051
"Western District of Texas, TX, USA",0.02072517756073553,0.03898925442876498,0.00803244885317403,0.01993771585190968,0.01536851454286773,0.06535309907478906,0.010197968552445119,0.0371091330284182,0.018454153832228794,0.0559841715670884,0.10913104844982618,0.06221173781824456,0.003263270738047355,0.03302106403500584,0.03192331299622957,0.041325051408464646,0.040250777137588005,0.1157413143030087,0.1036224935721741,0.03482198670026956,0.05808039237316181,0.029411864536220692,0.024147694326824894,0.010589436585855672,0.01230691772665688
"Northern District of Texas, TX, USA",0.01710320411584119,0.030220304966895463,0.005984779119961465,0.015519699435042044,0.014778467636160367,0.05872302143668262,0.010168143420324871,0.03387198027128996,0.0177141466918652,0.05610778740221452,0.10391635709714307,0.0705654160825477,0.004640578833850779,0.03475981602863134,0.04855603722417097,0.053931755961378954,0.043445580232948165,0.1174861843824454,0.09991230969668637,0.036812569364055164,0.05292667675927514,0.02753151832357135,0.024965486573707903,0.011184225729822708,0.009173953213487384
