longname,Poverty %,Household Income < $50k %,Household Income $50k - $100k %,Household Income > $100k %,Individual Income < $50k %,Individual Income $50k - $100k %,Individual Income > $100k %
"New York NY Media Market, USA",0.12081420937954772,0.30983125183775756,0.24667433962691596,0.44349440853532646,0.5689769128445913,0.24616820830085043,0.1848548788545583
"Los Angeles CA Media Market, USA",0.1269054571343285,0.31528254562488794,0.2802550642018693,0.4044623901732427,0.639776263733192,0.21945170124928856,0.14077203501751948
"Chicago IL Media Market, USA",0.11216954279693445,0.32564393456724927,0.28401859803408386,0.3903374673986668,0.5977447494439353,0.2530954763133449,0.1491597742427198
"Philadelphia PA Media Market, USA",0.11816315058626647,0.33393781878568957,0.28224857456889385,0.38381360664541647,0.6066326090818639,0.25375241676695315,0.13961497415118293
"Dallas-Ft.Worth TX Media Market, USA",0.11150663706467248,0.32695950090398623,0.30536100737341265,0.36767949172260106,0.6154787675433079,0.24959779963294002,0.13492343282375216
"San Francisco-Oakland-San Jose CA Media Market, USA",0.0818340685910327,0.21970975511721783,0.21251176928235516,0.5677784756004269,0.49746866817743324,0.23473836417728464,0.26779296764528215
"Houston TX Media Market, USA",0.13446160658001527,0.35426018406866794,0.2892579160779311,0.35648189985340095,0.6264063330649076,0.23586788918357515,0.13772577775151726
"Atlanta GA Media Market, USA",0.1190169626273511,0.346097837482541,0.30454050605099525,0.3493616564664636,0.6363452087818343,0.23647818274052562,0.12717660847764012
"Washington DC (Hagerstown MD) Media Market, USA",0.08092290926980497,0.22282323766092715,0.253799975936903,0.5233767864021699,0.4993447376156254,0.2633604093989159,0.23729485298545863
"Boston MA (Manchester NH) Media Market, USA",0.08886608045246161,0.2765337197614821,0.2518334048386433,0.4716328753998746,0.5495046957591946,0.267540788259208,0.18295451598159732
"Phoenix (Prescott) AZ Media Market, USA",0.12710126626285861,0.35783025065466884,0.3199398007930028,0.32222994855232834,0.6576296893419407,0.23273713157752923,0.10963317908053007
"Seattle-Tacoma WA Media Market, USA",0.08990581574716405,0.2657895789188741,0.28769888701525786,0.44651153406586797,0.5539799052869983,0.26381690789981765,0.18220318681318418
"Tampa-St.Petersburg (Sarasota) FL Media Market, USA",0.1270874306869383,0.414986295526486,0.3112490277795023,0.27376467669401156,0.6942636278538078,0.21272255755835912,0.09301381458783306
"Detroit MI Media Market, USA",0.1342879889485075,0.37804467444628553,0.29440302708386745,0.3275522984698469,0.6423767607287102,0.23813858074999422,0.1194846585212956
"Minneapolis-St. Paul MN Media Market, USA",0.08775603536219402,0.29952515684832726,0.3072513208912211,0.3932235222604517,0.5929171244364184,0.2771635924543195,0.12991928310926207
"Miami-Ft. Lauderdale FL Media Market, USA",0.14238680925750488,0.4171463348051794,0.2940560443625295,0.2887976208322911,0.7083268542965997,0.19526293224094782,0.09641021346245246
"Denver CO Media Market, USA",0.09199509725468367,0.2863685841543578,0.2964773244771351,0.4171540913685071,0.5740620465038719,0.2715456557388927,0.15439229775723526
"Sacramento-Stockton-Modesto CA Media Market, USA",0.12321423321116497,0.3186588369707951,0.2988870343560603,0.3824541286731447,0.6258769839342673,0.24149725616818243,0.13262575989755027
"Orlando-Daytona Beach-Melbourne FL Media Market, USA",0.12406624232060276,0.4014411564650912,0.32339410670791946,0.2751647368269893,0.7074094946790881,0.20551276932134788,0.08707773599956402
"Cleveland-Akron (Canton) OH Media Market, USA",0.13279754969856752,0.4182550683575585,0.3112246698756774,0.2705202617667641,0.6801548436380447,0.23381152329931962,0.08603363306263584
"Portland OR Media Market, USA",0.10615839368817824,0.3212812779816829,0.30758174053945786,0.37113698147885926,0.619365517930926,0.2517772223412489,0.12885725972782508
"Salt Lake City UT Media Market, USA",0.08826333220859663,0.293069615267991,0.3322494315662188,0.3746809531657903,0.6534412769052781,0.2387286377053116,0.1078300853894103
"Charlotte NC Media Market, USA",0.11909570764567624,0.3866115279083359,0.3073529032862317,0.3060355688054325,0.6697462718250128,0.22121831804117822,0.10903541013380905
"Raleigh-Durham (Fayetteville) NC Media Market, USA",0.13142566681486006,0.3836319734605121,0.29492682304546025,0.3214412034940275,0.6506956516942582,0.2296827325751461,0.11962161573059558
"San Diego CA Media Market, USA",0.1071987183951564,0.279936952629104,0.2760118453897954,0.4440512019811006,0.5917364143021893,0.2422801838636417,0.16598340183416918
"St. Louis MO Media Market, USA",0.1112102342104144,0.3721275816096555,0.31025393137536894,0.3176184870149755,0.6438581989230008,0.24815958611117586,0.10798221496582337
"Indianapolis IN Media Market, USA",0.12321624716476931,0.3925745451479027,0.3217319557627538,0.28569349908934344,0.6747284727858973,0.23159242156574983,0.09367910564835287
"Nashville TN Media Market, USA",0.12592174898145017,0.3877958284417509,0.31987499629314564,0.29232917526510344,0.6828454307923151,0.22299163795964158,0.09416293124804336
