longname,No internet access %,Uninsured %,Public Insurance %,Private Insurance %
"77494, USA",0.010878883017052863,0.07656250025845895,0.041374359123325294,0.8820631406182157
"08701, USA",0.3219640797495467,0.10386166309441643,0.42105932357321874,0.47507901333236485
"77449, USA",0.04526128997725663,0.250173870490318,0.08007138817402125,0.6697547413356607
"75034, USA",0.01733479405075342,0.09518665460537303,0.02776238259939916,0.8770509627952279
"11368, USA",0.1281291196897067,0.28964785567174406,0.3092153103899143,0.4011368339383417
"75070, USA",0.03124951760906892,0.08320141336912697,0.04151082208434317,0.8752877645465299
"60629, USA",0.1989953054830276,0.19998843960307325,0.25718304358257577,0.542828516814351
"11211, USA",0.1723799553137182,0.06707382801891743,0.26153231891475903,0.6713938530663236
"78660, USA",0.031879483478685654,0.11911587338841013,0.07231385785973483,0.8085702687518551
"77084, USA",0.0736085488218308,0.2467236280077704,0.07820046485343768,0.675075907138792
"77433, USA",0.025774087422634026,0.10702037429087292,0.04081777372120141,0.8521618519879257
"11220, USA",0.1549820584715809,0.17835906643561789,0.4491577578532693,0.37248317571111283
"11373, USA",0.10219088307548972,0.19663733597826924,0.33111356176731077,0.47224910225442013
"79936, USA",0.0850581098393356,0.24938365198993673,0.10942547419352064,0.6411908738165425
"10467, USA",0.1263472208358999,0.10713114118425805,0.4166586346722865,0.4762102241434554
"11208, USA",0.13867459415350547,0.0705167635297974,0.3768647488680019,0.5526184876022008
"90011, USA",0.19831078375585862,0.25585428386957343,0.460698535937548,0.28344718019287846
"11219, USA",0.31602384543593265,0.10568659713243243,0.5592265608963959,0.3350868419711718
"90650, USA",0.0841102924370281,0.11522774594226583,0.23861752870018121,0.646154725357553
"11207, USA",0.1542121291906369,0.07934111168732207,0.41751309412944265,0.5031457941832354
"11226, USA",0.16890649209488026,0.1329586987070677,0.2922318015743673,0.5748094997185651
"11385, USA",0.09875371193206195,0.15287431415291783,0.21881460454088794,0.6283110813061944
"91331, USA",0.11517168719013578,0.1726518643680733,0.3161474305951387,0.5112007050367879
"37013, USA",0.051631049341390664,0.18227290793323322,0.13947298250201837,0.6782541095647484
"11236, USA",0.1124197535074433,0.09097445575921013,0.2700886244753538,0.638936919765436
"94565, USA",0.06761720014164359,0.1019341313693722,0.27033887205363843,0.6277269965769893
"00926, USA",0.2782238750838698,0.08760127315023059,0.24391585872255472,0.6684828681272146
"92336, USA",0.03224166285321142,0.08671694736766505,0.18819787569161106,0.7250851769407238
"11214, USA",0.11842388396694178,0.12644620469627507,0.3399334703656041,0.5336203249381207
"77573, USA",0.033854005665202025,0.0875092169798767,0.041254007687375624,0.8712367753327477
"90250, USA",0.06982544278732639,0.13720034168631745,0.2786920140206817,0.5841076442930009
"10025, USA",0.07700250868865582,0.04690071983120224,0.1465190142389818,0.806580265929816
"91342, USA",0.07907405258786443,0.12464569952617802,0.27303785833743216,0.6023164421363898
"90201, USA",0.13008099582481644,0.24855771688550046,0.3511385866347153,0.40030369647978414
"92335, USA",0.059235685301298587,0.2024344640092348,0.3006085702399576,0.4969569657508076
"29483, USA",0.08834869035027008,0.1210604738169309,0.1695926423148331,0.709346883868236
"90805, USA",0.1251093540662972,0.13120820930120228,0.30640178284230923,0.5623900078564885
"90044, USA",0.12822164964145963,0.20173903568497176,0.4373571216826679,0.36090384263236036
"77429, USA",0.027424359755040602,0.08112027292554944,0.05526816375263973,0.8636115633218108
"75052, USA",0.047343083430768436,0.15951138293304373,0.10705897162394641,0.7334296454430099
"78245, USA",0.0434068102254857,0.1719562648494883,0.11244052209244895,0.7156032130580627
"79938, USA",0.03895748479737913,0.23599578493008774,0.09927348482987457,0.6647307302400377
"10456, USA",0.16381390787761985,0.12165195057976314,0.5047541589564173,0.37359389046381963
"77584, USA",0.022495795831922842,0.09546703383366617,0.04025807238230145,0.8642748937840323
"11377, USA",0.12158778058110484,0.10128798344855386,0.34025767497771375,0.5584543415737324
"11206, USA",0.182415520852086,0.0789344440883363,0.40066272895113214,0.5204028269605315
"90280, USA",0.11119071227334776,0.2050958360925797,0.29273938870860705,0.5021647751988133
"30044, USA",0.06611587661669424,0.2471101072630719,0.07199245411777985,0.6808974386191482
"10314, USA",0.08137356991496117,0.0536289935996446,0.2104707520351985,0.7359002543651569
"60632, USA",0.1723539241553941,0.21498314356692452,0.24584610935317047,0.5391707470799051
"11230, USA",0.14593106939534317,0.09961747108888347,0.376032043051132,0.5243504858599846
"11234, USA",0.08286804879013215,0.06478029867089985,0.22364785626635947,0.7115718450627406
"77479, USA",0.01754186052025189,0.09048476062866204,0.030040497434541565,0.8794747419367964
"11355, USA",0.1855160964979216,0.2046176975784686,0.3197930659120706,0.4755892365094607
"91710, USA",0.05923416780227805,0.10300683697556677,0.1705130394010317,0.7264801236234015
"92683, USA",0.07941536639554399,0.10166046550489165,0.30374758293494586,0.5945919515601625
"11212, USA",0.1673642199964607,0.09548576803699714,0.5168491165934898,0.38766511536951315
"60618, USA",0.08666891599101581,0.1364170435620451,0.08662712407480623,0.7769558323631487
"92503, USA",0.06756698073658561,0.14234533610294883,0.2054244334338918,0.6522302304631593
"93307, USA",0.1311562907883224,0.18943310418296114,0.42829443079400015,0.38227246502303885
"93727, USA",0.10251027430746736,0.07082302263675633,0.30260400636183477,0.626572971001409
"34787, USA",0.034023947922340446,0.12690065204358825,0.07218361748186428,0.8009157304745474
"60639, USA",0.16723175093926715,0.2361428722984444,0.22737291979708202,0.5364842079044735
"78521, USA",0.2130465069404331,0.4982357664208899,0.1541765367805898,0.3475876967985203
"30043, USA",0.03761908240225536,0.16575781083214483,0.06092493117436121,0.7733172579934939
"78130, USA",0.060178278163371506,0.19023230745091793,0.09391608530241966,0.7158516072466624
"60623, USA",0.22647779331348267,0.28898862232619416,0.2810190062953671,0.4299923713784388
"11221, USA",0.12625681906219996,0.10241971148934263,0.26834365062979,0.6292366378808674
"85142, USA",0.02603586480220313,0.07749217240281063,0.08656333227911292,0.8359444953180765
"78613, USA",0.023155962572210254,0.1008108334174613,0.053172256085209056,0.8460169104973296
"92804, USA",0.09932356040722194,0.14162654677084752,0.24732134148253532,0.6110521117466172
"92345, USA",0.05475074492843249,0.1311779786491146,0.40521365675854565,0.4636083645923397
"78666, USA",0.08925543836451158,0.1964735928925254,0.07688941811825392,0.7266369889892207
"91911, USA",0.0833694724558971,0.1286971035379806,0.2515398448437731,0.6197630516182462
"60804, USA",0.11674312803264408,0.2630336917714467,0.21644532779619266,0.5205209804323606
"93722, USA",0.09710378161201962,0.08466703193828945,0.3077111395411714,0.6076218285205391
"11235, USA",0.137655675663064,0.12476779514789318,0.32082480149032044,0.5544074033617864
"99301, USA",0.07011661012523122,0.18031631876584384,0.22893098976087864,0.5907526914732776
"77379, USA",0.02940362252573792,0.11293583354245655,0.06456807294830193,0.8224960935092415
"92154, USA",0.0711520594987266,0.12368788648925438,0.24711944664056773,0.6291926668701779
"92376, USA",0.07201148948983838,0.16806313160652525,0.3048253918229055,0.5271114765705692
"66062, USA",0.02829519664331546,0.05814200715563182,0.04134461668542072,0.9005133761589474
"30024, USA",0.012145857370179512,0.0830345449314794,0.04364774690220393,0.8733177081663166
"11229, USA",0.12517606853936877,0.0782180499655045,0.2946976731287903,0.6270842769057052
"60647, USA",0.08213613649372403,0.0950794996689218,0.10233038524676721,0.8025901150843111
"73099, USA",0.05401375406491109,0.11002062387012133,0.07334431047101408,0.8166350656588647
"11223, USA",0.12052269027680705,0.07866671896080189,0.3728622380683439,0.5484710429708543
"95076, USA",0.09390633007382744,0.11929592989240927,0.29561662376827424,0.5850874463393165
"10002, USA",0.20829974058872705,0.07008432847253909,0.3706907117761151,0.5592249597513457
"37042, USA",0.07306311361380717,0.15271171858237934,0.2298038756281702,0.6174844057894505
"11204, USA",0.16091879177679483,0.12403158789898044,0.3843151984236751,0.4916532136773444
"92704, USA",0.08460283638042834,0.16974469357749697,0.2703073463402254,0.5599479600822777
"11203, USA",0.12855774628166275,0.08864631033657017,0.26736031707590113,0.6439933725875286
"78542, USA",0.29650873324654115,0.48206535518359284,0.09575604198906007,0.4221786028273471
"10462, USA",0.10970908657130216,0.07658599481582007,0.3678926063747649,0.555521398809415
"75217, USA",0.2503321226249164,0.47165127470773965,0.13894400471861945,0.38940472057364095
"28269, USA",0.047823573306941015,0.14572025471021685,0.08984214509717374,0.7644376001926094
"22193, USA",0.019035894572644232,0.15052532065194227,0.07558175403477957,0.7738929253132781
"10453, USA",0.129693708821648,0.12344974756137965,0.5208853141931491,0.35566493824547124
"93550, USA",0.09401196780424563,0.12889323344857567,0.3866332510919443,0.48447351545948
"93535, USA",0.10716152575925712,0.06682682070931238,0.3359525546382889,0.5972206246523987
"91744, USA",0.07771265168141912,0.13811956485304971,0.27855647062605254,0.5833239645208977
"10458, USA",0.0896169642213487,0.1368730023947518,0.4671184731078824,0.3960085244973659
"30040, USA",0.03871677456956259,0.11365462243473297,0.045277667734790535,0.8410677098304765
"30349, USA",0.06841167446152956,0.20481328501529758,0.1577733429029639,0.6374133720817385
"92592, USA",0.0211319284702862,0.07181621219642338,0.13121479570149036,0.7969689921020863
"92126, USA",0.02579958181958517,0.07432532078119501,0.15637772408453968,0.7692969551342653
"94544, USA",0.07097276169060275,0.0570612652309496,0.2542748085115065,0.6886639262575439
"95823, USA",0.08679719636444147,0.09886417014484712,0.38249386006216757,0.5186419697929853
"78641, USA",0.027311695819720108,0.13503901215986,0.06167490233160232,0.8032860855085378
"95630, USA",0.028377635197066858,0.03642289939404545,0.10563734605035749,0.8579397545555971
"95035, USA",0.023431438318692332,0.0322707302456141,0.11447876183759559,0.8532505079167902
"37211, USA",0.07200429616080233,0.21042498016210995,0.10882477741080496,0.6807502424270852
"96706, USA",0.05277068902661316,0.04085530406137258,0.14422089088707724,0.8149238050515502
"76244, USA",0.026247265034858303,0.11150356965723307,0.05747854212917149,0.8310178882135956
"75035, USA",0.01703119567611375,0.07572298137503164,0.026437581171593175,0.8978394374533751
"93257, USA",0.13094368682976326,0.09878405896155704,0.4631165911804554,0.4380993498579876
"93033, USA",0.13113993389797265,0.3082187133645464,0.2539588024760432,0.43782248415941044
"78577, USA",0.24745093301704849,0.4618144101670987,0.14741548769390828,0.39077010213899305
"78572, USA",0.18140400668319626,0.425784392864095,0.10900833010305234,0.46520727703285264
"87121, USA",0.11296270678211517,0.15860446878838827,0.35234353704041615,0.48905199417119555
"90706, USA",0.11266550087434424,0.10844704031375114,0.23570968537239723,0.6558432743138517
"91910, USA",0.09653848377174831,0.11693842210021417,0.23591454577026735,0.6471470321295185
"77459, USA",0.021406614776313764,0.10607035028131134,0.04170136078553908,0.8522282889331495
"79912, USA",0.07679408667089917,0.235536818109209,0.06754367201458811,0.6969195098762029
"79928, USA",0.07044276683327155,0.3043421729391126,0.09688275248584116,0.5987750745750463
"93274, USA",0.13041628793062868,0.14041660222223612,0.31809004652561573,0.5414933512521481
"10468, USA",0.12021772226112751,0.12778223542611802,0.48267761548920984,0.3895401490846721
"91709, USA",0.02770018722468549,0.050628767186263024,0.11844268090371654,0.8309285519100205
"96797, USA",0.09704070902809073,0.059575738784453824,0.13587722876552277,0.8045470324500233
"92509, USA",0.07065713730652262,0.17118329454247633,0.23161860005509086,0.5971981054024328
"94112, USA",0.049865462523614956,0.06638321118746753,0.19144498149140504,0.7421718073211274
"76063, USA",0.041499628218664465,0.12374037098120118,0.06264770609620235,0.8136119229225964
"94533, USA",0.06203448635360366,0.08973264384098799,0.2592852036157784,0.6509821525432337
"00725, USA",0.2287695105486456,0.0955343074455296,0.4826985296346662,0.4217671629198042
