longname,PW Density (r=250m),PW Density (r=500m),PW Density (r=2km),PW Density (r=4km)
"Nikolai ANVSA, USA",453.27327792571793,113.31831948142948,7.082394967589343,1.7705987418973357
"Perryville ANVSA, USA",140.98234231703893,37.50269204492661,3.9644049461072117,1.7507043740108488
"Hughes ANVSA, USA",299.300123678675,74.82503091966875,6.2866202521298655,1.710915638237875
"Inalik ANVSA, USA",422.715528852074,105.6788822130185,6.604930138313656,1.651232534578414
"Chitina ANVSA, USA",239.6302117527204,59.9075529381801,3.7442220586362565,0.9360555146590641
"Chignik Lagoon ANVSA, USA",252.24290091808837,64.54617136504643,4.034135710315402,1.6117201094705305
"Anvik ANVSA, USA",309.21531800711097,77.30382950177774,5.570423008216337,1.3926057520540842
"Oscarville ANVSA, USA",327.25894126964357,81.81473531741089,5.113420957338181,11.51287069590998
"Pilot Point ANVSA, USA",152.9342584590464,38.2335646147616,5.570423008216337,1.3926057520540842
"Levelock ANVSA, USA",87.02315497059459,34.56199517810087,2.8751686458557613,0.7187921614639403
"Igiugig ANVSA, USA",110.69694394815122,30.52030085173993,2.1462512178715887,1.259196461521172
"Clarks Point ANVSA, USA",92.20534732917923,35.821739430235546,5.331690593578494,1.372711384167597
"South Naknek ANVSA, USA",72.28960042048597,18.452471611012584,2.4383962549825458,1.5496821790981379
"St. George ANVSA, USA",157.27358913773443,44.259326861017826,2.766207928813614,0.6915519822034035
"Chignik Lake ANVSA, USA",248.92812514606845,62.23203128651711,3.8895019554073196,0.9723754888518299
"Akhiok ANVSA, USA",158.2050659712199,40.197991340924425,2.5123744588077765,1.2722921938834255
"Eklutna ANVSA, USA",197.47534616408586,49.368836541021466,11.279464837835292,4.154072365459027
"Chenega ANVSA, USA",300.4845325574984,75.1211331393746,4.695070821210913,1.1737677053027282
"Rampart ANVSA, USA",117.85283926355648,47.02051301171084,4.535915878119018,1.1339789695297544
"Stony River ANVSA, USA",122.67774701202657,47.467263729161765,4.535915878119018,1.1339789695297544
"Chalkyitsik ANVSA, USA",146.9682217351445,41.516703726542985,2.708476085117433,1.1140846016432675
"Takotna ANVSA, USA",105.6788822130185,26.419720553254624,2.9557346574209133,0.7389336643552283
"Platinum ANVSA, USA",242.33221007795788,60.58305251948947,3.786440782468092,0.946610195617023
"Eagle ANVSA, USA",121.85374013317261,30.463435033293152,1.9599636510390814,1.0348755443174398
"Atka ANVSA, USA",232.25811166980287,58.06452791745072,3.62903299484067,1.0544014979838066
"Chistochina ANVSA, USA",57.24484993129292,14.31121248282323,1.0090423392026164,0.5419225812279037
"Beaver ANVSA, USA",121.16996334062965,35.067139127914274,2.2414321152108596,0.5603580288027149
"Pedro Bay ANVSA, USA",35.65070725258456,14.953162095145515,2.2004096201891112,0.6481862653248412
"Nelson Lagoon ANVSA, USA",122.35521478674491,30.588803696686227,1.9118002310428892,0.4779500577607223
"Egegik ANVSA, USA",39.82954473274099,14.266812334596565,1.532376439256582,0.6636557082133201
"Nikolski ANVSA, USA",104.60152567516568,26.15038141879142,1.6343988386744637,0.4085997096686159
"Waccamaw SDTSA, USA",109.04154049783187,103.85064081545006,45.33263295734152,59.57802058806033
"Stevens Village ANVSA, USA",64.55668610603149,24.398022627492715,2.4927105276149555,0.7360916118000159
"Birch Creek ANVSA, USA",92.69183885671985,23.172959714179964,1.4483099821362477,0.6963028760270421
"Evansville ANVSA, USA",31.576340709432035,8.985433358559577,1.7120524592599602,0.667882350474918
"Larsen Bay ANVSA, USA",80.88815931258681,23.51748335569653,2.14391070400259,0.6764085081405551
"Kasaan ANVSA, USA",59.41784542097426,14.854461355243565,1.7241785501621996,0.5968310365946077
"Ione Band of Miwok TDSA, USA",73.37632339288568,18.34408084822142,24.82817112233567,29.78776335359284
