longname,Housing Units per Adult,Housing Units per Adult (2010),Housing Units per Adult (2000),Vacancy %,Vacancy % (2010),Vacancy % (2000),Rent/Income < 20%,Rent/Income 20%-40%,Rent/Income > 40%,1BR Rent < $750 %,1BR Rent $750 - $1500 %,1BR Rent > $1500 %,2BR Rent < $750 %,2BR Rent $750 - $1500 %,2BR Rent > $1500 %,% units built pre-1970,% units built in 1970s,% units built in 1980s,% units built in 1990s,% units built in 2000s,% units built in 2010s+,Renter %
"New York NY Media Market, USA",0.5027254362653226,0.5171690963238998,0.5146518570431349,0.07428445481666128,0.08164067437507147,0.05941759525730605,0.25483260669361746,0.3822815476353161,0.36288584567106646,0.15424718186714387,0.4051126638027976,0.44064015433005854,0.10920445743141007,0.32914664814757155,0.5616488944210183,0.6442775420842147,0.09995788719006188,0.08207601605903547,0.0640186739970163,0.06727943504848134,0.042390445621190244,0.4671875154213289
"Los Angeles CA Media Market, USA",0.4479579987532792,0.46644306575582506,0.48115934388063797,0.05272303045698023,0.0681883099144978,0.05130134865633575,0.19916441713219551,0.3990523602465748,0.40178322262122956,0.10630310927773823,0.43400024437054535,0.4596966463517164,0.041916390745319346,0.28488807894949336,0.6731955303051874,0.4618037399707758,0.16238207831554635,0.14600841769456582,0.09151243065559139,0.09052043480223403,0.04777289856128673,0.4729846523849487
"Chicago IL Media Market, USA",0.5272477127348327,0.535722004315767,0.5206850104979402,0.06962564578076616,0.08396173718754364,0.05259163322646624,0.273285680049092,0.3998499209985472,0.32686439895236075,0.2188720509625757,0.5606030509731599,0.22052489806426434,0.10730294340497376,0.6013523592391922,0.2913446973558342,0.508494171153462,0.14120369909324296,0.09020702791244398,0.11112491451811683,0.11302218562217284,0.03594800170056141,0.34741517817834344
"Philadelphia PA Media Market, USA",0.5321032314881096,0.5396012982051726,0.544266782009374,0.08354226233100183,0.0880477589831732,0.07915849155912004,0.25172581361831636,0.3941349005104845,0.3541392858711992,0.21893235757033708,0.6189930465781743,0.1620745958514886,0.0948017190598553,0.5995054605800755,0.30569282036006923,0.5455691435435255,0.12157655902432848,0.1036096967462774,0.0952818475162743,0.08943083905232195,0.044531914117272475,0.32807668670746815
"Dallas-Ft.Worth TX Media Market, USA",0.5208004020576645,0.548338447443344,0.5432694190767176,0.07122802014082845,0.08976510247282031,0.06892758523228643,0.25866675399843875,0.4299526790388441,0.3113805669627172,0.10815116770957554,0.7538662696472418,0.13798256264318268,0.0793127310171237,0.6140618239596436,0.3066254450232328,0.2085754342203701,0.13603985954389253,0.17260923496211564,0.15555888607991558,0.18804249487145047,0.13917409032225553,0.38993788198451645
"San Francisco-Oakland-San Jose CA Media Market, USA",0.47959144900581036,0.5041914594292783,0.4963206269696253,0.05860195408147584,0.06632705869239348,0.03739585489164178,0.2850887784726221,0.39805343301667645,0.31685778851070145,0.10836415063443301,0.2110799315129894,0.6805559178525775,0.04698447890696324,0.1418382075228625,0.8111773135701743,0.48329879031469386,0.16988137199211556,0.12108242173680078,0.09077835376156898,0.08273678465592367,0.052222277538897174,0.4366443855480015
"Houston TX Media Market, USA",0.5212602077245376,0.540460107749543,0.5400639932551579,0.09033876564007493,0.10704127078687675,0.08686530931263571,0.25117975125347186,0.408525791066248,0.34029445768028005,0.16304928899818136,0.7209734529971522,0.11597725800466645,0.08749698516450898,0.6774039481162811,0.2350990667192099,0.19087955416348165,0.15870691669756257,0.15458223237101165,0.13956108173155404,0.19980053644402462,0.1564696785923655,0.3835061620528195
"Atlanta GA Media Market, USA",0.5250676759086749,0.5642916031049295,0.5331529364127182,0.07651140811075531,0.11647625388706882,0.06585303224086081,0.2486177207703056,0.40896121573095423,0.34242106349874013,0.19604890583825746,0.6156439759726341,0.18830711818910834,0.13534196902115259,0.6249408944291668,0.23971713654968058,0.17325958348643097,0.12460924555483727,0.16885668219777308,0.207313980703014,0.23359352523907193,0.09236698281887273,0.34723482453248633
"Washington DC (Hagerstown MD) Media Market, USA",0.5121100554578187,0.5269526231964273,0.5328909819960763,0.06248991085681488,0.07108933071532075,0.056027904150852244,0.26351780542674635,0.42770009697520955,0.30878209759804404,0.1187642165524679,0.33999584424292945,0.5412399392046026,0.06953834834679869,0.25875825925402146,0.6717033923991799,0.33776912540008514,0.134502183939376,0.15258205062782515,0.14118781761208793,0.14436880121559106,0.08959002120503468,0.35446126381628773
"Boston MA (Manchester NH) Media Market, USA",0.5303150024562038,0.5502289301907529,0.5421867106467267,0.08655344688186713,0.09709435551873223,0.07091070751364771,0.2558182359373105,0.4195211238077711,0.3246606402549185,0.27709932257147996,0.3461786672830676,0.3767220101454524,0.10118283791139433,0.34439653727457853,0.5544206248140271,0.5415208106145227,0.11886025607932689,0.12279973376206929,0.08258482395854175,0.08131837269261318,0.05291600289292622,0.36258044032063885
