longname,No internet access %,Uninsured %,Public Insurance %,Private Insurance %,Never Married %,Married (not divorced) %,Divorced %
"Aromas-San Juan Unified School District, California, USA",0.09295746230818068,0.0950411599938251,0.15950016612656018,0.7454586738796146,0.30121769719140223,0.5958263881432945,0.10295591466530328
"Vienna High School District 133, Illinois, USA",0.24920966020867516,0.07997272020592917,0.23615521954454857,0.6838720602495223,0.37958763501977405,0.48213615453453457,0.13827621044569138
"Southern Boone County R-I School District, Missouri, USA",0.09387360961081492,0.04958229817777731,0.05374511277134944,0.8966725890508732,0.16862349100544644,0.746414938537872,0.08496157045668147
"Dover Union Free School District, New York, USA",0.10501627790269227,0.07259680524538116,0.22010671820696812,0.7072964765476507,0.3484901426793488,0.5630480425893593,0.08846181473129208
"Osceola School District, Wisconsin, USA",0.09192416620081195,0.047593975193392285,0.13593589103249512,0.8164701337741126,0.2487864933307,0.6351055580877295,0.1161079485815704
"Vallecito Union Elementary School District, California, USA",0.07774672522223117,0.062341170184275055,0.21226781377947332,0.7253910160362517,0.1845242777555707,0.6921812035479121,0.1232945186965172
"Caldwell Parish School District, Louisiana, USA",0.29209919261822376,0.10172228202368137,0.4400789379260854,0.45819878005023323,0.3072611464968153,0.563312101910828,0.1294267515923567
"Frankenmuth School District, Michigan, USA",0.09877741369562582,0.024219720235205244,0.1139718704331651,0.8618084093316296,0.2249131671291119,0.6967078631262636,0.07837896974462444
"Elmsford Union Free School District, New York, USA",0.02511895940749633,0.07597697927949827,0.1327808619780216,0.7912421587424802,0.38514458506727733,0.5421662859851242,0.07268912894759853
"Southwestern Jefferson County Consolidated Schools, Indiana, USA",0.19613984331223,0.09814409155425285,0.1897296891141918,0.7121262193315553,0.29724997957058,0.5546873158201905,0.14806270460922966
"Perry Community School District, Iowa, USA",0.14898562287233358,0.10482199126272111,0.22185443330571875,0.6733235754315601,0.3139512358095801,0.486469709046211,0.1995790551442089
"Morley Stanwood Community Schools, Michigan, USA",0.20062808491102516,0.08889520019737263,0.2742971019215656,0.6368076978810617,0.2585781522733273,0.6177659889274452,0.12365585879922752
"Shaffer Union Elementary School District, California, USA",0.09067337654013494,0.0891935530429623,0.17015867088810382,0.7406477760689338,0.6348654835021419,0.2849835497617611,0.0801509667360969
"Clintonville School District, Wisconsin, USA",0.18803969964806375,0.07071990713399971,0.1777859971000412,0.751494095765959,0.2527100368880422,0.6170983026665876,0.1301916604453701
"Porter Township School Corporation, Indiana, USA",0.05910908052541405,0.04846356453028973,0.10184372256365233,0.849692712906058,0.2202604557976459,0.6994740796393689,0.08026546456298522
