longname,Citizen by Birth %,Citizen by Naturalization %,Non-citizen %,Born outside US %,Born in us outside state %,Born in state of residence %,Only English at Home %,Spanish at Home %,Other at Home %
"Tulsa Non-Community, Cherokee OTSA, USA",0.9183251230853247,0.01843385889060902,0.06324101802406637,0.0816748769146754,0.2853087008149038,0.6330164222704208,0.8264833690211383,0.14842894039542412,0.02508769058343758
"Cheyenne and Arapaho District 2, Cheyenne and Arapaho OTSA, USA",0.9510310808555229,0.02200548358341865,0.026963435561058503,0.048968919144477145,0.2998964195181244,0.6511346613373984,0.9083596481747122,0.06774455110147239,0.023895800723815502
"Rogers Non-Community, Cherokee OTSA, USA",0.9729686702785673,0.0137209101480073,0.013310419573425367,0.02703132972143267,0.34071605888196554,0.6322526113966018,0.9449786220437043,0.0318645121722165,0.023156865784079217
"Washington Non-Community, Cherokee OTSA, USA",0.9591271810927418,0.01645603451567332,0.024416784391584897,0.04087281890725822,0.36483906685502654,0.5942881142377152,0.9315397452073751,0.04393748219300745,0.024522772599617403
"Mayes Non-Community, Cherokee OTSA, USA",0.9878899951567515,0.004951724097774638,0.007158280745473982,0.012110004843248619,0.28703735301095146,0.7008526421457999,0.9493389561161368,0.0190164680817974,0.0316445758020658
"County District 4, Choctaw OTSA, USA",0.9661032039134556,0.009006256987441591,0.024890539099102785,0.033896796086544376,0.5265895926487608,0.4395136112646949,0.9464851887608364,0.04451532998878008,0.008999481250383488
"Cheyenne and Arapaho District 3, Cheyenne and Arapaho OTSA, USA",0.9473840947434184,0.02404626514621602,0.028569640110365474,0.0526159052565815,0.265316385471871,0.6820677092715476,0.8762765865929327,0.10619533358315476,0.01752807982391252
"Cheyenne and Arapaho District 4, Cheyenne and Arapaho OTSA, USA",0.9641394067318515,0.016398457633997082,0.019462135634151393,0.03586059326814848,0.3369765849826969,0.6271628217491546,0.911105072174602,0.07484017356164742,0.014054754263750552
"County District 9, Choctaw OTSA, USA",0.9707520054010784,0.009381308019264163,0.01986668657965756,0.02924799459892172,0.474333456155705,0.49641854924537326,0.9378497613921487,0.042143136279874066,0.020007102327977207
"County District 11, Choctaw OTSA, USA",0.9755845926551853,0.005220206632860055,0.019195200711954657,0.02441540734481471,0.310024793512099,0.6655597991430863,0.9519124826762179,0.03770768056539464,0.01037983675838738
"Sequoyah Non-Community, Cherokee OTSA, USA",0.9807298159986273,0.009447465392493467,0.009822718608879353,0.019270184001372818,0.5691631121638626,0.4115667038347645,0.9478596468271556,0.028821036453268004,0.023319316719576308
"Delaware Non-Community, Cherokee OTSA, USA",0.9811959939679894,0.008334721456884023,0.010469284575126574,0.018804006032010594,0.501212171617452,0.4799838223505373,0.9573003261947985,0.016951579180523438,0.02574809462467787
"Cherokee Non-Community, Cherokee OTSA, USA",0.9660867770116568,0.009940043429097848,0.023973179559245227,0.03391322298834309,0.28585305887121715,0.6802337181404398,0.909237076649196,0.04987704131335429,0.04088588203744984
"Muskogee Non-Community, Cherokee OTSA, USA",0.9823267469367342,0.007374946153122228,0.010298306910143669,0.017673253063265892,0.23595201766614232,0.7463747292705918,0.960557242633512,0.02329835501231013,0.016144402354177783
"County District 10, Choctaw OTSA, USA",0.9864482509931315,0.004081291241098514,0.009470457765769985,0.013551749006868499,0.3303083021714844,0.6561399488216472,0.9663131565398918,0.020102773065423254,0.013584070394684922
"County District 5, Choctaw OTSA, USA",0.9842573592223386,0.007146467179496549,0.008596173598164817,0.015742640777661365,0.43325482455766523,0.5510025346646733,0.9689521619447963,0.024597522943859633,0.00645031511134412
"County District 1, Choctaw OTSA, USA",0.9647669057212899,0.021246473917539976,0.013986620361170151,0.035233094278710124,0.3888403122575031,0.5759265934637868,0.9318496690321183,0.03205817556078565,0.03609215540709606
"County District 12, Choctaw OTSA, USA",0.9869149909196202,0.007551329049570485,0.005533680030809312,0.013085009080379798,0.30104681853402554,0.6858681723855947,0.9688219849276509,0.017500259335083646,0.01367775573726547
"County District 8, Choctaw OTSA, USA",0.9832948906129867,0.006360522820996715,0.010344586566016636,0.01670510938701335,0.3945621024673237,0.588732788145663,0.9516951695169517,0.02392739273927393,0.024377437743774377
"Craig Non-Community, Cherokee OTSA, USA",0.9859999770635359,0.0041834529838036105,0.009816569952660528,0.014000022936464136,0.3235457945565004,0.6624541825070355,0.9728162375227256,0.016870794695879723,0.01031296778139471
"County District 7, Choctaw OTSA, USA",0.9934053545656351,0.002229656109500739,0.004364989324864145,0.006594645434364885,0.3495669501882694,0.6438384043773658,0.9663989844542311,0.014849950732369548,0.018751064813399415
"County District 2, Choctaw OTSA, USA",0.9571015703190329,0.01313835933131694,0.02976007034965021,0.042898429680967146,0.4263481926223213,0.5307533776967115,0.9206233870092235,0.04105286578949349,0.03832374720128298
"Adair Non-Community, Cherokee OTSA, USA",0.977378701992964,0.011275108944249795,0.011346189062786227,0.022621298007036023,0.422100936267874,0.55527776572509,0.9328373638202236,0.03180840969967267,0.03535422648010366
"County District 6, Choctaw OTSA, USA",0.9888864294216821,0.007126587167442931,0.003986983410874886,0.011113570578317817,0.3363291600125606,0.6525572694091216,0.9730253826070256,0.016257619587211013,0.010716997805763346
"Cheyenne and Arapaho District 1, Cheyenne and Arapaho OTSA, USA",0.934491910863715,0.0048294465897914425,0.06067864254649357,0.065508089136285,0.24733485020634216,0.6871570606573728,0.8877732989337134,0.09203826215318212,0.020188438913104543
"Polson District, Flathead Reservation, USA",0.9654489578484621,0.013236527734389925,0.02131451441714797,0.0345510421515379,0.48501416599203473,0.48043479185642746,0.9657036519421637,0.014838874575540471,0.019457473482295685
"County District 3, Choctaw OTSA, USA",0.9559922425203917,0.010190116748641951,0.033817640730966325,0.044007757479608285,0.42644549596940706,0.5295467465509848,0.9096424501711516,0.07301113956828105,0.01734641026056737
"Nowata Non-Community, Cherokee OTSA, USA",0.9852382960776044,0.005061155630535639,0.009700548291859975,0.014761703922395614,0.36746098692534795,0.6177773091522565,0.9741136747326955,0.011029825548677546,0.0148564997186269
"Tuba City Chapter, Navajo Nation Reservation and Off-Reservation Trust Land, USA",0.98810236048293,0.010642848215030417,0.0012547913020396542,0.011897639517070072,0.12467127578729537,0.8634310846956346,0.4242733408422393,0.0027665330651965676,0.5729601260925641
"Shiprock Chapter, Navajo Nation Reservation and Off-Reservation Trust Land, USA",0.991091615117924,0.0003222028615345548,0.008586182020541504,0.008908384882076056,0.134833497576291,0.8562581175416328,0.4589235758673225,0.004278780217342471,0.536797643915335
"Chinle Chapter, Navajo Nation Reservation and Off-Reservation Trust Land, USA",0.9746345260656494,0.0022397307035161274,0.02312574323083455,0.025365473934350676,0.06691431084259987,0.9077202152230495,0.3751940370442218,0.0051267432153979334,0.6196792197403803
"Ottawa Non-Community, Cherokee OTSA, USA",0.98816747607079,0.003770480205111785,0.00806204372409821,0.011832523929209996,0.4340681135076766,0.5540993625631134,0.972661988260256,0.01274169818698591,0.014596313552758132
"Wakpamni District, Pine Ridge Reservation, USA",0.9999944554063654,4.523221122917366e-06,1.021372511626502e-06,5.544593634543869e-06,0.12579948541307392,0.8741949699932916,0.8337984098030828,0.005195230186371778,0.16100636001054547
"Kayenta Chapter, Navajo Nation Reservation and Off-Reservation Trust Land, USA",0.9873389290169525,0.00044343418611270005,0.012217636796934831,0.012661070983047532,0.18636942063365153,0.8009695083833009,0.20893120453683386,0.0015652258662263102,0.7895035695969399
"Ronan District, Flathead Reservation, USA",0.9783799925656526,0.011725727494442076,0.009894279939905454,0.02162000743434753,0.27740941652864143,0.700970576037011,0.9378562093514534,0.014810850231977046,0.04733294041656958
"Wagoner Non-Community, Cherokee OTSA, USA",0.9914217246218956,0.006732901717706079,0.0018453736603983551,0.008578275378104435,0.26268256325130224,0.7287391613705934,0.9843962363404912,0.0038206372476044387,0.011783126411904356
"Fort Defiance Chapter, Navajo Nation Reservation and Off-Reservation Trust Land, USA",0.9924334236173211,0.005778610568757527,0.0017879658139214015,0.00756657638267893,0.24227497760144212,0.750158446015879,0.5221765945958184,0.003635845816573852,0.47418755958760755
