longname,Commute Time < 15 min % [StatCan],Commute Time 15 - 29 min % [StatCan],Commute Time 30 - 59 min % [StatCan],Commute Time > 60 min % [StatCan]
"Ladner Population Center, BC, Canada",0.2884152777976104,0.3487513085008342,0.3166220522345844,0.046211361466970885
"Collingwood Population Center, ON, Canada",0.5567909680348185,0.2279330300881336,0.1355115619686735,0.07976443990837435
"Lindsay Population Center, ON, Canada",0.5004799990184581,0.13773767916299404,0.20573103525737962,0.15605128656116832
"Owen Sound Population Center, ON, Canada",0.6221639395588949,0.20516684849999672,0.12144594566807017,0.051223266273038186
"Brockville Population Center, ON, Canada",0.6474264741522032,0.19902053667703443,0.09354550341324447,0.06000748575751785
"Magog Population Center, QC, Canada",0.4999042661209667,0.2713331402048194,0.20489529473586476,0.023867298938349137
"Squamish Population Center, BC, Canada",0.4798594398365416,0.17940241573868565,0.2092379494891091,0.13150019493566364
"Wasaga Beach Population Center, ON, Canada",0.27604496336576323,0.28527261150864747,0.3130345271257656,0.12564789799982368
"Port Alberni Population Center, BC, Canada",0.6823808109861733,0.1669616984701116,0.07553487858287118,0.07512261196084392
"Chestermere Population Center, AB, Canada",0.1643098415571838,0.46326745567411204,0.3460141349274812,0.026408567841222978
"Sept-Îles Population Center, QC, Canada",0.6839208485369814,0.18717492433707225,0.12351245028858952,0.005391776837356713
"Fort St. John Population Center, BC, Canada",0.6773069243782108,0.19241887687875547,0.0690685979098128,0.06120560083322079
"Beaumont Population Center, AB, Canada",0.21707247766449048,0.39877559333592844,0.330414958766119,0.053736970233462085
"Varennes Population Center, QC, Canada",0.29082778899748235,0.3761570129983004,0.29203938058507056,0.040975817419146666
"Alma Population Center, QC, Canada",0.6765739599354438,0.1575389973328065,0.13652453359128414,0.02936250914046563
"Cranbrook Population Center, BC, Canada",0.683753715219955,0.16068405343358927,0.08670095647269269,0.06886127487376305
"Cobourg Population Center, ON, Canada",0.5566055301142808,0.20567176953858507,0.17161956611424892,0.06610313423288514
"Yellowknife Population Center, NT, Canada",0.7302269743868607,0.21555174935461371,0.035879421527863706,0.018341854730661907
"Les Coteaux Population Center, QC, Canada",0.25581758444321256,0.39651832334679815,0.28333850027937646,0.06432559193061274
"New Glasgow Population Center, NS, Canada",0.6570417692301774,0.2562981988839747,0.058244919890336776,0.028415111995511153
"Corner Brook Population Center, NL, Canada",0.7537671008234935,0.19892148786168912,0.02707094009963786,0.020240471215179606
"Rivière-du-Loup Population Center, QC, Canada",0.7510200788582078,0.18294388582336307,0.054758090811416985,0.011277944507012314
"Tillsonburg Population Center, ON, Canada",0.5132079143473547,0.21596357548122577,0.21539318415922645,0.055435326012192976
"Camrose Population Center, AB, Canada",0.6791019972284922,0.12606211500851902,0.1204941570411664,0.07434173072182233
"Steinbach Population Center, MB, Canada",0.5835428204956126,0.22362844248765523,0.11813120480076991,0.07469753221596227
"Buckingham Population Center, QC, Canada",0.31034683811966085,0.2618045562967717,0.3580656568475687,0.06978294873599873
"Stony Plain Population Center, AB, Canada",0.3251478555269074,0.2491689522242401,0.35664352948040534,0.06903966276844714
"Valley East Population Center, ON, Canada",0.20598173745339388,0.4511273743712447,0.295099921354108,0.04779096682125329
"Thetford Mines Population Center, QC, Canada",0.7352388600767538,0.15019798195829162,0.0808681491626314,0.033695008802323255
"Glace Bay Population Center, NS, Canada",0.42096029722212036,0.4084477887203058,0.15302633278554176,0.017565581272032123
"Pembroke Population Center, ON, Canada",0.5583836669569555,0.27030614593166596,0.14622368127148777,0.0250865058398907
"L'Assomption Population Center, QC, Canada",0.226660195175608,0.316745843920996,0.3488146346286223,0.10777932627477374
"Swift Current Population Center, SK, Canada",0.8128698332786343,0.11221099528006906,0.0485146531246398,0.026404518316656814
"Sylvan Lake Population Center, AB, Canada",0.31656273543592656,0.3481959420321999,0.240308044434082,0.09493327809779152
"Simcoe Population Center, ON, Canada",0.49425738509153105,0.22861941146814052,0.19882702230495614,0.0782961811353722
"Salmon Arm Population Center, BC, Canada",0.6646017607099116,0.19681607808742,0.09371129806705929,0.04487086313560896
"Strathroy Population Center, ON, Canada",0.5200423062940468,0.174145461108569,0.2673268394069164,0.03848539319046772
"Bathurst Population Center, NB, Canada",0.6165575821534623,0.2901129063577379,0.06062234400426513,0.0327071674845346
"Yorkton Population Center, SK, Canada",0.773608708216826,0.12131847468527658,0.05355169389994529,0.051521123197952025
"Laurentides Population Center, QC, Canada",0.1910926031518402,0.19581743449307595,0.476259861736248,0.13683010061883574
"Port Colborne Population Center, ON, Canada",0.39675492549097036,0.2696912629562688,0.26835565635766817,0.06519815519509266
"Fort Erie Population Center, ON, Canada",0.4743025929444909,0.24427606965688703,0.23733301440712185,0.04408832299150016
"Winkler Population Center, MB, Canada",0.7803219594383632,0.16907726237900467,0.038665128347121915,0.011935649835510162
"Amherstburg Population Center, ON, Canada",0.28802751357108725,0.3376515357394231,0.36152211054495104,0.012798840144538588
"Paris Population Center, ON, Canada",0.3051354972621598,0.3421342384526407,0.2790756193300604,0.07365464495513899
"Summerside Population Center, PE, Canada",0.7175996815517756,0.1790684654044403,0.07508235447417429,0.02824949856960998
"Kentville Population Center, NS, Canada",0.5437497018113322,0.3208707198902433,0.08928638926902087,0.046093189029403646
"Brooks Population Center, AB, Canada",0.7079654969220189,0.20867824873494348,0.045897496102714666,0.03745875824032305
"Terrace Population Center, BC, Canada",0.7202102487383211,0.16616325593497597,0.061103739851082535,0.05252275547562046
"Angus - Borden CFB-BFC Population Center, ON, Canada",0.2893072870985986,0.3416359794840644,0.1895308392227973,0.1795258941945397
"Petawawa Population Center, ON, Canada",0.5774571759780855,0.3399531873574363,0.07403124223847816,0.008558394425999805
"New Hamburg Population Center, ON, Canada",0.28514387557547644,0.4525236787002782,0.2219522439155127,0.04038020180873265
"High River Population Center, AB, Canada",0.4920331442072827,0.2179986788043413,0.23393083094390033,0.056037346044475626
"Carleton Place Population Center, ON, Canada",0.3561147537159106,0.24903637896881833,0.3641561183765663,0.030692748938704783
"Strathmore Population Center, AB, Canada",0.4565298606826173,0.12313883129536819,0.3412109879774967,0.0791203200445177
"North Battleford Population Center, SK, Canada",0.7662915539923465,0.1643161170256582,0.04529001615270534,0.024102312829289905
"Rockland Population Center, ON, Canada",0.2753898070843488,0.19104427799056517,0.47069321223734384,0.0628727026877421
"Ingersoll Population Center, ON, Canada",0.33608774183784673,0.3371685296931792,0.2746997768043176,0.05204395166465643
"Port-Alfred-Bagotville Population Center, QC, Canada",0.511169465276362,0.3532606631651236,0.11855213300448811,0.017017738554026277
"Cowansville Population Center, QC, Canada",0.4823960229875996,0.327325706381128,0.15649439620511033,0.033783874426161944
"Beamsville Population Center, ON, Canada",0.2931997388293551,0.32212898125533296,0.30520578296317025,0.07946549695214174
"Canmore Population Center, AB, Canada",0.5758426126065447,0.2536700138139834,0.10046730827970758,0.07002006529976433
"Edmundston Population Center, NB, Canada",0.74680972155642,0.19151946001256265,0.0524126838985986,0.00925813453241877
"Powell River Population Center, BC, Canada",0.7341146287369703,0.1777412651293629,0.0671611589179822,0.020982947215684646
"Aldergrove Population Center, BC, Canada",0.20631773892992433,0.33615058825526645,0.36840955673719333,0.0891221160776158
"Port Hope Population Center, ON, Canada",0.40180123117069855,0.23891659090711928,0.2553855760260472,0.10389660189613496
"Portage la Prairie Population Center, MB, Canada",0.7442743376506433,0.1617815717635557,0.055531484068227374,0.03841260651757353
"Trail - Fruitvale Population Center, BC, Canada",0.5466448266210071,0.3271696310689751,0.09957063711371636,0.026614905196301396
"Lacombe Population Center, AB, Canada",0.45667464445702105,0.3266569862043899,0.1713187105193741,0.04534965881921502
"Duck Lake Population Center, BC, Canada",0.3442930271027374,0.3653367123504949,0.2582899329461509,0.03208032760061674
"Wetaskiwin Population Center, AB, Canada",0.6358706390977374,0.1402859117692959,0.1540012724151481,0.06984217671781845
"Warman Population Center, SK, Canada",0.2992939703834721,0.41691048648282686,0.2358678263184579,0.0479277168152432
"Sydney Mines Population Center, NS, Canada",0.5216654687829068,0.3100366534295911,0.14231011856731904,0.02598775922018303
"Thompson Population Center, MB, Canada",0.8249763481551561,0.13623462630085148,0.017975402081362345,0.02081362346263009
"Caledonia Population Center, ON, Canada",0.21195548991660138,0.2482575432308902,0.4473539818987128,0.09243298495379566
"Sainte-Agathe-des-Monts - Val-David Population Center, QC, Canada",0.5062423039394536,0.23961230070737782,0.19490660193958081,0.05923879341358788
"Quesnel Population Center, BC, Canada",0.7101276894267107,0.2184527607926523,0.04211799217115806,0.029301557609478713
"Grand Falls-Windsor Population Center, NL, Canada",0.8285444853662952,0.10634203483353909,0.02824803267174531,0.036865447128420464
"Williams Lake Population Center, BC, Canada",0.7474166278156419,0.16436360020691873,0.04259305600802849,0.045626715969410835
"Prince Rupert Population Center, BC, Canada",0.7375479427035772,0.24203129212652524,0.01662883432915003,0.0037919308407476002
"Uxbridge Population Center, ON, Canada",0.3479662279366553,0.1582714910876308,0.3487046800274572,0.14505760094825665
"Saint-Augustin Population Center, QC, Canada",0.1416464190063075,0.40615924466456105,0.37292833956446847,0.07926599676466303
"Hawkesbury Population Center, QC-ON, Canada",0.5730855141790475,0.18544605662161176,0.15399983901735498,0.08746859018198576
"Dawson Creek Population Center, BC, Canada",0.6975814159193209,0.1494040891323428,0.1031681608783558,0.04984633406998066
"Chatham - Douglastown Population Center, NB, Canada",0.6341425068947042,0.2560444096560037,0.08580685033472879,0.024006233114563118
"Sooke Population Center, BC, Canada",0.27444123646099966,0.14968461444144682,0.43644799083565483,0.13942615826189866
"Arnprior Population Center, ON, Canada",0.38661093575718186,0.15799030922393245,0.36931569208585086,0.08608306293303486
"Sainte-Anne-des-Plaines Population Center, QC, Canada",0.1997371419433506,0.2634643958928846,0.4238861015051872,0.11291236065857771
"Lavaltrie Population Center, QC, Canada",0.20226369488811316,0.33900736149781285,0.34943540513428584,0.1092935384797882
"Lachute Population Center, QC, Canada",0.48600318712810964,0.17235076697120585,0.25993320216518007,0.08171284373550435
"Saint-Amable Population Center, QC, Canada",0.19597783294692703,0.392118422876236,0.3696441351753559,0.042259609001481076
"Nelson Population Center, BC, Canada",0.6038247715352785,0.2384285996016951,0.13387359681435673,0.023873032048669696
"Ladysmith Population Center, BC, Canada",0.3732678311905896,0.33274309982950795,0.23094159592534344,0.06304747305455906
"Hauterive Population Center, QC, Canada",0.6830586867818528,0.2724832810677515,0.03212819798767422,0.012329834162721527
"Elliot Lake Population Center, ON, Canada",0.7725744877420578,0.11249379186887801,0.060402306023952544,0.05452941436511161
"Kenora Population Center, ON, Canada",0.7299601334002944,0.21712103928928783,0.02768024230562049,0.02523858500479702
"Weyburn Population Center, SK, Canada",0.7387589572172746,0.10065964862421806,0.09332909735887215,0.06725229679963535
"Dolbeau Population Center, QC, Canada",0.6792146519083031,0.1338730172256193,0.1356756310990119,0.05123669976706573
"Binbrook Population Center, ON, Canada",0.13883423463315278,0.3594916231681028,0.38375509004668046,0.11791905215206396
"Elmira Population Center, ON, Canada",0.46366454595860973,0.3529116617035911,0.15440660931366482,0.029017183024134214
"Sainte-Marie Population Center, QC, Canada",0.5504418649981894,0.21969738098550995,0.21087525947082192,0.01898549454547862
"Estevan Population Center, SK, Canada",0.7453512085711153,0.15525326673286416,0.07411940312157195,0.025276121574448755
"Martensville Population Center, SK, Canada",0.27951975509097804,0.5347520671962559,0.15364127436862537,0.03208690334414072
"Morinville Population Center, AB, Canada",0.25378346915017463,0.27590221187427244,0.4284051222351571,0.04190919674039581
"Matane Population Center, QC, Canada",0.8585299937887086,0.08482309005673874,0.0483803092765264,0.008266606878026182
"Wallaceburg Population Center, ON, Canada",0.5165467625899282,0.15539568345323745,0.29064748201438834,0.03741007194244605
"Blackfalds Population Center, AB, Canada",0.27294884885214576,0.4747056573083385,0.17831707174943565,0.07402842209008015
"Castlegar Population Center, BC, Canada",0.470274216509688,0.29534806707035566,0.21407133083451707,0.020306385585439304
"Marieville Population Center, QC, Canada",0.3044086431245726,0.2605634462194556,0.3702353337344147,0.06479257692155717
"Whistler Population Center, BC, Canada",0.6005560188398523,0.28801061924494914,0.08216339364162965,0.029269968273568873
"Gander Population Center, NL, Canada",0.8794692614785022,0.055349363154557185,0.029766241114059937,0.03541513425288059
"Bracebridge Population Center, ON, Canada",0.5176853138788818,0.23085397678795458,0.18961619424289028,0.06184451509027335
"Summerland Population Center, BC, Canada",0.44305769043888255,0.37829878792904986,0.14471205281722158,0.03393146881484603
"Selkirk Population Center, MB, Canada",0.5484080546167601,0.13021893978173604,0.28551307122037534,0.03585993438112858
"Port Elgin Population Center, ON, Canada",0.4177546285790287,0.3111699465678637,0.26342543810822544,0.00764998674488219
"Tottenham Population Center, ON, Canada",0.15991719754464437,0.2072986798576322,0.4241450879240744,0.20863903467364908
"Gibsons Population Center, BC, Canada",0.46905701722120624,0.3009734956164993,0.15400823279220183,0.07596125437009262
"Port Perry Population Center, ON, Canada",0.3712777499718537,0.15859344741195167,0.3442869410209909,0.12584186159520375
"Amherst Population Center, NS, Canada",0.6899558039225447,0.17159017742346758,0.11423841661110484,0.02421560204288278
"Listowel Population Center, ON, Canada",0.5651440219518369,0.16689826463990345,0.2220924678784455,0.04586524552981419
"Crystal Beach Population Center, ON, Canada",0.29756574971158906,0.32949408487801807,0.3020402743202675,0.07089989109012541
"Smiths Falls Population Center, ON, Canada",0.4907305983982898,0.18702371100959916,0.20945319243310553,0.11279249815900542
"Sechelt Population Center, BC, Canada",0.5757811186649806,0.22033767029669193,0.16132371187641226,0.042557499161915105
"Acton Population Center, ON, Canada",0.2536580845157083,0.26837105281152784,0.35286277352082857,0.12510808915193525
"Kincardine Population Center, ON, Canada",0.46013905038840724,0.36892210666978753,0.14683890848757644,0.024099934454228644
"Amos Population Center, QC, Canada",0.729309722220406,0.1401803537237132,0.08395512674607496,0.04655479730980576
"Whitecourt Population Center, AB, Canada",0.6567644528653181,0.15729634548916657,0.08249872869537653,0.10344047295013874
"Hinton Population Center, AB, Canada",0.7047387606318346,0.15431348724179833,0.07411907654921021,0.06682867557715674
"Morden Population Center, MB, Canada",0.6279322634863741,0.2913384830086449,0.047134504125315085,0.03359474937966605
"Baie-Comeau Population Center, QC, Canada",0.6614494381939546,0.2945682164555539,0.03150914387437022,0.012473201476121201
"Labrador City Population Center, NL, Canada",0.7190351492518862,0.26248388771054865,0.018480963037565194,0.0
"Shelburne Population Center, ON, Canada",0.24386920980926433,0.21662125340599453,0.2561307901907357,0.2833787465940055
"Olds Population Center, AB, Canada",0.6280588860877029,0.16621229870599602,0.13818904226431802,0.0675397729419831
"Taber Population Center, AB, Canada",0.7007468890491859,0.16590108693216493,0.11149741860712854,0.021854605411520546
"Donnacona Population Center, QC, Canada",0.3431518968744899,0.2936112485699881,0.3574397597028376,0.0057970948526843685
"Montmagny Population Center, QC, Canada",0.6874796291255463,0.1796653220229596,0.1057963579229758,0.027058690928518432
"Saint-Sauveur-des-Monts Population Center, QC, Canada",0.3302113247723635,0.27265888777534597,0.28511520375268334,0.11201458369960715
"Campbellton Population Center, NB, Canada",0.7891128477977499,0.16173385961353745,0.0408002104062471,0.008353082182465417
"Bridgewater Population Center, NS, Canada",0.6510067114093959,0.21308724832214765,0.09899328859060405,0.036912751677852344
"Embrun Population Center, ON, Canada",0.28112915699922664,0.18883816081630614,0.4976498765062495,0.03238280567821769
"Coaldale Population Center, AB, Canada",0.3512121235700557,0.48708312993875735,0.12709128994741897,0.03461345654376786
"Oromocto Population Center, NB, Canada",0.7160313156057544,0.234681130879467,0.046693471750842805,0.0025940817639357105
"Shediac Population Center, NB, Canada",0.44684272211546033,0.3744850966062251,0.16788405278111196,0.010788128497202721
