longname,Citizen by Birth %,Citizen by Naturalization %,Non-citizen %,Born outside US %,Born in us outside state %,Born in state of residence %,Only English at Home %,Spanish at Home %,Other at Home %,geoid
"Iron County, Utah, USA",0.9599025770518811,0.018911513458335614,0.021185909489783317,0.04009742294811871,0.3875248482243586,0.5723777288275228,0.914686908486885,0.060146019237455085,0.02516707227565978,49021
"Colbert County, Alabama, USA",0.983060099667189,0.007008399513990392,0.009931500818820554,0.016939900332810915,0.2088608709433157,0.7741992287238735,0.9774842837689108,0.014326487212490918,0.008189229018598273,01033
"Scott County, Kentucky, USA",0.9745321413972666,0.011107754100982773,0.014360104501750546,0.02546785860273331,0.2757566602093585,0.6987754811879081,0.9617771535935928,0.025165588051090274,0.013057258355316848,21209
"Vermilion Parish, Louisiana, USA",0.9779871369075885,0.012466149844556131,0.009546713247855356,0.022012863092411322,0.09927398948259769,0.8787131474249911,0.8901710573754266,0.01465021716587241,0.09517872545870089,22113
"Waller County, Texas, USA",0.8819565804882441,0.04390595441852068,0.07413746509323516,0.11804341951175547,0.20255832807855156,0.679398252409693,0.7316720907392795,0.25473242311617694,0.013595486144543598,48473
"Hawkins County, Tennessee, USA",0.9904934598524726,0.0032568702357269872,0.006249669911800438,0.009506540147527432,0.29475555868528075,0.6957379011671918,0.982585089290661,0.01218859074036455,0.005226319968974486,47073
"Chisago County, Minnesota, USA",0.9783766510438858,0.011308762959806784,0.01031458599630733,0.021623348956114122,0.20123206930833654,0.7771445817355493,0.9698291257025772,0.015038442017407056,0.015132432280015809,27025
"Carter County, Tennessee, USA",0.9831281704263098,0.005165810972525873,0.011706018601164268,0.01687182957369014,0.32877917750961877,0.6543489929166911,0.9764536367560287,0.013901299432017896,0.00964506381195344,47019
"Hardin County, Texas, USA",0.9818437744993229,0.007127075760815353,0.011029149739861748,0.0181562255006771,0.1924666809208178,0.789377093578505,0.951305239958962,0.038929209256374095,0.009765550784663898,48199
"Cherokee County, South Carolina, USA",0.9763184115009608,0.007383816098498355,0.016297772400540898,0.023681588499039227,0.28239982919365164,0.6939185823073091,0.9565726590982072,0.033906949507924354,0.009520391393868424,45021
"Marion County, West Virginia, USA",0.9912364903299203,0.004692832764505107,0.004070676905574507,0.008763509670079639,0.20943543799772407,0.7818010523321962,0.9801648537769581,0.006699537054461983,0.013135609168579915,54049
"Pearl River County, Mississippi, USA",0.9851354248552848,0.009379689844922474,0.005484885299792757,0.01486457514471521,0.552508397055671,0.43262702779961376,0.9738217911804818,0.017540536444915905,0.008637672374602225,28109
"Taney County, Missouri, USA",0.9728040963941705,0.019461453074085987,0.007734450531743489,0.02719590360582953,0.5209653740108126,0.45183872238335787,0.944458125745894,0.039762071643713655,0.015779802610392336,29213
"Lafayette County, Mississippi, USA",0.9627110736267878,0.015055538607856137,0.022233387765356126,0.0372889263732123,0.38213074452240386,0.5805803291043838,0.9583900483968543,0.014859346642468215,0.026750604960677563,28071
"Eagle County, Colorado, USA",0.8466234535758534,0.05731420465767681,0.09606234176646973,0.1533765464241468,0.5400499165065629,0.3065735370692903,0.7417095699576016,0.21577831617201673,0.04251211387038166,08037
"Campbell County, Virginia, USA",0.9688982319965502,0.012343682621819743,0.018758085381630013,0.031101768003449732,0.25540822193474166,0.7134900100618087,0.9596865988769161,0.02263241766580665,0.017680983457277272,51031
"Whiteside County, Illinois, USA",0.9689086748194236,0.014392476578702705,0.016698848601873723,0.031091325180576508,0.2331938782807688,0.7357147965386547,0.9268606698600834,0.05121457106613369,0.021924759073782864,17195
"La Plata County, Colorado, USA",0.9729491854220178,0.014297774504697075,0.012753040073285066,0.027050814577982155,0.6094336572485763,0.3635155281734415,0.91584102467508,0.05070634771143347,0.033452627613486524,08067
"Tuolumne County, California, USA",0.9472513651468133,0.03459297127595027,0.018155663577236514,0.052748634853186926,0.20339477282088164,0.7438565923259314,0.9196391293847378,0.05206473129637121,0.02829613931889108,06109
"Hancock County, Maine, USA",0.9719934377186418,0.013858627924147715,0.014147934357210505,0.02800656228135828,0.3812897000346421,0.5907037376839996,0.9705148065915533,0.006133233647715636,0.02335195976073104,23009
"Lenoir County, North Carolina, USA",0.960429314830876,0.018755420641804,0.020815264527320063,0.03957068516912402,0.18274790401850238,0.7776814108123736,0.9241133801603859,0.06765679725927759,0.008229822580336447,37107
"Seneca County, Ohio, USA",0.9839212558459921,0.00890040967262448,0.007178334481383485,0.016078744154007868,0.10789254250806625,0.8760287133379259,0.9654154930926788,0.02075070414439267,0.01383380276292848,39147
"Aguadilla Municipio, Puerto Rico, USA",0.9886468248957417,0.004237705327226839,0.007115469777031386,0.01135317510425823,0.08564821344399098,0.9029986114517509,0.045212907368289146,0.9537581570981245,0.0010289355335863287,72005
"Loudon County, Tennessee, USA",0.9408636773445693,0.0225027139413789,0.036633608714051705,0.05913632265543071,0.39805700196875776,0.5428066753758115,0.9312658301270278,0.05442663521586969,0.014307534657102506,47105
"Grady County, Oklahoma, USA",0.9820968596430333,0.00834870932972837,0.009554431027238323,0.017903140356966687,0.2611483585743244,0.720948501068709,0.9712401361596781,0.024176079220176512,0.0045837846201454485,40051
"Camden County, Georgia, USA",0.9584930698908877,0.020311117664405808,0.02119581244470655,0.04150693010911234,0.6097390150398123,0.34875405485107547,0.944548853587608,0.03467922214089302,0.020771924271498952,13039
"Jefferson County, Tennessee, USA",0.9758480239192706,0.00851752268326801,0.015634453397461345,0.024151976080729436,0.36661150376862356,0.609236520150647,0.9572299795903213,0.029049135983001233,0.013720884426677512,47089
"Franklin County, Virginia, USA",0.9765279749073739,0.011364378690179335,0.012107646402446846,0.02347202509262614,0.2782171369704285,0.6983108379369454,0.9686566595704793,0.019795918706512858,0.01154742172300775,51067
"Vega Baja Municipio, Puerto Rico, USA",0.9928221402778646,0.002127605274567012,0.005050254447568402,0.007177859722135411,0.05149754828424973,0.941324591993615,0.044698011454391305,0.9549974694332631,0.0003045191123455707,72145
"Dickson County, Tennessee, USA",0.9838148148148148,0.0101296296296296,0.006055555555555548,0.016185185185185125,0.310388888888889,0.6734259259259259,0.9801109537299338,0.014006924771797276,0.005882121498268806,47043
"Saline County, Kansas, USA",0.9530876457390856,0.024568759424767366,0.02234359483614706,0.046912354260914314,0.24425319062856304,0.7088344551105227,0.923605671314429,0.04850775497415004,0.027886573711420882,20169
"Watauga County, North Carolina, USA",0.9681380254082143,0.013425300959742566,0.01843667363204317,0.03186197459178588,0.3685300589899595,0.5996079664182546,0.9449110483316789,0.02834618614949991,0.026742765518821137,37189
"Johnson County, Missouri, USA",0.9731485089721464,0.012507190706823315,0.01434430032103034,0.026851491027853513,0.39451465048525597,0.5786338584868905,0.9583588850863485,0.014698027734367214,0.02694308717928419,29101
"Pulaski County, Missouri, USA",0.944650205761317,0.03542835765057976,0.01992143658810319,0.055349794238683137,0.6189861578750473,0.3256640478862695,0.8811434302908726,0.059177532597793195,0.059679037111334175,29169
"Washington County, Virginia, USA",0.9864622108635664,0.0065188806785562445,0.007018908457877307,0.013537789136433512,0.39555901253773457,0.5909031983258318,0.9759045434392891,0.014495826666923693,0.009599629893787246,51191
"Elko County, Nevada, USA",0.9301572444777241,0.03463122426057644,0.03521153126169956,0.06984275552227658,0.5528453762635718,0.37731186821415164,0.8204358685143387,0.15015710602642782,0.02940702545923344,32007
"Coffee County, Alabama, USA",0.9595407436976828,0.017080352272763992,0.023378904029553182,0.04045925630231707,0.39988265432504505,0.5596580893726378,0.9290963321205796,0.04790497792561692,0.02299868995380352,01031
"Boone County, Illinois, USA",0.9073182564561875,0.04101358411703243,0.051668159426780116,0.09268174354381255,0.19534632034632066,0.7119719361098669,0.8104162556717298,0.16589070822647498,0.023693036101795174,17007
"Roane County, Tennessee, USA",0.9839438786037177,0.012867405698422504,0.0031887156978598024,0.01605612139628236,0.3242548721700146,0.6596890064337031,0.9725753687633452,0.008031499147877536,0.019393132088777392,47145
"Fulton County, New York, USA",0.983765022019855,0.01181234604762266,0.004422631932522208,0.016234977980144748,0.10771068149585711,0.8760543405239981,0.9736314693284082,0.013695131056706089,0.012673399614885804,36035
"Tuscola County, Michigan, USA",0.992118014307583,0.004409829874643738,0.003472155817773443,0.00788198569241713,0.08368589462766599,0.9084321196799169,0.9767558710350487,0.011444929882605306,0.011799199082346033,26157
"McMinn County, Tennessee, USA",0.969942523320456,0.010138509375294456,0.01991896730424959,0.030057476679544014,0.32610948836332854,0.6438330349571275,0.9560319042871386,0.0336989032901296,0.010269192422731804,47107
"Gila County, Arizona, USA",0.9711525812332036,0.015485519911296555,0.013361898855499831,0.028847418766796317,0.4400405931104467,0.531111988122757,0.8383078172347548,0.0817769503475866,0.07991523241765856,04007
"Jessamine County, Kentucky, USA",0.9509959257582616,0.023332578844122556,0.025671495397615818,0.04900407424173821,0.26261883205070136,0.6883770937075605,0.9300839795877365,0.026901595210350807,0.0430144252019127,21113
"Jackson County, Illinois, USA",0.9427490871152846,0.020493330352485094,0.03675758253223032,0.05725091288471525,0.2345368507340339,0.7082122363812509,0.9063483942065496,0.044336429471032585,0.04931517632241786,17077
"Madison County, Idaho, USA",0.9622589693795485,0.014260774044214294,0.023480256576237316,0.03774103062045165,0.5082092626375572,0.45404970674199113,0.8958256930212491,0.06622802286700459,0.03794628411174631,16065
"Navarro County, Texas, USA",0.86832472836557,0.04490637281343913,0.08676889882099094,0.1316752716344302,0.14473684210526302,0.7235878862603068,0.7422757320181527,0.23667032762086346,0.021053940360983937,48349
"Kerr County, Texas, USA",0.9324187670527181,0.032893858159546575,0.03468737478773538,0.06758123294728197,0.30070023468355916,0.6317185323691589,0.8682697334030322,0.12350717761067978,0.008223088986288126,48265
"Columbia County, Oregon, USA",0.9739600236727057,0.017544529504973188,0.008495446822321067,0.02603997632729428,0.4313396078730836,0.5426204157996222,0.96676213141866,0.019180347706829106,0.014057520874510917,41009
"Jackson County, Alabama, USA",0.9826063789297403,0.008221055035396212,0.009172566034863421,0.0173936210702595,0.3209636903402595,0.661642688589481,0.9773274478330658,0.01839887640449433,0.004273675762439823,01071
"Culpeper County, Virginia, USA",0.9193402664308644,0.03719651679129587,0.04346321677783968,0.08065973356913564,0.3426308606139826,0.5767094058168818,0.879465201164746,0.08688430463847754,0.03365049419677641,51047
"St. Charles Parish, Louisiana, USA",0.9616874320276277,0.020224761977447492,0.01808780599492473,0.038312567972372265,0.15557802751330854,0.8061094045143192,0.9321872979961215,0.04532967032967031,0.022483031674208148,22089
"Grundy County, Illinois, USA",0.9585593155603085,0.02333664349553131,0.018104040944160186,0.041440684439691323,0.14070735619891428,0.8178519593613944,0.9321166845983634,0.05091248655122748,0.016970828850409174,17063
"Worcester County, Maryland, USA",0.9523766559210014,0.025762083557580542,0.02186126052141819,0.04762334407899845,0.408388414565639,0.5439882413553624,0.9368136127108457,0.022820970305753054,0.040365416983401126,24047
"Washington County, Oklahoma, USA",0.9591271810927416,0.016456034515673297,0.024416784391585004,0.0408728189072584,0.3648390668550268,0.5942881142377147,0.9315397452073753,0.0439374821930073,0.02452277259961739,40147
"Ashland County, Ohio, USA",0.98533935964146,0.006380796839986326,0.008279843518553699,0.014660640358539962,0.14884727866610944,0.8364920809753507,0.9392428476648103,0.0066949476266109295,0.05406220470857883,39005
"Calumet County, Wisconsin, USA",0.9695173419275629,0.01701580724370778,0.013466850828729261,0.030482658072437083,0.1402892879066909,0.829228054020872,0.9455454563857568,0.02664021538897545,0.027814328225267713,55015
"Warren County, Iowa, USA",0.9836296324862134,0.011472754618024734,0.004897612895761827,0.01637036751378662,0.19430411476611045,0.789325517720103,0.9737375806616818,0.013028782136638318,0.013233637201679806,19181
"Rusk County, Texas, USA",0.9289520764340911,0.019470138175174113,0.0515777853907349,0.07104792356590933,0.18101709108903388,0.7479349853450568,0.8580411124546551,0.13480451430874674,0.0071543732365981225,48401
"Hoke County, North Carolina, USA",0.9400985259445265,0.022714638961835593,0.03718683509363795,0.05990147405547356,0.41139373957714304,0.5287047863673834,0.890501953084202,0.08604014789129569,0.02345789902450237,37093
"Grant County, Wisconsin, USA",0.984102662325225,0.007469833365255715,0.008427504309519294,0.015897337674775067,0.3066079295154188,0.6774947328098061,0.9492519740982076,0.013986155938534073,0.03676186996325828,55043
"Darke County, Ohio, USA",0.9952159570979379,0.002604216902332211,0.0021798259997299254,0.004784042902062156,0.18677057813615233,0.8084453789617855,0.9848966776795058,0.0076747860704684786,0.007428536250025705,39037
"Harrisonburg city-County, Virginia, USA",0.8420344973301067,0.05218777611309588,0.10577772655679747,0.15796550266989354,0.36857977027390443,0.47345472705620206,0.7442493397576758,0.16930427595105146,0.08644638429127267,51660
"Waupaca County, Wisconsin, USA",0.9836002240723213,0.007147134385443015,0.009252641542235674,0.016399775927678772,0.1542815198284694,0.8293187042438518,0.9599463512772055,0.028714259586660885,0.011339389136133592,55135
"Ogle County, Illinois, USA",0.9627512696236508,0.01604649815590786,0.021202232220441392,0.037248730376349314,0.1725722671712979,0.7901790024523527,0.9284897725880861,0.06034377168987085,0.011166455722043056,17141
"Oktibbeha County, Mississippi, USA",0.9607316075498159,0.010245622236506368,0.029022770213677745,0.03926839245018401,0.2763785815851499,0.6843530259646661,0.9558733024248144,0.01019570836581461,0.033930989209370994,28105
"St. Martin Parish, Louisiana, USA",0.9836444742117747,0.00593710362244657,0.010418422165778714,0.016355525788225307,0.0772554346893674,0.9063890395224072,0.8756884374075041,0.02062760505784815,0.10368395753464771,22099
"Nye County, Nevada, USA",0.9159613541999354,0.041460396039604296,0.042578249760460346,0.08403864580006432,0.7086793356755016,0.20728201852443412,0.8792923603287854,0.0924396044561272,0.02826803521508739,32023
"Cass County, Michigan, USA",0.9811744654477843,0.009451502943910735,0.009374031608304913,0.018825534552215646,0.5012008057018901,0.47997365974589434,0.9648776316325284,0.016756932850103875,0.018365435517367724,26027
"Franklin County, Kentucky, USA",0.9572867748787,0.01163311833823728,0.03108010678306279,0.04271322512130018,0.24392525185603842,0.7133615230226614,0.9350654715188567,0.029534470651410613,0.035400057829732726,21073
"Wayne County, Pennsylvania, USA",0.9638982124736554,0.024158925923034966,0.011942861603309665,0.03610178752634449,0.4042229334165952,0.5596752790570604,0.9437450426081478,0.026317395106672706,0.029937562285179513,42127
"Henry County, Virginia, USA",0.9710437183076531,0.01871683928186855,0.010239442410478286,0.02895628169234691,0.25508545920864595,0.7159582590990072,0.9376963028349722,0.05127994580502128,0.011023751360006578,51089
"Humacao Municipio, Puerto Rico, USA",0.9841594740547455,0.009863844498182643,0.005976681447071913,0.01584052594525453,0.060142971902625526,0.92401650215212,0.04775950950897491,0.9485242842331484,0.0037162062578766667,72069
"Bristol County, Rhode Island, USA",0.9005944863637029,0.07670773575762371,0.022697777878673393,0.09940551363629728,0.4438213896829896,0.4567730966807131,0.8713300467753259,0.016702125106332413,0.11196782811834156,44001
"Medina County, Texas, USA",0.9422489991676246,0.03172935907091051,0.02602164176146496,0.05775100083237515,0.20363470609219578,0.7386142930754291,0.7297621301028453,0.26020569121080234,0.01003217868635244,48325
"Dearborn County, Indiana, USA",0.9894640947439299,0.006416603952944904,0.004119301303125114,0.010535905256070031,0.6042104012357904,0.3852536935081396,0.9804650774084366,0.009882372605143856,0.009652549986419574,18029
"Columbus County, North Carolina, USA",0.9689940552511949,0.008975405058864707,0.022030539689940534,0.03100594474880523,0.1982360026421104,0.7707580526090843,0.9350010252204222,0.05288086938691843,0.012118105392659454,37047
"Somerset County, Maine, USA",0.983876725368872,0.008805330794859597,0.0073179438362684195,0.016123274631127872,0.2778438838648261,0.7060328415040461,0.9721869734351274,0.006178361174096626,0.021634665390776103,23025
"Venango County, Pennsylvania, USA",0.9915370965115455,0.005038171847186273,0.0034247316412681877,0.008462903488454441,0.12141459576051886,0.8701225007510267,0.9808356244219877,0.00624376354629131,0.012920612031721115,42121
"Cherokee County, Texas, USA",0.8987441507867252,0.028361919999491367,0.0728939292137834,0.101255849213275,0.14904508064331923,0.7496990701434058,0.796582924402061,0.19930296421591778,0.004114111382021194,48073
"Gibson County, Tennessee, USA",0.98456581407375,0.006444170412506469,0.00899001551374357,0.015434185926250074,0.2492740363578497,0.7352917777159003,0.9702364571646308,0.015410995152310637,0.014352547683058511,47053
"Lincoln County, Oregon, USA",0.9530541852163799,0.018930734368106505,0.028015080415513562,0.04694581478362017,0.5428749047447152,0.4101792804716646,0.9278652815013404,0.05586042225201072,0.016274296246648858,41041
"Bedford County, Tennessee, USA",0.9421353057040641,0.01621980142300114,0.04164489287293475,0.05786469429593605,0.29225790891184733,0.6498773967922167,0.884112310642791,0.10071756416057918,0.015170125196629783,47003
"Polk County, Texas, USA",0.9488373977153042,0.023090010532285474,0.028072591752410316,0.051162602284695644,0.21291420238191697,0.7359231953333873,0.8600273492585786,0.12463142600743563,0.01534122473398566,48373
"Carroll County, New Hampshire, USA",0.9752835922266226,0.0185711162676895,0.006145291505687844,0.024716407773377344,0.6104430488776357,0.36484054334898697,0.9722086524751115,0.008050913531808592,0.019740433993079974,33003
"Lamar County, Texas, USA",0.9637907554273812,0.018845630056877366,0.017363614515741407,0.03620924457261871,0.21549307057598333,0.748297684851398,0.9225242178645512,0.05555674357932542,0.021919038556123437,48277
"Buffalo County, Nebraska, USA",0.9552969502407708,0.019201444622792708,0.02550160513643651,0.04470304975922922,0.2068820224719094,0.7484149277688614,0.9173723817078665,0.05803657569195791,0.02459104260017556,31019
"Newaygo County, Michigan, USA",0.9785712847159285,0.00801562846152305,0.013413086822548562,0.021428715284071642,0.11884478279258144,0.859726501923347,0.9473133882463405,0.03663949468652618,0.016047117067133333,26123
"Knox County, Illinois, USA",0.9686211224672766,0.0060366983443906255,0.025342179188332748,0.03137887753272348,0.17761440838363668,0.7910067140836398,0.9396779163764533,0.03351695899027027,0.026805124633276497,17095
"Franklin County, Vermont, USA",0.9741718925872326,0.017989226563756282,0.007838880849011113,0.02582810741276732,0.26163772310660877,0.712534169480624,0.9648789849664142,0.00620535238298328,0.02891566265060255,50011
"Queen Anne's County, Maryland, USA",0.9560523733603417,0.023106206802321196,0.020841419837337165,0.04394762663965831,0.33408693584491256,0.6219654375154291,0.9489974278105986,0.033243587550148876,0.017758984639252514,24035
"Wilson County, Texas, USA",0.9564953214242313,0.018795317373516453,0.024709361202252252,0.043504678575768646,0.19388747113865593,0.7626078502855755,0.7921466643741403,0.19302355570839075,0.014829779917469088,48493
"Winona County, Minnesota, USA",0.968793174785626,0.012607722648404212,0.01859910256596973,0.03120682521437402,0.314359744825448,0.6544334299601781,0.9463969918293983,0.016482365565118208,0.03712064260548359,27169
"Laurens County, Georgia, USA",0.9864639648794764,0.0036380634933539198,0.009897971627169624,0.013536035120523484,0.1575748953294588,0.8288890695500178,0.9750141224525269,0.017251118932777074,0.0077347586146960644,13175
"Logan County, Oklahoma, USA",0.9658606264666874,0.01522293643505757,0.018916437098255117,0.034139373533312825,0.33755739210284835,0.6283032343638388,0.9437311914092098,0.04639632813007447,0.009872480460715767,40083
"Montgomery County, New York, USA",0.9677644605112576,0.020972210085866076,0.011263329402876325,0.03223553948874248,0.14593791730485367,0.8218265432064039,0.8747281393916297,0.07577717284780044,0.04949468776056965,36057
"Douglas County, Nevada, USA",0.9359412506611335,0.036209772570080165,0.027848976768786362,0.06405874933886649,0.7604052239716831,0.17553602668945034,0.8880306442447331,0.0817250015785153,0.03024435417675155,32005
"St. Mary Parish, Louisiana, USA",0.9573045887028784,0.017543859649122834,0.025151551647998757,0.04269541129712147,0.10466096591593438,0.8526436227869442,0.9123044815938378,0.050495922889907244,0.03719959551625479,22101
"Dale County, Alabama, USA",0.9665684764756456,0.016948962068490083,0.016482561455864398,0.03343152352435464,0.4309582537472055,0.5356102227284398,0.9371912357653094,0.04325631092261951,0.01955245331207117,01045
"Henry County, Illinois, USA",0.9841131708896624,0.008115437545535481,0.007771391564802022,0.015886829110337577,0.21128470816805553,0.7728284627216069,0.9639185174101704,0.03090866340337293,0.005172819186456589,17073
"Burnet County, Texas, USA",0.9195440277548322,0.03388815463406581,0.04656781761110196,0.08045597224516815,0.28421856930447703,0.6353254584503547,0.8512015992351472,0.13899873973317234,0.009799661031680507,48053
"Atascosa County, Texas, USA",0.9318667323966807,0.02300550488866976,0.04512776271464954,0.06813326760331928,0.11506860570207865,0.8167981266946021,0.6082433150345314,0.3800026562776696,0.011754028687798807,48013
"Fremont County, Colorado, USA",0.9756157283653355,0.011039239292345996,0.013345032342318477,0.02438427163466449,0.5349031770971493,0.44071255126818615,0.9383699925618956,0.04573371586441403,0.015896291573690387,08043
"Henry County, Indiana, USA",0.9926929610905295,0.004605276623615852,0.002701762285854653,0.0073070389094704764,0.1913748285813699,0.8013181325091596,0.9842467081869706,0.011249272676335622,0.004504019136693759,18065
"Edgecombe County, North Carolina, USA",0.971880102400774,0.011127013243564675,0.016992884355661243,0.02811989759922593,0.15356084581426763,0.8183192565865064,0.9459707742266279,0.04875235002563669,0.005276875747735425,37065
"Vernon Parish, Louisiana, USA",0.9649437469427687,0.021563671938692214,0.013492581118539028,0.0350562530572313,0.47150660361976127,0.4934371433230074,0.9237734679419057,0.042397272405242714,0.03382925965285161,22115
"Duplin County, North Carolina, USA",0.867840953267133,0.026122042445030864,0.10603700428783629,0.13215904673286702,0.1553552064972201,0.7124857467699129,0.7786923482950283,0.20237845622471465,0.018929195480257135,37061
"Halifax County, North Carolina, USA",0.978596498346554,0.008683126737132563,0.012720374916313348,0.02140350165344588,0.19896127082023138,0.7796352275263227,0.9655653293284704,0.02261317313881137,0.011821497532718267,37083
"Tioga County, New York, USA",0.980871785368666,0.011880494986307513,0.007247719645026441,0.019128214631334114,0.3215351987975382,0.6593365865711276,0.975234212352533,0.008175746009715417,0.016590041637751424,36107
"Curry County, New Mexico, USA",0.9130470481977168,0.027547417686181304,0.05940553411610204,0.08695295180228185,0.4540397405369916,0.4590073076607265,0.7429298453159539,0.24064194995647298,0.016428204727573052,35009
"Lincoln Parish, Louisiana, USA",0.9650521532582877,0.016503149850253043,0.018444696891459264,0.03494784674171226,0.20590726014664895,0.7591448931116388,0.9547807851104266,0.015291521943333974,0.029927692946239426,22061
"Boyd County, Kentucky, USA",0.9867278889723543,0.005159147972586145,0.008112963055059513,0.013272111027645703,0.354355850635668,0.6323720383366862,0.9780065621754709,0.011554761364528737,0.010438676460000395,21019
"Shelby County, Ohio, USA",0.9842258885875752,0.00894280332042979,0.006831308091994976,0.015774111412424744,0.13679176930879564,0.8474341192787797,0.9796004159568112,0.007633249994468682,0.012766334048720043,39149
"Crittenden County, Arkansas, USA",0.9829119947039596,0.005937357772353008,0.01115064752368737,0.017088005296040366,0.4507219992552438,0.5321899954487158,0.9773464230605811,0.013574255875841303,0.009079321063577577,05035
"Le Flore County, Oklahoma, USA",0.9661408869435956,0.008960277479560668,0.024898835576843744,0.03385911305640445,0.5223594020976128,0.44378148484598284,0.9428615465915094,0.04756033116082452,0.009578122247666037,40079
"Shelby County, Kentucky, USA",0.9336238281649492,0.018098923496152306,0.04827724833889863,0.06637617183505107,0.2597604247269941,0.6738634034379548,0.897568745064147,0.07910220846065008,0.023329046475202973,21211
"Carter County, Oklahoma, USA",0.962371626959378,0.014822668496112471,0.022805704544509663,0.03762837304062199,0.3002993638518145,0.6620722631075634,0.9213014584541278,0.04865973863788422,0.030038802907987997,40019
"Bingham County, Idaho, USA",0.9526714345814051,0.022086663862010976,0.025241901556584,0.04732856541859466,0.2687000420698354,0.6839713925115699,0.8595722459358829,0.12033421124330175,0.02009354282081551,16011
"Whitman County, Washington, USA",0.8942880262256989,0.03276137518932686,0.07295059858497416,0.10571197377430086,0.4038425628151136,0.4904454634105856,0.865466583006989,0.03855557238365153,0.09597784460935942,53075
"Greene County, New York, USA",0.9430308582850956,0.04118602423687171,0.015783117478032776,0.056969141714904525,0.14769083413151207,0.7953400241535834,0.9247784720559101,0.03263591038732008,0.04258561755676986,36039
"Santa Cruz County, Arizona, USA",0.6735351747677145,0.19514147862545522,0.13132334660683034,0.3264648252322862,0.1850915449929418,0.488443629774772,0.20823452356754069,0.785057704903223,0.006707771529236393,04023
"Val Verde County, Texas, USA",0.7780266711327896,0.10794062846735238,0.11403270039985794,0.22197332886721063,0.14863818117110153,0.6293884899616878,0.332497034942067,0.6598850469847645,0.007617918073168517,48465
"Goodhue County, Minnesota, USA",0.9772435425131044,0.008904700755741724,0.013851756731153813,0.02275645748689549,0.20373450097888515,0.7735090415342194,0.9653795534140845,0.022842356510294773,0.011778090075620735,27049
"Bedford County, Pennsylvania, USA",0.9927088352992939,0.004378889144964282,0.002912275555741781,0.007291164700706053,0.19063881497621954,0.8020700203230744,0.9719966457763262,0.0073704651778621665,0.020632889045811682,42009
"Franklin County, New York, USA",0.9597049754146179,0.023856154679556676,0.01643886990582555,0.040295024585382026,0.182890240853404,0.7768147345612139,0.9278709338470298,0.025152138697955302,0.04697692745501508,36033
"Noble County, Indiana, USA",0.9451927346541772,0.02355528302285749,0.03125198232296531,0.05480726534582268,0.19326327363457615,0.7519294610196011,0.85860822413014,0.08330320831450526,0.05808856755535469,18113
"Jackson County, Florida, USA",0.9763247134208499,0.009424345184846238,0.014250941394303851,0.023675286579149933,0.3692762186115205,0.6070484948093295,0.9422651025106895,0.04021488871834236,0.017520008770968067,12063
"Chenango County, New York, USA",0.9814570034277067,0.010737623125655757,0.007805373446637499,0.01854299657229289,0.15164197807229138,0.8298150253554156,0.9681253854701423,0.016769887511416722,0.015104727018440962,36017
"Bonner County, Idaho, USA",0.9814763021449625,0.008024784320475029,0.010498913534562492,0.018523697855037567,0.6960693616746633,0.28540694047029924,0.9765974765974766,0.013679735901958026,0.009722787500565183,16017
"Cherokee County, Oklahoma, USA",0.9708922569598579,0.0101253514279071,0.018982391612235,0.029107743040141982,0.28450335045553604,0.6863889065043219,0.9187230796841348,0.04141241923905255,0.039864501076812595,40021
"Río Grande Municipio, Puerto Rico, USA",0.9835607810203654,0.007285324375393643,0.009153894604241014,0.016439218979634688,0.06210371614528668,0.9214570648750787,0.03959706720623106,0.9593803711681135,0.0010225616256554183,72119
"Campbell County, Wyoming, USA",0.971405962616023,0.012040720304546776,0.016553317079430176,0.028594037383977148,0.5471790923478336,0.4242268702681893,0.9370544133204545,0.056138172117197925,0.006807414562347659,56005
"Cabo Rojo Municipio, Puerto Rico, USA",0.9880730858858061,0.004378053653787139,0.007548860460406762,0.011926914114193905,0.07300683721516145,0.9150662486706446,0.027263970943796505,0.9719719257856401,0.0007641032705634691,72023
"Coles County, Illinois, USA",0.981153506373312,0.008834293887509974,0.010012199739177932,0.01884649362668807,0.1722687308064452,0.8088847755668668,0.9633688303654279,0.013499182537227762,0.02313198709734445,17029
"Cortland County, New York, USA",0.9737357398263239,0.017048356887451068,0.009215903286225102,0.02626426017367614,0.12589392133492308,0.8478418184914007,0.9540204104519457,0.008814623752383094,0.037164965795671155,36023
"Nelson County, Kentucky, USA",0.9843238587424634,0.00805340223944875,0.007622739018087851,0.015676141257536618,0.1965116279069771,0.7878122308354862,0.9739726655659512,0.011511649238671809,0.014515685195377003,21179
"Barron County, Wisconsin, USA",0.9713512003266782,0.010831954265081968,0.017816845408239922,0.02864879967332205,0.2484686969416935,0.7228825033849845,0.9569211923233975,0.020121591579329315,0.02295721609727322,55005
"Chambers County, Texas, USA",0.9181342112822326,0.03380692489559623,0.04805886382217112,0.08186578871776744,0.22129173387542272,0.6968424774068098,0.798854383639462,0.19255349365650454,0.008592122704033324,48071
"Juana Díaz Municipio, Puerto Rico, USA",0.9953548631738608,0.0019265544440208514,0.002718582382118314,0.00464513682613917,0.021814818206809868,0.9735400449670509,0.02745190813472267,0.9725480918652774,0.0,72075
