longname,Citizen by Birth %,Citizen by Naturalization %,Non-citizen %,Born outside US %,Born in us outside state %,Born in state of residence %,Only English at Home %,Spanish at Home %,Other at Home %,geoid
"Bexar County, Texas, USA",0.8688155709808653,0.057875460427442356,0.0733089685916924,0.13118442901913496,0.24076653146381333,0.6280490395170517,0.6171485423536736,0.34414139079592426,0.038710066850402305,48029
"Broward County, Florida, USA",0.6517558854741997,0.21402640716114565,0.13421770736465466,0.3482441145258001,0.29891587246859913,0.35284001300560075,0.5814633248176013,0.27295493676768273,0.1455817384147159,12011
"Santa Clara County, California, USA",0.6006028060507699,0.21321908070548556,0.18617811324374467,0.3993971939492281,0.15182202997429756,0.4487807760764743,0.4632687861351932,0.17366539983248713,0.36306581403231963,06085
"Wayne County, Michigan, USA",0.9061572337621192,0.05495532693664775,0.03888743930123296,0.09384276623787963,0.15363220416352302,0.7525250295985974,0.8471157953856318,0.041072842261237766,0.11181136235313045,26163
"New York County, New York, USA",0.7207302975514057,0.14901647220986003,0.13025323023873414,0.27926970244859484,0.28427131780382126,0.43645897974758385,0.6165656155704092,0.2113672121144081,0.17206717231518268,36061
"Alameda County, California, USA",0.6705837236680955,0.18084099334588327,0.14857528298602138,0.3294162763319043,0.1767199926375575,0.4938637310305382,0.540131838163308,0.1604002079300281,0.299467953906664,06001
"Middlesex County, Massachusetts, USA",0.7809667422482663,0.1104846523770016,0.10854860537473217,0.21903325775173252,0.24797294092500238,0.5329938013232651,0.7258829508469472,0.06146146367332485,0.21265558547972802,25017
"Philadelphia County, Pennsylvania, USA",0.8566597754404426,0.07467933117651215,0.06866089338304517,0.1433402245595573,0.2134850467143434,0.6431747287260993,0.7627469511090278,0.10998366048388429,0.12726938840708796,42101
"Sacramento County, California, USA",0.7897296482239409,0.12285854073790942,0.08741181103814971,0.2102703517760587,0.176275491214665,0.6134541570092762,0.6761590550379293,0.1312940617415953,0.1925468832204754,06067
"Suffolk County, New York, USA",0.8450566424145524,0.09116916777661316,0.06377418980883463,0.1549433575854478,0.086357138394662,0.7586995040198903,0.7756987981855252,0.1408710896426986,0.0834301121717762,36103
"Palm Beach County, Florida, USA",0.7365289593197012,0.14808001171996707,0.11539102896033171,0.2634710406802969,0.42887985887432994,0.3076491004453732,0.6686743433283487,0.19474037058128138,0.1365852860903699,12099
"Bronx County, New York, USA",0.6579867323229949,0.17876754611999432,0.16324572155701075,0.3420132676770064,0.13010324121783898,0.5278834911051548,0.4175581516000398,0.47074504192286265,0.11169680647709754,36005
"Hillsborough County, Florida, USA",0.8173310081096884,0.09715487129943683,0.08551412059087479,0.18266899189031194,0.4238050276820114,0.39352598042767667,0.697675124905003,0.2319400052734418,0.07038486982155528,12057
"Orange County, Florida, USA",0.7767614289594864,0.11295302170504044,0.11028554933547309,0.22323857104051292,0.42932971334424236,0.3474317156152448,0.6251449239309552,0.26318261244514035,0.11167246362390457,12095
"Nassau County, New York, USA",0.7762369152837519,0.15308343805096308,0.07067964666528499,0.22376308471624862,0.07107329482425014,0.7051636204595012,0.7122359861439849,0.1273472105793508,0.1604168032766643,36059
"Franklin County, Ohio, USA",0.884717394514912,0.056369604704026945,0.05891300078106109,0.1152826054850877,0.2302439559134538,0.6544734386014585,0.8577806998606564,0.04011294722587472,0.10210635291346888,39049
"Travis County, Texas, USA",0.8258361959149547,0.06655571287156067,0.10760809121348455,0.17416380408504561,0.3147575120583372,0.5110786838566173,0.6998433515880046,0.2173486228448268,0.08280802556716856,48453
"Hennepin County, Minnesota, USA",0.8620858501609486,0.07592245192606668,0.0619916979129847,0.137914149839051,0.2876563726350741,0.5744294775258749,0.8187744250919067,0.05464418928428042,0.12658138562381285,27053
"Oakland County, Michigan, USA",0.8698512480119623,0.0690701054966929,0.06107864649134485,0.13014875198803788,0.1649778338232514,0.7048734141887106,0.844595806444113,0.026550164241516478,0.1288540293143706,26125
"Cuyahoga County, Ohio, USA",0.9245512310109952,0.04670811819566854,0.028740650793336105,0.07544876898900454,0.19205534386733691,0.7324958871436587,0.8787233712727299,0.0439613421082268,0.07731528661904323,39035
"Allegheny County, Pennsylvania, USA",0.9386763183225849,0.02998933127323653,0.03133435040417854,0.06132368167741495,0.17495671500637497,0.7637196033162102,0.9238693834057448,0.014820526941962297,0.061310089652293,42003
"Salt Lake County, Utah, USA",0.871047470833039,0.05328590142082654,0.07566662774613434,0.12895252916696212,0.2857369318632154,0.5853105389698225,0.7900382705947535,0.13414522278036087,0.07581650662488569,49035
"Contra Costa County, California, USA",0.7503804892422744,0.14331089184881077,0.10630861890891488,0.24961951075772745,0.1866572077002977,0.5637232815419749,0.6424423661832227,0.18373121844502427,0.17382641537175303,06013
"Fairfax County, Virginia, USA",0.6935301915002197,0.1808440338894952,0.12562577461028507,0.3064698084997815,0.4092068685082436,0.28432332299197494,0.6128841246539182,0.13410926827670297,0.2530066070693787,51059
"Wake County, North Carolina, USA",0.8652095503300887,0.06179176067924448,0.07299868899066686,0.13479044966991083,0.4342181523125072,0.43099139801758196,0.8251273425778146,0.07918462523533289,0.09568803218685248,37183
"Mecklenburg County, North Carolina, USA",0.8404890534285688,0.06059306947239946,0.09891787709903176,0.15951094657143078,0.4347819768497987,0.40570707657877053,0.7959851568343647,0.11607782947844898,0.08793701368718634,37119
"Fulton County, Georgia, USA",0.866012094747814,0.06302898014883297,0.07095892510335294,0.13398790525218585,0.4273629683623386,0.43864912638547554,0.8359207828225829,0.060511226489226515,0.10356799068819064,13121
"Collin County, Texas, USA",0.7818725530950431,0.10251207109180425,0.11561537581315254,0.21812744690495497,0.3520169536411399,0.4298555994539051,0.7043696634337777,0.11338069894619458,0.18224963762002777,48085
"Montgomery County, Maryland, USA",0.6775822386326674,0.184005892871001,0.13841186849633166,0.3224177613673308,0.41841535295588433,0.25916688567678486,0.5845967030739796,0.1710351777540518,0.24436811917196866,24031
"Pima County, Arizona, USA",0.8778654052941707,0.06445404772463097,0.05768054698119841,0.12213459470583007,0.4523367176683931,0.42552868762577667,0.7271157590776749,0.22503019850860917,0.04785404241371595,04019
"Honolulu County, Hawaii, USA",0.8053391763602928,0.12130520908709004,0.07335561455261715,0.19466082363970622,0.2753429496617382,0.5299962266985556,0.731962204524877,0.020229849367210256,0.2478079461079126,15003
"Fresno County, California, USA",0.8007695758361165,0.09048497233713734,0.10874545182674616,0.19923042416388279,0.11152170662413348,0.6892478692119837,0.5636800712016017,0.33671418827694954,0.0996057405214487,06019
"Westchester County, New York, USA",0.7468603911123546,0.14864909761945766,0.10449051126818766,0.2531396088876452,0.15531778254395648,0.5915426085683982,0.6610554732918951,0.20021079292734462,0.1387337337807602,36119
"St. Louis County, Missouri, USA",0.9238874156758855,0.04285549013370003,0.033257094190414456,0.07611258432411433,0.2536556643661103,0.6702317513097754,0.9051549052835055,0.021841922265339604,0.07300317245115484,29189
"Duval County, Florida, USA",0.8828793992861955,0.06659463146366836,0.05052596925013606,0.11712060071380502,0.40145515065038634,0.4814242486358086,0.8470100179100755,0.0723838660014337,0.08060611608849094,12031
"Marion County, Indiana, USA",0.9010790661982666,0.03208628403926805,0.06683464976246539,0.098920933801734,0.244420561460979,0.656658504737287,0.8587813811132498,0.0814459688471035,0.05977265003964676,18097
"Capitol Planning Region, Connecticut, USA",0.8526655891656467,0.08560847298294633,0.06172593785140688,0.1473344108343539,0.29415008690727484,0.5585155022583712,0.7654866954646142,0.1190078962147432,0.11550540832064257,09110
"Prince George's County, Maryland, USA",0.766063144794088,0.10372564517257356,0.13021121003333855,0.23393685520591173,0.5094036441013305,0.2566595006927578,0.7175818131715502,0.17409557300179226,0.10832261382665748,24033
"Pinellas County, Florida, USA",0.8780003675421453,0.07724697030281588,0.04475266215503881,0.12199963245785508,0.5434240089572063,0.33457635858493856,0.8514975234025766,0.06763151569044407,0.0808709609069794,12103
"Gwinnett County, Georgia, USA",0.7416463784795762,0.12607584239114994,0.13227777912927396,0.258353621520423,0.3624052409305963,0.3792411375489807,0.6456970157109909,0.19010541802691236,0.16419756626209683,13135
"Bergen County, New Jersey, USA",0.6912502793870589,0.20071166311114944,0.10803805750179168,0.3087497206129402,0.2679188103830212,0.4233314690040386,0.5943253698138902,0.15918295065274327,0.2464916795333666,34003
"Erie County, New York, USA",0.9275108848444001,0.041133392649374025,0.03135572250622583,0.0724891151555992,0.11992755721453333,0.8075833276298674,0.891849184428811,0.03452128452740487,0.07362953104378415,36029
"Milwaukee County, Wisconsin, USA",0.9075140875402655,0.04065070530979041,0.05183520714994403,0.09248591245973423,0.2193935106244465,0.6881205769158193,0.8238447139135768,0.11208320958112782,0.06407207650529544,55079
"DuPage County, Illinois, USA",0.804409406333838,0.11606433613747634,0.0795262575286857,0.1955905936661618,0.17256186208240307,0.6318475442514351,0.7163457659858543,0.10589892906854552,0.17775530494560018,17043
"Shelby County, Tennessee, USA",0.9334605425440554,0.02647824205911016,0.04006121539683449,0.06653945745594511,0.30646011851335164,0.6270004240307032,0.905075997221545,0.05404349599932498,0.04088050677913006,47157
"Pierce County, Washington, USA",0.8980925063842722,0.058406781730169936,0.04350071188555796,0.10190749361572846,0.39559217045541195,0.5025003359288597,0.8465461164772998,0.06200434369166236,0.09144953983103785,53053
"Kern County, California, USA",0.8034558833272226,0.07603870836664281,0.12050540830613464,0.1965441166727754,0.12735357381045848,0.6761023095167661,0.5565018159762911,0.392431163633674,0.05106702039003484,06029
"Denton County, Texas, USA",0.8411343546661214,0.07763391315015375,0.0812317321837248,0.15886564533387887,0.36642149067786145,0.47471286398825974,0.7656384381570165,0.12953300143578633,0.10482856040719721,48121
"Macomb County, Michigan, USA",0.884698728164318,0.07887974720260992,0.03642152463307201,0.11530127183568199,0.10576335734589984,0.7789353708184181,0.8507214967298732,0.014369799847498154,0.1349087034226286,26099
"San Francisco County, California, USA",0.6588315934507106,0.21366809312204027,0.12750031342724907,0.34116840654928793,0.2576237061254231,0.401207887325289,0.5733026301084467,0.10837572460348827,0.31832164528806495,06075
"Hidalgo County, Texas, USA",0.7390966838670763,0.07848308318229548,0.1824202329506283,0.260903316132923,0.09695071025336262,0.6421459736137144,0.17954523630225228,0.8098627319178618,0.010592031779885875,48215
"El Paso County, Texas, USA",0.7640749112419155,0.12226593142239572,0.11365915733568868,0.23592508875808588,0.18191949888725578,0.5821554123546583,0.3067276686051319,0.675475366625492,0.017796964769376065,48141
"Essex County, New Jersey, USA",0.712584255814941,0.15374417554984357,0.1336715686352154,0.28741574418505866,0.22868827393142205,0.48389598188351923,0.6259380025098881,0.19767203640682157,0.1763899610832903,34013
"Middlesex County, New Jersey, USA",0.6660269920933436,0.1954609499633196,0.13851205794333685,0.33397300790665757,0.20577220908974406,0.46025478300359846,0.5443027666247968,0.1748284278039494,0.28086880557125377,34023
"Worcester County, Massachusetts, USA",0.8699002635209103,0.07044457774800485,0.05965515873108488,0.13009973647909032,0.2095598103769825,0.6603404531439272,0.7903989198538452,0.09126298750095505,0.11833809264519957,25027
"Montgomery County, Pennsylvania, USA",0.889728402026114,0.06499547532583548,0.045276122648050636,0.11027159797388533,0.19738744138490222,0.6923409606412124,0.861484551910375,0.036379061699196746,0.10213638639042814,42091
"Baltimore County, Maryland, USA",0.8767855864214189,0.07169891664765671,0.05151549693092439,0.1232144135785823,0.2315004524053048,0.645285134016113,0.8508667166716654,0.042101427722348234,0.10703185560598644,24005
"Ventura County, California, USA",0.7888477752015207,0.11147628231255911,0.09967594248592014,0.2111522247984789,0.1821229483392592,0.606724826862262,0.6231953147187966,0.29758837273534944,0.0792163125458539,06111
"Hamilton County, Ohio, USA",0.9413430254357213,0.02660651435068143,0.032050460213597136,0.05865697456427893,0.22895777646076867,0.7123852489749524,0.9263392164769381,0.025067981843936375,0.04859280167912553,39061
"Snohomish County, Washington, USA",0.8276186808295496,0.09036952249328992,0.08201179667716058,0.17238131917045166,0.3261506502949106,0.5014680305346378,0.7746153371611105,0.07080316032949077,0.15458150250939862,53061
"Fort Bend County, Texas, USA",0.7073913480149336,0.1628325957815094,0.12977605620355703,0.29260865198506686,0.22987686253017683,0.4775144854847563,0.5976668568925938,0.17526841762996145,0.22706472547744477,48157
"Multnomah County, Oregon, USA",0.8648468856243898,0.07310807776100264,0.06204503661460743,0.1351531143756118,0.4523748837818408,0.41247200184254745,0.8035713978213069,0.07983361326057312,0.11659498891811994,41051
"Essex County, Massachusetts, USA",0.820442168245293,0.1001966874313552,0.0793611443233517,0.17955783175470713,0.18958659018565988,0.630855578059633,0.7244657222915134,0.1836260541714556,0.09190822353703086,25009
"Suffolk County, Massachusetts, USA",0.7018309367563813,0.14552488490748205,0.15264417833613672,0.29816906324361925,0.2620678942066363,0.4397630425497444,0.6063869435055065,0.19603486418051905,0.19757819231397444,25025
"Oklahoma County, Oklahoma, USA",0.8980817712639927,0.03708255261474352,0.06483567612126383,0.10191822873600681,0.3184257173128617,0.5796560539511314,0.825252742642471,0.13275288566579452,0.04199437169173449,40109
"Jefferson County, Kentucky, USA",0.9150412134553314,0.037852569482439015,0.0471062170622295,0.08495878654466853,0.2506339299557039,0.6644072834996275,0.8965014437944143,0.04706291940009172,0.05643563680549403,21111
"San Joaquin County, California, USA",0.7667635460444953,0.12132651288685843,0.1119099410686464,0.2332364539555046,0.11627340207361647,0.650490143970879,0.5919656937181692,0.2621170850795239,0.14591722120230693,06077
"Cobb County, Georgia, USA",0.8419527868852459,0.07642491803278682,0.08162229508196729,0.1580472131147543,0.4518399999999988,0.3901127868852468,0.7944119652375661,0.11119879644902281,0.09438923831341113,13067
"DeKalb County, Georgia, USA",0.8380473958153661,0.07406363718841484,0.08788896699621898,0.16195260418463367,0.38195733009061494,0.4560900657247513,0.8084056919483003,0.07462650349748336,0.11696780455421647,13089
"San Mateo County, California, USA",0.6489188532027728,0.20805242372918878,0.14302872306803846,0.3510811467972271,0.16598293750965287,0.48293591569312005,0.5470083325006829,0.17678515523311814,0.27620651226619897,06081
"Lee County, Florida, USA",0.8286044981825457,0.08971535165880296,0.08168015015865143,0.17139550181745472,0.5689180842621282,0.259686413920417,0.762780312327077,0.18238305101966473,0.054836636653258115,12071
"Monroe County, New York, USA",0.9151723378017986,0.050502632593030325,0.03432502960517099,0.08482766219820115,0.18089280607880787,0.734279531722991,0.8656209592014006,0.06031744331461691,0.07406159748398243,36055
"El Paso County, Colorado, USA",0.9316845985256026,0.04025951384737993,0.02805588762701737,0.06831540147439719,0.6171119191516679,0.3145726793739349,0.8875579895382145,0.07175021894009288,0.04069179152169266,08041
"Norfolk County, Massachusetts, USA",0.8083863576145833,0.11554199423611443,0.07607164814930223,0.1916136423854166,0.2121897844105617,0.5961965732040218,0.7750572549140626,0.03152204177469992,0.19342070331123726,25021
"Polk County, Florida, USA",0.8960916948515596,0.0506584888410259,0.05324981630741439,0.10390830514844022,0.47032593514950427,0.42576575970205544,0.7584160388778026,0.19791483881712918,0.043669122305068156,12105
"Hudson County, New Jersey, USA",0.570666963551742,0.21589827465494962,0.21343476179330836,0.42933303644825727,0.21764107946791927,0.35302588408382346,0.4161617198924819,0.3624290098093098,0.22140927029820837,34017
"Jackson County, Missouri, USA",0.940683847684264,0.02500739594155609,0.03430875637417999,0.05931615231573626,0.3476022427579354,0.5930816049263284,0.9061930592184126,0.06054153680172632,0.03326540397986102,29095
"Davidson County, Tennessee, USA",0.8658147927250677,0.05342550081370876,0.08075970646122366,0.13418520727493166,0.39121116298223957,0.4746036297428288,0.8254474977041415,0.08571025788376593,0.08884224441209244,47037
"Denver County, Colorado, USA",0.85763571359117,0.06399620054890316,0.07836808585992684,0.14236428640883045,0.4694642392098355,0.38817147438133404,0.7549321106512307,0.1790277823304229,0.0660401070183465,08031
"Lake County, Illinois, USA",0.8134653820099544,0.0982499258205916,0.0882846921694539,0.1865346179900457,0.21751221860811432,0.59595316340184,0.7071350955501813,0.17454159483046247,0.11832330961935615,17097
"Will County, Illinois, USA",0.8764479762436401,0.07169268369033492,0.05185934006602494,0.12355202375635861,0.14363665865884975,0.7328113175847916,0.7946219761748153,0.1245554093887792,0.0808226144364055,17197
"District of Columbia, District of Columbia, USA",0.8650494655956306,0.06296718119912154,0.07198335320524782,0.1349505344043691,0.5045981048661846,0.3604513607294463,0.8268626437738237,0.09049203799849842,0.08264531822767793,11001
"Bernalillo County, New Mexico, USA",0.8984930043457067,0.048380620489273496,0.0531263751650198,0.10150699565429293,0.3592164393060499,0.5392765650396572,0.7246071510798356,0.21792484302488566,0.05746800589527864,35001
"Jefferson County, Alabama, USA",0.9623270846402966,0.01399171659169506,0.023681198768008272,0.03767291535970394,0.20882607628754343,0.7535010083527526,0.9431533958557535,0.033095843542426714,0.02375076060181961,01073
"Tulsa County, Oklahoma, USA",0.9108744388312294,0.03279342933635164,0.056332131832418815,0.08912556116877143,0.3372658145460335,0.573608624285195,0.8496052757811487,0.10379553923853833,0.046599184980313006,40143
"Providence County, Rhode Island, USA",0.8060197884728798,0.10713729614059869,0.0868429153865216,0.1939802115271216,0.25552899540304297,0.5504907930698354,0.6830298073044967,0.195411019192464,0.12155917350303919,44007
"Utah County, Utah, USA",0.9272427170987171,0.030299337462303278,0.04245794543897953,0.07275728290128262,0.3107648878159381,0.6164778292827793,0.8486011109697663,0.10679726921935305,0.04460161981088047,49049
"Kent County, Michigan, USA",0.9171626272218989,0.03543891364026342,0.0473984591378377,0.08283737277810223,0.16293869225202215,0.7542239349698756,0.8770890597210178,0.07011629976955626,0.052794640509425825,26081
"Arapahoe County, Colorado, USA",0.8442505526736102,0.07472163729198293,0.0810278100344069,0.15574944732639062,0.4423810983028432,0.4018694543707661,0.7679643494049273,0.12177796538921434,0.11025768520585834,08005
"Bucks County, Pennsylvania, USA",0.9012923365169216,0.0682229939104612,0.03048466957261724,0.09870766348307827,0.25488521503306294,0.6464071214838588,0.8745210946584955,0.03375288916939162,0.09172601617211304,42017
"Monmouth County, New Jersey, USA",0.8685388232615646,0.08693904088998511,0.044522135848450266,0.1314611767384346,0.2976604835283,0.5708783397332653,0.8272554509860093,0.07134918272266481,0.10139536629132588,34025
"Ocean County, New Jersey, USA",0.9223541899547643,0.05037198831635614,0.02727382172887958,0.07764581004523557,0.2525527232911461,0.6698014666636184,0.8764834922002445,0.05576978173997457,0.06774672605978098,34029
"Western Connecticut Planning Region, Connecticut, USA",0.7742985565513597,0.11109035401402509,0.11461108943461532,0.22570144344863993,0.39333119400057776,0.38096736255078234,0.7151853014372599,0.14781671502559673,0.1369979835371434,09190
"Montgomery County, Texas, USA",0.8615902328786724,0.05303462670168867,0.08537514041963905,0.13840976712132758,0.31215676341572973,0.5494334694629427,0.7695648042903748,0.18609745540537195,0.04433774030425335,48339
"Johnson County, Kansas, USA",0.9103352204562799,0.045864358493871216,0.04380042104984879,0.08966477954371926,0.48610271104545266,0.4242325094108281,0.8793322650513304,0.050020250400605794,0.07064748454806379,20091
"Williamson County, Texas, USA",0.8636387448268639,0.06292426477670807,0.073436990396428,0.1363612551731358,0.35240528661161113,0.5112334582152531,0.7719736797048592,0.13846630753509628,0.0895600127600445,48491
"Brevard County, Florida, USA",0.9121669356836162,0.058627963688529856,0.029205100627853905,0.08783306431638392,0.5859072797482585,0.3262596559353576,0.8895226716177195,0.06441825712265355,0.04605907125962696,12009
"Washington County, Oregon, USA",0.8207377602522072,0.08583862813646938,0.09342361161132332,0.17926223974779265,0.4080597149935762,0.41267804525863105,0.751161964323786,0.11938561580555763,0.12945241987065628,41067
"Anne Arundel County, Maryland, USA",0.9113579813932149,0.05103953090307615,0.037602487703709164,0.08864201860678533,0.40252930415764016,0.5088286772355746,0.8797486845510969,0.05754983989102799,0.06270147555787516,24003
"Baltimore city-County, Maryland, USA",0.9187085438584209,0.03677567101108086,0.04451578513049824,0.08129145614157894,0.2647329267655308,0.6539756170928902,0.8969640799310986,0.041419990412685126,0.0616159296562163,24510
"Douglas County, Nebraska, USA",0.8999500666066549,0.036703635807598986,0.0633462975857461,0.10004993339334509,0.2989178794376372,0.6010321871690176,0.8466071584940738,0.09252831482319929,0.060864526682727016,31055
"Jefferson County, Colorado, USA",0.9373368101206679,0.03455599413090391,0.02810719574842833,0.06266318987933225,0.47954398442567225,0.4577928256949953,0.8982361915061001,0.05809250745875822,0.0436713010351416,08059
"Bristol County, Massachusetts, USA",0.8675844744652897,0.08442551452655615,0.04799001100815405,0.1324155255347097,0.2071704761639357,0.6604139983013546,0.7838979226700695,0.06009883287860647,0.15600324445132388,25005
"Delaware County, Pennsylvania, USA",0.8922985674013901,0.06358553678395618,0.044115895814653694,0.10770143259860997,0.1770995215631431,0.715199045838247,0.8712490727118131,0.027775105499490582,0.10097582178869621,42045
"Union County, New Jersey, USA",0.6921836575625604,0.1654234658100066,0.14239287662743305,0.30781634243744016,0.20081251499145333,0.4913711425711064,0.5484428848172409,0.2889296384625954,0.16262747672016367,34039
"New Castle County, Delaware, USA",0.8834069961635633,0.061689160918362955,0.05490384291807376,0.11659300383643703,0.429202161337779,0.45420483482578394,0.8439057515936528,0.07778273356138635,0.078311514844961,10003
"South Central Connecticut Planning Region, Connecticut, USA",0.8657049119735003,0.0678542992781232,0.0664407887483765,0.1342950880265003,0.2724275360810274,0.5932773758924723,0.7785937112423379,0.12977467569641343,0.0916316130612485,09170
"Pasco County, Florida, USA",0.8934576012168205,0.06601236024361445,0.040530038539565036,0.10654239878317978,0.5503593529826224,0.3430982482341978,0.8393842782916917,0.1012372867625942,0.05937843494571411,12101
"Dane County, Wisconsin, USA",0.9129446202702559,0.03623211887505082,0.05082326085469321,0.08705537972974425,0.311454721553126,0.6014898987171297,0.8967037109668768,0.041153634523739505,0.062142654509383694,55025
"Volusia County, Florida, USA",0.9196075680186889,0.0514228757086131,0.02896955627269801,0.08039243198131146,0.5659012760963817,0.35370629192230685,0.8528394674899894,0.10646188059792669,0.04069865191208396,12127
"Lancaster County, Pennsylvania, USA",0.94470643801773,0.03340720825461404,0.0218863537276558,0.05529356198227022,0.20485939543671017,0.7398470425810195,0.8299889956118317,0.06901517518714154,0.10099582920102676,42071
"Stanislaus County, California, USA",0.7986155739758408,0.09693342192498026,0.10445100409917901,0.20138442602415962,0.11459365843563132,0.6840219155402091,0.571722067832822,0.3400644073953282,0.08821352477184972,06099
"Ramsey County, Minnesota, USA",0.8423741802077624,0.09171115645540318,0.06591466333683423,0.15762581979223775,0.24294064003407492,0.5994335401736872,0.7671504768819117,0.051612928408188374,0.18123659470989992,27123
"Guilford County, North Carolina, USA",0.891951346961607,0.05065267141529008,0.05739598162310268,0.10804865303839244,0.34223723169999914,0.5497141152616084,0.860402863181956,0.06146102812269489,0.0781361086953492,37081
"Summit County, Ohio, USA",0.9456478105396741,0.031220921735881042,0.023131267724444925,0.05435218946032585,0.1839901436824668,0.7616576668572073,0.9304918687566813,0.013490071385776844,0.056018059857541755,39153
"Spokane County, Washington, USA",0.9473241551374751,0.02986206364527555,0.02281378121724923,0.05267584486252436,0.40343044007548795,0.5438937150619877,0.9264533640335627,0.024312342851203695,0.049234293115233675,53063
"Montgomery County, Ohio, USA",0.9503334974707909,0.024851903248429574,0.024814599280779597,0.049666502529209074,0.24627706402852986,0.7040564334422611,0.9383577964163176,0.02068441034438929,0.040957793239293064,39113
"Chester County, Pennsylvania, USA",0.904627386666266,0.04425394580443236,0.05111866752930185,0.09537261333373451,0.2761442456705217,0.6284831409957438,0.873535969069643,0.05056811062694055,0.0758959203034164,42029
"Plymouth County, Massachusetts, USA",0.8976296740858752,0.06333033409062407,0.039039991823500764,0.1023703259141243,0.15192158174147535,0.7457080923444004,0.8588564777486449,0.029161563197099165,0.11198195905425601,25023
"Greenville County, South Carolina, USA",0.9133938454506138,0.03526416819420448,0.051341986355181814,0.08660615454938671,0.4045626564196461,0.5088311890309671,0.8790808334171843,0.07891663582685708,0.04200253075595861,45045
"Passaic County, New Jersey, USA",0.6786175794203116,0.1769191335706172,0.14446328700907116,0.3213824205796884,0.16216127849743878,0.5164563009228728,0.5021368223019137,0.36545010562435404,0.13241307207373232,34031
"Sedgwick County, Kansas, USA",0.9162444496961388,0.038840118585808214,0.04491543171805301,0.08375555030386175,0.27526817262189457,0.6409762770742438,0.848257999695288,0.10119907927841205,0.050542921026299904,20173
"Camden County, New Jersey, USA",0.8862266257861756,0.06616346312505508,0.04760991108876925,0.11377337421382422,0.34447633702613556,0.5417502887600402,0.7931489123735106,0.12416984035627,0.08268124727021944,34007
"Adams County, Colorado, USA",0.8496063692572805,0.05756734841964575,0.09282628232307384,0.15039363074272005,0.33470017575310745,0.5149061935041725,0.7178391802315939,0.22909481377377,0.05306600599463619,08001
"Kane County, Illinois, USA",0.8291095309342754,0.08191297373170224,0.08897749533402222,0.17089046906572455,0.1758205950856843,0.6532889358485912,0.6874086980105147,0.25729542704162117,0.055295874947864115,17089
