longname,"Agriculture, forestry, fishing and hunting %","Mining, quarrying, and oil and gas extraction %",Accommodation and food services %,"Arts, entertainment, and recreation %",Construction %,Educational services %,Health care and social assistance %,Finance and insurance %,Real estate and rental and leasing %,Information %,Manufacturing %,"Other services, except public administration %",Administrative and support and waste management services %,Management of companies and enterprises %,"Professional, scientific, and technical services %",Public administration %,Retail trade %,Transportation and warehousing %,Utilities %,Wholesale trade %
"Creek OTSA, USA",0.00614131914841912,0.01770322364875311,0.06751141485194621,0.024304157189339867,0.06870645258189803,0.08308670584868046,0.1389214325907418,0.04340057598266231,0.019012193559604845,0.020070250986964966,0.11468783051356254,0.05438382552874103,0.03929874971292545,0.0016726281850606912,0.05916163757460508,0.039494674872323485,0.11292604134655718,0.04792904562951048,0.01297110574467706,0.028616734503026285
"Cherokee OTSA, USA",0.01718583224144632,0.014892566034634767,0.06644045879924329,0.024834880193518597,0.08341472996990501,0.08388941669328381,0.1408916599168537,0.032043156435101965,0.016282250668690417,0.014270580730082222,0.1306331081386638,0.050064616318382965,0.0406095666956185,0.00197002149014518,0.03790548169641408,0.04630865668546075,0.11036154909021918,0.051003386808486095,0.01504756085256858,0.02195052054128053
"Lumbee SDTSA, USA",0.012324915808692407,0.0003648823759152349,0.08545326354385267,0.011788721610198732,0.06755602202631636,0.09565313256222215,0.15896547417190504,0.02097485126886236,0.016340994510353583,0.010850269501945696,0.11970946254590531,0.04581924638147095,0.043161905656383406,0.00014696651252141406,0.03748430276758101,0.07291824956420294,0.1316574824553115,0.045604852591026576,0.006191546894254501,0.01703345725107814
"Chickasaw OTSA, USA",0.020549977757453233,0.05001076178516678,0.05922738387428948,0.029121157903171407,0.08055599411435142,0.08469319426402053,0.13292009870158836,0.031122781988399725,0.012653637327729178,0.009147800456160898,0.10053244931989236,0.051336565004121815,0.0316575500066041,0.0008150268575975537,0.04030675099875133,0.06214645023477121,0.11871644704591196,0.046997735225793855,0.014049826493016343,0.023438410641208537
"Choctaw OTSA, USA",0.03360022811174264,0.02857101811321073,0.06296804555039115,0.033936354920293774,0.07609001072055167,0.09119276993231096,0.13976753081656895,0.027981865393635296,0.01205183284514927,0.011417157921568765,0.11415292060565574,0.04817462363985424,0.028698188024598715,0.00032802039244999925,0.02605569683956105,0.07382223356897202,0.11370544408243752,0.04728835439857085,0.013609616775998704,0.016588087346477976
"Kiowa-Comanche-Apache-Fort Sill Apache OTSA, USA",0.029657356746194675,0.01760124265903146,0.07094093734843963,0.022492291057156274,0.05583380582637757,0.10312630911525134,0.1601129492191028,0.034514241592369994,0.01210311043621576,0.013492115027354042,0.09704098063084612,0.04939725561161607,0.030953016217726847,9.290492540415718e-05,0.03412428955034294,0.10285788335068857,0.10920518886922642,0.02643423940207768,0.01303581271139094,0.01698406970318666
"Cheyenne and Arapaho OTSA, USA",0.030406218294035836,0.06417834846153184,0.06582770819493981,0.016675201541344626,0.059936389126182286,0.09036707480607427,0.11523710910336196,0.04594219779074803,0.014591143723318649,0.011657063708442923,0.07509983910527496,0.05548294406977247,0.028754177664244044,0.0012713735353362713,0.05315383575027536,0.06991229691403084,0.1229017731837551,0.038045093918933716,0.012136060240759281,0.028424150867637794
"United Houma Nation SDTSA, USA",0.007812527966102963,0.08212144637438752,0.06532161919407552,0.01874876835961228,0.08391960947915317,0.08087611400263664,0.14612759714745796,0.02643443852690219,0.014933421530123012,0.006943983961385804,0.07753250137641991,0.04266707064999016,0.04055760613564379,0.00023978057400687487,0.045962405775281184,0.03448709741894868,0.13827270940168163,0.057847594159964794,0.010215738546603135,0.01897796941962273
"Citizen Potawatomi Nation-Absentee Shawnee OTSA, USA",0.008636214020860756,0.02234164624870896,0.05312961546599605,0.02189246352401946,0.07311133406026982,0.09119772402594133,0.13113931230601317,0.037418039013429646,0.014003619886572796,0.01273937251807314,0.07173510860370284,0.04573186499197481,0.031162099041328974,0.001030438142857802,0.05069930242776081,0.144895946688693,0.10744356106589711,0.04521854396493323,0.015699924586600456,0.02077386941636576
"Cher-O-Creek SDTSA, USA",0.008361785696366482,0.0001598464662455378,0.08363315432381513,0.01319092088853812,0.060850361583069806,0.07003389244283241,0.17221947364336973,0.02406703186218567,0.013894457144505013,0.009849264406177017,0.09269100686114098,0.05277431452445691,0.042678489913483976,0.0004453966551166213,0.042577132651572196,0.04861863585474557,0.14735723330193512,0.06241099137287357,0.021315236044791283,0.032871374362778656
"Knik ANVSA, USA",0.0138402211334297,0.03710781380738366,0.05437957911074318,0.01515171617485556,0.1361650522993113,0.08023823012674781,0.1528905651742617,0.01980638062899158,0.019072200562158755,0.019034929440116147,0.02821713553515172,0.04645611246659787,0.027587114251531503,0.0011453871097548366,0.044696618265633495,0.08824802476105705,0.11483030401309495,0.06480938006690436,0.012885726752780146,0.023437508319494704
"Coharie SDTSA, USA",0.026198502151437108,0.001092428998809444,0.08081135092167077,0.013483442706342372,0.0798570670988224,0.10066902116348088,0.13393069792284534,0.027971572865786883,0.010732188991986474,0.010154533915041414,0.11255147227636417,0.06106474410732481,0.03207420431741908,0.0004668241989888337,0.03680609726341184,0.061540409622332766,0.14366004242492622,0.038682063636225554,0.007145603534374063,0.02110773188240977
"Sac and Fox OTSA, USA",0.011667168335637015,0.039403139427590855,0.06996003255853551,0.03418867328448854,0.07585943999458378,0.09481675192428503,0.13430551448149158,0.03555039158166124,0.011833646434951163,0.009924563523841533,0.0916106763503361,0.051534983229171466,0.031134114531319586,0.0009120269521612174,0.037437556628645736,0.06444822683903113,0.12127589545772337,0.04958867204513841,0.01286635089399875,0.021682175525408038
"Echota Cherokee SDTSA, USA",0.006647852630755463,4.269615886323109e-05,0.04161058789309189,0.011983333243745255,0.06339070621473117,0.09097329519967545,0.12435521631883979,0.024919795394081533,0.00927823002650077,0.009064172204730549,0.16621513584734912,0.03391915727687256,0.02977099332388928,0.00041628816063613076,0.10950170229047038,0.07181832463832709,0.12295675384513095,0.040112035825073576,0.017917976932153096,0.025105746575082712
"Samish TDSA, USA",0.02377789440431833,0.001840509211599155,0.08059960081307618,0.03283045467651069,0.09864494309828638,0.0891520054272629,0.11935888067605117,0.02103318939815595,0.025792054216100372,0.015264316141989646,0.08678724210481327,0.05633261999566926,0.04226879991016729,0.0008030236127596791,0.07987870252056414,0.05322479301656454,0.0944500767178964,0.04742533905438624,0.012462342319163239,0.018073212684664927
"Kenaitze ANVSA, USA",0.021483344389988362,0.06193505627395104,0.07517565927723617,0.007041255809221215,0.0840541922268067,0.08213704362043917,0.1986623889962442,0.022789547927027903,0.019898410448292107,0.018975189199102727,0.03322189582523998,0.06209327573096536,0.023701823271256372,1.255006867302677e-05,0.03557292916100016,0.08597489673582073,0.10443961662332409,0.03933565470425787,0.013184111352986682,0.0103111583581661
"Four Winds Cherokee SDTSA, USA",0.010172819445780966,0.012786233879968387,0.10527159522148175,0.010715632489640234,0.06918811327079827,0.10085183203174022,0.13246305942900005,0.032015405058773316,0.016182500108325937,0.018282607343891484,0.06541049212970067,0.06514842985844221,0.023182904219314585,0.0011553792196297577,0.06846658567297684,0.07739491256773859,0.11935661017330965,0.044598917658979824,0.013904509493885376,0.013451460726621772
"Natchitoches SDTSA, USA",0.015687373117026216,0.0163120560853499,0.07168526518654483,0.015527457016296336,0.04523712802140362,0.16397690226745337,0.17974397792272115,0.03988309569294898,0.014646312872834705,0.008156369528096083,0.12926350448568089,0.052669529896229646,0.02076159133022194,0.0,0.030226528316117624,0.03128325147439447,0.12982816547863132,0.018577484993117878,0.009796324520274593,0.006737681794656191
"Kickapoo OTSA, USA",0.011621931717833923,0.01119104163680945,0.06977685704415415,0.05333431648212554,0.10027364727104349,0.08111006057672498,0.11576935953954931,0.0364714022571124,0.02063783452624766,0.009798669999837122,0.08294725033506395,0.061166066164739484,0.042466845166654534,0.0004095191958745901,0.03481577829212421,0.07187268774202427,0.11129129355942208,0.04530375997869306,0.010930149521779186,0.0288115289921867
"Kaw/Ponca joint-use OTSA, USA",0.012805471637843393,0.022638736777823004,0.06099518370448513,0.031200535914949815,0.0666951491144742,0.0917953725154436,0.14447735871507503,0.02156224069862676,0.018122521165480823,0.00756622224101017,0.15296497099433531,0.05377292285351029,0.0308491058605748,0.0006065885983269901,0.030336670977151318,0.054435583762257135,0.12466986409672519,0.03830613146144181,0.018023230462335716,0.01817613844812962
"Chickaloon ANVSA, USA",0.017701715362586898,0.02886942024274983,0.05538152444392645,0.022171218160364194,0.1013175769294112,0.09380309604459151,0.16107520426548136,0.02175974005732797,0.01182164030093,0.019238478300005368,0.022877628685978074,0.05721474543704411,0.023701257424780117,0.001047055691394035,0.057704255593227845,0.11094600964093858,0.10416869796899778,0.06244916799328148,0.012115325161243405,0.014636242295739897
"MaChis Lower Creek SDTSA, USA",0.04766760902073491,0.0032609701929889154,0.04926549223243934,0.005083999488762246,0.06484351004203419,0.08532961200694737,0.11878772064799818,0.037903167796642816,0.010189380909017477,0.009221920319138169,0.1276785769798764,0.05153429166242599,0.0420937687571584,0.0003388335240894171,0.03245360134620619,0.07225184737639709,0.10327374642568257,0.09805980412262572,0.01318805289544953,0.027574094253385088
"Seminole OTSA, USA",0.012850926463046088,0.06348336181282188,0.08178076911317797,0.027893582244664292,0.07946457461394807,0.08013662771496392,0.12106449305578855,0.020660200660346753,0.012809995790017428,0.009638809683921083,0.11088595236607286,0.039088776639119124,0.02810352842749132,0.0,0.01944636283583493,0.09926524494673687,0.12605967548673463,0.03332970733823685,0.005565192882873627,0.028472217924203746
