longname,White %,Hispanic %,Black %,Asian %,Native %,Hawaiian / PI %,Other / Mixed %,Racial Homogeneity %,Segregation %,Mean Local Segregation %
"Historical Congressional District CA-1, 40th-42nd Congress, USA",0.31870473463738785,0.434669810776245,0.05035600316418353,0.14837324423794435,0.0030796062960709763,0.002747280529804012,0.042069320358364234,0.4912480117830907,0.25517763599243615,0.09814442127362785
"Historical Congressional District CA-1, 39th Congress, USA",0.3187069289913113,0.4346778128235955,0.050357367185434085,0.14837706819860638,0.0030651866518228137,0.0027473224288507682,0.042068313720379114,0.49124516893547127,0.2551631645136961,0.09814138212393482
"Historical Congressional District CA-4, 43rd-47th Congress, USA",0.3168929621855659,0.44262280665471765,0.05027829528809131,0.14274745830703334,0.0031686042749909274,0.002717632726724717,0.04157224056287616,0.4944973077343306,0.2554116814109603,0.09837361081366713
"Historical Congressional District CA-4, 48th Congress, USA",0.3168929621855659,0.44262280665471765,0.05027829528809131,0.14274745830703334,0.0031686042749909274,0.002717632726724717,0.04157224056287616,0.4944973077343306,0.2554116814109603,0.09837361081366713
"Historical Congressional District CA-6, 49th-52nd Congress, USA",0.3147966348201633,0.4608949976226581,0.05448852993405584,0.12353445010451448,0.003284461767922748,0.0023720133097409834,0.040628912440944534,0.5009581023681856,0.25343677777582846,0.09931045760783037
"Historical Congressional District TX-2, 29th-31st Congress, USA",0.3599179208017225,0.43937104962703405,0.11426161865043584,0.050444440987700845,0.0025737469240628653,0.0010945749139285575,0.032336648095115286,0.5355958432758939,0.29713382953750805,0.0918724319697932
"Historical Congressional District TX-2, 32nd-36th Congress, USA",0.36926221986369945,0.43954793554987104,0.10583545262050435,0.04899422623818477,0.002574635076991429,0.0011195533217615483,0.03266597732898743,0.5362773343628788,0.2928179109241124,0.08860969274076162
"Historical Congressional District CA-7, 53rd-57th Congress, USA",0.3402029605690665,0.4536441498094279,0.04371282387176283,0.11287254536346601,0.004187329559110191,0.0027922709391211844,0.042587919888045334,0.48774590277796176,0.2261255915589262,0.08492113630657257
"Historical Congressional District CA-8, 58th-62nd Congress, USA",0.360650502006523,0.43471716714665787,0.04174912162379524,0.1125276795092472,0.003918925430281773,0.0026449972206352068,0.04379160706285972,0.4914999224271555,0.2348341303325495,0.08756372334066448
"Historical Congressional District FL-2, 48th-57th Congress, USA",0.44252424125536405,0.315481513007189,0.16623298708883436,0.030719746944544896,0.001614769660657383,0.0004810094608692444,0.042945732582541064,0.540181809787867,0.31807958733514513,0.09705639740182216
"Historical Congressional District FL-2, 44th-47th Congress, USA",0.43450059201364394,0.3207789887302688,0.16856323196505585,0.031066682821788556,0.0015857070115273951,0.00047414771507272874,0.04303064974264278,0.5377592358147132,0.317374767743723,0.09805158530555044
"Historical Congressional District FL-2, 58th-62nd Congress, USA",0.42453003528889044,0.3280011852586566,0.17069878800600577,0.031702557521066946,0.0015429265724443478,0.0004763054779198902,0.04304820187501601,0.5353778634240159,0.3169938848311606,0.09873137301648054
"Historical Congressional District FL-2, 63rd Congress, USA",0.42453003528889044,0.3280011852586566,0.17069878800600577,0.031702557521066946,0.0015429265724443478,0.0004763054779198902,0.04304820187501601,0.5353778634240159,0.3169938848311606,0.09873137301648054
"Historical Congressional District CA-6, 53rd-57th Congress, USA",0.2893299512098659,0.472276122691852,0.06480938802711379,0.13091439300825441,0.0020743368968355854,0.002029127719827997,0.038566680446250355,0.5174630978919874,0.2799981531316442,0.1139439968970178
"Historical Congressional District FL-4, 64th-68th Congress, USA",0.4141077825435361,0.3388956261245429,0.1707368289444501,0.031437739019922306,0.001496758090972965,0.00048273669726631537,0.04284252857930931,0.5326504016565592,0.31448964660522416,0.09918834029831687
"Historical Congressional District FL-4, 69th-72nd Congress, USA",0.4141077825435361,0.3388956261245429,0.1707368289444501,0.031437739019922306,0.001496758090972965,0.00048273669726631537,0.04284252857930931,0.5326504016565592,0.31448964660522416,0.09918834029831687
"Historical Congressional District FL-4, 73rd-74th Congress, USA",0.4141077825435361,0.3388956261245429,0.1707368289444501,0.031437739019922306,0.001496758090972965,0.00048273669726631537,0.04284252857930931,0.5326504016565592,0.31448964660522416,0.09918834029831687
"Historical Congressional District CA-11, 63rd-72nd Congress, USA",0.3550439218448211,0.41968815388349295,0.04585382690329544,0.12780222184580395,0.003756912221745747,0.002988334171715035,0.044866629129125805,0.47602190184383836,0.22637976606084964,0.09082212351765309
"Historical Congressional District IL-3, 23rd-27th Congress, USA",0.5485743159890634,0.20589123070076323,0.14497629369248816,0.06468803055270339,0.0011841495141009348,0.00021808467885179377,0.0344678948720291,0.5980365136512892,0.36237072828315053,0.14160505972240967
"Historical Congressional District CA-7, 58th-62nd Congress, USA",0.2559618191109575,0.47983542086592496,0.07596500091828996,0.14722560082579186,0.0018428716480293917,0.0020492996378671823,0.03711998699313914,0.5072976324092542,0.27024349801124514,0.12190422640544575
"Historical Congressional District TX-2, 41st-42nd Congress, USA",0.4660555073469479,0.28646376239376786,0.13838964252892574,0.06447175076319792,0.004011505375026221,0.0009372401584465616,0.03967059143368776,0.49732330149212534,0.25627092997217354,0.11103354400302205
"Historical Congressional District TX-2, 43rd Congress, USA",0.4660555073469479,0.28646376239376786,0.13838964252892574,0.06447175076319792,0.004011505375026221,0.0009372401584465616,0.03967059143368776,0.49732330149212534,0.25627092997217354,0.11103354400302205
"Historical Congressional District TX-4, 41st-42nd Congress, USA",0.3250015216543755,0.559781482206514,0.05200778182272809,0.030052057029960964,0.0024005125918955864,0.0012846669879962034,0.029471977706529623,0.6003208212105177,0.3066822186598613,0.05639220232579394
"Historical Congressional District TX-4, 43rd Congress, USA",0.3250015216543755,0.559781482206514,0.05200778182272809,0.030052057029960964,0.0024005125918955864,0.0012846669879962034,0.029471977706529623,0.6003208212105177,0.3066822186598613,0.05639220232579394
"Historical Congressional District IL-4, 28th-32nd Congress, USA",0.5104777743799512,0.2267515458599901,0.15476170057358193,0.07346667966300441,0.0010977164235361446,0.00020383472841767775,0.03324074837151844,0.577765598062344,0.35793600407400394,0.1550919968241308
"Historical Congressional District TX-3, 47th Congress, USA",0.4557561008368622,0.2952372746668187,0.13755489496008935,0.06744639850732899,0.003864387388100121,0.0009525642844765653,0.03918837935632406,0.49231591986338336,0.2535716524845222,0.1120076353314069
"Historical Congressional District TX-3, 44th-46th Congress, USA",0.4558245924246661,0.29453533469926835,0.13791620710066846,0.06766683518461933,0.00385612089392897,0.000954839796659529,0.039246069900189286,0.49212423458943466,0.2535307862957404,0.11203441199390729
"Historical Congressional District NY-1, 13th-16th Congress, USA",0.41503697483292123,0.21786934706097183,0.1642818926834261,0.15379960315152585,0.002208022108135394,0.000293216589475839,0.04651094357354374,0.48702122133662595,0.29493504618319205,0.17728888075213223
"Historical Congressional District NY-1, 17th Congress, USA",0.41503697483292123,0.21786934706097183,0.1642818926834261,0.15379960315152585,0.002208022108135394,0.000293216589475839,0.04651094357354374,0.4870212213366287,0.2949350461831962,0.17728888075213184
"Historical Congressional District NY-1, 1st-2nd Congress, USA",0.41398997533651666,0.21856201051767588,0.16498421506660405,0.15349595024690965,0.0022173864285239013,0.0002917613721741976,0.04645870103159571,0.48732059161076324,0.29576575894849044,0.17728472916599405
"Historical Congressional District NY-1, 6th-7th Congress, USA",0.41398997533651666,0.21856201051767588,0.16498421506660405,0.15349595024690965,0.0022173864285239013,0.0002917613721741976,0.04645870103159571,0.48732059161076324,0.29576575894849044,0.17728472916599405
"Historical Congressional District FL-1, 44th-47th Congress, USA",0.6392614933863898,0.17806888770877022,0.10962061441154726,0.026443932779831966,0.0025338968622984907,0.000629991317548446,0.043441183533613745,0.5760857208024633,0.22256374254287242,0.07955668987248887
"Historical Congressional District FL-1, 48th-57th Congress, USA",0.6361532918499357,0.17974396309442275,0.11054960129221097,0.026790465530212672,0.0025329933857008743,0.0006263672337034174,0.0436033176138136,0.5739691484786754,0.22313929896713428,0.08028826651586453
"Historical Congressional District NY-1, 11th-12th Congress, USA",0.40495917525005354,0.2199766006374309,0.16932312533555122,0.15564871163854502,0.002276379367596538,0.00029295753667400097,0.047523050234148795,0.4874794962649291,0.3003548728624447,0.17964219023906192
"Historical Congressional District NY-2, 3rd-5th Congress, USA",0.40495917525005354,0.2199766006374309,0.16932312533555122,0.15564871163854502,0.002276379367596538,0.00029295753667400097,0.047523050234148795,0.4874794962649289,0.30035487286244533,0.17964219023906144
"Historical Congressional District TX-3, 41st-42nd Congress, USA",0.3588527372573937,0.3620519163643714,0.16616672043174677,0.07662948030309703,0.0021109538100871823,0.0007199627295696773,0.03346822910373423,0.47529912998787077,0.25628702967553935,0.12210285188091632
"Historical Congressional District TX-3, 43rd Congress, USA",0.3588527372573937,0.3620519163643714,0.16616672043174677,0.07662948030309703,0.0021109538100871823,0.0007199627295696773,0.03346822910373423,0.47529912998787077,0.25628702967553935,0.12210285188091632
"Historical Congressional District CA-19, 73rd-77th Congress, USA",0.32784168920872214,0.4443600682560983,0.047440094511605066,0.13358869651888505,0.003296450536482299,0.002652648661019241,0.04082035230718789,0.4762391448784552,0.22199440414690358,0.09566540631666098
"Historical Congressional District NY-1, 33rd Congress, USA",0.41561387351414125,0.22029600917592074,0.15597025879369897,0.16025750771912642,0.002303072972211145,0.00029174855587062783,0.045267529269030875,0.49373437840180556,0.3034009972494804,0.17517161866128236
"Historical Congressional District NY-1, 34th-37th Congress, USA",0.41561387351414125,0.22029600917592074,0.15597025879369897,0.16025750771912642,0.002303072972211145,0.00029174855587062783,0.045267529269030875,0.49373437840180556,0.3034009972494804,0.17517161866128236
"Historical Congressional District TX-1, 32nd-36th Congress, USA",0.47917686408875837,0.2573285031985473,0.15336419576507682,0.06651275181010864,0.004026789819741362,0.0004931844138892597,0.039097710903878306,0.5178108025319024,0.28536755665034336,0.11760171833454883
"Historical Congressional District TX-4, 44th-46th Congress, USA",0.34742881733533093,0.36378081794888045,0.1727694518371601,0.07764677122218322,0.002153814525891844,0.001309917612866219,0.034910409517687216,0.4708405800907163,0.25452543031378866,0.12027650236981724
"Historical Congressional District TX-4, 47th Congress, USA",0.34742881733533093,0.36378081794888045,0.1727694518371601,0.07764677122218322,0.002153814525891844,0.001309917612866219,0.034910409517687216,0.4708405800907163,0.25452543031378866,0.12027650236981724
"Historical Congressional District FL-1, 58th-62nd Congress, USA",0.6373333115334803,0.19666438125584307,0.09648726638419775,0.02612846403238672,0.0021372790352600117,0.0005164956986388314,0.04073280206019332,0.5739170601057789,0.21634724076061643,0.07971378966365313
"Historical Congressional District FL-1, 63rd Congress, USA",0.6373333115334803,0.19666438125584307,0.09648726638419775,0.02612846403238672,0.0021372790352600117,0.0005164956986388314,0.04073280206019332,0.5739170601057789,0.21634724076061643,0.07971378966365313
"Historical Congressional District FL-4, 75th-77th Congress, USA",0.34454391283446756,0.4200776699135989,0.17433904488515303,0.024208764928398994,0.0011108674314417033,0.00026774189021371746,0.035451998116726106,0.5549381790745023,0.33832108278112993,0.11175748292758178
"Historical Congressional District FL-4, 78th Congress, USA",0.34454391283446756,0.4200776699135989,0.17433904488515303,0.024208764928398994,0.0011108674314417033,0.00026774189021371746,0.035451998116726106,0.5549381790745023,0.33832108278112993,0.11175748292758178
"Historical Congressional District IL-2, 33rd-37th Congress, USA",0.4605697125940196,0.2464157117157953,0.18181183336402396,0.07871340141932377,0.0010612348966669973,0.00019519243027324107,0.031232913579897163,0.5729565776580107,0.3783665296487521,0.17752469635498583
"Historical Congressional District TX-6, 44th-46th Congress, USA",0.25556147665617923,0.6635666152241444,0.03758913624878854,0.017603290047719333,0.0022748394908042938,0.0009123231840931763,0.022492319148270993,0.6504345595534018,0.2895440126601992,0.0487517701332848
"Historical Congressional District TX-6, 47th Congress, USA",0.25462516733218643,0.6645217484706567,0.0375575414181085,0.017641226079996068,0.002255663583888346,0.0009151492263153896,0.02248350388884858,0.6509907135543719,0.28953494239563465,0.04846276654406904
"Historical Congressional District CA-9, 63rd-72nd Congress, USA",0.23648382630498968,0.5200026228076842,0.05483225173468158,0.15252555237529808,0.001915249598150435,0.0018706790100529534,0.0323698181691431,0.5233911154624032,0.26230955834433445,0.11075747900238507
"Historical Congressional District FL-1, 64th-68th Congress, USA",0.6334096651926722,0.20040077841720294,0.09579200016660534,0.02708436015448018,0.0020970291027145103,0.000525414257252539,0.04069075270907235,0.5714149214783836,0.21692488960548387,0.07971248571079341
"Historical Congressional District FL-1, 69th-72nd Congress, USA",0.6334096651926722,0.20040077841720294,0.09579200016660534,0.02708436015448018,0.0020970291027145103,0.000525414257252539,0.04069075270907235,0.5714149214783836,0.21692488960548387,0.07971248571079341
"Historical Congressional District FL-1, 73rd-74th Congress, USA",0.6334096651926722,0.20040077841720294,0.09579200016660534,0.02708436015448018,0.0020970291027145103,0.000525414257252539,0.04069075270907235,0.5714149214783836,0.21692488960548387,0.07971248571079341
"Historical Congressional District TX-1, 29th-31st Congress, USA",0.5283131741645579,0.2300185669922954,0.13152584266608386,0.06418510116849717,0.004252371197504567,0.0004835329243005229,0.04122141088676059,0.5173364555084919,0.2515550199166845,0.11076799011820773
"Historical Congressional District TX-1, 48th-49th Congress, USA",0.3581051861520742,0.3756045576628888,0.1703178167356119,0.06071572531933673,0.002229836813012387,0.0006564730104417897,0.032370404306634216,0.4950323929670368,0.2754062010089219,0.12494088081452394
"Historical Congressional District TX-1, 50th Congress, USA",0.3581051861520742,0.3756045576628888,0.1703178167356119,0.06071572531933673,0.002229836813012387,0.0006564730104417897,0.032370404306634216,0.4950323929670368,0.2754062010089219,0.12494088081452394
"Historical Congressional District TX-1, 51st-52nd Congress, USA",0.3581051861520742,0.3756045576628888,0.1703178167356119,0.06071572531933673,0.002229836813012387,0.0006564730104417897,0.032370404306634216,0.4950323929670368,0.2754062010089219,0.12494088081452394
"Historical Congressional District TX-8, 58th-61st Congress, USA",0.3192585137849827,0.38362512189016884,0.17601823728640786,0.0860134578315909,0.0019247585296539608,0.0006535204820041879,0.03250639019519156,0.4712629290813807,0.2567978549731226,0.12712527513491265
"Historical Congressional District TX-8, 62nd Congress, USA",0.3192585137849827,0.38362512189016884,0.17601823728640786,0.0860134578315909,0.0019247585296539608,0.0006535204820041879,0.03250639019519156,0.4712629290813807,0.2567978549731226,0.12712527513491265
"Historical Congressional District TX-8, 63rd Congress, USA",0.3192585137849827,0.38362512189016884,0.17601823728640786,0.0860134578315909,0.0019247585296539608,0.0006535204820041879,0.03250639019519156,0.4712629290813807,0.2567978549731226,0.12712527513491265
"Historical Congressional District TX-8, 64th-65th Congress, USA",0.3192585137849827,0.38362512189016884,0.17601823728640786,0.0860134578315909,0.0019247585296539608,0.0006535204820041879,0.03250639019519156,0.4712629290813807,0.2567978549731226,0.12712527513491265
"Historical Congressional District CA-2, 39th Congress, USA",0.39686076119278507,0.25198708957238364,0.07746075622495834,0.1995589162044422,0.004172974463232078,0.007165843328891351,0.06279365901330736,0.4113466319415013,0.19280534868676485,0.07476125856330879
"Historical Congressional District CA-2, 40th-42nd Congress, USA",0.3968825740949255,0.25200253887445867,0.07747137185429309,0.1995852776869261,0.004100170377034045,0.007166660853622503,0.06279140625874013,0.411321298894886,0.19273053745337324,0.07474267791081667
"Historical Congressional District CA-2, 43rd-47th Congress, USA",0.3958196469750029,0.2520431822061889,0.07780346612550909,0.20043009665109995,0.0038502773135089584,0.007194004428884897,0.06285932629980533,0.41057202374412444,0.1921748244780373,0.07458718347201286
"Historical Congressional District CA-2, 48th Congress, USA",0.3958196469750029,0.2520431822061889,0.07780346612550909,0.20043009665109995,0.0038502773135089584,0.007194004428884897,0.06285932629980533,0.41057202374412444,0.1921748244780373,0.07458718347201286
"Historical Congressional District FL-1, 75th-77th Congress, USA",0.6218499327553191,0.20453875631307433,0.10040646468347497,0.028920065237300768,0.002069695761873977,0.0005416010380487925,0.04167348421090806,0.5581650739351998,0.20967906646397588,0.08003320394144794
