longname,Not Cohabiting With Partner %,Cohabiting With Partner (Gay) %,Cohabiting With Partner (Straight) %,Living With Parents %,Other Living Situation %,Never Married %,Married (not divorced) %,Divorced %
"9th Circuit, USA",0.153223306987948,0.007418380865787657,0.39189416617640466,0.32688510918033353,0.12057903678952626,0.3523630837256106,0.5442985109316473,0.10333840534274223
"11th Circuit, USA",0.17661252034914507,0.006944882393513398,0.39440325667485265,0.3161184080671392,0.10592093251534979,0.3241732090510869,0.5522677546949667,0.12355903625394637
"5th Circuit, USA",0.16366267283270114,0.005544703526585009,0.385013932279884,0.35268595219406174,0.09309273916676819,0.335765171325784,0.5576920912411112,0.10654273743310488
"6th Circuit, USA",0.18443083642737076,0.005435951362904923,0.41784542556698057,0.3082762048904497,0.0840115817522941,0.3227009378377589,0.5562464308858204,0.12105263127642084
"4th Circuit, USA",0.17622684935579994,0.0056290363326668815,0.40901960237998475,0.31250386542029246,0.09662064651125606,0.32834178853293483,0.56579970993799,0.10585850152907514
"7th Circuit, USA",0.1787339144720791,0.00561298368011521,0.4193588199750282,0.3118949676968806,0.08439931417589684,0.3393179302854997,0.553235125150518,0.1074469445639825
"2nd Circuit, USA",0.18449402943374893,0.007611873090837383,0.37786611497981887,0.31462599050003015,0.11540199199556452,0.37783070303289307,0.5289071495970126,0.09326214737009444
"3rd Circuit, USA",0.17289318903666867,0.005603022853150395,0.41855935380531595,0.3133794964109995,0.08956493789386555,0.340767463764028,0.565070677933709,0.0941618583022629
"8th Circuit, USA",0.17488590246255203,0.00524522770874334,0.434325166943869,0.3023660505561689,0.0831776523286667,0.3113991945869544,0.5749249341120177,0.11367587130102776
"10th Circuit, USA",0.16223674845376893,0.006493565768184611,0.41775248063843323,0.3227914823619204,0.09072572277769278,0.3138999873452064,0.5692994498496254,0.11680056280516828
"1st Circuit, USA",0.18081746734286436,0.007452357843867734,0.402575844060506,0.3124002257294778,0.09675410502328421,0.36710013039491707,0.520400086535272,0.11249978306981086
"DC Circuit, USA",0.3042101851136293,0.02325979349786206,0.2762047333490931,0.24610248400223078,0.15022280403718472,0.5575987550459577,0.36051103570276005,0.08189020925128229
