longname,White %,Hispanic %,Black %,Asian %,Native %,Hawaiian / PI %,Other / Mixed %
"South Carolina, USA",0.6210003911349518,0.06893646069367255,0.24793325620042678,0.017465093843082598,0.0032414185734007134,0.0006027229400844555,0.04082065661438118
"Alabama, USA",0.631199362443986,0.05255478200846864,0.2563915826364709,0.015110109378912325,0.004601541423824676,0.000519885211256112,0.039622736897081436
"Louisiana, USA",0.5574995104926334,0.06925004895073666,0.3118290743329818,0.018321316070612725,0.005580598676097269,0.0003662717401385735,0.037153179736799616
"Kentucky, USA",0.813339881759917,0.046128901175942656,0.07939871062871331,0.01638800714704687,0.0017931976998244753,0.0007683230738604373,0.042182978514695234
"Oregon, USA",0.7165404430766616,0.13894774602979806,0.018563481930241505,0.04526443232425263,0.009921197774940467,0.004294355457272391,0.0664683434068333
"Oklahoma, USA",0.6079751252790538,0.11919448618097718,0.07153730109479788,0.02264330026991729,0.07877281207750443,0.0020629591492162497,0.0978140159485331
"Connecticut, USA",0.6320741922627736,0.1728549482910059,0.10009792939376685,0.04726986107116619,0.0017760969631348943,0.0002701309247491235,0.045656841093403455
"Puerto Rico, USA",0.00744307644724457,0.988822904096645,0.001303223323953129,0.0008347204751879187,9.467471472773257e-05,2.7702247717760977e-05,0.0014736986945239657
"Utah, USA",0.75355879174084,0.15066315851249046,0.01136808231772922,0.02403032629746278,0.008769366576028483,0.010952079950703261,0.04065819460474579
"Iowa, USA",0.826926603160951,0.06769937897465779,0.04053480960979749,0.023513581030908965,0.002845752325201254,0.0017568500696941325,0.0367230248287894
"Nevada, USA",0.45930089859802214,0.286752878135575,0.09404067623221438,0.0856760292905978,0.007534592062008353,0.007398665341327456,0.059296260340254855
"Arkansas, USA",0.6852171735887801,0.08528750380208187,0.1493882798916689,0.017004769703417688,0.006823491752304825,0.004741810415247112,0.0515369708464995
"Mississippi, USA",0.5534771756262186,0.03553279949423637,0.3643956722357177,0.010908905472250374,0.004734442010261841,0.0003502115960226499,0.03060079356529251
"Kansas, USA",0.722485261481068,0.1302309828856182,0.05560199872016556,0.029009013302109005,0.0074615028523969664,0.0010602883712064481,0.054150952387435836
"New Mexico, USA",0.3650266679637803,0.4773556071672455,0.018101346762867163,0.01665201117154863,0.08907109347624251,0.0006852349113728217,0.03310803854694308
"Nebraska, USA",0.7569125528166142,0.11966072972576146,0.048128884774132505,0.02669329249392303,0.007673193631009674,0.0006719333735745632,0.040259413184984584
"Idaho, USA",0.7887109280269871,0.1301757484342936,0.00803923210516414,0.01415687839635127,0.010278363509226765,0.0018492680682897016,0.04678958145968748
"West Virginia, USA",0.891344998070992,0.019419424330478104,0.036099768742041446,0.008313690158936883,0.0017768059640914595,0.00023917469676662572,0.042806138036693524
"Hawaii, USA",0.21590111791945368,0.09544619101207066,0.01503743365534623,0.36550435694180383,0.0015937849951711822,0.10237024787930982,0.2041468675968446
"New Hampshire, USA",0.8715778499434074,0.04316506544638508,0.013542308733856208,0.02585039643905453,0.001670554462906939,0.00028169279948191757,0.043912132174908
"Maine, USA",0.9016003641195428,0.019519303474552007,0.018435020077962692,0.012233976170725082,0.005349474008765297,0.0002987835764467512,0.04256307857200537
"Rhode Island, USA",0.687138876507729,0.16595250921295018,0.05047684935789634,0.03496773758382349,0.003200263969366428,0.00029167885793143176,0.0579720845103031
"Montana, USA",0.8313016209735065,0.041687841545804606,0.004682607392377043,0.007449560746155087,0.05957435034241048,0.0007738246212732597,0.054530194378473104
"Delaware, USA",0.5857234937190727,0.10535530630759873,0.21514575347890832,0.042826892107873944,0.0025469225779988724,0.0003071259276920497,0.04809450588085535
"South Dakota, USA",0.7957700015902249,0.043692840716977176,0.019670293357032572,0.015036084572900536,0.0841296676204257,0.0005560148285658539,0.0411450973138732
"North Dakota, USA",0.8165488632731931,0.04288154758619627,0.033565945300036065,0.016749601795865352,0.04793851548471807,0.001115356625333869,0.041200169934657305
"Alaska, USA",0.5749534151513205,0.06800089136673042,0.028299526563958982,0.05926358343096898,0.14840982636121405,0.017023463998764116,0.10404929312704299
"District of Columbia, USA",0.3796400776234913,0.11262222944181284,0.40903895968277637,0.04814048807655602,0.001852115066093096,0.0005061771010700786,0.04819995300820036
"Vermont, USA",0.8913419745118927,0.02411028777146234,0.013450069590775141,0.017813683334758842,0.003085320622973509,0.00026436719047656074,0.049934296977660976
"Wyoming, USA",0.8141859856358055,0.10235918807456344,0.008208358830963281,0.008731890904236969,0.020422951507408325,0.0008477059067246135,0.04524391914029793
