longname,Mean high temp,Mean high heat index,Mean high dewpt,High temperature Above 90°F %,High temperature Between 40 and 90°F %,High temperature Below 40°F %,Humid days (dewpt > 70°F) %,Non-humid days (50°F < dewpt < 70°F) %,Dry days (dewpt < 50°F) %,Mean sunny hours,Rainfall,Snowfall [rain-equivalent],High windspeed (>10mph) days %,Mean high temperature in summer,Mean high temperature in winter,Mean high temperature in fall,Mean high temperature in spring,geoid
"Queens County, New York, USA",60.797793475703116,60.331970273612235,49.291190597860066,0.011405439354705659,0.8588341060828963,0.12976045456239882,0.10877485479333444,0.4058839189255138,0.48534122628115334,4.963860377822787,1.0445959658228634,0.10249211325467696,0.2666723560877866,80.01579798410289,41.45244673372959,56.66735340751063,64.1349853720447,36081
"King County, Washington, USA",59.24354733353726,58.103490175229055,48.02412371979781,0.002329202031547151,0.9662081534921646,0.03146264447629653,0.0002685383364275409,0.4338104406742605,0.5659210209893085,3.941007590258784,1.4002981875499871,0.04124709069770093,0.07541452775191837,73.45258956509578,47.7714364761252,53.6891706523771,61.35589173574382,53033
"Clark County, Nevada, USA",78.24164236145779,75.37304962812522,34.76429697177727,0.3259227895670375,0.6715517067596423,0.002525503673324448,0.0019462803250134759,0.1116885530923642,0.886365166582621,8.731654469948129,0.12716071892070377,0.004806912165429704,0.030291263485620473,98.4859936794481,60.16293659895482,70.15510718486995,83.11421572785223,32003
"San Bernardino County, California, USA",74.3547675078678,72.95412246002557,46.34275889655633,0.14698449050310766,0.8522709922298333,0.0007445172670583346,0.0004842583559380189,0.43835378251344137,0.5611619591306196,8.51865978152626,0.3416746251139929,0.006421618108497431,0.010151231229218176,89.28741481502571,61.60962634724751,70.95673787957071,74.88818307363553,06071
"Tarrant County, Texas, USA",77.03558325556564,79.25437860994477,57.916527016723236,0.2449772919453119,0.7405510126999978,0.01447169535468744,0.2579730151189252,0.4579853690837733,0.2840416157973019,6.5180233840993935,0.9329731346039758,0.008285554681997606,0.3023374165418575,93.23161812007575,61.363188438089196,71.32925317030373,81.3818638272834,48439
"Bexar County, Texas, USA",80.31877489381492,83.72277049612211,61.897785279282914,0.27642998086578613,0.7200726112798334,0.0034974078543843477,0.36534429256409756,0.4459096466403842,0.18874606079551917,5.823142482581929,0.8347376901694995,0.0006643507010099711,0.1603049257133451,93.60054834808521,66.9938171547536,75.40028549653553,84.57948838092638,48029
"Broward County, Florida, USA",81.6360514241226,86.84690269023825,69.64490183916708,0.05157317873958566,0.9484268212604137,0.0,0.5733745394921015,0.4066000461704868,0.02002541433741098,5.402817845040998,1.2302929534955362,0.0,0.24349282792066837,87.07677500514396,75.83415608105565,80.59468368697593,82.77583327902784,12011
"Santa Clara County, California, USA",68.81840463328422,67.89481221052351,50.95985979235184,0.030060642691693267,0.9699011824449891,3.817486332069442e-05,3.3743938929278414e-05,0.6098457247107038,0.39012053135036595,7.47423652769076,0.5707353806171865,0.000638635924463273,0.011511689068780681,79.54471815786162,59.113189856349976,67.13286162317405,69.00963224186944,06085
"Wayne County, Michigan, USA",58.003065902197456,57.08864041116498,45.78820914590688,0.01588368688515854,0.7440483217201701,0.24006799139467572,0.06843797238954308,0.3886160986383595,0.5429459289720967,4.295544479284958,0.7963028037475773,0.11442491115960123,0.3084965705647567,79.61805963660794,35.21674258616469,51.630667017136375,64.4362162977482,26163
"New York County, New York, USA",61.246408822999214,60.841695805850904,49.06667346260022,0.017283844102367985,0.8469282806491959,0.13578787524843572,0.10970492914388792,0.40245345860132886,0.4878416122547822,4.898309676313437,1.0276179719814966,0.10866490123842573,0.16712113113865892,80.84355871308222,41.2585957935427,56.468132616961526,65.45291475355774,36061
"Alameda County, California, USA",69.16294266782853,68.32445907787762,51.74476998736228,0.030677452893475805,0.9693135033114663,9.04379505817024e-06,4.708592042015949e-05,0.6528646656299105,0.3470882484496727,7.052663972798711,0.4877707686708308,0.00014403994839794134,0.03798657506082593,78.97409280812704,59.666950750018245,67.56979871408784,69.9953500157411,06001
"Middlesex County, Massachusetts, USA",58.910788806166764,57.893860025902754,45.69727540964947,0.021144891856941326,0.7940264492527577,0.18482865889030062,0.059999070837100606,0.39866771179311095,0.5413332173697901,4.818314776224834,0.9397431925616623,0.16821114959024533,0.19508678853922773,79.13557288856411,38.52386922201912,53.96375757528405,63.03194707830619,25017
"Philadelphia County, Pennsylvania, USA",64.5157293070463,64.39503409122253,49.26247400417213,0.05042782611027136,0.8425329312051071,0.10703924268462103,0.12366762533581473,0.40406661556399925,0.4722657591001878,4.892544304770136,1.0297284119375263,0.07878570234646311,0.14582281484822088,83.78718066109458,44.54871531015231,58.85709013277245,69.88967628613702,42101
"Sacramento County, California, USA",76.33470057952064,75.17733852735961,50.707458604639996,0.2263735913223452,0.7736218768540933,4.531823562805063e-06,0.000551573106146967,0.5915805847512033,0.4078678421426511,7.7402416568190695,0.647702875676885,0.00010748605129580359,0.041237488160404887,92.16586678617382,61.572868917571995,71.12424051769271,79.68159274918283,06067
"Suffolk County, New York, USA",58.26203444206047,57.494361259561124,49.52271447788905,0.0008591545544439948,0.8724075928005922,0.1267332526449613,0.09983752162175655,0.4093384873710768,0.4908239910071669,5.175771981985882,1.1041981340737985,0.09412352601172314,0.5032869434167736,76.15783020513958,40.8001637367357,56.25799426897495,59.04929334981427,36103
"Palm Beach County, Florida, USA",80.89608249983833,86.0193562704485,69.66477336669602,0.03675821593968225,0.9632417840603152,0.0,0.5617377585822693,0.4186271028850673,0.019635138532659867,5.289205617365758,1.239549354227148,4.481941048231232e-09,0.24726958127531076,86.75421497998298,74.75601516181518,79.82966506561812,81.96754334459592,12099
"Bronx County, New York, USA",60.994233726547684,60.53999837688552,48.88329534785915,0.0165366741179014,0.8434922545648746,0.13997107131722344,0.10711825888999467,0.4029443092967816,0.4899374318132239,4.887315326157025,1.0335687068285833,0.10483798670157901,0.17469757090980856,80.61885311235517,41.02662685961345,56.270727627707686,65.10023706252392,36005
"Hillsborough County, Florida, USA",81.23576101154609,85.8128753180812,66.92238398854603,0.13515728651736558,0.8648427134826372,0.0,0.4620302559334607,0.471826003782292,0.0661437402842455,5.771685268865823,1.0549734622105162,6.479700210528298e-06,0.13130605003797063,88.52973591850149,72.30431920693498,79.40991072137317,84.31308959229733,12057
"Orange County, Florida, USA",81.35992728561664,86.04346323952795,66.69356548928934,0.15204280394730788,0.8479571960526907,0.0,0.45100834132444595,0.4776179703619971,0.0713736883135551,5.3169745522187295,1.07058384471302,2.7047245762597166e-05,0.07776028863714021,89.09939109958712,72.55380510093165,78.87110173892705,84.5013534262782,12095
"Nassau County, New York, USA",59.176723857194176,58.529876967786144,49.540465365712826,0.0038673351679337615,0.8667678087662104,0.1293648560658515,0.1050223619348941,0.4085345819328001,0.4864430561323029,5.078363201128743,1.1003419218603054,0.09715141177870709,0.40939889436576715,77.62756741654155,40.968249469564526,56.29833119067815,60.971046547052296,36059
"Franklin County, Ohio, USA",62.263740218464235,61.80428177863745,48.4854728410427,0.022784839449547657,0.815471604271852,0.16174355627860273,0.09106800892388786,0.42846670135546755,0.48046528972064384,4.48056044070972,1.0017737480532312,0.08520368098500036,0.19810389323777408,81.87915071825304,41.04156598478914,55.958455035030234,69.14029981994405,39049
"Travis County, Texas, USA",79.45516022190168,82.63506780442839,61.161277951935766,0.26824866796409713,0.7263225262683701,0.005428805767528716,0.3487280071174259,0.44323259899281153,0.2080393938897625,5.896147843865452,0.8860779571600386,0.0015661915795894337,0.22910829323597331,93.78589199059735,65.44757743329025,74.32645890936848,83.51721163324723,48453
"Hennepin County, Minnesota, USA",55.20746968964435,53.8597147580724,41.633518087919384,0.017751335053248316,0.6689656554862095,0.31328300946053955,0.057821655799477824,0.3394680410697019,0.6027103031308225,4.709860987088352,0.6950626343402421,0.1426377908404917,0.20545977941915777,79.5465477583505,28.68932415228889,46.88648963463178,64.40552241055941,27053
"Oakland County, Michigan, USA",57.911322083977865,56.86470880568222,45.026806945655096,0.01629345398322267,0.7386174583828437,0.24508908763393394,0.05672414958755676,0.3906794355246301,0.5525964148878192,4.192185270367323,0.7776766405123525,0.12629036692399329,0.232286272002853,79.35586540885734,35.13146921342534,51.2491807129824,64.79466039668725,26125
"Cuyahoga County, Ohio, USA",58.38822311633132,57.65239029813408,47.548227221141794,0.00746111146645441,0.7777336615843223,0.21480522694922063,0.08426388466301137,0.40512238430539693,0.5106137310315901,4.318478099877611,0.997201631724865,0.15145294330715858,0.35835739070782535,78.59251646337377,36.96676781551484,53.12380997721996,63.85140147608092,39035
"Allegheny County, Pennsylvania, USA",61.393605116837485,60.85243928072499,48.363814296719646,0.017907084432052914,0.8167683995002303,0.16532451606771606,0.09569041424681447,0.4218632333088948,0.4824463524442914,3.9866855394599527,1.138247022620409,0.11398261060644128,0.09944664685936895,80.51332030786327,41.02122813242942,55.14300901978611,67.89395755279749,42003
"Salt Lake County, Utah, USA",60.904018223305336,58.41910204023377,37.72624663672898,0.09581416915652875,0.696941439581843,0.20724439126162802,8.08093074833279e-07,0.1801265659724313,0.8198726259344943,6.555183884849992,0.2816698807533567,0.25849168048409066,0.0036812466011215167,85.98300388233551,39.11405190221985,52.014892467984495,65.25862333896252,49035
"Contra Costa County, California, USA",71.09064194613714,70.19774029802139,51.54025225964079,0.053276988036524434,0.9467227943124752,2.176510016448672e-07,0.00013853259558023514,0.6438266915699483,0.3560347758344707,7.186519678158769,0.4879695813976245,3.974323615069e-05,0.05967852511919569,81.81591793769178,60.435355942497125,68.67672962132319,72.92139114085298,06013
"Fairfax County, Virginia, USA",66.5468999801868,66.82800865378385,50.96951266667623,0.08105017187396202,0.8349841295176276,0.08396569860840719,0.14888795800444535,0.4147730564720988,0.4363389855234572,4.9767558173971285,1.0025987171548907,0.05806948203297933,0.09073760513050219,85.47847686897263,47.14606785073741,60.31415212818696,72.2661465284403,51059
"Wake County, North Carolina, USA",71.12049977443196,72.52033226637363,55.9617494290156,0.09047238813997394,0.882950248920231,0.026577362939796376,0.2304547949391499,0.4439076349938524,0.3256375700669989,5.306061580247838,1.146804299147044,0.020440186917733014,0.08157489696345048,86.54908994694512,55.027722998548704,65.43801666633189,76.64179509328143,37183
"Mecklenburg County, North Carolina, USA",71.71186654202603,72.80615011906963,55.194285361837366,0.11200938342091128,0.8655274553639236,0.022463161215163587,0.19768545268097876,0.4653545939956772,0.33695995332334433,5.372575659784291,1.0682730618093221,0.016336055754289543,0.0575559360382453,87.45428788219853,55.50743675974673,65.51055619761598,77.5236308651774,37119
"Fulton County, Georgia, USA",72.02763641810697,73.2137043021808,56.27941320758894,0.08197286551612708,0.901665039109258,0.016362095374619245,0.2111453221850664,0.4821858546587149,0.3066688231562164,5.221612052700728,1.2074778252738771,0.008142958419707623,0.11208872169128795,86.67112003513355,56.910444980109325,66.40279126541233,77.33979950056654,13121
"Collin County, Texas, USA",76.04746687983598,78.36869249258484,58.23343359839523,0.22183161111505081,0.7623182764818525,0.01585011240309826,0.2766417105775258,0.44153125605090504,0.28182703337157083,6.353730839843591,1.0330202409923146,0.009172456626234747,0.31134131939383397,92.5281771059427,60.10058007340812,70.40152673713781,80.31656441141853,48085
"Montgomery County, Maryland, USA",65.91763430856147,66.01854627652966,50.24955048126642,0.07408042456174774,0.8329678135906499,0.09295176184760104,0.136494200533262,0.4138608273571968,0.44964497210954185,4.929097670639887,1.016092284532094,0.06523767356411747,0.09766576391463647,85.06478300967653,46.26319937695601,59.66149788211424,71.69013929921717,24031
"Pima County, Arizona, USA",81.29430756295795,79.7571164965583,42.93571514962007,0.3383340400356757,0.6613854832018431,0.0002804767624845905,0.018161819729245587,0.2733094637339023,0.7085287165368505,8.629822277813814,0.2471208192434196,0.0029532601056753466,0.035373875205307305,95.41456421631024,66.45971302537363,76.05613318148278,86.48721995566127,04019
"Honolulu County, Hawaii, USA",77.3176151759342,78.95029319441922,67.99451717055625,0.0,1.0,0.0,0.2859420509276171,0.7140579490723811,0.0,8.384128444274772,0.43033850457161765,0.0,0.7589862814154532,79.78671964520844,74.58005897307116,78.29366030333438,76.53518738239953,15003
"Fresno County, California, USA",77.65812347736734,76.48947413053124,50.16214302323873,0.28218773613340997,0.7175548710468864,0.00025739281970185463,0.004598042407411518,0.5208224066186685,0.4745795509739173,8.393931870175312,0.4518683028774359,0.0015862231389679245,0.012248396927312864,95.34199749743068,62.10340904865902,71.68797448340604,80.62070658733109,06019
"Westchester County, New York, USA",60.6144567200166,60.07698285611921,48.320722425106496,0.018751456784665752,0.8280288835824923,0.15321965963284268,0.10224792793260931,0.4013370904982632,0.496414981569126,4.826167372330127,1.0439193131959033,0.10487766452385634,0.13977966407119183,80.43734601337206,40.371068507019665,55.62399576455541,65.0486090048027,36119
"St. Louis County, Missouri, USA",66.4387019857367,66.94451446653433,50.882220127575444,0.08451027783278012,0.8009588662635624,0.11453085590365583,0.16373758983208112,0.39483423143112784,0.4414281787367925,5.214127658284476,1.0025972203316953,0.05035679524631417,0.13997798234970021,86.05596647891555,45.551856901101075,59.65548339186617,73.44709330646248,29189
"Duval County, Florida, USA",77.83969817939179,81.65496139761247,65.01019697076093,0.097061263290979,0.9027501838609231,0.00018855284809543183,0.4088924210064809,0.4809409126230848,0.11016666637043424,5.371992743699548,1.056738344602616,4.51861410799843e-06,0.15474366472427253,87.62141821423602,67.36603239699703,74.68834217102999,81.16994441176593,12031
"Marion County, Indiana, USA",62.651542169291346,62.379948411510235,48.90159716850121,0.0270660678083491,0.811547646023805,0.161386286167847,0.11000967601553269,0.41365026172829833,0.4763400622561701,4.664004129258148,1.0141312295470633,0.07699351007927152,0.22864605740674773,82.45766218491329,41.06341819203651,56.17187673083837,69.86329147736643,18097
"Capitol Planning Region, Connecticut, USA",60.17777015784714,59.297693080888024,46.124187776448196,0.025845247456728795,0.8013744582889754,0.1727802942542926,0.07346713244472573,0.4015137425316035,0.5250191250236746,4.814041411266673,1.0112449852407333,0.13641444884425144,0.1025458851001746,80.55185950989106,39.36527242914703,54.64905319530725,65.12829110905906,09110
"Prince George's County, Maryland, USA",66.24768413565096,66.6110728796725,51.261891857324535,0.07061069872088539,0.847055630559667,0.08233367071944495,0.16068796750996944,0.4054546241712548,0.4338574083187752,5.017186398978216,1.0334870203821647,0.05408614194990279,0.10894783639178993,84.91171116390045,47.00088631159006,60.28360422759662,71.82813056165975,24033
"Pinellas County, Florida, USA",76.84393560667789,80.56509449687297,67.73706004366954,0.02274528615192609,0.9772547138480768,0.0,0.4837298647340089,0.4662234682426989,0.050046667023293696,6.252158250591589,1.0120704054916685,6.127307198949953e-07,0.4030188959150114,85.01566121971081,67.37629560610998,75.91045124230611,78.68851505102982,12103
"Gwinnett County, Georgia, USA",71.76156478033134,72.92624957709148,56.15650440301436,0.07817082142174815,0.9056998261881521,0.016129352390098124,0.21110128092336095,0.47737406908200614,0.31152464999463264,5.248810611878753,1.2362408243260827,0.007588307345802455,0.10035862726782135,86.47825872123622,56.63823641233951,66.13264521529678,77.00607124340435,13135
"Bergen County, New Jersey, USA",61.150626008913136,60.61889685769575,48.178746637792166,0.022514395108669434,0.8291851617959636,0.14830044309536372,0.09849161370209364,0.4050897777127877,0.4964186085851185,4.799490053355886,1.0495040382204006,0.10902801881151611,0.1294177042668421,80.99604556660577,40.80668734639082,55.93902051261893,65.8722064623044,34003
"Erie County, New York, USA",56.037290694188044,54.85552351153526,45.3282890583299,0.001044418081468653,0.7502212298506499,0.24873435206788042,0.05024817689002113,0.39201260012023276,0.557739222989747,4.13379365750001,0.902546534005985,0.19380272842444066,0.32124120710822207,76.40513098645305,34.4146862292217,51.013223844219965,61.30246683384472,36029
"Milwaukee County, Wisconsin, USA",54.26338824198509,53.003946642928,44.16733411545356,0.0043543666776991626,0.7128495591891588,0.2827960741331413,0.061194333328582234,0.3558729723812356,0.5829326942901834,4.6005846898162615,0.778458768362278,0.13420294011783074,0.4916655233449676,76.54336711385986,32.45413572074579,49.86110888320947,57.15338716355637,55079
"DuPage County, Illinois, USA",59.3197402410324,58.67556024065579,46.30072292219344,0.0224772183036057,0.7535985889804442,0.2239241927159495,0.09644534753940473,0.3709785057083246,0.5325761467522692,4.62026894259818,0.8750426041926338,0.10170748026207707,0.24380135457290592,80.81362467888273,36.158978184292394,52.741091764999226,66.44209152734184,17043
"Shelby County, Tennessee, USA",71.90664372868953,73.76545667206031,56.48829430479454,0.13139876153934862,0.8299804531990935,0.03862078526155568,0.24803456123238074,0.4318483825461755,0.3201170562214458,5.600306276886256,1.2536258899804706,0.01281106512405033,0.11377127401992854,88.7116672359753,54.43954018443777,65.87673005886447,77.70557253023361,47157
"Pierce County, Washington, USA",59.24684279240741,58.11354505312837,48.01572242017943,0.00253631828257886,0.961688611449027,0.03577507026838975,0.00028546944105897797,0.42947186749566857,0.5702426630632759,3.8856181164720365,1.3493602281611272,0.03491596405655368,0.06841630149875391,73.8842549543889,47.449739009685636,53.75225100533113,61.18138357793528,53053
"Kern County, California, USA",76.35172662231881,75.30814525765656,49.371923271742425,0.2293930878146008,0.7695076078095651,0.0010993043758359773,0.01131125401351088,0.4799131841345973,0.50877556185189,8.48445504880793,0.26151565708078667,0.007096993718465372,0.011157041384629165,92.85689545976781,62.226135668625346,70.78465757866246,78.73248474367661,06029
"Denton County, Texas, USA",76.31178464951222,78.59686691873628,58.03634611926109,0.23034106906851295,0.7541625763369985,0.015496354594489963,0.26887720062469644,0.4452825825296805,0.28584021684562033,6.473810509893836,0.9790921752176682,0.009386383660138104,0.28674417316290607,92.80591783533481,60.3789897967253,70.54868830590351,80.66638752267501,48121
"Macomb County, Michigan, USA",57.50369782699464,56.5176802358568,45.44210263164253,0.0138294335872817,0.7383512977800142,0.2478192686327045,0.06367731251825234,0.3858200972385727,0.5505025902431706,4.279509214092294,0.7813922309035264,0.11944626165682742,0.2992186969331619,79.11662354681721,34.739302299028495,51.11556885096826,63.93409506318123,26099
"San Francisco County, California, USA",63.657342811114326,62.85254149752099,51.826885796450675,0.004304912065210245,0.9956950879347914,0.0,0.0,0.6829076703037021,0.3170923296963006,6.2953163847792375,0.5532291687951573,1.2268277100527331e-07,0.1893941736345479,69.13257024628216,57.81028122665695,63.82304550481673,63.63693740304598,06075
"Hidalgo County, Texas, USA",86.61776069814412,93.50915885622187,67.81713193996042,0.4420937863237247,0.5572769863855259,0.000629227290750794,0.536808049411009,0.38612730359954545,0.07706464698944544,6.182933951550295,0.556705264129913,0.0006138555408840983,0.5077432406310283,96.26996957390806,76.18325258109424,82.63624638746133,90.84461781563662,48215
"El Paso County, Texas, USA",78.47366980621699,76.4790517394912,41.112015326037955,0.2830100337489317,0.7138306960754027,0.003159270175668127,0.0014373530193677922,0.3078866492925228,0.6906759976881128,8.621602471862353,0.1596227473045252,0.0050272041431490486,0.16062249783017934,92.92402265067831,62.86964534390361,71.31290034808805,85.94606782094705,48141
"Essex County, New Jersey, USA",61.72466948776368,61.231888697173794,48.27524346994517,0.027285077977462182,0.8312938797433326,0.1414210422792058,0.09943869872635454,0.4059973405725165,0.4945639607011267,4.8128108744881715,1.0566569100636176,0.11049405166979574,0.138707867882155,81.54547625508677,41.36821824378775,56.401021762574736,66.58836390781018,34013
"Middlesex County, New Jersey, USA",63.089186760638626,62.78456897885249,48.82736559904425,0.04104594732347773,0.8358662357568098,0.12308781691971579,0.11084470214340643,0.40637167149388825,0.4827836263627029,4.83333672729599,1.0499069378981218,0.09740547199814312,0.1386591109696015,82.67094534879834,42.98191455295841,57.67805727894586,68.04452050268881,34023
"Worcester County, Massachusetts, USA",58.48329593527816,57.33398420645439,44.835676166640006,0.019773425005799452,0.776889056876392,0.20333751811780484,0.05208946427072985,0.39730128544508175,0.5506092502841873,4.709433067097711,0.9602976818200439,0.18658438042294492,0.16048756691288973,79.18545218831626,37.38855342433118,52.93246288656864,63.39579799610766,25027
"Montgomery County, Pennsylvania, USA",63.734164970750726,63.47777746561301,48.78976150777304,0.04740885132750377,0.8312515246274409,0.12133962404505295,0.11544154287218605,0.40519808864885065,0.47936036847896246,4.7788837741000725,1.0594474352201455,0.09284083484997865,0.1241917755631235,83.30869914053147,43.47744695513483,57.87043285187736,69.28058124753372,42091
"Baltimore County, Maryland, USA",63.888304082948714,63.88039333078011,50.27117103188683,0.036589173782713896,0.8581987361348916,0.1052120900823944,0.1429238628440592,0.4007246038373842,0.45635153331855577,4.969744340252751,1.0853095965481836,0.06867884599523594,0.1627206573554843,82.89890301973617,44.30244587443097,58.33389022810488,69.05363544628874,24005
"Ventura County, California, USA",69.75277475791727,69.18153172307137,53.10937392464731,0.018670957760089594,0.9813171262228324,1.1916017078129915e-05,0.001509075855239676,0.6879583471028228,0.3105325770419361,8.088211498978842,0.3890354802394539,8.304046009225712e-05,0.02314543023448311,78.0510369540588,62.53803524443644,69.39723853209252,68.69794736950219,06111
"Hamilton County, Ohio, USA",64.45737666332744,64.37538161064693,49.853042484229206,0.040011979311763944,0.8276540437958899,0.1323339768923451,0.11874637502850753,0.42705918595355236,0.4541944390179385,4.699170417217092,1.0505394809943454,0.0645306016325075,0.12057103702924751,83.59752532536243,43.85485649174014,58.00169729650324,71.35722563312345,39061
"Snohomish County, Washington, USA",57.996337366486536,56.758564575032736,47.18622588385924,0.0016414488098473237,0.9587744959907463,0.039584055199402265,0.00021039041415889863,0.40254278825495393,0.5972468213308851,3.9889031802386827,1.6499598021640076,0.05873510644488536,0.0787490873722546,71.53369555823177,46.99017312379308,52.52814818235129,60.25327455538986,53061
"Fort Bend County, Texas, USA",79.69354827732995,84.52899740821228,65.0747714524739,0.23199053381010878,0.7655857173916335,0.0024237487982597954,0.45310076430882595,0.4039775150532707,0.14292172063790345,5.4582437791772875,1.1321298386744958,0.0008403335179006049,0.1819015839213053,91.73228831190563,67.13215153906098,75.74674318554622,83.53657938325408,48157
"Multnomah County, Oregon, USA",63.364758115349446,62.205212514061145,48.2653874280925,0.04391053794223275,0.9281177653800796,0.027971696677685027,0.0005456903984177973,0.4517540637188958,0.5477002458826855,4.171461333935312,1.4904646798976757,0.0292591033978593,0.03623629714633917,80.96355527692096,49.534822495435094,56.52765157907944,65.56432166718746,41051
"Essex County, Massachusetts, USA",56.842350282755596,55.70887955513459,45.860032703678996,0.00855638889822151,0.7976799550530932,0.1937636560486853,0.046944825826908614,0.40484618766518987,0.5482089865079046,4.9091001733687865,0.987916512394287,0.16782538261929522,0.3261951414492282,75.93637793451771,37.80830942415718,53.058698194423975,59.667998063806564,25009
"Suffolk County, Massachusetts, USA",58.339402817270845,57.33600780457669,46.36344961919261,0.010861907012429315,0.8112208092295233,0.17791728375804683,0.05928726137908735,0.4068812336521603,0.5338315049687506,4.856697447596919,0.9722536007924168,0.16212245659843394,0.27674223469052484,77.82083059173395,38.877122872936326,54.104428481788645,61.62115412685709,25025
"Oklahoma County, Oklahoma, USA",72.67043988638623,73.5074883143062,52.85275750400557,0.1928281427985756,0.7594977563457028,0.04767410085572436,0.1483797746986088,0.4492376043979456,0.40238262090344595,6.652395931336643,0.7828847567051265,0.029697145288584935,0.3452597342608473,91.44072534125864,54.51570744917007,65.75429081320463,77.9941078472099,40109
"Jefferson County, Kentucky, USA",66.41372587783495,66.93560612443268,52.088647447566146,0.06109618648848014,0.8360279671371303,0.10287584637439219,0.16793544234305238,0.41971945329253046,0.41234510436441835,4.835768980465169,1.1429255824879554,0.054172880821033415,0.07785282888943182,85.12181262882989,46.63899296601349,59.97604357866125,72.92409765356439,21111
"San Joaquin County, California, USA",75.22897183755096,74.14815982918934,51.02654291799781,0.16628857318584228,0.8337087638717735,2.6629423780220946e-06,0.0007686221156878309,0.5969067806251449,0.40232459725916825,7.913413746186994,0.48721721584537914,9.762683540669435e-05,0.027376374126575183,89.75306132539151,61.489308395869465,70.31283156943418,78.62809175477136,06077
"Cobb County, Georgia, USA",71.72349667268807,72.90849837299339,56.266496614963934,0.07658088052107623,0.9052497142775451,0.018169405201379833,0.21272324763218928,0.4795703719331554,0.3077063804346546,5.1757748762300695,1.227498907430143,0.008691830271796108,0.10357804592147386,86.44650270882842,56.522945526685604,66.06395231984732,77.06788589367581,13067
