longname,Commute Time < 15 min % [StatCan],Commute Time 15 - 29 min % [StatCan],Commute Time 30 - 59 min % [StatCan],Commute Time > 60 min % [StatCan]
"Toronto CDR, Ontario, Canada",0.16474809059865447,0.320460771914817,0.392338355895348,0.12245278159118067
"Greater Vancouver Regional district, British Columbia, Canada",0.20810210576749244,0.34982402290155623,0.36237977610105737,0.07969409522989401
"Montréal Territory, Quebec, Canada",0.18831339175917852,0.36215866135654606,0.3651145273618908,0.08441341952238467
"Division No. 6, Alberta, Canada",0.2318540549825073,0.43834130377789976,0.27955919976133903,0.05024544147825383
"Division No. 11, Alberta, Canada",0.2534512275078298,0.42338092809791084,0.27777373060391913,0.04539411379034014
"Peel Regional municipality, Ontario, Canada",0.16780814810202752,0.3708673183487952,0.36038644335138953,0.10093809019778775
"York Regional municipality, Ontario, Canada",0.1979476415369363,0.318348784327444,0.37515305230015794,0.10855052183546182
"Ottawa CDR, Ontario, Canada",0.27214631996474153,0.4270787424709863,0.2560048479506391,0.044770089613633
"Division No. 11, Manitoba, Canada",0.2729473506009825,0.460487557135602,0.2361943456915517,0.03037074657186386
"Durham Regional municipality, Ontario, Canada",0.23942689068140252,0.2891171620838722,0.3263068764205177,0.14514907081420744
"Halton Regional municipality, Ontario, Canada",0.2840720584383463,0.30630656849335003,0.32114897703792034,0.08847239603038329
"Québec Territory, Quebec, Canada",0.33043048461882424,0.4860074846423617,0.16381481394308828,0.01974721679572573
"Waterloo Regional municipality, Ontario, Canada",0.32339933661674525,0.41918785807618825,0.1965524173283752,0.06086038797869141
"Hamilton CDR, Ontario, Canada",0.25382376290023906,0.4030166710770042,0.2602804974861067,0.08287906853664999
"Simcoe County, Ontario, Canada",0.3151301936637398,0.268831149739256,0.26558671779929205,0.1504519387977122
"Middlesex County, Ontario, Canada",0.34157174366256743,0.4182856452246431,0.1974499199323199,0.04269269118046952
"Niagara Regional municipality, Ontario, Canada",0.3741782203996622,0.3659116058061571,0.2007420425698105,0.059168131224370236
"Halifax County, Nova Scotia, Canada",0.3075450157873053,0.4387332447265046,0.21839172190936984,0.035330017576820215
"Laval Territory, Quebec, Canada",0.20299760926868154,0.38331392141237114,0.33743027033654066,0.07625819898240666
"Longueuil Territory, Quebec, Canada",0.23985660200355144,0.39015646463631215,0.3092103058933894,0.060776627466747
"Essex County, Ontario, Canada",0.3725004308109202,0.43874147010259906,0.17350616748518946,0.015251931601291395
"Capital Regional district, British Columbia, Canada",0.3510834554024441,0.42156052466162264,0.20019219162174182,0.027163828314191306
"Division No. 11, Saskatchewan, Canada",0.37981372362668764,0.48515491351454076,0.10887663942216268,0.02615472343660886
"Fraser Valley Regional district, British Columbia, Canada",0.34866996597587424,0.3067197649242191,0.2396767708011132,0.10493349829879356
"Gatineau Territory, Quebec, Canada",0.28348202502243536,0.3850498865016108,0.2836403948688166,0.047827693607137185
"Division No. 6, Saskatchewan, Canada",0.403988218820917,0.4583554632803815,0.11525276423156808,0.02240355366713334
"Division No. 1, Newfoundland and Labrador, Canada",0.4342371644120336,0.4088908186920006,0.10757263930741238,0.049299377588553205
"Wellington County, Ontario, Canada",0.3715763154903961,0.3056029094215255,0.2400272758267986,0.08279349926127971
"Central Okanagan Regional district, British Columbia, Canada",0.3869545298362155,0.4171916160806328,0.16275340739892322,0.03310044668422867
"Division No. 8, Alberta, Canada",0.4095466568247516,0.36618072215045994,0.1674355662176285,0.05683705480715996
"Roussillon CRM, Quebec, Canada",0.26026929123094783,0.33333333333333315,0.35165060488004973,0.05474677055566949
"Division No. 2, Alberta, Canada",0.5232000000000011,0.3383272727272711,0.10596363636363687,0.03250909090909096
"Sherbrooke Territory, Quebec, Canada",0.39277423099245495,0.44450087057457904,0.14154091700522367,0.021183981427742332
"Les Moulins CRM, Quebec, Canada",0.18652640097106998,0.3302987389574491,0.3887652572661672,0.09440960280531392
"Nanaimo Regional district, British Columbia, Canada",0.4368692993168042,0.3625689367240071,0.1527736167332143,0.04778814722597449
"Le Saguenay-et-son-Fjord CDR, Quebec, Canada",0.4637038108476154,0.389648408560119,0.12674719707606888,0.019900583516196637
"Greater Sudbury / Grand Sudbury CDR, Ontario, Canada",0.36372695565520674,0.4104799867131703,0.19074904500913495,0.03504401262248796
"Thérèse-De Blainville CRM, Quebec, Canada",0.23698153194066027,0.3620950650923401,0.32076899788071445,0.08015440508628512
"Westmorland County, New Brunswick, Canada",0.4763453097057386,0.3844903267761344,0.12193139326938697,0.017232970248740064
"Vaudreuil-Soulanges CRM, Quebec, Canada",0.23389253698858134,0.357646878034546,0.33682241414774494,0.07163817082912775
"Frontenac County, Ontario, Canada",0.3830456755983599,0.41155716601506676,0.1706875178792788,0.034709640507294665
"Francheville CDR, Quebec, Canada",0.4493554327808464,0.37041687594173833,0.14691109994977425,0.03331659132764112
"Lévis Territory, Quebec, Canada",0.34923324578496967,0.4100652376514447,0.2190121155638398,0.02168940099974581
"Peterborough County, Ontario, Canada",0.39858887952822336,0.3052864363942708,0.20924599831507953,0.08687868576242626
"Thunder Bay District, Ontario, Canada",0.5042040997662778,0.35480883762232884,0.10632581643152915,0.03466124617986431
"Hastings County, Ontario, Canada",0.4040137847151839,0.34745590918305286,0.19055341577133558,0.0579768903304277
"Brant CDR, Ontario, Canada",0.3747626281807822,0.30535510824154954,0.24867071781238148,0.07121154576528668
"Thompson-Nicola Regional district, British Columbia, Canada",0.4345045045045049,0.3767567567567566,0.13576576576576557,0.05297297297297293
"La Rivière-du-Nord CRM, Quebec, Canada",0.2535187238761408,0.33771218971253114,0.31911626716710756,0.0896528192442206
"La Vallée-du-Richelieu CRM, Quebec, Canada",0.2367099403013363,0.341514261347484,0.35667582677911497,0.06509997157206472
"Lambton County, Ontario, Canada",0.4711895910780675,0.36268587360594745,0.13429368029739774,0.031830855018587324
"L'Assomption CRM, Quebec, Canada",0.2278174114473615,0.3033075709352386,0.36119307358257413,0.10768194403482591
"Oxford County, Ontario, Canada",0.4158285964145168,0.27339309138609547,0.2609313511149977,0.0498469610843901
"Le Haut-Richelieu CRM, Quebec, Canada",0.3658659161724791,0.28796864006432804,0.2906824806513223,0.055482963111870565
"Division No. 19, Alberta, Canada",0.46198089296159117,0.3460713589393641,0.1264379021251709,0.06550984597387384
"Haldimand-Norfolk CDR, Ontario, Canada",0.3055468968400634,0.28596150087700434,0.3093973966953394,0.09909420558759283
"Stormont, Dundas and Glengarry United counties, Ontario, Canada",0.4139647294956724,0.3052556690021585,0.20313006127891456,0.07764954022325467
"Algoma District, Ontario, Canada",0.6098604854806522,0.2597791996142173,0.0975725358070455,0.03278777909808505
"Drummond CRM, Quebec, Canada",0.4836038423318978,0.35817599646682147,0.12520702219277904,0.0330131390085017
"Renfrew County, Ontario, Canada",0.41652138929864485,0.2991819766662198,0.2134906798980828,0.07080595413705251
"York County, New Brunswick, Canada",0.4524041981938003,0.3791798877227241,0.14388577007566505,0.024530144007810586
"Chatham-Kent CDR, Ontario, Canada",0.49740496563332753,0.2721279281806713,0.1855800252489834,0.04488708093701781
"Leeds and Grenville United counties, Ontario, Canada",0.35453409248715567,0.29134842383002274,0.27829468129426466,0.07582280238855707
"Deux-Montagnes CRM, Quebec, Canada",0.24815754500422837,0.33297088317023055,0.34408602150537665,0.07478555032016429
"Grey County, Ontario, Canada",0.39761519210952473,0.29633446194612073,0.20594729868982792,0.10010304725452661
"Cape Breton County, Nova Scotia, Canada",0.4815878378378382,0.35675675675675617,0.14425675675675706,0.01739864864864868
"Fraser-Fort George Regional district, British Columbia, Canada",0.46603611349957025,0.40253040167055626,0.08979240879498837,0.04164107603488522
"Prescott and Russell United counties, Ontario, Canada",0.29181804970207803,0.22860049411422745,0.4006685074843776,0.07891294869931696
"Division No. 10, Alberta, Canada",0.512154233025986,0.2120704107292524,0.19558535903883753,0.08018999720592401
"Elgin County, Ontario, Canada",0.3988624763015897,0.29575616158669954,0.2639638325798455,0.04141752953186518
"La Haute-Yamaska CRM, Quebec, Canada",0.4608405603735829,0.33155436957971934,0.16130753835890582,0.046297531687791854
"North Okanagan Regional district, British Columbia, Canada",0.45057091346153855,0.3237680288461539,0.17262620192307673,0.053034855769230727
"Okanagan-Similkameen Regional district, British Columbia, Canada",0.5513941593796403,0.27751196172248804,0.13298135621184634,0.038112522686025344
"Queens County, Prince Edward Island, Canada",0.45445855523692463,0.3793527242933223,0.1506213300559882,0.015567390413764847
"Les Maskoutains CRM, Quebec, Canada",0.42934281575134986,0.34084024759647075,0.19294086658764614,0.03687607006453316
"Northumberland County, Ontario, Canada",0.3505446247316603,0.2831673972413993,0.25278019849976135,0.113507779527179
"Division No. 15, Saskatchewan, Canada",0.537332083723835,0.2350827866291787,0.1774445485785699,0.05014058106841638
"Cowichan Valley Regional district, British Columbia, Canada",0.3766892991999766,0.31504784306565387,0.2275023190532114,0.08076053868115814
"Nipissing District, Ontario, Canada",0.5250536864710096,0.29545454545454525,0.13493199713672163,0.044559770937723606
"Division No. 2, Manitoba, Canada",0.3472673559822751,0.2741506646971936,0.29423929098965973,0.08434268833087165
"Division No. 1, Alberta, Canada",0.5396118358256444,0.33248488705058843,0.0777919185491569,0.05011135857461024
"Perth County, Ontario, Canada",0.5280063291139238,0.24446202531645567,0.18560126582278502,0.04193037974683552
"Marguerite-D'Youville CRM, Quebec, Canada",0.2704479909951639,0.36932617022071196,0.3148599841532379,0.045365854630886195
"Kawartha Lakes CDR, Ontario, Canada",0.27580923194790263,0.24803677456425927,0.2819383259911896,0.19421566749664848
"Gloucester County, New Brunswick, Canada",0.4950639853747707,0.3297989031078616,0.13948811700182837,0.03564899451553928
"Cochrane District, Ontario, Canada",0.5844328167511855,0.23569267709032024,0.11077678110224727,0.06909772505624687
"Lanark County, Ontario, Canada",0.3265021886191805,0.26880222841225637,0.3207321925984875,0.08396339037007566
"Saint John County, New Brunswick, Canada",0.4855801820210164,0.38913084122915137,0.11116644263307544,0.014122534116756803
"Division No. 16, Alberta, Canada",0.2743858640999857,0.25154431834506535,0.33802614566872574,0.1360436718862232
"Arthabaska CRM, Quebec, Canada",0.5457649162737764,0.29897577629653727,0.12355714517964574,0.03170216225004063
"Bruce County, Ontario, Canada",0.3910982110770382,0.3154340508811776,0.2486587374041448,0.04480900063763953
"Comox Valley Regional district, British Columbia, Canada",0.4885091337654686,0.33529758397171455,0.11864073855824003,0.05755254370457679
"Kings County, New Brunswick, Canada",0.2848997608975537,0.4441787750597758,0.22880264851940413,0.042118815523266344
