longname,Architecture and engineering occupations %,Computer and mathematical occupations %,"Life, physical, and social science occupations %","Arts, design, entertainment, sports, and media occupations %",Community and social service occupations %,"Educational instruction, and library occupations %",Legal occupations %,Health diagnosing and treating practitioners and other technical occupations %,Health technologists and technicians %,Business and financial operations occupations %,Management occupations %,Construction and extraction occupations %,"Farming, fishing, and forestry occupations %","Installation, maintenance, and repair occupations %",Material moving occupations %,Production occupations %,Transportation occupations %,Office and administrative support occupations %,Sales and related occupations %,Building and grounds cleaning and maintenance occupations %,Food preparation and serving related occupations %,Healthcare support occupations %,Personal care and service occupations %,"Firefighting and prevention, and other protective service workers including supervisors %",Law enforcement workers including supervisors %
"Los Angeles CA HRR, USA",0.018508008360828065,0.025680583906954477,0.008803108958322715,0.04828748439925688,0.017377346672810413,0.052783642039079565,0.014888984067604,0.033536039081362976,0.016226035373535338,0.05487745745014644,0.10197802057482903,0.04934808001122742,0.0030319885302409638,0.02470806207879483,0.039009886074595566,0.05404593807933585,0.03957608442614441,0.11541918298123209,0.0978606332349107,0.041894254237449434,0.05515933041520594,0.039339654996321534,0.028664308817640777,0.013318993263318767,0.005676891968851971
"Houston TX HRR, USA",0.02935733647970496,0.0283805161851308,0.01106896611659855,0.01564140064671471,0.012877108020766685,0.06147177626477633,0.011360015260580524,0.038670227488910004,0.01822707067224809,0.05947469064917731,0.10722669209433897,0.07245882443874803,0.0024013910144950286,0.03443446736319789,0.03599269311530857,0.05254667744593956,0.0424948347258137,0.10368964858919943,0.1025103316766086,0.03771014363053042,0.05206412855199395,0.025183081194633836,0.02398370327216432,0.011167845941658221,0.009606429160761631
"Atlanta GA HRR, USA",0.0186640279457452,0.04242844746418589,0.009864610895030386,0.022424844715320066,0.014804902860619109,0.06381123436620564,0.012386886979127409,0.03592443445257227,0.016449941885489493,0.06591176793597928,0.12010306252903681,0.045973354963382174,0.0022800264017900397,0.03006185194828214,0.04173595625102507,0.05201105396261159,0.04162052355877188,0.1106083028708552,0.10569989712889823,0.032797573760787666,0.0498065944512536,0.021056775538706926,0.02426962359526632,0.011393661806983011,0.007910641732074623
"Dallas TX HRR, USA",0.021293789193826736,0.0497716957246011,0.006348520545899246,0.01860560017627485,0.012777027000970942,0.05759526784354397,0.011362963211122358,0.035840861748997574,0.015937745330095718,0.07296494675511268,0.12105113514236748,0.0602677634031044,0.0022259665228956485,0.029687468397038452,0.0381368447906439,0.044561005937443644,0.036353199552112046,0.11352484326262303,0.10401381287789904,0.033206430037860585,0.048943246793994165,0.023932454562535656,0.024307107997142256,0.010424336451352661,0.006865966740542072
"New York NY HRR, USA",0.01256573875064503,0.04012390631360655,0.013231164617794035,0.06634825052051437,0.020457916893611483,0.07374452457227308,0.028005168562255815,0.0431162021298497,0.013178021047708072,0.07907009678359429,0.1255126976396693,0.032987560064438426,0.0005705133073102469,0.01256331289052346,0.016864028322287356,0.017898443314218346,0.03510526177328924,0.09799101287595387,0.08606276981735592,0.030769414909073353,0.044770429695331675,0.05186490802307212,0.031819149827134824,0.016387991007601847,0.008991516340888007
"Boston MA HRR, USA",0.026222375553178346,0.0511022652173559,0.025288117438716305,0.024683863083455323,0.01979508064475793,0.0730751637154836,0.016319856515102055,0.050566783310271216,0.018007022101243254,0.07369745044893879,0.12915561592550548,0.04316235147993319,0.0018467982558502186,0.020100343762621146,0.021964691539272854,0.03345277042181396,0.028404326569672945,0.0969809419691523,0.08878681524253221,0.03200825225752425,0.047119271364104084,0.031253248200081796,0.027818437582896222,0.011265711571819614,0.007922445828717152
"East Long Island NY HRR, USA",0.013919755770241531,0.026341243393725015,0.00787380358618028,0.021564660828604382,0.018495439424693477,0.0745832491893117,0.017723164726890655,0.05107916718670423,0.02085193154012343,0.058688704651487344,0.09812597579160783,0.0543847728350732,0.0010856241887058687,0.025586964017783573,0.02322606760442288,0.028796773986532728,0.046846014813202455,0.11894960771921956,0.09732245387391719,0.03968719095278831,0.04569425869384512,0.04391816626880963,0.03302344263657562,0.015864927061193645,0.01636663925836048
"Philadelphia PA HRR, USA",0.01908145483970739,0.04176122012375467,0.017285095548702233,0.02185147461256436,0.022126321066386994,0.06917797376603899,0.017470487640444503,0.054203301777837776,0.01974446302639189,0.0745152391803983,0.11849249083267437,0.03462400337928344,0.001807458607261836,0.022480049561954703,0.03145196128696751,0.03597478106221283,0.03253949698205695,0.10899915744713125,0.09257271653256784,0.02887693612405616,0.0461502958235598,0.038713810485641924,0.027090392034698745,0.013307670566109481,0.009701747691595939
"Orlando FL HRR, USA",0.020763196951286467,0.029629331748238553,0.005564656305274146,0.021431262091109342,0.013658719038914184,0.050629118225164096,0.0100923528710633,0.03988785811895665,0.021155342751522043,0.05060866723442441,0.10432573365980376,0.05370048484189608,0.004389696717377527,0.031431649755801476,0.032962341388986155,0.03441124335759295,0.043784304666053674,0.12518259668913992,0.11593749778614719,0.04424974875059841,0.06753643456417989,0.027367592317660144,0.02969299736459263,0.013630146180163661,0.007977026624053493
"San Diego CA HRR, USA",0.03060302851725571,0.04082659785630073,0.017165129820281972,0.022708496188169714,0.016732480054199698,0.05491442678622694,0.012566838886772045,0.0385869075440804,0.017633878762583783,0.06205953244080127,0.11079853969969053,0.04746989052153221,0.007743427965466783,0.026053715058927944,0.029049040199343144,0.04178508813060481,0.029200676442849245,0.10084380318904912,0.10430561977565443,0.04040199960887419,0.061118263863860336,0.033988417016262124,0.030260836340372927,0.012956094314565462,0.01022727101627443
