longname,Population [GHS-POP],PW Density (r=1km) [GHS-POP],AW Density [GHS-POP],Area,Compactness
Asia,4661083000.0,6431.9194,102.28652352879216,45568888.013756506,0.001106839543392456
Africa,1361841900.0,5608.3135,45.528128877455394,29912099.47734875,0.12159612850728631
Europe,712285400.0,3536.1067,74.23341915365911,9595211.753962299,0.003302343730664457
North America,590316400.0,2541.4688,24.29708276687287,24295773.3512292,0.0013157661634925425
South America,432239650.0,5092.938,24.27099208063392,17808899.05793709,0.03485690857529481
Oceania,51836304.0,1925.315,4.497089676200502,11526633.385660084,0.00043619800654377285
