longname,Silent %,Boomer %,Gen X %,Millennial %,Gen Z %,Gen Alpha %
"New York NY Media Market, USA",0.06760282202310541,0.22383758307400042,0.1972245854571081,0.2100786806388349,0.18442018496619364,0.11683614384075756
"Los Angeles CA Media Market, USA",0.05565367515032049,0.20109923700831797,0.19765315765724054,0.22267976565844702,0.20214882850208787,0.12076533602358606
"Chicago IL Media Market, USA",0.05940096948536358,0.21747572384476416,0.1953649318356555,0.21103022513759787,0.19679136890500393,0.1199367807916149
"Philadelphia PA Media Market, USA",0.06772221231413515,0.2332576673695913,0.18957046182791937,0.2018313255735127,0.19182918370632496,0.11578914920851659
"Dallas-Ft.Worth TX Media Market, USA",0.04486820563619833,0.19133171362793877,0.20069994945015868,0.21624721908666536,0.21060302621922647,0.13624988597981239
"San Francisco-Oakland-San Jose CA Media Market, USA",0.0641559075234258,0.21934351745193886,0.20404707365871788,0.23062214130001596,0.17257615537376492,0.10925520469213669
"Houston TX Media Market, USA",0.04175223986825864,0.1876340398284933,0.19711993968940458,0.2189643766115483,0.21242338416483697,0.14210601983745832
"Atlanta GA Media Market, USA",0.04840345300654818,0.20586768290256433,0.20529202030126087,0.20761551702017242,0.2078806270306151,0.12494069973883916
"Washington DC (Hagerstown MD) Media Market, USA",0.05323816408150231,0.20841267017990814,0.204972706651181,0.21842161198260499,0.19020678247351153,0.12474806463129204
"Boston MA (Manchester NH) Media Market, USA",0.0666563715182631,0.23789050427971356,0.1931391561431087,0.2077055294770752,0.1906823224782725,0.10392611610356703
"Phoenix (Prescott) AZ Media Market, USA",0.06922246042227045,0.22271108348997753,0.18366338707079574,0.20331815709354664,0.19998356185775806,0.1211013500656516
"Seattle-Tacoma WA Media Market, USA",0.057845088038250954,0.2224878616069021,0.19301042410424346,0.23235504834536463,0.17716168958093192,0.1171398883243069
"Tampa-St.Petersburg (Sarasota) FL Media Market, USA",0.0996595765019357,0.26490088997745703,0.183332184608244,0.1838579660632763,0.1656981056318738,0.10255127721721327
"Detroit MI Media Market, USA",0.06462515383024812,0.2390756391101859,0.19254323597314435,0.19548738001396035,0.19286797285169097,0.11540061822077038
"Minneapolis-St. Paul MN Media Market, USA",0.06140187816031678,0.22671732015295648,0.18624541964387092,0.20526749809640515,0.19364839468167785,0.12671948926477297
"Miami-Ft. Lauderdale FL Media Market, USA",0.07273032227375749,0.2243002860872797,0.21255184364504104,0.2034383836093488,0.17571776921473797,0.11126139516983492
"Denver CO Media Market, USA",0.05065430351556263,0.21134271112540032,0.1941686305850947,0.23320605024643787,0.1941090278179601,0.1165192767095444
"Sacramento-Stockton-Modesto CA Media Market, USA",0.06045233677494633,0.21655041216549978,0.184703962132605,0.2077413014798703,0.20277763303686866,0.12777435441021004
"Orlando-Daytona Beach-Melbourne FL Media Market, USA",0.08437792539009101,0.24907056626081617,0.18713812743897262,0.19592706732337478,0.17714489567084837,0.10634141791589714
"Cleveland-Akron (Canton) OH Media Market, USA",0.0760832902792686,0.25273975619868866,0.1846323062842931,0.1850877207360499,0.18793649344349841,0.11352043305820142
"Portland OR Media Market, USA",0.06035229989128153,0.22740490550084272,0.19669620447057792,0.21868077687446685,0.18159166472622976,0.11527414853660124
"Salt Lake City UT Media Market, USA",0.0431172636497436,0.1662977157102142,0.17102453022900374,0.21742203131327675,0.2443416197499266,0.1577968393478351
"Charlotte NC Media Market, USA",0.05661778263889863,0.21839063625402344,0.205961037508606,0.20212225744582327,0.19573200229570087,0.12117628385694773
"Raleigh-Durham (Fayetteville) NC Media Market, USA",0.055408665170994964,0.21267699148749655,0.19676752131833125,0.207955338892662,0.20339917813450395,0.12379230499601122
"San Diego CA Media Market, USA",0.05717347719878714,0.20285927214469607,0.1884086085481064,0.23461854223471196,0.19855815822381537,0.11838194164988312
"St. Louis MO Media Market, USA",0.06858946687992679,0.24203283109680068,0.18596140375334885,0.19940404279414095,0.18551285734067302,0.11849939813510968
"Indianapolis IN Media Market, USA",0.05934727800558607,0.2173274905091866,0.18637238941948261,0.2029101924701359,0.2075670829786752,0.12647556661693363
"Nashville TN Media Market, USA",0.05460883383168452,0.2134499443064772,0.19096528033622373,0.21550624400826235,0.19834985347911252,0.12711984403823967
"Baltimore MD Media Market, USA",0.063592214307711,0.23156279641470878,0.19012726985745676,0.20880564947716643,0.1870035746387918,0.1189084953041652
"San Antonio TX Media Market, USA",0.05313214844201512,0.19437965356877981,0.1856305138850389,0.21685555856527178,0.21384326592388744,0.13615885961500693
"Pittsburgh PA Media Market, USA",0.08269537310021796,0.26474783942050323,0.18141456223433255,0.19277393943252435,0.176442458514638,0.10192582729778386
"Hartford & New Haven CT Media Market, USA",0.07438312701737446,0.24817163517324278,0.19018274024517695,0.18950810553407998,0.19582950484659167,0.10192488718353404
"Columbus OH Media Market, USA",0.05388606594621886,0.21093986326451974,0.19113424784312766,0.21687859420086356,0.20068562210582028,0.12647560663944993
"Kansas City MO Media Market, USA",0.06014307427920798,0.21852414905043854,0.18395564453253674,0.20761161998003283,0.2011969572061683,0.12856855495161554
"Cincinnati OH Media Market, USA",0.06013842169144754,0.22953388108677095,0.18691971527414636,0.19684488254539148,0.200912226167037,0.1256508732352065
"Austin TX Media Market, USA",0.042781239124398664,0.1869047604090629,0.2026962906006745,0.2477281379211567,0.19791866903370006,0.12197090291100716
"Greenville-Spartanburg SC-Asheville NC-Anderson SC Media Market, USA",0.07606959924627517,0.25044586001830466,0.18836674119376157,0.18475375636096852,0.1869715215229388,0.11339252165775113
"Milwaukee WI Media Market, USA",0.06379168823628398,0.23457510101859974,0.18698920684181838,0.1979476428850664,0.1964973938764124,0.12019896714181912
"Las Vegas NV Media Market, USA",0.05702010155553115,0.2145934782047586,0.19848826012985143,0.2183977639759161,0.18792716735138854,0.12357322878255418
"West Palm Beach-Fort Pierce FL Media Market, USA",0.12196492877082062,0.2665177283865125,0.180558099540786,0.1697641235829799,0.16193881655790968,0.09925630316099131
"Grand Rapids-Kalamazoo-Battle Creek MI Media Market, USA",0.06155700784962171,0.2266485457387231,0.17819750345061372,0.1990438905870158,0.2083148086004538,0.12623824377357182
"Fresno-Visalia CA Media Market, USA",0.04758626352061439,0.17492538475010094,0.17236839171136847,0.2159049331055423,0.23364666751889815,0.15556835939347574
"Harrisburg-Lancaster-Lebanon-York PA Media Market, USA",0.07639194332572337,0.24345889979720162,0.18548854882178095,0.18658140671708281,0.18834118558210936,0.1197380157561019
"Jacksonville FL Media Market, USA",0.062328622731180616,0.23589406386123696,0.18910019145346457,0.206299928448422,0.18419627836871233,0.12218091513698333
"Norfolk-Portsmouth-Newport News VA Media Market, USA",0.06092513064994185,0.22570295912292412,0.17805094249396528,0.21418707808050122,0.20103965584603117,0.12009423380663634
"Oklahoma City OK Media Market, USA",0.05823506951233369,0.20942452325113603,0.1748910047017178,0.20994813062442866,0.2151662901265973,0.1323349817837865
"Birmingham (Anniston & Tuscaloosa) AL Media Market, USA",0.06483877959367206,0.23501681563513313,0.1893654212130783,0.19479909549742547,0.1954297429829664,0.12055014507772453
"Albuquerque-Santa Fe NM Media Market, USA",0.06870753265228344,0.24355441696263036,0.17655685872079982,0.197444439395102,0.19605187111224454,0.11768488115693992
"Greensboro-High Point-Winston Salem NC Media Market, USA",0.07012927209323994,0.2404656913322839,0.1942404739927144,0.18220346673389126,0.19702483267338033,0.11593626317449009
"Louisville KY Media Market, USA",0.061707082978914224,0.23708396488173125,0.19108161749919647,0.19926180556832115,0.18972521586839505,0.12114031320344186
"Memphis TN Media Market, USA",0.055159060892941106,0.2193280845800708,0.1871881499211017,0.20125956767264452,0.205983443134222,0.13108169379902002
"New Orleans LA Media Market, USA",0.06084212999604876,0.23648834952692593,0.18407515710113648,0.21042644099706545,0.18483867097739737,0.12332925140142592
"ProvidenceRi-New Bedford MA Media Market, USA",0.07103347477861746,0.24202289672176205,0.19082004191934523,0.1984335111225561,0.1934703792656524,0.10421969619206668
"Richmond-Petersburg VA Media Market, USA",0.06398571697839003,0.23919541469908256,0.19102284376921963,0.20604882521094964,0.18586906495698985,0.11387813438536822
"Buffalo NY Media Market, USA",0.07679114690055716,0.2572587801177116,0.17909341458433592,0.19212341692995552,0.18468480121295447,0.11004844025448536
"Mobile AL-Pensacola (Ft. Walton Beach) FL Media Market, USA",0.06700204643628753,0.24139083637189665,0.18173847546854452,0.19801573962722568,0.19205903528186877,0.11979386681417696
"Wilkes Barre-Scranton PA Media Market, USA",0.08304315334223748,0.26420821938137334,0.18767490300833176,0.17659373741228349,0.18573308210901227,0.10274690474676164
"Little Rock-Pine Bluff AR Media Market, USA",0.07071554182268665,0.23728141604112468,0.1815510270604316,0.19189660118149046,0.19731152194513554,0.12124389194913104
"Honolulu HI Media Market, USA",0.07777906779591484,0.23472789843765735,0.18203441169761295,0.2074777887903033,0.1778219298536728,0.12015890342483869
"Tulsa OK Media Market, USA",0.06722361930216207,0.22754308543279736,0.1804304279817328,0.19629050813482607,0.1978637956557415,0.13064856349274023
"Knoxville TN Media Market, USA",0.07542516855373241,0.2565015617709806,0.18764259841650313,0.18330026961473941,0.18799519893436287,0.10913520270968155
"Albany-Schenectady-Troy NY Media Market, USA",0.07734363120403989,0.26237317812940386,0.18623317796698372,0.18452476575332735,0.18806489411562202,0.10146035283062317
"Ft. Myers-Naples FL Media Market, USA",0.14132289824638686,0.3053565231127397,0.16389753270213023,0.15337623444826368,0.1484580037998955,0.087588807690584
"Harlingen-Weslaco-Brownsville-Mcallen TX Media Market, USA",0.05055983796415289,0.15607514259624503,0.17539054809785798,0.19195838480863112,0.2563807294563122,0.16963535707680089
"Lexington KY Media Market, USA",0.06153222772133947,0.2287366197032914,0.1907333019533291,0.19149799914390475,0.20722456048952806,0.12027529098860723
"Spokane WA Media Market, USA",0.06849987624415203,0.2467172239737394,0.17116285863836106,0.19339671255776963,0.19879490207057735,0.1214284265154005
