longname,PW Mean % of parkland within 1km,Within 10km of Hospital %,Mean distance to nearest Hospital,Within 2km of Public School %,Mean distance to nearest Public School,Within 30km of Airport %,Mean distance to nearest Airport,Within 10km of Active Superfund Site %,Mean distance to nearest Active Superfund Site
"Navajo Nation Reservation and Off-Reservation Trust Land, USA",0.0010652654384071367,0.25827995010838106,30.455947020893976,0.3245013865510602,6.370302169617842,0.0,182.58653406967233,0.014010825996924157,97.68574877722513
"Oneida Indian Nation Reservation, USA",0.012070380218354968,0.46853035651814395,10.86905046323869,0.5469420856788474,2.7847215992931607,0.42513437013007666,32.625637689203764,0.0,26.428624335570742
"Puyallup Reservation and Off-Reservation Trust Land, USA",0.053735453624485265,1.0,4.605703117479576,0.9795719307286012,0.9125244436357661,1.0,22.77922052053122,0.9928409739220052,5.518357443140722
"Osage Reservation, USA",0.008290918216985169,0.35296171810205595,13.059721620412024,0.4921210004801606,3.372902530774301,0.5119167139552141,41.66979866247452,0.0,35.399625822068515
"Yakama Nation Reservation and Off-Reservation Trust Land, USA",0.005967901053364093,0.44870902417415515,9.898090098502303,0.6153651436527022,2.3137897346059697,0.9369700037969877,23.327748777338698,0.04569041893431211,21.21221212992456
"Flathead Reservation, USA",0.0034129598679639573,0.5679924794969042,11.888860868675224,0.43220201627281274,4.073432564732481,0.0831469415540212,61.647732787409126,0.0,62.8294578294375
"Oneida (WI) Reservation and Off-Reservation Trust Land, USA",0.024377800640910805,0.7621541866469937,7.405913226365594,0.6430837329398745,1.979455479638438,1.0,5.997614170706573,0.4769826632239026,10.902113732850756
"Agua Caliente Indian Reservation and Off-Reservation Trust Land, USA",0.007346261732722646,1.0,4.396381658913799,0.8388704318936877,1.3102466351797117,1.0,4.510774233384161,0.0,70.20986733315094
"Wind River Reservation and Off-Reservation Trust Land, USA",0.005447408997372651,0.6407469234054117,10.333207728470814,0.48786831786948254,3.960247317774067,0.8814783182576963,13.743818469684035,0.0,185.8247452002994
"Isabella Reservation and Off-Reservation Trust Land, USA",0.03908089763449155,0.7234866259971844,6.567921283634885,0.4567495698420147,3.1726110254705144,0.0,57.95166896820444,0.030893164398560925,21.483789480734142
"Uintah and Ouray Reservation and Off-Reservation Trust Land, USA",0.00457542072168347,0.4751508415369959,15.612479747738856,0.45069863448713876,4.473789042733923,0.05422356303588441,51.80323448205759,0.0,146.69273817988196
"Pine Ridge Reservation, USA",0.0,0.359893899204244,21.823550955200457,0.380053050397878,5.665094152306659,0.0,114.5977632783164,0.0,125.73234673099286
"Nez Perce Reservation, USA",0.0032803364865802596,0.30402651741563874,17.672058357315894,0.3877085257838396,3.8862246591671044,0.19958702385480628,54.332830293323916,0.0,133.50178281762578
"Fort Apache Reservation, USA",0.0,0.6167130919220055,13.138572242902807,0.41385793871866294,2.531990299201089,0.0,163.72623314549762,0.0,163.50166115048808
"Gila River Indian Reservation, USA",0.0008910088343714573,0.5925425176118978,8.660792032236719,0.39528926207927134,3.240975420200838,0.796271258805949,26.192270145891445,0.0,26.064899975663124
"Southern Ute Reservation, USA",0.0011104892142136064,0.19349078808538267,18.618765885564187,0.171739306874442,6.46009145777031,0.0,149.58414898228037,0.0,58.00145465190148
"Leech Lake Reservation and Off-Reservation Trust Land, USA",4.203399843801632e-06,0.3863716192483316,17.8610277326337,0.13373726729891114,10.268516648334643,0.0,99.35616214639387,0.32964524060414474,25.87810718256935
"Santa Clara Pueblo and Off-Reservation Trust Land, USA",0.0029111902454004627,1.0,3.113947130237257,0.8218512630277336,1.2572640428641149,0.0,40.69065028678588,1.0,2.5751749911908215
"Lake Traverse Reservation and Off-Reservation Trust Land, USA",0.0003275469245188929,0.3688546853779991,14.532757851947673,0.3929379809868719,7.410669629456989,0.021548211860570394,80.67612706635224,0.0,156.84710501393465
"Tulalip Reservation and Off-Reservation Trust Land, USA",0.000813121500680614,0.8910566140942656,7.14346514876454,0.18825781748564135,4.410817409616574,1.0,19.610083865860037,0.0,42.38877274017089
"Blackfeet Indian Reservation and Off-Reservation Trust Land, USA",0.0,0.6621144555927164,10.598655269335941,0.5421776291341509,4.0157217190100125,0.0,96.77347536774411,0.0,169.18392535273193
"Rosebud Indian Reservation and Off-Reservation Trust Land, USA",0.0,0.2691763373903198,15.979089707561046,0.34295688272478536,4.4101605522536165,0.0,130.3021169261735,0.0,210.80724723691517
"San Carlos Reservation, USA",0.0,0.7029558091893474,10.23079053461958,0.4458101648619647,3.1647753019458946,0.0,115.71136347732796,0.0,115.59706070498241
"Fort Peck Indian Reservation and Off-Reservation Trust Land, USA",0.007747010325225154,0.7344813776531838,8.279404563374479,0.6621946335602723,3.99182937012241,0.005506607929515419,82.61383778079028,0.0,346.32260014831803
"White Earth Reservation and Off-Reservation Trust Land, USA",0.00029418417285373096,0.2383302488176023,18.016815562378145,0.3210980876002468,6.7476634185666144,0.0,86.97384381717288,0.0,70.56053309737257
"Tohono O'odham Nation Reservation and Off-Reservation Trust Land, USA",8.542819139676615e-05,0.4710804309172681,22.814401996263907,0.33709862985043404,7.865642461916584,0.23114736952201653,77.74748108455724,0.20102499738521076,75.95584729694058
"Eastern Cherokee Reservation, USA",0.0030563134542332783,0.8105707787284739,7.0717001611520045,0.1288855193328279,4.778058393532061,0.0,66.41860048362243,0.0,26.29119321371411
