longname,Poverty %,Household Income < $50k %,Household Income $50k - $100k %,Household Income > $100k %,Individual Income < $50k %,Individual Income $50k - $100k %,Individual Income > $100k %,geoid
"Clark County, Nevada, USA",0.13602272371833243,0.39059605829258,0.3163644070288253,0.2930395346785947,0.6864854020751685,0.21928515323279316,0.09422944469203838,32003
"San Bernardino County, California, USA",0.14296715463737503,0.34768919650843877,0.31902912651152526,0.333281676980036,0.6868607343649635,0.2211012016225709,0.09203806401246553,06071
"Tarrant County, Texas, USA",0.11272702447659283,0.3311566306751544,0.31611345707781957,0.35272991224702605,0.6255301351254757,0.2555094015871853,0.11896046328733903,48439
"Bexar County, Texas, USA",0.1513342868871091,0.40573962279094083,0.31079425325086046,0.28346612395819876,0.6830583034103294,0.2279833145971536,0.08895838199251699,48029
"Broward County, Florida, USA",0.12375162400969363,0.39345005351798984,0.299470008082307,0.30707993839970316,0.6783462032291733,0.21552244017589886,0.10613135659492784,12011
"Santa Clara County, California, USA",0.06654706704063915,0.17505256702338118,0.18747044965296972,0.6374769833236491,0.4738504619618901,0.2136420856642962,0.3125074523738137,06085
"Wayne County, Michigan, USA",0.20503595700183233,0.4766311521436345,0.2834846529129919,0.23988419494337362,0.7086938402354674,0.20973733594200278,0.08156882382252978,26163
"New York County, New York, USA",0.15553725985802208,0.3204729325493701,0.2006509274477885,0.4788761400028414,0.47343856625386904,0.22258108319864547,0.3039803505474855,36061
"Alameda County, California, USA",0.089138228253412,0.23106754638236437,0.21984627180361282,0.5490861818140228,0.5025039552149176,0.248860643245436,0.2486354015396463,06001
"Middlesex County, Massachusetts, USA",0.07429873435157355,0.22743719317353803,0.22452369320957308,0.5480391136168888,0.4870332210266418,0.2711594275564287,0.24180735141692955,25017
"Philadelphia County, Pennsylvania, USA",0.2281548478947957,0.48086049706904893,0.2772253944857997,0.2419141084451514,0.6916410441795465,0.22085391423978912,0.08750504158066433,42101
"Sacramento County, California, USA",0.13259277269745806,0.32428144162451117,0.30340979829563686,0.3723087600798521,0.6224330599093194,0.25050908006129363,0.12705786002938685,06067
"Suffolk County, New York, USA",0.0662546192856212,0.21050925646119767,0.23441485447015722,0.555075889068645,0.5309857457300469,0.27067735005830146,0.19833690421165173,36103
"Palm Beach County, Florida, USA",0.11599463377572834,0.3674565794613482,0.2923686886851052,0.3401747318535467,0.6517083994887556,0.21386623811160563,0.13442536239963876,12099
"Bronx County, New York, USA",0.26503968604967737,0.5481586108194433,0.2572659831184952,0.19457540606206158,0.7585748502636696,0.18588341263313998,0.05554173710319053,36005
"Hillsborough County, Florida, USA",0.14028469139463992,0.39127062434985993,0.30177123092531777,0.30695814472482225,0.6683227298220584,0.22293869399327973,0.10873857618466189,12057
"Orange County, Florida, USA",0.13898758304523512,0.3803851106267295,0.31077106284136863,0.30884382653190195,0.6987405520791343,0.20389368235195995,0.09736576556890572,12095
"Nassau County, New York, USA",0.05463939682800227,0.18479516867033077,0.20644216779425567,0.6087626635354135,0.4988645345532209,0.25974136244198875,0.24139410300479044,36059
"Franklin County, Ohio, USA",0.1465506029172743,0.37438583229847455,0.3158576750715405,0.30975649262998484,0.634155485586654,0.25710923939002045,0.10873527502332554,39049
"Travis County, Texas, USA",0.11227557202867829,0.28448914584415325,0.288965768036294,0.42654508611955283,0.5437783226427912,0.27138947875391173,0.18483219860329694,48453
"Hennepin County, Minnesota, USA",0.09883687420950733,0.28695122323925054,0.28358559618588036,0.4294631805748691,0.5456416792264163,0.27868287171446465,0.17567544905911908,27053
"Oakland County, Michigan, USA",0.07566607938876575,0.2866852551821437,0.28067249175142506,0.4326422530664312,0.5544763683836236,0.2614379570565839,0.18408567455979255,26125
"Cuyahoga County, Ohio, USA",0.16705512508931222,0.45967927525241026,0.2858499506261565,0.25447077412143326,0.6736960147860981,0.2335729602587822,0.09273102495511984,39035
"Allegheny County, Pennsylvania, USA",0.11107556410732423,0.3829977530247721,0.28914443779323573,0.3278578091819921,0.6222557470660964,0.25456741217155443,0.12317684076234915,42003
"Salt Lake County, Utah, USA",0.08391133199730927,0.27608963321854707,0.32670977816929575,0.3972005886121572,0.6227608651265178,0.26028993590733146,0.11694919896615068,49035
"Contra Costa County, California, USA",0.08202060556042357,0.215241978780805,0.23568833049271778,0.5490696907264773,0.5187418313147398,0.24526147715367316,0.23599669153158695,06013
"Fairfax County, Virginia, USA",0.0613190386321299,0.15694999395299136,0.20788140069209263,0.635168605354916,0.44162879189411886,0.24486461074884588,0.3135065973570353,51059
"Wake County, North Carolina, USA",0.08534416277872689,0.2770239539114625,0.2778862189205584,0.44508982716797907,0.554261008428819,0.257845374932285,0.18789361663889617,37183
"Mecklenburg County, North Carolina, USA",0.10566166470737426,0.3372929686244441,0.3018008917215015,0.36090613965405444,0.6039761697915242,0.24367831796468734,0.15234551224378853,37119
"Fulton County, Georgia, USA",0.12863974962043254,0.3371607772282913,0.2692607854541237,0.393578437317585,0.5541469609722688,0.24465689531046939,0.20119614371726183,13121
"Collin County, Texas, USA",0.06479887453376,0.2123371622364258,0.2660826710278286,0.5215801667357456,0.49468945074458914,0.2704010871079736,0.23490946214743727,48085
"Montgomery County, Maryland, USA",0.07043128439077649,0.19723280998990428,0.22988803210095832,0.5728791579091376,0.47937542356410756,0.2450067885340559,0.2756177879018364,24031
"Pima County, Arizona, USA",0.15123174322089705,0.4298282804329765,0.30445072014908453,0.265720999417939,0.7010835572450816,0.2067904361652254,0.09212600658969297,04019
"Honolulu County, Hawaii, USA",0.08594618081667889,0.253733915118749,0.28278198816267025,0.46348409671858076,0.5907983072146097,0.27539596108984016,0.13380573169555007,15003
"Fresno County, California, USA",0.20179510578881982,0.4218038871449426,0.2890932857538144,0.28910282710124313,0.711472063896263,0.20057238791675494,0.08795554818698208,06019
"Westchester County, New York, USA",0.08204917076359526,0.254976486179629,0.2256284108315185,0.5193951029888525,0.5168839099107984,0.23798580273285305,0.24513028735634856,36119
"St. Louis County, Missouri, USA",0.0958083160779176,0.34174635984799495,0.30007763778811974,0.35817600236388536,0.6050664620608159,0.24567116958079613,0.14926236835838788,29189
"Duval County, Florida, USA",0.1446427705258671,0.4178111308676594,0.31793083414723255,0.2642580349851081,0.6813782168785008,0.22929709079391666,0.08932469232758257,12031
"Marion County, Indiana, USA",0.1591361822090661,0.45870905280070784,0.30696301941982607,0.23432792777946615,0.6984736011738785,0.22335885284477336,0.07816754598134823,18097
"Capitol Planning Region, Connecticut, USA",0.11017063331896834,0.32175284151661265,0.26917344155729167,0.4090737169260957,0.5788714092900327,0.263990380062089,0.15713821064787828,09110
"Prince George's County, Maryland, USA",0.09229790895148327,0.24631112797377358,0.30078608988457634,0.4529027821416501,0.554732145339709,0.2907423423581619,0.1545255123021289,24033
"Pinellas County, Florida, USA",0.11543334164447687,0.4150486992116627,0.30466056342002007,0.2802907373683172,0.6711783647373267,0.2263127661599574,0.10250886910271578,12103
"Gwinnett County, Georgia, USA",0.10514653423157726,0.31313147608661446,0.3145206382037084,0.37234788570967714,0.6343370346341738,0.2519587346948133,0.11370423067101283,13135
"Bergen County, New Jersey, USA",0.06582056846338767,0.23152285515983523,0.22538244893510698,0.5430946959050577,0.4990407553349672,0.262729575774416,0.23822966889061678,34003
"Erie County, New York, USA",0.13786557436241703,0.40441964551535203,0.3022795387333033,0.29330081575134465,0.6488494081629221,0.2586756979528213,0.0924748938842566,36029
"Milwaukee County, Wisconsin, USA",0.17916223556943028,0.45714090123912077,0.3057746595345768,0.23708443922630237,0.6809281370890423,0.2447560105866624,0.07431585232429522,55079
"DuPage County, Illinois, USA",0.06105851843891512,0.22473048634799944,0.2739467737524639,0.5013227398995366,0.5295689793206423,0.26669918937644826,0.20373183130290945,17043
"Shelby County, Tennessee, USA",0.18552834404471547,0.45831266068287285,0.2815135762933558,0.2601737630237713,0.6950587693164334,0.2075262485879678,0.09741498209559875,47157
"Pierce County, Washington, USA",0.08783449547903986,0.2768117581027424,0.32272630335208347,0.40046193854517403,0.5887332440742351,0.2822307610062574,0.12903599491950757,53053
"Kern County, California, USA",0.1935116240258056,0.43273329571722047,0.2981962468830231,0.26907045739975644,0.7196206738375408,0.1948699225807658,0.08550940358169334,06029
"Denton County, Texas, USA",0.07239397080515123,0.23496825697695586,0.2815199475385759,0.48351179548446815,0.5310539232494823,0.27872092224676703,0.19022515450375058,48121
"Macomb County, Michigan, USA",0.10278001731911993,0.3693302816200618,0.31778002075544076,0.3128896976244974,0.6591825383655676,0.24510789067733646,0.09570957095709583,26099
"San Francisco County, California, USA",0.10305270504920898,0.24587485608324397,0.17350441335905867,0.5806207305576973,0.44539152686100364,0.23120379202237382,0.32340468111662257,06075
"Hidalgo County, Texas, USA",0.2814332643305398,0.5429944902269007,0.27180488734340047,0.1852006224296989,0.7899877525399682,0.1648622620792873,0.045149985380744447,48215
"El Paso County, Texas, USA",0.19273513615711257,0.49259159015358356,0.29930669775769675,0.2081017120887196,0.75792467594824,0.18322462885009003,0.058850695201670085,48141
"Essex County, New Jersey, USA",0.15270450563041385,0.38678753409101363,0.2548540614272008,0.35835840448178546,0.6175058050514364,0.22617566505268807,0.15631852989587558,34013
"Middlesex County, New Jersey, USA",0.08376763054180066,0.2472324723247247,0.2678232121687731,0.48494431550650224,0.5429782912276256,0.26972705344674325,0.18729465532563125,34023
"Worcester County, Massachusetts, USA",0.09805796213821903,0.3173306876605722,0.26787130516794166,0.4147980071714861,0.5967497277802601,0.2617447869133121,0.14150548530642787,25027
"Montgomery County, Pennsylvania, USA",0.05934221977921307,0.2353599437420684,0.2675523214040033,0.4970877348539284,0.5206674142012397,0.27481958540582496,0.20451300039293527,42091
"Baltimore County, Maryland, USA",0.09264384612025674,0.2947399933116194,0.2980321520946785,0.4072278545937021,0.5691173487543777,0.28339416596894407,0.14748848527667832,24005
"Ventura County, California, USA",0.08855055014243586,0.2552283191925907,0.27338748875949864,0.47138419204791066,0.6051049458241962,0.2335357153284721,0.16135933884733175,06111
"Hamilton County, Ohio, USA",0.14877997795833842,0.41058986116491875,0.2827384222182401,0.30667171661684123,0.64736454207736,0.23763773201557623,0.11499772590706389,39061
"Snohomish County, Washington, USA",0.07317883687447381,0.22619003748122904,0.29654730801828794,0.47726265450048305,0.5437247934148085,0.2814697895085647,0.1748054170766269,53061
"Fort Bend County, Texas, USA",0.07150882674582075,0.2209636210662816,0.26779001644114836,0.51124636249257,0.5507429488694171,0.25013230328795655,0.19912474784262635,48157
"Multnomah County, Oregon, USA",0.12689173073684182,0.33214534177603267,0.2880864787104839,0.3797681795134834,0.597611477820079,0.25603657437817556,0.1463519478017455,41051
"Essex County, Massachusetts, USA",0.09865964403809112,0.3081471846275521,0.2539511848465265,0.43790163052592135,0.5829049582640683,0.25361869589452335,0.16347634584140827,25009
"Suffolk County, Massachusetts, USA",0.1723539742119544,0.3550561222800708,0.23038805864747325,0.414555819072456,0.5817694955111,0.2554118143376209,0.16281869015127912,25025
"Oklahoma County, Oklahoma, USA",0.15751101086216207,0.43152487715966376,0.3094843573745631,0.2589907654657732,0.6782816431800925,0.22454431494469848,0.09717404187520898,40109
"Jefferson County, Kentucky, USA",0.1373760853574579,0.4077353979207719,0.3085127113794622,0.283751890699766,0.6676182045789043,0.2351817612006493,0.09720003422044636,21111
"San Joaquin County, California, USA",0.1352691424856372,0.3287281281161819,0.3084010193384535,0.3628708525453646,0.6590366696411898,0.23094195529914688,0.11002137505966324,06077
"Cobb County, Georgia, USA",0.086059028725857,0.27040351255627554,0.2997432382595863,0.42985324918413825,0.5689067280140351,0.2592025712203031,0.17189070076566185,13067
"DeKalb County, Georgia, USA",0.1350380922698147,0.3602621318825206,0.29729345348116537,0.34244441463631403,0.622330650620998,0.23603154060050038,0.14163780877850157,13089
"San Mateo County, California, USA",0.061632088896643324,0.1771859590376965,0.19303217105393883,0.6297818699083646,0.46561355432830587,0.2351319644835046,0.29925448118818954,06081
"Lee County, Florida, USA",0.12052298575541746,0.3935509207661848,0.3287277893961364,0.2777212898376788,0.6963076503496431,0.21214371371853039,0.09154863593182637,12071
"Monroe County, New York, USA",0.13656645375739837,0.3850779298828328,0.2997168897871708,0.3152051803299964,0.6448301779180627,0.25190790332521884,0.10326191875671825,36055
"El Paso County, Colorado, USA",0.09562321733764395,0.31316391416029576,0.32199883040069877,0.3648372554390056,0.6255337118190797,0.24922973459078002,0.12523655359014027,08041
"Norfolk County, Massachusetts, USA",0.06252305677636331,0.2196267619083056,0.2271248796223421,0.5532483584693523,0.480791571578533,0.2760694921042042,0.24313893631726288,25021
"Polk County, Florida, USA",0.14569795909028482,0.4511805923105506,0.3320588676741244,0.216760540015325,0.7561419120207372,0.18528466095016616,0.05857342702909652,12105
"Hudson County, New Jersey, USA",0.14375712168319396,0.3363258864876036,0.2521641405859432,0.4115099729264531,0.563742259468833,0.2446386793360436,0.19161906119512337,34017
"Jackson County, Missouri, USA",0.13418940701376644,0.4168321932899,0.30817441647628335,0.27499339023381664,0.6664021349267478,0.24590170311758466,0.08769616195566754,29095
"Davidson County, Tennessee, USA",0.14332569601396855,0.37022168586983933,0.32105492690698234,0.3087233872231784,0.6458390436662887,0.24176119421331696,0.11239976212039418,47037
"Denver County, Colorado, USA",0.11600622356508383,0.31444720816727023,0.2930601553562073,0.3924926364765224,0.5374410826975385,0.2876272220987297,0.17493169520373184,08031
"Lake County, Illinois, USA",0.07557241608965813,0.2543059616746681,0.2586425883647036,0.4870514499606282,0.5646143477549996,0.23530350099897368,0.20008215124602674,17097
"Will County, Illinois, USA",0.06790485015910779,0.2338394299768399,0.28775369869601686,0.47840687132714327,0.5679702431951489,0.2754872965135441,0.15654246029130695,17197
"District of Columbia, District of Columbia, USA",0.15442337070826043,0.29294991879804394,0.23532827855032906,0.4717218026516271,0.44423335317839835,0.2731583608326787,0.2826082859889229,11001
"Bernalillo County, New Mexico, USA",0.1609145601928555,0.44281891425628345,0.29447187676704334,0.2627092089766732,0.6806167990073944,0.22248468599341858,0.09689851499918707,35001
"Jefferson County, Alabama, USA",0.15897575798314556,0.4337785219507797,0.2899795504463078,0.27624192760291255,0.680519181104792,0.222252279042537,0.09722853985267094,01073
"Tulsa County, Oklahoma, USA",0.14180295394462392,0.41552875816742596,0.3059173799776698,0.27855386185490416,0.6737695516874103,0.22335482740290907,0.10287562090968064,40143
"Providence County, Rhode Island, USA",0.13587892056900922,0.39306196780471625,0.2949531237169658,0.311984908478318,0.6699459701081194,0.24214697434143526,0.08790705555044545,44007
"Utah County, Utah, USA",0.09290582946896742,0.26757791813230547,0.33681370444904174,0.39560837741865273,0.6808424229813713,0.20569971696954384,0.11345786004908495,49049
"Kent County, Michigan, USA",0.10449366695641311,0.34970238690902755,0.3306887731615832,0.3196088399293893,0.6639205346897115,0.2446744200351695,0.09140504527511896,26081
"Arapahoe County, Colorado, USA",0.07700242815815346,0.2691684429397924,0.3071501068841292,0.42368145017607833,0.5726872834206341,0.27836991496842517,0.14894280161094062,08005
"Bucks County, Pennsylvania, USA",0.055005726365582874,0.23358912602390466,0.26968222629009597,0.4967286476859993,0.5419360845144078,0.274676409528347,0.18338750595724523,42017
"Monmouth County, New Jersey, USA",0.0653596961003801,0.2295956771181062,0.2247268617395717,0.5456774611423222,0.5035145834734904,0.26427709883839107,0.23220831768811853,34025
"Ocean County, New Jersey, USA",0.10473118790432367,0.3268907947500259,0.29631299374963865,0.3767962115003354,0.6070280117496307,0.26307737122833325,0.12989461702203597,34029
"Western Connecticut Planning Region, Connecticut, USA",0.0698171954583784,0.22693632918464002,0.22144326853069912,0.5516204022846608,0.5053737291956841,0.22939945126579336,0.2652268195385225,09190
"Montgomery County, Texas, USA",0.08841045419138457,0.2717563734089814,0.2810178791385157,0.4472257474525029,0.5659377004988533,0.2506776550400128,0.1833846444611339,48339
"Johnson County, Kansas, USA",0.05146142644829106,0.22675027001584175,0.29443284065072767,0.47881688933343053,0.5129579759668693,0.3005114394985176,0.18653058453461313,20091
"Williamson County, Texas, USA",0.0629795886393901,0.22146661768757497,0.3044035264946281,0.47412985581779693,0.5346813193248177,0.2946448178096168,0.17067386286556543,48491
"Brevard County, Florida, USA",0.10595432615204792,0.39419427422246217,0.31506612213948015,0.2907396036380577,0.6864250696230123,0.20944737567954763,0.10412755469744003,12009
"Washington County, Oregon, USA",0.08016947575836994,0.24937282476193892,0.29382276557779546,0.45680440966026564,0.5605559371944776,0.2626681327853364,0.1767759300201859,41067
"Anne Arundel County, Maryland, USA",0.05637801933660401,0.18969741706420212,0.27068073210787885,0.5396218508279191,0.484733418746777,0.3013602291656003,0.21390635208762276,24003
"Baltimore city-County, Maryland, USA",0.2030945671825178,0.4667562619348707,0.27911713270982197,0.2541266053553074,0.6630748990555189,0.2398654440759337,0.09705965686854749,24510
"Douglas County, Nebraska, USA",0.10705291451943848,0.349415294458236,0.31719288703296,0.333391818508804,0.6162754487787777,0.268953409394624,0.11477114182659838,31055
"Jefferson County, Colorado, USA",0.06814762618110481,0.2395612666438348,0.29046211611888506,0.4699766172372802,0.527917800356177,0.29876084674836056,0.17332135289546258,08059
"Bristol County, Massachusetts, USA",0.10971997503575531,0.35264557604751134,0.27885441078577355,0.36850001316671505,0.6169533658252819,0.27277100732956294,0.11027562684515517,25005
"Delaware County, Pennsylvania, USA",0.09622631450915063,0.32045418397282743,0.2738283363856904,0.40571747964148214,0.5947592513855176,0.25051003359301,0.1547307150214726,42045
"Union County, New Jersey, USA",0.08560757858749948,0.2794396950210125,0.2782107635999626,0.44234954137902494,0.5786377364825492,0.2541947065413067,0.16716755697614402,34039
"New Castle County, Delaware, USA",0.10586247840540057,0.3159869331546976,0.3027516932573972,0.38126137358790513,0.5944761546275762,0.2698979266593006,0.1356259187131231,10003
"South Central Connecticut Planning Region, Connecticut, USA",0.11408502078510856,0.33195647544950785,0.28826250709389806,0.37978101745659404,0.5976985141048535,0.266383057375377,0.13591842851976943,09170
"Pasco County, Florida, USA",0.12184124134213906,0.4326291554266064,0.3084087229061181,0.2589621216672756,0.7075714456440925,0.21150667240272536,0.0809218819531822,12101
"Dane County, Wisconsin, USA",0.10776512705061721,0.3031274890270975,0.3143757731871401,0.3824967377857624,0.5647608758588043,0.3005698307454415,0.1346692933957541,55025
"Volusia County, Florida, USA",0.12897937638469625,0.4385459095502887,0.32986537981966124,0.23158871063005,0.7189908865240356,0.20735191525971067,0.0736571982162537,12127
"Lancaster County, Pennsylvania, USA",0.08597996554489531,0.3147121679185309,0.34808071744552227,0.3372071146359468,0.649231329708528,0.2605943252394832,0.0901743450519887,42071
"Stanislaus County, California, USA",0.13595261281182094,0.3631181204910123,0.3178668738254492,0.3190150056835386,0.6873691457323445,0.21902206709371053,0.09360878717394494,06099
"Ramsey County, Minnesota, USA",0.13239364122609998,0.3494205988690089,0.3029711689997217,0.3476082321312695,0.6275084046719582,0.25562333206252325,0.11686826326551851,27123
"Guilford County, North Carolina, USA",0.14531297341520227,0.43669238608963123,0.2936399713491851,0.26966764256118375,0.6956030203224804,0.20889907662187748,0.09549790305564201,37081
"Summit County, Ohio, USA",0.12638128047288338,0.4022813788148919,0.31655445214930533,0.2811641690358028,0.6665563339228722,0.23633273720716533,0.09711092886996239,39153
"Spokane County, Washington, USA",0.12479527318204532,0.3890574317878272,0.31825033390574436,0.2926922343064284,0.6713202165915745,0.23766430372421926,0.09101547968420623,53063
"Montgomery County, Ohio, USA",0.1530206062854582,0.4453998470373439,0.3130517818381145,0.24154837112454147,0.6955279376559879,0.22429073498701185,0.08018132735700033,39113
"Chester County, Pennsylvania, USA",0.06053100756517144,0.2062030995311854,0.24890618139978535,0.5448907190690292,0.5107425555974353,0.2562289898997678,0.23302845450279694,42029
"Plymouth County, Massachusetts, USA",0.06530362750564464,0.2528614032357133,0.2561284478575245,0.49101014890676214,0.5496827785430963,0.27782875277851465,0.1724884686783892,25023
"Greenville County, South Carolina, USA",0.1119840799647401,0.38300206552428684,0.31089074339167877,0.3061071910840344,0.6683710601353204,0.223196788073771,0.10843215179090847,45045
"Passaic County, New Jersey, USA",0.14580726011161946,0.3369527329513403,0.2720398754617491,0.3910073915869106,0.6299879696502841,0.2423126291189416,0.1276994012307742,34031
"Sedgwick County, Kansas, USA",0.13200056105790597,0.4121202164573288,0.3269760194353599,0.2609037641073112,0.6885957524362321,0.23204754001938552,0.07935670754438234,20173
"Camden County, New Jersey, USA",0.12250877312362118,0.3428421998689942,0.28245801999603953,0.37469978013496613,0.6101658156776542,0.264319775520969,0.1255144088013768,34007
"Adams County, Colorado, USA",0.09591249099957977,0.29432872008780925,0.33566968261473007,0.3700015972974606,0.6299472934336722,0.27620623433912306,0.09384647222720485,08001
"Kane County, Illinois, USA",0.08440592319527658,0.2636335049072345,0.29255281000535155,0.443813685087414,0.6021257417146396,0.2548125044931458,0.14306175379221456,17089
"Morris County, New Jersey, USA",0.04999532098167624,0.17763275477153487,0.22739886885482857,0.5949683763736365,0.4640582658694179,0.2659442068652023,0.2699975272653797,34027
"Clark County, Washington, USA",0.09091352782556669,0.2766312108723868,0.3212740195359797,0.4020947695916335,0.5950287870446833,0.2718196623543439,0.13315155060097278,53011
"Lake County, Indiana, USA",0.14749059163088493,0.41190697772239476,0.306155391159415,0.2819376311181904,0.6759847892778424,0.23816911430204452,0.08584609642011322,18089
"Richmond County, New York, USA",0.10303730284562077,0.28950299140645197,0.2557838318132295,0.4547131767803185,0.5605402456013869,0.2759731054334166,0.16348664896519655,36085
"Ada County, Idaho, USA",0.09166949058005623,0.3068406869906818,0.33989697304200023,0.353262339967318,0.6309534099749318,0.24349266718529505,0.12555392283977326,16001
"Polk County, Iowa, USA",0.10098818139220091,0.3315425861530347,0.3269795096869351,0.3414779041600302,0.6104729107322546,0.2811360061221871,0.1083910831455583,19153
"Sonoma County, California, USA",0.08673477011673167,0.26418625166343657,0.2765775661767336,0.45923618215982975,0.5710909381687104,0.256249057878821,0.17266000395246864,06097
"Washoe County, Nevada, USA",0.10944486569944607,0.3244157604379551,0.32078378635944965,0.3548004532025953,0.63604159979092,0.24617281355373863,0.11778558665534145,32031
"Prince William County, Virginia, USA",0.057991755523482534,0.16247166907424263,0.2720927895124828,0.5654355414132747,0.5098211805892929,0.2722852466311514,0.2178935727795556,51153
"Knox County, Tennessee, USA",0.12717694546019379,0.4030457976159585,0.3020553974358031,0.2948988049482384,0.6784619652918946,0.216539055323509,0.10499897938459626,47093
"Onondaga County, New York, USA",0.13814759777715238,0.3820060624208705,0.30421375024297015,0.31378018733615926,0.6400043586479002,0.26324799559547296,0.09674764575662698,36067
"Tulare County, California, USA",0.19764587425586402,0.4383052474020823,0.313913099526609,0.24778165307130856,0.7516975160127891,0.17991352915806755,0.06838895482914341,06107
"Seminole County, Florida, USA",0.09471601379256782,0.3298174038509383,0.31951285580819394,0.3506697403408679,0.6399434053502251,0.23691845713910442,0.12313813751067057,12117
"Hampden County, Massachusetts, USA",0.15867813141806394,0.42125123231603623,0.2827466281695948,0.296002139514369,0.668070359467722,0.24584264877268913,0.08608699175958885,25013
"Burlington County, New Jersey, USA",0.062353581643990845,0.2356206496519723,0.2865719257540594,0.47780742459396836,0.5340717162530857,0.2918020007795241,0.1741262829673901,34005
"Virginia Beach city-County, Virginia, USA",0.07817130662608526,0.2693999244342659,0.3339741128090576,0.3966259627566764,0.5878408680696137,0.2817466397322599,0.13041249219812653,51810
"East Baton Rouge Parish, Louisiana, USA",0.1766436649630312,0.4373821848974894,0.2656274620803154,0.2969903530221952,0.6680220133517404,0.2204140426524447,0.1115639439958148,22033
"York County, Pennsylvania, USA",0.08681412174584507,0.33166504183009676,0.3392488720611232,0.3290860861087801,0.6449330143398817,0.26722223704533776,0.0878447486147804,42133
"Solano County, California, USA",0.08857673396561387,0.25792803582586954,0.29605160383253426,0.44602036034159626,0.5852017866443607,0.2698369608106184,0.144961252545021,06095
"Naugatuck Valley Planning Region, Connecticut, USA",0.09940592852878234,0.3337080854417992,0.28045211508639173,0.385839799471809,0.5905740803834828,0.27872306899873267,0.13070285061778442,09140
"Santa Barbara County, California, USA",0.13423512535393395,0.2929343624106441,0.2855553897698146,0.42151024781954144,0.6409120508633885,0.2142126215367436,0.1448753275998678,06083
"Jefferson Parish, Louisiana, USA",0.15913515010762525,0.4314502057187573,0.302080063530496,0.26646973075074665,0.6855387470708584,0.22520983464573935,0.08925141828340243,22051
"Dakota County, Minnesota, USA",0.05461688952125317,0.24069788356616087,0.2930331554649566,0.4662689609688825,0.534352289840221,0.30640867821011863,0.1592390319496604,27037
"Monterey County, California, USA",0.12151741174499364,0.2894814340938615,0.3151017093371417,0.3954168565689967,0.6687301311736272,0.21135351608764386,0.11991635273872898,06053
"Sarasota County, Florida, USA",0.08142785632656199,0.34784424745904247,0.32359235366614586,0.3285633988748116,0.6443983842015913,0.22847343694979422,0.1271281788486144,12115
"Lucas County, Ohio, USA",0.17605074739119095,0.4713706389654299,0.29533102239640574,0.23329833863816443,0.7134126711185987,0.2145016076087286,0.0720857212726726,39095
"Berks County, Pennsylvania, USA",0.11817437764520405,0.3557992065723275,0.3230312685471535,0.321169524880519,0.6667124556751777,0.24792831358016595,0.08535923074465644,42011
"Pinal County, Arizona, USA",0.11395643328134082,0.3627519683416484,0.3502686288250387,0.28697940283331275,0.69453701888382,0.234454882522854,0.07100809859332606,04021
"Hillsborough County, New Hampshire, USA",0.07161458017911512,0.2732882057238262,0.28876225734835964,0.43794953692781424,0.5757186595568455,0.2764702780336947,0.14781106240945982,33011
"Clackamas County, Oregon, USA",0.07497894597109252,0.2699103119339655,0.2900666236297651,0.4400230644362695,0.5777832585408935,0.26282762952289845,0.1593891119362081,41005
"Loudoun County, Virginia, USA",0.0332381026485486,0.11691491312161689,0.17415579478050475,0.7089292920978784,0.4076928590426745,0.24484943502829584,0.3474577059290295,51107
