longname,Poverty %,Household Income < $50k %,Household Income $50k - $100k %,Household Income > $100k %,Individual Income < $50k %,Individual Income $50k - $100k %,Individual Income > $100k %,geoid
"Ionia County, Michigan, USA",0.09991564941989098,0.37547186375208436,0.39000087788605065,0.23452725836186497,0.7254696840307431,0.23422288642186148,0.040307429547395426,26067
"Grant County, Indiana, USA",0.18823606172315951,0.49990493935130587,0.29993535875888855,0.20015970188980559,0.7832324322164278,0.17348997981977665,0.04327758796379554,18053
"Montcalm County, Michigan, USA",0.127442971155659,0.44954825635396506,0.36730558135607433,0.18314616228996064,0.7590729274165808,0.19779841761265907,0.043128654970760044,26117
"Wayne County, Indiana, USA",0.16403730908976577,0.5004285128740175,0.3247754965160034,0.17479599060997905,0.7617539385463381,0.19199127966763943,0.0462547817860224,18177
"Belmont County, Ohio, USA",0.11257175478100884,0.4670710571923739,0.3225539625019698,0.21037498030565632,0.7620498118616741,0.19028847876724553,0.04766170937108047,39013
"Muskogee County, Oklahoma, USA",0.19630068769267148,0.5458259673934401,0.2803378511098003,0.17383618149675947,0.7645316217065408,0.18999955114681902,0.0454688271466403,40101
"Chippewa County, Wisconsin, USA",0.09634235320242288,0.3827525330058324,0.34920939514891136,0.26803807184525624,0.6930631049324094,0.2470852108549373,0.059851684212653196,55017
"Crow Wing County, Minnesota, USA",0.10182490182490188,0.4003050219688437,0.3452558190202985,0.2544391590108579,0.7024343751241006,0.23243715499781661,0.06512846987808284,27035
"Apache County, Arizona, USA",0.3389911143168464,0.6331327470040636,0.24060073033996704,0.12626652265596924,0.8081152501918017,0.15957718864546702,0.03230756116273127,04001
"Marquette County, Michigan, USA",0.15158808068653232,0.43112808416638493,0.3593170841289456,0.20955483170466946,0.7331301094637664,0.21265266533383487,0.05421722520239868,26103
"Wilkes County, North Carolina, USA",0.1731922398589058,0.5445809646066385,0.29946818265175107,0.1559508527416105,0.796576977213847,0.16131861855123328,0.0421044042349198,37193
"Harrison County, West Virginia, USA",0.15174567059194013,0.4579518450693772,0.297789396568746,0.2442587583618768,0.7096296648758489,0.21965183459306303,0.07071850053108805,54033
"Starr County, Texas, USA",0.32607091238968033,0.6606806817570832,0.2115705145437928,0.12774880369912403,0.8438191007686642,0.12732968305780737,0.02885121617352848,48427
"Tehama County, California, USA",0.17975107336051002,0.4765182680949862,0.29184147285242945,0.23164025905258429,0.7367962349660107,0.1821727383649986,0.08103102666899074,06103
"Sauk County, Wisconsin, USA",0.08712274267242752,0.35694599627560497,0.3497951582867789,0.29325884543761627,0.6677395345094657,0.2556174689706496,0.0766429965198849,55111
"Adams County, Illinois, USA",0.11929134467966519,0.4243762419960267,0.3368661220284077,0.23875763597556568,0.7126899383983568,0.22258726899384038,0.06472279260780277,17001
"Warren County, New York, USA",0.0794336476954886,0.35323468097467664,0.30593622911042057,0.34082908991490285,0.6228846993966398,0.27292998279615444,0.10418531780720579,36113
"Mason County, Washington, USA",0.12789492854083406,0.3572768261076502,0.3492792591901923,0.29344391470215736,0.6673161328565097,0.2508524515358406,0.08183141560764966,53045
"Armstrong County, Pennsylvania, USA",0.10443212447929533,0.4331143517181605,0.3432717297141223,0.2236139185677172,0.7215533288447065,0.2309200364370872,0.047526634718206444,42005
"Kershaw County, South Carolina, USA",0.14748800580934937,0.4444063961823618,0.32403902144429486,0.23155458237334342,0.7105747710089056,0.24026845086165388,0.04915677812944047,45055
"Marion County, Ohio, USA",0.1517491517491509,0.4926807141973525,0.3164817945651733,0.1908374912374742,0.7761901737897169,0.17546199276052554,0.048347833449757564,39101
"Walker County, Alabama, USA",0.16931987164436,0.5163109632394711,0.29112229164976106,0.19256674511076782,0.7627691288506124,0.18372529535166218,0.053505575797725476,01127
"Clay County, Minnesota, USA",0.1405805355711287,0.3698372435425755,0.31158162799084266,0.31858112846658193,0.6367903883587703,0.29223320267114145,0.07097640897008822,27027
"Liberty County, Georgia, USA",0.16795728067628168,0.4930389287931191,0.3393633058437526,0.16759776536312818,0.7668461334170303,0.187426060503634,0.04572780607933558,13179
"Jefferson County, Ohio, USA",0.17340675639427613,0.5065730504929793,0.301165222587392,0.19226172691962876,0.7610862553324316,0.18972011237124156,0.049193632296326964,39081
"Lincoln County, South Dakota, USA",0.047045846921158714,0.22274363849670376,0.35215825882924046,0.42509810267405584,0.5626955104198794,0.3053707538441202,0.13193373573600034,46083
"Chaves County, New Mexico, USA",0.21241814368285356,0.515315780416452,0.2997332644983658,0.18495095508518228,0.7778965717606049,0.16281231841952307,0.05929110981987216,35005
"Pulaski County, Kentucky, USA",0.22950716223890985,0.5491189863393392,0.2898039992080772,0.16107701445258363,0.7901731071865712,0.15330477356181138,0.05652211925161738,21199
"Coos County, Oregon, USA",0.16335558214218224,0.4792413218952469,0.29767980598689703,0.2230788721178561,0.7246019517205953,0.2010066769388806,0.07439137134052398,41011
"Salem County, New Jersey, USA",0.13045676457112157,0.3774087989334638,0.29067183775703886,0.33191936330949734,0.6445947676155521,0.2550894114634458,0.10031582092100208,34033
"Effingham County, Georgia, USA",0.07596886912325257,0.33039035539819833,0.35907318603504684,0.310536458566755,0.6426889267143888,0.26227061813603203,0.09504045514957897,13103
"Carbon County, Pennsylvania, USA",0.12473256984646341,0.42908178777744094,0.31924597141988353,0.2516722408026755,0.7260902830910484,0.22053316151894642,0.0533765553900052,42025
"Columbia County, Pennsylvania, USA",0.14887050170738192,0.4577905665513083,0.3171054166504634,0.22510401679822842,0.7161659018096813,0.22976015239414568,0.05407394579617296,42037
"Nacogdoches County, Texas, USA",0.2314139819262938,0.5199139749369289,0.2923611398320854,0.1877248852309857,0.7805058357042053,0.15549183449449977,0.0640023298012949,48347
"Hamblen County, Tennessee, USA",0.17151408058328177,0.5394140002451884,0.29868007028727894,0.16190592946753277,0.7806309777435297,0.1827659670912466,0.03660305516522358,47063
"Rutherford County, North Carolina, USA",0.18234534051873544,0.5454580520732877,0.29716489874638446,0.15737704918032783,0.7844109908122333,0.173877410171246,0.04171159901652067,37161
"Isabella County, Michigan, USA",0.23780825597206598,0.5115124888129515,0.30034171344886584,0.18814579773818266,0.7861093426706984,0.17002228234919656,0.04386837498010505,26073
"Lamar County, Mississippi, USA",0.1757395136489009,0.3903084760720447,0.29531870512254826,0.3143728188054069,0.6562528777972187,0.2363937747490563,0.1073533474537251,28073
"San Benito County, California, USA",0.07747810746809479,0.22226284997910617,0.2985269536147097,0.47921019640618423,0.614598708487085,0.2512915129151291,0.13410977859778586,06069
"Warrick County, Indiana, USA",0.05639511689140654,0.2847864512681391,0.3199325851934066,0.39528096353845427,0.6077348066298337,0.2733614992958508,0.11890369407431536,18173
"Belknap County, New Hampshire, USA",0.08012445267645571,0.3351425791989005,0.29896997156251964,0.36588744923857996,0.6455754556552572,0.25070358051190456,0.10372096383283821,33001
"Georgetown County, South Carolina, USA",0.1645145786606859,0.4582717010509919,0.27742312183729106,0.264305177111717,0.7214034500083736,0.1800159102327922,0.09858063975883426,45043
"Pope County, Arkansas, USA",0.17375425255153068,0.526862341228974,0.2784500514933058,0.19468760727772022,0.7593337678976827,0.1847198183820718,0.05594641372024541,05115
"Lee County, North Carolina, USA",0.15142871114443632,0.42767639391136225,0.358716676478008,0.21360692961062977,0.746782569428765,0.19647776021675312,0.05673967035448189,37105
"Darlington County, South Carolina, USA",0.20336072414457126,0.5690003565909897,0.2595586195966565,0.17144102381235396,0.7730002511816957,0.16454684538624903,0.06245290343205533,45031
"Hall County, Nebraska, USA",0.11932879582852808,0.401955825324569,0.3463581183611509,0.25168605631428015,0.7169589565137234,0.23047496139930382,0.052566082086972665,31079
"Garfield County, Oklahoma, USA",0.13501151694636485,0.4031413612565397,0.35459685863874496,0.2422617801047154,0.7040623849834371,0.2206247699668755,0.07531284504968735,40047
"Union County, Ohio, USA",0.04715124338941296,0.20702872448508294,0.31749330377759444,0.4754779717373227,0.5372294674198576,0.30304298300671784,0.15972754957342455,39159
"Knox County, Ohio, USA",0.12669529066993795,0.3828356905884414,0.3699580932425355,0.24720621616902322,0.7104086353122591,0.2241436281528801,0.0654477365348607,39083
"Laurel County, Kentucky, USA",0.22157007275646964,0.5289442003441103,0.29720250132006926,0.17385329833582044,0.791934904249121,0.17503992190650308,0.033025173844375914,21125
"Walla Walla County, Washington, USA",0.11073232985437363,0.4013221259084147,0.31341388669993814,0.28526398739164716,0.6926314352662819,0.2161430488886876,0.09122551584503057,53071
"Stanly County, North Carolina, USA",0.13320847283455425,0.4407819574324044,0.330470105361147,0.22874793720644862,0.735313090868646,0.216371927483039,0.04831498164831503,37167
"Athens County, Ohio, USA",0.254823068618813,0.5214256576531683,0.29502735146874565,0.1835469908780861,0.7988397984384588,0.15447263024125482,0.046687571320286364,39009
"Barry County, Michigan, USA",0.08621449919158589,0.3455525606469007,0.34729421521874326,0.30715322413435603,0.6660917030567683,0.25576419213973833,0.07814410480349346,26015
"Eddy County, New Mexico, USA",0.14700087746891577,0.37893793412502874,0.2812457987900522,0.339816267084919,0.6387529051080458,0.23950452455125318,0.12174257034070093,35015
"Haywood County, North Carolina, USA",0.12371291587518622,0.4830849568978274,0.30353608527281273,0.21337895782935998,0.7320612709143612,0.21485342312423134,0.053085305961407404,37087
"Reno County, Kansas, USA",0.11660837092985987,0.4599768213243804,0.34847939895296354,0.19154377972265615,0.7341157956855283,0.220772408366665,0.04511179594780663,20155
"Livingston County, New York, USA",0.11524558792260325,0.37639513576544953,0.3390804597701145,0.284524404464436,0.6818993523957058,0.2463693280836506,0.07173131952064365,36051
"Garfield County, Colorado, USA",0.07912762252259756,0.2700050674897493,0.3597917722393698,0.370203160270881,0.6425602278207746,0.25939875525342815,0.09804101692579714,08045
"Hood County, Texas, USA",0.08629076745624456,0.3441206860921677,0.2917544947303159,0.3641248191775164,0.627708996040918,0.24592077259308429,0.1263702313659978,48221
"Columbia County, New York, USA",0.09700817475207689,0.3505384034648552,0.2878769817618322,0.3615846147733127,0.6320184458154169,0.2463388795413475,0.12164267464323558,36021
"Washington County, New York, USA",0.11891876354396505,0.38121546961325975,0.3650562871266561,0.25372824326008414,0.7030212923613396,0.2371253867862058,0.059853320852454685,36115
"Cumberland County, Tennessee, USA",0.128713698492798,0.479960788749388,0.36741695886588965,0.15262225238472246,0.7714230653933448,0.18913536893494934,0.03944156567170581,47035
"Granville County, North Carolina, USA",0.1436754835481477,0.413070225250806,0.3029528676888129,0.2839769070603811,0.7127679188753169,0.21262963816547595,0.07460244295920714,37077
"Tipton County, Tennessee, USA",0.11332588280429015,0.40324794144556225,0.3295516925892041,0.2672003659652336,0.6998877446434668,0.22636536678217603,0.0737468885743572,47167
"St. Joseph County, Michigan, USA",0.12551979825982365,0.42526404731727696,0.36531474440219924,0.20942120828052382,0.7418620166095388,0.21553290850951146,0.04260507488094974,26149
"Rutland County, Vermont, USA",0.10457271364317851,0.4206736538923116,0.32582606608528647,0.253500280022402,0.7116759165825761,0.2250042045072322,0.06331987891019177,50021
"Pittsylvania County, Virginia, USA",0.15169488445977453,0.5034683837500515,0.3284265068670804,0.16810510938286807,0.7776768547117914,0.18404523466847864,0.03827791061972984,51143
"Pender County, North Carolina, USA",0.125097812404314,0.3826424756102945,0.3044629850350949,0.31289453935461053,0.6753810109257925,0.21888700735345318,0.10573198172075432,37141
"Crawford County, Arkansas, USA",0.17744724427955058,0.4818445577633192,0.32037981360998863,0.1977756286266923,0.7500907133699413,0.19835990227146275,0.051549384358596045,05033
"Herkimer County, New York, USA",0.13028705307469063,0.4272738431324424,0.3285872100159565,0.2441389468516011,0.7063733934013502,0.24411465924650086,0.049511947352148984,36043
"Otter Tail County, Minnesota, USA",0.0884515865450084,0.39926725179160905,0.3263547789677123,0.2743779692406785,0.6862495891311517,0.24279609948504233,0.07095431138380606,27111
"Bradford County, Pennsylvania, USA",0.12918676369258725,0.4650224399884725,0.3000370568616951,0.23494050314983247,0.7237991514078916,0.22224491185079281,0.053955936741315456,42015
"Washington County, Vermont, USA",0.09993010658745421,0.3542984445240081,0.3251780244261452,0.3205235310498467,0.6264156587888361,0.2881747083208691,0.08540963289029482,50023
"Washington County, Ohio, USA",0.13591932796207007,0.4662983425414386,0.3237978309801511,0.20990382647841035,0.7311718264880687,0.20522487359176797,0.0636032999201633,39167
"Mercer County, West Virginia, USA",0.18873316563136402,0.5784281886823087,0.2867987334578222,0.134773077859869,0.8099680540765778,0.14750682901986187,0.0425251169035604,54055
"Lincoln County, Missouri, USA",0.10685207367671838,0.3276490375630729,0.33680620444776593,0.33554475798916117,0.6542594955343992,0.2784866031995296,0.06725390126607125,29113
"Van Zandt County, Texas, USA",0.12110846204346741,0.41139384043180544,0.3234000090715282,0.26520615049666635,0.7193738154429318,0.19058754030570849,0.09003864425135977,48467
"Lyon County, Nevada, USA",0.09612888711994062,0.37369080655268117,0.3388237400411784,0.28748545340614035,0.6776001513503291,0.253748285484557,0.06865156316511375,32019
"Russell County, Alabama, USA",0.21943920707131787,0.5604338619765781,0.279719977529061,0.15984616049436084,0.7679865858377404,0.1782793757255255,0.053734038436734126,01113
"Blount County, Alabama, USA",0.13233881543026701,0.4610997071289776,0.30254930312722245,0.23635098974379995,0.7274295689869383,0.21344970843940475,0.05912072257365683,01009
"Sampson County, North Carolina, USA",0.21400419716435493,0.5381795968234575,0.2840092100935105,0.17781119308303187,0.7930301006653311,0.1607429942370953,0.04622690509757366,37163
"Sandusky County, Ohio, USA",0.12904116682488923,0.44207253015085873,0.3372273816027235,0.22070008824641782,0.7188182047924279,0.23323454407609062,0.047947251131481586,39143
"Lowndes County, Mississippi, USA",0.19725428471493553,0.5031593098812461,0.287295541115841,0.20954514900291282,0.7208320618451834,0.21676329976604647,0.06240463838877016,28087
"Autauga County, Alabama, USA",0.13578473784391792,0.41471449487554896,0.316297584187409,0.268987920937042,0.6888334650335836,0.229380679573291,0.08178585539312548,01001
"Kenai Peninsula Borough, Alaska, USA",0.11851325987794402,0.35163387210119446,0.31118236120871423,0.33718376669009126,0.642360246491256,0.25151779459748885,0.10612195891125517,02122
"Pike County, Kentucky, USA",0.2556118260001031,0.6222945732324141,0.24401089131938913,0.13369453544819662,0.8173860818936768,0.15027776928007833,0.03233614882624494,21195
"Newton County, Missouri, USA",0.14697766439318946,0.44446470910085706,0.3475287251504652,0.2080065657486779,0.7586413538520543,0.17742940697061205,0.06392923917733362,29145
"Carson City-County, Nevada, USA",0.10012605798667391,0.3918761588547286,0.34552196972963656,0.26260187141563485,0.6837434259954919,0.24220510894064629,0.07405146506386183,32510
"Huron County, Ohio, USA",0.12325834354874882,0.4201305393335622,0.3658965991068366,0.21397286155960105,0.7315355344945759,0.22100635768476282,0.04745810782066126,39077
"Pickaway County, Ohio, USA",0.13379655364091195,0.3769921761808175,0.31734762870665506,0.3056601951125274,0.6704932911423458,0.260210464346162,0.06929624451149215,39129
"Pike County, Pennsylvania, USA",0.09398405411935191,0.34422508672005536,0.33317630936576564,0.32259860391417905,0.6453820847408984,0.2700757324854824,0.08454218277361937,42103
"Otsego County, New York, USA",0.1238226938395176,0.411125666447272,0.32525220845572056,0.26362212509700744,0.7236630513550917,0.21103375224049128,0.0653031964044171,36077
"Columbia County, Wisconsin, USA",0.06757899186304556,0.3177881412391738,0.3470186542305144,0.3351932045303118,0.6236934582807699,0.2936790412686982,0.08262750045053185,55021
"Genesee County, New York, USA",0.10425060610817509,0.3815461346633422,0.3501900985241816,0.26826376681247616,0.6812547716351548,0.256006646607087,0.06273858175775808,36037
"Lawrence County, Ohio, USA",0.1876019292827645,0.5089791224345371,0.3387296532200988,0.15229122434536402,0.7700321666906718,0.193600268855922,0.03636756445340625,39087
"Anderson County, Texas, USA",0.15308914386584346,0.50324695029435,0.31164653759786454,0.18510651210778553,0.7753583741607681,0.17065868263473133,0.05398294320450047,48001
"Maverick County, Texas, USA",0.25042562801848395,0.5314301865460717,0.28241944601469693,0.18615036743923133,0.7887226420206519,0.17114730409127848,0.04013005388806944,48323
"Coffee County, Tennessee, USA",0.1604876577534891,0.48355698747038184,0.3304369751090146,0.18600603742060356,0.7471027430271245,0.19765067498180944,0.05524658199106603,47031
"Oxford County, Maine, USA",0.140285781219254,0.4863938101727699,0.3102387127972921,0.20336747702993788,0.7729023721813608,0.18034891363623876,0.04674871418240047,23017
"Windsor County, Vermont, USA",0.09054396843292,0.38322935478575076,0.3210064028895089,0.29576424232474047,0.6696846636930521,0.23944255819630317,0.09087277811064477,50027
"Jefferson County, West Virginia, USA",0.0970834025500492,0.28967628887481933,0.28987528744314045,0.42044842368204033,0.6033210410829905,0.2502134552561031,0.14646550366090633,54037
"Box Elder County, Utah, USA",0.0704681363009093,0.3330768385181934,0.3696273496757177,0.297295811806089,0.6822565620033977,0.2471916269384622,0.07055181105814019,49003
"Acadia Parish, Louisiana, USA",0.23077729440746447,0.5594989561586626,0.23279981442820782,0.20770122941312963,0.7662256647519037,0.17173082421438443,0.06204351103371202,22001
"Gordon County, Georgia, USA",0.16063951947707783,0.4927414160432046,0.2837536540653026,0.22350492989149284,0.7504506622776081,0.1984481542440627,0.0511011834783291,13129
"Putnam County, West Virginia, USA",0.10466852915853991,0.3639864099660254,0.3190939977349933,0.3169195922989813,0.6534441689757434,0.2531233289582414,0.09343250206601506,54079
"Iron County, Utah, USA",0.1533993232116684,0.4401781686964362,0.34483536310329277,0.21498646820027098,0.7744246220890652,0.17475146397929928,0.05082391393163561,49021
"Colbert County, Alabama, USA",0.15132058692752337,0.48153710247349757,0.3258392226148406,0.19262367491166188,0.7335341167176848,0.2167719956551798,0.04969388762713533,01033
"Scott County, Kentucky, USA",0.10173096670089482,0.3235583454349558,0.33203728861198195,0.34440436595306234,0.6291243494517714,0.26933959880753844,0.10153605174069014,21209
"Vermilion Parish, Louisiana, USA",0.17495843300005232,0.45085246210158403,0.32202499806952506,0.2271225398288909,0.7076507532023125,0.2155163845967836,0.07683286220090398,22113
"Waller County, Texas, USA",0.12416542488340095,0.3642253847043842,0.30932546569478253,0.3264491496008333,0.6549653311671363,0.24439351301169093,0.1006411558211727,48473
"Hawkins County, Tennessee, USA",0.1764421959634601,0.5096808183694077,0.32655749220705077,0.1637616894235415,0.7811293436293438,0.1779440154440153,0.040926640926641,47073
"Chisago County, Minnesota, USA",0.06599419951480255,0.2520787746170677,0.29885728178944787,0.44906394359348456,0.582802242560736,0.31549187790502675,0.10170587953423736,27025
"Carter County, Tennessee, USA",0.18982965990429743,0.5600019773559488,0.2973312597534418,0.14266676289060948,0.8034146979612293,0.1595187525503365,0.03706654948843423,47019
"Hardin County, Texas, USA",0.11636750288350622,0.3929404900816809,0.2917639050952946,0.3152956048230243,0.6709088503770345,0.2123032147109397,0.11678793491202581,48199
"Cherokee County, South Carolina, USA",0.1799692946807542,0.5644893506000658,0.2807741568236811,0.15473649257625324,0.7941145532004419,0.1743543891021933,0.03153105769736499,45021
"Marion County, West Virginia, USA",0.14584430920156202,0.4466019417475721,0.3323739152848185,0.22102414296760942,0.7188573363649551,0.21917178656088293,0.061970877074162004,54049
"Pearl River County, Mississippi, USA",0.14487057619186874,0.4735890544832642,0.3035426337649644,0.2228683117517714,0.7546082351108572,0.18220052962251404,0.06319123526662869,28109
"Taney County, Missouri, USA",0.14644576082932234,0.4890583086262876,0.34909878111911163,0.1618429102546007,0.8063819577735125,0.15345489443378132,0.04016314779270624,29213
"Lafayette County, Mississippi, USA",0.20589320746654227,0.4587243015287291,0.2832366895097523,0.2580390089615185,0.7378083320459348,0.18100829084916814,0.08118337710489716,28071
"Eagle County, Colorado, USA",0.0920423589688081,0.28291732868638236,0.27123161293629233,0.44585105837732514,0.5752983380921003,0.27498352734460807,0.1497181345632916,08037
"Campbell County, Virginia, USA",0.09448933537162399,0.45758216067976426,0.31128894483657793,0.23112889448365787,0.7329817717739413,0.2112740494594137,0.05574417876664503,51031
"Whiteside County, Illinois, USA",0.12141997154219512,0.4364059670604474,0.30438906613779343,0.2592049668017593,0.7115320307648221,0.22433478240099292,0.06413318683418506,17195
"La Plata County, Colorado, USA",0.09711915787907534,0.3429893110572174,0.30723973771669827,0.34977095122608426,0.6261492283330576,0.2567181111294936,0.11713266053744868,08067
"Tuolumne County, California, USA",0.098991711800114,0.37839241656927575,0.30814179976626477,0.31346578366445943,0.6639443460355002,0.23608028837647405,0.09997536558802565,06109
"Hancock County, Maine, USA",0.10266224899603771,0.41484112178335625,0.3261492825593147,0.25900959565732895,0.7001917523477114,0.22609669217333142,0.07371155547895707,23009
"Lenoir County, North Carolina, USA",0.23268219107530463,0.5838713928053761,0.2694689682435103,0.14665963895111345,0.8183687960627796,0.1422590044318214,0.03937219950539904,37107
"Seneca County, Ohio, USA",0.12223484337998793,0.44149666087274636,0.34685756106486043,0.2116457780623932,0.7501339177014851,0.210372534696859,0.039493547601655916,39147
"Aguadilla Municipio, Puerto Rico, USA",0.49667677633712887,0.817517268183784,0.145391230453844,0.037091501362372076,0.9234718969405663,0.062097551799137896,0.014430551260295802,72005
"Loudon County, Tennessee, USA",0.1219136661287036,0.3814045227283157,0.31787532681987013,0.3007201504518141,0.6926826878322435,0.2144484456529724,0.09286886651478418,47105
"Grady County, Oklahoma, USA",0.10252495158647384,0.3709925940653098,0.3276504796461056,0.30135692628858457,0.6703607639707625,0.24145248762084354,0.088186748408394,40051
"Camden County, Georgia, USA",0.1599661610044031,0.42207468051118185,0.2976238019169331,0.280301517571885,0.6703509479628877,0.23807987091569222,0.09156918112142008,13039
"Jefferson County, Tennessee, USA",0.12508593992851877,0.46132805760941736,0.32357870127808996,0.21509324111249264,0.7509968747429202,0.20317180913697053,0.04583131612010919,47089
"Franklin County, Virginia, USA",0.1331002481201477,0.41910084916049206,0.3198374324219142,0.2610617184175937,0.7075116002275185,0.20722969323292859,0.08525870653955292,51067
"Vega Baja Municipio, Puerto Rico, USA",0.4336505259502387,0.8133505335263749,0.14938284405620836,0.03726662241741677,0.9314088823909398,0.05420938610642109,0.014381731502639194,72145
"Dickson County, Tennessee, USA",0.1083793652279752,0.3903270101205305,0.35554086355083314,0.2541321263286364,0.7181773155027243,0.22817444800709039,0.05364823649018531,47043
"Saline County, Kansas, USA",0.1152938065466635,0.4462082728592157,0.33640239477503614,0.21738933236574814,0.7261255373168096,0.2238505819361001,0.05002388074709022,20169
"Watauga County, North Carolina, USA",0.23154827108695145,0.5089161259312664,0.2675799086757991,0.2235039653929345,0.7720778305212201,0.16813930535319832,0.05978286412558169,37189
"Johnson County, Missouri, USA",0.11815585310024901,0.40132443881774366,0.37254711009397656,0.22612845108827978,0.7426739695600597,0.20780433630328862,0.049521694136651695,29101
"Pulaski County, Missouri, USA",0.14556097116567263,0.414291242099832,0.34941313040113486,0.23629562749903318,0.757245150371046,0.1899492253612806,0.05280562426767343,29169
"Washington County, Virginia, USA",0.1271325835819756,0.46211947814145193,0.30995651178759326,0.22792401007095472,0.7349497714662824,0.19658788160242438,0.0684623469312933,51191
"Elko County, Nevada, USA",0.11553982031368878,0.31395723648866447,0.2883850864940369,0.3976576770172987,0.5874993064417707,0.28227820007767757,0.13022249348055162,32007
"Coffee County, Alabama, USA",0.1594137359950724,0.43027454561082207,0.29533991234178986,0.274385542047388,0.6886943327508129,0.2221915553587743,0.08911411189041281,01031
"Boone County, Illinois, USA",0.09319091114969434,0.32968196009948725,0.3146002010901195,0.35571783881039337,0.6604161783472664,0.24853504180014135,0.09104877985259228,17007
"Roane County, Tennessee, USA",0.13708253431809975,0.43962706103890015,0.29862673953979774,0.261746199421302,0.7096149979895457,0.20896160032167255,0.08142340168878157,47145
"Fulton County, New York, USA",0.1475359774019929,0.45159358879881994,0.32014554163596254,0.22826086956521746,0.7295127076245754,0.22175805483289926,0.04872923754252544,36035
"Tuscola County, Michigan, USA",0.13299888802890192,0.4497892139052227,0.3532453651031489,0.19696542099162842,0.7584163743524526,0.190964366681969,0.05061925896557844,26157
"McMinn County, Tennessee, USA",0.15945378967406051,0.49080943155507156,0.3056749988186939,0.20351556962623452,0.7530114171991208,0.19956530847386564,0.047423274327013626,47107
"Gila County, Arizona, USA",0.19813926721657474,0.48991302788487434,0.32385905137631105,0.18622792073881464,0.7441676967991372,0.1957602377633414,0.06007206543752147,04007
"Jessamine County, Kentucky, USA",0.1258408948685858,0.38243938280675993,0.31394982680801914,0.30361079038522104,0.6900223024638912,0.22825509770603247,0.08172259983007636,21113
"Jackson County, Illinois, USA",0.23842541712458692,0.577546795480032,0.24864142154748473,0.17381178297248331,0.7463857028540951,0.18460922912776692,0.06900506801813813,17077
"Madison County, Idaho, USA",0.24270177447052124,0.46239702365134183,0.29666046594029616,0.240942510408362,0.8369856445835802,0.11224863919677354,0.05076571621964627,16065
"Navarro County, Texas, USA",0.14085476134308444,0.49693216679922664,0.2888308146801504,0.21423701852062296,0.7854706290471796,0.1668304810360769,0.04769888991674342,48349
"Kerr County, Texas, USA",0.1159320567766285,0.4082501602417357,0.3062448493727683,0.28550499038549604,0.719400959871348,0.188732819056712,0.09186622107194006,48265
"Columbia County, Oregon, USA",0.1012369980123122,0.3303566949280087,0.33261425776350706,0.3370290473084843,0.6475845980446114,0.2659956488689685,0.08641975308642007,41009
"Jackson County, Alabama, USA",0.1761233632640506,0.5519333201814961,0.26814953639771155,0.17991714342079226,0.7682249736272276,0.17989006718116704,0.051884959191605295,01071
"Culpeper County, Virginia, USA",0.07213485823207051,0.2633393624236945,0.3202577436129326,0.4164028939633729,0.6154366044876995,0.269640443363071,0.1149229521492294,51047
"St. Charles Parish, Louisiana, USA",0.1023843188905461,0.3518240343347641,0.2763412017167384,0.3718347639484974,0.621145374449339,0.26800210567146027,0.11085251987920071,22089
"Grundy County, Illinois, USA",0.061014461972157506,0.2844387122377121,0.31960910759462346,0.3959521801676644,0.5745343296512878,0.2877138834741175,0.13775178687459458,17063
"Worcester County, Maryland, USA",0.09137529633474643,0.36183327789578545,0.3042999422843772,0.33386677981983737,0.6438385318650742,0.23955394003607147,0.11660752809885422,24047
"Washington County, Oklahoma, USA",0.14166358307203955,0.4544205671671096,0.29575115297811655,0.24982827985477382,0.7067991374839661,0.20127193820454617,0.0919289243114878,40147
"Ashland County, Ohio, USA",0.12379500781884052,0.414349033169353,0.37543227314792293,0.210218693682724,0.7444832492562412,0.21081360755400327,0.04470314318975555,39005
"Calumet County, Wisconsin, USA",0.0606264930261232,0.2986270581912346,0.3240826696633608,0.37729027214540456,0.6059867468961841,0.30111458095310634,0.09289867215070959,55015
"Warren County, Iowa, USA",0.05945384031026351,0.2784239381052411,0.3280217246503052,0.3935543372444538,0.58315520567228,0.31093269381158445,0.10591210051613568,19181
"Rusk County, Texas, USA",0.11710548241959705,0.43197779791572355,0.324252378794744,0.24376982328953248,0.7263076791370607,0.19875581428530611,0.07493650657763312,48401
"Hoke County, North Carolina, USA",0.1789382208879758,0.4676425705081097,0.3155485220143565,0.21680890747753373,0.7184011972314021,0.225790359792979,0.05580844297561895,37093
"Grant County, Wisconsin, USA",0.13620792221378972,0.4135018963337544,0.3561061946902648,0.23039190897598075,0.7276718838782987,0.22124076656852174,0.051087349553179576,55043
"Darke County, Ohio, USA",0.1043129584352079,0.4350331316623462,0.34639393066359253,0.21857293767406133,0.7327469732693982,0.21175192730548156,0.05550109942512026,39037
"Harrisonburg city-County, Virginia, USA",0.25805877906718266,0.48579113553970293,0.300549643316571,0.21365922114372612,0.7810825502834511,0.17403121845150282,0.04488623126504622,51660
"Waupaca County, Wisconsin, USA",0.09273616412213695,0.37478013800568244,0.3649934605150413,0.26022640147927617,0.6752397992147509,0.26283484916256655,0.061925351622682714,55135
"Ogle County, Illinois, USA",0.08826298446571505,0.36185065716624076,0.35174040729863826,0.28640893553512103,0.6547776426418478,0.2643963830574805,0.0808259743006718,17141
