longname,Architecture and engineering occupations %,Computer and mathematical occupations %,"Life, physical, and social science occupations %","Arts, design, entertainment, sports, and media occupations %",Community and social service occupations %,"Educational instruction, and library occupations %",Legal occupations %,Health diagnosing and treating practitioners and other technical occupations %,Health technologists and technicians %,Business and financial operations occupations %,Management occupations %,Construction and extraction occupations %,"Farming, fishing, and forestry occupations %","Installation, maintenance, and repair occupations %",Material moving occupations %,Production occupations %,Transportation occupations %,Office and administrative support occupations %,Sales and related occupations %,Building and grounds cleaning and maintenance occupations %,Food preparation and serving related occupations %,Healthcare support occupations %,Personal care and service occupations %,"Firefighting and prevention, and other protective service workers including supervisors %",Law enforcement workers including supervisors %
"California, USA",0.02451602704741358,0.039613019494081116,0.012376728924621019,0.029287424474805524,0.017118581037627856,0.05553386634435066,0.012418079300224094,0.03590848695330222,0.01656474368000813,0.05736209088087687,0.11023840323016477,0.04825154863741344,0.014252283393631004,0.026092259049133308,0.03755527712021679,0.04624452001836573,0.03525698274195263,0.10734523151324403,0.09676777287354074,0.038302083975189215,0.054177057405458084,0.03634172697740961,0.027688103375332913,0.01261330142950917,0.008174400122127402
"Texas, USA",0.02158482024199522,0.03286453593064372,0.00804783017748272,0.01638188743173085,0.014571858207734597,0.06358359433629994,0.00993952433384889,0.03668219267680509,0.018452483879274093,0.056192033028146265,0.10685906482676033,0.06702071676953548,0.003970364641223325,0.03397782544596918,0.03801132561598825,0.049358247185718726,0.041371521127315514,0.1113769529645971,0.10361847096362438,0.03653404211743696,0.05397115243861374,0.029415540359343174,0.024276108029056175,0.010985285730693753,0.010952621540162416
"Florida, USA",0.015282736970755745,0.027378087020327728,0.00640551073344651,0.019126393297832705,0.014422105627950633,0.051258702827135315,0.01322060253354032,0.04355205887772167,0.02118189864996018,0.05347877361866513,0.10786447773520678,0.054819700577669495,0.004796076199624113,0.03315615142953383,0.031555523564399904,0.03251115460925695,0.04139061732903073,0.12124285637499851,0.11717595559883061,0.04551284213733518,0.06236494967579846,0.029592853803441933,0.028715418627557707,0.014066693620810151,0.009927858559169672
"New York, USA",0.015550074715823635,0.029594524895346207,0.010319104826845426,0.03259004740118739,0.021630518298549787,0.0757391135797939,0.01833900293011269,0.046488355444042534,0.01873093426099947,0.059916741958731076,0.10621527420919175,0.04398598911986533,0.002335264520242982,0.023195860351130797,0.024733132052904526,0.03345948303545736,0.0396110111778237,0.11168314492943679,0.09264620886035956,0.037330069844226293,0.048922520422572856,0.0467090519894228,0.03114462796396855,0.015595665543124314,0.01353427766884029
"Pennsylvania, USA",0.019417597708002752,0.03147501868173403,0.011552481002809084,0.017187324515726972,0.021363022334105846,0.06084958245166968,0.01136362050059523,0.05018374092067192,0.022912025947882823,0.057720351890470124,0.10233605113846897,0.04429563333799695,0.004032361383096451,0.031115504433760648,0.04470413626933983,0.05904945283215285,0.03889482521359946,0.11190884709676574,0.09271489743537549,0.03215643469249452,0.051635166786689696,0.03797416394552536,0.024971641806740625,0.010310007003156233,0.009876110671168718
"Illinois, USA",0.017879372747098787,0.03410465113123696,0.008999131412870507,0.019067810468914023,0.017064618192394305,0.062183553552614255,0.0133452535437101,0.04363331576525753,0.01839786283148143,0.06344641179858655,0.10914832934329435,0.04117321224165435,0.0030541205672388804,0.027594401162742786,0.042870411789814204,0.061003208951002134,0.0425792343599453,0.11105842004073498,0.09778018593035369,0.03277513752765359,0.051742835436553135,0.03202375323685207,0.026790525082470155,0.012303805316430015,0.009980437569095876
"Ohio, USA",0.02059205862372386,0.029751718433081133,0.00853404726141416,0.01565445304900195,0.017963825795486093,0.05631399754027019,0.009089232120772622,0.04792146610479011,0.02316098367826572,0.05272637987461464,0.10241676243181033,0.0410788412174503,0.002932017926832946,0.03028453031734067,0.04865196488148308,0.08139769235936063,0.03846877890802956,0.1150554269702993,0.09279063252428049,0.033322406314641645,0.05657878102467239,0.033592639591855024,0.022669938198239706,0.010588742798417778,0.008462682053865704
"Georgia, USA",0.017148031819510627,0.03475618869120828,0.00881038795656715,0.019207458477918944,0.015660725913885693,0.0642483982508018,0.010788457361748771,0.03730916497139298,0.01892427091836463,0.057335593091663785,0.10976270741937023,0.048265487757063456,0.0046008198093414965,0.033568123356162986,0.044308620798623494,0.05869982726751658,0.04351177208717684,0.11200767267815502,0.10368761743625095,0.035476817409857524,0.05241461385555492,0.023872573208184086,0.02376717785908683,0.011492919718245578,0.01037457188634721
"North Carolina, USA",0.018101765893959173,0.034059323146068785,0.010390949717913477,0.017273556268351843,0.019139037738998214,0.06264407481093437,0.008658118007720225,0.04171588167391604,0.02187747829492341,0.055815121632321316,0.10914044913415936,0.050858170915756874,0.005248219924921821,0.03422324111732025,0.03928629474727308,0.06759529559736613,0.03537253946816149,0.10254452293478267,0.10287463838622103,0.03607741487887353,0.054596327076069116,0.029317921034165636,0.02421793469602334,0.00962660757193551,0.00934511533186346
"Michigan, USA",0.03267891838213778,0.028484993538490128,0.008505358450682768,0.017317073168519583,0.01730272127244324,0.052742990757556514,0.008651356446023998,0.04531014923398467,0.020688142356532806,0.051433998815785066,0.09995122640320948,0.04286626035858543,0.004857926905427216,0.0310356138791366,0.04127650594705089,0.08978373713034062,0.035418368684768775,0.11013386208880162,0.09269185725594406,0.034927450246320116,0.05741214912100174,0.035496677729516354,0.0243851494023629,0.008858944086913187,0.0077885683384645394
"New Jersey, USA",0.01812424057795935,0.04349172446427044,0.012219073647160999,0.02097290925831561,0.01811916365005274,0.07219338561396857,0.015000369703867193,0.04337209272776272,0.01851863548889034,0.06920714274592589,0.1199135490193196,0.04330760224331742,0.0015081369848669467,0.02531937250326417,0.035876124451597546,0.03818431906137132,0.0406191340218928,0.11292790446665792,0.0986424927816873,0.03169206381370288,0.04090359856773584,0.0282053148327266,0.02747381035537751,0.013124552183862177,0.011083286834446327
"Virginia, USA",0.022005174877049928,0.0605622352273805,0.012287059544171846,0.020404010711381333,0.01889933532906137,0.0654432295852326,0.015704559914063762,0.038214136079006304,0.017789431078710165,0.07174675790040375,0.12004678057209062,0.045792454060441946,0.0033523069999617703,0.029218530313208382,0.0298912623187158,0.04142584636293776,0.0341291825575332,0.10175755017458685,0.0896213752139678,0.03265453406294548,0.04879615054827126,0.026381341227285613,0.026825053526752598,0.014271805504081988,0.01277989631075727
"Washington, USA",0.02707329259991749,0.056289221322173046,0.012306254970122431,0.021273037846035944,0.018326062726009233,0.05762602462708511,0.0106637474641197,0.039677011942495136,0.015832466718113062,0.0587724866075927,0.11728380635671368,0.04941561021578866,0.014819457188229676,0.029381345377102065,0.03668125592583416,0.04591975173227488,0.03716611379967735,0.10073792078891107,0.08985846487777997,0.030267250321697206,0.05220782532191752,0.03506640399172328,0.02518919911136468,0.011327063777515321,0.006838924389806625
"Arizona, USA",0.022705103065427175,0.03446238541710789,0.008148185983699891,0.018051399412478478,0.01611292721759475,0.0563306191400459,0.009757142821548435,0.039785709124523165,0.018790784533084838,0.05883624394850342,0.10327347656765841,0.05189461986759587,0.005332978694247123,0.03283069264252629,0.03522699808395229,0.03842965065143131,0.0353556274246475,0.12828394132757936,0.1062954874460255,0.040775501000381215,0.057086511173622824,0.03119931131913282,0.02624256566013948,0.013602007738939123,0.011190129738106925
"Massachusetts, USA",0.02527043834824007,0.046637833915941715,0.022600260019525784,0.023566753451928102,0.02133136426096765,0.07445444056896158,0.014504480016852379,0.04979276496532577,0.018990660079626305,0.06887916249643243,0.12377959660314208,0.043141404635152175,0.0020852807449851973,0.021828098658054133,0.02418558627564638,0.03853791316296621,0.029734971799696003,0.09937471956885631,0.08830450632389336,0.03218361026938196,0.04778560679734148,0.034354275059741306,0.028242273724872643,0.011582965958749282,0.00885103229371974
"Tennessee, USA",0.016280123191535368,0.024784984724652407,0.008019008482346887,0.019180319647960454,0.017159824490318255,0.05921948027335063,0.008516098006755799,0.04445343404657831,0.02335659151091379,0.04886532711186205,0.10010372291929641,0.049766241569165946,0.003932969891526526,0.03277954064369452,0.04911168321302694,0.07787645900737876,0.03976135543344534,0.11500643520080518,0.09886824674010375,0.03574459414817093,0.056156512876339944,0.02769911333934214,0.022664676473633835,0.010827103119265255,0.009866153938530808
